,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGoodwill,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualRetainedEarnings,quarterlyCurrentAssets,trailingNetIncome,annualDilutedAverageShares,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,trailingPretaxIncome,annualPretaxIncome,trailingPurchaseOfInvestment,annualDilutedEPS,annualCashDividendsPaid,quarterlyDilutedEPS,annualCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,quarterlyTotalAssets,trailingOperatingIncome,annualNonCurrentDeferredRevenue,annualOtherCurrentAssets,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,annualOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualAccountsPayable,trailingInvestingCashFlow,annualFreeCashFlow,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,annualBasicAverageShares,quarterlyNetIncome,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualTaxProvision,trailingSaleOfInvestment,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInInventory,quarterlyAccountsReceivable,annualCurrentLiabilities,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyInvestingCashFlow,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,quarterlyBasicEPS,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,trailingRepaymentOfDebt,quarterlyPretaxIncome,annualChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,trailingGrossProfit,trailingNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,trailingInterestExpense,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualBeginningCashPosition,annualTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyResearchAndDevelopment,annualBasicEPS,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyDilutedAverageShares,trailingOtherNonCashItems,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,annualCapitalExpenditure,annualChangeInInventory,quarterlyGrossPPE,trailingStockBasedCompensation,annualOperatingExpense,trailingDeferredIncomeTax,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyOperatingCashFlow,trailingNetOtherFinancingCharges,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,trailingCostOfRevenue,trailingChangesInAccountReceivables,annualPurchaseOfInvestment,trailingCashDividendsPaid,quarterlyTaxProvision,annualTotalRevenue,quarterlyOtherCurrentLiabilities,trailingResearchAndDevelopment,quarterlyNetPPE,annualCapitalStock,quarterlyStockBasedCompensation,trailingOperatingExpense,quarterlyEbitda,trailingChangeInInventory,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualGoodwill,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualInventory,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingDilutedEPS
1191110400,,,865975678000.0,,233617317000.0,,8839816259000.0,,1601716784000.0,,2518950974000.0,,3991710518000.0,,,,,,1182160294000.0,,,,,,604.992168,,61847516000.0,,,380214084694.92,,17380498259000.0,,,,,,,,-33677600000.0,13388787741000.0,,,,,474881490000.0,,,-13704693000.0,,,,,,5731816706000.0,,2815565916000.0,,,380214084694.92,,,,,,380214084694.92,2327197407000.0,896081361000.0,653858181.0,,17656937000.0,-27456115000.0,,,,4187941000.0,2622734512000.0,,,-72669140000.0,,2278955254000.0,,368439212000.0,,,-435079515000.0,,,,,,,,272313689000.0,44639473000.0,,613.64667,,,,1051187555000.0,,-121645942000.0,,,,-121734525000.0,11018484769000.0,,-10623332998000.0,,-423883889000.0,1234414890000.0,368439212000.0,,17339000.0,,,,,,,,1578418302000.0,705427002000.0,54020176000.0,,,,165054794000.0,53388100000.0,,,,,-46369135000.0,,,,,,,,,668372895.0,,,,,,,15091938233000.0,,,,-448271475000.0,,2924902984349.52,2924902984349.52,681888792000.0,,,,,,,,,274368686000.0,,1813523972000.0,,4468605235000.0,,,,2924902984349.52,,,,,,,-370613598000.0,,,,,,,,,,,,
1199059200,4346886713335.25,193075843105.95,783981275070.28,,361869269000.0,,8920015000183.84,1592064610116.75,1749604872623.02,,3018581467073.55,8920015000183.84,4815795890359.3,,664076231.0,19059715396211.84,7365468180408.8,10015917624.23,1699053750000.0,,1986415734548.28,,2484.366876,-581637641682.51,,,627231274737.97,886348316485.8,659979402148.22,509167649172.6,311853933245.4,19059715396211.84,,,-7112150764141.43,,1649808992261.64,2673593638626.82,1885866108866.95,-54423634000.0,14243919505852.54,1253442886552.43,,1643253748802.05,,692498953000.0,,,-25294923000.0,,11440720061707.51,,7365468180408.8,-652074907749.44,5833313682778.61,,3648274011000.0,-118511576000.0,654683906.0,509167649172.6,436254682572.8,886348316485.8,686549626923.65,,2051205996857.92,509167649172.6,2673593638626.82,1045349253152.47,,,47052434556.68,-52933133000.0,4815795890359.3,,2724797758585.56,-20167743000.0,2724797758585.56,3018581467073.55,4969353943119.3,0.0,,3698686057000.0,436254682572.8,885988577000.0,783981275070.28,45132923000.0,-708763900000.0,3654312741829.54,5833313682778.61,231239700864.76,4346886713335.25,,1649808992261.64,1684356745143.87,368439212000.0,44663857772.59,3937072105724.87,,-1055854832000.0,627231274737.97,,-189012219000.0,400101124443.72,98934564000.0,,,1670329591556.08,78869295000.0,11440720061707.51,668900750481.74,-11242787477018.23,,-536991129000.0,1670329591556.08,886348316485.8,,-7112150764141.43,,486247192042.08,14243919505852.54,,581905431945.25,,16212141420137.53,1684356745143.87,659979402148.22,79431417000.0,,7830016870532.22,,28215396000.0,66870258000.0,2520.008477,,,,331211071000.0,1045349253152.47,1649808992261.64,,,1253442886552.43,1592064610116.75,-76629203000.0,,,,-2400404499470.88,,,-2011058993027.49,-20059925136.16,16212141420137.53,,9827244402856.23,,-771773532000.0,-856591762115.6,3250256402915.74,-6888841933185.89,1133642801000.0,,,241862924000.0,,,,-630190076242.37,,88259441000.0,12024964444968.58,668900750481.74,,4969353943119.3,44663857772.59,,,-6888841933185.89,,-45116104964.56,11713110511723.18,,1749604872623.02,218777154021.86,38074046000.0,47052434556.68,-11242787477018.23,,,121750000258.11,,,,,,,
1206921600,,,771846995000.0,,614006504000.0,,8679038569000.0,,1536776536000.0,,4398079074000.0,,4746045334000.0,,,,,,1193277691000.0,,,,,,577.755,,55722415000.0,,,382885159000.0,,19343043302000.0,,,,,,,,-153738304000.0,14596997968000.0,,,,,412409446000.0,,,-1349183000.0,,,,,,6918905768000.0,,2837018983000.0,,,382885159000.0,,,,,,382885159000.0,2874246534000.0,834397195000.0,655284165.0,,17223754000.0,57760510000.0,,,,1457228000.0,2404188709000.0,,,-105864000.0,,2283026994000.0,,1421650645000.0,,,-355904723000.0,,,,,,,,575646436000.0,44639473000.0,,584.304,,,,517586361000.0,,-120816719000.0,,,,-159055577000.0,10773710160000.0,,-11271663504000.0,,-411641806000.0,2193497640000.0,1421650645000.0,,17414000.0,,,,,,,,1559651141000.0,670790107000.0,55769917000.0,,,,234429738000.0,52814625000.0,,,,,2683174000.0,,,42245961000.0,,,,,,662711978.0,,,,,,,15809417583000.0,,,,-278712140000.0,,2837018983000.0,553991989000.0,892718644000.0,,,,,,,,,134701202000.0,,3727288967000.0,,4537754079000.0,,,,985765724000.0,,,,,,,74722046000.0,,,,,,,,,,,,
1214784000,3702858000000.0,,539316000000.0,,444553587000.0,,8977048000000.0,,1504306411000.0,,3358030000000.0,,3768829000000.0,,,,,,1752975000000.0,,,,,,450.216,,92424000000.0,,,298010000000.0,,17969138000000.0,,,,,,,,-65440045000.0,14200309000000.0,,,,,435763827000.0,,,123493000.0,6340903000000.0,,,7060888000000.0,,240115000000.0,,2914429000000.0,,,298010000000.0,,,,,,298010000000.0,2797307000000.0,779415000000.0,655792820.0,,15893000000.0,655354000000.0,,,,1331053000.0,2537125000000.0,,,-609640835000.0,16834000000.0,2381478000000.0,560652000000.0,395967070000.0,,,-1178505163000.0,,,,,,,,1421650645000.0,44639000000.0,,454.434,,,,428698000000.0,,-1322134133000.0,,,,-1330185509000.0,10908250000000.0,,-11424411000000.0,,0.0,935283000000.0,395967000000.0,,144658000000.0,,,,,,,,3022319000000.0,1006105000000.0,59835000000.0,,,,533266089000.0,50507000000.0,,,,,-36164137000.0,,,0.0,,942877000000.0,991943000000.0,,,667662135.0,,,,346903000000.0,,,15900086000000.0,,,,-317785343000.0,,2931263000000.0,532951000000.0,762338930000.0,,,,,,,,,130688000000.0,,501493000000.0,,4475675000000.0,,,,891617000000.0,,,,,,,38174762000.0,,,,,,,,,,,,
1222732800,4105849000000.0,,603983000000.0,,228689000000.0,,9237896000000.0,,1471836287000.0,,3592292000000.0,,4004330000000.0,,,,,,1667977000000.0,,,,,,503.829,,78472000000.0,,,333640000000.0,,18424417000000.0,,,,,,,,1367715000000.0,14420087000000.0,,,,,486790000000.0,,,-410000000.0,6216187000000.0,,,7698141000000.0,,238871000000.0,,2884117000000.0,,,333640000000.0,,,,,,441706000000.0,3436032000000.0,550773000000.0,655792820.0,,13833000000.0,-17222000000.0,,,,2060000000.0,2586878000000.0,,,-72809000000.0,15445000000.0,2380002000000.0,617887000000.0,508740000000.0,,,-958540000000.0,,,,,,,,395967000000.0,44639000000.0,,508.713,,,,441706000000.0,,-250117469000.0,,,,-1922744000000.0,10726276000000.0,,-11744004000000.0,,0.0,1112723000000.0,508740000000.0,,148095000000.0,,,,-56236000000.0,,,,2936022000000.0,1010831000000.0,66543000000.0,,,,8930000000.0,51885000000.0,,,,426780000000.0,-237172000000.0,,,0.0,,1215022000000.0,578339000000.0,,,662208805.0,,,,297849000000.0,,,16209328000000.0,,,,-415844000000.0,,2899562000000.0,504115000000.0,644533000000.0,,,,,,,,,108066000000.0,,450703000000.0,,4465324000000.0,,,,995039000000.0,,,,,,,-235690000000.0,,,112773000000.0,,,,,,,,,
1230681600,6020410000000.0,-870938000000.0,741403000000.0,,-376582000000.0,,9448185000000.0,356192000000.0,1899739000000.0,,4628821000000.0,9448185000000.0,5422447000000.0,,667480189.0,22473671000000.0,10649231000000.0,-398068000000.0,3425595000000.0,,1258733000000.0,,1838.049,-682504000000.0,,,149621000000.0,1011467000000.0,1571947000000.0,201184000000.0,233200000000.0,22473671000000.0,,,8236000000.0,,1215719000000.0,5235447000000.0,1752468000000.0,-552863000000.0,17051224000000.0,1268750000000.0,,910667000000.0,,1405998000000.0,328403000000.0,,35140000000.0,4738112000000.0,10648481000000.0,,10649231000000.0,387542000000.0,5168464918000.0,4738112000000.0,5173417000000.0,-63538000000.0,655545559.0,201184000000.0,953598000000.0,1011340000000.0,298850000000.0,,2759276000000.0,-428108000000.0,5235447000000.0,408755000000.0,,,34974000000.0,-174767000000.0,5422447000000.0,,3246058000000.0,-71014000000.0,3246058000000.0,4628821000000.0,7602520000000.0,52000000.0,179723000000.0,5012007000000.0,953598000000.0,1011467000000.0,741403000000.0,42246000000.0,-1382444000000.0,3296938000000.0,1319059195000.0,585632000000.0,6020410000000.0,,1215719000000.0,2078406000000.0,508740000000.0,44639000000.0,4384031000000.0,,-751507000000.0,149621000000.0,,-129258000000.0,125478000000.0,-1093104000000.0,,,1752743000000.0,1662720000000.0,10648481000000.0,505896000000.0,-15308243000000.0,,-339865000000.0,1752743000000.0,1011340000000.0,,8236000000.0,,885989000000.0,17051224000000.0,-170278000000.0,-257526000000.0,,22910763000000.0,2078406000000.0,1571947000000.0,183874000000.0,,8509635000000.0,,-74083000000.0,71508000000.0,1854.477,,,742962000000.0,-606680000000.0,408755000000.0,959883000000.0,0.0,,1268750000000.0,356192000000.0,-1093104000000.0,,,,-3875394000000.0,,328403000000.0,-2386271000000.0,-66166000000.0,22910763000000.0,,12035316000000.0,,-1373929000000.0,869415000000.0,5353140000000.0,161410000000.0,997347000000.0,,-311571000000.0,366022000000.0,,,,-638612000000.0,,-74606000000.0,14020984000000.0,505896000000.0,,7602520000000.0,44639000000.0,,,1460614000000.0,,33504000000.0,13787784000000.0,,1899739000000.0,226714000000.0,485899000000.0,34974000000.0,-15308243000000.0,192384000000.0,-63538000000.0,,,,,,,,
1238457600,4628503294000.0,,945060739000.0,,468848000000.0,,9060043661000.0,,1406896038000.0,,4467527078000.0,,4768388145000.0,,,,,,1721002000000.0,,,,,,481.185,,80611697000.0,,,316748000000.0,,19232946063000.0,,,,,,,,-344611000000.0,14464557918000.0,,,,,432708000000.0,,,-556000000.0,,,,9096030372000.0,,6573455567000.0,,2869154000000.0,,,316748000000.0,,,,,,316748000000.0,4008858764000.0,284004926000.0,651821090.0,,17111183000.0,24166000000.0,,,,-3184000000.0,3039039362000.0,,,,7307000000.0,2305147000000.0,,623229000000.0,,,-704873000000.0,,,,,,,,434177000000.0,44639473000.0,,485.958,,,,423296000000.0,,-7694391000.0,,,,-28591000000.0,10136915691000.0,,-12277901809000.0,,-280000000000.0,1568290046000.0,623229307000.0,,4116127000.0,,,,-288336000000.0,,,,1449534107000.0,934292927000.0,71323000000.0,,,,7393000000.0,59372000000.0,,,,85417000000.0,-163015000000.0,,,,,,,,,658266571.0,,,,,,,16967886045000.0,,,,-339660000000.0,,2876461000000.0,564007000000.0,808508000000.0,,,,,,,,,106548000000.0,,3533234151000.0,,4689984236000.0,,,,927327000000.0,,,,,,,267311000000.0,,,189052000000.0,-28938000000.0,,,,,,,,
1246320000,5335982000000.0,,649090000000.0,,502780000000.0,,9371687000000.0,,1374425914000.0,,3217532000000.0,,4781839000000.0,,,,,,1885708000000.0,,,,,,469.974,,107440000000.0,,,311643000000.0,,19485915000000.0,,,,,,,,-153954000000.0,14704076000000.0,,,,,458569000000.0,,,14430000000.0,6484543000000.0,,,8553514000000.0,,269333000000.0,,3059012000000.0,,,311643000000.0,,,,,,311643000000.0,4688374000000.0,442290000000.0,651756784.0,,18778000000.0,-107212000000.0,,,,-1667000000.0,3065037000000.0,,,,8887000000.0,2505612000000.0,831886000000.0,699055000000.0,,,-413124000000.0,,,,,,,,623229000000.0,44639000000.0,,478.188,,,,404810000000.0,,-160606565000.0,,,,28587000000.0,10932401000000.0,,-12284018000000.0,,-558872000000.0,1348145000000.0,699055000000.0,,27060000000.0,,,,-34614000000.0,,,,1393441887000.0,484440000000.0,76431000000.0,,,,26069000000.0,55023000000.0,,,,-328617000000.0,-11681000000.0,,,,,1058736000000.0,552411000000.0,,,676129883.0,,,,224769000000.0,,,16902136000000.0,,,,-314787000000.0,,3067899000000.0,553400000000.0,817567000000.0,,,,,,,,,93167000000.0,,617701000000.0,,4618118000000.0,,,,939810000000.0,,,,,,,-62498000000.0,,,75826000000.0,0.0,,,,,,,,
1254268800,5466660000000.0,,2153758000000.0,,169357000000.0,,9715056000000.0,,1341955790000.0,,3408106000000.0,,5955585000000.0,,,,,,1812993000000.0,,,,,,627.705,,169955000000.0,,,415713000000.0,,19570872000000.0,,,,,,,,223422000000.0,13615287000000.0,,,,,486845000000.0,,,-171233000000.0,4854584000000.0,,,8874766000000.0,,274438000000.0,,3048271000000.0,,,415713000000.0,,,,,,415713000000.0,5074076000000.0,161980000000.0,651756784.0,,15527000000.0,-14184000000.0,,,,2092000000.0,3258364000000.0,,,-77386000000.0,8450000000.0,2323685000000.0,909952000000.0,216619000000.0,,,-1176662000000.0,,,,,,,,699055000000.0,44639000000.0,,637.806,,,,565881000000.0,,-1160678145000.0,,,,-440028000000.0,10696106000000.0,,-12749362000000.0,,-6186000000.0,2370377000000.0,216619000000.0,,70053000000.0,,,,-219657000000.0,,,,1345834757000.0,1079614000000.0,75821000000.0,,,,211762000000.0,56188000000.0,,,,245234000000.0,-523876000000.0,,,0.0,,1021707000000.0,625288000000.0,,,669774766.0,,,,174404000000.0,,,17859092000000.0,,,,-279635000000.0,,3056721000000.0,724586000000.0,448992000000.0,,,,,,,,,150168000000.0,,222429000000.0,,5109730000000.0,,,,1128547000000.0,,,,,,,-157526000000.0,,,-482436000000.0,0.0,,,,,,,,
1262217600,5966695000000.0,-1232283000000.0,728398000000.0,,-490882000000.0,,9909753000000.0,915306000000.0,1737966000000.0,,4894936000000.0,9909753000000.0,6370631000000.0,,659150174.0,23206256000000.0,10861631000000.0,-962066000000.0,3075464000000.0,,1400498000000.0,,1892.106,-681548000000.0,,,186262000000.0,953926000000.0,1490692000000.0,203078000000.0,380512000000.0,23206256000000.0,,,4960396358000.0,,1247182000000.0,5289201000000.0,1878544000000.0,-651724000000.0,16835625000000.0,1464255000000.0,,650103000000.0,,1354671000000.0,395720000000.0,,218063000000.0,3709104000000.0,11154759000000.0,,10861631000000.0,282311000000.0,4568367054000.0,3709104000000.0,5198516000000.0,-28939000000.0,651772640.0,203078000000.0,1225736000000.0,953855000000.0,355670000000.0,,2732793000000.0,724000000.0,5289201000000.0,321372000000.0,,,119890000000.0,8442000000.0,6370631000000.0,,4076936000000.0,-185184000000.0,4076936000000.0,4894936000000.0,8239676000000.0,0.0,355868000000.0,5385008000000.0,1225736000000.0,953926000000.0,728398000000.0,0.0,466433000000.0,2933310000000.0,4568367054000.0,2271115000000.0,5966695000000.0,,1247182000000.0,2254359000000.0,216619000000.0,44639000000.0,4573572000000.0,,-2030536000000.0,186262000000.0,,6511000000.0,-57541000000.0,894983000000.0,,,1682253000000.0,-522034000000.0,11154759000000.0,318280000000.0,-16033406000000.0,,-1185478000000.0,1682253000000.0,953855000000.0,,167926000.0,,1011467000000.0,16835625000000.0,-486055000000.0,-224860000000.0,,24273082000000.0,2254359000000.0,1490692000000.0,216705000000.0,,8534123000000.0,,2025891000000.0,65687000000.0,1913.529,,,-1207125000000.0,-533711000000.0,321372000000.0,1044828000000.0,0.0,,1464255000000.0,915306000000.0,0.0,,,,-1828226000000.0,,395720000000.0,-2283207000000.0,-187943000000.0,24273082000000.0,,12296409000000.0,,-1349125000000.0,-1205091000000.0,5554384000000.0,-186492000000.0,858243000000.0,,-1028662000000.0,440281000000.0,,,,-926867000000.0,,5787000000.0,14555465000000.0,318280000000.0,,8239676000000.0,44639000000.0,,,1577887000000.0,,60704000000.0,14174953000000.0,,1737966000000.0,236269000000.0,235024000000.0,119890000000.0,-16033406000000.0,160017000000.0,-1000000.0,,,,,,,,
1269993600,4570455000000.0,,693368000000.0,,862840000000.0,,9673347000000.0,,1276051682000.0,,3966326000000.0,,5234373000000.0,,,,,,1912737000000.0,,,,,,487.179,,250202000000.0,,,321755000000.0,,19339181000000.0,,,,,,,,-567362000000.0,14104808000000.0,,,,,494385000000.0,,,30684000000.0,5490488000000.0,,,8536781000000.0,,1124588000000.0,,3002660000000.0,,,321755000000.0,,,,,,321755000000.0,4126704000000.0,139048000000.0,651756748.0,,14746000000.0,-49787000000.0,,,,7910000000.0,3564201000000.0,,,,15586000000.0,2522190000000.0,968735000000.0,463136000000.0,,,-641990000000.0,,,,,,,,420576000000.0,44639000000.0,,493.728,,,,408953000000.0,,-420584935000.0,,,,-7809000000.0,10802400000000.0,,-12058149000000.0,,-290000000000.0,1156504000000.0,463136000000.0,,47198000000.0,,,,7812000000.0,,,,1287316344000.0,390460000000.0,70629000000.0,,,,32000000.0,61346000000.0,,,,-259316000000.0,60055000000.0,,,,,1918815000000.0,760731000000.0,,,660445134.0,,,,204072000000.0,,,16935330000000.0,,,,-81026000000.0,,3018246000000.0,480470000000.0,943866000000.0,,,,,,,,,87198000000.0,,484244000000.0,,4877181000000.0,,,,973967000000.0,,,,,,,47280000000.0,,,42560000000.0,0.0,,,,,,,,
1277856000,4155234000000.0,,676710000000.0,,179525000000.0,,10037318000000.0,,1243681267000.0,,3807231000000.0,,5294568000000.0,,,,,,1871241000000.0,,,,,,549.117,,218899000000.0,,,363971000000.0,,19158117000000.0,,,,,,,,-182958000000.0,13863549000000.0,,,,,503100000000.0,,,4322000000.0,5314542000000.0,,,7962465000000.0,,1167685000000.0,,3072220000000.0,,,363971000000.0,,,,,,363971000000.0,3731492000000.0,146221000000.0,651756748.0,,15324000000.0,-64805000000.0,,,,-578000000.0,3823051000000.0,,,,16352000000.0,2490158000000.0,1053953000000.0,292307000000.0,,,-86734000000.0,,,,,,,,463136000000.0,44639000000.0,,558.441,,,,493386000000.0,,-176625325000.0,,,,-43051000000.0,11195652000000.0,,-12346019000000.0,,0.0,969017000000.0,292307000000.0,,35137000000.0,,,,-273076000000.0,,,,1247473973000.0,966102000000.0,70279000000.0,,,,472682000000.0,54627000000.0,,,,-603345000000.0,-396682000000.0,,,,,1045934000000.0,790035000000.0,,,662829597.0,,,,276133000000.0,,,17171899000000.0,,,,-339725000000.0,,3088572000000.0,582062000000.0,519250000000.0,,,,,,,,,129415000000.0,,465109000000.0,,4825880000000.0,,,,1066765000000.0,,,,,,,3463000000.0,,,-170829000000.0,0.0,,,,,,,,
1285804800,3525008000000.0,,813451000000.0,,2372000000.0,,10328856000000.0,,1211310853000.0,,4385172000000.0,,5651983000000.0,,,,,,1904743000000.0,,,,,,552.669,,202420000000.0,,,363883000000.0,,19333859000000.0,,,,,,,,-203748000000.0,13681876000000.0,,,,,545613000000.0,,,6492000000.0,5473226000000.0,,,7910180000000.0,,910476000000.0,,3155090000000.0,,,363883000000.0,,,,,,363883000000.0,3189882000000.0,83620000000.0,648337009.0,,15627000000.0,-22756000000.0,,,,-303000000.0,4156956000000.0,,,-72349000000.0,25657000000.0,2635767000000.0,1153245000000.0,247736000000.0,,,-465504000000.0,,,,,,,,292307000000.0,44639000000.0,,561.216,,,,479622000000.0,,-285531391000.0,,,,23481000000.0,11423679000000.0,,-12654957000000.0,,0.0,1061187000000.0,247736000000.0,,50553000000.0,,,,-351907000000.0,,,,1196991924000.0,1536884000000.0,67969000000.0,,,,254853000000.0,64097000000.0,,,,-121945000000.0,-410013000000.0,,,,,1074288000000.0,878069000000.0,,,667174811.0,,,,118540000000.0,,,17479916000000.0,,,,-540506000000.0,,3180747000000.0,519323000000.0,542878000000.0,,,,,,,,,115739000000.0,,502215000000.0,,4824959000000.0,,,,1093204000000.0,,,,,,,44448000000.0,,,-44571000000.0,-156088000000.0,,,,,,,,
1293753600,4257754000000.0,-298915000000.0,974500000000.0,,704957000000.0,,10603399000000.0,639632000000.0,1624311000000.0,,5915301000000.0,10603399000000.0,6972989000000.0,,666967414.0,22651704000000.0,10173055000000.0,-89394000000.0,3522421000000.0,,1673688000000.0,,2096.568,-680043000000.0,,,163237000000.0,778509000000.0,2130797000000.0,330004000000.0,634614000000.0,22651704000000.0,,,67262000000.0,,1379613000000.0,3802016000000.0,2595362000000.0,-86449000000.0,15678715000000.0,1629804000000.0,,1749694000000.0,,1325670000000.0,259967000000.0,,-10903000000.0,2792351000000.0,11325600000000.0,,10173055000000.0,-148431000000.0,423311000000.0,2792351000000.0,5570789000000.0,-210356000000.0,648129613.0,330004000000.0,1342936000000.0,778509000000.0,404306000000.0,,2868768000000.0,243179000000.0,3802016000000.0,104118000000.0,,,149643000000.0,-626483000000.0,6972989000000.0,,4489573000000.0,-109457000000.0,4489573000000.0,5915301000000.0,7864594000000.0,-27000000.0,577019000000.0,4557282000000.0,1342936000000.0,778509000000.0,974500000000.0,0.0,-1164450000000.0,4021021000000.0,423311000000.0,940919000000.0,4257754000000.0,167995000000.0,1379613000000.0,2116332000000.0,247736000000.0,44639000000.0,4939507000000.0,,-1504082000000.0,163237000000.0,,291728000000.0,-175417000000.0,882741651000.0,,,1753009000000.0,-62015000000.0,11325600000000.0,551797000000.0,-16643403000000.0,,-1214082000000.0,1753009000000.0,778509000000.0,,0.0,,953926000000.0,15678715000000.0,369260000000.0,-760179000000.0,,24507997000000.0,2116332000000.0,2130797000000.0,188175000000.0,,9131467000000.0,,213352000000.0,90308000000.0,2128.647,,,-833682000000.0,447725000000.0,104118000000.0,1292788000000.0,,,1629804000000.0,639632000000.0,0.0,,,,-2358678000000.0,,259967000000.0,-2271327000000.0,-102428000000.0,24507997000000.0,,12205397000000.0,,-1310070000000.0,-1818288000000.0,6147808000000.0,1013507000000.0,2015027000000.0,,-247911000000.0,397051000000.0,,,,-1040517000000.0,,71955000000.0,15435373000000.0,551797000000.0,,7864594000000.0,44639000000.0,,,1805573000000.0,,30595000000.0,14800759000000.0,,1624311000000.0,270378000000.0,-243622000000.0,149643000000.0,-16643403000000.0,-2577000000.0,-54268000000.0,,,,,,,,
