,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyFreeCashFlow,trailingChangeInWorkingCapital,quarterlyRetainedEarnings,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGoodwill,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualRetainedEarnings,quarterlyCurrentAssets,trailingNetIncome,annualDilutedAverageShares,annualTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,trailingPretaxIncome,annualPretaxIncome,trailingPurchaseOfInvestment,annualDilutedEPS,annualCashDividendsPaid,quarterlyDilutedEPS,annualCurrentDeferredRevenue,quarterlyOtherNonCurrentLiabilities,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,quarterlyTotalAssets,trailingOperatingIncome,annualNonCurrentDeferredRevenue,annualOtherCurrentAssets,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,annualOperatingIncome,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,annualAccountsPayable,trailingInvestingCashFlow,annualFreeCashFlow,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,trailingTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyGrossProfit,annualRepurchaseOfCapitalStock,annualBasicAverageShares,quarterlyNetIncome,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualTaxProvision,trailingSaleOfInvestment,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyBasicAverageShares,quarterlyCurrentDeferredRevenue,quarterlyInventory,quarterlyOtherIncomeExpense,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyChangeInInventory,quarterlyAccountsReceivable,annualCurrentLiabilities,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyOperatingExpense,quarterlyCurrentAccruedExpenses,quarterlyEndCashPosition,annualOtherShortTermInvestments,annualCommonStockIssuance,quarterlyInvestingCashFlow,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualEbitda,quarterlyBasicEPS,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,trailingRepaymentOfDebt,quarterlyPretaxIncome,annualChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,trailingGrossProfit,trailingNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyAccumulatedDepreciation,trailingInterestExpense,quarterlyRepaymentOfDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualBeginningCashPosition,annualTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyOtherIntangibleAssets,quarterlyCurrentDebt,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,quarterlyResearchAndDevelopment,annualBasicEPS,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyDilutedAverageShares,trailingOtherNonCashItems,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,annualCapitalExpenditure,annualChangeInInventory,quarterlyGrossPPE,trailingStockBasedCompensation,annualOperatingExpense,trailingDeferredIncomeTax,quarterlyCapitalExpenditure,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyOperatingCashFlow,trailingNetOtherFinancingCharges,annualChangesInAccountReceivables,annualInterestExpense,trailingBeginningCashPosition,trailingCostOfRevenue,trailingChangesInAccountReceivables,annualPurchaseOfInvestment,trailingCashDividendsPaid,quarterlyTaxProvision,annualTotalRevenue,quarterlyOtherCurrentLiabilities,trailingResearchAndDevelopment,quarterlyNetPPE,annualCapitalStock,quarterlyStockBasedCompensation,trailingOperatingExpense,quarterlyEbitda,trailingChangeInInventory,annualNetOtherFinancingCharges,annualGrossProfit,annualStockBasedCompensation,annualGoodwill,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualInventory,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,trailingDilutedAverageShares,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,trailingBasicAverageShares,trailingRepurchaseOfCapitalStock,trailingDilutedEPS
1009756800,3499884371255.4,-996015771165.6,1068904076206.2,,,,3387499351269.15,-66810775459.35,,,3737438905345.95,3387499351269.15,4348600536278.25,,779697665.0,13331961924910.35,7237323276601.35,117557161917.45,,,1997207626443.75,,1470.489788,-48122207739.45,,,788203681300.35,867650462046.9,1844006574820.05,290009968950.51,2501743764342.15,13331961924910.35,,,66770039585.4,,1146537453531.75,2695871228681.1,2325504604909.05,,8983361388632.1,1035638635914.45,,1042198425680.85,,,,,,,5389993442903.25,,7237323276601.35,21024967.2,988852827652.65,,,,779697665.0,290009968950.51,357421814279.1,867650462046.9,850670172912.0,,1760400792749.25,290009968950.51,2695871228681.1,15176084137.05,,,66587385182.85,,4348600536278.25,,1182215508809.7,,1182215508809.7,3737438905345.95,4176507237564.9,,,,357421814279.1,,1068904076206.2,,,2424902765467.95,988852827652.65,28660972474.95,3499884371255.4,,1146537453531.75,3818001323414.55,,44595269491.65,4085905397658.3,,,788203681300.35,,,777122209525.5,,,,1936554538253.1,,5389993442903.25,500371880332.35,-4743918539874.9,,,1936554538253.1,867650462046.9,,66770039585.4,,90528252521.4,8983361388632.1,,-174010512909.9,,8920425777439.8,3818001323414.55,1844006574820.05,,,1990524314995.05,,,,1470.489788,,,,,15176084137.05,1146537453531.75,,,1035638635914.45,-66810775459.35,,,,,-1973666233482.0,,,-1382704339787.1,-33063074982.45,8920425777439.8,,3548252308299.0,,,325885677539.55,2118541270485.36,-3931454802155.79,,,,273988174127.25,,,,-109197109334.55,,,8375500677550.2,500371880332.35,,4176507237564.9,44595269491.65,,,-3931454802155.79,,-1145189227510.05,5873756913208.05,,,,,66587385182.85,-4743918539874.9,,,315889619696.4,,,,,,,
1017532800,,,,,,,,,,,,,,,,,,,,,,,,,4933.687086,,,,,415651194589.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415651194589.95,,,,,,415651194589.95,,,84247579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4933.687086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84247579.0,,,,,,,,,,,,,2606009289813.45,2606009289813.45,,,,,,,,,,,,,,,,,,2606009289813.45,,,,,,,,,,,,,,,,,,,
1025395200,,,,,,,,,,,,,,,,,,,,,,,,,4650.000068,,,,,391751250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391751250000.0,,,,,,391751250000.0,,,84247579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4650.000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84247579.0,,,,,,,,,,,,,2456163750000.0,2456163750000.0,,,,,,,,,,,,,,,,,,2456163750000.0,,,,,,,,,,,,,,,,,,,
1033344000,,,,,,,,,,,,,,,,,,,,,,,,,4650.000068,,,,,391751250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391751250000.0,,,,,,391751250000.0,,,84247579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4650.000068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84247579.0,,,,,,,,,,,,,2456163750000.0,2456163750000.0,,,,,,,,,,,,,,,,,,2456163750000.0,,,,,,,,,,,,,,,,,,,
1041292800,3692763937060.0,715302490860.0,956109133720.0,,,,4873072358960.0,-103202846940.0,,,4303677341360.0,4873072358960.0,4043890864580.0,,759288049.0,14228944241900.0,7996441278420.0,-3558718860.0,,,2186239619660.0,,1959.130643,-58125741380.0,,,669039145680.0,664294187200.0,1609727164340.0,312290733480.0,2359430604180.0,14228944241900.0,,,100830367700.0,,1487544483480.0,2919335704820.0,2797153023960.0,,10185053377320.0,1697508896220.0,,2243179121420.0,,,,,,,5506524316040.0,,7996441278420.0,,1894424673140.0,,,-1351126927180.0,759288049.0,312290733480.0,408066429280.0,664294187200.0,698695136180.0,,1543297745620.0,312290733480.0,2919335704820.0,104389086560.0,,,27283511260.0,,4043890864580.0,,1442467377920.0,,1442467377920.0,4303677341360.0,4569395016240.0,,,,408066429280.0,,956109133720.0,,,4268090152760.0,1894424673140.0,1393831553500.0,3692763937060.0,,1487544483480.0,3721233687940.0,,45077105560.0,4340450769580.0,,,669039145680.0,,,-202846975020.0,,,,1620403320920.0,,5506524316040.0,588374851520.0,-5096085407520.0,,,1620403320920.0,664294187200.0,,100830367700.0,,867141162220.0,10185053377320.0,,-353499406760.0,,9665480423760.0,3721233687940.0,1609727164340.0,,,2731909844860.0,,,,1959.130643,,,,,104389086560.0,1487544483480.0,,,1697508896220.0,-103202846940.0,,,,,-3062870698840.0,,,-2024911031340.0,39145907460.0,9665480423760.0,,4167259785060.0,,,-1408066428940.0,1955352163200.0,-4571338226040.0,,,,310794780440.0,,,,-2374851719240.0,,,9323843413200.0,588374851520.0,,4569395016240.0,45077105560.0,,,-4571338226040.0,,16607354680.0,6964412809020.0,,,,,27283511260.0,-5096085407520.0,,,81850533780.0,,,,,,,
1049068800,,,,,,,,,,,,,,,,,,,,,,,,,778.375013,,,,,534425000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534425000000.0,,,,,,534425000000.0,,,686301768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,778.375013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686301768.0,,,,,,,,,,,,,2626771250000.0,2626771250000.0,,,,,,,,,,,,,,,,,,2626771250000.0,,,,,,,,,,,,,,,,,,,
1056931200,3734681250000.0,,1202560000000.0,,,,4946552500000.0,,,,4392510000000.0,,4415401250000.0,,,,,,774460000000.0,,,,,,778.375013,,722857500000.0,,,534426250000.0,,14002987500000.0,,,,,,,,,9587586250000.0,,,,,,,,,,,,8127191250000.0,,1162505000000.0,,1991638750000.0,,,534426250000.0,,,,,,534426250000.0,2884021250000.0,127802500000.0,686301768.0,,46057500000.0,19242500000.0,,,,,1578401250000.0,,,,635133750000.0,1156616250000.0,472551250000.0,,,,,,,,,,,,,46655000000.0,,778.375013,,,,769397500000.0,,,,,,,5758901250000.0,,-5996670000000.0,,,1511636250000.0,309076250000.0,,158816250000.0,,,,,,,,3824200000000.0,2345115000000.0,105807500000.0,,,,,,,,,,,,,,,848831250000.0,-116427500000.0,,,686301768.0,,,,,,,10597551250000.0,,,,,,2626772500000.0,835022500000.0,,,,,,,,,,234971250000.0,,726012500000.0,,4600881250000.0,,,,1217177500000.0,,,,,,,,,,,,,,,,,,,
1064880000,,,,,,,,,,,,,,,,,,,,,,,,,712.999989,,,,,712222221510.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712222221510.0,,,,,,712222221510.0,,,998909162.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,712.999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,998909162.0,,,,,,,,,,,,,3792222218430.0,3792222218430.0,,,,,,,,,,,,,,,,,,3792222218430.0,,,,,,,,,,,,,,,,,,,
1072828800,3348750000000.0,-532500000000.0,1188750000000.0,,,,5390000000000.0,-116250000000.0,,,4751250000000.0,5390000000000.0,4267500000000.0,,676346704.0,14491250000000.0,8100000000000.0,-38750000000.0,,,2888750000000.0,,3049.471504,-158750000000.0,,,100000000000.0,332500000000.0,2268750000000.0,874722223410.0,2146250000000.0,14491250000000.0,,,147500000000.0,,2062500000000.0,3011250000000.0,3256250000000.0,,10223750000000.0,1381250000000.0,,3491250000000.0,,,,,,,6227500000000.0,,8100000000000.0,,1502500000000.0,,,-1446250000000.0,676346704.0,874722223410.0,441250000000.0,332500000000.0,827500000000.0,,1726250000000.0,874722223410.0,3011250000000.0,237500000000.0,,,32500000000.0,,4267500000000.0,,1656250000000.0,,1656250000000.0,4751250000000.0,4867500000000.0,,,,441250000000.0,,1188750000000.0,,,3491250000000.0,1502500000000.0,977500000000.0,3348750000000.0,,2062500000000.0,3853750000000.0,,46250000000.0,4982500000000.0,,,100000000000.0,,,-363750000000.0,,,,1521250000000.0,,6227500000000.0,660000000000.0,-6782500000000.0,,,1521250000000.0,332500000000.0,,147500000000.0,,696250000000.0,10223750000000.0,,-75000000000.0,,11650000000000.0,3853750000000.0,2268750000000.0,,,3786250000000.0,,,,3049.471504,,,,,237500000000.0,2062500000000.0,,,1381250000000.0,-116250000000.0,,,,,-1483750000000.0,,,,-3750000000.0,11650000000000.0,,5370000000000.0,,,-2371250000000.0,4645833339460.0,-2870416660540.0,,,,410000000000.0,,,,-648750000000.0,,,10772500000000.0,660000000000.0,,4867500000000.0,46250000000.0,,,-2870416660540.0,,102500000000.0,8626250000000.0,,,,,32500000000.0,-6782500000000.0,,,,,,,,,,
1080691200,,,,,,,,,,,,,,,,,,,,,,,,,548.666709,,,,,363333332970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363333332970.0,,,,,,363333332970.0,,,662211369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.666709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662211369.0,,,,,,,,,,,,,2536666664130.0,2536666664130.0,,,,,,,,,,,,,,,,,,2536666664130.0,,,,,,,,,,,,,,,,,,,
1088553600,3617777774160.0,,759999999240.0,,,,5288888883600.0,,,,3531111107580.0,,4065555551490.0,,,,,,925555554630.0,,,,,,544.888886,,734444443710.0,,,361111110750.0,,13314444431130.0,,,,,,,,,9248888879640.0,,,,,,,,,,,,7148888881740.0,,1537777776240.0,,1865555553690.0,,,361111110750.0,,,,,,361111110750.0,2629999997370.0,253333333080.0,662528691.0,,48888888840.0,-1111111110.0,,,,,1485555554070.0,,,,653333332680.0,1279999998720.0,436666666230.0,,,,,,,,,,,,,43333333290.0,,544.888886,,,,529999999470.0,,,,,,,6101111105010.0,,-6795555548760.0,,,1054444443390.0,294444444150.0,,162222222060.0,,,,,,,,3437777774340.0,1561111109550.0,75555555480.0,,,,,,,,,,,,,,,959999999040.0,-124444444320.0,,,662528691.0,,,,,,,11068888877820.0,,,,,,2518888886370.0,585555554970.0,,,,,,,,,,165555555390.0,,573333332760.0,,4273333329060.0,,,,938888887950.0,,,,,,,,,,,,,,,,,,,
1096502400,,,,,,,,,,,,,,,,,,,,,,,,,663.222163,,,,,439999999560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439999999560.0,,,,,,439999999560.0,,,663427769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.222163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663427769.0,,,,,,,,,,,,,3154444441290.0,3154444441290.0,,,,,,,,,,,,,,,,,,3154444441290.0,,,,,,,,,,,,,,,,,,,
1104451200,3874000000000.0,-904000000000.0,648000000000.0,,,,5944000000000.0,-11000000000.0,,,2963000000000.0,5944000000000.0,4241000000000.0,,663291379.0,13798000000000.0,6837000000000.0,51000000000.0,,,2051000000000.0,,2172.499215,-462000000000.0,,,784000000000.0,358000000000.0,892000000000.0,278777778940.0,3244000000000.0,13798000000000.0,,,163000000000.0,,1441000000000.0,2794000000000.0,2357000000000.0,,9557000000000.0,1165000000000.0,,855000000000.0,,,,,,,6866000000000.0,,6837000000000.0,-1000000000.0,1610000000000.0,,,,663291379.0,278777778940.0,381000000000.0,358000000000.0,608000000000.0,,1738000000000.0,278777778940.0,2794000000000.0,296000000000.0,,,51000000000.0,,4241000000000.0,,1662000000000.0,,1662000000000.0,2963000000000.0,4544000000000.0,,,,381000000000.0,,648000000000.0,,,2431000000000.0,1610000000000.0,419000000000.0,3874000000000.0,,1441000000000.0,3403000000000.0,,43000000000.0,4095000000000.0,,,784000000000.0,,,51000000000.0,,,,1006000000000.0,,6866000000000.0,525000000000.0,-7481000000000.0,,,1006000000000.0,358000000000.0,,163000000000.0,,307000000000.0,9557000000000.0,,-91000000000.0,,12025000000000.0,3403000000000.0,892000000000.0,,,3058000000000.0,,,,2172.499215,,,,,296000000000.0,1441000000000.0,,,1165000000000.0,-11000000000.0,,,,,-1420000000000.0,,,-1576000000000.0,-20000000000.0,12025000000000.0,,4611000000000.0,,,-936000000000.0,2019777785970.0,-5835222214030.0,,,,293000000000.0,,,,-192000000000.0,,,10212000000000.0,525000000000.0,,4544000000000.0,43000000000.0,,,-5835222214030.0,,37000000000.0,6968000000000.0,,,,,51000000000.0,-7481000000000.0,,,,,,,,,,
1112227200,,,,,,,,,,,,,,,,,,,,,,,,,688.500033,,,,,463609000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463609000000.0,,,,,,463609000000.0,,,662771959.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.500022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673360897.0,,,,,,,,,,,,,2653916000000.0,2653916000000.0,,,,,,,,,,,,,,,,,,2653916000000.0,,,,,,,,,,,,,,,,,,,
1120089600,,,,,,,,,,,,,,,,,,,,,,,,,688.600044,,,,,463609000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463609000000.0,,,,,,463609000000.0,,,662582494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699.700044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673263100.0,,,,,,,,,,,,,2653916000000.0,2653916000000.0,,,,,,,,,,,,,,,,,,2653916000000.0,,,,,,,,,,,,,,,,,,,
1128038400,,,,,,,,,,,,,,,,,,,,,,,,,718.789193,,,,,483934239796.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483934239796.06,,,,,,483934239796.06,,,662582494.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730.375832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673263100.0,,,,,,,,,,,,,2770267233687.44,2770267233687.44,,,,,,,,,,,,,,,,,,2770267233687.44,,,,,,,,,,,,,,,,,,,
1135987200,3476634357143.32,-202852003667.06,874699710502.88,,,,7190658541489.08,-1395023484.04,1854550815066.01,,2833039873061.27,7190658541489.08,4549864096694.01,,674544133.0,14548995707998.2,6309674230204.59,-528629959.21,,,2534429899939.96,,2747.243235,-750159888335.65,,,779787149263.17,374416908292.71,801957629934.31,401335129325.82,2234146098497.9,14548995707998.2,,,103148795878.29,,1853136804872.66,2289845109209.52,2642324373845.26,,9999131611304.19,1036679324828.45,,1740272809630.59,,,,,,,8131547919247.6,,6309674230204.59,3385630060.12,1967374838288.48,,,,663753767.0,401335129325.82,360965324396.82,374416908292.71,685914859833.55,,1709075647633.28,401335129325.82,2289845109209.52,396906165820.16,,,7701608876.43,,4549864096694.01,,3021459979051.75,,3021459979051.75,2833039873061.27,4613967224526.53,,,,360965324396.82,,874699710502.88,,,3339268513186.94,1967374838288.48,100954332002.25,3476634357143.32,,1853136804872.66,1561759768697.97,,44166083756.53,4351400021478.54,,,779787149263.17,,,7713600482.31,,,,1249116618795.59,,8131547919247.6,633393624680.13,-8840608577030.53,,,1249116618795.59,374416908292.71,,103148795878.29,,366703307810.4,9999131611304.19,,-334276006909.9,,13454575801557.06,1561759768697.97,801957629934.31,,,3535814930762.1,,,,2791.904013,,,,,396906165820.16,1853136804872.66,,,1036679324828.45,-1395023484.04,,,,,-1917655641709.02,,,-1598995703556.35,8209253525.35,13454575801557.06,,5731766765231.71,,,-1413899270995.61,2297436580353.89,-5668476283375.72,,,,250786449571.38,,,,-740892375591.39,,,10608237237574.87,633393624680.13,,4613967224526.53,44166083756.53,,,-5668476283375.72,,12301389031.9,8374091139076.97,,1854550815066.01,249375437279.5,,7701608876.43,-8840608577030.53,,,,,,,,,,
1143763200,,,,,,,,,,,,,,,,,,,,,,,,,543.38517,,,,,363578795301.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363578795301.35,,,,,,363578795301.35,,,659768704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.070084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669099592.0,,,,,,,,,,,,,2762357988255.6,2762357988255.6,,,,,,,,,,,,,,,,,,2762357988255.6,,,,,,,,,,,,,,,,,,,
1151625600,,,,,,,,,,,,,,,,,,,,,,,,,543.30484,,,,,363562204632.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363562204632.22,,,,,,363562204632.22,,,659712209.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.092127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669167985.0,,,,,,,,,,,,,2762230779892.98,2762230779892.98,,,,,,,,,,,,,,,,,,2762230779892.98,,,,,,,,,,,,,,,,,,,
1159574400,,,,,,,,,,,,,,,,,,,,,,,,,535.550783,,,,,358363075358.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358363075358.88,,,,,,358363075358.88,,,659711022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.2122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669148635.0,,,,,,,,,,,,,2722734744119.64,2722734744119.64,,,,,,,,,,,,,,,,,,2722734744119.64,,,,,,,,,,,,,,,,,,,
1167523200,3384682860296.43,147420384542.97,728481324852.27,,,,7485231060386.31,462966378439.62,1691737775399.76,,3060329095646.79,7485231060386.31,4448694211629.03,,669799492.0,15490402685147.61,6445011955943.22,-140829414989.67,,,1928271084359.4,,2067.031399,-632222121738.24,,,692124543271.92,463542090315.81,815904370803.39,319238243003.25,2098451160131.04,15490402685147.61,,,49769360267.55,,1384496580555.33,2182729524108.21,2564080538651.28,,11041708473518.58,1165315351734.6,,1938486643629.36,,,,,,,8883002722955.79,,6445011955943.22,153185486982.66,3383862315634.68,,,-199427835817.65,660395703.0,319238243003.25,357752150071.14,463542090315.81,545624055825.42,,1668694220071.89,319238243003.25,2182729524108.21,508054642296.3,,,18865430617.77,,4448694211629.03,,2962535252246.46,,2962535252246.46,3060329095646.79,4299296536220.07,,,,357752150071.14,,728481324852.27,,,3438030682364.52,3383862315634.68,516661934029.23,3384682860296.43,,1384496580555.33,1664279246254.02,,42578727804.69,4232774758723.17,,,692124543271.92,,,102582275923.71,,,,1192023415168.08,,8883002722955.79,721357223037.66,-9513672462901.53,,,1192023415168.08,463542090315.81,,49769360267.55,,360959814392.1,11041708473518.58,,-420058545694.92,,13812968999121.6,1664279246254.02,815904370803.39,,,4236267174218.64,,,,2096.465156,,,,,508054642296.3,1384496580555.33,,,1165315351734.6,462966378439.62,,,,,-2418141569876.01,,,-1499544038735.16,-8722611523.23,13812968999121.6,,5856442810210.08,,,-908420116109.22,2425471762111.92,-5529422208229.2,,,,228100771062.78,,,,-1346934263628.69,,,10518974508992.4,721357223037.66,,4299296536220.07,42578727804.69,,,-5529422208229.2,,4781335920.9,8420523348861.36,,1691737775399.76,202177769278.65,,18865430617.77,-9513672462901.53,,,-72895413599.25,,,,,,,
1175299200,,,854201566000.0,,734391481000.0,,7732391218000.0,,1660056757000.0,,3238897726000.0,,3996231180000.0,,,,,,1013954863000.0,,,,,,595.28496,,68002449000.0,,,374113481395.43,,15829252976000.0,,,,,,,,-116939940000.0,11833021796000.0,,,,,392341089000.0,,,2880899000.0,,,,,,4126271681000.0,,2711730831000.0,,,374113481395.43,,,,,,374113481395.43,1983228072000.0,588269184000.0,653858181.0,,19157079000.0,-18958921000.0,,,,-2718430000.0,2699882902000.0,,,-508694015000.0,,2049746576000.0,,266102516000.0,,,-402200240000.0,,,,,,,,241100097000.0,44639473000.0,,603.800599,,,,563791743000.0,,-48351025000.0,,,,-63096491000.0,9405034006000.0,,-10118549103000.0,,-93403910000.0,1120304082000.0,266102516000.0,,2339000.0,,,,,,,,1655336613000.0,1104604449000.0,54519583000.0,,,,50244784000.0,51178019000.0,,,,,149643050000.0,,,,,,,,,668372895.0,,,,,,,14509905848000.0,,,,-292028204000.0,,2877972390467.58,2877972390467.58,1026419685000.0,,,,,,,,,167481363000.0,,2134293277000.0,,4391356745000.0,,,,2877972390467.58,,,,,,,22758820000.0,,,,,,,,,,,,
1183161600,,,915773613000.0,,449757993000.0,,8135664849000.0,,1627891261000.0,,3101770040000.0,,3963569330000.0,,,,,,1164373760000.0,,,,,,599.692884,,60806058000.0,,,376883689991.27,,16540561889000.0,,,,,,,,-433562659000.0,12576992559000.0,,,,,440979519000.0,,,-8016105000.0,,,,,,4905131899000.0,,2842591792000.0,,,376883689991.27,,,,,,376883689991.27,1983863478000.0,696222990000.0,653858181.0,,20508302000.0,-27460895000.0,,,,-1351223000.0,2628375326000.0,,,54541000.0,,2180362629000.0,,272313689000.0,,,-853003767000.0,,,,,,,,266102516000.0,44639473000.0,,608.271578,,,,559324671000.0,,-5566800000.0,,,,-9793905000.0,10141501782000.0,,-10322774288000.0,,-1575904000.0,1188087302000.0,272313689000.0,,2405000.0,,,,,,,,1624354735000.0,1105209776000.0,53891748000.0,,,,4835577000.0,47216177000.0,,,,,-63562986000.0,,,,,,,,,668372895.0,,,,,,,14739430208000.0,,,,-418994415000.0,,2899282993402.62,2899282993402.62,868752408000.0,,,,,,,,,156051040000.0,,1996560264000.0,,4416655920000.0,,,,2899282993402.62,,,,,,,795161000.0,,,,,,,,,,,,
