,trailingInterestExpense,quarterlyOtherCurrentAssets,annualDilutedEPS,annualChangeInCashSupplementalAsReported,annualNetIncomeCommonStockholders,trailingSellingGeneralAndAdministration,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualInterestExpense,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingExpense,annualOtherIntangibleAssets,annualEbitda,annualOtherNonCurrentAssets,annualNetIncomeContinuousOperations,annualAccumulatedDepreciation,annualCashAndCashEquivalents,annualGrossProfit,annualBasicAverageShares,annualOperatingCashFlow,annualNetPPE,trailingOperatingExpense,quarterlyGrossPPE,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,annualTaxProvision,quarterlyNonCurrentDeferredTaxesLiabilities,trailingTaxProvision,annualCurrentLiabilities,quarterlyAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCostOfRevenue,quarterlyInventory,trailingOperatingCashFlow,annualOtherShortTermInvestments,annualFreeCashFlow,annualCommonStockIssuance,annualCurrentDebt,annualBasicEPS,quarterlyStockholdersEquity,annualOtherNonCashItems,annualTotalNonCurrentAssets,trailingNetIncomeCommonStockholders,annualSellingGeneralAndAdministration,annualDepreciationAndAmortization,trailingCommonStockIssuance,annualOtherCurrentAssets,annualLongTermDebt,annualStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingPretaxIncome,annualNetIncome,trailingCashDividendsPaid,annualPretaxIncome,quarterlyLongTermDebt,annualTotalAssets,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,annualPurchaseOfInvestment,quarterlyAccountsReceivable,annualAccountsReceivable,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCurrentAssets,annualNetOtherInvestingChanges,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualChangeInInventory,quarterlyOtherCurrentLiabilities,quarterlyNetPPE,quarterlyCurrentAssets,trailingNetIncome,quarterlyRetainedEarnings,trailingCostOfRevenue,quarterlyDilutedEPS,annualEndCashPosition,trailingEndCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualInventory,trailingGrossProfit,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherFinancingCharges,annualTotalRevenue,annualStockBasedCompensation,quarterlyOtherIntangibleAssets,annualCapitalStock,annualDilutedAverageShares,trailingOperatingIncome,quarterlyAccountsPayable,quarterlyBasicEPS,trailingRepaymentOfDebt,quarterlyCapitalStock,annualRepaymentOfDebt,annualInvestingCashFlow,quarterlyCurrentDebt,annualCapitalExpenditure,annualGrossPPE,annualAccountsPayable,trailingInvestingCashFlow,annualOperatingIncome,trailingChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualOtherIncomeExpense,trailingTotalRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyGoodwill,trailingNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,annualGoodwill,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,quarterlyDilutedAverageShares,trailingSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualChangeInAccountPayable,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
1372550400,,160000000.0,,,,,,,,,825771000.0,,,,,,,,,,,,,,356918000.0,,,,,60904000.0,,,,,,197802000.0,,,,,,,2393327000.0,,,,,,,,,,351223000.0,,,,,289409000.0,,,910000.0,,587503000.0,,3219098000.0,767775000.0,,,,,,160000000.0,65516000.0,,,474548000.0,,0.0,356918000.0,2451323000.0,,2001022000.0,,0.0,,,,1420878000.0,,,,,,,6139000.0,,,,154944000.0,0.0,,105812000.0,,,146687000.0,,,,,,,,1260878000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,160000000.0,0.4288,193323000.0,516090000.0,,0.0,1242788000.0,12178000.0,,987628000.0,1595788000.0,397820000.0,5742000.0,693590000.0,65756000.0,516090000.0,-95304000.0,1435788000.0,979797000.0,1200977000.0,655088000.0,339101000.0,,434405000.0,2917370000.0,,,129815000.0,62817000.0,,779249000.0,-95304000.0,208379000.0,1318837000.0,271047000.0,,160000000.0,633872000.0,782000.0,418316000.0,0.4297,2513483000.0,-63553000.0,583741000.0,,406301000.0,35507000.0,,160000000.0,144652000.0,2513483000.0,208379000.0,,516090000.0,,645905000.0,144652000.0,3501111000.0,2187554000.0,0.0,-60000000.0,494845000.0,494845000.0,3501111000.0,583741000.0,-397700000.0,62817000.0,,987628000.0,159176000.0,160000000.0,65756000.0,-142000000.0,,779249000.0,9240000.0,0.0,339101000.0,2917370000.0,,2187554000.0,,,1435788000.0,,,1595788000.0,271047000.0,,,0.0,2298634000.0,920000.0,5742000.0,105826000.0,1203617000.0,,184167000.0,,,105826000.0,-150180000.0,-168969000.0,418316000.0,-21216000.0,434405000.0,184167000.0,,581977000.0,,0.0,1435788000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,170000000.0,,,,,,,,,1225559000.0,,,,,,,,,,,,,,328180000.0,,,,,60774000.0,,,,,,224666000.0,,,,,,,2545470000.0,,,,,,,,,,61684000.0,,,,,0.0,,,0.0,,574897000.0,,3771029000.0,418542000.0,,,,,,170000000.0,66613000.0,,,1163875000.0,,0.0,328180000.0,3352487000.0,,2232502000.0,,0.0,,,,1626249000.0,,,,,,,5504000.0,,,,193019000.0,0.0,,105843000.0,,,778837000.0,,,,,,,,1456249000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,100000000.0,0.4606,409159000.0,554908000.0,,0.0,1435788000.0,15017000.0,,1425801000.0,1945179000.0,354892000.0,5242000.0,816972000.0,66216000.0,554908000.0,-127120000.0,1845179000.0,1035652000.0,1201875000.0,568405000.0,319130000.0,,446250000.0,3709656000.0,,,211764000.0,66269000.0,,1359532000.0,-127120000.0,66269000.0,1397304000.0,248845000.0,,100000000.0,549325000.0,6950000.0,854590000.0,0.4617,2697869000.0,-82701000.0,414014000.0,,378638000.0,35283000.0,,100000000.0,0.0,2697869000.0,66269000.0,,554908000.0,,766672000.0,0.0,4123670000.0,2370655000.0,0.0,,603745000.0,603745000.0,4123670000.0,414014000.0,-366475000.0,66269000.0,,1425801000.0,13525000.0,100000000.0,66216000.0,-221000000.0,,1359532000.0,22202000.0,76405000.0,319130000.0,3709656000.0,,2370655000.0,,,1845179000.0,,,1945179000.0,248845000.0,,,0.0,2432956000.0,470000.0,5242000.0,106049000.0,1204680000.0,,269371000.0,,,106049000.0,-565172000.0,-76172000.0,854590000.0,-19080000.0,446250000.0,269371000.0,,680760000.0,,76405000.0,1845179000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,30000000.0,,,,,,,,,1437594000.0,,,,,,,,,,,,,,377650000.0,,,,,56529000.0,,,,,,196545000.0,,,,,,,2756560000.0,,,,,,,,,,56529000.0,,,,,,,,0.0,,619316000.0,,4194154000.0,409307000.0,,,,,,30000000.0,3647000.0,,,1381065000.0,,0.0,377650000.0,3784847000.0,,2425273000.0,,0.0,,,,2026851000.0,,,,,,,4922000.0,,,,219816000.0,0.0,,106234000.0,,,904423000.0,,,,,,,,1996851000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,30000000.0,0.5177,314726000.0,625165000.0,,0.0,1845179000.0,28411000.0,,1844435000.0,2191712000.0,348706000.0,4033000.0,921701000.0,4490000.0,625165000.0,-145659000.0,2161712000.0,1142849000.0,1206228000.0,668708000.0,377919000.0,,523578000.0,4344178000.0,,,238419000.0,38718000.0,,1805717000.0,-145659000.0,38718000.0,1546244000.0,291465000.0,,30000000.0,634283000.0,12753000.0,1004017000.0,0.5183,2911198000.0,-68879000.0,411455000.0,,395177000.0,29706000.0,,30000000.0,,2911198000.0,38718000.0,,625165000.0,,863584000.0,,4755633000.0,2579276000.0,0.0,,756740000.0,756740000.0,4755633000.0,411455000.0,-413317000.0,38718000.0,70000000.0,1844435000.0,4497000.0,30000000.0,4490000.0,-220852000.0,,1805717000.0,-42620000.0,108031000.0,377919000.0,4344178000.0,,2579276000.0,,,2161712000.0,,,2191712000.0,291465000.0,,,0.0,2689093000.0,-1260000.0,4033000.0,106458000.0,1207581000.0,,342660000.0,,,106458000.0,-854590000.0,-74313000.0,1004017000.0,-34425000.0,523578000.0,342660000.0,,794143000.0,,108031000.0,2161712000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,486748000.0,,,,,,,,,1075782000.0,,,,,,,,,,,,,,424481000.0,,,,,34870000.0,,,,,,142866000.0,,,,,,,2929638000.0,,,,,,,,,,34870000.0,,,,,,,,0.0,,798867000.0,,4005420000.0,494808000.0,,,,,,,4764000.0,,,1040912000.0,,0.0,424481000.0,3510612000.0,,2601886000.0,,0.0,,,,2021505000.0,,,,,,,5454000.0,,,,248584000.0,0.0,,106458000.0,,,459999000.0,,,,,,,,2021505000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,568943000.0,0.4466,-550878000.0,539864000.0,,0.0,2161712000.0,20648000.0,,1222106000.0,2182601000.0,332553000.0,5345000.0,794460000.0,485000.0,539864000.0,-147362000.0,1613658000.0,995906000.0,1208804000.0,445581000.0,501948000.0,,649310000.0,3680322000.0,,,206912000.0,46868000.0,,1172838000.0,-147362000.0,49268000.0,1415732000.0,294385000.0,,568943000.0,301126000.0,297000.0,493528000.0,0.4466,3011562000.0,-49072000.0,553346000.0,,423673000.0,27036000.0,,568943000.0,,3011562000.0,49268000.0,,539864000.0,,746776000.0,,4233668000.0,2675697000.0,0.0,,665164000.0,665164000.0,4233668000.0,553346000.0,-431089000.0,46868000.0,,1222106000.0,-41032000.0,568943000.0,485000.0,573852000.0,,1172838000.0,-2920000.0,0.0,501948000.0,3680322000.0,,2675697000.0,,,1613658000.0,,,2182601000.0,294385000.0,,,0.0,2411638000.0,-223000.0,5345000.0,106467000.0,1208825000.0,,343712000.0,,,106467000.0,-1604017000.0,-34183000.0,493528000.0,-144455000.0,649310000.0,343712000.0,,663353000.0,,0.0,1613658000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,552205000.0,,,,,,,,,1039644000.0,,,,,,,,,,,,,,464337000.0,,,,,38178000.0,,,,,,223689000.0,,,,,,,3048281000.0,,,,,,,,,,40578000.0,,,,,,,,0.0,,640338000.0,,4087925000.0,598613000.0,,,,,,552205000.0,13609000.0,,,999066000.0,,0.0,464337000.0,3489312000.0,,2713334000.0,,0.0,,,,2042962000.0,,,,,,,5738000.0,,,,238121000.0,0.0,,106467000.0,,,477344000.0,,,,,,,,1490757000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,188000000.0,0.5071,214027000.0,611039000.0,,0.0,1613658000.0,6028000.0,-60224000.0,653830000.0,2011281000.0,344871000.0,5615000.0,755747000.0,97586000.0,611039000.0,-154218000.0,1823281000.0,1013817000.0,1204870000.0,486214000.0,535094000.0,,689312000.0,3049712000.0,,,110450000.0,32714000.0,,618716000.0,-154218000.0,35114000.0,1427240000.0,323333000.0,,188000000.0,261278000.0,0.0,0.0,0.5071,3141731000.0,-59912000.0,745849000.0,,401148000.0,28230000.0,,188000000.0,,3141731000.0,35114000.0,,611039000.0,,721489000.0,,3795561000.0,2774291000.0,0.0,,620097000.0,620097000.0,3795561000.0,745849000.0,-420396000.0,32714000.0,,653830000.0,-17036000.0,188000000.0,97586000.0,480000000.0,,618716000.0,-28948000.0,70335000.0,535094000.0,3049712000.0,,2774291000.0,,,1823281000.0,,,2011281000.0,323333000.0,,,,2441057000.0,0.0,5615000.0,105492000.0,1204870000.0,,336523000.0,,,105492000.0,-839268000.0,708127000.0,0.0,-224936000.0,689312000.0,336523000.0,,668946000.0,,70335000.0,1823281000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,,,,,717308000.0,,,,,,,,,,,,,,606750000.0,,,,,33277000.0,,,-1191000.0,,,325517000.0,,,,,,,3231252000.0,,,,,,,,,,33277000.0,,,,,,,,,,782349000.0,,3948560000.0,859655000.0,,,,,,388000000.0,,,,684031000.0,,31179000.0,605559000.0,3088905000.0,,,,,,,,1872868000.0,,,,,,,6333000.0,,,,334980000.0,,,105507000.0,,,,,,,,,,,1484868000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,,0.6274,16737000.0,751194000.0,,,1823281000.0,5930000.0,0.0,1012552000.0,1842850000.0,416189000.0,6752000.0,982534000.0,,751194000.0,-178028000.0,1842850000.0,1298052000.0,1197247000.0,445648000.0,801890000.0,,979918000.0,3487082000.0,,,194045000.0,19922000.0,,992630000.0,-178028000.0,19922000.0,1869820000.0,676411000.0,,,253533000.0,3086000.0,,0.6274,3399859000.0,-63430000.0,925329000.0,,488498000.0,31365000.0,,,,3399859000.0,19922000.0,,751194000.0,,945239000.0,,4412411000.0,,,,820910000.0,820910000.0,4412411000.0,925329000.0,-494565000.0,19922000.0,188000000.0,1012552000.0,-306660000.0,,,,,992630000.0,-353078000.0,,801890000.0,3487082000.0,,,,,1842850000.0,,,1842850000.0,676411000.0,,,,3167872000.0,,6752000.0,105517000.0,1197295000.0,,607143000.0,,,105517000.0,-578285000.0,68498000.0,,-192115000.0,979918000.0,607143000.0,,881863000.0,,,1842850000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,3621000.0,,,,,511615000.0,,,,,1038713000.0,,,,,,,,,,,,,429087000.0,814047000.0,,799055000.0,1484868000.0,,30935000.0,218562000.0,,,,,609870000.0,420612000.0,,,,,,3462234000.0,,,799055000.0,,,677000.0,,,,31022000.0,1017617000.0,,-570049000.0,,,,,,,874610000.0,,4500947000.0,981642000.0,,,,,,,,,279832000.0,1007691000.0,,,814047000.0,3519305000.0,799055000.0,,2020430000.0,,,1878862000.0,,1880867000.0,,1394338000.0,,,,,7740000.0,,,965251000.0,405760000.0,,-328285000.0,105517000.0,,,237411000.0,,,,309491000.0,,393994000.0,,1880867000.0,-140780000.0,,3414768000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
