date,quarterlyTotalNonCurrentAssets,quarterlyGoodwill,trailingNetIncome,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyDilutedAverageShares,annualBasicAverageShares,annualRetainedEarnings,annualAccountsReceivable,annualPurchaseOfInvestment,annualPretaxIncome,quarterlyLongTermDebt,annualNetIncome,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualCashDividendsPaid,annualFreeCashFlow,annualInvestingCashFlow,trailingSaleOfInvestment,trailingCommonStockIssuance,annualAccountsPayable,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualStockholdersEquity,trailingPurchaseOfInvestment,annualOtherNonCashItems,annualOtherCurrentAssets,annualOperatingIncome,annualEndCashPosition,annualBasicEPS,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyOtherIncomeExpense,trailingEndCashPosition,annualTaxProvision,annualDepreciationAndAmortization,annualDilutedAverageShares,quarterlyCurrentDebt,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyInterestExpense,annualCurrentAccruedExpenses,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOperatingIncome,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyOperatingExpense,trailingRepurchaseOfCapitalStock,annualOtherIntangibleAssets,annualCommonStockIssuance,annualOtherNonCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualDilutedEPS,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,annualEbitda,annualRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,annualBeginningCashPosition,annualInterestExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualTotalNonCurrentAssets,annualOtherIncomeExpense,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyCapitalStock,trailingInterestExpense,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingRepaymentOfDebt,annualChangeInInventory,annualStockBasedCompensation,quarterlyNetPPE,quarterlyEbitda,trailingStockBasedCompensation,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualInventory,trailingChangeInInventory,trailingTaxProvision,trailingDepreciationAndAmortization,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCapitalStock,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,annualCurrentDeferredRevenue,annualCurrentDebt,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyDilutedEPS,annualOperatingExpense,trailingOperatingExpense,trailingSellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualTotalLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualGrossProfit,trailingCostOfRevenue,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,trailingPurchaseOfBusiness,quarterlyRetainedEarnings,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,trailingOtherIncomeExpense,quarterlyStockBasedCompensation,annualChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlySaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,trailingDeferredIncomeTax,quarterlyOtherNonCashItems,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares
1988-03-31,211772860.0,,,,306064122.0,,,,,,,715909687.0,42918226.0,,,55525645.957764,152186580.0,44498724.011536,,306064122.0,,0.0,0.0,,,,,10601987.058331,,,,2979314.0,152186580.0,47669024.0,,,19969456.0,0.0,0.0,0.062157,,155810070.0,11112036.0,,,16889468.899433,,715909687.0,,102585028.0,18600582.0,,,644176.0,,,,258395098.0,,,,,,,,,1207830.0,,8213244.0,202351786.0,,,18600582.0,,0.062157,,0.0,8213244.0,155810070.0,94291262.0,97522337.408131,,,243256962.0,,44498724.011536,,47669024.0,,2979314.0,,0.0,20654503.525909,,1207830.0,211772860.0,-80522.0,,18600582.0,,,18600582.0,,,,,19969456.0,,,,202351786.0,-73898774.516327,,,,56686350.0534,,-40905176.0,11112036.0,,,,,,,38636177.058331,111684014.0,206765274.0534,,,,94291262.0,,206765274.0534,,,,102585028.0,243256962.0,258395098.0,2744744.701833,,-40905176.0,98156318.0,,,,,-150078924.0,,,644176.0,,,42918226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,822666140.0,,,,,,,,,,,,,,,,,22961156.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032134,,,,822666140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88777294.0,,,,88777294.0,,,,,,,,,,,,,,,,,0.032134,,,,,,,,,,,,,,,,88777294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,822666140.0,,,,,,,,,,,,,,,,,23727506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.033206,,,,822666140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91740319.0,,,,91740319.0,,,,,,,,,,,,,,,,,0.033206,,,,,,,,,,,,,,,,91740319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,,,,,,,,,,,715909687.0,,,,,,,,,,,,,,,,,22433750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031396,,,,715909687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86738125.0,,,,86738125.0,,,,,,,,,,,,,,,,,0.031396,,,,,,,,,,,,,,,,86738125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,320339716.920894,,,,447452513.049207,,,57361220.493589,,,,715909688.0,70258056.149597,57361220.493589,,129735751.279582,2089734.0,95273589.216034,,447452513.049207,,0.0,0.0,,,52080010.033953,,27972339.216034,,,,2544024.0,2089734.0,277090885.319009,,,39704946.0,0.0,0.0,0.13308,,2705833.780976,6381654.487407,,,34462162.063548,,715909688.0,,167655793.949222,22822318.958091,,,194918.258754,,,,170361627.730198,,,,,,,,,908580.0,,-22822318.958091,308310037.297927,,,22822318.958091,,0.13308,,0.0,-22822318.958091,2705833.780976,127112796.128313,177151536.208382,,,379241292.0,,95273589.216034,,277090885.319009,,2544024.0,,0.0,16061571.479248,,908580.0,320339716.920894,-454290.0,,22822318.958091,,,22822318.958091,,76739471.95054,,52080010.033953,39704946.0,,,,308310037.297927,-114417052.24117,,,,108340752.147418,,-71232672.0,6381654.487407,,,,,,76739471.95054,95273589.216034,198161298.0,368555127.147418,,,,127112796.128313,,368555127.147418,,,,167655793.949222,379241292.0,170361627.730198,6189805.807531,,-71232672.0,169995318.0,,,,,-260214375.0,,,194918.258754,,,70258056.149597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,,,,,715909687.0,,,,,,,,,,,,,,,,,46046704.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,715909687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157672218.0,,,,157672218.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,157672218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,,,,,,,,,822666140.0,,,,,,,,,,,,,,,,,44242080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,822666140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151492860.0,,,,151492860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151492860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,,,,,,,,,,,715909687.0,,,,,,,,,,,,,,,,,41112536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,715909687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140776737.0,,,,140776737.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,140776737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-31,470188111.153088,,,,617981080.174113,,,69736599.88502,,,,715909688.0,183296277.529566,69736599.88502,,224298909.954008,,161334373.554534,,617981080.174113,,0.0,0.0,,,71589218.659658,,37938233.146518,,,,1574549.0,,366738205.469777,,,45164695.0,0.0,0.0,0.225356,,1719219.333114,8714522.700394,,,63023068.80749,,715909688.0,4658090.703022,249461039.306833,8180924.934297,,,230045.97569,,,,251180258.639947,,,,,,,,,911581.0,,-8180924.934297,452433734.461235,,,8180924.934297,,0.225356,,0.0,-8180924.934297,1719219.333114,147792969.021025,270318994.842313,,,517280782.0,245546773.0,161334373.554534,,366738205.469777,,1574549.0,,0.0,656107.457293,,911581.0,470188111.153088,745839.0,,8180924.934297,,80550612.0,8180924.934297,,68060939.553219,,71589218.659658,45164695.0,,,,452433734.461235,-197375193.588699,,,,130022427.600526,,-63479186.0,8714522.700394,,,,,,68060939.553219,161275841.146518,203614047.0,552352638.600526,,4658090.703022,,147792969.021025,,552352638.600526,,,,249461039.306833,517280782.0,251180258.639947,14721581.225361,,-63479186.0,350378588.0,,,,,-422330211.0,245546773.0,,230045.97569,,,183296277.529566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,,,,,,,,,,715909687.0,,,,,,,,,,,,,,,,,59555648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074175,,,,715909687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189833628.0,,,,189833628.0,,,,,,,,,,,,,,,,,0.074175,,,,,,,,,,,,,,,,189833628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,,,,,,,,,,822666140.0,,,,,,,,,,,,,,,,,55917664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069549,,,,822666140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178071584.0,,,,178071584.0,,,,,,,,,,,,,,,,,0.069549,,,,,,,,,,,,,,,,178071584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-12-31,,,,,,,,,,,715909687.0,,,,,,,,,,,,,,,,,53782575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.066894,,,,715909687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171272325.0,,,,171272325.0,,,,,,,,,,,,,,,,,0.066894,,,,,,,,,,,,,,,,171272325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-03-31,630000990.45566,,,,888381771.73554,,,105729952.399993,,,,715909688.0,408925205.890023,105729952.399993,-7264209.245319,352978531.388536,887286.730064,292966208.097912,,888381771.73554,,-23268553.467429,-150858942.507954,,,42363252.446932,,81850470.493385,,,,82988.0,887286.730064,603353533.700735,,,76929876.0,0.0,45368485.387945,0.409222,,2491616.557431,3560688.861459,,,109853310.895151,73119640.27051,715909688.0,10383418.855722,282536621.477373,55751904.243668,,,161587.176857,,,,285028238.034805,,,,,,,,,497928.0,,-55751904.243668,600691673.510544,,,55751904.243668,,0.409222,,191606323.186315,-55751904.243668,2491616.557431,258380781.27988,427610165.956781,,,780668116.0,,292966208.097912,,603353533.700735,41634667.408425,82988.0,,3733817.979521,1511994.297735,,497928.0,630000990.45566,580916.0,,55751904.243668,-214874876.653744,,55751904.243668,,72137132.525512,,42363252.446932,76929876.0,,-698287.442847,,600691673.510544,-159253474.313729,,,,260775079.014621,,-176515476.0,3560688.861459,,,,,,72137132.525512,243125220.493385,349545456.0,774519079.014621,,10383418.855722,,258380781.27988,,774519079.014621,,,,282536621.477373,780668116.0,285028238.034805,33256660.836912,,-176515476.0,429462900.0,,,-105776120.164809,,-513744000.0,,,161587.176857,,,408925205.890023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-06-30,,,,,,,,,,,871637090.0,,,,,,,,,,,,,,,,,70637992.0,70637992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.081041,70637992.0,,,871637090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224556320.0,,,,224556320.0,,,,,,,,,,,,,,,,,0.081041,,,,,,,,,,,,,,,,224556320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991-09-30,,,,,,,,,,,872728000.0,,,,,,,,,,,,,,,,,64932000.0,64932000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074401,64932000.0,,,872728000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206159100.0,,,,206159100.0,,,,,,,,,,,,,,,,,0.074401,,,,,,,,,,,,,,,,206159100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
