date,quarterlyTotalNonCurrentAssets,quarterlyGoodwill,trailingNetIncome,annualGoodwill,annualTotalAssets,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualNetOtherInvestingChanges,trailingPretaxIncome,quarterlyDilutedAverageShares,annualBasicAverageShares,annualRetainedEarnings,annualAccountsReceivable,annualPurchaseOfInvestment,annualPretaxIncome,quarterlyLongTermDebt,annualNetIncome,trailingChangeInWorkingCapital,quarterlyTotalAssets,annualCashDividendsPaid,annualFreeCashFlow,annualInvestingCashFlow,trailingSaleOfInvestment,trailingCommonStockIssuance,annualAccountsPayable,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualStockholdersEquity,trailingPurchaseOfInvestment,annualOtherNonCashItems,annualOtherCurrentAssets,annualOperatingIncome,annualEndCashPosition,annualBasicEPS,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInventory,quarterlyOtherIncomeExpense,trailingEndCashPosition,annualTaxProvision,annualDepreciationAndAmortization,annualDilutedAverageShares,quarterlyCurrentDebt,annualCurrentLiabilities,annualCashAndCashEquivalents,quarterlyInterestExpense,annualCurrentAccruedExpenses,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,trailingOperatingIncome,quarterlyBasicEPS,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlyGrossProfit,quarterlyBasicAverageShares,quarterlyOperatingExpense,trailingRepurchaseOfCapitalStock,annualOtherIntangibleAssets,annualCommonStockIssuance,annualOtherNonCurrentAssets,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualDilutedEPS,annualChangeInAccountPayable,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentAssets,annualEbitda,annualRepurchaseOfCapitalStock,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualRepaymentOfDebt,annualBeginningCashPosition,annualInterestExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherIntangibleAssets,annualTotalNonCurrentAssets,annualOtherIncomeExpense,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,quarterlyCapitalStock,trailingInterestExpense,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,trailingRepaymentOfDebt,annualChangeInInventory,annualStockBasedCompensation,quarterlyNetPPE,quarterlyEbitda,trailingStockBasedCompensation,annualNetOtherFinancingCharges,annualCashFlowFromContinuingFinancingActivities,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,annualInventory,trailingChangeInInventory,trailingTaxProvision,trailingDepreciationAndAmortization,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualCapitalStock,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,annualCurrentDeferredRevenue,annualCurrentDebt,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyDilutedEPS,annualOperatingExpense,trailingOperatingExpense,trailingSellingGeneralAndAdministration,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualTotalLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualDeferredIncomeTax,annualAccumulatedDepreciation,annualGrossProfit,trailingCostOfRevenue,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,annualNonCurrentDeferredTaxesLiabilities,quarterlyTaxProvision,trailingPurchaseOfBusiness,quarterlyRetainedEarnings,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,trailingOtherIncomeExpense,quarterlyStockBasedCompensation,annualChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,quarterlyInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlySaleOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,trailingChangesInAccountReceivables,quarterlyCommonStockIssuance,quarterlyNetOtherFinancingCharges,quarterlyCashDividendsPaid,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,annualIncomeTaxPayable,quarterlyChangeInCashSupplementalAsReported,quarterlyPurchaseOfInvestment,quarterlyRepaymentOfDebt,quarterlyNetOtherInvestingChanges,trailingChangeInAccountPayable,quarterlyPurchaseOfBusiness,quarterlyCapitalExpenditure,trailingDeferredIncomeTax,quarterlyOtherNonCashItems,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,quarterlyChangeInWorkingCapital,trailingDilutedAverageShares
1998-12-31,,,,,,,,,,,858750716.0,,,,,,,,,,,,,,,,,214785054.0,214785054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.250113,214785054.0,,,858750716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1271486592.0,,,,1271486592.0,,,,,,,,,,,,,,,,,0.250113,,,,,,,,,,,,,,,,1271486592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-03-31,4267423329.306596,,,,5451696519.288073,,,575902401.546267,21545841.990819,,,737148342.0,843130691.793509,575902401.546267,-6284203.913989,1399282738.181525,1701074149.955706,952655388.580172,,5451696519.288073,-177427540.0,-163389301.763711,-1503420974.470484,,,322589134.251429,,335774845.439478,266349354.580172,,,78588324.0,1701074149.955706,1218836311.508416,,-107106782.0,92894.0,1179036353.386486,-555254302.971732,1.291609,,1779626698.880567,66881884.513167,,,377201858.742047,444233367.157929,740250617.0,564381361.037288,2289096087.621809,9127058.065555,,,14962390.271402,,,,4068722786.502376,,,266349354.580172,,,,,,492711511.637271,15860133.687686,-9127058.065555,3217512403.96231,,80198411.854715,9127058.065555,,1.28534,,965373420.310864,-9127058.065555,1779626698.880567,1184273189.981477,1979075361.198357,-26483430.780382,,4783925041.475397,1402885188.0,952655388.580172,,1218836311.508416,-10922544.898124,78588324.0,-195109569.139084,-516651336.071515,135559255.858903,,492711511.637271,4267423329.306596,273387042.0,,9127058.065555,-1128762722.074575,1054068218.0,9127058.065555,,231917049.206733,,322589134.251429,92894.0,,-21695465.893533,,3217512403.96231,-1948188839.959572,,-26474790.0,350024592.0,1544332297.191109,,-1566412637.513087,66881884.513167,,,,,-508272397.51953,231917049.206733,1022080879.439478,2264012568.0,5027363131.191109,,564381361.037288,,1184273189.981477,,3848326777.804623,,,,2289096087.621809,4783925041.475397,4068722786.502376,55061596.19876,,-1566412637.513087,2766197532.0,,,-147229920.270597,,-2303994480.613514,1402885188.0,,14962390.271402,,,843130691.793509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-06-30,,,,,,,,,,,739631832.0,,,,,,,,,,,,,,,,,-54863120.0,-54863120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035416,-54863120.0,,,739631832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2434937310.0,,,,2434937310.0,,,,,,,,,,,,,,,,,-0.035416,,,,,,,,,,,,,,,,2434937310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-09-30,74656294272.0,,,,,1708382448.0,,,,,1076364533.0,,,,,,,,,78116362632.0,,,,,,,,-55368576.0,-55368576.0,,,3135245616.0,,,,,,,,,,3135245616.0,192480624.0,-16086816.0,,,,,,,,104751360.0,,,,,,14992070760.0,,-0.05144,-55368576.0,,750749256.0,1076364533.0,416573712.0,,,,,,,,,,,,,32971145256.0,,,,,,,,,,60914692872.0,,,,,,1769269176.0,33574774968.0,,,,64627848.0,,,177048504.0,,2927239344.0,,,93528.0,,,,8110374048.0,750749256.0,,,,2459131704.0,,-1578004416.0,,,,,,,,,,,,,157127040.0,3460068360.0,-0.05144,,,,,11856825144.0,9688378464.0,,,,,,,,,112420656.0,334175544.0,,,,212495616.0,,-845399592.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999-12-31,,,,,,,,,,,1292728350.0,,,,,,,,,,,,,,,,,445217920.0,445217920.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309731,445217920.0,,,1292728350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3620376970.0,,,,3620376970.0,,,,,,,,,,,,,,,,,0.309731,,,,,,,,,,,,,,,,3620376970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-03-31,251470407551.9796,,,,255666276427.94553,,,1571992193.101251,490101489.683741,,,1293410169.0,-958531825.061738,1571992193.101251,-28339201.784434,2248799012.188322,10065417669.083088,811834780.53055,,255666276427.94553,-523150000.0,-398415836.851749,-9243580817.334501,,,1176910379.988847,,778945181.462599,483884080.53055,,,708345100.0,10065417669.083088,234770282641.5996,,153806100.0,0.0,1246924878.515096,-1008542181.151916,0.628701,,10947266948.139887,316732255.237792,,,1141903130.725723,1263594997.211822,1305819270.0,1323607424.520035,7403199713.215964,315065243.368119,,,175036246.315622,,,,18350466661.35585,,,483884080.53055,,,,,,37017665577.94949,665137735.999363,-315065243.368119,10513843862.025015,163439384100.0,1652008762.845535,315065243.368119,50222400.0,0.628701,,2990619294.192623,-315065243.368119,10947266948.139887,4195868875.965905,4159194614.833108,,,13364434159.16514,4902961800.0,811834780.53055,,234770282641.5996,193373376.88202,708345100.0,-2293808332.669481,-1728691308.850474,646800605.432964,163439384100.0,37017665577.94949,251470407551.9796,1145698500.0,,315065243.368119,-3389035131.044372,2972538300.0,315065243.368119,,6329644069.146817,,1176910379.988847,0.0,,-108355771.528718,,10513843862.025015,-9571495932.378714,,-55453900.0,5867650400.0,657288899.932287,,-2850590297.140126,316732255.237792,,,,,-7974984784.513662,6329644069.146817,1106895881.462599,6003669400.0,13124384449.932287,,1323607424.520035,,4195868875.965905,,11877459571.41719,,,,7403199713.215964,13364434159.16514,18350466661.35585,76682546.004939,,-2850590297.140126,7122164100.0,,,1285266151.517566,50222400.0,-11220170671.484903,4902961800.0,,175036246.315622,,,-958531825.061738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,,,,,,,3212729950.0,,,,,,,,,,,,,,,,,-3710028540.0,-3710028540.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.15479,-3710028540.0,,,3212729950.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5586039010.0,,,,5586039010.0,,,,,,,,,,,,,,,,,-1.15479,,,,,,,,,,,,,,,,5586039010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-30,228498742857.14285,0.0,,,,4100448220.0,,,,,,,,,,,,,,269537034090.9091,,,,,,,,-4088066589.87013,-4382523732.727273,,,21903596103.896103,,,,,,,,,,23884489610.38961,632413636.363636,-147375800.0,,,,,,,,498810400.0,,,,,,38048547402.597404,,,-4382523732.727273,,1765108620.0,,4380462240.0,,,,,,,,,,,,,54309115960.0,,,,,,,,,,231488486688.31168,,,,,,163786662160.0,161456205194.8052,,,,1895567857.142857,,,31066901623.37662,,6364289610.38961,,,9338975974.025974,,,,12994594480.519482,-11483547126.883118,,,,6157112613.376623,,-3089223500.0,,,,,,,,,,,,,-3411182940.0,41038291233.766235,,,,,,14164057792.207792,12994594480.519482,,,,,,,,,29171333766.233765,-10961554919.090908,14164057792.207792,,,485206480.0,,-8980942857.142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-12-31,,,,,,,,,,,3477960557.0,,,,,,,,,,,,,,,,,-3717007340.0,-3717007340.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.068732,-3717007340.0,,,3477960557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5826257280.0,,,,5826257280.0,,,,,,,,,,,,,,,,,-1.069708,,,,,,,,,,,,,,,,5826257280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-03-31,249459580823.89786,,,,278872283787.03925,,3651818450.0,2995947964.345941,-12198943628.041435,,,2932318353.0,-10118603950.855215,2995947964.345941,-5263938809.925319,-13080580582.99205,17425675740.785355,-15990791375.572151,,278872283787.03925,-1251138800.0,-23174919296.555046,6634115875.692604,,,3071979041.194893,,-4352430448.238979,-4955826015.572151,,,1293376150.0,17425675740.785355,234575284268.8509,,-1921228650.0,404108700.0,5477472898.096844,6551614068.89906,-5.456978,,20358534088.171524,511187665.622742,,,2306815225.246928,2615792580.10118,2932318353.0,5841451457.480125,20022056131.052757,110002409.058058,,3651818450.0,1640330040.953987,,,,40380590219.22428,,,-4955826015.572151,,,,,,176089591664.65912,176327390.990123,-110002409.058058,17124786798.361841,160049876200.0,829871115.393881,21481205733.558178,21371203324.50012,-5.456978,,4100825102.384967,-110002409.058058,20358534088.171524,29412702963.14141,-8594747048.90388,,,21544295350.51795,7458887700.0,-15990791375.572151,,234575284268.8509,-88972536.738135,1293376150.0,-15626812816.18887,6640586605.637196,1870040953.986991,160049876200.0,176089591664.65912,249459580823.89786,-775112450.0,,110002409.058058,-27275744398.940014,5106153150.0,21481205733.558178,,6558084798.843652,,3071979041.194893,404108700.0,,24265237.292219,,17124786798.361841,-28054726429.00506,,-12200886400.0,-24278485400.0,7427521222.163334,,-4419508552.156107,511187665.622742,,,,,4485833534.088172,6558084798.843652,-15387395808.23898,14079877700.0,24271708022.163334,,5841451457.480125,,29412702963.14141,,18794235124.06649,,,,20022056131.052757,21544295350.51795,40380590219.22428,116473139.00265,,-4419508552.156107,10197466150.0,,,15071947723.440134,21371203324.50012,-11366713901.903156,7458887700.0,,1640330040.953987,,,-10118603950.855215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-30,,,,,,,,,,,3697808724.0,,,,,,,,,,,,,,,,,-8096184600.0,-8096184600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.189455,-8096184600.0,,,3697808724.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7406697000.0,,,,7406697000.0,,,,,,,,,,,,,,,,,-2.189455,,,,,,,,,,,,,,,,7406697000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-09-30,247836870195.28143,0.0,,,,12928710600.0,,7877095200.0,,,,,,,,,,,,267564172925.687,,,,,,,,-7423122636.900239,-7746441537.668994,,,17475386586.551205,,,,,,,,,,20049005036.670498,399298842.449412,-790344000.0,,,,,,,,308453700.0,,,,,,39936350622.95661,,,-7746441537.668994,,-5729994000.0,,,,,,,,,,,,,,,63490968000.0,,,,,,,,,,227627822302.7304,,,,,,161504601000.0,166302309799.4168,,,,155193072.369002,,,11450338870.725456,,6904475125.916762,,,7877665017.230715,,,,18282067243.96925,-20866462839.00327,,,,6990693651.232659,,-4250294400.0,,,,,,,,,,,,,-6990153600.0,19727302730.405586,,,,,,19887345586.286118,18282067243.96925,,,,,,,,,11295145798.356455,-11777968538.393566,19887345586.286118,,,878160000.0,,-28646054608.11169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-12-31,,,,,,,,,,,3245854702.0,,,,,,,,,,,,,,,,,5016010330.0,5016010330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.621368,5016010330.0,,,3234766332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10923281290.0,,,,10923281290.0,,,,,,,,,,,,,,,,,-2.621368,,,,,,,,,,,,,,,,10923281290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-03-31,250947781700.0,,,,266373230200.0,,,5534575200.0,-1957293800.0,,,3452754499.0,-41871860800.0,5534575200.0,-72279900.0,-22918464800.0,20140851500.0,-26417729800.0,,266373230200.0,-2411624600.0,6470772000.0,-19848290000.0,,,5453116900.0,,-5288221800.0,-5288221800.0,,,5605707800.0,20140851500.0,213519413800.0,,7410410700.0,49333900.0,-16968567000.0,149149000.0,-8.136673,,26183680600.0,838676300.0,,,3499265000.0,22691299400.0,3452754499.0,2156924000.0,22001772100.0,130792200.0,,,3532746733.983684,,,5198416300.0,48185452700.0,,,-6964427100.0,,,,,,173244594600.0,5875323300.0,47384637300.0,30318549800.0,163298650900.0,522021500.0,3059849100.0,2929056900.0,-8.136673,,13249020400.0,47384637300.0,26183680600.0,15425448500.0,5722732400.0,,,38020374700.0,9193314900.0,-28093935100.0,,213519413800.0,18356800.0,5605707800.0,-7744553169.034172,130792200.0,1588836071.65269,163298650900.0,173244594600.0,250947781700.0,-3790679200.0,,130792200.0,-6778248400.0,14413529900.0,3059849100.0,,6987057000.0,,5453116900.0,49333900.0,,204219400.0,,30318549800.0,-42633051850.0,,10134100900.0,6617626400.0,11692750450.0,,-7701824900.0,838676300.0,,,,,-20882313024.13144,6987057000.0,-26417729800.0,21988004500.0,37357235300.0,5198416300.0,2156924000.0,,15425448500.0,,32337797800.0,,,,22001772100.0,38020374700.0,48185452700.0,179991727.993611,,-7701824900.0,15369230800.0,,,115877300.0,2929056900.0,-42633051850.0,9193314900.0,,3532746733.983684,,,-41871860800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-06-30,,,,,,,,,,,3722323947.0,,,,,,,,,,,,,,,,,-3341912000.0,-3341912000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.897803,-3341912000.0,,,3722323947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11479266400.0,,,,11479266400.0,,,,,,,,,,,,,,,,,-0.905184,,,,,,,,,,,,,,,,11479266400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-09-30,235278312165.5761,0.0,,,,13540276860.0,,10237992600.0,,,,,,,,,,,,250505792245.28864,,,,,,,,-2890184094.399724,-3548034115.583172,,,19352549294.669617,,,,,,,,,,24199028919.330288,505305088.735113,185316780.0,,,,,,,,309873960.0,,,,,,45545785403.8193,,,-3548034115.583172,,-1716458700.0,,,,,,,,,,,,,,,41752984460.0,,,,,,,,,,204960006841.46936,,,,,,158423568380.0,163969912284.8311,,,,185914136.421409,,,4473062342.10485,,6793016523.089959,,21324594280.0,10249112648.87257,,,,29512677399.61399,-14785995612.760283,,,,12193800304.326132,,-6797986580.0,,,,,,,,,,,,,-2169117720.0,15227480079.712534,,,,,,21346756484.48901,29512677399.61399,,,,,,,,,4287148205.683441,-14841610952.715405,21346756484.48901,,,1271900960.0,,-48030996594.95677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,,,,,,,,,,,3736028357.0,,,,,,,,,,,,,,,,,-4155902170.0,-4155902170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.119374,-4155902170.0,,,3712703691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11746308220.0,,,,11746308220.0,,,,,,,,,,,,,,,,,-1.119374,,,,,,,,,,,,,,,,11746308220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,223752082750.0,0.0,,0.0,236612390949.82504,,4927706000.0,8979517750.0,8919336515.777641,,,3252854983.0,-39774009642.33126,8979517750.0,-811507465.286024,-9075841526.939945,18795574000.0,-14308615557.561075,,236178432000.0,-1524474738.358745,7322000000.0,-5780541569.689197,,,3611576500.0,,-3569610240.0,-3569610240.0,,,6187090000.0,19092162241.327442,186459780474.67502,,762237369.179373,10810438733.988823,-6812315346.981428,-20054378235.88087,-4.375236,,25244425500.0,528099250.0,,,4283600120.331228,22974355990.436832,3252854983.0,2068465000.0,20712278930.95204,688332225.019395,,4927706000.0,4393733276.334331,,,,45919007750.0,,,-3569610240.0,,,,,,156628186402.5713,40575373.264301,39097649500.0,28365084152.693996,144312959000.0,833244272.3919,1110026282.873383,421694057.853988,-4.375236,,15115353750.0,39097649500.0,25291499627.92318,12449393989.771847,14560762519.989235,-20287686.632151,,28365084152.693996,19750062936.398613,-14308615557.561075,,186117918000.0,569504346.173942,843388115.707975,-239104878.164632,-17438715780.80717,662248056.492345,144312959000.0,156341174500.0,224162996960.0532,-233388750.0,,687352750.0,-7807861112.430532,7815319750.0,1108367750.0,,6183429000.0,,3611576500.0,0.0,,-24711750.0,,28313258750.0,-41659828630.0,,1524474738.358745,283727500.0,9935559620.0,,-13631733500.0,528928972.909641,,,,,-7252847970.993841,6194990025.174559,-13359441647.271173,25886015750.0,44017034389.398186,,962215994.553429,,12426349250.0,,50829349736.379616,,,,20674582250.0,41944992250.0,46003778558.87522,237655757.690907,,-13631733500.0,18050560500.0,,,-75354264.633702,421015000.0,-41659828630.0,10066834750.0,,4393733276.334331,,,-39700799250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,,,,,,,,,,3718051123.0,,,,,,,,,,,,,,,,,-3059267200.0,-3059267200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.822815,-3059267200.0,,,3718051123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15834315090.0,,,,15834315090.0,,,,,,,,,,,,,,,,,-0.822815,,,,,,,,,,,,,,,,15834315090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,212026122744.04227,0.0,,,,13365303000.0,,10250449650.0,,,,,,,,,,,,229515576328.6469,,,,,,,,-2335262663.396151,-3005302049.177386,,,20889547063.515804,,,,,,,,,,26254138996.908962,622994067.205105,147550200.0,,,,,,,,253923600.0,,,,,,47319036793.29943,,,-3005302049.177386,,-1312510500.0,,857850.0,,,,,,,,,,,,,36073450350.0,,,,,,,,,,182196539535.3475,,,,,,142243539900.0,148000295393.35925,,,,4601887526.174095,,,6621984993.518795,,6097358410.609233,,21077374500.0,10244474523.880747,,,,27973431548.509323,-18316312048.819424,,,,8257164868.121448,,-12776817900.0,,,,,,,,,,,,,-1755161100.0,17489453584.60465,,,,,,21064897796.39047,27973431548.509323,,,,,,,,,2020097467.3447,-18408977070.257256,21064897796.39047,,,1278196500.0,,-44835614218.76558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,,,,,,,,,,,3709187293.0,,,,,,,,,,,,,,,,,-3788317130.0,-3788317130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.021333,-3788317130.0,,,3709187293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13399256250.0,,,,13399256250.0,,,,,,,,,,,,,,,,,-1.021333,,,,,,,,,,,,,,,,13399256250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,200419145500.0,0.0,,0.0,220415150039.68326,,5999790720.0,3934116020.0,-5056114915.373115,,,3219827683.0,-64439622805.8842,3934116020.0,-64418649.292161,-7560951697.152033,18100018000.0,-13505444729.507744,,220088913940.0,-1884620018.826483,12541770320.0,-13085974455.047157,,,4251475080.0,,-4080445550.0,-4080445550.0,,,7401527540.0,19437952896.878864,167674253566.88016,,-322093246.460806,10338444157.330332,-7021632772.845567,3264377600.17719,-4.155891,,25687415680.0,685041040.0,,,4725033020.173868,26152473504.49436,3219827683.0,3072944760.0,22510572657.302647,2110834345.410583,,5999790720.0,5405174108.049244,,,,48164716060.0,,,-4080445550.0,,,,,,140255878698.38867,103369460.492073,33321077980.0,27090289189.538383,147351191380.0,184267299.138042,8674046032.595655,6563211687.185072,-4.155891,,19285041600.0,33321077980.0,25725512689.418407,19698623710.293655,19339077760.756012,-1345732280.0,,27090289189.538383,22510572657.302647,-13505444729.507744,,167425978160.0,3264377600.17719,7401527540.0,-3442652466.822939,508910820.0,747555953.413684,147351191380.0,140047874700.0,200716526329.38962,662314560.0,,2107881020.0,-6784931689.399952,8460743840.0,8661223860.0,,6402374080.0,,4251475080.0,582771880.0,,-152592080.0,,27050192820.0,-42856542230.0,,1884620018.826483,-9340583280.0,14488860090.0,,-18669803320.0,686133520.36767,,,,,-3092095166.023736,6411902766.754647,-12285984717.325901,29111809220.0,50275010502.224106,,3072944760.0,,19669768440.0,,57296643275.06968,,,,22477300380.0,45719996140.0,48236085346.721054,256176489.045571,,-18669803320.0,21088550120.0,,,-356549733.291497,6553342840.0,-42856542230.0,9153089820.0,,5405174108.049244,,,-64344346500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,,,,,,,,,3653982284.0,,,,,,,,,,,,,,,,,-2380815360.0,-2380815360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.651567,-2380815360.0,,,3653982284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12514857600.0,,,,12514857600.0,,,,,,,,,,,,,,,,,-0.651567,,,,,,,,,,,,,,,,12514857600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,202127555603.87,0.0,,,,7585829940.0,,10139101440.0,,,3650184860.0,,,,,,19697266768.12697,,,217874878573.75803,,,,,,,,2634493680.0,2634493680.0,1931640360.0,,305971301.228394,,,,,,,,,,28934686052.83183,617770627.242092,475270380.0,,,,,3890206544.189586,,,212303520.0,,7774585063.593869,,,,50176379389.064026,,0.721389,2634493680.0,,4614384840.0,3650184860.0,1145956500.0,,,,,,,,,,,,,31662979140.0,,,,,,,,,,167428953038.37375,,,,,,140978383260.0,142725412979.6717,,,,6853757147.516034,,,6853757147.516034,,6240357538.86292,,,8275795195.129905,,,,27234359821.719753,3468428340.0,,,,12200214780.0,,-18497748360.0,,,,,,,,,,,,,3308396520.0,15747322969.888031,0.721389,,,,,21241693336.2322,27234359821.719753,,,,,,,,,2911935780.0,3468428340.0,10762904772.257854,,,624847860.0,,-59799905315.7952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
