,trailingSellingGeneralAndAdministration,annualDilutedEPS,trailingOperatingExpense,annualOperatingExpense,annualCapitalExpenditure,annualSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyNetOtherInvestingChanges,trailingInterestExpense,quarterlyTotalRevenue,quarterlyGrossPPE,quarterlyOperatingIncome,annualNetOtherFinancingCharges,quarterlyEndCashPosition,annualNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualInterestExpense,annualBasicAverageShares,quarterlyInvestingCashFlow,quarterlyCashDividendsPaid,quarterlyOperatingExpense,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOtherNonCashItems,quarterlyRetainedEarnings,trailingOperatingCashFlow,quarterlyDilutedEPS,quarterlySellingGeneralAndAdministration,quarterlyRepaymentOfDebt,quarterlyStockholdersEquity,quarterlyDilutedAverageShares,trailingFreeCashFlow,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,trailingTaxProvision,annualBasicEPS,annualNetIncome,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCashDividendsPaid,quarterlyNetIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingInvestingCashFlow,quarterlyBasicAverageShares,annualPurchaseOfInvestment,quarterlyInvestmentsAndAdvances,annualStockholdersEquity,trailingPurchaseOfInvestment,quarterlyCapitalExpenditure,trailingPretaxIncome,quarterlyOperatingCashFlow,annualTotalAssets,trailingSaleOfInvestment,trailingCashDividendsPaid,annualDepreciationAndAmortization,quarterlyGoodwill,trailingNetIncome,quarterlyNetPPE,annualRetainedEarnings,quarterlyCommonStockIssuance,quarterlyTaxProvision,annualChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,annualSaleOfInvestment,annualGoodwill,annualNetPPE,annualOtherIntangibleAssets,annualOperatingIncome,quarterlyOtherIntangibleAssets,annualOperatingCashFlow,annualAccountsPayable,annualCapitalStock,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualTotalRevenue,annualRepaymentOfDebt,annualEndCashPosition,trailingTotalRevenue,quarterlyBasicEPS,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,quarterlyTotalAssets,annualDilutedAverageShares,annualCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyInterestExpense,quarterlyNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,quarterlySaleOfInvestment,trailingEndCashPosition,annualOtherShortTermInvestments,quarterlyCostOfRevenue,annualCostOfRevenue,annualTotalNonCurrentAssets,annualChangesInAccountReceivables,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyGrossProfit,annualGrossProfit,annualLongTermDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingNetOtherFinancingCharges,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentAssets,quarterlyStockBasedCompensation,annualResearchAndDevelopment,trailingBasicEPS,annualCurrentDebt,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInInventory,annualEbitda,quarterlyTotalNonCurrentAssets,annualCurrentLiabilities,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyOtherShortTermInvestments,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,trailingNetOtherInvestingChanges,quarterlyResearchAndDevelopment,trailingChangesInAccountReceivables,quarterlyOtherNonCurrentLiabilities,quarterlyEbitda,trailingDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,trailingOperatingIncome,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCommonStockIssuance,annualOtherCurrentAssets,quarterlyIncomeTaxPayable,annualStockBasedCompensation,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,annualAccountsReceivable,trailingOtherIncomeExpense,annualInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentLiabilities,annualNonCurrentDeferredRevenue,annualCurrentAccruedExpenses,annualChangeInInventory,quarterlyAccumulatedDepreciation,quarterlyOtherCurrentAssets,quarterlyChangeInInventory,trailingDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,annualIncomeTaxPayable,quarterlyOtherNonCurrentAssets,quarterlyOtherCurrentLiabilities,trailingGrossProfit,trailingBasicAverageShares,trailingOtherNonCashItems,annualDeferredIncomeTax,trailingPurchaseOfBusiness,quarterlyChangesInAccountReceivables,trailingDilutedEPS,annualAccumulatedDepreciation,trailingResearchAndDevelopment,annualRepurchaseOfCapitalStock,quarterlyCurrentDebt,trailingChangeInWorkingCapital,trailingStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,trailingCostOfRevenue,quarterlyInventory,quarterlyCurrentAccruedExpenses,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentDeferredRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,annualCurrentAssets,annualOtherCurrentLiabilities,quarterlyLongTermDebt,annualOtherNonCurrentLiabilities,quarterlyChangeInAccountPayable,annualOtherNonCurrentAssets,annualCurrentDeferredRevenue
1404086400,,,,,,,,35178000000.0,4064489000000.0,,,,1000000.0,,32280000000.0,13520000000.0,15128000000.0,,302680000000.0,,,,,,-3505000000.0,,10510000000.0,,,,15129000000.0,,86934000000.0,,,8295000000.0,,239287000000.0,,,,,,,,,,,,,11328000000.0,,11494000000.0,,,,374219000000.0,,,-360000000.0,,103146000000.0,,,,,800000000.0,,13520000000.0,,-73000000.0,3635000000.0,,99859000000.0,,,,,,1246000000.0,,,,248517000000.0,46787000000.0,,202821000000.0,,,,,,,,-1814000000.0,4311187000000.0,,,,102786000000.0,,28848000000.0,7296000000.0,,11328000000.0,,-1332000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,,,,,,,37595000000.0,3788202000000.0,,,,35000000.0,,30415000000.0,13817000000.0,13537000000.0,,224986000000.0,,,,,,-19207000000.0,-9608000000.0,10768000000.0,,,,13590000000.0,,97180000000.0,,0.22,8622000000.0,-23536000000.0,250091000000.0,46572727273.0,,,,,,,,,,,,10246000000.0,,10428000000.0,,46572727273.0,,385008000000.0,,,-7420000000.0,,-83969000000.0,,,,,799000000.0,,13817000000.0,,0.0,3162000000.0,,-77694000000.0,,,,,,1251000000.0,,,,180170000000.0,46787000000.0,,302680000000.0,,,,,0.22,,,-148569000000.0,4045887000000.0,,,,-91389000000.0,,27963000000.0,-1000000.0,,10246000000.0,,136779000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,0.87,,46639000000.0,-11432000000.0,37812000000.0,,37311000000.0,3871469000000.0,,,,37000000.0,,32099000000.0,14738000000.0,11388000000.0,1843000000.0,228375000000.0,40692000000.0,28732000000.0,,110898000000.0,46772413793.0,-28072000000.0,-3740000000.0,14861000000.0,18000000.0,22718000000.0,,11481000000.0,,95586000000.0,,,12530000000.0,-13209000000.0,259677000000.0,,,13120000000.0,3871469000000.0,,0.87,40692000000.0,41454000000.0,-23673000000.0,,199643000000.0,-15530000000.0,8412000000.0,-48285000000.0,8601000000.0,,,-446451000000.0,423966000000.0,259677000000.0,,-2910000000.0,,28047000000.0,4138815000000.0,,,2194000000.0,795000000.0,,14738000000.0,95586000000.0,0.0,2880000000.0,-35889000000.0,3389000000.0,409572000000.0,795000000.0,14738000000.0,1283000000.0,54404000000.0,1283000000.0,34150000000.0,37311000000.0,46787000000.0,701068000000.0,46787000000.0,,224986000000.0,124514000000.0,-39745000000.0,228375000000.0,,,14738000000.0,135000000.0,-8562000000.0,4138815000000.0,46772413793.0,701068000000.0,,25137000000.0,54574000000.0,26269000000.0,1000000.0,,8412000000.0,423966000000.0,-16619000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,,,,,,,37188000000.0,4151466000000.0,,,,20000000.0,,33006000000.0,14677000000.0,14645000000.0,,205655000000.0,,,,,,-23772000000.0,-390000000.0,11828000000.0,,,,14637000000.0,,106514000000.0,,0.23,9350000000.0,-15857000000.0,270812000000.0,47513043478.0,,,,,,,,,,,,10928000000.0,,11097000000.0,,47513043478.0,,475885000000.0,,,-1273000000.0,,-31117000000.0,,,,,806000000.0,,14677000000.0,,,3540000000.0,,-22720000000.0,,,,,,1258000000.0,,,,136409000000.0,46787000000.0,,228375000000.0,,,,,0.23,,,-152446000000.0,4430215000000.0,,,,-32390000000.0,,29140000000.0,0.0,,10928000000.0,,129946000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,,,,,,,36523000000.0,4270195000000.0,,,,7000000.0,,36891000000.0,14748000000.0,15465000000.0,,211275000000.0,,,,,,-68823000000.0,-2868000000.0,11409000000.0,,,,15483000000.0,,118172000000.0,,,8822000000.0,-37668000000.0,283001000000.0,,,,,,,,,,,,,11658000000.0,,11872000000.0,,,,536270000000.0,,,-973000000.0,,69297000000.0,,,,,816000000.0,,14748000000.0,,,3611000000.0,,5620000000.0,,,,,,1230000000.0,,,,683461000000.0,46787000000.0,,205655000000.0,,,,,,,,-274591000000.0,4561277000000.0,,,,68324000000.0,,28801000000.0,0.0,,11658000000.0,,206751000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,,,,,,,37954000000.0,4357002000000.0,,,,19000000.0,,37530000000.0,14664000000.0,13621000000.0,,220178000000.0,,,,,,-26644000000.0,-3126000000.0,12020000000.0,,,,13722000000.0,,128512000000.0,,0.22,9615000000.0,-50432000000.0,294184000000.0,47000000000.0,,,,,,,,,,,,10340000000.0,,10465000000.0,,47000000000.0,,575723000000.0,,,-1183000000.0,,1441000000.0,,,,,836000000.0,,14664000000.0,,,3257000000.0,,8903000000.0,,,,,,1225000000.0,,,,197717000000.0,46787000000.0,,211275000000.0,,,,,0.22,,,-339978000000.0,4653138000000.0,,,,258000000.0,,26933000000.0,0.0,,10340000000.0,,314507000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,,0.88,,50460000000.0,-6427000000.0,40427000000.0,,38159000000.0,4802606000000.0,,,,23000000.0,,37654000000.0,15983000000.0,10906000000.0,5116000000.0,226364000000.0,41158000000.0,-2011000000.0,,111228000000.0,46770454545.0,-23315000000.0,-2173000000.0,15203000000.0,11888000000.0,-27262000000.0,,11144000000.0,,118668000000.0,,,12640000000.0,-49339000000.0,317740000000.0,,,13246000000.0,4802606000000.0,,0.88,41158000000.0,41740000000.0,-40037000000.0,-27000000.0,228375000000.0,-8557000000.0,8232000000.0,-142554000000.0,8306000000.0,,,-775111000000.0,594684000000.0,317740000000.0,,-2998000000.0,,-60456000000.0,5122292000000.0,,,2454000000.0,854000000.0,,15983000000.0,118668000000.0,,2838000000.0,-113959000000.0,6186000000.0,638989000000.0,854000000.0,15983000000.0,1653000000.0,54637000000.0,1653000000.0,-20835000000.0,38159000000.0,48935000000.0,711959000000.0,48935000000.0,,220178000000.0,145081000000.0,-153296000000.0,226364000000.0,,,15983000000.0,69000000.0,-8096000000.0,5122292000000.0,46770454545.0,711959000000.0,,-63454000000.0,54986000000.0,26354000000.0,5116000000.0,,8232000000.0,594684000000.0,-12215000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,,,,,,,38371000000.0,5147189000000.0,,,,5000000.0,,40548000000.0,15678000000.0,14741000000.0,,281347000000.0,,,,,,-45658000000.0,-1823000000.0,12715000000.0,,,,14805000000.0,,129868000000.0,,0.23,10088000000.0,-90820000000.0,328620000000.0,48695652174.0,,,,,,,,,,,,11200000000.0,,11203000000.0,,48695652174.0,,679279000000.0,,,-2964000000.0,,53508000000.0,,,,,851000000.0,,15678000000.0,,,3602000000.0,,54983000000.0,,,,,,1609000000.0,,,,191916000000.0,48935000000.0,,226364000000.0,,,,,0.23,,,-311940000000.0,5477758000000.0,,,,50544000000.0,,27522000000.0,0.0,,11200000000.0,,269242000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,,,,,,,36689000000.0,5274908000000.0,,,,35000000.0,,37700000000.0,15571000000.0,16432000000.0,,319161000000.0,,,,,,-26099000000.0,-4091000000.0,10433000000.0,,,,16476000000.0,,131894000000.0,,,9372000000.0,-127530000000.0,329929000000.0,,,,,,,,,,,,,12400000000.0,,12474000000.0,,,,716062000000.0,,,-595000000.0,,-3876000000.0,,,,,873000000.0,,15571000000.0,,,4002000000.0,,37814000000.0,,,,,,1563000000.0,,,,801230000000.0,48935000000.0,,281347000000.0,,,,,,,,-15301000000.0,5606778000000.0,,,,-4471000000.0,,26727000000.0,0.0,,12400000000.0,,-10188000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,,,,,,,36541000000.0,5194107000000.0,,,,9000000.0,,37144000000.0,15440000000.0,14291000000.0,,242252000000.0,,,,,,-44941000000.0,-15007000000.0,11328000000.0,,,0.0,14328000000.0,,142837000000.0,,0.22,10990000000.0,-124540000000.0,342159000000.0,49740909091.0,,,,,,,,,,,,10943000000.0,,10946000000.0,,49740909091.0,,763759000000.0,,,-1516000000.0,,-78874000000.0,,,,,877000000.0,,15440000000.0,,,3382000000.0,,-76909000000.0,,,,,,1543000000.0,,,,223444000000.0,48935000000.0,,319161000000.0,,,,,0.22,,,-162518000000.0,5541535000000.0,,,,-80390000000.0,,26320000000.0,0.0,,10943000000.0,,119078000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,0.85,,46864000000.0,-7708000000.0,42377000000.0,,37155000000.0,5546554000000.0,,,,31000000.0,,38388000000.0,17834000000.0,9165000000.0,38279000000.0,385356000000.0,41629000000.0,158992000000.0,,107336000000.0,48975294118.0,-59753000000.0,-3801000000.0,12388000000.0,,211103000000.0,0.0,8999000000.0,,136666000000.0,,,11927000000.0,-164950000000.0,379224000000.0,,,12822000000.0,5546554000000.0,,0.85,41629000000.0,41786000000.0,-52288000000.0,-100000000.0,226364000000.0,-24722000000.0,7086000000.0,-176451000000.0,7163000000.0,,,-714490000000.0,865419000000.0,379224000000.0,,-2633000000.0,,248053000000.0,5931050000000.0,,,2703000000.0,914000000.0,,17834000000.0,136666000000.0,,1836000000.0,107008000000.0,143104000000.0,545738000000.0,914000000.0,17834000000.0,1894000000.0,54629000000.0,1894000000.0,218811000000.0,37155000000.0,48935000000.0,932549000000.0,48935000000.0,,242252000000.0,153780000000.0,-507840000000.0,385356000000.0,,,17834000000.0,80000000.0,-224731000000.0,5931050000000.0,48975294118.0,932549000000.0,,245420000000.0,54608000000.0,26767000000.0,38279000000.0,,7086000000.0,865419000000.0,167606000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,,,,,,,38934000000.0,5358696000000.0,,,,14000000.0,,37800000000.0,17684000000.0,14811000000.0,,310542000000.0,,,,,,8629000000.0,-2421000000.0,10177000000.0,,,-1401000000.0,14810000000.0,,148055000000.0,,0.23,9769000000.0,-131423000000.0,387896000000.0,49517391304.0,,,,,,,,,,,,11389000000.0,,11392000000.0,,49517391304.0,,844594000000.0,,,-1783000000.0,,-158595000000.0,,,,,905000000.0,,17684000000.0,,,3418000000.0,,-74814000000.0,,,,,,1832000000.0,,,,298325000000.0,48935000000.0,,385356000000.0,,,,,0.23,,,-227263000000.0,5751862000000.0,,,,-160378000000.0,,29786000000.0,0.0,,11389000000.0,,239075000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,,,,,,,37127000000.0,5258518000000.0,,,,-1318000000.0,,38807000000.0,17370000000.0,16233000000.0,,321799000000.0,,,,,,-59405000000.0,-5455000000.0,10945000000.0,,,1399000000.0,16306000000.0,,150156000000.0,,,10525000000.0,-183911000000.0,387425000000.0,,,,,,,,,,,,,12622000000.0,,12772000000.0,,,,877053000000.0,,,,,71081000000.0,,,,,886000000.0,,17370000000.0,,,3534000000.0,,11257000000.0,,,,,,1797000000.0,,,,768582000000.0,48935000000.0,,310542000000.0,,,,,,,,-417076000000.0,5651216000000.0,,,,71293000000.0,,31005000000.0,0.0,,12622000000.0,,357449000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,,,,,,,38332000000.0,5135751000000.0,,,,1442000000.0,,38724000000.0,17563000000.0,13297000000.0,,318858000000.0,,,,,,-48812000000.0,-15983000000.0,10368000000.0,,,-1400000000.0,13318000000.0,,159553000000.0,,0.19,9994000000.0,-247163000000.0,395944000000.0,56457894737.0,,,,,,,,,,,,10727000000.0,,10731000000.0,,56457894737.0,,944158000000.0,,,-2040000000.0,,82973000000.0,,,,,867000000.0,,17563000000.0,,,2587000000.0,,-2941000000.0,,,,,,1774000000.0,,,,302536000000.0,48935000000.0,,321799000000.0,,,,,0.19,,,-298883000000.0,5536973000000.0,,,,80933000000.0,,30192000000.0,0.0,,10727000000.0,,252073000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,0.84,,48552000000.0,-7980000000.0,46892000000.0,,39323000000.0,5265258000000.0,,,,40000000.0,,41671000000.0,21330000000.0,8028000000.0,7847000000.0,337915000000.0,42566000000.0,-47441000000.0,,121117000000.0,50673809524.0,-34107000000.0,-5986000000.0,17062000000.0,,46094000000.0,-188000000.0,7842000000.0,,163121000000.0,,,16604000000.0,-238950000000.0,399638000000.0,,,9398000000.0,5265258000000.0,,0.84,42566000000.0,42878000000.0,-55787000000.0,-1590000000.0,385356000000.0,-29845000000.0,7828000000.0,-133695000000.0,7983000000.0,,,-1131592000000.0,981972000000.0,399638000000.0,,-4369000000.0,,58615000000.0,5677691000000.0,,,2811000000.0,849000000.0,,21330000000.0,163121000000.0,,-141000000.0,-63550000000.0,19057000000.0,1007415000000.0,849000000.0,21330000000.0,2163000000.0,,2163000000.0,54074000000.0,39323000000.0,83890000000.0,868067000000.0,83890000000.0,,318858000000.0,157002000000.0,-801447000000.0,337915000000.0,,,21330000000.0,178000000.0,-188370000000.0,5677691000000.0,50673809524.0,868067000000.0,,54246000000.0,52276000000.0,30134000000.0,7847000000.0,,7828000000.0,981972000000.0,158818000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,,,,,,43974000000.0,5205163000000.0,,,,38000000.0,,39749000000.0,20896000000.0,,,322381000000.0,,,,,,-35838000000.0,-3294000000.0,11437000000.0,,,,15746000000.0,,165785000000.0,,0.25,11039000000.0,-198324000000.0,406762000000.0,48664000000.0,,,,,,,,,,,,12166000000.0,,12429000000.0,,48664000000.0,,175394000000.0,,,-165000000.0,,-56207000000.0,,,,,815000000.0,,20896000000.0,,,3317000000.0,,-15534000000.0,,,,,,2080000000.0,,,,300324000000.0,83890000000.0,,337915000000.0,,,,,0.25,,,-289049000000.0,5624705000000.0,,,,-56372000000.0,,30771000000.0,,,12166000000.0,,253321000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,,39465000000.0,5383683000000.0,,,,-12000000.0,,41508000000.0,20610000000.0,,,309831000000.0,,,,,,-97177000000.0,-20150000000.0,11047000000.0,,,,16696000000.0,,166568000000.0,,,10573000000.0,-254656000000.0,410983000000.0,,,,,,,,,,,,,13555000000.0,,13746000000.0,,,,41393000000.0,,,-534000000.0,,68607000000.0,,,,,861000000.0,,20610000000.0,,,2950000000.0,,-12550000000.0,,,,,,2024000000.0,,,,823200000000.0,83890000000.0,,322381000000.0,,,,,,,,-172323000000.0,5807444000000.0,,,,68073000000.0,,31800000000.0,,,13555000000.0,,76619000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,,,,,,43429000000.0,5427649000000.0,,,,120000000.0,,40392000000.0,21646000000.0,,,246429000000.0,,,,,,-99996000000.0,-7107000000.0,11584000000.0,,,-890000000.0,13573000000.0,,176316000000.0,,0.19,11171000000.0,-269990000000.0,424148000000.0,58305263158.0,,,,,,,,,,,,11078000000.0,,11297000000.0,,58305263158.0,,45814000000.0,,,-1665000000.0,,164832000000.0,,,,,895000000.0,,21646000000.0,,,2276000000.0,,-63402000000.0,,,,,,1995000000.0,,,,285529000000.0,83890000000.0,,309831000000.0,,,,,0.19,,,-254159000000.0,5864796000000.0,,,,163167000000.0,,33290000000.0,,,11078000000.0,,156641000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,0.88,,52094000000.0,-4754000000.0,50395000000.0,,,5613628000000.0,,,,174000000.0,,43484000000.0,21385000000.0,,3343000000.0,376009000000.0,44513000000.0,38094000000.0,,129021000000.0,50582954545.0,88438000000.0,-5681000000.0,18026000000.0,,97562000000.0,1000000.0,8311000000.0,,179820000000.0,,,17612000000.0,-92260000000.0,436661000000.0,,,8950000000.0,5613628000000.0,,0.88,44513000000.0,45376000000.0,,-1838000000.0,337915000000.0,-36232000000.0,7714000000.0,-144573000000.0,7904000000.0,,,-1535459000000.0,1636035000000.0,436661000000.0,,-2390000000.0,,-74916000000.0,6066714000000.0,,,2942000000.0,896000000.0,,21385000000.0,179820000000.0,,407000000.0,-20904000000.0,129580000000.0,1396324000000.0,896000000.0,21385000000.0,2872000000.0,,2872000000.0,102316000000.0,,83890000000.0,819009000000.0,83890000000.0,,246429000000.0,165133000000.0,-815230000000.0,376009000000.0,,,21385000000.0,320000000.0,-819928000000.0,6066714000000.0,50582954545.0,819009000000.0,,-77306000000.0,54326000000.0,33160000000.0,,,7714000000.0,1636035000000.0,909743000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,,,,,,,5771395000000.0,,,,11000000.0,,47366000000.0,33061000000.0,,,214630000000.0,,,,,,-193185000000.0,-3300000000.0,12391000000.0,,,,15874000000.0,,193036000000.0,,0.26,11966000000.0,-97391000000.0,453310000000.0,50830769231.0,,,,,,,,,,,,13216000000.0,,13402000000.0,,48948148148.0,,1829369000000.0,,,-522000000.0,,-8434000000.0,,,,,872000000.0,,33061000000.0,,,2472000000.0,,-161379000000.0,,,,,,2730000000.0,,,,248329000000.0,83890000000.0,,376009000000.0,,,,,0.27,,,-633728000000.0,6241410000000.0,,,,-8956000000.0,,34219000000.0,,,13216000000.0,,440929000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,,,,,,5926845000000.0,,,,169000000.0,,45709000000.0,32712000000.0,,,237033000000.0,,,,,,3162000000.0,-7749000000.0,12142000000.0,,,,18568000000.0,,196872000000.0,,,11668000000.0,-112855000000.0,457005000000.0,,,,,,,,,,,,,15091000000.0,,15435000000.0,,,,1812016000000.0,,,-671000000.0,,16981000000.0,,,,,896000000.0,,32712000000.0,,,3133000000.0,,22403000000.0,,,,,,2703000000.0,,,,648125000000.0,83890000000.0,,214630000000.0,,,,,,,,-554715000000.0,6398803000000.0,,,,16310000000.0,,35046000000.0,,,15091000000.0,,558195000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,54047000000.0,,55819000000.0,,,,-4498000000.0,,5975905000000.0,49448000000.0,246429000000.0,,,138074000000.0,48979000000.0,32439000000.0,,,232323000000.0,,,48466000000.0,,,27702000000.0,-18574000000.0,13260000000.0,,,,14845000000.0,,207987000000.0,-34209000000.0,0.2,12801000000.0,-172448000000.0,470808000000.0,62225000000.0,-38707000000.0,,,8150000000.0,,,,,,,,12445000000.0,,12707000000.0,-73883000000.0,54108695652.0,,1788760000000.0,,-2485994000000.0,-915000000.0,57598000000.0,32160000000.0,,2414990000000.0,-35304000000.0,,929000000.0,48466000000.0,32439000000.0,,,2138000000.0,,-4710000000.0,,,,,,2714000000.0,,,,271267000000.0,83890000000.0,-474954000000.0,237033000000.0,,,,185538000000.0,0.23,,,-477623000000.0,6461910000000.0,,,-14106000000.0,31245000000.0,,35649000000.0,-982000000.0,,12445000000.0,,506123000000.0,228149000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
