date,annualInvestingCashFlow,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,annualSaleOfInvestment,annualLongTermDebt,annualStockholdersEquity,trailingDepreciationAndAmortization,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentLiabilities,trailingInvestingCashFlow,annualOtherNonCashItems,quarterlyOtherCurrentLiabilities,quarterlyGoodwill,quarterlyInventory,trailingChangeInInventory,quarterlyBasicEPS,annualStockBasedCompensation,annualRetainedEarnings,annualCurrentLiabilities,annualCashFlowFromContinuingFinancingActivities,annualInventory,annualGoodwill,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualTotalAssets,quarterlyAccountsReceivable,trailingStockBasedCompensation,annualDepreciationAndAmortization,quarterlyLongTermDebt,annualPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,annualCapitalStock,trailingGrossProfit,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,annualOtherIntangibleAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingExpense,annualCommonStockIssuance,annualNetPPE,quarterlyOtherIntangibleAssets,annualDilutedEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingOperatingIncome,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyDepreciationAndAmortization,annualEbitda,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,annualAccountsPayable,quarterlyCashAndCashEquivalents,trailingNetOtherInvestingChanges,annualOperatingIncome,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualBasicEPS,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,quarterlyTotalAssets,annualGrossPPE,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyNetIncomeCommonStockholders,quarterlyChangesInAccountReceivables,trailingEndCashPosition,annualPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,annualCashAndCashEquivalents,trailingOtherIncomeExpense,quarterlyDilutedAverageShares,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCurrentAssets,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyDilutedEPS,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualInvestmentsAndAdvances,quarterlySaleOfInvestment,quarterlyGrossPPE,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyOtherCurrentAssets,trailingCapitalExpenditure,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,trailingOperatingExpense,annualCurrentAssets,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,quarterlyEndCashPosition,quarterlyEbitda,quarterlyInvestingCashFlow,quarterlyStockBasedCompensation,annualDilutedAverageShares,annualCurrentAccruedExpenses,annualTaxProvision,annualEndCashPosition,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingChangesInAccountReceivables,trailingNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,quarterlyChangeInInventory,quarterlyStockholdersEquity,quarterlyChangeInAccountPayable,trailingNetIncomeCommonStockholders,trailingChangeInAccountPayable,quarterlyGrossProfit,annualTotalRevenue,annualGrossProfit,quarterlyPretaxIncome,quarterlyCurrentAssets,quarterlyPurchaseOfBusiness,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyBasicAverageShares,annualFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,quarterlyTaxProvision,quarterlyOtherNonCashItems,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualBasicAverageShares,quarterlyNetPPE,trailingNetIncome,trailingTaxProvision,quarterlyOperatingIncome,quarterlyTotalRevenue,annualChangeInInventory,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyAccumulatedDepreciation,annualCashDividendsPaid,quarterlyCashFlowFromContinuingFinancingActivities,annualNetIncome,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualCurrentDeferredRevenue,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,annualRepaymentOfDebt,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,annualInterestExpense,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingInterestExpense,annualCurrentDebt,quarterlyCommonStockIssuance,quarterlyCurrentDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,annualIncomeTaxPayable,quarterlyRepaymentOfDebt,quarterlyInterestExpense,annualNonCurrentDeferredTaxesLiabilities,annualDeferredIncomeTax,trailingCashDividendsPaid,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
2016-06-30,,,-48274000.0,-48274000.0,24903000.0,,,,,-28499000.0,46887000.0,,,32344000.0,1924000.0,17396000.0,,-0.57,,,,,,,598414000.0,73500000.0,,14163000.0,,,,,53522000.0,50527000.0,,,,246000.0,,,,,237244000.0,,,1385000.0,,,,,,,,12578000.0,,,303011000.0,,,220299000.0,,,,85000.0,,248798000.0,,-40566000.0,,663968000.0,,241281000.0,,,-48274000.0,-2277000.0,,,,8303000.0,-5753000.0,,,84786000.0,-19418000.0,501884000.0,,,,,-0.57,-143000.0,,,,,38275000.0,262498000.0,,,,49288000.0,0.0,,,265775000.0,,,,,220299000.0,-36152000.0,-46612000.0,10747000.0,,,,,,,,,0.0,237244000.0,366000.0,162084000.0,38845000.0,,,188514000.0,,,-47953000.0,422687000.0,,425141000.0,,84786000.0,,,,,76743000.0,,321000.0,564000.0,-225044000.0,82712000.0,,,179142000.0,,,-48730000.0,786928000.0,,,,,-44321000.0,-83356000.0,,-5674000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,-60940000.0,-60940000.0,15621000.0,,,,,-11955000.0,71723000.0,,,37014000.0,1924000.0,19188000.0,,-0.72,,,,,,,659864000.0,68289000.0,,16689000.0,,,,,55383000.0,41718000.0,,,,889000.0,,,,,263281000.0,,,2606000.0,,,,,,,,15463000.0,,,292815000.0,,,208344000.0,,,,85000.0,,220299000.0,,-7403000.0,,684119000.0,,268010000.0,,,-60940000.0,-2555000.0,,,,10477000.0,-6052000.0,,,85105000.0,-13968000.0,573615000.0,,,,,-0.72,-546000.0,,,,,14165000.0,308013000.0,,,,46914000.0,0.0,,,312306000.0,,,,,208344000.0,-46157000.0,-22319000.0,14726000.0,,,,,,,,,508000.0,263281000.0,-1792000.0,110504000.0,43695000.0,,,201661000.0,,,-61023000.0,416109000.0,,472992000.0,,85105000.0,,,,,100623000.0,,-83000.0,-542000.0,-285984000.0,84471000.0,,,211285000.0,,,-61620000.0,861525000.0,,,,,-29589000.0,-96728000.0,,-6016000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-95880000.0,,-43956000.0,-43956000.0,73494000.0,119810000.0,,79384000.0,,71496000.0,96179000.0,,331000.0,44028000.0,1924000.0,18550000.0,,-0.51,49402000.0,-329940000.0,557220000.0,-20883000.0,18550000.0,1924000.0,745979000.0,67807000.0,761683000.0,19113000.0,,55572000.0,,-88112000.0,65892000.0,30967000.0,,86000.0,,-48000.0,19113000.0,,2306000.0,13000.0,282338000.0,0.0,239354000.0,2306000.0,-2.29,125079000.0,126013000.0,,348583000.0,,68743000.0,17044000.0,-140645000.0,,348583000.0,62814000.0,379493000.0,279840000.0,,-196217000.0,,86000.0,1756000.0,208344000.0,-2.29,-11654000.0,,761683000.0,349685000.0,284592000.0,,-1000000.0,-43956000.0,-2444000.0,,-193767000.0,96179000.0,10041000.0,-2666000.0,279840000.0,,85567000.0,48696000.0,682299000.0,10041000.0,,,1004028000.0,-0.51,13000.0,-128086000.0,-110331000.0,1004028000.0,30967000.0,37750000.0,349685000.0,,-9217000.0,,85727000.0,0.0,,0.0,379493000.0,,477091000.0,-21092000.0,-54336000.0,279840000.0,-43758000.0,1298000.0,14214000.0,84977000.0,67807000.0,608000.0,279840000.0,44028000.0,-194375000.0,,,0.0,282338000.0,635000.0,79384000.0,72570000.0,,,238580000.0,3380360000.0,807811000.0,-43903000.0,477091000.0,,557220000.0,284592000.0,85567000.0,-65272000.0,682299000.0,,151884000.0,125079000.0,,53000.0,465000.0,-329940000.0,68743000.0,0.0,84977000.0,239354000.0,,,-43758000.0,984559000.0,1351000.0,334176000.0,,,-24798000.0,-110331000.0,0.0,-2623000.0,-194375000.0,-194375000.0,2572549000.0,65892000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,,-56539000.0,-56539000.0,-46098000.0,,,,,-67432000.0,97535000.0,,,44911000.0,1924000.0,14457000.0,,-0.66,,,,,,,723942000.0,70629000.0,,21770000.0,,,,,88325000.0,33242000.0,,,,176000.0,,,,,293089000.0,,,2025000.0,,,,,,,,20352000.0,,,276685000.0,,,212408000.0,,,,86000.0,,279840000.0,,-16225000.0,,742123000.0,,309761000.0,,,-56539000.0,-2651000.0,,,,9255000.0,-592000.0,,,86036000.0,-68970000.0,705661000.0,,,,,-0.66,-245000.0,,,,,18275000.0,391355000.0,,,,-23294000.0,0.0,,,362719000.0,,,,,212408000.0,-35854000.0,-20822000.0,13629000.0,,,,,,,,,0.0,293089000.0,4094000.0,36462000.0,-22412000.0,,,236883000.0,,,-56329000.0,432362000.0,,566584000.0,,86036000.0,,,,,139077000.0,,210000.0,-246000.0,-395191000.0,64277000.0,,,263315000.0,,,-56206000.0,960825000.0,,,,,-22872000.0,-128040000.0,,-538000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,-38875000.0,-38875000.0,18101000.0,,,,,-8598000.0,58266000.0,,,48951000.0,1924000.0,14612000.0,,-0.45,,,,,,,853390000.0,89051000.0,,23890000.0,,,,,89138000.0,26798000.0,,,,451000.0,,,,,307018000.0,,,1744000.0,,,,,,,,19323000.0,,,255869000.0,,,203810000.0,,,,87000.0,,212408000.0,,-9109000.0,,751478000.0,,334232000.0,,,-38875000.0,-2072000.0,,,,8398000.0,-660000.0,,,86714000.0,-27225000.0,739538000.0,,,,,-0.45,-1047000.0,,,,,27760000.0,438995000.0,,,,21706000.0,0.0,,,371407000.0,,,,,203810000.0,-18229000.0,-26675000.0,14833000.0,,,,,,,,,0.0,307018000.0,-145000.0,11940000.0,22275000.0,,,269466000.0,,,-38651000.0,417246000.0,,598547000.0,,86714000.0,,,,,140991000.0,,224000.0,1114000.0,-434066000.0,52059000.0,,,295368000.0,,,-37552000.0,1122856000.0,,,,,-45326000.0,-143627000.0,,-552000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,-76429000.0,-76429000.0,24752000.0,,,,,349911000.0,74187000.0,,,61151000.0,1924000.0,18613000.0,,-0.88,,,,,,,917889000.0,121218000.0,,27521000.0,,,327950000.0,,86219000.0,29809000.0,,,,-227000.0,,,,,354266000.0,,,1462000.0,,,,,,,,22913000.0,,,610420000.0,,,553721000.0,,,,87000.0,,203810000.0,,-22305000.0,,1138140000.0,,361545000.0,,,-76429000.0,-3974000.0,,,,9477000.0,-44185000.0,,,87283000.0,-18463000.0,1135111000.0,,,,,-0.88,-1943000.0,,,,,14505000.0,481968000.0,,,,59071000.0,0.0,,,381661000.0,,,,,553721000.0,-51044000.0,-51015000.0,18278000.0,,,,,,,,,0.0,354266000.0,-3987000.0,3029000.0,44829000.0,,,280309000.0,,,-76192000.0,776595000.0,,650249000.0,,87283000.0,,,,,484862000.0,,237000.0,919000.0,-510495000.0,56699000.0,,,318873000.0,,,-73957000.0,1198198000.0,,,,,-43215000.0,-163095000.0,,376315000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-130335000.0,,-72771000.0,-72771000.0,36879000.0,71095000.0,332905000.0,-48329000.0,,5239000.0,106492000.0,,7028000.0,85026000.0,1924000.0,28042000.0,,-0.83,67840000.0,-583266000.0,739755000.0,374971000.0,28042000.0,1924000.0,1106851000.0,120247000.0,1213403000.0,37948000.0,,87020000.0,332905000.0,-54551000.0,94116000.0,21561000.0,,88000.0,,358000.0,37948000.0,,1181000.0,-2363000.0,399903000.0,,361141000.0,1181000.0,-2.81,521977000.0,104184000.0,,619992000.0,,61032000.0,24432000.0,-148433000.0,,619992000.0,33634000.0,440366000.0,558960000.0,,-235453000.0,,88000.0,758000.0,553721000.0,-2.81,-6912000.0,,1213403000.0,545267000.0,396583000.0,,,-72771000.0,-9475000.0,,-244128000.0,106492000.0,10776000.0,-285000.0,558960000.0,,87893000.0,1413000.0,1261732000.0,10776000.0,,,1354276000.0,-0.83,-2363000.0,-146879000.0,-184126000.0,1354276000.0,21561000.0,10555000.0,545267000.0,,-18172000.0,,58877000.0,0.0,,,440366000.0,,816820000.0,-45722000.0,279120000.0,558960000.0,-67738000.0,-31823000.0,21100000.0,86983000.0,120247000.0,486000.0,558960000.0,85026000.0,-244614000.0,,,0.0,399903000.0,-9416000.0,-48329000.0,59492000.0,,,332165000.0,4720895000.0,1118823000.0,-72956000.0,816820000.0,,739755000.0,396583000.0,87893000.0,-113245000.0,1261732000.0,,116360000.0,521977000.0,,-185000.0,5241000.0,-583266000.0,61032000.0,0.0,86983000.0,361141000.0,,,-67738000.0,1439016000.0,-9454000.0,279840000.0,,,-35466000.0,-184126000.0,,-254000.0,-244614000.0,-244614000.0,3602072000.0,94116000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,-107775000.0,-107775000.0,-13077000.0,,,,,-36934000.0,134232000.0,,,89430000.0,2099000.0,34550000.0,,-1.22,,,,,,,1080445000.0,114517000.0,,31977000.0,,,337186000.0,,110074000.0,10962000.0,,,,941000.0,,,,,426893000.0,,,1119000.0,,,,,,,,25962000.0,,,582058000.0,,,522026000.0,,,,89000.0,,558960000.0,,0.0,,1226446000.0,,429566000.0,,,-107775000.0,6010000.0,,,,11077000.0,-391000.0,,,88467000.0,-47594000.0,1353650000.0,,,,,-1.22,-3258000.0,,,,,11390000.0,611454000.0,,,,39944000.0,,,,485631000.0,,,,,522026000.0,-77107000.0,-23394000.0,24400000.0,,,,,,,,,-267000.0,426893000.0,-6491000.0,-127204000.0,34058000.0,,,323824000.0,,,-107535000.0,796880000.0,,799652000.0,,88467000.0,,,,,553998000.0,,240000.0,4392000.0,-686384000.0,60032000.0,,,404309000.0,,,-103069000.0,1404269000.0,,,,,-34517000.0,-207145000.0,,-362000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,-100734000.0,-100734000.0,47604000.0,,,,,7426000.0,109142000.0,,,95626000.0,2099000.0,30710000.0,,-1.13,,,,,,,1270249000.0,129458000.0,,34823000.0,,,342281000.0,,121618000.0,9767000.0,,,,666000.0,,,,,480346000.0,,,819000.0,,,,,,,,28920000.0,,,575386000.0,,,529452000.0,,,,89000.0,,522026000.0,,,,1287268000.0,,493307000.0,,,-100734000.0,-2952000.0,,,,12200000.0,-244000.0,,,89158000.0,-7545000.0,1482746000.0,,,,,-1.13,-1909000.0,,,,,15256000.0,699117000.0,,,,84511000.0,,,,543596000.0,,,,,529452000.0,-66419000.0,-39893000.0,29813000.0,,,,,,,,,0.0,480346000.0,3750000.0,-195478000.0,61685000.0,,,385007000.0,,,-100469000.0,793961000.0,,890298000.0,,89158000.0,,,,,592448000.0,,265000.0,5094000.0,-787118000.0,45934000.0,,,468422000.0,,,-95339000.0,1655256000.0,,,,,-55149000.0,-230695000.0,,-199000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,-151726000.0,-151726000.0,7804000.0,,,,,-40816000.0,78852000.0,,,109212000.0,2099000.0,35723000.0,,-1.69,,,,,,,1312875000.0,167745000.0,,41013000.0,,,346641000.0,,133423000.0,6521000.0,,,,1054000.0,,,,,538036000.0,,,625000.0,,,,,,,,32544000.0,,,518692000.0,,,488636000.0,,,,90000.0,,529452000.0,,,,1299638000.0,,536456000.0,,,-151726000.0,-6215000.0,,,,17550000.0,-462000.0,,,89792000.0,-58803000.0,1611859000.0,,,,,-1.69,-2067000.0,,,,,19309000.0,768027000.0,,,,88661000.0,,,,591931000.0,,,,,488636000.0,-145266000.0,-47430000.0,33935000.0,,,,,,,,,-132000.0,538036000.0,-5016000.0,-312221000.0,91990000.0,,,392770000.0,,,-151278000.0,763182000.0,,1002311000.0,,89792000.0,,,,,609548000.0,,448000.0,4390000.0,-938844000.0,30056000.0,,,509661000.0,,,-145266000.0,1705645000.0,,,,,-66607000.0,-258366000.0,,-432000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,-260287000.0,,-143845000.0,-143845000.0,42530000.0,61068000.0,738904000.0,-330721000.0,,360825000.0,160388000.0,,22529000.0,127995000.0,2099000.0,46164000.0,,-1.59,127564000.0,-1082689000.0,1139223000.0,467463000.0,46164000.0,2099000.0,1528882000.0,212997000.0,1890850000.0,50603000.0,,123542000.0,738904000.0,-99002000.0,148057000.0,6526000.0,,91000.0,,-2865000.0,50603000.0,,486000.0,-1780000.0,614727000.0,,606977000.0,486000.0,-5.63,1082348000.0,285064000.0,,963739000.0,,114278000.0,36116000.0,-349737000.0,,963739000.0,84861000.0,650174000.0,849461000.0,,-473279000.0,,91000.0,-204000.0,488636000.0,-5.63,-99002000.0,,1890850000.0,897141000.0,634914000.0,,-398000.0,-143845000.0,-9635000.0,,-502043000.0,160388000.0,18826000.0,-93625000.0,849461000.0,,90445000.0,-23152000.0,2221571000.0,18826000.0,,,2060002000.0,-1.59,-1780000.0,-221955000.0,-290164000.0,2060002000.0,6526000.0,15113000.0,897141000.0,,-12792000.0,,102190000.0,,,,650174000.0,,1255936000.0,-94722000.0,290501000.0,849461000.0,-93489000.0,-149570000.0,39416000.0,89472000.0,212997000.0,2037000.0,849461000.0,127995000.0,-504080000.0,,,1000.0,614727000.0,-10562000.0,-330721000.0,97331000.0,,,485122000.0,6779174000.0,1586723000.0,-142761000.0,1255936000.0,,1139223000.0,634914000.0,90445000.0,-137094000.0,2221571000.0,,315306000.0,1082348000.0,,1084000.0,8653000.0,-1082689000.0,114278000.0,,89472000.0,606977000.0,,,-129605000.0,2014004000.0,-18319000.0,558960000.0,,,-65682000.0,-290164000.0,,468456000.0,-504080000.0,-504080000.0,5192451000.0,148057000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,,-200389000.0,-200389000.0,-81348000.0,,,,,-127101000.0,5413000.0,,,170173000.0,,43643000.0,,-2.2,,,,,,,1474373000.0,207206000.0,,60596000.0,,,750156000.0,,146460000.0,0.0,,,,3078000.0,,,,,664090000.0,,,,,,,,,,,39583000.0,,,805662000.0,,,722360000.0,,,,92000.0,,849461000.0,,,,2113865000.0,,996033000.0,,,-200389000.0,-11570000.0,,,,12752000.0,-956000.0,,,91104000.0,-166817000.0,2593012000.0,,,,,-2.2,-984000.0,,,,,37936000.0,1300716000.0,,,,21316000.0,,,,705974000.0,,,,,722360000.0,-154051000.0,-44695000.0,47060000.0,,,,,,,,,2838000.0,664090000.0,2427000.0,-479147000.0,46631000.0,,,470456000.0,,,-199794000.0,1117832000.0,,1229813000.0,,91104000.0,,,,,1363199000.0,,595000.0,11082000.0,-1281228000.0,83302000.0,,,982581000.0,,,-193634000.0,1944829000.0,,,,,-85469000.0,-318135000.0,,-889000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,-181938000.0,-181938000.0,-2734000.0,,,,,-47249000.0,6853000.0,,,179155000.0,400000.0,45611000.0,,-1.98,,,,,,,1783651000.0,218607000.0,,77295000.0,,,761604000.0,,155811000.0,0.0,,,,322000.0,,,,,730777000.0,,,160000.0,,,,,,,,44339000.0,,,714453000.0,,,675111000.0,,,,93000.0,,722360000.0,,,,2182100000.0,,1125200000.0,,,-181938000.0,-16083000.0,,,,13417000.0,-259000.0,,,91802000.0,-91471000.0,2787457000.0,,,,,-1.98,-1376000.0,,,,,44228000.0,1468269000.0,,,,71340000.0,,,,779938000.0,,,,,675111000.0,-126838000.0,-44574000.0,53187000.0,,,,,,,,,-65000.0,730777000.0,-1887000.0,-605357000.0,81980000.0,,,559600000.0,,,-181107000.0,1056900000.0,,1333511000.0,,91802000.0,,,,,1453946000.0,,831000.0,10338000.0,-1463166000.0,39342000.0,,,1111223000.0,,,-171177000.0,2343251000.0,,,,,-88737000.0,-357046000.0,,-246000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,-272035000.0,-272035000.0,-76441000.0,,,,,620274000.0,6617000.0,,,200502000.0,,68622000.0,,-2.94,,,,,,,1765566000.0,267351000.0,,75677000.0,,,1435927000.0,,151367000.0,0.0,,,,2182000.0,,,,,799630000.0,,,,,,,,,,,50250000.0,,,1301434000.0,,,1295385000.0,,,,93000.0,,675111000.0,,,,3007635000.0,,1336934000.0,,,-272035000.0,2344000.0,,,,13951000.0,-146814000.0,,,92540000.0,-180900000.0,3690064000.0,,,,,-2.94,-1456000.0,,,,,33304000.0,1705812000.0,,,,65919000.0,,,,814439000.0,,,,,1295385000.0,-209459000.0,-89905000.0,61767000.0,,,,,,,,,-18750000.0,799630000.0,-23256000.0,-682429000.0,87175000.0,,,539921000.0,,,-271959000.0,1670701000.0,,1433659000.0,,92540000.0,,,,,2256405000.0,,76000.0,17658000.0,-1735201000.0,6049000.0,,,1303772000.0,,,-259709000.0,2305487000.0,,,,,-104459000.0,-402040000.0,,788342000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
