,trailingSellingGeneralAndAdministration,trailingOperatingExpense,annualOperatingExpense,annualOtherNonCurrentAssets,annualCapitalExpenditure,annualSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyGrossProfit,annualCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingNetIncomeContinuousOperations,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,quarterlyNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,annualNetOtherFinancingCharges,quarterlyEbitda,quarterlyEndCashPosition,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualEbitda,annualInterestExpense,quarterlyChangeInInventory,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyBasicAverageShares,quarterlyCashDividendsPaid,quarterlyBasicEPS,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyOperatingExpense,quarterlyPurchaseOfBusiness,annualCommonStockIssuance,annualFreeCashFlow,quarterlyPretaxIncome,annualGrossProfit,annualCostOfRevenue,quarterlyOtherNonCashItems,annualBasicAverageShares,quarterlyRetainedEarnings,annualResearchAndDevelopment,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,quarterlyStockholdersEquity,trailingCostOfRevenue,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,annualChangeInInventory,annualTaxProvision,trailingTaxProvision,quarterlyOtherCurrentAssets,annualNetIncome,annualNetIncomeContinuousOperations,annualOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCurrentDebt,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,quarterlyNetIncome,annualInvestingCashFlow,trailingSaleOfInvestment,quarterlyNetIncomeContinuousOperations,trailingInvestingCashFlow,annualPurchaseOfInvestment,annualAccountsReceivable,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,annualStockholdersEquity,annualLongTermDebt,quarterlyLongTermDebt,trailingPurchaseOfInvestment,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,quarterlyDilutedEPS,annualNonCurrentDeferredTaxesLiabilities,trailingPretaxIncome,quarterlyOperatingCashFlow,trailingCashDividendsPaid,annualTotalAssets,annualDepreciationAndAmortization,quarterlyGoodwill,quarterlyInventory,trailingNetIncome,quarterlyNetPPE,annualInventory,annualCurrentLiabilities,annualRetainedEarnings,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,quarterlyTaxProvision,quarterlyOtherShortTermInvestments,annualDilutedAverageShares,annualChangeInWorkingCapital,quarterlyChangeInCashSupplementalAsReported,annualSaleOfInvestment,annualGoodwill,annualOtherShortTermInvestments,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualNetPPE,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualOperatingIncome,annualAccountsPayable,annualCapitalStock,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,trailingGrossProfit,quarterlyCapitalStock,trailingResearchAndDevelopment,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualTotalRevenue,annualRepaymentOfDebt,trailingTotalRevenue,annualDilutedEPS,annualEndCashPosition,annualBasicEPS,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDilutedAverageShares,annualGrossPPE,quarterlyPurchaseOfInvestment,quarterlyTotalAssets,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,annualNonCurrentDeferredRevenue,trailingChangeInCashSupplementalAsReported,quarterlyFreeCashFlow,annualPretaxIncome,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,quarterlyCurrentDebt,quarterlyNetIncomeCommonStockholders,quarterlyDepreciationAndAmortization,trailingOperatingIncome,quarterlySaleOfInvestment,trailingEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingOperatingCashFlow,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingOtherIncomeExpense,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
962323200,,,,,,,,350466000.0,,,3373658000.0,,,,,,,,,4046943000.0,,,,,,,,,,,,,,,,,4543847000.0,1753658000.0,,,,,,,,,,,816650000.0,,,,,1620000000.0,,5663557000.0,,,,,,,-625000.0,,,,,,,0.0,,,,,,,,,,120000000.0,,,1620000000.0,,0.0,,,,,,,,,,829946000.0,,4046943000.0,,,,,,,,,,,,,,,67259000.0,,,446425000.0,,,,2380179000.0,,,2509000000.0,,,,,,,,,,,,,,9037215000.0,,4493368000.0,,,,,,2380179000.0,,,,330655000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978220800,,,342801000.0,0.0,-298730000.0,317251000.0,,962461000.0,,4922329000.0,2547249000.0,,,,,,,,,4197255000.0,-15000.0,,,489749000.0,,120000000.0,631424000.0,,1078189000.0,39678000.0,,271901000.0,,,,,4922329000.0,2275348000.0,4642781000.0,,,,591500000.0,,1081089000.0,8735297000.0,,,714216000.0,,-21000.0,,,271901000.0,,7017861000.0,,2547249000.0,,-233013000.0,262673000.0,,-21000.0,489749000.0,489749000.0,-40150000.0,,995815000.0,838794000.0,0.0,,,-1619243000.0,,,,-657205000.0,162158000.0,,120000000.0,7017861000.0,271901000.0,271901000.0,,0.0,,,,,,,9565110000.0,339901000.0,,767229000.0,,4197255000.0,767229000.0,2275348000.0,714216000.0,,,,0.0,,-26744000.0,,,,0.0,,162158000.0,4197255000.0,445526000.0,445526000.0,738288000.0,962461000.0,2917943000.0,2284444000.0,890230000.0,,2917943000.0,,,,9816386000.0,-120000000.0,,0.124988,1627239000.0,0.124988,2284444000.0,,4197255000.0,,9565110000.0,-663570000.0,4642781000.0,2284444000.0,,,,752422000.0,2284444000.0,,0.0,,838794000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,,,,,,1105319000.0,,,2921104000.0,,,,,,,,,4473562000.0,,,,,,,,,,,,,,,,,5330176000.0,2881710000.0,,,,,,,,,,,907921000.0,,,,,39394000.0,,7323603000.0,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,240000000.0,,,39394000.0,,0.0,,,,,,,,,,845360000.0,,4473562000.0,,,,,,,,,,,,,,,93347000.0,,,440969000.0,,,,2067208000.0,,,2951689000.0,,,,,,,,,,,,,,10244707000.0,,4914531000.0,,,,,,2067208000.0,,,,1144719000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,,378676000.0,0.0,-563000.0,353400000.0,,1445451000.0,,4820586000.0,3036491000.0,,,,,,,,,5091530000.0,0.0,,,403743000.0,,120000000.0,-916010000.0,,1056354000.0,10455000.0,,419388000.0,,,,,4820586000.0,2617103000.0,5417302000.0,,,,-296925000.0,,1085025000.0,8430929000.0,,,806203000.0,,0.0,,,419388000.0,,7201397000.0,,3036491000.0,,-132530000.0,295081000.0,,0.0,403743000.0,403743000.0,-27525000.0,,1627239000.0,1297592000.0,0.0,-266406000.0,,-633432000.0,,,,,145798000.0,,120000000.0,7201397000.0,419388000.0,419388000.0,,0.0,,,,,,,10237888000.0,347075000.0,,904213000.0,,5091530000.0,904213000.0,2617103000.0,806203000.0,,,,0.0,,-1046196000.0,,38194000.0,,0.0,,145798000.0,5091530000.0,325772000.0,325772000.0,706349000.0,1445451000.0,2957935000.0,761229000.0,-296362000.0,,2957935000.0,,,,9515954000.0,-220000000.0,,0.10169,711229000.0,0.10169,761229000.0,,5091530000.0,,10237888000.0,-673009000.0,5417302000.0,761229000.0,,,,698824000.0,761229000.0,,0.0,,1297592000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,,,,,,1749752000.0,187659000.0,,3283714000.0,,,,,,,2332354000.0,93509000.0,5167118000.0,,93227000.0,,,,,,,,,,,,,,0.014552,5016162000.0,2866081000.0,,94150000.0,,,,86248000.0,,,,,863989000.0,,,89201000.0,,417633000.0,,7260810000.0,,,,,,,24153000.0,,,,,,,0.0,,57786000.0,,,57786000.0,,,,,120000000.0,,,417633000.0,,37248000.0,,0.014552,,,,,,,,978127000.0,,5167118000.0,,,,,,28462000.0,0.0,,,,,,,2144695000.0,129131000.0,,,323996000.0,,,,622985000.0,,,2958442000.0,,,,,,,,,,,,,,10544524000.0,,5528362000.0,,,,,,622985000.0,6979000.0,,,1609976000.0,57786000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,,,,,1788746000.0,323149000.0,,3666377000.0,,,,,,,2701589000.0,226158000.0,5658177000.0,,228028000.0,,,,,,,,,,,,,,,5081198000.0,2952930000.0,,96991000.0,,,,223039000.0,,,,,997123000.0,,,92357000.0,,713447000.0,,7398139000.0,,,,,,,21122000.0,,,,,,,0.0,,133134000.0,,,133134000.0,,,,,31933000.0,,,713447000.0,,0.0,,,,,,,,,,984366000.0,,5658177000.0,,,,,,89905000.0,0.0,,,,,,,2378440000.0,149857000.0,,,323033000.0,,,,1060064000.0,,,2959743000.0,,,,,,,,,,,,,,11064516000.0,,5983318000.0,,,,,,1060064000.0,4989000.0,,,1566289000.0,133134000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,,,,,1753597000.0,429667000.0,,3761406000.0,,,,,,,2899590000.0,309544000.0,6224541000.0,,307376000.0,,,,,,,,,,,,,,,4781151000.0,2687520000.0,,120123000.0,,,,307063000.0,,,,,1192263000.0,,,114760000.0,,1073886000.0,,7596059000.0,,,,,,,14273000.0,,,,,,,0.0,,195140000.0,,,195140000.0,,,,,48646000.0,,,1073886000.0,,4980000.0,,,,,,,,,,1041251000.0,,6224541000.0,,,,,,111923000.0,0.0,,,,,,,2469923000.0,89621000.0,,,346793000.0,,,,1522608000.0,,,2960629000.0,,,,,,,,,,,,,,11357465000.0,,6576314000.0,,,,,,1522608000.0,313000.0,,,1502251000.0,195140000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,,434329000.0,0.0,-1853685000.0,409729000.0,,1824515000.0,387075000.0,5505576000.0,4915989000.0,,,,,,,2867814000.0,264010000.0,6588956000.0,74000.0,241866000.0,,594588000.0,,0.0,940822000.0,,1313454000.0,18498000.0,,1473121000.0,,,,,5505576000.0,3442868000.0,6919774000.0,123065000.0,,,245243000.0,235649000.0,1327550000.0,9473797000.0,,,985716000.0,,0.0,113411000.0,,1473121000.0,,7509361000.0,,4915989000.0,,-293652000.0,257411000.0,,0.0,594588000.0,594588000.0,11220000.0,,761229000.0,65000000.0,0.0,-282698000.0,208528000.0,-1889901000.0,,208528000.0,,,92060000.0,,0.0,7509361000.0,1473121000.0,1473121000.0,,0.0,,,,,,,12425350000.0,442957000.0,,1217049000.0,,6588956000.0,1217049000.0,3442868000.0,985716000.0,,,27121000.0,0.0,,1044041000.0,,,,0.0,2480739000.0,92060000.0,6588956000.0,323863000.0,323863000.0,893221000.0,1824515000.0,2960874000.0,1702051000.0,2098928000.0,,2960874000.0,,,,10801347000.0,-220000000.0,,0.149613,1702051000.0,0.149613,1702051000.0,,6588956000.0,,12425350000.0,-36411000.0,6919774000.0,1702051000.0,,,,851999000.0,1702051000.0,6217000.0,0.0,,65000000.0,208528000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,,,,,,1809491000.0,539763000.0,,5613003000.0,,,-161861000.0,,,14175000.0,3373921000.0,397265000.0,7052888000.0,,528776000.0,1845866000.0,,,,,,,,49722000.0,,-578378000.0,,-25296000.0,0.066403,5980742000.0,3590238000.0,,142498000.0,,,,393910000.0,,,5422000.0,,1249623000.0,,,131638000.0,,2022765000.0,-90000000.0,7773585000.0,,,,,,,0.0,,,,,,,0.0,,263907000.0,,,263907000.0,,,,,38730000.0,,,2022765000.0,,14400000.0,-578153000.0,0.066403,,,259552000.0,,,,,1151327000.0,,7052888000.0,,,,,,130003000.0,0.0,,,143815000.0,,,,2834158000.0,88320000.0,,,328852000.0,,,,1845866000.0,,,2960988000.0,,,1702051000.0,,,,,,,,,,-14400000.0,13386588000.0,,7405846000.0,,,,-318601000.0,,1845866000.0,1081000.0,,3073000.0,1585221000.0,263907000.0,133785000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,,,,,,1725428000.0,730165000.0,,5087667000.0,,,-111805000.0,,,23188000.0,3615621000.0,598719000.0,7297292000.0,,679660000.0,1680010000.0,,,,,,,,6941000.0,,-337632000.0,,-309872000.0,,5561771000.0,3116845000.0,,131446000.0,,,,539926000.0,,,605000.0,,1606044000.0,,,116027000.0,,1970822000.0,0.0,8131948000.0,,,,,,,0.0,,,,,,,0.0,,356483000.0,,,356483000.0,,,,,100000000.0,,,1970822000.0,,14400000.0,-361354000.0,,,,435542000.0,,,,,1144386000.0,,7297292000.0,,,,,,183443000.0,0.0,,,-165856000.0,,,,2885456000.0,96852000.0,,,328658000.0,,,,1680010000.0,,,2961577000.0,,,1845866000.0,,,,,,,,,,0.0,13219615000.0,,7657844000.0,,,,74188000.0,,1680010000.0,7246000.0,,-3926000.0,1604930000.0,356483000.0,132488000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,,,,,,1677617000.0,437058000.0,,5628430000.0,,,272787000.0,,,2249000.0,3464284000.0,311408000.0,7519991000.0,,451089000.0,2223671000.0,,,,,,,,-241061000.0,,-299202000.0,,-45819000.0,0.071664,6162535000.0,3458458000.0,,125650000.0,,,,314760000.0,,,-689000.0,,1890941000.0,,,121963000.0,,2169972000.0,0.0,8417695000.0,,,,,,,0.0,,,,,,,0.0,,284897000.0,,,284897000.0,,,,,100000000.0,,,2169972000.0,,14400000.0,,0.071664,,,689118000.0,,,,,1385447000.0,,7519991000.0,,,,,,29863000.0,0.0,,,543661000.0,,,,3027226000.0,135870000.0,,,328268000.0,,,,2223671000.0,,,2961857000.0,,,1680010000.0,,,,,,,,,,-1244480000.0,14046125000.0,,7883590000.0,,,,1628625000.0,,2223671000.0,689000.0,,-451000.0,1549062000.0,284897000.0,135640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,,549245000.0,0.0,-1515335000.0,510657000.0,,1506263000.0,667345000.0,6842967000.0,6063602000.0,,,-68903000.0,,,23634000.0,4103601000.0,517694000.0,7793192000.0,0.0,681545000.0,2606976000.0,1432579000.0,,420267000.0,904925000.0,,2333071000.0,29416000.0,-30880000.0,1898337000.0,-249684000.0,,-34395000.0,,6842967000.0,4165265000.0,8168903000.0,149651000.0,,,482930000.0,504187000.0,2374331000.0,12183096000.0,8481000.0,,2131717000.0,,0.0,141029000.0,,1898337000.0,-100000000.0,8948268000.0,,6063602000.0,,-215278000.0,320204000.0,,0.0,1432579000.0,1432579000.0,13819000.0,,1702051000.0,1679861000.0,0.0,-415382000.0,527292000.0,-1464896000.0,,527292000.0,,-14400000.0,84749000.0,,420267000.0,8948268000.0,1898337000.0,1898337000.0,,0.0,,,,,614053000.0,,15011870000.0,550872000.0,,1440283000.0,,7793192000.0,1440283000.0,4165265000.0,2131717000.0,,,-23105000.0,0.0,,-69782000.0,383305000.0,,,0.0,3436256000.0,84749000.0,7793192000.0,334995000.0,334995000.0,1825086000.0,1506263000.0,2962309000.0,2606976000.0,1998265000.0,,2962309000.0,,,2223671000.0,14557427000.0,-190000000.0,,0.360303,2606976000.0,0.360303,2606976000.0,,7793192000.0,1244480000.0,15011870000.0,63246000.0,8168903000.0,2606976000.0,,,-901282000.0,1752783000.0,2606976000.0,28399000.0,0.0,1304000.0,1679861000.0,527292000.0,148959000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,,,,,,898759000.0,566156000.0,,5251436000.0,,,-893821000.0,,,64491000.0,4429970000.0,432597000.0,7684994000.0,,613378000.0,2053251000.0,,,,,,,,-440526000.0,,-124828000.0,,-32343000.0,0.070637,6408366000.0,3354614000.0,,133559000.0,,,,414615000.0,,,18018000.0,,2412620000.0,,,127054000.0,,1896822000.0,,9230686000.0,,,,,,,0.0,,,,,,,0.0,,280903000.0,,,280903000.0,,,,,420267000.0,,,1896822000.0,,0.0,-178819000.0,0.070637,,,-422035000.0,,,,,1912471000.0,,7684994000.0,,,,,,133712000.0,0.0,,,-553725000.0,,,,3863814000.0,53216000.0,,,335272000.0,,,,2053251000.0,,,2962809000.0,,,2606976000.0,,,,,,,,,,-10500000.0,14482122000.0,,8073756000.0,,,,-600854000.0,,2053251000.0,18018000.0,,-112000.0,25000000.0,280903000.0,180745000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,,,,,,482283000.0,879739000.0,,5123943000.0,,,-421729000.0,,,3828000.0,5499934000.0,669010000.0,7564104000.0,,877544000.0,1723280000.0,,,,,,,,-316382000.0,,-125725000.0,,-626854000.0,,6254750000.0,3281210000.0,,210729000.0,,,,639721000.0,,,57423000.0,,2235139000.0,,,210700000.0,,1842733000.0,,9053323000.0,,,,,,,0.0,,,,,,,0.0,,415082000.0,,,415082000.0,,,,,624238000.0,,,1842733000.0,,0.0,-130030000.0,,,,247610000.0,,,,,2252831000.0,,7564104000.0,,,,,,224639000.0,0.0,,,-329971000.0,,,,4620195000.0,426584000.0,,,333441000.0,,,,1723280000.0,,,2962848000.0,,,2053251000.0,,,,,,,,,,0.0,14177266000.0,,7922516000.0,,,,117580000.0,,1723280000.0,40981000.0,,-129000.0,50000000.0,415082000.0,196842000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,,,,,,487457000.0,939078000.0,,5332970000.0,,,291788000.0,,,8825000.0,6025721000.0,770912000.0,7592859000.0,,992004000.0,2415394000.0,,,,,,,,-269237000.0,,-302724000.0,,-32712000.0,0.125438,6921540000.0,3719639000.0,,168166000.0,,,,752812000.0,,,16172000.0,,2733978000.0,,,168166000.0,,1613331000.0,-200000000.0,9552267000.0,,,,,,,0.0,,,,,,,0.0,,498839000.0,,,498839000.0,,,,,803534000.0,,,1613331000.0,,0.0,-311549000.0,0.125438,,,1027585000.0,,,,,2522067000.0,,7592859000.0,,,,,,253973000.0,0.0,,,692114000.0,,,,5086643000.0,275630000.0,,,345712000.0,,,,2415394000.0,,,2962885000.0,,,1723280000.0,,,,,,,,,,0.0,14885237000.0,,7963697000.0,,,,716036000.0,,2415394000.0,18227000.0,,-114000.0,100000000.0,498839000.0,220965000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,,754846000.0,0.0,-900082000.0,705092000.0,,507643000.0,1124703000.0,7265411000.0,5209386000.0,,,-107342000.0,,,12574000.0,7368426000.0,882311000.0,7691525000.0,-498000.0,1093401000.0,2748133000.0,1776337000.0,,1107237000.0,141157000.0,,3564601000.0,114045000.0,267378000.0,1244548000.0,-283081000.0,,-35803000.0,,7265411000.0,3964838000.0,8077917000.0,242392000.0,,,694721000.0,825595000.0,3509676000.0,19814375000.0,52030000.0,,2960225000.0,,0.0,199172000.0,,1244548000.0,-120267000.0,10133942000.0,,5209386000.0,,-758767000.0,856406000.0,,0.0,1776337000.0,1776337000.0,143643000.0,,2606976000.0,100000000.0,0.0,-727712000.0,581513000.0,-836358000.0,,581513000.0,,-26664000.0,641013000.0,,1107237000.0,10133942000.0,1244548000.0,1244548000.0,,0.0,-279684000.0,,,,741643000.0,,15343328000.0,817813000.0,,2221412000.0,,7691525000.0,2221412000.0,3964838000.0,2960225000.0,,,244082000.0,0.0,,-1131104000.0,332739000.0,,,0.0,6243723000.0,641013000.0,7691525000.0,345072000.0,345072000.0,2754830000.0,507643000.0,2962942000.0,2748133000.0,1594803000.0,,2962942000.0,,,2415394000.0,23324051000.0,-420267000.0,,0.446668,2748133000.0,0.446668,2748133000.0,,7691525000.0,-16164000.0,15343328000.0,89718000.0,8077917000.0,2748133000.0,,,461959000.0,2632743000.0,2748133000.0,48545000.0,0.0,-143000.0,100000000.0,581513000.0,219261000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,,,,,,504066000.0,1050832000.0,,4663587000.0,,,-1056725000.0,,,3903000.0,6885847000.0,836676000.0,7928132000.0,,1048936000.0,1984123000.0,,,,,,,,-382176000.0,,-477353000.0,,-34215000.0,0.151852,7089507000.0,3819039000.0,,214156000.0,,,,812734000.0,,,23704000.0,,3564129000.0,,,188283000.0,,844548000.0,-28430000.0,10737972000.0,,,,,,,0.0,,,,,,,0.0,,603904000.0,,,603904000.0,,,,,1503535000.0,,,844548000.0,,0.0,-481256000.0,0.151852,,,-217913000.0,,,,,2604588000.0,,7928132000.0,,,,,,208830000.0,0.0,,,-764010000.0,,,,5835015000.0,907485000.0,,,342498000.0,,,,1984123000.0,,,2962986000.0,,,2748133000.0,,,,,,,,,,,15401559000.0,,8312052000.0,,,,-699169000.0,,1984123000.0,23949000.0,,-120000.0,75000000.0,603904000.0,212253000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,,,,,,576591000.0,1145735000.0,,4288155000.0,,,59897000.0,,,10319000.0,7365477000.0,946044000.0,8499217000.0,,1181020000.0,822382000.0,,,,,,,,-302527000.0,,-828768000.0,,-920893000.0,,5876675000.0,3463875000.0,,199691000.0,,,,939453000.0,,,5596000.0,,3293330000.0,,,199691000.0,,824280000.0,-345268000.0,10467176000.0,,,,,,,0.0,,,,,,,0.0,,618296000.0,,,618296000.0,,,,,1203534000.0,,,824280000.0,,0.0,-839597000.0,,,,895302000.0,,,,,2907911000.0,,8499217000.0,,,,,,321157000.0,0.0,,,-1161741000.0,,,,6219742000.0,658357000.0,,,339912000.0,,,,822382000.0,,,2962986000.0,,,1984123000.0,,,,,,,,,,,14755331000.0,,8878656000.0,,,,55705000.0,,822382000.0,30088000.0,,-108000.0,75000000.0,618296000.0,211479000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,,,,,,458948000.0,1018074000.0,,4045581000.0,,,411274000.0,,,28817000.0,6944286000.0,776030000.0,8954956000.0,,992907000.0,932068000.0,,,,,,,,439674000.0,,-682685000.0,,-27949000.0,0.123502,5673231000.0,3421301000.0,,242044000.0,,,,759860000.0,,,16320000.0,,3784488000.0,,,198783000.0,0.0,624280000.0,-362999000.0,10958336000.0,,,,,,,0.0,,,,,,,0.0,,491158000.0,,,491158000.0,,,,,1040535000.0,,,624280000.0,,0.0,-712902000.0,0.123502,,,1135845000.0,,,,,2468437000.0,,8954956000.0,,,,,,268702000.0,0.0,,,109686000.0,,,,5926212000.0,697922000.0,,,336926000.0,,,,932068000.0,,,2962986000.0,,,822382000.0,,,,,,,,,,,15003917000.0,,9330686000.0,,,,422943000.0,,932068000.0,15958000.0,,-102000.0,117500000.0,491158000.0,217089000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,,902077000.0,0.0,-2727912000.0,811417000.0,,438079000.0,735137000.0,4540771000.0,2960566000.0,,,124645000.0,,,28981000.0,5396291000.0,488951000.0,9373311000.0,-437000.0,733739000.0,562339000.0,2079485000.0,,640535000.0,-2185794000.0,,3932663000.0,97098000.0,-157929000.0,604013000.0,-666702000.0,,-23485000.0,,4540771000.0,2356553000.0,9749052000.0,246186000.0,,,-174792000.0,470407000.0,3949778000.0,22642123000.0,18327000.0,,3732361000.0,,0.0,224660000.0,0.0,604013000.0,-470267000.0,11329257000.0,,2960566000.0,,-402958000.0,902969000.0,,0.0,2079485000.0,2079485000.0,63947000.0,,2748133000.0,117500000.0,0.0,-1006542000.0,366127000.0,-2655508000.0,,366127000.0,,-2479000.0,594563000.0,,640535000.0,11329257000.0,604013000.0,604013000.0,,0.0,-694157000.0,,0.0,,739886000.0,,14289823000.0,853111000.0,,2608291000.0,,9373311000.0,2608291000.0,2356553000.0,3732361000.0,,,104280000.0,0.0,,-460909000.0,-369729000.0,1400000.0,,0.0,4661154000.0,594563000.0,9373311000.0,333885000.0,333885000.0,3047701000.0,438079000.0,2962986000.0,562339000.0,2553120000.0,,2962986000.0,,,932068000.0,26591901000.0,-1206964000.0,,0.522889,562339000.0,0.522889,562339000.0,,9373311000.0,,14289823000.0,72020000.0,9749052000.0,562339000.0,,,45729000.0,2982454000.0,562339000.0,51042000.0,0.0,-107000.0,117500000.0,366127000.0,212290000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,,,,,,3302502000.0,2330758000.0,,26798591000.0,,,688913000.0,,,141475000.0,12061698000.0,1754566000.0,35224075000.0,,2720380000.0,1969349000.0,,,,,,,,789257000.0,,-317705000.0,,-165801000.0,0.140297,11046623000.0,16037859000.0,,576192000.0,,,,1511039000.0,,,240922000.0,,4831995000.0,,,492130000.0,,10760732000.0,-2370147000.0,25152320000.0,,,,,,,0.0,,,,,,,0.0,,1099634000.0,,,1099634000.0,,,,,5604215000.0,,,6113372000.0,,0.0,-1028622000.0,0.140297,,,2991900000.0,,,,,5316031000.0,,35224075000.0,,,,,,411405000.0,0.0,,,1407010000.0,,,,9730940000.0,1537534000.0,,,5627165000.0,,,,1969349000.0,,,5932986000.0,,,562339000.0,,,,,,,,,,,51950911000.0,,40904288000.0,,,,1963278000.0,,1969349000.0,240244000.0,,-10995000.0,2412500000.0,1099634000.0,969097000.0,,569442000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
