,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualCommonStockIssuance,quarterlyRetainedEarnings,annualFreeCashFlow,trailingFreeCashFlow,quarterlyGoodwill,annualTotalRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyDilutedEPS,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualCurrentDebt,annualPretaxIncome,annualEndCashPosition,trailingPurchaseOfInvestment,annualTaxProvision,annualCurrentDeferredRevenue,annualTotalAssets,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualLongTermDebt,annualNetIncome,annualCashDividendsPaid,quarterlyTotalNonCurrentAssets,trailingTotalRevenue,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,annualDilutedAverageShares,annualDilutedEPS,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualOtherNonCashItems,quarterlyGrossProfit,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyNetOtherFinancingCharges,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualBasicAverageShares,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyChangeInInventory,trailingPretaxIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualAccountsReceivable,trailingOperatingCashFlow,annualCurrentAssets,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetPPE,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualOperatingCashFlow,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualOtherIntangibleAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualCurrentLiabilities,annualChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualOtherNonCurrentLiabilities,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOperatingExpense,quarterlyPretaxIncome,trailingGrossProfit,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyBasicEPS,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualGrossPPE,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,trailingCapitalExpenditure,trailingDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,trailingOtherNonCashItems,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalExpenditure,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,annualInvestingCashFlow,annualChangeInInventory,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualInterestExpense,quarterlyDilutedAverageShares,trailingChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyOtherCurrentLiabilities,trailingNetIncome,annualCapitalStock,annualGoodwill,annualStockBasedCompensation,quarterlyTaxProvision,trailingCostOfRevenue,quarterlyNetPPE,annualBasicEPS,annualChangesInAccountReceivables,annualDeferredIncomeTax,quarterlyStockBasedCompensation,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,annualGrossProfit,quarterlyEbitda,annualInventory,quarterlyChangeInCashSupplementalAsReported,annualAccumulatedDepreciation,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingDilutedEPS,annualResearchAndDevelopment,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingChangeInInventory,trailingBasicEPS
733536000,,582600000.0,,,18100000.0,,1065900000.0,,,,,,399800000.0,439000000.0,0.07,,164000000.0,,,,,,,,,,,1984800000.0,10900000.0,,,,,1545800000.0,,-39900000.0,,,,,,,,28300000.0,193100000.0,,197000000.0,,,,,982400000.0,,223400000.0,,,0.0,155714286.0,10900000.0,,,,,,10900000.0,,,182800000.0,206700000.0,-60700000.0,0.0,,,,-100000.0,49000000.0,231100000.0,,,,,,,-11200000.0,,,,,,,,118500000.0,,,1800000.0,,,452400000.0,192300000.0,23700000.0,,,-7000000.0,,,,,1002400000.0,-575700000.0,,,,0.07,,,79300000.0,,,,,,,,,,,77300000.0,2600000.0,77300000.0,5200000.0,,-4900000.0,,,31100000.0,,-4900000.0,,129400000.0,,,,,454500000.0,,,,,1472100000.0,-13800000.0,,,-12400000.0,31900000.0,,,155714286.0,,,267800000.0,,,,,12800000.0,,896400000.0,,,,,,,500000.0,,-100000.0,,,59400000.0,,-41200000.0,,,,,,,,,,,,,,,,
741398400,,584200000.0,,,23300000.0,,1075300000.0,,,,,,408200000.0,444100000.0,0.14,,168500000.0,,,,,,,,,,,1983400000.0,22400000.0,,,,,1539300000.0,,-25200000.0,,,,,,,,29000000.0,192600000.0,,193900000.0,,,,,992400000.0,,246400000.0,,,0.0,160000000.0,22400000.0,,,,,,22400000.0,,,185100000.0,206500000.0,-31600000.0,0.0,,,,100000.0,42900000.0,237200000.0,,,,,,,-11200000.0,,,,,,,,0.0,,,1800000.0,,,446800000.0,197500000.0,43300000.0,,,-5600000.0,,,,,991000000.0,-595300000.0,,,,0.14,,,71700000.0,,,,,,,,,,,79700000.0,2600000.0,79700000.0,5200000.0,,-8100000.0,,,48900000.0,,2300000.0,,155600000.0,,,,,483600000.0,,,,,1493900000.0,-22800000.0,,,-12100000.0,46100000.0,,,160000000.0,,,250000000.0,,,,,20900000.0,,898600000.0,,,,,,,300000.0,,0.0,,,77900000.0,,2400000.0,,,,,,,,,,,,,,,,
749347200,,778400000.0,,,41100000.0,,1059400000.0,,,,,,452300000.0,456700000.0,-0.02,,166500000.0,,,,,,,,,,,1977700000.0,-3000000.0,,,,,1521000000.0,,0.0,,,,,,,,29000000.0,188100000.0,,190200000.0,,,,,1230700000.0,,207700000.0,,,-100000.0,150000000.0,-3000000.0,,,,,,-3000000.0,,,184000000.0,406300000.0,23000000.0,0.0,,,,0.0,43300000.0,237900000.0,,,,,,,-9800000.0,,,,,,,,0.0,,,1800000.0,,,441300000.0,195500000.0,3500000.0,,,-7700000.0,,,,,747000000.0,-614800000.0,,,,-0.02,,,59400000.0,,,,,43100000.0,,,,,,144900000.0,51800000.0,144900000.0,6600000.0,,27300000.0,,,12200000.0,,-1100000.0,,141400000.0,,,,,445600000.0,,,,,1504300000.0,-12400000.0,,,-11300000.0,53500000.0,,,150000000.0,,,259100000.0,,,,,6500000.0,,889500000.0,,,,,,,0.0,,0.0,,,41200000.0,,65200000.0,,,,,,,,,,,,,,,,
757296000,,1060800000.0,1614500000.0,25900000.0,17100000.0,19900000.0,1023000000.0,99600000.0,,,2019700000.0,,553700000.0,493200000.0,,1023000000.0,257500000.0,-150500000.0,64900000.0,49300000.0,0.0,,43200000.0,,3215200000.0,139600000.0,1007800000.0,3215200000.0,-24200000.0,,460100000.0,6100000.0,-47100000.0,2722000000.0,,0.0,126600000.0,,115400000.0,150000000.0,0.04,,,42500000.0,403800000.0,,189000000.0,-255200000.0,,65100000.0,,1614500000.0,100000.0,334500000.0,1600700000.0,,100000.0,,-24100000.0,128800000.0,,150000000.0,42100000.0,,-24100000.0,,,196900000.0,460100000.0,-156900000.0,0.0,,,493200000.0,0.0,47300000.0,301600000.0,,1112000000.0,6000000.0,189000000.0,175300000.0,,-14900000.0,,,1421000000.0,1060800000.0,553700000.0,,,0.0,,255400000.0,1800000.0,403800000.0,,1421000000.0,300000000.0,-21100000.0,,373400000.0,-130200000.0,,42100000.0,,-76400000.0,1600700000.0,-571500000.0,,-25600000.0,,,118500000.0,,139600000.0,,0.0,2722000000.0,1683500000.0,0.0,,,,,756500000.0,42100000.0,64900000.0,42100000.0,8500000.0,,11600000.0,,196900000.0,34500000.0,,-34200000.0,,115400000.0,-75700000.0,,,,636100000.0,-226200000.0,10800000.0,885300000.0,,1683500000.0,-26700000.0,6100000.0,-65100000.0,10200000.0,43800000.0,,25400000.0,,,,373400000.0,,1800000.0,,,3000000.0,,1112000000.0,0.04,,-37900000.0,,,0.0,19100000.0,,200000.0,-5900000.0,1011900000.0,77000000.0,47300000.0,-102800000.0,-571500000.0,,,,,,,,,,,,,,,
765072000,,1062600000.0,,,57500000.0,,1024700000.0,,,,,,536300000.0,478800000.0,0.09,,223000000.0,,,,,,,,,,,3193900000.0,17700000.0,,,,,2715100000.0,,,,,,,,,,38900000.0,405000000.0,,187600000.0,,,,,1598900000.0,,305000000.0,,,200000.0,196666667.0,17700000.0,,,,,,17700000.0,,,198200000.0,459400000.0,20100000.0,0.0,,,,0.0,50300000.0,284500000.0,,,,,,,-15000000.0,,,,,,,,42100000.0,,,1800000.0,,,1408300000.0,261900000.0,34400000.0,,,49400000.0,,,,,1595000000.0,-592000000.0,,,,0.09,,,89200000.0,,,,,,,,,,,65000000.0,2700000.0,65000000.0,8700000.0,,28900000.0,,,43100000.0,,1300000.0,,123400000.0,,,,,589500000.0,,,,,1711200000.0,-29300000.0,,,-83900000.0,86800000.0,,,196666667.0,,,410200000.0,,,,,16700000.0,,1119200000.0,,,,,,,200000.0,,,-5500000.0,,82000000.0,,23000000.0,,,,,,,,,,,,,,,,
772934400,,1008700000.0,,,87800000.0,,1044100000.0,,,,,,515200000.0,429100000.0,0.16,,230400000.0,,,,,,,,,,,3086800000.0,34300000.0,,,,,2657700000.0,,,,,,,,,,38800000.0,403600000.0,,186500000.0,,,,,1523900000.0,,303700000.0,,,700000.0,214375000.0,34300000.0,,,,,,34300000.0,,,191300000.0,413800000.0,-30400000.0,0.0,,,,38800000.0,27000000.0,293000000.0,,,,,,,-14900000.0,,,,,,,,0.0,,,1800000.0,,,1378800000.0,269200000.0,65700000.0,,,-43600000.0,,,,,1562900000.0,-615700000.0,,,,0.16,,,91900000.0,,,,,,,,,,,64900000.0,52700000.0,64900000.0,8000000.0,,-1800000.0,,,34500000.0,,-6800000.0,,127300000.0,,,,,596700000.0,,,,,1708100000.0,23300000.0,,,-34300000.0,64500000.0,,,214375000.0,,,335200000.0,,,,,31400000.0,,1092400000.0,,,,,,,1000000.0,,,-19900000.0,,73300000.0,,-200000.0,,,,,,,,,,,,,,,,
780883200,,1031000000.0,,,-65200000.0,,1150800000.0,,,,,,597800000.0,542000000.0,0.58,,201900000.0,,,,,,,,,,,3224900000.0,120600000.0,,,,,2682900000.0,,-25400000.0,,,,,,,,36100000.0,442300000.0,,189000000.0,,,,,1628800000.0,,271300000.0,,,200000.0,207931034.0,120600000.0,,,,,,120600000.0,,,175500000.0,413200000.0,85900000.0,0.0,,,,205500000.0,29500000.0,255900000.0,,,,,,,-14600000.0,,,,,,,,0.0,,,1800000.0,,,1384500000.0,238000000.0,232500000.0,,,-13300000.0,,,,,1596100000.0,-637900000.0,,,,0.58,,,94100000.0,,,,,,,,,,,99700000.0,52700000.0,99700000.0,6200000.0,,-108700000.0,,,33300000.0,,-11700000.0,,139100000.0,,,,,527200000.0,,,,,1747300000.0,-101500000.0,,,-87400000.0,36300000.0,,,207931034.0,,,406000000.0,,,,,111900000.0,,1109400000.0,,,,,,,900000.0,,,-72700000.0,,69400000.0,,34800000.0,,,,,,,,,,,,,,,,
788832000,,1141100000.0,1592300000.0,-11200000.0,-84700000.0,2600000.0,1179700000.0,-4600000.0,,,2357600000.0,,451200000.0,411800000.0,,1179700000.0,228300000.0,-700000.0,2700000.0,387200000.0,0.0,,173900000.0,,3137600000.0,92100000.0,1108400000.0,3137600000.0,40500000.0,,523200000.0,213300000.0,-58300000.0,2725800000.0,,100000.0,211300000.0,,121500000.0,210609756.0,1.025,,,40500000.0,441300000.0,,187500000.0,-232800000.0,,88400000.0,,1592300000.0,-100000.0,330300000.0,1545300000.0,,0.0,,40600000.0,154300000.0,,208140000.0,41400000.0,,40600000.0,,,176600000.0,523200000.0,36600000.0,0.0,,,411800000.0,-5000000.0,30500000.0,275100000.0,,1158800000.0,213200000.0,187500000.0,181600000.0,,-13800000.0,,,1379500000.0,1141100000.0,451200000.0,,,0.0,,365600000.0,1800000.0,441300000.0,,1379500000.0,268800000.0,54400000.0,,327000000.0,6800000.0,,41400000.0,,-600000.0,1545300000.0,-660000000.0,,-294400000.0,,,42100000.0,,92100000.0,,200800000.0,2725800000.0,1818800000.0,,,,,,883600000.0,41400000.0,2700000.0,41400000.0,5300000.0,,70400000.0,,176600000.0,61500000.0,,-16500000.0,,121500000.0,-186200000.0,,,,605400000.0,112200000.0,-4000000.0,1037900000.0,,1818800000.0,-78700000.0,213300000.0,-88400000.0,-88800000.0,-6000000.0,,28200000.0,,,,327000000.0,,1800000.0,,,13800000.0,,1158800000.0,1.025,,-33700000.0,,,1100000.0,500000.0,,0.0,-134700000.0,1249200000.0,102000000.0,30500000.0,-58200000.0,-660000000.0,,,,,,,,,,,,,,,
796608000,,1249200000.0,,,33700000.0,,1193400000.0,,,,,,496600000.0,573700000.0,0.14,,206100000.0,,,,,,,,,,,3287900000.0,27400000.0,,,,,2714200000.0,,-39400000.0,,,,,,,,36400000.0,438800000.0,,189900000.0,,,,,1745800000.0,,259700000.0,,,0.0,195714286.0,27400000.0,,,,,,27400000.0,,,172400000.0,638000000.0,-79500000.0,0.0,,,,41900000.0,32800000.0,271200000.0,,,,,,,-13700000.0,,,,,,,,41400000.0,,,1800000.0,,,1360400000.0,242500000.0,51900000.0,,,-4400000.0,,,,,1542100000.0,-675200000.0,,,,0.14,,,85400000.0,,,,,,,,,,,174800000.0,64300000.0,174800000.0,7300000.0,,13400000.0,,,17200000.0,,-5600000.0,,101400000.0,,,,,530900000.0,,,,,1839100000.0,-35700000.0,,,143500000.0,69400000.0,,,195714286.0,,,330900000.0,,,,,24500000.0,,1163900000.0,,,,,,,200000.0,,,-18600000.0,,53600000.0,,133400000.0,,,,,,,,,,,,,,,,
804470400,,1250600000.0,,,47700000.0,,1223600000.0,,,,,,514900000.0,492200000.0,0.23,,211900000.0,,,,,,,,,,,3309300000.0,43300000.0,,,,,2817100000.0,,0.0,,,,,,,,35900000.0,444400000.0,,195800000.0,,,,,1765500000.0,,329400000.0,,,200000.0,188260870.0,43300000.0,,,,,,43300000.0,,,168600000.0,637600000.0,-102000000.0,0.0,,,,2600000.0,34800000.0,281000000.0,,,,,,,-13600000.0,,,,,,,,0.0,,,1800000.0,,,1409600000.0,247800000.0,77500000.0,,,-66700000.0,,,,,1543800000.0,-695100000.0,,,,0.23,,,86900000.0,,,,,,,,,,,124200000.0,52800000.0,124200000.0,6700000.0,,34400000.0,,,81600000.0,,-7300000.0,,115200000.0,,,,,610400000.0,,,,,1906800000.0,-55000000.0,,,-51400000.0,102700000.0,,,188260870.0,,,346900000.0,,,,,34200000.0,,1211700000.0,,,,,,,500000.0,,,-26400000.0,,117500000.0,,-50600000.0,,,,,,,,,,,,,,,,
812419200,,1267700000.0,,,-94400000.0,,1242900000.0,,,,,,490900000.0,460700000.0,0.17,,209700000.0,,,,,,,,,,,3320800000.0,32200000.0,,,,,2860100000.0,,0.0,,,,,,,,37000000.0,459200000.0,,211200000.0,,,,,1758600000.0,,287000000.0,,,100000.0,189411765.0,32200000.0,,,,,,32200000.0,,,170600000.0,637900000.0,-19800000.0,0.0,,,,15600000.0,40300000.0,285700000.0,,,,,,,-13500000.0,,,,,,,,0.0,,,,,,1400300000.0,246800000.0,50200000.0,,,66000000.0,,,,,1562200000.0,-718300000.0,,,,0.17,,,78900000.0,,,,,19700000.0,,,,,,77400000.0,3000000.0,77400000.0,5600000.0,,-12900000.0,,,40200000.0,,-400000.0,,144900000.0,,,,,572700000.0,,,,,1966900000.0,-133000000.0,,,-65500000.0,38600000.0,,,189411765.0,,,343000000.0,,,,,18000000.0,,1248600000.0,,,,,,,600000.0,,,-1500000.0,,77300000.0,,-46800000.0,,,,,,,,,,,,,,,,
820368000,,1247700000.0,1764600000.0,84700000.0,107500000.0,1900000.0,1262000000.0,94500000.0,,,2409400000.0,,516900000.0,462600000.0,,1262000000.0,248700000.0,-89000000.0,3100000.0,228700000.0,0.0,,92800000.0,,3376700000.0,50400000.0,1165400000.0,3376700000.0,33000000.0,,637900000.0,135900000.0,-54300000.0,2914100000.0,,0.0,228600000.0,,156700000.0,193962264.0,0.7,,,29700000.0,441100000.0,,243200000.0,-50000000.0,,39400000.0,,1764600000.0,-43900000.0,327600000.0,1612100000.0,,-300000.0,,33100000.0,139000000.0,,193708000.0,91400000.0,,33100000.0,,,168700000.0,637900000.0,-52300000.0,0.0,,,462600000.0,5500000.0,42800000.0,327500000.0,,1276100000.0,135800000.0,243200000.0,295200000.0,,-13500000.0,,,1394800000.0,1247700000.0,516900000.0,,,0.0,,367600000.0,1800000.0,441100000.0,,1394800000.0,278400000.0,49200000.0,,357100000.0,-83900000.0,,91400000.0,,50000000.0,1612100000.0,-740900000.0,,8500000.0,,,41400000.0,,50400000.0,,25300000.0,2914100000.0,2017000000.0,0.0,,,,,876400000.0,91400000.0,3100000.0,91400000.0,5500000.0,,49800000.0,,168700000.0,49200000.0,,4100000.0,,156700000.0,-200700000.0,,,,655100000.0,-253600000.0,-12700000.0,1015400000.0,,2017000000.0,23000000.0,135900000.0,-39400000.0,-18100000.0,84500000.0,,25200000.0,,,,357100000.0,,1800000.0,,,16100000.0,,1276100000.0,0.7,,-9200000.0,,,0.0,600000.0,,-32600000.0,-3500000.0,1244000000.0,78900000.0,42800000.0,14000000.0,-740900000.0,,,,,,,,,,,,,,,
828230400,,1252000000.0,,,-19800000.0,,1281000000.0,,,,,,493700000.0,453800000.0,0.17,,219400000.0,,,,,,,,,,,3377500000.0,32700000.0,,,,,2923700000.0,,,,,,,,,,35600000.0,456600000.0,,247400000.0,,,,,1745700000.0,,315700000.0,,,-1100000.0,192352941.0,32700000.0,,,,,,32700000.0,,,157800000.0,637600000.0,-47400000.0,0.0,,,,4700000.0,46100000.0,306800000.0,,,,,,,-13700000.0,,,,,,,,91400000.0,,,1800000.0,,,1385200000.0,255000000.0,58900000.0,,,-700000.0,,,,,1631800000.0,-766200000.0,,,,0.17,,,56200000.0,,,,,,,,,,,55500000.0,3300000.0,55500000.0,6400000.0,,,,,60700000.0,,,,130700000.0,,,,,622500000.0,,,,,2057300000.0,-46700000.0,,,-15500000.0,26900000.0,,,192352941.0,,,359700000.0,,,,,26200000.0,,1291100000.0,,,,,,,100000.0,,,,,96300000.0,,-36000000.0,,,,,,,,,,,,,,,,
836092800,,1251700000.0,,,59300000.0,,1314100000.0,,,,,,527100000.0,486500000.0,0.24,,221200000.0,,,,,,,,,,,3440700000.0,46800000.0,,,,,2954200000.0,,,,,,,,,,36300000.0,458600000.0,,244100000.0,,,,,1778800000.0,,347700000.0,,,1100000.0,195000000.0,46800000.0,,,,,,46800000.0,,,155500000.0,637600000.0,-52300000.0,0.0,,,,2200000.0,38700000.0,297500000.0,,,,,,,-13700000.0,,,,,,,,0.0,,,1800000.0,,,1407600000.0,257500000.0,86500000.0,,,15800000.0,,,,,1661900000.0,-772700000.0,,,,0.24,,,54500000.0,,,,,,,,,,,113600000.0,3400000.0,113600000.0,6000000.0,,,,,90200000.0,,,,147000000.0,,,,,645200000.0,,,,,2075200000.0,-68100000.0,,,-17000000.0,127400000.0,,,195000000.0,,,376700000.0,,,,,39700000.0,,1302500000.0,,,,,,,200000.0,,,,,126500000.0,,58200000.0,,,,,,,,,,,,,,,,
844041600,,1381900000.0,,,-178500000.0,,1252900000.0,,,,,,568900000.0,438200000.0,-0.25,,358900000.0,,,,,,,,,,,3519600000.0,-47700000.0,,,,,3081400000.0,,,,,,,,,,39000000.0,460300000.0,,245100000.0,,,,,1950800000.0,,334000000.0,,,100000.0,190800000.0,-47700000.0,,,,,,-47700000.0,,,130500000.0,791100000.0,-291800000.0,0.0,,,,31500000.0,25900000.0,295000000.0,,,,,,,-13600000.0,,,,,,,,0.0,,,1800000.0,,,1476300000.0,397900000.0,-40400000.0,,,-16800000.0,,,,,1568800000.0,-784900000.0,,,,-0.25,,,82500000.0,,,,,,,,,,,43800000.0,3400000.0,43800000.0,8000000.0,,,,,-63900000.0,,,,156300000.0,,,,,629000000.0,,,,,2144900000.0,-291900000.0,,,108600000.0,113400000.0,,,190800000.0,,,409200000.0,,,,,7300000.0,,1360000000.0,,,,,,,300000.0,,,-31200000.0,,-24900000.0,,-69900000.0,,,,,,,,,,,,,,,,
851990400,,1261000000.0,1914700000.0,70800000.0,353700000.0,,1290900000.0,214700000.0,,,2615000000.0,,653700000.0,478800000.0,,1290900000.0,159800000.0,-227300000.0,48900000.0,197900000.0,0.0,,113400000.0,,3539900000.0,96700000.0,1200000000.0,3539900000.0,52700000.0,,636600000.0,84500000.0,-55500000.0,3061100000.0,,,300000000.0,,171900000.0,198125000.0,0.435,,,37000000.0,435800000.0,,265400000.0,-43300000.0,,,,1914700000.0,39600000.0,417600000.0,1625200000.0,,0.0,,52700000.0,147900000.0,,194586000.0,39100000.0,,52700000.0,,,188600000.0,636600000.0,-30200000.0,0.0,,,478800000.0,-121800000.0,33800000.0,300600000.0,,1358000000.0,84400000.0,265400000.0,426000000.0,,-14500000.0,,,1437700000.0,1261000000.0,653700000.0,,,0.0,,447900000.0,1800000.0,435800000.0,,1437700000.0,196800000.0,92900000.0,,432900000.0,-225600000.0,,39100000.0,,-52300000.0,1625200000.0,-807100000.0,,-56600000.0,,,91400000.0,,96700000.0,,-75700000.0,3061100000.0,2165100000.0,,,,,,967100000.0,39100000.0,48900000.0,39100000.0,6000000.0,,,,188600000.0,220800000.0,,,,171900000.0,-211300000.0,,,,718200000.0,-421700000.0,9000000.0,1115000000.0,,2165100000.0,195400000.0,84500000.0,,-132700000.0,158300000.0,,26400000.0,,,,432900000.0,,1800000.0,,,40200000.0,,1358000000.0,0.435,,-6000000.0,,,100000.0,,,,-8400000.0,1415000000.0,257800000.0,33800000.0,-4600000.0,-807100000.0,,,,,,,,,,,,,,,
859766400,,1265700000.0,,,59900000.0,,1327700000.0,,,,,,641500000.0,469300000.0,0.26,,249900000.0,,,,,,,,,,,3563500000.0,51800000.0,,,,,3094200000.0,,,,,,,,,,40400000.0,440500000.0,,277800000.0,,,,,1907200000.0,,391600000.0,,,0.0,199230769.0,51800000.0,,,,,,51800000.0,,,188700000.0,636500000.0,-44700000.0,0.0,,,,1300000.0,37700000.0,300900000.0,,,,,,,-14700000.0,,,,,,,,39100000.0,,,,,,1422900000.0,290300000.0,94200000.0,,,0.0,,,,,1656300000.0,-832700000.0,,,,0.26,,,90300000.0,,,,,,,,,,,45800000.0,18800000.0,45800000.0,8300000.0,,,,,101300000.0,,,,199900000.0,,,,,692500000.0,,,,,2226200000.0,-44700000.0,,,-53300000.0,104600000.0,,,199230769.0,,,422800000.0,,,,,42400000.0,,1393500000.0,,,,,,,4000000.0,,,-11000000.0,,141700000.0,,6700000.0,,,,,,,,,,,,,,,,
867628800,,1257400000.0,,,36300000.0,,1397400000.0,,,,,,655200000.0,462300000.0,0.43,,258700000.0,,,,,,,,,,,3535700000.0,84900000.0,,,,,3073400000.0,,,,,,,,,,43600000.0,466200000.0,,270400000.0,,,,,1912600000.0,,429600000.0,,,400000.0,197441860.0,84900000.0,,,,,,84900000.0,,,155100000.0,636100000.0,-38900000.0,0.0,,,,3100000.0,31700000.0,292300000.0,,,,,,,-15400000.0,,,,,,,,0.0,,,,,,1405700000.0,302300000.0,119000000.0,,,-300000.0,,,,,1623100000.0,-864300000.0,,,,0.43,,,89800000.0,,,,,,,,,,,38500000.0,77800000.0,38500000.0,11400000.0,,,,,127300000.0,,,,175300000.0,,,,,721900000.0,,,,,2261600000.0,-50100000.0,,,-54700000.0,86400000.0,,,197441860.0,,,402100000.0,,,,,34100000.0,,1397300000.0,,,,,,,1100000.0,,,-99200000.0,,170900000.0,,-7300000.0,,,,,,,,,,,,,,,,
875577600,,1263400000.0,,,86200000.0,,1428200000.0,,,,,,623900000.0,474400000.0,0.23,,242200000.0,,,,,,,,,,,3531000000.0,46200000.0,,,,,3056600000.0,,,,,,,,,,44700000.0,472300000.0,,276200000.0,,,,,1887300000.0,,378300000.0,,,-100000.0,200869565.0,46200000.0,,,,,,46200000.0,,,154900000.0,636200000.0,-31300000.0,0.0,,,,3400000.0,30200000.0,305300000.0,,,,,,,-15300000.0,,,,,,,,0.0,,,,,,1396500000.0,286900000.0,83000000.0,,,100000.0,,,,,1643700000.0,-888000000.0,,,,0.23,,,93800000.0,,,,,,,,,,,37800000.0,22900000.0,37800000.0,11700000.0,,,,,91400000.0,,,,186100000.0,,,,,683600000.0,,,,,2271900000.0,-31800000.0,,,-87400000.0,118000000.0,,,200869565.0,,,414900000.0,,,,,36800000.0,,1383900000.0,,,,,,,1200000.0,,,-17100000.0,,136100000.0,,-700000.0,,,,,,,,,,,,,,,,
