,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyGoodwill,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,trailingPretaxIncome,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualPretaxIncome,annualEndCashPosition,annualCurrentDebt,annualTaxProvision,annualCurrentDeferredRevenue,annualTotalAssets,annualOtherCurrentAssets,trailingOperatingIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,annualNetIncome,annualLongTermDebt,annualCashDividendsPaid,trailingTotalRevenue,annualOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,trailingTaxProvision,annualDilutedAverageShares,quarterlyPurchaseOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyBasicAverageShares,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeContinuousOperations,annualBasicAverageShares,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,quarterlyEndCashPosition,annualCurrentAssets,quarterlyInventory,annualNetPPE,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualCurrentLiabilities,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualCommonStockIssuance,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyBasicEPS,annualOtherIncomeExpense,annualGrossPPE,annualTotalNonCurrentAssets,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,annualSellingGeneralAndAdministration,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,quarterlyAccountsPayable,annualCapitalExpenditure,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualInvestingCashFlow,quarterlyTotalRevenue,annualChangeInInventory,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualInterestExpense,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,quarterlyDilutedAverageShares,annualPurchaseOfInvestment,annualCapitalStock,trailingNetIncome,annualGoodwill,quarterlyTaxProvision,annualTotalRevenue,annualBasicEPS,annualStockBasedCompensation,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyNetPPE,quarterlyStockBasedCompensation,annualDeferredIncomeTax,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualAccumulatedDepreciation,quarterlyOtherNonCashItems,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,annualInventory,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingDilutedEPS,annualChangeInAccountPayable,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
765072000,273300000.0,,,,39900000.0,98200000.0,,,,206700000.0,299400000.0,,0.002964,,,20300000.0,,,,,,,,,,570800000.0,800000.0,,271400000.0,,,,,,,,,8700000.0,28500000.0,,,,,100000.0,,,480000000.0,,,,46400000.0,269865067.0,,,3800000.0,8800000.0,,,,,800000.0,30000000.0,214800000.0,-6500000.0,,1800000.0,,0.0,,91500000.0,,,,,,,,,152900000.0,-2600000.0,,,,,40500000.0,,,,,,83800000.0,14200000.0,,29000000.0,,-300000.0,,,,,,90800000.0,,-207800000.0,,,35600000.0,,,0.002964,,,,1200000.0,,,,45500000.0,49100000.0,,49100000.0,5000000.0,,,,27900000.0,,,17400000.0,,3100000.0,,,65100000.0,,,,,,199300000.0,,395300000.0,,,-7400000.0,,,-32100000.0,47300000.0,,,96100000.0,,269865067.0,,,,,5400000.0,,,,,,187500000.0,,,,,,,,-1200000.0,,-74100000.0,8600000.0,26100000.0,,,,,,,,,,,,,,,,,,,,
772934400,311800000.0,,,,28000000.0,94800000.0,,,,205600000.0,320900000.0,,0.04002,,,20700000.0,,,,,,,,,,581300000.0,9700000.0,,260400000.0,,,,,,,,,8800000.0,28100000.0,,,,,-100000.0,,,517400000.0,,,,50900000.0,242378811.0,,,0.0,9700000.0,,,,,9700000.0,29100000.0,254600000.0,8400000.0,,-100000.0,,0.0,,93800000.0,,,,,,,,,158800000.0,-2200000.0,,,,,0.0,,,,,,79400000.0,16200000.0,,29500000.0,,6700000.0,,,,,,63900000.0,,-211200000.0,,,30200000.0,,,0.04002,,,,5700000.0,,,,20200000.0,67000000.0,,67000000.0,5200000.0,,,,14500000.0,,,21400000.0,,-1200000.0,,,71900000.0,,,,,,209700000.0,,392300000.0,,,-4000000.0,,,-22600000.0,32000000.0,,,113500000.0,,242378811.0,,,,,6500000.0,,,,,,181100000.0,,,,,,,,200000.0,,-36100000.0,17900000.0,30200000.0,,,,,,,,,,,,,,,,,,,,
780883200,282900000.0,,,,3900000.0,102900000.0,,,,179800000.0,267300000.0,,0.042984,,,19300000.0,,,,,,,,,,527700000.0,10200000.0,,260400000.0,,,,,,,,,8800000.0,26800000.0,,,,,0.0,,,462700000.0,,,,48400000.0,237295146.0,,,-1500000.0,10200000.0,,,,,10200000.0,28700000.0,227400000.0,-5200000.0,,1700000.0,,0.0,,98000000.0,,,,,,,,,150300000.0,-2000000.0,,,,,0.0,,,,,,80500000.0,15800000.0,,28100000.0,,-7600000.0,,,,,,65000000.0,,-217400000.0,,,31800000.0,,,0.042984,,,,500000.0,,,,5400000.0,18900000.0,,18900000.0,6100000.0,,,,,,,20300000.0,,-500000.0,,,63200000.0,,,,,,198700000.0,,397300000.0,,,-5400000.0,,,-52200000.0,9300000.0,,,111200000.0,,237295146.0,,,,,5600000.0,,,,,,179900000.0,,,,,,,,,,-8600000.0,-48100000.0,29100000.0,,,,,,,,,,,,,,,,,,,,
788832000,245600000.0,,428800000.0,3900000.0,16800000.0,111200000.0,88600000.0,,,183200000.0,254000000.0,,,,111200000.0,18900000.0,-300000.0,61800000.0,0.0,11800000.0,22800000.0,,502000000.0,30500000.0,,502000000.0,10300000.0,612100000.0,248000000.0,31000000.0,190300000.0,-8900000.0,,79400000.0,74900000.0,,,11000000.0,26800000.0,,286500585.0,,,43500000.0,,,428800000.0,17400000.0,-4900000.0,,50100000.0,,73200000.0,-118800000.0,3200000.0,10300000.0,282628956.0,37300000.0,7200000.0,,10300000.0,28500000.0,190300000.0,-3800000.0,,800000.0,,0.0,254000000.0,100600000.0,175100000.0,31000000.0,,,183200000.0,43500000.0,111700000.0,,150200000.0,-2100000.0,,,245600000.0,29400000.0,0.0,,,116700000.0,,,29400000.0,15600000.0,26800000.0,29900000.0,96500000.0,900000.0,,,7200000.0,,-33200000.0,73200000.0,,-221500000.0,-137900000.0,,30500000.0,,40500000.0,,4100000.0,396600000.0,248000000.0,10000000.0,,,,11800000.0,7200000.0,79200000.0,7200000.0,5300000.0,,,,,,28500000.0,20200000.0,,3400000.0,,0.108202,74900000.0,-23100000.0,,,,-7100000.0,200300000.0,-9900000.0,396600000.0,116500000.0,,-6300000.0,39000000.0,,-31000000.0,23100000.0,,21600000.0,96500000.0,,,-1100000.0,,,,5300000.0,808000000.0,0.109684,,,,175100000.0,,4800000.0,,5500000.0,,,-221500000.0,,195900000.0,0.0,-11600000.0,31200000.0,100600000.0,,,,,,,,,,,,,,,,,,,
796608000,247000000.0,,,,-4700000.0,119900000.0,,,,245400000.0,275800000.0,,0.045949,,,22100000.0,,,,,,,,,,559600000.0,10700000.0,,283800000.0,,,,,,,,,9300000.0,28000000.0,,,,,100000.0,,,492400000.0,,,,53800000.0,232867437.0,,,600000.0,10700000.0,,,,,10700000.0,28300000.0,190700000.0,-37500000.0,,500000.0,,0.0,,107800000.0,,,,,,,,,165800000.0,-2000000.0,,,,,7200000.0,,,,,,112600000.0,17900000.0,,31400000.0,,-32500000.0,,,,,,67200000.0,,-224400000.0,,,31000000.0,,,0.045949,,,,,,,,62600000.0,5400000.0,,5400000.0,5000000.0,,,,,,,22400000.0,,300000.0,,,77000000.0,,,,,,219600000.0,,395500000.0,,,-5000000.0,,,35400000.0,300000.0,,,105800000.0,,232867437.0,,,,,7200000.0,,,,,,171100000.0,,,,,,,,-20000000.0,,-13900000.0,-1800000.0,31700000.0,,,,,,,,,,,,,,,,,,,,
804470400,238800000.0,,,,24800000.0,129300000.0,,,,235900000.0,285900000.0,,0.100791,,,19600000.0,,,,,,,,,,554100000.0,22600000.0,,268200000.0,,,,,,,,,8200000.0,28700000.0,,,,,0.0,,,474700000.0,,,,52300000.0,224226122.0,,,700000.0,11900000.0,,,,,22600000.0,24600000.0,185500000.0,27000000.0,,100000.0,,0.0,,109400000.0,,,,,,,,,166800000.0,-2000000.0,,,,,0.0,,,,,,99500000.0,19200000.0,,27800000.0,,-5900000.0,,,,,,79400000.0,,-218700000.0,,,26500000.0,,,0.100791,,,,,,,,32300000.0,16900000.0,,16900000.0,5400000.0,,,,,,,24500000.0,,-2400000.0,,,80500000.0,,,,,,219100000.0,,387400000.0,,,-8200000.0,,,-48600000.0,33000000.0,,,123100000.0,,224226122.0,,,,,7300000.0,,,,,,168700000.0,,,,,,,,18400000.0,,-11800000.0,11500000.0,32700000.0,,,,,,,,,,,,,,,,,,,,
812419200,203500000.0,,,,-7400000.0,135500000.0,,,,237800000.0,258800000.0,,0.037056,,,18500000.0,,,,,,,,,,522200000.0,8100000.0,,263400000.0,,,,,,,,,8100000.0,27400000.0,,,,,0.0,,,441300000.0,,,,48000000.0,218590705.0,,,2100000.0,10800000.0,,,,,8100000.0,25600000.0,150500000.0,-5500000.0,,200000.0,,0.0,,102400000.0,,,,,,,,,156900000.0,-2000000.0,,,,,0.0,,,,,,93800000.0,16700000.0,,26600000.0,,200000.0,,,,,,80900000.0,,-224800000.0,,,25300000.0,,,0.037056,,,,1000000.0,,,,67200000.0,3300000.0,,3300000.0,4900000.0,,,,,,,21400000.0,,500000.0,,,69500000.0,,,,,,204900000.0,,394400000.0,,,-6700000.0,,,-7300000.0,-700000.0,,,101100000.0,,218590705.0,,,,,5900000.0,,,,,,169600000.0,,,,,,,,-20100000.0,,-7300000.0,-13600000.0,29500000.0,,,,,,,,,,,,,,,,,,,,
820368000,228900000.0,,439600000.0,-14000000.0,21000000.0,124500000.0,33700000.0,,,210700000.0,249300000.0,,,,124500000.0,16500000.0,-1700000.0,69300000.0,0.0,56400000.0,25500000.0,,526700000.0,22000000.0,,526700000.0,10900000.0,638900000.0,277400000.0,52300000.0,150400000.0,-8000000.0,,89300000.0,76600000.0,,,8900000.0,46600000.0,,191765530.0,,,55300000.0,,,439600000.0,4700000.0,-300000.0,,47200000.0,,87100000.0,-39600000.0,-3500000.0,10900000.0,189703535.0,34500000.0,7000000.0,,10900000.0,31900000.0,150400000.0,-12700000.0,,-700000.0,,0.0,249300000.0,101500000.0,176800000.0,52300000.0,,,210700000.0,55300000.0,65400000.0,6300000.0,154700000.0,-2000000.0,,,228900000.0,45300000.0,0.0,,,123800000.0,,,45300000.0,16300000.0,46600000.0,25400000.0,77700000.0,36500000.0,,,7000000.0,,-200000.0,87100000.0,,-217400000.0,-36900000.0,,22000000.0,,7200000.0,,100000.0,394200000.0,277400000.0,600000.0,,,,56400000.0,7000000.0,74800000.0,7000000.0,4900000.0,,,,,,31900000.0,21800000.0,,5600000.0,,0.272729,76600000.0,-31700000.0,,,,-28700000.0,201900000.0,1200000.0,394200000.0,109300000.0,,-11800000.0,43800000.0,,-16400000.0,32800000.0,,20200000.0,77700000.0,,,,,,,5400000.0,837500000.0,0.275693,,,,176800000.0,,4000000.0,,-100000.0,,,-217400000.0,21400000.0,198600000.0,-6600000.0,3700000.0,30700000.0,101500000.0,,,,,,,,,,,,,,,,,,,
828230400,228700000.0,,,,-8400000.0,134700000.0,,,,226800000.0,274000000.0,,0.054842,,,19900000.0,,,,,,,,,,549600000.0,12200000.0,,275600000.0,,,,,,,,,9100000.0,45900000.0,,,,,0.0,,,455500000.0,,,,52500000.0,222456339.0,,,1100000.0,12200000.0,,,,,12200000.0,32400000.0,150400000.0,-7500000.0,,500000.0,,0.0,,101900000.0,,,,,,,,,175100000.0,-2000000.0,,,,,7000000.0,,,,,,98200000.0,19200000.0,,29000000.0,,-1100000.0,,,,,,94100000.0,,-238500000.0,,,25500000.0,,,0.054842,,,,,,,,68500000.0,3300000.0,,3300000.0,4800000.0,,,,,,,23500000.0,,-600000.0,,,73400000.0,,,,,,227600000.0,,415900000.0,,,-6400000.0,,,5800000.0,-2000000.0,,,84900000.0,,222456339.0,,,,,7000000.0,,,,,,177400000.0,,,,,,,,-22700000.0,,-5300000.0,-3700000.0,32600000.0,,,,,,,,,,,,,,,,,,,,
836092800,229000000.0,,,,23300000.0,145800000.0,,,,214400000.0,268700000.0,,0.059289,,,19400000.0,,,,,,,,,,547700000.0,13000000.0,,279000000.0,,,,,,,,,9000000.0,46500000.0,,,,,0.0,,,443400000.0,,,,52600000.0,219265367.0,,,-1100000.0,13000000.0,,,,,13000000.0,32200000.0,150300000.0,-10000000.0,,800000.0,,0.0,,97600000.0,,,,,,,,,171400000.0,-1900000.0,,,,,0.0,,,,,,99200000.0,20000000.0,,28400000.0,,700000.0,,,,,,104300000.0,,-245800000.0,,,25200000.0,,,0.059289,,,,,,,,70700000.0,4200000.0,,4200000.0,5000000.0,,,,,,,24200000.0,,700000.0,,,51500000.0,,,,,,224000000.0,,425600000.0,,,-8500000.0,,,-20900000.0,31800000.0,,,92200000.0,,219265367.0,,,,,7000000.0,,,,,,179800000.0,,,,,,,,9100000.0,,-5400000.0,800000.0,33200000.0,,,,,,,,,,,,,,,,,,,,
844041600,224000000.0,,,,7500000.0,178000000.0,,,,202500000.0,259200000.0,,0.059289,,,18200000.0,,,,,,,,,,541100000.0,13000000.0,,281900000.0,,,,,,,,,8500000.0,40600000.0,,,500000.0,,0.0,,,426500000.0,,,,50400000.0,219265367.0,,,-200000.0,13000000.0,,,,,13000000.0,33100000.0,150300000.0,-8700000.0,,700000.0,,0.0,,92100000.0,,,,,,,,,162400000.0,-2000000.0,,,,,0.0,,,,,,100000000.0,19800000.0,,26700000.0,,-600000.0,,,,,,114600000.0,,-252300000.0,,,24900000.0,,,0.059289,,,,,,,,50000000.0,7200000.0,,7200000.0,4700000.0,,,,,,,23700000.0,,1000000.0,,,67200000.0,,,,,,212800000.0,,434200000.0,,,-8600000.0,,,-4400000.0,16100000.0,,,85300000.0,,219265367.0,,,,,6800000.0,,,,,,181900000.0,,,,,1200000.0,,,-6300000.0,,-1800000.0,3100000.0,32200000.0,,,,,,,,,,,,,,,,,,,,
851990400,222400000.0,,408400000.0,-7200000.0,11100000.0,157800000.0,33500000.0,,,186000000.0,247000000.0,,,,157800000.0,18600000.0,-1900000.0,78700000.0,0.0,31900000.0,27500000.0,,537900000.0,23300000.0,,537900000.0,13100000.0,662700000.0,290900000.0,51200000.0,150300000.0,-7900000.0,,95000000.0,78000000.0,,,8300000.0,37000000.0,,224303433.0,,,56600000.0,,,408400000.0,1600000.0,-6600000.0,,50600000.0,,129500000.0,-12500000.0,800000.0,13100000.0,220017380.0,34900000.0,3100000.0,,13100000.0,35100000.0,150300000.0,-15300000.0,,600000.0,,0.0,247000000.0,94400000.0,192400000.0,51200000.0,,,186000000.0,56600000.0,74700000.0,7000000.0,153700000.0,-2000000.0,,,222400000.0,41900000.0,0.0,,,129900000.0,,,41900000.0,19900000.0,37000000.0,26900000.0,76100000.0,-900000.0,,,3100000.0,,-4000000.0,129500000.0,,-256200000.0,-37200000.0,,23300000.0,,7000000.0,,2700000.0,448600000.0,290900000.0,,,,,31900000.0,3100000.0,76100000.0,3100000.0,4600000.0,,,,,,35100000.0,23700000.0,,1300000.0,,0.228262,78000000.0,-41200000.0,,,,-41500000.0,204300000.0,7900000.0,448600000.0,111000000.0,,-17700000.0,51200000.0,,-17700000.0,28800000.0,,19100000.0,76100000.0,,,,,,,6800000.0,868700000.0,0.232709,,,,192400000.0,,2400000.0,,600000.0,1300000.0,,-256200000.0,13300000.0,206000000.0,0.0,-4200000.0,32000000.0,94400000.0,,,,,,,,,,,,,,,,,,,
859766400,221300000.0,,,,-8600000.0,169500000.0,,,,187500000.0,262100000.0,,0.060771,,,19700000.0,,,,,,,,,,545200000.0,13700000.0,,283100000.0,,,,,,,,,9000000.0,36900000.0,,,-1300000.0,,100000.0,,,408800000.0,,,,53700000.0,220068537.0,,,100000.0,13700000.0,,,,,13700000.0,34100000.0,150300000.0,-8600000.0,,1100000.0,,0.0,,93300000.0,,,,,,,,,167500000.0,-2000000.0,,,,,3100000.0,,,,,,94900000.0,21700000.0,,28700000.0,,0.0,,,,,,136400000.0,,-259100000.0,,,25800000.0,,,0.062253,,,,,,,,41600000.0,2800000.0,,2800000.0,4500000.0,,,,,,,25000000.0,,200000.0,,,74800000.0,,,,,,221200000.0,,447200000.0,,,-7300000.0,,,9700000.0,-1300000.0,,,71100000.0,,225436062.0,,,,,8000000.0,,,,,,188100000.0,,,,,700000.0,,,-24200000.0,,,-200000.0,34000000.0,,,,,,,,,,,,,,,,,,,,
867628800,219100000.0,,,,22800000.0,197900000.0,,,,194300000.0,261400000.0,,0.065218,,,17200000.0,,,,,,,,,,563600000.0,14800000.0,,302200000.0,,,,,,,,,7200000.0,36500000.0,,,-34000000.0,,6000000.0,,,413400000.0,,,,47000000.0,221889055.0,,,-200000.0,12200000.0,,,,,14800000.0,32400000.0,150200000.0,-44600000.0,,800000.0,,0.0,,87900000.0,,,,,,,,,169000000.0,-1900000.0,,,,,0.0,,,,,,115500000.0,18800000.0,,24400000.0,,-1400000.0,,,,,,150200000.0,,-249500000.0,,,27800000.0,,,0.0667,,,,,,,,37200000.0,10600000.0,,10600000.0,4600000.0,,,,,,,22600000.0,,600000.0,,,88700000.0,,,,,,216000000.0,,430200000.0,,,-9200000.0,,,21000000.0,32000000.0,,,68400000.0,,226931989.0,,,,,6600000.0,,,,,,180700000.0,,,,,2300000.0,,,7500000.0,,,8400000.0,29800000.0,,,,,,,,,,,,,,,,,,,,
875577600,222400000.0,,,,12000000.0,188700000.0,,,,170000000.0,245100000.0,,0.035573,,,16100000.0,,,,,,,,,,544800000.0,8400000.0,,299700000.0,,,,,,,,,8200000.0,35700000.0,,,32300000.0,,0.0,,,392400000.0,,,,47400000.0,226686657.0,,,-4900000.0,12900000.0,,,,,8400000.0,34400000.0,152300000.0,-10200000.0,,1600000.0,,0.0,,80500000.0,,,,,,,,,164700000.0,-2000000.0,,,,,0.0,,,,,,116900000.0,20000000.0,,24300000.0,,-31100000.0,,,,,,152400000.0,,-253400000.0,,,26900000.0,,,0.037056,,,,,,,,19900000.0,2600000.0,,2600000.0,4700000.0,,,,,,,23100000.0,,2000000.0,,,73200000.0,,,,,,212100000.0,,436200000.0,,,-11400000.0,,,-21100000.0,23400000.0,,,76900000.0,,236131934.0,,,,,7100000.0,,,,,,182800000.0,,,,,2800000.0,,,5000000.0,,,-8000000.0,31300000.0,,,,,,,,,,,,,,,,,,,,
883526400,217500000.0,,396200000.0,-5800000.0,3900000.0,182900000.0,30100000.0,,,178700000.0,248500000.0,,,,182900000.0,17300000.0,-39200000.0,78200000.0,0.0,13600000.0,27900000.0,,555200000.0,28000000.0,,555200000.0,13600000.0,655900000.0,306700000.0,50400000.0,152300000.0,-7900000.0,,91900000.0,75600000.0,,,8500000.0,35200000.0,,228686010.0,1900000.0,,58400000.0,,,396200000.0,,-4300000.0,,50100000.0,,159000000.0,-5400000.0,700000.0,13600000.0,222189176.0,32900000.0,700000.0,,13600000.0,30000000.0,152300000.0,-7200000.0,,1000000.0,,0.0,248500000.0,85100000.0,186400000.0,50400000.0,,,178700000.0,58400000.0,71300000.0,7100000.0,167000000.0,-2000000.0,,,217500000.0,61900000.0,0.0,,,124800000.0,,,61900000.0,21000000.0,35200000.0,25800000.0,89500000.0,-6700000.0,,,700000.0,,-1700000.0,159000000.0,,-257100000.0,-2400000.0,,28000000.0,,2400000.0,,4400000.0,443500000.0,306700000.0,,,,,13600000.0,700000.0,67100000.0,700000.0,4300000.0,,,,,,30000000.0,24300000.0,,-4900000.0,,0.220741,75600000.0,-41200000.0,,,,-70600000.0,217100000.0,2100000.0,443500000.0,100000000.0,,-13300000.0,50300000.0,,-12000000.0,17200000.0,,18200000.0,89500000.0,,,-1100000.0,,,,7400000.0,847800000.0,0.226667,,,,186400000.0,,-2100000.0,,-4300000.0,1300000.0,,-257100000.0,7400000.0,191900000.0,,-1900000.0,32800000.0,85100000.0,,,,,,,,,,,,,,,,,,,
891302400,276878000.0,,,,-6931000.0,195845000.0,,,,252802000.0,288021000.0,,0.065218,,,20349000.0,,,,,,,,,,694059000.0,14884000.0,,406038000.0,,,,,,,,,9896000.0,35101000.0,,,-684000.0,,0.0,,,529680000.0,,,,56636000.0,222679161.0,,,-277000.0,14884000.0,,,,,14884000.0,29573000.0,212204000.0,-117721000.0,,893000.0,,1321000.0,,101650000.0,,,,154960000.0,,,,,185322000.0,-1974000.0,,,,,684000.0,,,,334000.0,,210423000.0,23648000.0,,28043000.0,,0.0,,,,,,164379000.0,,-260897000.0,,,6872000.0,,,0.0667,,,,,,,,73091000.0,12801000.0,,1321000.0,5838000.0,,,,-18139000.0,,,28593000.0,,-71000.0,-23547000.0,,84168000.0,,,,,,241958000.0,,456512000.0,,,-13401000.0,,,111888000.0,6470000.0,,,95543000.0,,230606446.0,,,,,8764000.0,,,,,,195615000.0,,,,,2944000.0,11480000.0,,-100000.0,,-8941000.0,637000.0,38489000.0,,,,,,,,,,,,,,,,,,,,
899164800,286857000.0,,,,8316000.0,209257000.0,,,,258256000.0,307405000.0,,0.0667,,,21148000.0,,,,,,,,,,724117000.0,15389000.0,,416712000.0,,,,,,,,,9700000.0,33941000.0,,,,,66869000.0,,,545113000.0,,,,57453000.0,222598201.0,,,277000.0,15389000.0,,,,,15389000.0,30105000.0,222811000.0,-20215000.0,,1884000.0,,6673000.0,,105577000.0,,,,165124000.0,,,,,188644000.0,-1977000.0,,,,,1321000.0,,,,334000.0,,151345000.0,24113000.0,,28694000.0,,-11147000.0,,,,,,179004000.0,,-268757000.0,,,6992000.0,,,0.069664,,,,,,,,72582000.0,17684000.0,,6673000.0,6530000.0,,,,-6570000.0,,,28759000.0,,626000.0,-22853000.0,,91053000.0,,,,,,246097000.0,,467255000.0,,,-9068000.0,,,8183000.0,17384000.0,,,94621000.0,,230862818.0,,,,,8724000.0,,,,,,198498000.0,,,,,450000.0,11011000.0,,-1761000.0,,0.0,5352000.0,38459000.0,,,,,,,,,,,,,,,,,,,,
907113600,302632000.0,,,,15288000.0,212637000.0,,,,250878000.0,288326000.0,,0.023716,,,19827000.0,,,,,,,,,,722735000.0,5340000.0,,434409000.0,,,,,,,,,9508000.0,30374000.0,,,,,74293000.0,,,553510000.0,,,,54213000.0,221269115.0,,,3812000.0,14050000.0,,,,,5340000.0,31188000.0,241070000.0,-17517000.0,,982000.0,,6024000.0,,96754000.0,,,,156342000.0,,,,,178380000.0,-1960000.0,,,,,6673000.0,,,,334000.0,,150525000.0,21806000.0,,27237000.0,,112403000.0,,,,,,169225000.0,,-279329000.0,,,7143000.0,,,0.023716,,,,,,,,75457000.0,14862000.0,,6024000.0,6152000.0,,,,6031000.0,,,26976000.0,,242000.0,-20611000.0,,93134000.0,,,,,,232593000.0,,488920000.0,,,-14470000.0,,,-12890000.0,29758000.0,,,82287000.0,,227631183.0,,,,,7756000.0,,,,,,209591000.0,,,,,,8838000.0,,-73000.0,,-15895000.0,-649000.0,36484000.0,,,,,,,,,,,,,,,,,,,,
