,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualFreeCashFlow,quarterlyGoodwill,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,trailingPretaxIncome,annualRetainedEarnings,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualPretaxIncome,annualEndCashPosition,annualCurrentDebt,annualTaxProvision,annualCurrentDeferredRevenue,annualTotalAssets,annualOtherCurrentAssets,trailingOperatingIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,annualNetIncome,annualLongTermDebt,annualCashDividendsPaid,trailingTotalRevenue,annualOperatingIncome,annualAccountsPayable,trailingInvestingCashFlow,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentLiabilities,trailingTaxProvision,annualDilutedAverageShares,quarterlyPurchaseOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualSaleOfInvestment,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyBasicAverageShares,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyNetIncomeContinuousOperations,annualBasicAverageShares,annualDepreciationAndAmortization,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestingCashFlow,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,quarterlyEndCashPosition,annualCurrentAssets,quarterlyInventory,annualNetPPE,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualCurrentLiabilities,annualOtherNonCurrentAssets,annualOperatingCashFlow,annualCommonStockIssuance,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyOperatingExpense,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,quarterlyCurrentDeferredRevenue,trailingGrossProfit,annualCashCashEquivalentsAndMarketableSecurities,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyBasicEPS,annualOtherIncomeExpense,annualGrossPPE,annualTotalNonCurrentAssets,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyCurrentDebt,quarterlyCashCashEquivalentsAndMarketableSecurities,annualSellingGeneralAndAdministration,quarterlyCashAndCashEquivalents,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyOperatingIncome,annualPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,quarterlyAccountsPayable,annualCapitalExpenditure,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualInvestingCashFlow,quarterlyTotalRevenue,annualChangeInInventory,quarterlyGrossPPE,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,trailingDeferredIncomeTax,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,trailingBeginningCashPosition,annualInterestExpense,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,quarterlyDilutedAverageShares,annualPurchaseOfInvestment,annualCapitalStock,trailingNetIncome,annualGoodwill,quarterlyTaxProvision,annualTotalRevenue,annualBasicEPS,annualStockBasedCompensation,trailingCostOfRevenue,annualChangesInAccountReceivables,quarterlyNetPPE,quarterlyStockBasedCompensation,annualDeferredIncomeTax,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualAccumulatedDepreciation,quarterlyOtherNonCashItems,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyEbitda,annualInventory,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInInventory,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingDilutedEPS,annualChangeInAccountPayable,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
481075200,,,,,,,,,,,,,0.031127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295029985.0,,,,8900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031127,,,,,,,,,,,,,,,,,,,119900000.0,,,,,,,,,,,119900000.0,,,,,,,,,,,,,,295029985.0,,,,,,,,,,,,,,,,,,,,,,,119900000.0,,,,,,,,,,,,,,,,,,,,
488937600,,,,,,,,,,,,,0.029644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296014992.0,,,,8800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029644,,,,,,,,,,,,,,,,,,,121500000.0,,,,,,,,,,,121500000.0,,,,,,,,,,,,,,296014992.0,,,,,,,,,,,,,,,,,,,,,,,121500000.0,,,,,,,,,,,,,,,,,,,,
496886400,,,,,,,,,,,,,0.029644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296811094.0,,,,8800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029644,,,,,,,,,,,,,,,,,,,122800000.0,,,,,,,,,,,122800000.0,,,,,,,,,,,,,,296811094.0,,,,,,,,,,,,,,,,,,,,,,,122800000.0,,,,,,,,,,,,,,,,,,,,
504835200,79500000.0,,180900000.0,,,204000000.0,0.0,,,101400000.0,202800000.0,,,,204000000.0,,,61700000.0,0.0,34000000.0,26800000.0,,400600000.0,6000000.0,,400600000.0,,367800000.0,197800000.0,34900000.0,38500000.0,,,56700000.0,,,,,0.0,,294321589.0,,,34800000.0,,,180900000.0,,,,,,219700000.0,,,8400000.0,294321589.0,,59900000.0,,,41000000.0,38500000.0,,,,,,202800000.0,61600000.0,119900000.0,34900000.0,,,101400000.0,34800000.0,0.0,,,,,,79500000.0,43100000.0,,,,73600000.0,,,43100000.0,,0.0,,67400000.0,,,,59900000.0,,,219700000.0,,-109800000.0,,,6000000.0,,0.0,,9400000.0,229700000.0,197800000.0,,,,,34000000.0,59900000.0,61400000.0,59900000.0,,,,,,,41000000.0,-307500000.0,,,,0.118578,,,,,,0.0,138600000.0,,229700000.0,78300000.0,,,34900000.0,,,,,4300000.0,67400000.0,,,,,,,,502800000.0,0.118578,,,,119900000.0,,,,,,,-109800000.0,,135000000.0,,,-307500000.0,61600000.0,,,,,,,,,,,,,,,,,,,
512611200,,,,,,,,,,,,,0.031127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297000000.0,,,,9200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031127,,,,,,,,,,,,,,,,,,,141300000.0,,,,,,,,,,,141300000.0,,,,,,,,,,,,,,297000000.0,,,,,,,,,,,,,,,,,,,,,,,141300000.0,,,,,,,,,,,,,,,,,,,,
520473600,,,,,,,,,,,,,0.032609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297512743.0,,,,9900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032609,,,,,,,,,,,,,,,,,,,146200000.0,,,,,,,,,,,146200000.0,,,,,,,,,,,,,,297512743.0,,,,,,,,,,,,,,,,,,,,,,,146200000.0,,,,,,,,,,,,,,,,,,,,
528422400,,,,,,,,,,,,,0.02668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294814093.0,,,,7600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02668,,,,,,,,,,,,,,,,,,,138900000.0,,,,,,,,,,,138900000.0,,,,,,,,,,,,,,294814093.0,,,,,,,,,,,,,,,,,,,,,,,138900000.0,,,,,,,,,,,,,,,,,,,,
536371200,193000000.0,,280700000.0,,,218600000.0,0.0,,,87700000.0,315500000.0,,,,218600000.0,,,54500000.0,0.0,5900000.0,17900000.0,,511800000.0,13600000.0,,511800000.0,,430600000.0,196300000.0,36600000.0,152000000.0,,,43000000.0,,,,,0.0,,297501851.0,,,35600000.0,,,280700000.0,,,,,,231100000.0,,,9900000.0,297501851.0,,173500000.0,,,41000000.0,152000000.0,,,,,,315500000.0,52400000.0,121600000.0,36600000.0,,,87700000.0,35600000.0,0.0,,,,,,193000000.0,39100000.0,,,,69200000.0,,,39100000.0,,0.0,,81800000.0,,,,173500000.0,,,231100000.0,,-123900000.0,,,13600000.0,,0.0,,19300000.0,245500000.0,196300000.0,,,,,5900000.0,173500000.0,68700000.0,173500000.0,,,,,,,41000000.0,-383500000.0,,,,0.123024,,,,,,0.0,142000000.0,,245500000.0,94900000.0,,,36600000.0,,,,,7800000.0,81800000.0,,,,,,,,568500000.0,0.123024,,,,121600000.0,,,,,,,-123900000.0,,137900000.0,,,-383500000.0,52400000.0,,,,,,,,,,,,,,,,,,,
544147200,,,,,,,,,,,,,0.032609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294814093.0,,,,9800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032609,,,,,,,,,,,,,,,,,,,143900000.0,,,,,,,,,,,143900000.0,,,,,,,,,,,,,,294814093.0,,,,,,,,,,,,,,,,,,,,,,,143900000.0,,,,,,,,,,,,,,,,,,,,
552009600,,,,,,,,,,,,,0.037056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296487256.0,,,,10900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.037056,,,,,,,,,,,,,,,,,,,155300000.0,,,,,,,,,,,155300000.0,,,,,,,,,,,,,,296487256.0,,,,,,,,,,,,,,,,,,,,,,,155300000.0,,,,,,,,,,,,,,,,,,,,
559958400,,,,,,,,,,,,,0.032609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296865067.0,,,,9800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032609,,,,,,,,,,,,,,,,,,,156600000.0,,,,,,,,,,,156600000.0,,,,,,,,,,,,,,296865067.0,,,,,,,,,,,,,,,,,,,,,,,156600000.0,,,,,,,,,,,,,,,,,,,,
567907200,201600000.0,,285500000.0,,,221500000.0,0.0,,,83900000.0,338300000.0,,,,221500000.0,,,65300000.0,0.0,6700000.0,24100000.0,,538400000.0,11700000.0,,538400000.0,,458800000.0,200100000.0,41200000.0,155500000.0,,,65900000.0,,,,,5000000.0,,295703212.0,,,25000000.0,,,285500000.0,,,,,,252900000.0,,,10600000.0,295703212.0,,175000000.0,,,41100000.0,155500000.0,,,,,,338300000.0,59000000.0,136300000.0,41200000.0,,,83900000.0,25000000.0,0.0,,,,,,201600000.0,38800000.0,,,,90000000.0,,,38800000.0,,5000000.0,,77200000.0,,,,175000000.0,,,252900000.0,,-135700000.0,,,11700000.0,,0.0,,13300000.0,272000000.0,200100000.0,,,,,6700000.0,175000000.0,71300000.0,175000000.0,,,,,,,41100000.0,-389800000.0,,,,0.139329,,,,,,0.0,164400000.0,,272000000.0,95400000.0,,,41200000.0,,,,,13900000.0,77200000.0,,,,,,,,620100000.0,0.139329,,,,136300000.0,,,,,,,-135700000.0,,161300000.0,,,-389800000.0,59000000.0,,,,,,,,,,,,,,,,,,,
575769600,,,,,,,,,,,,,0.035573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296554722.0,,,,11000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035573,,,,,,,,,,,,,,,,,,,128900000.0,,,,,,,,,,,128900000.0,,,,,,,,,,,,,,296554722.0,,,,,,,,,,,,,,,,,,,,,,,128900000.0,,,,,,,,,,,,,,,,,,,,
583632000,,,,,,,,,,,,,0.028162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296716641.0,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028162,,,,,,,,,,,,,,,,,,,133400000.0,,,,,,,,,,,133400000.0,,,,,,,,,,,,,,296716641.0,,,,,,,,,,,,,,,,,,,,,,,133400000.0,,,,,,,,,,,,,,,,,,,,
591580800,,,,,,,,,,,,,0.031127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296898799.0,,,,9400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031127,,,,,,,,,,,,,,,,,,,131700000.0,,,,,,,,,,,131700000.0,,,,,,,,,,,,,,296898799.0,,,,,,,,,,,,,,,,,,,,,,,131700000.0,,,,,,,,,,,,,,,,,,,,
