,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualChangeInAccountPayable,annualOtherCurrentAssets,quarterlyOtherNonCashItems,annualAccountsPayable,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,trailingTotalRevenue,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,trailingTaxProvision,trailingEndCashPosition,quarterlyTotalRevenue,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashDividendsPaid,annualPretaxIncome,quarterlyFreeCashFlow,annualCostOfRevenue,annualInvestmentsAndAdvances,annualNetIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,annualLongTermDebt,annualStockholdersEquity,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingPretaxIncome,quarterlyDilutedEPS,annualTotalAssets,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyInventory,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualSaleOfInvestment,quarterlyGrossProfit,annualCommonStockIssuance,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualGrossProfit,annualOtherIncomeExpense,annualNetPPE,quarterlyOperatingExpense,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualDilutedEPS,annualTotalNonCurrentAssets,annualEbitda,quarterlyStockholdersEquity,trailingRepaymentOfDebt,quarterlyCapitalStock,annualBasicAverageShares,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualChangeInInventory,quarterlyDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,annualBasicEPS,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingChangeInCashSupplementalAsReported,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,annualGrossPPE,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualPurchaseOfBusiness,annualIncomeTaxPayable,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,trailingOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingInterestExpense,trailingCashDividendsPaid,trailingBeginningCashPosition,trailingNetIncome,quarterlyChangeInWorkingCapital,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyNetPPE,quarterlyBasicEPS,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyBasicAverageShares,annualDilutedAverageShares,annualInterestExpense,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,annualGoodwill,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualOtherIntangibleAssets,trailingBasicAverageShares,quarterlyChangeInAccountPayable,trailingBasicEPS,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,annualStockBasedCompensation,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyGoodwill
662601600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2181156980160.0,,,,,,,,,,,,,,,,,78067116930.0,,,,,,,,,,,42.066411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1683881000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2181156980160.0,,,,,,,,,,,,2181156980160.0,,,,42.066411,,,,,,,,,1683881000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670377600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2783214871140.0,,,,,,,,,,,,,139970654400.0,,139970654400.0,,139970654400.0,,,,,,,,,,,70.549725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2783214871140.0,,,,,,,,,,,,2783214871140.0,,,,70.549725,,,,,,,,,1984000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678240000,,4856540413824.0,2629750714560.0,,,,500585875392.0,3991894589952.0,,1767282909312.0,9869663824800.0,,2193319894080.0,,688722572736.0,,,-145196646624.0,,301448805504.0,4397033623872.0,1767282909312.0,0.0,4144865935968.0,,,,2550510824565.0,1230980285472.0,-65809246272.0,432088568160.0,-61081015968.0,733537373664.0,,7855203371520.0,,432088568160.0,654094833600.0,-161132023392.0,9001406349792.0,129768886590.0,,129768886590.0,2156583060960.0,129768886590.0,,4397033623872.0,1129978118016.0,283514614176.0,2156583060960.0,1483768295136.0,4584701633664.0,4856540413824.0,,,,9001406349792.0,2193319894080.0,,2629750714560.0,,3991894589952.0,,,432088568160.0,405263098272.0,,383896459872.0,,,,,1483768295136.0,,,,318211277952.0,,,,,,2014460453280.0,286974631104.0,1988282875008.0,,,1230980285472.0,698537441472.0,1230980285472.0,1230980285472.0,,223.315834,4144865935968.0,884482335264.0,4584701633664.0,,,1934876543.0,,211047247680.0,,,,-66774191232.0,,,223.315834,,,,14818797600.0,,,654094833600.0,-2554664211744.0,4542947086752.0,,283514614176.0,1364321894016.0,,,,,,4542947086752.0,-1029265434048.0,,1513874577888.0,,,,,,,-2554664211744.0,,-421998000864.0,-859669464864.0,,,,,-6818567124843.0,1286933308224.0,,,,,688722572736.0,,,,,,-6818567124843.0,-133341608544.0,-16500558816.0,1988282875008.0,,1286933308224.0,,,405263098272.0,,,,,,1934876543.0,51224792448.0,,,,,,,,,,,,,,,,,,,,,,,,,,
686188800,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681839971252.0,,,,,,,,,,,,,62763840672.0,,62763840672.0,,62763840672.0,,,,,,,,,,,33.18731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2681839971252.0,,,,,,,,,,,,2681839971252.0,,,,33.18731,,,,,,,,,1891200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694137600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2523836368791.0,,,,,,,,,,,,,59066038776.0,,59066038776.0,,59066038776.0,,,,,,,,,,,31.232043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2523836368791.0,,,,,,,,,,,,2523836368791.0,,,,31.232043,,,,,,,,,1891200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684298591162.0,,,,,,,,,,,,,62821380432.0,,62821380432.0,,62821380432.0,,,,,,,,,,,33.217735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2684298591162.0,,,,,,,,,,,,2684298591162.0,,,,33.217735,,,,,,,,,1891200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,,5181630827613.0,2981570357328.0,,,,218553052293.0,4118126741514.0,,1859644560825.0,10165805331690.0,,2168887128687.0,,817878785574.0,,,-211784990235.0,,212590112859.0,4841214918153.0,1859644560825.0,0.0,4403366591148.0,,,,2112909558204.0,1493011845921.0,93243263892.0,237901155351.0,-67290639309.0,450491268210.0,,8301493575654.0,,237901155351.0,1036519898154.0,-441584599182.0,9584997418761.0,49437014055.0,,49437014055.0,1926671019273.0,49437014055.0,,4841214918153.0,1173629765013.0,283906365288.0,1926671019273.0,1575738195537.0,4720018803159.0,5181630827613.0,,,,9584997418761.0,2168887128687.0,,2981570357328.0,,4118126741514.0,,,237901155351.0,421972315263.0,,472128938730.0,,,,,1575738195537.0,,,,258494682468.0,,12580041.0,,,,1864311756036.0,282925122090.0,2476695571875.0,,,1493011845921.0,517844807724.0,1493011845921.0,1493011845921.0,,123.284402,4403366591148.0,690681991023.0,4720018803159.0,,,1929693878.0,,362456141292.0,,,,-17209496088.0,,,123.284402,,,,13838045100.0,,,1036519898154.0,-2875809952641.0,5352505524516.0,,283906365288.0,1229459986971.0,,,,,,5352505524516.0,-607691460546.0,,1645758703743.0,,,,,,,-2875809952641.0,,,-959429406906.0,,,,,-7834342721193.0,1127171673600.0,,,,,817878785574.0,,,,,,-7834342721193.0,263551858950.0,-47300954160.0,2476695571875.0,,1127171673600.0,,,421972315263.0,,,,,,1929693878.0,49364080884.0,,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2860436584344.0,,,,,,,,,,,,,49434671048.0,,49434671048.0,,49434671048.0,,,,,,,,,,,13.188974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860582000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2860436584344.0,,,,,,,,,,,,2860436584344.0,,,,13.188974,,,,,,,,,1860582000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2977348754208.0,,,,,,,,,,,,,51455171936.0,,51455171936.0,,51455171936.0,,,,,,,,,,,13.728035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860582000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2977348754208.0,,,,,,,,,,,,2977348754208.0,,,,13.728035,,,,,,,,,1860582000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733536000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2739967827828.0,,,,,,,,,,,,,47352704476.0,,47352704476.0,,47352704476.0,,,,,,,,,,,12.633513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1860582000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2739967827828.0,,,,,,,,,,,,2739967827828.0,,,,12.633513,,,,,,,,,1860582000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,,4512787852881.0,2582889581657.0,,,,181218719528.0,4144428582140.0,,2025159736600.0,10172511798526.0,,2026525492376.0,,745862703201.0,,,-182403085865.0,,160828412591.0,4608049318257.0,2025159736600.0,0.0,4866369219327.0,,,,1952608315042.0,1050298201645.0,305310435738.0,175809046259.0,-70443122134.0,336637458850.0,,8430468966304.0,,175809046259.0,827413260982.0,-252632808659.0,9379157072208.0,33750932831.0,,33750932831.0,2312224528768.0,33750932831.0,,4608049318257.0,1078530934327.0,293157343325.0,2312224528768.0,1732002393275.0,4744710255593.0,4512787852881.0,,,,9379157072208.0,2026525492376.0,,2582889581657.0,,4144428582140.0,,,175809046259.0,389720544675.0,,482293178367.0,,,,,1732002393275.0,,,,69429475269.0,,682877888.0,,,,1742042832222.0,211340036369.0,2554144690559.0,,,1050298201645.0,503921201476.0,1050298201645.0,1050298201645.0,,91.761716,4866369219327.0,663511897895.0,4744710255593.0,,,1915930233.0,,-199346993461.0,,,,30569455455.0,,,91.761716,,,,5537712873.0,,,827413260982.0,-3169428337614.0,5723573028173.0,,293157343325.0,1487062630823.0,,,,,,5723573028173.0,-714428980419.0,,1560824112694.0,,,,,,,-3169428337614.0,,-332614881291.0,-756554010135.0,,,,,-8038684763956.0,1009613617474.0,,,,,745862703201.0,,,,,,-8038684763956.0,-436753759211.0,-87141620489.0,2554144690559.0,,1009613617474.0,,,389720544675.0,,,,,,1915930233.0,53189785495.0,,,,,,,,,,,,,,,,,,,,,,,,,,
749347200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519529096264.0,,,,,,,,,,,,,33851211072.0,,33851211072.0,,33851211072.0,,,,,,,,,,,18.028527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877647059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519529096264.0,,,,,,,,,,,,2519529096264.0,,,,18.028527,,,,,,,,,1877647059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757296000,,,,,,,,,,,,,,,,,,,,,,,,,,,,2651492114235.0,,,,,,,,,,,,,35624204280.0,,35624204280.0,,35624204280.0,,,,,,,,,,,18.972791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1877647059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2651492114235.0,,,,,,,,,,,,2651492114235.0,,,,18.972791,,,,,,,,,1877647059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
