,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualChangeInAccountPayable,annualOtherCurrentAssets,quarterlyOtherNonCashItems,annualAccountsPayable,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,trailingTotalRevenue,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,trailingTaxProvision,trailingEndCashPosition,quarterlyTotalRevenue,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashDividendsPaid,annualPretaxIncome,quarterlyFreeCashFlow,annualCostOfRevenue,annualInvestmentsAndAdvances,annualNetIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,quarterlyOtherNonCurrentAssets,annualLongTermDebt,annualStockholdersEquity,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingPretaxIncome,quarterlyDilutedEPS,annualTotalAssets,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualNetIncomeCommonStockholders,quarterlyInventory,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualAccountsReceivable,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualSaleOfInvestment,quarterlyGrossProfit,annualCommonStockIssuance,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualGrossProfit,annualOtherIncomeExpense,annualNetPPE,quarterlyOperatingExpense,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,annualDilutedEPS,annualTotalNonCurrentAssets,annualEbitda,quarterlyStockholdersEquity,trailingRepaymentOfDebt,quarterlyCapitalStock,annualBasicAverageShares,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualChangeInInventory,quarterlyDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,annualBasicEPS,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingChangeInCashSupplementalAsReported,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,annualGrossPPE,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualPurchaseOfBusiness,annualIncomeTaxPayable,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,annualDeferredIncomeTax,trailingOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,trailingDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingInterestExpense,trailingCashDividendsPaid,trailingBeginningCashPosition,trailingNetIncome,quarterlyChangeInWorkingCapital,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyNetPPE,quarterlyBasicEPS,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyBasicAverageShares,annualDilutedAverageShares,annualInterestExpense,trailingChangeInInventory,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingPurchaseOfBusiness,annualGoodwill,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualOtherIntangibleAssets,trailingBasicAverageShares,quarterlyChangeInAccountPayable,trailingBasicEPS,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingOtherNonCashItems,annualStockBasedCompensation,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyGoodwill
985996800,,6987616245930.0,5652366001170.0,-287530275600.0,496746384030.0,,804832552140.0,6594658202610.0,,4278904496100.0,13371418913100.0,,49813359150.0,,1313054925240.0,,,201018973380.0,,533192107560.0,9931270497270.0,4278904496100.0,1537782535380.0,10335704529660.0,,,,3941835911850.0,1537782535380.0,-405695130090.0,686919917190.0,-90168485550.0,1220112024750.0,,10835855877480.0,,686919917190.0,2222558586480.0,230780879100.0,17323320775590.0,217704325490.0,,217704325490.0,5798275005060.0,217704325490.0,,9931270497270.0,1730730483480.0,577456636830.0,5798275005060.0,3138367736220.0,7203642281940.0,6987616245930.0,-269748798030.0,,,17323320775590.0,49813359150.0,1294516789050.0,5652366001170.0,828667298670.0,6594658202610.0,,828667298670.0,686919917190.0,891848293440.0,,798779283180.0,,,,563080123050.0,3138367736220.0,1294516789050.0,,,846827105550.0,,,,,,2535563035620.0,396615226650.0,4537429524600.0,,,2034528919410.0,1453541209020.0,1537782535380.0,2034528919410.0,,363.576989,10335704529660.0,1603611835320.0,7203642281940.0,,404181812850.0,1867931000.0,,-169617640650.0,,,,-50191688460.0,,,363.576989,,,,47921712600.0,,,2222558586480.0,-6459090199860.0,10996519724460.0,,577456636830.0,1556446781340.0,,,,,,10996519724460.0,-1342312391880.0,-287530275600.0,1730730483480.0,,,50191688460.0,,,,-6459090199860.0,,-966000838200.0,-1222760329920.0,,,,,-8624750449110.0,1288085190780.0,,,563080123050.0,,1313054925240.0,,,,,,-8624750449110.0,-18664245960.0,0.0,4537429524600.0,,1288085190780.0,,,891848293440.0,496746384030.0,,,404181812850.0,,1867970500.0,41616224100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
993859200,,,,,,,,,,,,,,,,,,,,,,,,,,,,3498309882690.0,,,,,,,,,,,,,119366868390.0,,119366868390.0,,119366868390.0,,,,,,,,,,,64.85974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840384615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3498309882690.0,,,,,,,,,,,,3498309882690.0,,,,64.85974,,,,,,,,,1840384615.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,7291255930900.0,5899310611370.0,,,,,6531307070070.0,,,,,,,,,435587729380.0,,,,,4553600193450.0,,10531522084560.0,,,,3350775931410.0,,,,,,,,,,,,17822778015460.0,114332818710.0,,114332818710.0,,114332818710.0,,10452910804820.0,,574531374270.0,5763473187260.0,,,,,,62.124416,,0.0,1308674708620.0,,,,2661075448220.0,866874537680.0,,866038247470.0,,,-48743772240.0,,,528415942690.0,3450652876490.0,,,,,689700483190.0,,,,,,,,435468259350.0,213612413640.0,,,1872931660310.0,2390117420180.0,,,,,7070833725550.0,,397237849750.0,,,,99279594930.0,,,,1837307342.0,,,,9557602400.0,,,,,2573026036110.0,-6936191001740.0,,,,,,,,,,11704239899040.0,,-335113434150.0,,,,,,,,,,,,,,,,254232223840.0,1153483139650.0,,,,,1305926897930.0,,,,,,254232223840.0,,,4768048897300.0,62.124416,,,,,517185759870.0,,,,1837307342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,,,,,,,,,,,,,,,,,,,,,,,,,,,,3286993256320.0,,,,,,,,,,,,,232622440080.0,,232622440080.0,,232622440080.0,,,,,,,,,,,123.749346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879787234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3286993256320.0,,,,,,,,,,,,3286993256320.0,,,,123.749346,,,,,,,,,1879787234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,8052206717360.0,6655059004880.0,-266617038740.0,619093801820.0,,1090790646530.0,6787304245930.0,,5064926277320.0,14280226566970.0,,0.0,,1416951271190.0,,,33626176870.0,,421722763670.0,11719985282200.0,5064926277320.0,1652866148440.0,11204295297000.0,,,,3608556936090.0,1652866148440.0,-798256198740.0,555164192830.0,-98353244600.0,976886956500.0,,11304642188450.0,,555164192830.0,2976647656840.0,-15949174800.0,19256502014360.0,70567021390.0,,70567021390.0,6110261775670.0,70567021390.0,,11719985282200.0,1884793731990.0,885843750350.0,6110261775670.0,3713233713020.0,7245577201850.0,8052206717360.0,-284426950600.0,,,19256502014360.0,0.0,1453235643860.0,6655059004880.0,925849597140.0,6787304245930.0,,925849597140.0,555164192830.0,959342864220.0,,807825703620.0,,,,465848813950.0,3713233713020.0,1453235643860.0,,,749877035180.0,,,,,,2975584378520.0,-132112331260.0,5094033521330.0,,,2271959950260.0,1528728404580.0,1652866148440.0,2271959950260.0,,305.381242,11204295297000.0,1898616350150.0,7245577201850.0,,396071174200.0,1827652000.0,,391153511970.0,,,,11696061520.0,,,305.381242,,,,-41733674060.0,,,2976647656840.0,-7106553561510.0,12200587082840.0,,885843750350.0,1506931199020.0,,,,,,12200587082840.0,-1806111136310.0,-266617038740.0,1884793731990.0,,,-142479294880.0,,,,-7106553561510.0,,-680498124800.0,-1544677579380.0,,,,,-9580878984350.0,1335610479710.0,,,465848813950.0,,1416951271190.0,,,,,,-9580878984350.0,145934949420.0,12892249630.0,5094033521330.0,,1335610479710.0,,,959342864220.0,619093801820.0,,,396071174200.0,,1827653000.0,26714867790.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651336305500.0,,,,,,,,,,,,,207486737360.0,,207486737360.0,,207486737360.0,,,,,,,,,,,114.73921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808333333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3651336305500.0,,,,,,,,,,,,3651336305500.0,,,,114.73921,,,,,,,,,1808333333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,8141640431880.0,6619007163450.0,,,,,6980530654260.0,,,,,,,,,450839627550.0,,,,,5087977691430.0,,11237040822060.0,,,,3778291615500.0,,,,,,,,,,,,19378681253940.0,211365299070.0,,211365299070.0,,211365299070.0,,11706984854880.0,,825383318130.0,6170357849880.0,,,,,,119.250428,,0.0,1212217103820.0,,,,2987588268720.0,934777333020.0,,920175239820.0,,,16427354850.0,,,492820645500.0,3769773727800.0,,,,,790703346780.0,,,,,,,,450717943440.0,358724756280.0,,,1856169413940.0,2445850611000.0,,,,,7329277313520.0,,394134832290.0,,,,147359457210.0,,,,1804998746.0,,,,7666098930.0,,,,,3048917060160.0,-7008031263120.0,,,,,,,,,,12074714235300.0,,-353735707770.0,,,,,,,,,,,,,,,,339985403340.0,1267705057980.0,,,,,1367607712290.0,,,,,,339985403340.0,,,5066682972180.0,119.250428,,,,,589681197060.0,,,,1804998746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,,10588668276700.0,7014134555400.0,,,,,7046442429800.0,,,,,,,,,636773950950.0,,,,,5067822680700.0,,9477372420500.0,,,,4188264555950.0,,,,,,-300073015260.0,,,,,,20066040697200.0,216177689000.0,,216177689000.0,,216177689000.0,,12081957236100.0,,778239680400.0,3699964292500.0,,,,,,93.835371,,2164746363750.0,1339707777050.0,,,,3171873080800.0,1336144408550.0,,1042522844150.0,,,-1187789500.0,,,381042871600.0,3908540128700.0,,,,,1016391475150.0,,0.0,,1130567066010.0,,,,636773950950.0,380805313700.0,,,750801742950.0,2312269819650.0,,,,,7512649808550.0,,397196808800.0,,1856169413940.0,,157500887700.0,,,,1804998746.0,,,,6889179100.0,,,,,3229837208400.0,,,,,,,,,5107494850.0,,5368095866300.0,,-3563368500.0,,,,,,,,,-1102701404820.0,,,,,,,379617524200.0,1083739139800.0,,,,,1363582346000.0,,,,,,379617524200.0,,,5368095866300.0,93.835371,,,,,1561468076700.0,,,,1804998746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,8462455017040.0,6923258415700.0,-593051376940.0,648616763560.0,,1248038694380.0,7166519195340.0,,5557600420980.0,15214416317300.0,,0.0,,1503096796020.0,,339973318080.0,126821211500.0,,507402819220.0,12480858836680.0,5557600420980.0,1562555298900.0,11317170994600.0,,,,3649978966350.0,1562555298900.0,-679761693640.0,736978705340.0,-108771308840.0,1244381524560.0,466112192220.0,12109597113340.0,,736978705340.0,3060933166120.0,466112192220.0,19779626011640.0,108281722990.0,,108281722990.0,6209638407920.0,108281722990.0,,12480858836680.0,1856780509580.0,1132660885220.0,6209638407920.0,4060874178840.0,6989087472460.0,8462455017040.0,-446174718040.0,,,19779626011640.0,0.0,1448475195160.0,6923258415700.0,1043827050560.0,7166519195340.0,3105202471740.0,1043827050560.0,736978705340.0,1006783459480.0,,854480032460.0,-44801755500.0,,,364065356920.0,4060874178840.0,1448475195160.0,,,904854597400.0,544776494610.0,,1562555298900.0,,-2106647789540.0,3104819203960.0,-14156786400.0,5107532586680.0,339973318080.0,170501037610.0,2211172062460.0,2046481447340.0,1562555298900.0,2211172062460.0,,420.477319,11317170994600.0,2102518726840.0,6989087472460.0,,389665545660.0,1776801000.0,0.0,36925617860.0,62219314620.0,,,-37279537520.0,,,420.477319,,7991897860.0,,134017577920.0,,,3060933166120.0,-7148705239120.0,12256237825800.0,,1132660885220.0,1626496784140.0,,,,,,12256237825800.0,-2106647789540.0,-593051376940.0,1856780509580.0,,,-72907449960.0,,,,-7148705239120.0,2046481447340.0,-1093375802960.0,-1580369255120.0,,,,,204803176530.0,1315401403000.0,,,364065356920.0,,1503096796020.0,,,,,,204803176530.0,-63941485240.0,4011089480.0,5107532586680.0,,1315401403000.0,,,1006783459480.0,648616763560.0,,,389665545660.0,,1776812000.0,29847224660.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,8312814437760.0,7203113830080.0,,,,,7445628802080.0,,,,,,,,,502634734560.0,,,,,5897485077120.0,,12563592914880.0,,,,4088023984800.0,,,,,,0.0,,,,,,20876407352640.0,222275450880.0,,222275450880.0,,222275450880.0,,13100598907200.0,,1228143722400.0,7059161733120.0,,,,,,165.269462,,0.0,1334251507680.0,,,,3245029966080.0,1150538931360.0,,1052934140160.0,,,43353293760.0,,,377485032960.0,4291856321760.0,,,,,842994018720.0,,0.0,,0.0,,,,502634734560.0,370778446080.0,,,1283712585120.0,2105508998880.0,,,,,7354251555840.0,,396526949280.0,,0.0,,156526947360.0,,,,1344927536.0,,,,5269461120.0,,,,,3341317392000.0,-7894251560160.0,,,,,,,,,,13398682741920.0,,-458203596480.0,,,,,,,,,0.0,,,,,,,340359284160.0,1244670668640.0,,,,,1466586838080.0,,,,,,340359284160.0,,,5504431181760.0,165.269462,,,,,821796413760.0,,,,1344927536.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,8123327203000.0,7090320981880.0,,,,,7774419985180.0,,,,,,,,,496543253740.0,,,,,5716436088700.0,,12701939945380.0,,,,4121654679540.0,,,,,,369759135280.0,,,,,,20825267148380.0,262823366060.0,,262823366060.0,,262823366060.0,,12806757070580.0,,1183764469280.0,7288915981860.0,,,,,,153.88046,,0.0,1293710943160.0,,,,3240410274800.0,1056534320500.0,,1062221207080.0,,,34455842220.0,,,414362167280.0,4118309452140.0,,,,,881244404740.0,,1246097206500.0,,-1475468298560.0,,,,496431746160.0,418153425000.0,,,1246097206500.0,2078835813940.0,,,,,7589986447860.0,,397970553020.0,,0.0,,155330058940.0,,,,1804998746.0,,,,6132916900.0,,,,,3142060589240.0,-7931534165400.0,,,,,,,,,,13344558128920.0,,-477698472720.0,,,,,,,,,1115521830320.0,,,,,,,384812658580.0,1324264020080.0,,,,,1567462052060.0,,,,,,384812658580.0,,,5413023963520.0,153.88046,,,,,832738607440.0,,,,1804998746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,,8282037850300.0,7266595452210.0,,,,,7965576712190.0,,,,,,,,,521394121820.0,,,,,5720107457400.0,,12779303437870.0,,,,4380911695720.0,,,,,,-369759135280.0,,,,,,21061341288170.0,286112611480.0,,286112611480.0,,286112611480.0,,12986702909610.0,,1140160901520.0,7483324683020.0,,,,,,199.463815,,74745311170.0,1311528200300.0,,,,3458230695280.0,1016836500020.0,,1069276180310.0,,,57265417740.0,,,435924949650.0,4144021606230.0,,,,,922681000440.0,,0.0,,1475468298560.0,,,,521501360430.0,-429168917220.0,,,1230455811140.0,1796782910550.0,,,,,7629169192620.0,,396568379780.0,,1246097206500.0,,166541561330.0,,,,1434408602.0,,,,4182305790.0,,,,,3411367422710.0,-7919571348500.0,,,,,,,,,,13215550103350.0,,-498123343450.0,,,,,,,,,-1115521830320.0,,,,,,,401179640010.0,1375013457420.0,,,,,1463378072060.0,,,,,,401179640010.0,,,5295978754850.0,199.463815,,,,,566327099410.0,,,,1434408602.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,8728211459550.0,7494683455950.0,-201834872800.0,509904113050.0,,1644286990600.0,8213094669000.0,,5738323899100.0,17059738161350.0,,0.0,,1686092664150.0,,256962593370.0,139178489250.0,,672018383300.0,13233007355050.0,5738323899100.0,1706317852850.0,13012511096800.0,,,,4751104982770.0,1706317852850.0,-1268974210600.0,1146267782250.0,-135842375650.0,1741764059850.0,783673935350.0,13682027394900.0,,1146267782250.0,3269182820900.0,783673935350.0,21740722556350.0,354632363230.0,,354632363230.0,7730609239600.0,354632363230.0,,13233007355050.0,1733423775850.0,780859089500.0,7730609239600.0,4189533160300.0,8067452459650.0,8728211459550.0,-352585506100.0,,,21740722556350.0,0.0,1510842446600.0,7494683455950.0,1117910816650.0,8213094669000.0,3991195925030.0,1117910816650.0,1146267782250.0,1068598887500.0,,956734828350.0,58282297540.0,,,767931649300.0,4189533160300.0,1510842446600.0,,,1701313682450.0,759909057740.0,,1706317852850.0,,-2281380434650.0,3377710766450.0,181713937650.0,5281901857200.0,256962593370.0,2170932977070.0,2216221965900.0,2251980933550.0,1706317852850.0,2216221965900.0,,687.160586,13012511096800.0,2601021818950.0,8067452459650.0,,391680587350.0,1694537000.0,0.0,238949136600.0,206710054510.0,,,-52856549850.0,,,687.240653,,4455142910.0,,-1075896636000.0,,,3269182820900.0,-7898770215750.0,13180672072950.0,,780859089500.0,1570371223650.0,,,,,,13180672072950.0,-2281380434650.0,-201834872800.0,1733423775850.0,,,119161807650.0,,,,-7898770215750.0,2251980933550.0,-1318286139750.0,-1468306998200.0,,,,,502946464370.0,1421497154250.0,,,767931649300.0,,1686092664150.0,,,,,,502946464370.0,135946629200.0,0.0,5281901857200.0,,1421497154250.0,,,1068598887500.0,509904113050.0,,,391680587350.0,,1694688500.0,20433695800.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,9054377543800.0,7699619498480.0,,,,,8523980579280.0,,,,,,,,,513539976720.0,,,,,6090810333800.0,,13536269958160.0,,,,4507341028200.0,,,,,,0.0,,,,,,22590647501960.0,286460037840.0,,286460037840.0,,286460037840.0,,13790429832280.0,,810331716760.0,8095486824880.0,,,,,,172.365419,,108754760.0,1382599263880.0,,,,3545513930760.0,1237411659280.0,,1124089199360.0,,,42958130200.0,,,794236012280.0,4486242604760.0,,,,,961827097440.0,,0.0,,0.0,,,,513539976720.0,470146827480.0,,,1769331190440.0,2395758608040.0,,,,,8344426470520.0,,396737364480.0,,0.0,,202175098840.0,,,,1665235158.0,,,,3371397560.0,,,,,3386296962120.0,-8115497700720.0,,,,,,,,,,13556280834000.0,,-154975533000.0,,,,,,,,,0.0,,,,,,,448287120720.0,1458618841120.0,,,,,1617292035960.0,,,,,,448287120720.0,,,5440783133280.0,172.365419,,,,,626427417600.0,,,,1665235158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,9055243726200.0,7770881454480.0,,,,,8747331324840.0,,,,,,,,,491361283800.0,,,,,6395840191080.0,,14044459073040.0,,,,4383294802920.0,,,,,,463079122560.0,,,,,,23099702799240.0,288874215000.0,,288874215000.0,,288874215000.0,,14166721645560.0,,816661161720.0,8499174618240.0,,,,,,175.53648,,0.0,1389127320360.0,,,,3487069428840.0,1197975125520.0,,1180257507000.0,,,36315615600.0,,,815120499240.0,4764058530120.0,,,,,896225374080.0,,1514471217840.0,,-1744360069320.0,,,,491361283800.0,429294595320.0,,,1514471217840.0,2255309776080.0,,,,,8464949901720.0,,393419169000.0,,0.0,,153516011400.0,,,,1709995000.0,,,,4401892800.0,,,,,3412457345880.0,-8156157121800.0,,,,,,,,,,13701441576600.0,,-133157257200.0,,,,,,,,,1355562887760.0,,,,,,,404864090280.0,1526466375720.0,,,,,1633982607360.0,,,,,,404864090280.0,,,5545284454800.0,175.53648,,,,,740838558240.0,,,,1656221000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,,8780935989800.0,7618612956200.0,,,,,9025754383000.0,,,,,,,,,445413514200.0,,,,,6266365846400.0,,14297866151400.0,,,,4635953328400.0,,,,,,-463079122560.0,,,,,,23078802141200.0,296018887000.0,,296018887000.0,,296018887000.0,,13884978802600.0,,709932297800.0,8807305783200.0,,,,,,180.3817,,0.0,1378924721800.0,,,,3768315301200.0,1170326317200.0,,1179150450400.0,,,49661400800.0,,,837163985800.0,4719269562800.0,,,,,867638027200.0,,0.0,,1744360069320.0,,,,445516120400.0,446439576200.0,,,1382515938800.0,1974040681800.0,,,,,8703468308800.0,,396367750600.0,,1514471217840.0,,172686234600.0,,,,1641023797.0,,,,4514672800.0,,,,,3550277126200.0,-8141391545200.0,,,,,,,,,,13631951913400.0,,-172173203600.0,,,,,,,,,-1355562887760.0,,,,,,,422121906800.0,1414631679400.0,,,,,1483377833400.0,,,,,,422121906800.0,,,5490560368200.0,180.3817,,,,,591524743000.0,,,,1641023797.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,9426304558300.0,8215216637460.0,-80531877860.0,605865659000.0,,1669722863060.0,9318535534000.0,,6548281828760.0,18524369332140.0,,0.0,,1854056149400.0,,618162904140.0,50077745620.0,,656908500360.0,14763498466220.0,6548281828760.0,1481529193760.0,14873090449140.0,,,,5548994492540.0,1481529193760.0,-930459526220.0,1169588804020.0,-165031371540.0,1752077699540.0,447053793340.0,14848426891340.0,,1169588804020.0,3527532162560.0,447053793340.0,24299395007440.0,333963911220.0,,333963911220.0,9085947460660.0,333963911220.0,,14763498466220.0,2006219577740.0,730255776600.0,9085947460660.0,5007560096280.0,9031687633500.0,9426304558300.0,-263685602740.0,,,24299395007440.0,0.0,1613961775860.0,8215216637460.0,1287437717160.0,9318535534000.0,4483764204540.0,1287437717160.0,1169588804020.0,1304809440480.0,,996300502260.0,49130173100.0,,,810465955880.0,5007560096280.0,1613961775860.0,,,573052403840.0,1065230288000.0,,1481529193760.0,,-3056672674300.0,3675942440800.0,173181068900.0,5787142988480.0,618060297940.0,461804734540.0,2087394852760.0,2367487083080.0,1481529193760.0,2087394852760.0,,712.372553,14873090449140.0,2666023365320.0,9031687633500.0,,396439883420.0,1648046000.0,0.0,418744318300.0,150341690960.0,,,-191303422240.0,,,712.513028,,7180503220.0,,79674014980.0,,,3527532162560.0,-8251354111280.0,14038497099760.0,,730255776600.0,1727199676020.0,,,,,,14038497099760.0,-3056672674300.0,-80531877860.0,2006219577740.0,,,84606726540.0,,,,-8251354111280.0,2367487083080.0,-1164119928160.0,-1920433289740.0,,,,,447169990060.0,1546190608340.0,,,810465955880.0,,1854056149400.0,,,,,,447169990060.0,-245670482260.0,0.0,5787142988480.0,,1546190608340.0,,,1304809440480.0,605865659000.0,,,396439883420.0,,1648377000.0,18980216220.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,9608895610320.0,8692695749520.0,,,,,9465697787040.0,,,,,,,,,570461971440.0,,,,,6725639050800.0,,15487770770400.0,,,,4980422512080.0,,,,,,0.0,,,,,,25096666380720.0,266873712480.0,,266873712480.0,,266873712480.0,,15418334800320.0,,710110352160.0,9464810426400.0,,,,,,163.529474,,0.0,1426654068960.0,,,,4004991328560.0,1410903417600.0,,1386279159840.0,,,32166823200.0,,,821917792800.0,5193610905840.0,,,,,975431183520.0,,0.0,,0.0,,,,570461971440.0,421718144160.0,,,1672009285920.0,2170705965600.0,,,,,9165104370240.0,,396982966320.0,,0.0,,174920966160.0,,,,1804999000.0,,,,4104042960.0,,,,,3981587191680.0,-8312239875120.0,,,,,,,,,,14335200219120.0,,-32499583440.0,,,,,,,,,0.0,,,,,,,404969212080.0,1529366063040.0,,,,,1770839077200.0,,,,,,404969212080.0,,,6022960344000.0,163.551658,,,,,498696679680.0,,,,1804999000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,9775105013520.0,9064336826160.0,,,,,9760921421020.0,,,,,,,,,577555886600.0,,,,,6955633762000.0,,16452740362520.0,,,,4847044166580.0,,,,,,-1815499840.0,,,,,,26227845376040.0,296834223840.0,,296834223840.0,,296834223840.0,,16019970588160.0,,744354934400.0,10022580335460.0,,,,,,182.514468,,0.0,1413366625440.0,,,,3875184408480.0,1407920125920.0,,1441733810440.0,,,48224214500.0,,,909565419840.0,5301713407760.0,,,,,971859758100.0,,1693974819460.0,,-1648927729680.0,,,,577555886600.0,423578806420.0,,,1693974819460.0,2271076831100.0,,,,,9681720240500.0,,396573246300.0,,0.0,,145807330900.0,,,,1828811319.0,,,,6808124400.0,,,,,4248383094340.0,-8440712631120.0,,,,,,,,,,14870872658180.0,,187109952260.0,,,,,,,,,1337909913340.0,,,,,,,394303871500.0,1586519922680.0,,,,,1821513683220.0,,,,,,394303871500.0,,,6430160027060.0,182.548509,,,,,577102011640.0,,,,1628811319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
