date,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualChangeInAccountPayable,annualOtherCurrentAssets,quarterlyOtherNonCashItems,annualAccountsPayable,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,trailingTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,trailingTaxProvision,trailingEndCashPosition,quarterlyTotalRevenue,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualCashDividendsPaid,annualPretaxIncome,quarterlyFreeCashFlow,annualCostOfRevenue,annualInvestmentsAndAdvances,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyTotalAssets,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,annualLongTermDebt,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingPretaxIncome,quarterlyDilutedEPS,annualTotalAssets,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyInventory,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualAccountsReceivable,trailingOperatingCashFlow,annualSaleOfInvestment,quarterlyGrossProfit,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualGrossProfit,annualNetPPE,quarterlyOperatingExpense,annualOtherIncomeExpense,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,trailingGrossProfit,annualTotalNonCurrentAssets,annualEbitda,quarterlyStockholdersEquity,quarterlyCapitalStock,trailingRepaymentOfDebt,annualBasicAverageShares,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualChangeInInventory,quarterlyDilutedAverageShares,annualBasicEPS,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingChangeInCashSupplementalAsReported,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,annualGrossPPE,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingInvestingCashFlow,annualChangesInAccountReceivables,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingInterestExpense,trailingCashDividendsPaid,trailingBeginningCashPosition,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyNetPPE,quarterlyBasicEPS,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyBasicAverageShares,annualDilutedAverageShares,annualGoodwill,annualInterestExpense,trailingSellingGeneralAndAdministration,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualStockBasedCompensation,annualIncomeTaxPayable,trailingChangeInInventory,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
2003-12-31,,37104000000.0,29053000000.0,-4109000000.0,-261000000.0,1765000000.0,16054000000.0,38229000000.0,2122000000.0,,32415000000.0,131568000000.0,,1799000000.0,-2122000000.0,12954000000.0,,,481000000.0,,61468000000.0,6730000000.0,32415000000.0,6080000000.0,63425000000.0,349000000.0,,,41740000000.0,6080000000.0,60000000.0,8832000000.0,,-3388000000.0,15562000000.0,-61000000.0,109257000000.0,,8832000000.0,7266000000.0,4821000000.0,100529000000.0,,2501000000.0,2501000000.0,15270000000.0,2501000000.0,,61468000000.0,12775000000.0,,15270000000.0,38226000000.0,12299000000.0,37104000000.0,-5021000000.0,,,100529000000.0,1799000000.0,15535000000.0,29053000000.0,396000000.0,38229000000.0,34925000000.0,8832000000.0,396000000.0,7715000000.0,332000000.0,,6669000000.0,-170000000.0,,,6843000000.0,12299000000.0,,15535000000.0,,420000000.0,6815000000.0,87000000.0,-3121000000.0,6080000000.0,,22311000000.0,45619000000.0,1980000000.0,217000000.0,4376000000.0,7845000000.0,2536000000.0,15699000000.0,,6080000000.0,7845000000.0,3.487639,,63425000000.0,22723000000.0,38226000000.0,8160000000.0,,2487681136.0,11271000000.0,-8290000000.0,1875000000.0,,,-24000000.0,,3.487639,,163000000.0,,-6669000000.0,-3873000000.0,-6250000000.0,4821000000.0,-72330000000.0,117949000000.0,,95000000.0,12775000000.0,6243000000.0,,,2536000000.0,-926000000.0,117949000000.0,-7209000000.0,-4109000000.0,6257000000.0,,-193000000.0,,-72330000000.0,3812000000.0,-154000000.0,-5649000000.0,-8433000000.0,,,4835000000.0,10882000000.0,,6843000000.0,,12954000000.0,,,,,,-946000000.0,6957000000.0,-163000000.0,89000000.0,45619000000.0,,10882000000.0,,-36000000.0,7715000000.0,1765000000.0,,,8160000000.0,,2498372320.0,,292000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,52492000000.0,42105000000.0,,-5000000.0,,,39871000000.0,1560000000.0,,,,,,-1560000000.0,,,,,,,,33632000000.0,,63999000000.0,,,,34282000000.0,,,,,,,3373000000.0,,,,,,116491000000.0,,2413000000.0,2413000000.0,,2413000000.0,,75737000000.0,12647000000.0,,15602000000.0,,,,,,0.969,,1000000.0,17569000000.0,,,,28500000000.0,,,7465000000.0,-109000000.0,,,330000000.0,,,6918000000.0,13564000000.0,,,,,5782000000.0,,-1744000000.0,19903000000.0,,,,1468000000.0,,4483000000.0,,,,,19903000000.0,21617000000.0,,,,,39874000000.0,7995000000.0,,,5951000000.0,,2070000000.0,,,,2598963236.0,,,49000000.0,,,-1651000000.0,10197000000.0,14936000000.0,-72330000000.0,,,47000000.0,,,,,2499000000.0,-779000000.0,118228000000.0,,-3244000000.0,,,15000000.0,,,5024000000.0,,13953000000.0,,,,4314000000.0,13373000000.0,,,,13796000000.0,,,,,,1259000000.0,5874000000.0,,,45898000000.0,0.969,,,,,1714000000.0,,,,2598963236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,46140000000.0,38721000000.0,,-3643000000.0,,,38891000000.0,1604000000.0,,,,,,-1604000000.0,,,,,,,,33060000000.0,,63805000000.0,,,,35211000000.0,,,,,,,1326000000.0,,,,,,109945000000.0,,2493000000.0,2493000000.0,,2493000000.0,,71781000000.0,12546000000.0,,15509000000.0,,,,,,1.0083,,1000000.0,17320000000.0,,,,28887000000.0,,,7631000000.0,-419000000.0,,,195000000.0,,,6903000000.0,13110000000.0,,,,,6324000000.0,,-2106000000.0,13781000000.0,,,,1500000000.0,,4868000000.0,,,,,13781000000.0,15449000000.0,,,,,37402000000.0,7967000000.0,,,19903000000.0,,2375000000.0,,,,2474800000.0,,,52000000.0,,,-1821000000.0,-6959000000.0,12858000000.0,-72330000000.0,,,-50000000.0,,,,,2545000000.0,-1546000000.0,118081000000.0,,-3200000000.0,,,79000000.0,,,3147000000.0,,-6064000000.0,,,,4824000000.0,12199000000.0,,,,13664000000.0,,,,,,-1193000000.0,6428000000.0,,,45751000000.0,1.0083,,,,,1668000000.0,,,,2474800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,50017000000.0,40919000000.0,,-79000000.0,,,42654000000.0,1778000000.0,,,,,,-1778000000.0,,,,,,,,33219000000.0,,64825000000.0,-767000000.0,,,38680000000.0,,,,,,,3064000000.0,,,,,,114842000000.0,,2944000000.0,2944000000.0,,2944000000.0,,74138000000.0,12506000000.0,,15772000000.0,,,,,,1.1998,,0.0,18209000000.0,,,,31567000000.0,,,8758000000.0,232000000.0,,,389000000.0,,,6951000000.0,13261000000.0,,,,,7113000000.0,,-2228000000.0,15570000000.0,,,,1592000000.0,,5751000000.0,,,,,15570000000.0,17256000000.0,,,,,39866000000.0,8135000000.0,,,13781000000.0,,2807000000.0,,,,2446227868.0,,,41000000.0,,,-2119000000.0,-981000000.0,12566000000.0,-72330000000.0,,,1000000.0,,,,,2556000000.0,-862000000.0,118827000000.0,,-3726000000.0,,,28000000.0,,,5183000000.0,,1668000000.0,,,,5521000000.0,13369000000.0,,,,14984000000.0,,,,,,492000000.0,7299000000.0,,,46497000000.0,1.1998,,,56000000.0,,1686000000.0,,,,2446227868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,42843000000.0,35598000000.0,-6303000000.0,-2369000000.0,1829000000.0,21756000000.0,45062000000.0,3308000000.0,,35209000000.0,166209000000.0,,4478000000.0,-3308000000.0,15811000000.0,,,638000000.0,,70807000000.0,11265000000.0,35209000000.0,5198000000.0,71161000000.0,592000000.0,,,56963000000.0,5198000000.0,-818000000.0,13020000000.0,,-6096000000.0,24285000000.0,2075000000.0,137006000000.0,,13020000000.0,9838000000.0,4772000000.0,114004000000.0,,5094000000.0,5094000000.0,19239000000.0,5094000000.0,,70807000000.0,13611000000.0,,19239000000.0,42345000000.0,13186000000.0,42843000000.0,-5141000000.0,,,114004000000.0,4478000000.0,18998000000.0,35598000000.0,432000000.0,45062000000.0,47168000000.0,13020000000.0,432000000.0,9554000000.0,-522000000.0,,8250000000.0,2695000000.0,,,8213000000.0,13186000000.0,,18998000000.0,,628000000.0,9795000000.0,722000000.0,-3974000000.0,5198000000.0,,29203000000.0,49337000000.0,2842000000.0,3615000000.0,9037000000.0,7027000000.0,2585000000.0,19546000000.0,,5198000000.0,7027000000.0,5.304472,,71161000000.0,30006000000.0,42345000000.0,8602000000.0,,2416420916.0,15570000000.0,-10449000000.0,3943000000.0,,,-1218000000.0,,5.304472,,173000000.0,,1000000.0,-4117000000.0,-12706000000.0,4772000000.0,-81848000000.0,131185000000.0,,-5000000.0,13611000000.0,6551000000.0,,,2585000000.0,-1954000000.0,131185000000.0,-10052000000.0,-6303000000.0,7447000000.0,,506000000.0,,-81848000000.0,6192000000.0,-283000000.0,-10910000000.0,-9708000000.0,,,6953000000.0,14583000000.0,,8213000000.0,,15811000000.0,,,,,,80000000.0,10261000000.0,-1353000000.0,-7000000.0,49337000000.0,,14583000000.0,,114000000.0,9554000000.0,1829000000.0,,,8602000000.0,,2426823772.0,,317000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,58127000000.0,45769000000.0,,-38000000.0,,,45383000000.0,1611000000.0,,,,,,-1611000000.0,,,,,,,,35744000000.0,,69902000000.0,,,,34582000000.0,,,,,,,3270000000.0,,,,,,128029000000.0,,4157000000.0,4157000000.0,,4157000000.0,,81513000000.0,13074000000.0,,18773000000.0,,,,,,1.742851,,0.0,21501000000.0,,,,25118000000.0,,,13553000000.0,-107000000.0,,,193000000.0,,,8682000000.0,13988000000.0,,,,,9464000000.0,,-2036000000.0,16260000000.0,,,,1543000000.0,,7914000000.0,,,,,16260000000.0,16260000000.0,,,,,45420000000.0,8239000000.0,,,5002000000.0,,3757000000.0,,,,2384400000.0,,,91000000.0,,,-1961000000.0,7551000000.0,12585000000.0,-81848000000.0,,,31000000.0,,,,,4242000000.0,-1047000000.0,128735000000.0,,-623000000.0,,,,,,5231000000.0,,11258000000.0,,,,7921000000.0,16235000000.0,,,,16949000000.0,,,,,,-1208000000.0,9532000000.0,,,46887000000.0,1.742851,,,,,,,,,2384400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,57840000000.0,46097000000.0,,-2278000000.0,,,43978000000.0,1531000000.0,,,,,,-1531000000.0,,,6889000000.0,,,,,35288000000.0,,68635000000.0,,,,33623000000.0,,,,,,,643000000.0,,,,,,126475000000.0,,3720000000.0,3720000000.0,,3720000000.0,,81385000000.0,12367000000.0,,18359000000.0,,,,,,1.5738,,2000000.0,20843000000.0,,,,18126000000.0,,,13894000000.0,352000000.0,,,425000000.0,,,9044000000.0,13877000000.0,,,,,15497000000.0,,-2131000000.0,16405000000.0,,,,8468000000.0,,7330000000.0,,,,,16405000000.0,16405000000.0,,,,,44235000000.0,7684000000.0,,,16260000000.0,,3610000000.0,,,,2364400000.0,,,428000000.0,,,-2263000000.0,-1257000000.0,15614000000.0,-81848000000.0,,,54000000.0,,,,,4010000000.0,-1581000000.0,128114000000.0,,1112000000.0,,,,,,2906000000.0,,483000000.0,,,,7029000000.0,15112000000.0,,,,15371000000.0,,,,,,-2625000000.0,8609000000.0,,,46266000000.0,1.5738,,,,,,,,,2364400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,62464000000.0,47572000000.0,,12000000.0,,,45527000000.0,1563000000.0,,,,,,-1563000000.0,,,,,,,,36767000000.0,,70837000000.0,327000000.0,,,39909000000.0,,,,,,,3086000000.0,,,,,,133301000000.0,,4381000000.0,4381000000.0,,4381000000.0,,84339000000.0,12213000000.0,,18476000000.0,,,,,,1.8628,,0.0,21320000000.0,,,,29585000000.0,,,15565000000.0,-480000000.0,,,325000000.0,,,9197000000.0,15357000000.0,,,,,10324000000.0,,-3714000000.0,18014000000.0,,,,1534000000.0,,8909000000.0,,,,,18014000000.0,18014000000.0,,,,,47742000000.0,7482000000.0,,,16405000000.0,,4528000000.0,,,,2352000000.0,,,389000000.0,,,-2595000000.0,-275000000.0,14482000000.0,-81848000000.0,,,-86000000.0,,,,,5174000000.0,-773000000.0,129035000000.0,,1199000000.0,,,83000000.0,,,5681000000.0,,1634000000.0,,,,8790000000.0,16898000000.0,,,,16192000000.0,,,,,,-527000000.0,10353000000.0,,,47187000000.0,1.8628,,,,,,,,,2352000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,51782000000.0,39562000000.0,1682000000.0,-2131000000.0,,28460000000.0,44386000000.0,1984000000.0,,36964000000.0,169439000000.0,,5532000000.0,-1984000000.0,19417000000.0,,,-4736000000.0,,76526000000.0,13995000000.0,36964000000.0,5110000000.0,73839000000.0,,,,64013000000.0,5110000000.0,-940000000.0,14525000000.0,,-4435000000.0,28520000000.0,324000000.0,110255000000.0,,14525000000.0,7323000000.0,4639000000.0,125621000000.0,,2589000000.0,2589000000.0,20639000000.0,2589000000.0,,76526000000.0,12384000000.0,,20639000000.0,48103000000.0,16324000000.0,51782000000.0,-3774000000.0,,,125621000000.0,5532000000.0,23211000000.0,39562000000.0,299000000.0,44386000000.0,32495000000.0,14525000000.0,299000000.0,15019000000.0,-705000000.0,,6689000000.0,-24447000000.0,,,8256000000.0,16324000000.0,,23211000000.0,,,31518000000.0,20000000.0,-4081000000.0,5110000000.0,,59184000000.0,48012000000.0,26185000000.0,-23450000000.0,4981000000.0,5110000000.0,5188000000.0,17361000000.0,,5110000000.0,5110000000.0,6.127769,,73839000000.0,35149000000.0,48103000000.0,7280000000.0,,2347222792.0,18014000000.0,-5996000000.0,2392000000.0,,,,,6.166105,,436000000.0,,-6689000000.0,-3219000000.0,-12015000000.0,4639000000.0,-77479000000.0,125491000000.0,,-86000000.0,12384000000.0,4568000000.0,,,5188000000.0,-373000000.0,125491000000.0,-11962000000.0,1682000000.0,30724000000.0,,,,-77479000000.0,3543000000.0,,-12832000000.0,-10038000000.0,,,5333000000.0,15207000000.0,,8256000000.0,,19417000000.0,,,,,,-376000000.0,7317000000.0,543000000.0,-87000000.0,48012000000.0,,15207000000.0,,-86000000.0,15019000000.0,,,,7280000000.0,,2362028860.0,,1488000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,65788000000.0,51686000000.0,,-19000000.0,,,,1610000000.0,,,,,,-17000000.0,,,6657000000.0,,,,,37579000000.0,,76883000000.0,-71000000.0,,,42400000000.0,,,,,,,3377000000.0,,,,,,142671000000.0,,4462000000.0,4462000000.0,,4462000000.0,,89265000000.0,12478000000.0,,22268000000.0,,,,,,1.9081,,247000000.0,23796000000.0,,,,25661000000.0,,,15352000000.0,-530000000.0,,,773000000.0,,,8757000000.0,16344000000.0,,,,,16739000000.0,,-2851000000.0,17950000000.0,,,,8214000000.0,,9119000000.0,,,,,17950000000.0,17950000000.0,,,,,52300000000.0,7486000000.0,,,5231000000.0,,4657000000.0,,,,2338412698.0,,,402000000.0,,,-2485000000.0,10035000000.0,15287000000.0,-79312000000.0,,,-1000000.0,,,,,5859000000.0,-1354000000.0,128068000000.0,,901000000.0,,,4000000.0,,,5862000000.0,,12718000000.0,,,,8525000000.0,17549000000.0,,,,18850000000.0,,,,,,217000000.0,10135000000.0,,,48756000000.0,1.9263,,,585000000.0,,,,,,2316352202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,65627000000.0,53258000000.0,,-2570917454.638385,,,,1692000000.0,,,,,,99667774.086379,,,6613000000.0,,,,,37502000000.0,,77630000000.0,-81778686.429849,,,45737000000.0,,,,,,,2061078456.427294,,,,,,143257000000.0,,4400000000.0,4400000000.0,,4400000000.0,,90760000000.0,11717000000.0,,21907000000.0,,,,,,1.8924,,204000000.0,22652000000.0,,,,28813000000.0,,,15619000000.0,278558650.651674,,,540000000.0,,,8835000000.0,16950000000.0,,,,,16924000000.0,,-2753641707.130079,4991055456.171735,,,,8164000000.0,,9060000000.0,,,,,18672000000.0,18672000000.0,,,,,51496000000.0,7901000000.0,,,5511116790.186558,,4660000000.0,,-14055711.73013,,2325000000.0,,,495000000.0,,,-3108867876.309737,-2076411960.13289,17527000000.0,-83711000000.0,,,-532839253.769486,,,,,5956000000.0,-1313000000.0,133478000000.0,,-831000000.0,,,109890109.89011,,,5169946332.73703,,339892665.474061,,,,8760000000.0,17639000000.0,,,,18092000000.0,,,,,,-1296958855.09839,10547630973.677485,,,49767000000.0,1.9052,,,43000000.0,,,,,,2309395973.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,62374000000.0,49851000000.0,,23000000.0,,,52445000000.0,1674000000.0,,,,,,24000000.0,,,6542000000.0,,,,,37160000000.0,,78676000000.0,-97000000.0,,,42507000000.0,,,,,,,3622000000.0,,,,,,141050000000.0,,3067000000.0,3067000000.0,,3083000000.0,,87011000000.0,11643000000.0,,22364000000.0,,,,,,1.3312,,176000000.0,21529000000.0,,,,27438000000.0,,,14619000000.0,-397000000.0,,,627000000.0,,,9043000000.0,16474000000.0,,,,,15069000000.0,,-3097000000.0,16945000000.0,,,,8189000000.0,,7219000000.0,,,,,16945000000.0,16945000000.0,,,,,52945000000.0,7687000000.0,,,18672000000.0,,4136000000.0,,,,2302300000.0,,,691000000.0,,,-2688000000.0,-5213000000.0,14486000000.0,-82998000000.0,,,2000000.0,,,,,5842000000.0,-1353000000.0,133468000000.0,,-635000000.0,,,94000000.0,,,6310000000.0,,-1679000000.0,,,,6880000000.0,18455000000.0,,,,16910000000.0,,,,,,1809000000.0,8554000000.0,,,50470000000.0,1.343901,,,10000000.0,,,,,,2302300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,56470000000.0,44242000000.0,-1825000000.0,-2715000000.0,5158000000.0,31847000000.0,54719000000.0,2355000000.0,,40324000000.0,175123000000.0,,3210000000.0,-2355000000.0,19903000000.0,,6332000000.0,-582000000.0,,84566000000.0,18108000000.0,40324000000.0,3290000000.0,82403000000.0,-277000000.0,,,44803000000.0,3290000000.0,-326000000.0,15538000000.0,,-5278000000.0,33646000000.0,-1317000000.0,110821000000.0,,15531000000.0,8118000000.0,7731000000.0,138873000000.0,,3432000000.0,3432000000.0,21577000000.0,3433000000.0,,84566000000.0,12195000000.0,25784000000.0,21577000000.0,53216000000.0,18707000000.0,56470000000.0,-5055000000.0,,,138873000000.0,3210000000.0,22955000000.0,44242000000.0,215000000.0,54719000000.0,29085000000.0,15531000000.0,215000000.0,15502000000.0,537000000.0,1483000000.0,7331000000.0,986000000.0,,,9422000000.0,18707000000.0,,22955000000.0,,923000000.0,15718000000.0,697000000.0,-3775000000.0,3290000000.0,,64302000000.0,53552000000.0,8258000000.0,3003000000.0,7951000000.0,8448000000.0,4727000000.0,21197000000.0,,3290000000.0,8448000000.0,6.71194,,82403000000.0,39178000000.0,53216000000.0,8003000000.0,,2293063190.0,16945000000.0,-9776000000.0,4518000000.0,,,-660000000.0,,6.764686,,688000000.0,,-7331000000.0,-4843000000.0,-13323000000.0,7731000000.0,-81346000000.0,134898000000.0,,-4751000000.0,12195000000.0,5699000000.0,,,4727000000.0,-1035000000.0,134898000000.0,-12636000000.0,-1825000000.0,32455000000.0,,715000000.0,,-81346000000.0,3526000000.0,-531000000.0,-13880000000.0,-13079000000.0,,,7460000000.0,16393000000.0,,9422000000.0,,19903000000.0,,,,,,-1322000000.0,9815000000.0,-2409000000.0,-5044000000.0,53552000000.0,,16393000000.0,,59000000.0,15502000000.0,5158000000.0,,,8003000000.0,,2312304652.0,1483000000.0,2285000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,66527000000.0,51812000000.0,,,,,,1920000000.0,,,,,,195000000.0,,,6213000000.0,,,,,40272000000.0,,83964000000.0,-134000000.0,,,42305000000.0,,,,,,,5696000000.0,,,,,,150491000000.0,,4072000000.0,4072000000.0,,4072000000.0,,92084000000.0,12288000000.0,,22886000000.0,,,,,,1.788999,,14596000000.0,24215000000.0,,,,26607000000.0,,,15194000000.0,-23000000.0,,,750000000.0,,,9506000000.0,18478000000.0,,,,,15698000000.0,,-2898000000.0,3956000000.0,,,,7949000000.0,,8199000000.0,,,,,3956000000.0,3956000000.0,,,,,57248000000.0,7989000000.0,,,3329000000.0,,4127000000.0,,,,2392912284.0,,,574000000.0,,,-2835000000.0,-4884000000.0,12854000000.0,-81346000000.0,,,-9529000000.0,,,,,6257000000.0,-365000000.0,136167000000.0,,-2292000000.0,,,25000000.0,,,8531000000.0,,626000000.0,,,,7749000000.0,18963000000.0,,,,19995000000.0,,,,,,2802000000.0,9669000000.0,,,54821000000.0,1.801999,,,7000000.0,,,,,,2392912284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,67583957117.91221,51038888964.08896,,-3061846041.393126,,,,,,,,,,483235648.442682,,,,,,,,42855015769.454636,,86510009881.28917,-63619259.038672,,,45344288479.49971,,,,,,,1461889356.633323,,,,,,154093966999.2014,,4617133884.700245,4617133884.700245,,4730836390.21617,,93893904733.5436,8607550387.80676,,2437835862.31168,,,,,,2.030402,,0.0,23043707784.560825,,,,28946762862.595936,,,16255397485.008865,8121607.536852,,,550915711.24978,,,10073500548.20851,20364930898.655872,20309433247.154053,,,,16397525616.903772,,-3340687900.158371,3868592390.053738,,,,7795389634.12158,,9186891725.43552,,,,,3868592390.053738,18599834860.64675,,,,,59094170039.38979,8098596315.497381,,,4009366920.692502,,4456055335.219351,,0.0,,2278400000.0,,,605059761.495459,,,-3396185551.660192,-1851726518.402209,13277474721.496542,,,,6768006.28071,,,,,6401180340.295356,,,,-2551538367.827605,,,86630480.393086,,,4858074908.293515,,-334339510.267066,,,,8602135982.782192,125884916.821203,,,,19516222911.05486,,,,,,-2291646926.648348,11815585364.863218,,,56973076871.015335,2.043938,,,,,14731242470.593014,,,,2258940397.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,73948000000.0,57817000000.0,,-167153958.606874,,,,,,,,,,-6581837161.768886,,,5795000000.0,,,,,45343000000.0,,91545000000.0,-68020615.347131,,,48462000000.0,,,,,,,1952001285.921193,,,,,,165493000000.0,,4455000000.0,4455000000.0,,4455000000.0,,103160000000.0,13001000000.0,,24543000000.0,,,,,,1.955499,,0.0,25979000000.0,,,,32423000000.0,,,17957000000.0,-38756784.926296,,,933000000.0,,,10784000000.0,21558000000.0,,,,,16039000000.0,,-3883997374.013563,4014000000.0,,,,7666000000.0,,9001000000.0,,,,,4014000000.0,19818000000.0,,,,,61118000000.0,8546000000.0,,,3868592390.053738,,4546000000.0,,,,2394802679.0,,,649000000.0,,,-3850118981.550415,-1491153687.886622,13124000000.0,-87978000000.0,,,-1265823043.707785,,,,,6896000000.0,,148084000000.0,,-4512000000.0,,,43651095.740217,,,5802120267.471608,,29969205.571423,,,,8373000000.0,23509000000.0,,,,21184000000.0,,,,,,-1285208508.737496,10594887515.735615,,,60106000000.0,1.969801,,,,,15804000000.0,,,,2394802679.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
