date,trailingFreeCashFlow,quarterlyCurrentAssets,quarterlyCurrentLiabilities,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualOperatingIncome,quarterlyRetainedEarnings,quarterlyDepreciationAndAmortization,trailingCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualChangeInAccountPayable,annualOtherCurrentAssets,quarterlyOtherNonCashItems,annualAccountsPayable,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,annualChangeInWorkingCapital,trailingTotalRevenue,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyPurchaseOfInvestment,trailingTaxProvision,trailingEndCashPosition,quarterlyTotalRevenue,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualCashDividendsPaid,annualPretaxIncome,quarterlyFreeCashFlow,annualCostOfRevenue,annualInvestmentsAndAdvances,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,quarterlyTotalAssets,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,annualLongTermDebt,annualCurrentAssets,annualRepurchaseOfCapitalStock,trailingPretaxIncome,quarterlyDilutedEPS,annualTotalAssets,quarterlyOtherCurrentAssets,quarterlyAccountsReceivable,annualCurrentLiabilities,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyInventory,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyOtherIncomeExpense,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,annualAccountsReceivable,trailingOperatingCashFlow,annualSaleOfInvestment,quarterlyGrossProfit,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualGrossProfit,annualNetPPE,quarterlyOperatingExpense,annualOtherIncomeExpense,quarterlyPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualDilutedEPS,trailingGrossProfit,annualTotalNonCurrentAssets,annualEbitda,quarterlyStockholdersEquity,quarterlyCapitalStock,trailingRepaymentOfDebt,annualBasicAverageShares,quarterlyBeginningCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualChangeInInventory,quarterlyDilutedAverageShares,annualBasicEPS,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,trailingChangeInCashSupplementalAsReported,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentDebt,quarterlyAccumulatedDepreciation,annualGrossPPE,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualPurchaseOfBusiness,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyRepurchaseOfCapitalStock,quarterlyGrossPPE,annualInvestingCashFlow,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,trailingOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingInvestingCashFlow,annualChangesInAccountReceivables,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,trailingInterestExpense,trailingCashDividendsPaid,trailingBeginningCashPosition,trailingNetIncome,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,quarterlyNetPPE,quarterlyBasicEPS,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,quarterlyCommonStockIssuance,annualInventory,quarterlyOtherShortTermInvestments,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyBasicAverageShares,annualDilutedAverageShares,annualGoodwill,annualInterestExpense,trailingSellingGeneralAndAdministration,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,quarterlyStockBasedCompensation,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,quarterlyChangeInAccountPayable,trailingPurchaseOfInvestment,quarterlyChangeInInventory,trailingChangesInAccountReceivables,annualStockBasedCompensation,annualIncomeTaxPayable,trailingChangeInInventory,trailingChangeInAccountPayable,annualDeferredIncomeTax,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
1994-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6462500000.0,,,,,,,,,,,,,,,159900000.0,159900000.0,,159900000.0,,,,,,,,,,,0.345001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878290000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6462500000.0,,,,,,,,,,,,6462500000.0,,,,0.345001,,,,,,,,,878290000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994-12-31,,11840200000.0,7746400000.0,,,,1197600000.0,6078300000.0,,,7061600000.0,25612000000.0,,1458500000.0,,2767400000.0,,,-157300000.0,,14808000000.0,324000000.0,7061600000.0,0.0,13410600000.0,,,,6224400000.0,4475200000.0,-245700000.0,634000000.0,,-236700000.0,958000000.0,,23170900000.0,,634000000.0,218400000.0,2303000000.0,25250800000.0,,154200000.0,154200000.0,3093000000.0,154200000.0,,14808000000.0,1891300000.0,,3093000000.0,9989300000.0,4271800000.0,11840200000.0,-176800000.0,,,25250800000.0,1458500000.0,,7746400000.0,,6078300000.0,,634000000.0,,2222700000.0,,,1243500000.0,,,,898500000.0,4271800000.0,,,,43100000.0,,95900000.0,,,,2441100000.0,8708500000.0,,-116700000.0,,4475200000.0,1609100000.0,2067800000.0,,4475200000.0,4475200000.0,0.685,,13410600000.0,2441100000.0,9989300000.0,250400000.0,,925547445.0,,-236400000.0,,,,,,0.685,,,,-73500000.0,,,2303000000.0,-9060600000.0,17769100000.0,,,1891300000.0,4488800000.0,,,1609100000.0,,17769100000.0,-1775200000.0,,1243500000.0,,,,-9060600000.0,,-118600000.0,,-1849400000.0,,,-18190000000.0,2676000000.0,,898500000.0,,2767400000.0,,,,,,,-18190000000.0,-13700000.0,-7600000.0,8708500000.0,,2676000000.0,,,2222700000.0,,,,250400000.0,,925547445.0,,58600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1995-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6923900000.0,,,,,,,,,,,,,,,114600000.0,114600000.0,,114600000.0,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6923900000.0,,,,,,,,,,,,6923900000.0,,,,0.12,,,,,,,,,955000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6923900000.0,,,,,,,,,,,,,,,114600000.0,114600000.0,,114600000.0,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6923900000.0,,,,,,,,,,,,6923900000.0,,,,0.12,,,,,,,,,955000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6923900000.0,,,,,,,,,,,,,,,114600000.0,114600000.0,,114600000.0,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6923900000.0,,,,,,,,,,,,6923900000.0,,,,0.12,,,,,,,,,955000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995-12-31,,14087200000.0,8877000000.0,,,,1300800000.0,6698100000.0,,,7998700000.0,27695500000.0,,1470100000.0,,3182700000.0,,,128900000.0,,16875700000.0,412500000.0,7998700000.0,0.0,14246900000.0,,,,6923900000.0,5824000000.0,308300000.0,458400000.0,,-197200000.0,870900000.0,,24713700000.0,,458400000.0,-78500000.0,2951200000.0,28334100000.0,,114600000.0,114600000.0,2837900000.0,114600000.0,,16875700000.0,2114200000.0,,2837900000.0,10972500000.0,5056100000.0,14087200000.0,,,,28334100000.0,1470100000.0,,8877000000.0,,6698100000.0,,458400000.0,,2386400000.0,,,1681000000.0,,,,828400000.0,5056100000.0,,,,,,20000000.0,,,,2981800000.0,9762900000.0,,-698600000.0,,5824000000.0,1646100000.0,2461900000.0,,5824000000.0,5824000000.0,0.49,,14246900000.0,2981800000.0,10972500000.0,249800000.0,,935510204.0,,699000000.0,,,,,,0.49,,,,83700000.0,,,2951200000.0,-10807300000.0,20570200000.0,,,2114200000.0,4871800000.0,,,1646100000.0,,20570200000.0,-2092800000.0,,1681000000.0,,,,-10807300000.0,,-11600000.0,,-2540400000.0,,,-19470800000.0,2743100000.0,,828400000.0,,3182700000.0,,,,,,,-19470800000.0,952200000.0,-12800000.0,9762900000.0,,2743100000.0,,,2386400000.0,,,,249800000.0,,935510204.0,,80300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1996-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8515400000.0,,,,,,,,,,,,,,,272300000.0,272300000.0,,272300000.0,,,,,,,,,,,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955438596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8515400000.0,,,,,,,,,,,,8515400000.0,,,,0.285,,,,,,,,,955438596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8515400000.0,,,,,,,,,,,,,,,272300000.0,272300000.0,,272300000.0,,,,,,,,,,,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955438596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8515400000.0,,,,,,,,,,,,8515400000.0,,,,0.285,,,,,,,,,955438596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8515400000.0,,,,,,,,,,,,,,,272300000.0,272300000.0,,272300000.0,,,,,,,,,,,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955438596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8515400000.0,,,,,,,,,,,,8515400000.0,,,,0.285,,,,,,,,,955438596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996-12-31,,15339200000.0,10939400000.0,,,,1756300000.0,7027700000.0,,,7462100000.0,34061700000.0,,1664100000.0,,3453300000.0,,,-200400000.0,,18401500000.0,505800000.0,7462100000.0,0.0,15174100000.0,,,,8515500000.0,6172800000.0,329800000.0,1089100000.0,,-164200000.0,1594900000.0,,30769000000.0,,1089100000.0,-178800000.0,4387500000.0,30513300000.0,,272200000.0,272200000.0,2889700000.0,272200000.0,,18401500000.0,2513800000.0,,2889700000.0,11683400000.0,4093000000.0,15339200000.0,,,,30513300000.0,1664100000.0,,10939400000.0,,7027700000.0,,1089100000.0,,2896200000.0,,,1536400000.0,,,,855300000.0,4093000000.0,,,,,,40700000.0,,,,3292700000.0,10476000000.0,,-76700000.0,,6172800000.0,1808400000.0,2980100000.0,,6172800000.0,6172800000.0,1.135001,,15174100000.0,3292700000.0,11683400000.0,252500000.0,,959558626.0,,262700000.0,,,,,,1.135001,,,,26800000.0,,,4387500000.0,-11949800000.0,22425800000.0,,,2513800000.0,5509800000.0,,,1808400000.0,,22425800000.0,-2593900000.0,,1536400000.0,,,,-11949800000.0,,-56300000.0,,-3158900000.0,,,-23789900000.0,3098600000.0,,855300000.0,,3453300000.0,,,,,,,-23789900000.0,663000000.0,-10000000.0,10476000000.0,,3098600000.0,,,2896200000.0,,,,252500000.0,,959558626.0,,111500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1997-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8474600000.0,,,,,,,,,,,,,,,337500000.0,337500000.0,,337500000.0,,,,,,,,,,,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978260870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8474600000.0,,,,,,,,,,,,8474600000.0,,,,0.345,,,,,,,,,978260870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8130700000.0,,,,,,,,,,,,,,,323800000.0,323800000.0,,323800000.0,,,,,,,,,,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,981212121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8130700000.0,,,,,,,,,,,,8130700000.0,,,,0.33,,,,,,,,,981212121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8073300000.0,,,,,,,,,,,,,,,321600000.0,321600000.0,,321600000.0,,,,,,,,,,,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,989538462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8073300000.0,,,,,,,,,,,,8073300000.0,,,,0.325,,,,,,,,,989538462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
