,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualCurrentDeferredRevenue,annualCostOfRevenue,annualOtherCurrentAssets,annualTotalRevenue,annualCurrentDebt,annualEndCashPosition,quarterlyCashDividendsPaid,annualOperatingIncome,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingCostOfRevenue,annualFreeCashFlow,trailingTaxProvision,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,annualNetOtherFinancingCharges,trailingEndCashPosition,quarterlyDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,annualAccountsPayable,quarterlyStockBasedCompensation,annualNetIncomeContinuousOperations,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyChangeInWorkingCapital,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyDeferredIncomeTax,quarterlyTotalNonCurrentAssets,trailingNetIncome,quarterlyCurrentAssets,annualOperatingExpense,quarterlyCurrentLiabilities,quarterlyGrossPPE,annualGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualDilutedAverageShares,annualAccountsReceivable,annualBeginningCashPosition,annualLongTermDebt,quarterlyLongTermDebt,annualCurrentAssets,quarterlyBasicAverageShares,quarterlyOtherCurrentAssets,annualNetIncome,annualCashDividendsPaid,annualSellingGeneralAndAdministration,annualOtherNonCurrentAssets,annualSaleOfInvestment,annualBasicAverageShares,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyStockholdersEquity,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyCostOfRevenue,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyOtherIncomeExpense,annualTotalAssets,quarterlyInventory,quarterlyGrossProfit,trailingCommonStockIssuance,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingNetIncomeCommonStockholders,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,annualCapitalStock,quarterlyCashAndCashEquivalents,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,quarterlyRepaymentOfDebt,trailingOtherIncomeExpense,quarterlyOperatingExpense,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualStockBasedCompensation,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,quarterlyTaxProvision,annualOtherIncomeExpense,quarterlyCapitalStock,annualNetPPE,annualOperatingCashFlow,annualInventory,annualTotalNonCurrentAssets,annualGrossProfit,annualCurrentLiabilities,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyInterestExpense,annualEbitda,quarterlyBasicEPS,quarterlyCommonStockIssuance,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingCashDividendsPaid,trailingInterestExpense,trailingOperatingExpense,annualPretaxIncome,annualInterestExpense,annualNonCurrentDeferredRevenue,trailingBeginningCashPosition,quarterlyTotalAssets,annualDilutedEPS,annualAccumulatedDepreciation,annualGoodwill,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingInvestingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualRepaymentOfDebt,quarterlyDilutedAverageShares,annualBasicEPS,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyAccountsPayable,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingGrossProfit,annualInvestingCashFlow,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingDeferredIncomeTax,annualChangeInCashSupplementalAsReported,annualCapitalExpenditure,trailingChangeInInventory,annualIncomeTaxPayable,annualChangesInAccountReceivables,trailingPurchaseOfBusiness,annualResearchAndDevelopment,quarterlyResearchAndDevelopment,annualChangeInAccountPayable,quarterlyChangesInAccountReceivables,trailingBasicAverageShares,trailingSaleOfInvestment,quarterlyChangeInAccountPayable,trailingBasicEPS,annualOtherShortTermInvestments,quarterlyChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingChangeInAccountPayable
1246320000,,146000000.0,,,,,,,-30000000.0,,37000000.0,,,,,125000000.0,-32000000.0,3540000000.0,,42000000.0,,,0.098919,-10000000.0,149000000.0,,43000000.0,,,,,,,102000000.0,133000000.0,2562000000.0,,92000000.0,,,,5345000000.0,,3398000000.0,,2405000000.0,2564000000.0,,,,,,7324000000.0,,,,,,,2713000000.0,,357565778.0,138000000.0,,,,,,,,,1984000000.0,,1415000000.0,,1180000000.0,4919000000.0,326000000.0,2283000000.0,,,-35000000.0,,2001000000.0,279000000.0,,,20000000.0,875000000.0,35000000.0,37000000.0,,,,125000000.0,,,125000000.0,,70000000.0,-100000000.0,,146000000.0,79000000.0,,1455000000.0,,716000000.0,,44000000.0,,5000000.0,,,,,,,136000000.0,,,,28000000.0,,0.098919,6000000.0,,0.0,,,,,451000000.0,144000000.0,-1109000000.0,-42000000.0,-155000000.0,,,440000000.0,,,,,,,,8743000000.0,,,,0.0,-4000000.0,,,,,,-43000000.0,,357565778.0,,168000000.0,,,579000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,144000000.0,,,,,,,-2000000.0,,-466000000.0,,,,,130000000.0,-57000000.0,3038000000.0,,43000000.0,,,-1.305548,-13000000.0,-609000000.0,,12000000.0,,,,,,,209000000.0,117000000.0,2471000000.0,,160000000.0,,,,5304000000.0,,2963000000.0,,2491000000.0,2516000000.0,,,,,,7282000000.0,,,,,,,2523000000.0,,356712255.0,125000000.0,,,,,,,,,2037000000.0,,985000000.0,,1282000000.0,4791000000.0,257000000.0,2210000000.0,,,-774000000.0,,1465000000.0,261000000.0,,,-3000000.0,875000000.0,-469000000.0,-466000000.0,,,,130000000.0,,,130000000.0,,75000000.0,-188000000.0,,144000000.0,-679000000.0,,1371000000.0,,734000000.0,,-210000000.0,,5000000.0,,,,,,,137000000.0,,,,27000000.0,,-1.305548,2000000.0,,0.0,,,,,443000000.0,250000000.0,-1145000000.0,-41000000.0,-188000000.0,,,438000000.0,,,,,,,,8267000000.0,,,,0.0,8000000.0,,,,,,5000000.0,,356712255.0,,125000000.0,,,559000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,258000000.0,,9673000000.0,199000000.0,10908000000.0,64000000.0,115000000.0,0.0,513000000.0,106000000.0,,,682000000.0,,115000000.0,61000000.0,3103000000.0,27000000.0,61000000.0,0.0,,,-1000000.0,269000000.0,4504000000.0,31000000.0,562000000.0,,-353000000.0,,106000000.0,,223000000.0,179000000.0,3380000000.0,,-63000000.0,0.0,249000000.0,,5082000000.0,,2851000000.0,722000000.0,2287000000.0,2548000000.0,13000000.0,,,6791000000.0,,6791000000.0,127000000.0,115000000.0,356400000.0,,134000000.0,2234000000.0,2234000000.0,2851000000.0,,199000000.0,-346000000.0,-63000000.0,722000000.0,393000000.0,16000000.0,356400000.0,,-346000000.0,2270000000.0,183000000.0,1142000000.0,185000000.0,519000000.0,4504000000.0,249000000.0,2943000000.0,1142000000.0,,24000000.0,7933000000.0,1444000000.0,437000000.0,,-65000000.0,93000000.0,875000000.0,106000000.0,106000000.0,,3103000000.0,519000000.0,115000000.0,,5000000.0,115000000.0,,,-364000000.0,,258000000.0,174000000.0,,1362000000.0,,731000000.0,731000000.0,68000000.0,-838000000.0,5000000.0,1362000000.0,868000000.0,1444000000.0,5082000000.0,1235000000.0,2287000000.0,64000000.0,2270000000.0,,,34000000.0,-115000000.0,,17000000.0,,0.0,115000000.0,,,,393000000.0,271000000.0,-1186000000.0,-48000000.0,-347000000.0,-28000000.0,,1142000000.0,,,,-418000000.0,118000000.0,,,7933000000.0,-0.97,-1186000000.0,875000000.0,0.0,13000000.0,,2548000000.0,,,,-15000000.0,-782000000.0,,-0.97,130000000.0,,,562000000.0,,-818000000.0,,-69000000.0,1142000000.0,,,-19000000.0,-186000000.0,,,,,,,,,,,,,,,,,,,,,,
1269993600,,138000000.0,,,,,,,0.0,,83000000.0,,,,,118000000.0,-24000000.0,3038000000.0,,39000000.0,,,0.22,-3000000.0,174000000.0,,26000000.0,,,,,,,119000000.0,180000000.0,2630000000.0,,-74000000.0,,,,5778000000.0,,3015000000.0,,2313000000.0,2537000000.0,,,,,,7723000000.0,,,,,,,3124000000.0,,359400000.0,84000000.0,,,,,,,,,2286000000.0,,1070000000.0,,543000000.0,5410000000.0,243000000.0,2312000000.0,,,-10000000.0,,1503000000.0,318000000.0,,,20000000.0,875000000.0,83000000.0,83000000.0,,,,118000000.0,,,118000000.0,,,-150000000.0,,138000000.0,129000000.0,,1339000000.0,,743000000.0,,46000000.0,,5000000.0,,,,,,,145000000.0,,,,45000000.0,,0.23,17000000.0,,0.0,,0.0,,,219000000.0,160000000.0,-1198000000.0,-41000000.0,-133000000.0,,,1126000000.0,,,,,,,,8793000000.0,,,,,0.0,,,,,,3000000.0,,373300000.0,,115000000.0,,,499000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,142000000.0,,,,,,,-14000000.0,,119000000.0,,,,,100000000.0,-45000000.0,3130000000.0,,42000000.0,,,0.31,-6000000.0,228000000.0,,0.0,,,,,,,319000000.0,226000000.0,2771000000.0,,101000000.0,,,,5696000000.0,,2951000000.0,,2351000000.0,2563000000.0,,,,,,7423000000.0,,,,,,,2769000000.0,,362100000.0,93000000.0,,,,,,,,,2303000000.0,,1224000000.0,,598000000.0,5072000000.0,245000000.0,2403000000.0,,,-1000000.0,,1467000000.0,368000000.0,,,-5000000.0,875000000.0,119000000.0,119000000.0,,,,100000000.0,,,100000000.0,,,-358000000.0,,142000000.0,184000000.0,,1335000000.0,,735000000.0,,65000000.0,,5000000.0,,,,,,,142000000.0,,,,44000000.0,,0.33,37000000.0,,0.0,,,,,202000000.0,362000000.0,-1228000000.0,-43000000.0,-335000000.0,,,1136000000.0,,,,,,,,8647000000.0,,,,,-5000000.0,,,,,,-18000000.0,,377400000.0,,118000000.0,,,475000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,149000000.0,,,,,,,-15000000.0,,83000000.0,,,,,223000000.0,-92000000.0,3191000000.0,,40000000.0,,,0.22,-22000000.0,169000000.0,,204000000.0,,,,,,,293000000.0,167000000.0,2648000000.0,,150000000.0,,,,5728000000.0,,3061000000.0,,2496000000.0,2553000000.0,,,,,,7434000000.0,,,,,,,2600000000.0,,363100000.0,155000000.0,,,,,,,931000000.0,,2338000000.0,,1355000000.0,,714000000.0,4938000000.0,245000000.0,2332000000.0,,,-2000000.0,,1455000000.0,316000000.0,,,34000000.0,875000000.0,83000000.0,83000000.0,,,,223000000.0,,,223000000.0,,,240000000.0,,149000000.0,128000000.0,,1327000000.0,,748000000.0,,45000000.0,,5000000.0,,,,,,,126000000.0,,,,41000000.0,,0.23,24000000.0,,-425000000.0,,,,,188000000.0,391000000.0,-1226000000.0,-98000000.0,-176000000.0,,,1147000000.0,,,,,,,,8789000000.0,,,,,6000000.0,,,,,,123000000.0,,378100000.0,,100000000.0,,,509000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,,351000000.0,,10216000000.0,123000000.0,11691000000.0,138000000.0,505000000.0,-14000000.0,695000000.0,173000000.0,,,788000000.0,,505000000.0,-103000000.0,3286000000.0,198000000.0,57000000.0,0.0,,,2000000.0,217000000.0,4897000000.0,-144000000.0,634000000.0,,458000000.0,,120000000.0,,57000000.0,122000000.0,3642000000.0,,-57000000.0,-57000000.0,250000000.0,,5601000000.0,,3382000000.0,780000000.0,2501000000.0,2556000000.0,-2000000.0,,,7398000000.0,,7398000000.0,14000000.0,505000000.0,378300000.0,,115000000.0,2691000000.0,2691000000.0,3382000000.0,,123000000.0,458000000.0,-43000000.0,780000000.0,205000000.0,0.0,362800000.0,,458000000.0,2206000000.0,86000000.0,1585000000.0,178000000.0,692000000.0,4897000000.0,250000000.0,3169000000.0,1585000000.0,,30000000.0,8983000000.0,1489000000.0,473000000.0,,93000000.0,-35000000.0,875000000.0,173000000.0,173000000.0,,3286000000.0,692000000.0,505000000.0,,5000000.0,505000000.0,,,-542000000.0,,351000000.0,110000000.0,,1307000000.0,,768000000.0,768000000.0,-63000000.0,17000000.0,5000000.0,1307000000.0,1151000000.0,1489000000.0,5601000000.0,1475000000.0,2501000000.0,138000000.0,2206000000.0,,,50000000.0,731000000.0,,120000000.0,,425000000.0,505000000.0,,,,205000000.0,238000000.0,-1249000000.0,-181000000.0,147000000.0,-29000000.0,,1037000000.0,,,,551000000.0,180000000.0,,,8983000000.0,1.21,-1249000000.0,875000000.0,,-2000000.0,,2556000000.0,,,,282000000.0,-810000000.0,,1.26,223000000.0,,,634000000.0,,-497000000.0,,-264000000.0,1037000000.0,,,390000000.0,-363000000.0,,,,,,,,,,,,,,,,,,,,,,
1301529600,,159000000.0,,,,,,,-32000000.0,,101000000.0,,,,,144000000.0,-178000000.0,3310000000.0,,35000000.0,,,0.26,-65000000.0,193000000.0,,33000000.0,,,,,,,40000000.0,191000000.0,2778000000.0,,-146000000.0,,,,5761000000.0,,2999000000.0,,2423000000.0,2685000000.0,,,,,,7374000000.0,,,,,,,2720000000.0,,367100000.0,107000000.0,,,,,,,,,2231000000.0,,1386000000.0,,635000000.0,4951000000.0,313000000.0,2428000000.0,,,-2000000.0,,1459000000.0,350000000.0,,,-16000000.0,875000000.0,101000000.0,101000000.0,,,,144000000.0,,,144000000.0,,,-35000000.0,,159000000.0,152000000.0,,1412000000.0,,802000000.0,,51000000.0,,5000000.0,,,,,,,137000000.0,,,,41000000.0,,0.27,45000000.0,,0.0,,,,,224000000.0,139000000.0,-1273000000.0,-99000000.0,-322000000.0,,,1094000000.0,,,,,,,,8760000000.0,,,,-300000000.0,2000000.0,,,2000000.0,,,-361000000.0,,381800000.0,,505000000.0,,,557000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,159000000.0,,,,,,,-32000000.0,,135000000.0,,,,,117000000.0,-48000000.0,3401000000.0,,41000000.0,,,0.37,-5000000.0,238000000.0,,238000000.0,,,,,,,303000000.0,232000000.0,2972000000.0,,92000000.0,,,,5853000000.0,,2938000000.0,,2917000000.0,2787000000.0,,,,,,7655000000.0,,,,,,,2440000000.0,,356900000.0,663000000.0,,,,,,,,,2298000000.0,,1136000000.0,,674000000.0,4738000000.0,278000000.0,2581000000.0,,,3000000.0,,822000000.0,391000000.0,,,-2000000.0,875000000.0,135000000.0,135000000.0,,,,117000000.0,,,117000000.0,,,-94000000.0,,159000000.0,201000000.0,,1483000000.0,,844000000.0,,66000000.0,,5000000.0,,,,,,,482000000.0,,,,37000000.0,,0.38,17000000.0,,156000000.0,,,,,336000000.0,342000000.0,-1304000000.0,-39000000.0,-321000000.0,,,1154000000.0,,,,,,,,8791000000.0,,,,-368000000.0,-11000000.0,,,,,,-27000000.0,,369400000.0,,144000000.0,,,607000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,170000000.0,,,,,,,-36000000.0,,104000000.0,,,,,220000000.0,81000000.0,3165000000.0,,40000000.0,,,0.29,-21000000.0,192000000.0,,-85000000.0,,,,,,,360000000.0,190000000.0,2874000000.0,,204000000.0,,,-54000000.0,5787000000.0,,2678000000.0,,3100000000.0,2812000000.0,,,,,,8035000000.0,,,,,,,2623000000.0,,345400000.0,99000000.0,,,,,,,1011000000.0,,2312000000.0,,430000000.0,,735000000.0,4935000000.0,271000000.0,2514000000.0,,,-18000000.0,,1029000000.0,360000000.0,,,37000000.0,875000000.0,104000000.0,104000000.0,,,,220000000.0,,,220000000.0,,,-67000000.0,,170000000.0,153000000.0,,1480000000.0,,841000000.0,,49000000.0,,5000000.0,,,,,,,480000000.0,,,,39000000.0,,0.3,37000000.0,,-156000000.0,,,,,213000000.0,404000000.0,-1332000000.0,-44000000.0,-382000000.0,,,1266000000.0,,,,,,,,8465000000.0,,,,-557000000.0,-16000000.0,,,,,,103000000.0,,356800000.0,,117000000.0,,,619000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,,254000000.0,,11039000000.0,0.0,12317000000.0,355000000.0,102000000.0,-34000000.0,526000000.0,141000000.0,,,832000000.0,,102000000.0,-102000000.0,3212000000.0,124000000.0,52000000.0,11000000.0,,,8000000.0,301000000.0,4133000000.0,67000000.0,548000000.0,,198000000.0,,-9000000.0,,129000000.0,247000000.0,3693000000.0,,-159000000.0,-1425000000.0,265000000.0,93000000.0,4586000000.0,,1324000000.0,752000000.0,2558000000.0,2095000000.0,-48000000.0,,,6691000000.0,,6691000000.0,73000000.0,102000000.0,362300000.0,875000000.0,505000000.0,1816000000.0,1816000000.0,1324000000.0,,0.0,198000000.0,-134000000.0,752000000.0,261000000.0,0.0,350100000.0,875000000.0,198000000.0,2317000000.0,253000000.0,-781000000.0,168000000.0,650000000.0,4133000000.0,265000000.0,3192000000.0,-781000000.0,,-3000000.0,5910000000.0,11000000.0,501000000.0,,158000000.0,54000000.0,875000000.0,141000000.0,141000000.0,,3212000000.0,650000000.0,102000000.0,,5000000.0,102000000.0,,,-68000000.0,,254000000.0,202000000.0,,1168000000.0,,846000000.0,846000000.0,61000000.0,-20000000.0,5000000.0,1168000000.0,1089000000.0,11000000.0,4586000000.0,1278000000.0,2558000000.0,355000000.0,2317000000.0,,,47000000.0,688000000.0,,25000000.0,,11000000.0,102000000.0,,,,261000000.0,204000000.0,-927000000.0,-75000000.0,-220000000.0,-83000000.0,,1005000000.0,,,,356000000.0,164000000.0,,,5910000000.0,0.55,-927000000.0,875000000.0,-200000000.0,-48000000.0,,2095000000.0,-109000000.0,113000000.0,,-118000000.0,-264000000.0,,0.56,220000000.0,,,548000000.0,,-1245000000.0,,-247000000.0,1005000000.0,,,-403000000.0,-257000000.0,,,,,,,,,,,,,,,,,,,,,,
1333152000,,147000000.0,,,,,,,-34000000.0,,104000000.0,,,,,290000000.0,-135000000.0,3249000000.0,,29000000.0,,,0.3,-3000000.0,180000000.0,,14000000.0,,,,,,,-82000000.0,175000000.0,2552000000.0,,-93000000.0,,,70000000.0,4707000000.0,,1464000000.0,,2906000000.0,2316000000.0,,,,,,7019000000.0,,,,,,,1772000000.0,,333700000.0,0.0,,,,,,,,,2341000000.0,,-848000000.0,,602000000.0,4113000000.0,268000000.0,2230000000.0,,,1000000.0,,19000000.0,322000000.0,,,-8000000.0,875000000.0,104000000.0,104000000.0,,,,290000000.0,,,290000000.0,,,-2000000.0,,147000000.0,147000000.0,,1367000000.0,,852000000.0,,43000000.0,,5000000.0,,,,,,,755000000.0,,,,33000000.0,,0.31,30000000.0,,-10000000.0,,,,,273000000.0,125000000.0,-949000000.0,-207000000.0,198000000.0,,,970000000.0,,,,,,,,6171000000.0,,,,-136000000.0,-38000000.0,,,83000000.0,,,188000000.0,,344600000.0,,102000000.0,,,579000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,160000000.0,,,,,,,-33000000.0,,143000000.0,,,,,105000000.0,-84000000.0,3335000000.0,,38000000.0,,,0.42,-11000000.0,243000000.0,,367000000.0,,,,,,,223000000.0,243000000.0,2776000000.0,,58000000.0,,,,4652000000.0,,1355000000.0,,2642000000.0,2343000000.0,,,,,,7131000000.0,,,,,,,2153000000.0,,327900000.0,70000000.0,,,,,,,939000000.0,,2336000000.0,,-1124000000.0,,633000000.0,4489000000.0,223000000.0,2373000000.0,,,-3000000.0,,12000000.0,403000000.0,,,-31000000.0,874000000.0,143000000.0,143000000.0,,,,105000000.0,,,105000000.0,,,-350000000.0,,160000000.0,209000000.0,,1383000000.0,,846000000.0,,66000000.0,,5000000.0,,,,,,,407000000.0,,,,34000000.0,,0.44,18000000.0,,-1000000.0,,,,,283000000.0,292000000.0,-960000000.0,-69000000.0,-393000000.0,,,1010000000.0,,,,,,,,6007000000.0,,,,-414000000.0,-53000000.0,,,23000000.0,,,-185000000.0,,338000000.0,,290000000.0,,,592000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346371200,,132000000.0,,,,,,,,,143000000.0,,,,,,,,,,,,0.44,,251000000.0,,,,,,,,,,213000000.0,2729000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,319400000.0,,,,,,,,,,,,,,,,,2384000000.0,,,35000000.0,,,345000000.0,,,,,143000000.0,143000000.0,,,,,,,,,,,,132000000.0,222000000.0,,,,,,79000000.0,,,,,,,,,,,,,29000000.0,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,132000000.0,,,,,,,-43000000.0,,143000000.0,,,,,105000000.0,6000000.0,3434000000.0,,33000000.0,,,0.44,2000000.0,251000000.0,,-236000000.0,,,,,,,299000000.0,213000000.0,2729000000.0,,195000000.0,,,,4707000000.0,,1158000000.0,,2690000000.0,2399000000.0,,,,,,7161000000.0,,,,,,,2101000000.0,,319400000.0,10000000.0,,,,,,,,,2370000000.0,,-1296000000.0,,668000000.0,4471000000.0,217000000.0,2384000000.0,,,35000000.0,,11000000.0,345000000.0,,,206000000.0,874000000.0,143000000.0,143000000.0,,,,105000000.0,,,105000000.0,,,-16000000.0,,132000000.0,222000000.0,,1421000000.0,,898000000.0,,79000000.0,,5000000.0,,,,,,,408000000.0,,,,29000000.0,,0.45,33000000.0,,0.0,,,,,275000000.0,391000000.0,-978000000.0,-92000000.0,-397000000.0,,,1020000000.0,,,,,,,,5865000000.0,,,,-334000000.0,-49000000.0,,,,,,0.0,,329300000.0,,105000000.0,,,594000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,206000000.0,,10229000000.0,57000000.0,11814000000.0,407000000.0,88000000.0,-81000000.0,940000000.0,181000000.0,,,299000000.0,,88000000.0,-372000000.0,3509000000.0,179000000.0,45000000.0,-11000000.0,,0.56,-20000000.0,312000000.0,4854000000.0,-85000000.0,569000000.0,,571000000.0,,-30000000.0,,-141000000.0,309000000.0,3757000000.0,,-190000000.0,-1145000000.0,216000000.0,,4867000000.0,,1475000000.0,645000000.0,2773000000.0,2530000000.0,-44000000.0,,,7627000000.0,,7627000000.0,-83000000.0,88000000.0,332900000.0,1028000000.0,102000000.0,2528000000.0,2528000000.0,1475000000.0,312700000.0,57000000.0,571000000.0,-191000000.0,645000000.0,267000000.0,155000000.0,322600000.0,1028000000.0,571000000.0,2326000000.0,60000000.0,-1285000000.0,145000000.0,745000000.0,4854000000.0,216000000.0,3242000000.0,-1285000000.0,,-4000000.0,6342000000.0,22000000.0,515000000.0,,278000000.0,-250000000.0,874000000.0,181000000.0,181000000.0,,3509000000.0,745000000.0,88000000.0,,5000000.0,88000000.0,,,-2000000.0,,206000000.0,271000000.0,,1539000000.0,,1115000000.0,1115000000.0,90000000.0,29000000.0,5000000.0,1539000000.0,989000000.0,22000000.0,4867000000.0,1585000000.0,2773000000.0,407000000.0,2326000000.0,,,41000000.0,986000000.0,0.58,98000000.0,,0.0,88000000.0,,,,267000000.0,181000000.0,-991000000.0,-322000000.0,174000000.0,-32000000.0,,1052000000.0,,,,849000000.0,137000000.0,,,6342000000.0,1.72,-991000000.0,874000000.0,-261000000.0,-44000000.0,,2530000000.0,,224000000.0,,-17000000.0,-370000000.0,322200000.0,1.77,105000000.0,,,569000000.0,,-418000000.0,,-585000000.0,1052000000.0,,,-14000000.0,-690000000.0,,,,,,,,,,,,,,,,,,,,,,
1364688000,,180000000.0,,,,,,,-41000000.0,,136000000.0,,,,,221000000.0,-88000000.0,3549000000.0,,37000000.0,,,0.43,-14000000.0,232000000.0,,8000000.0,,,,,,,34000000.0,226000000.0,3142000000.0,,-98000000.0,,,33000000.0,4897000000.0,,1626000000.0,,2358000000.0,2572000000.0,,,,,,7900000000.0,,,,,,,3206000000.0,,311800000.0,11000000.0,,,,,,,1080000000.0,,2336000000.0,,-1377000000.0,,698000000.0,5542000000.0,230000000.0,2736000000.0,,,3000000.0,,11000000.0,406000000.0,,,10000000.0,874000000.0,136000000.0,136000000.0,,,,221000000.0,,,221000000.0,,,-402000000.0,,180000000.0,201000000.0,,1574000000.0,,1119000000.0,,65000000.0,,5000000.0,,,,,,,49000000.0,,,,31000000.0,,0.44,41000000.0,,0.0,,,,,257000000.0,118000000.0,-998000000.0,-84000000.0,103000000.0,,,1094000000.0,,,,,,,,6523000000.0,,,,-217000000.0,-46000000.0,,,20000000.0,,,133000000.0,,320000000.0,,88000000.0,,,517000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,179000000.0,,,,,,,-52000000.0,,179000000.0,,,,,108000000.0,-131000000.0,3662000000.0,,37000000.0,,,0.57,-2000000.0,292000000.0,,12000000.0,,,,,,,402000000.0,279000000.0,3263000000.0,,203000000.0,,,52000000.0,4973000000.0,,1404000000.0,,2467000000.0,2649000000.0,,,,,,7870000000.0,,,,,,,3037000000.0,,306700000.0,24000000.0,,,,,,,1006000000.0,,2366000000.0,,-1493000000.0,,770000000.0,5403000000.0,228000000.0,2805000000.0,,,8000000.0,,,458000000.0,,,-39000000.0,874000000.0,179000000.0,179000000.0,,,,108000000.0,,,108000000.0,,,-1000000.0,,179000000.0,263000000.0,,1634000000.0,,1117000000.0,,84000000.0,,5000000.0,,,,,,,50000000.0,,,,29000000.0,,0.58,29000000.0,,0.0,,,,,303000000.0,492000000.0,-1015000000.0,-90000000.0,-474000000.0,,,1093000000.0,,,,,,,,6377000000.0,,,,-281000000.0,-54000000.0,,,23000000.0,,,-113000000.0,,314000000.0,,221000000.0,,,554000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
