,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualCurrentDeferredRevenue,annualCostOfRevenue,annualTotalRevenue,annualOperatingIncome,annualEndCashPosition,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,quarterlyDilutedEPS,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,trailingCostOfRevenue,annualCurrentDebt,trailingTaxProvision,annualOtherShortTermInvestments,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualFreeCashFlow,quarterlyRetainedEarnings,annualCommonStockIssuance,annualNetOtherFinancingCharges,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyEbitda,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,annualAccountsPayable,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,annualChangeInWorkingCapital,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,annualDilutedAverageShares,annualRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyChangeInWorkingCapital,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,trailingNetIncome,quarterlyCurrentAssets,annualOperatingExpense,trailingPretaxIncome,quarterlyGrossPPE,quarterlyBasicAverageShares,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualLongTermDebt,quarterlyLongTermDebt,annualBeginningCashPosition,annualCurrentAssets,annualAccountsReceivable,quarterlyOtherCurrentAssets,annualNetIncome,annualCashDividendsPaid,annualSellingGeneralAndAdministration,annualSaleOfInvestment,quarterlyAccountsReceivable,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyStockholdersEquity,annualBasicAverageShares,quarterlyInvestmentsAndAdvances,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyOtherIncomeExpense,trailingSaleOfInvestment,annualTotalAssets,quarterlyGrossProfit,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyGoodwill,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualRetainedEarnings,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,quarterlyOperatingExpense,trailingOtherIncomeExpense,quarterlyPretaxIncome,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,annualBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,annualOtherIntangibleAssets,annualOtherIncomeExpense,quarterlyCapitalStock,annualNetPPE,annualOperatingCashFlow,annualGrossProfit,annualTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyDilutedAverageShares,annualCurrentLiabilities,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyCommonStockIssuance,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,quarterlyPurchaseOfBusiness,quarterlyBasicEPS,quarterlyOtherNonCurrentAssets,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,trailingCapitalExpenditure,trailingPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,quarterlyIncomeTaxPayable,trailingInterestExpense,annualPretaxIncome,trailingChangesInAccountReceivables,trailingCashDividendsPaid,annualChangesInAccountReceivables,annualNonCurrentDeferredRevenue,annualInterestExpense,trailingBeginningCashPosition,quarterlyTotalAssets,annualAccumulatedDepreciation,annualGoodwill,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,annualDilutedEPS,annualIncomeTaxPayable,quarterlyChangesInAccountReceivables,trailingOperatingExpense,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyChangeInCashSupplementalAsReported,trailingInvestingCashFlow,annualGrossPPE,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,trailingChangeInWorkingCapital,quarterlyAccountsPayable,annualStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,trailingStockBasedCompensation,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingGrossProfit,annualInvestingCashFlow,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingDeferredIncomeTax,annualCapitalExpenditure,annualInventory,trailingBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingOtherNonCashItems,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,trailingNetOtherInvestingChanges,annualChangeInInventory,trailingChangeInInventory,trailingChangeInAccountPayable,trailingResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares,annualChangeInAccountPayable
1262217600,526400000.0,144500000.0,,471300000.0,532400000.0,1797200000.0,705000000.0,473900000.0,-24500000.0,1236000000.0,,101900000.0,,,447500000.0,,10000000.0,-29400000.0,473900000.0,553100000.0,3329000000.0,,5000000.0,,16600000.0,-6900000.0,198900000.0,1363400000.0,16200000.0,16200000.0,7100000.0,160800000.0,407100000.0,10000000.0,103700000.0,177800000.0,,485800000.0,103800000.0,237800000.0,0.0,,39600000.0,990400000.0,,,1012900000.0,559800000.0,,457800000.0,,2599600000.0,,2599400000.0,,-41200000.0,0.0,473900000.0,1193700000.0,746200000.0,245900000.0,1010300000.0,444900000.0,33200000.0,402000000.0,-98200000.0,495700000.0,15400000.0,444900000.0,402000000.0,50700000.0,482000000.0,52400000.0,-606200000.0,236100000.0,,64100000.0,263500000.0,146900000.0,1363400000.0,-596100000.0,,2000000.0,,2003500000.0,338900000.0,239100000.0,0.0,349200000.0,103300000.0,101900000.0,,263500000.0,3329000000.0,483900000.0,3400000.0,31400000.0,473900000.0,471300000.0,,-3460200000.0,161100000.0,,167300000.0,,104900000.0,1.7,64000000.0,293000000.0,104900000.0,-25400000.0,3400000.0,293000000.0,643800000.0,1264800000.0,993200000.0,447500000.0,,1236200000.0,15000000.0,-900000.0,,,746200000.0,169700000.0,1800000.0,31400000.0,,483900000.0,0.0,,50700000.0,187200000.0,-105200000.0,-164800000.0,-26400000.0,-17600000.0,,,0.0,20300000.0,,646200000.0,,,-14900000.0,103800000.0,35900000.0,,2003300000.0,-164800000.0,349200000.0,-41200000.0,0.0,1.69,20300000.0,-66200000.0,,,3900000.0,16500000.0,51200000.0,,457800000.0,422700000.0,,,7100000.0,57400000.0,-348800000.0,,0.0,,,-93800000.0,-13762900000.0,228000000.0,,-90700000.0,,,,,,,,,,,,,,,,,,
1269993600,,128800000.0,,,,,,,-25500000.0,1146900000.0,0.47,113400000.0,,,,,,-13600000.0,496400000.0,,3442600000.0,,,,15800000.0,-7300000.0,208700000.0,,11800000.0,14800000.0,,147900000.0,,7500000.0,,196100000.0,,476600000.0,100200000.0,,,,21800000.0,995300000.0,,,1008000000.0,,,468500000.0,236900000.0,,,2537300000.0,,,,,,744400000.0,,,,504100000.0,,,,,427000000.0,,,646000000.0,,-534000000.0,,,,,135900000.0,1390400000.0,,,-3800000.0,,,340700000.0,,0.0,347300000.0,114700000.0,113400000.0,,,,503900000.0,,53200000.0,496400000.0,516200000.0,,-860300000.0,144600000.0,,182500000.0,,100100000.0,,67800000.0,292700000.0,,,3400000.0,,,,,377500000.0,239100000.0,,10400000.0,,,,,,3000000.0,,,,0.0,0.48,52100000.0,164100000.0,-111900000.0,-175800000.0,-16200000.0,,,,0.0,,,,,,,,,,2003300000.0,,,-85700000.0,-29900000.0,,,13500000.0,,,9900000.0,,22500000.0,,,473900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,137500000.0,,,,,,,-28100000.0,1094200000.0,0.51,121000000.0,,,,,,-19700000.0,485900000.0,,3538900000.0,,,,15200000.0,-7000000.0,206000000.0,,12600000.0,12900000.0,,120800000.0,,7700000.0,,190800000.0,,477800000.0,99400000.0,,,,-10500000.0,997700000.0,,,960000000.0,,,481400000.0,235300000.0,,,2449600000.0,,,,,,1106400000.0,,,,466400000.0,,,,,389100000.0,,,249000000.0,,-491900000.0,,,,,134300000.0,1355400000.0,,,-3900000.0,,,343500000.0,,0.0,345100000.0,122600000.0,121000000.0,,,,493600000.0,,21100000.0,485900000.0,481700000.0,,-1137500000.0,152700000.0,,177900000.0,,93100000.0,,55300000.0,298300000.0,,,3400000.0,,,,,363900000.0,236500000.0,,19400000.0,,,,,,300000.0,,,,0.0,0.51,53000000.0,139900000.0,-111900000.0,-183100000.0,-19100000.0,,,,0.0,,,,,,,,,,1957700000.0,,,-83300000.0,-70000000.0,,,32300000.0,,,6400000.0,,-10500000.0,,,496400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,152200000.0,,,,,,,-24900000.0,792600000.0,0.58,136000000.0,,,,,,-21700000.0,793700000.0,,3650100000.0,,,,18100000.0,-9700000.0,213700000.0,,10800000.0,13600000.0,,151400000.0,,10800000.0,,189300000.0,,513300000.0,96900000.0,,,,4600000.0,1046800000.0,,,1301400000.0,,,505000000.0,234300000.0,,,2645800000.0,,,,,,1260000000.0,,,,496900000.0,,,,,410600000.0,,,593200000.0,,-297600000.0,,,,,153700000.0,1853200000.0,,,4900000.0,,,359600000.0,,0.0,355200000.0,137200000.0,136000000.0,,,,804500000.0,,15900000.0,793700000.0,447200000.0,,-920600000.0,170300000.0,,181400000.0,,93300000.0,,44200000.0,307500000.0,,,3400000.0,,,,,24400000.0,235700000.0,,14200000.0,,,,,,2800000.0,,,,0.0,0.58,63000000.0,170700000.0,119100000.0,-197500000.0,-19300000.0,,,,0.0,,,,,,,,,,2348200000.0,,,-24600000.0,-19700000.0,,,-14700000.0,,,7300000.0,,307800000.0,,,485900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,5800000.0,169500000.0,,508100000.0,604800000.0,2032000000.0,772900000.0,659600000.0,-24900000.0,933800000.0,,137400000.0,,,11300000.0,,12700000.0,-173800000.0,659600000.0,574300000.0,3736200000.0,,7000000.0,,17200000.0,-2200000.0,208400000.0,1904900000.0,14400000.0,15300000.0,14300000.0,154200000.0,513400000.0,12700000.0,34600000.0,196700000.0,,564300000.0,96600000.0,236600000.0,-223600000.0,30800000.0,18700000.0,1197300000.0,,,1343000000.0,654300000.0,,520100000.0,,2838700000.0,,2838700000.0,,-33400000.0,0.0,659600000.0,1228300000.0,1228300000.0,473900000.0,1343000000.0,497500000.0,5800000.0,507800000.0,-103400000.0,588000000.0,25000000.0,497500000.0,507800000.0,25000000.0,543100000.0,49600000.0,-309600000.0,235000000.0,30800000.0,66300000.0,345300000.0,180900000.0,1904900000.0,-309600000.0,,-3900000.0,,2540300000.0,383400000.0,201000000.0,0.0,465500000.0,138900000.0,137400000.0,,345300000.0,3736200000.0,672300000.0,3400000.0,36900000.0,659600000.0,508100000.0,,-17300000.0,186700000.0,,172600000.0,,168800000.0,2.16,33700000.0,319300000.0,168800000.0,-6000000.0,3400000.0,319300000.0,653300000.0,1427200000.0,1197300000.0,11300000.0,,933800000.0,18600000.0,-148600000.0,,,836300000.0,543100000.0,900000.0,36900000.0,,672300000.0,-148600000.0,,25000000.0,178600000.0,-136600000.0,-200800000.0,-24400000.0,-26200000.0,,,0.0,26900000.0,,714400000.0,,,-54400000.0,96600000.0,55600000.0,,2540300000.0,-200800000.0,465500000.0,-33400000.0,-104000000.0,2.15,26900000.0,-85500000.0,,,1400000.0,-10600000.0,-134100000.0,,520100000.0,793700000.0,,,14300000.0,56600000.0,-241300000.0,,0.0,,,-228800000.0,-2935700000.0,185700000.0,,-79000000.0,,,,,,,,,,,,,,,,,,
1301529600,,148500000.0,,,,,,,-30300000.0,841000000.0,0.67,155500000.0,,,,,,-13300000.0,719500000.0,,3892100000.0,,,,17700000.0,-5700000.0,272100000.0,,157100000.0,16000000.0,,181300000.0,,6700000.0,,250100000.0,,577100000.0,95300000.0,,,,12900000.0,1184800000.0,,,1339600000.0,,,538900000.0,228900000.0,,,2747600000.0,,,,,,1234200000.0,,,,613400000.0,,,,,503400000.0,,,672400000.0,,-223200000.0,,,,,160800000.0,1906600000.0,,,3300000.0,,,416300000.0,,0.0,463300000.0,157100000.0,155500000.0,,,,726200000.0,,35000000.0,719500000.0,554000000.0,,-1900000.0,166200000.0,,235200000.0,,167700000.0,,78100000.0,324600000.0,,,3400000.0,,,,,13100000.0,231400000.0,,19200000.0,,,,,,2800000.0,,,,,0.68,52700000.0,200900000.0,-145100000.0,-214300000.0,-19600000.0,,,,0.0,,,,,,,,,,2524400000.0,,,-9400000.0,-127600000.0,,,-2000000.0,,,12000000.0,,59900000.0,,,659600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,142900000.0,,,,,,,-32400000.0,852000000.0,0.82,189000000.0,,,,,,-27100000.0,938500000.0,,4048800000.0,,,,21800000.0,-10900000.0,302300000.0,,11200000.0,14300000.0,,229000000.0,,11000000.0,,270000000.0,,605200000.0,96000000.0,,,,27700000.0,1201500000.0,,,1543100000.0,,,557900000.0,228200000.0,,,2761200000.0,,,,,,1243000000.0,,,,593600000.0,,,,,492600000.0,,,666200000.0,,-16600000.0,,,,215000000.0,170500000.0,1909200000.0,,,8300000.0,,,434700000.0,,-7100000.0,470400000.0,190700000.0,189000000.0,,,,949500000.0,,35000000.0,938500000.0,534900000.0,,-1900000.0,164700000.0,,264200000.0,,166800000.0,,73500000.0,325200000.0,,,3400000.0,,,,,15000000.0,231500000.0,,16300000.0,,,,,,3100000.0,,,,,0.83,58000000.0,245000000.0,-8000000.0,-232700000.0,-16000000.0,,,,0.0,12300000.0,,,,,,,,,2744600000.0,,,1500000.0,0.0,,,13200000.0,,,6900000.0,,219000000.0,,,719500000.0,,,8600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,145000000.0,,,,,,,-32000000.0,834900000.0,0.57,130700000.0,,,,,,-24900000.0,854200000.0,,4147400000.0,,,,19000000.0,-12300000.0,216700000.0,,12800000.0,12900000.0,,202400000.0,,13300000.0,,196300000.0,,531300000.0,96400000.0,,,,56500000.0,1161300000.0,,,1360000000.0,,,568100000.0,226000000.0,,,2695500000.0,,,,,,1244000000.0,,,,492500000.0,,,,,400500000.0,,,616600000.0,,-174200000.0,,,,,171000000.0,1860600000.0,,,1400000.0,,,360300000.0,,0.0,451100000.0,132100000.0,130700000.0,,,,867500000.0,,31100000.0,854200000.0,480600000.0,,-3700000.0,164000000.0,,184800000.0,,153000000.0,,52700000.0,323700000.0,,,3400000.0,,,,,43100000.0,229000000.0,,12900000.0,,,,,,100000.0,,,,-3000000.0,0.58,61400000.0,220400000.0,-239300000.0,-244400000.0,-18000000.0,,,,0.0,,,,,,,,,,2521300000.0,,,-70500000.0,-206200000.0,,,86300000.0,,,8400000.0,,-84300000.0,,,938500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,649600000.0,193200000.0,,520400000.0,683500000.0,2280700000.0,888400000.0,760000000.0,-31400000.0,1134000000.0,,96200000.0,,,71300000.0,,14800000.0,-202300000.0,760000000.0,735600000.0,4176100000.0,,7100000.0,,20700000.0,-14400000.0,194600000.0,1840000000.0,12100000.0,13500000.0,16400000.0,122900000.0,578000000.0,14800000.0,92900000.0,172000000.0,,567100000.0,206500000.0,229400000.0,-333800000.0,37200000.0,-4200000.0,1451700000.0,,,1424400000.0,708800000.0,,585000000.0,,2974000000.0,,2974000000.0,,-107500000.0,0.0,760000000.0,1243800000.0,1172500000.0,659600000.0,1424400000.0,489800000.0,5400000.0,571400000.0,-126100000.0,629600000.0,40900000.0,489800000.0,571400000.0,44800000.0,212100000.0,49300000.0,-169000000.0,226300000.0,37200000.0,79200000.0,308100000.0,181200000.0,1840000000.0,-158400000.0,,500000.0,,2876100000.0,385900000.0,261800000.0,0.0,642900000.0,98100000.0,96200000.0,,308100000.0,4176100000.0,774800000.0,3400000.0,49600000.0,760000000.0,520400000.0,,7500000.0,213900000.0,,155600000.0,,253600000.0,2.52,57500000.0,326800000.0,253600000.0,13500000.0,3400000.0,326800000.0,803300000.0,1597200000.0,1451700000.0,71300000.0,,1134000000.0,18300000.0,-197500000.0,,,981100000.0,596200000.0,1100000.0,49600000.0,,774800000.0,-187400000.0,,44800000.0,137000000.0,-25300000.0,-258200000.0,-14100000.0,-43300000.0,,,150700000.0,,,839800000.0,,,17100000.0,206500000.0,62100000.0,,2876100000.0,-258200000.0,642900000.0,-107500000.0,0.0,2.49,,-80400000.0,,,13600000.0,10300000.0,-94200000.0,,585000000.0,854200000.0,,,16400000.0,56700000.0,-417700000.0,,150700000.0,,,-267600000.0,0.0,100400000.0,,-67700000.0,,,,,,,,,,,,,,,,,,
1333152000,,168800000.0,,,,,,,-39400000.0,1011500000.0,0.76,173500000.0,,,,,,-13600000.0,814700000.0,,4350000000.0,,,,23500000.0,-13000000.0,292400000.0,,6400000.0,15000000.0,,46700000.0,,13300000.0,,269000000.0,,646800000.0,95900000.0,,,,-143400000.0,1467800000.0,,,1526600000.0,,,599100000.0,223400000.0,,,2833800000.0,,,,,,1236800000.0,,,,698600000.0,,,,,589200000.0,,,585500000.0,,91200000.0,,,,266200000.0,185500000.0,1822300000.0,,,-100000.0,,,461300000.0,,0.0,656300000.0,175500000.0,173500000.0,,,,828000000.0,,60800000.0,814700000.0,609300000.0,,-3800000.0,192300000.0,,258600000.0,,249300000.0,,83100000.0,324800000.0,,,3400000.0,,,,,99400000.0,227400000.0,,10300000.0,,,,,,8600000.0,,,,,0.78,90100000.0,62000000.0,-7000000.0,-274300000.0,-15300000.0,,,,0.0,12600000.0,,,,,,,,,2994400000.0,,,-78700000.0,0.0,,,-96000000.0,,,14700000.0,,54700000.0,,,760000000.0,,,16800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,159600000.0,,,,,,,-32200000.0,995200000.0,0.76,172500000.0,,,,,,-12300000.0,824100000.0,,4486300000.0,,,,22100000.0,-11700000.0,303300000.0,,14300000.0,14900000.0,,166900000.0,,15400000.0,,278500000.0,,640800000.0,204000000.0,,,,-86100000.0,1444500000.0,,,1519400000.0,,,604000000.0,223900000.0,,,2785100000.0,,,,,,1238300000.0,,,,679900000.0,,,,,530500000.0,,,551600000.0,,108300000.0,,44200000.0,,39600000.0,180600000.0,1789900000.0,,,2700000.0,,,460200000.0,,-3500000.0,638100000.0,175700000.0,172500000.0,,,,839500000.0,,189100000.0,824100000.0,569800000.0,,-3700000.0,181700000.0,,264600000.0,,238000000.0,,88900000.0,317400000.0,,,3400000.0,,,,,127500000.0,227200000.0,,16600000.0,,,,,,-6900000.0,,,,,0.77,55900000.0,173500000.0,-135500000.0,-286600000.0,-6600000.0,,,,46500000.0,18700000.0,,,,,,,,,2963900000.0,,,-120800000.0,-100000000.0,,,55500000.0,,,9500000.0,,9400000.0,,,814700000.0,,,18000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,187400000.0,,,,,,,-35700000.0,982900000.0,0.81,183900000.0,,,,,,-20200000.0,1518500000.0,,4634100000.0,,,,24100000.0,-23100000.0,303800000.0,,13800000.0,16400000.0,,247200000.0,,22700000.0,,269700000.0,,688500000.0,203700000.0,,,,66600000.0,1456500000.0,-17700000.0,,2205800000.0,,,613500000.0,222500000.0,,,3340200000.0,,,,,,1707500000.0,,,,664600000.0,,,,,549600000.0,,,649800000.0,,322100000.0,,40900000.0,,80800000.0,207300000.0,2357300000.0,,,10000000.0,,,481200000.0,,0.0,646300000.0,186500000.0,183900000.0,,,,1541200000.0,,197100000.0,1518500000.0,525700000.0,,-31900000.0,211500000.0,,264400000.0,,233300000.0,,77900000.0,315600000.0,,,3400000.0,,,,,95600000.0,226100000.0,,15300000.0,,,,,,-3500000.0,,,,0.0,0.83,63600000.0,260500000.0,436900000.0,-297900000.0,-13300000.0,,,,0.0,22900000.0,,,,,,,,,3662300000.0,,,-85800000.0,-25100000.0,,,-16500000.0,,,16200000.0,,694400000.0,,,824100000.0,,,14600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,12800000.0,236400000.0,,567300000.0,795000000.0,2730300000.0,1102400000.0,1755400000.0,-35700000.0,1164900000.0,0.7,160100000.0,,,63800000.0,,17900000.0,-4100000.0,1755400000.0,778100000.0,4713300000.0,,600000.0,,23800000.0,-8400000.0,283300000.0,2396000000.0,0.0,18200000.0,14300000.0,317300000.0,699700000.0,17900000.0,-54400000.0,272400000.0,,754200000.0,94900000.0,226600000.0,-196500000.0,38300000.0,108500000.0,1435200000.0,-6500000.0,,2525700000.0,832900000.0,,621400000.0,223000000.0,3560900000.0,,3560900000.0,,-82100000.0,-5200000.0,1755400000.0,1607400000.0,1607400000.0,760000000.0,2525700000.0,621800000.0,12800000.0,690000000.0,-143000000.0,752200000.0,54500000.0,621800000.0,690000000.0,47700000.0,2327100000.0,-12800000.0,329500000.0,223200000.0,38300000.0,93500000.0,179200000.0,221600000.0,2396000000.0,329500000.0,,-14400000.0,,3960900000.0,532600000.0,324300000.0,0.0,637100000.0,162000000.0,160100000.0,,179200000.0,4713300000.0,1773300000.0,3400000.0,58100000.0,1755400000.0,567300000.0,,-31900000.0,260200000.0,,236400000.0,,226500000.0,3.09,74400000.0,307100000.0,226500000.0,-14600000.0,3400000.0,307100000.0,823100000.0,1935300000.0,1435200000.0,63800000.0,227300000.0,1164900000.0,23100000.0,-3500000.0,,,1186500000.0,2327100000.0,2400000.0,58100000.0,,1773300000.0,0.0,0.72,47700000.0,327100000.0,-91800000.0,-314300000.0,-9800000.0,-56200000.0,,,46400000.0,56100000.0,,1024000000.0,,,-128200000.0,94900000.0,69000000.0,,3960900000.0,-314300000.0,637100000.0,-82100000.0,-71400000.0,3.05,56100000.0,-71200000.0,,,14100000.0,23300000.0,236900000.0,,621400000.0,1518500000.0,,,14300000.0,64500000.0,202600000.0,,46400000.0,,,-50200000.0,-71300000.0,995400000.0,,-45000000.0,,,,,,,,,,,,,,,,,,
1364688000,,227000000.0,,,,,,,-44500000.0,1013400000.0,0.83,188400000.0,,,,,,-2800000.0,1758000000.0,,4902200000.0,,,,23600000.0,-5600000.0,314000000.0,,1100000.0,17200000.0,,194000000.0,,11600000.0,,280400000.0,,731800000.0,102800000.0,,,,-26300000.0,1390900000.0,13100000.0,,2520300000.0,,,624200000.0,223300000.0,,,3446300000.0,,,,,,1610200000.0,,,,15500000.0,,,,,637200000.0,,,212900000.0,,457100000.0,,40000000.0,,162700000.0,200800000.0,2432900000.0,,,8800000.0,,,531000000.0,,0.0,623800000.0,191100000.0,188400000.0,,,,1769600000.0,,55900000.0,1758000000.0,646000000.0,,-31900000.0,250600000.0,,267200000.0,,212700000.0,,76100000.0,296100000.0,,,3400000.0,,,,,31900000.0,227200000.0,,23200000.0,,,,,,10000000.0,,,,,0.84,50300000.0,202600000.0,-156000000.0,-328100000.0,-8600000.0,,,,0.0,5900000.0,,,,,,,,,3911200000.0,,,-138800000.0,-91300000.0,,,-25000000.0,,,11400000.0,,2600000.0,,,1755400000.0,,,16100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,185000000.0,,,,,,,-44600000.0,897100000.0,1.0,225500000.0,,,,,,-16200000.0,1633000000.0,,5082100000.0,,,,23100000.0,-11900000.0,382800000.0,,5200000.0,16100000.0,,157000000.0,,17900000.0,,350800000.0,,756000000.0,104800000.0,,,,-87900000.0,1351600000.0,-2300000.0,,2442700000.0,,,630800000.0,222300000.0,,,3337500000.0,,,,,,1605000000.0,,,,10800000.0,,,,,607700000.0,,,2361700000.0,,386300000.0,,35100000.0,,165600000.0,197100000.0,2440400000.0,,,7700000.0,,,558900000.0,,0.0,619800000.0,228400000.0,225500000.0,,,,1650900000.0,,54400000.0,1633000000.0,607300000.0,,-31900000.0,208100000.0,,336800000.0,,202000000.0,,108400000.0,287400000.0,,,3400000.0,,,,,0.0,226200000.0,,22900000.0,,,,,,6300000.0,,,,,1.01,45800000.0,166500000.0,-270200000.0,-343400000.0,-9500000.0,,,,0.0,2400000.0,,,,,,,,,3794300000.0,,,-149900000.0,-259100000.0,,,27400000.0,,,5200000.0,,-125000000.0,,,1758000000.0,,,14900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,187100000.0,,,,,,,-54600000.0,897200000.0,0.83,183900000.0,,,,,,-203800000.0,1835100000.0,,5210600000.0,,,,23400000.0,-197700000.0,312900000.0,,10600000.0,16000000.0,,271500000.0,,209600000.0,,291500000.0,,705500000.0,105200000.0,,,,87400000.0,1372300000.0,-23800000.0,,2782200000.0,,,643300000.0,217800000.0,,,3862600000.0,,,,,,2098600000.0,,,,12800000.0,,,,,592000000.0,,,2883900000.0,,291900000.0,,35900000.0,,167800000.0,203500000.0,2965400000.0,,,-3600000.0,,,502000000.0,,-190900000.0,630800000.0,186800000.0,183900000.0,,,,2044700000.0,,54500000.0,1835100000.0,583900000.0,,0.0,210500000.0,,263500000.0,,198200000.0,,76700000.0,284300000.0,,,3400000.0,,,,,0.0,222000000.0,,26000000.0,,,,,,1800000.0,,,,0.0,0.84,48900000.0,284400000.0,83000000.0,-359000000.0,-12900000.0,,,,57900000.0,3600000.0,,,,,,,,,4154500000.0,,,-100200000.0,-397200000.0,,,24400000.0,,,6800000.0,,202100000.0,,,1633000000.0,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
