,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,trailingNetIncome,annualGoodwill,quarterlyCostOfRevenue,annualTotalAssets,trailingPretaxIncome,quarterlyTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualRetainedEarnings,trailingChangeInWorkingCapital,annualNetIncome,quarterlyLongTermDebt,annualGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,annualPurchaseOfInvestment,trailingOperatingIncome,annualCostOfRevenue,annualOtherCurrentAssets,trailingInvestingCashFlow,annualAccountsPayable,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualOperatingIncome,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualCashDividendsPaid,annualBasicAverageShares,annualCurrentDebt,annualEndCashPosition,annualFreeCashFlow,annualPretaxIncome,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCurrentDebt,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,annualTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyGrossProfit,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsReceivable,trailingOperatingCashFlow,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherShortTermInvestments,annualCommonStockIssuance,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,quarterlyCashDividendsPaid,annualRepurchaseOfCapitalStock,annualOtherIntangibleAssets,quarterlyBasicEPS,annualCurrentLiabilities,annualCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualOtherNonCurrentAssets,annualNetPPE,trailingNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingInterestExpense,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,quarterlyCapitalExpenditure,quarterlyTotalRevenue,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyDilutedEPS,trailingChangeInInventory,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualChangeInInventory,trailingStockBasedCompensation,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,annualStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,annualBasicEPS,annualNetIncomeContinuousOperations,annualOperatingExpense,annualTotalRevenue,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,annualInterestExpense,quarterlyGrossPPE,trailingCostOfRevenue,trailingBeginningCashPosition,trailingFreeCashFlow,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingChangesInAccountReceivables,annualInventory,quarterlyTaxProvision,quarterlyDeferredIncomeTax,quarterlyNetPPE,quarterlyPretaxIncome,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,trailingOperatingExpense,annualGrossProfit,trailingNetIncomeContinuousOperations,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
559958400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0075,,,,,,,,26976000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600000.0,,,0.0075,,,,,,,,9600000.0,,,,26976000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9600000.0,,,,,,,,,,,,,,,,,,,,
567907200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,,,,26976000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11400000.0,,,0.005,,,,,,,,11400000.0,,,,26976000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11400000.0,,,,,,,,,,,,,,,,,,,,
575769600,,,,,4400000.0,,,,,9900000.0,,9900000.0,5000000.0,1400000.0,,1000000.0,2100000.0,,0.0325,,,35100000.0,200000.0,,,,,2000000.0,2100000.0,300000.0,0.0,,30769231.0,800000.0,0.0,0.0,1700000.0,,,,2300000.0,,0.0,,800000.0,,2300000.0,,,4900000.0,,,,,,700000.0,,,,,300000.0,,,,,100000.0,5000000.0,,200000.0,,0.0,2300000.0,,,,,,,2300000.0,30769231.0,,,600000.0,,2700000.0,5500000.0,2400000.0,,100000.0,3700000.0,,,4900000.0,1000000.0,1900000.0,0.0,,,,,,,2300000.0,,,,,0.0,,600000.0,,3600000.0,200000.0,,,,4400000.0,100000.0,,,4900000.0,2300000.0,,,,13100000.0,,,,,,,,,,,-26000000.0,,200000.0,,,,,,-1200000.0,,,0.0325,1000000.0,4000000.0,41100000.0,,,,,,,2700000.0,300000.0,4900000.0,,,,,,,5500000.0,,300000.0,,,3700000.0,,-1200000.0,1400000.0,,-26000000.0,,6000000.0,,,1900000.0,,,,,,,,,,,,,,,
583632000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,,,,,,,,26976000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13500000.0,,,0.0175,,,,,,,,13500000.0,,,,26976000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13500000.0,,,,,,,,,,,,,,,,,,,,
591580800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,,,,,,,,31016000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14300000.0,,,0.0175,,,,,,,,14300000.0,,,,31016000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14300000.0,,,,,,,,,,,,,,,,,,,,
599529600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,,,,,,,,31016000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16800000.0,,,0.0175,,,,,,,,16800000.0,,,,31016000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16800000.0,,,,,,,,,,,,,,,,,,,,
607305600,,-300000.0,,,6100000.0,,,,,16300000.0,,16300000.0,8200000.0,3700000.0,,2200000.0,3100000.0,,0.0675,,,54300000.0,400000.0,,3200000.0,,,3800000.0,3100000.0,600000.0,-1300000.0,,32592593.0,200000.0,0.0,0.0,3600000.0,,,,3300000.0,,0.0,100000.0,200000.0,500000.0,2700000.0,,,8100000.0,,,,,,1400000.0,,,,,400000.0,,,,,400000.0,8200000.0,,200000.0,,1000000.0,3300000.0,,,,,,900000.0,2700000.0,32592593.0,,,800000.0,,4900000.0,10200000.0,4300000.0,,400000.0,4900000.0,,,8100000.0,2200000.0,1500000.0,0.0,,,,400000.0,,,2700000.0,,,,,2300000.0,,800000.0,,5900000.0,400000.0,3200000.0,,,6100000.0,200000.0,,,6500000.0,2700000.0,,,,19900000.0,,,,,,-100000.0,-200000.0,,,,-40800000.0,,200000.0,700000.0,,,,,-1600000.0,,-1000000.0,0.0675,2200000.0,6400000.0,64500000.0,,,,,,,4900000.0,400000.0,6500000.0,,,,,,,10200000.0,,400000.0,,,4900000.0,,-1600000.0,3700000.0,,-40800000.0,,10200000.0,,,1500000.0,-2100000.0,,,,,,,,,,,,,,
615168000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0225,,,,,,,,37968000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21400000.0,,,0.0225,,,,,,,,21400000.0,,,,37968000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21400000.0,,,,,,,,,,,,,,,,,,,,
623116800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,,,,,,,,40192000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100000.0,,,0.0175,,,,,,,,20100000.0,,,,40192000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100000.0,,,,,,,,,,,,,,,,,,,,
631065600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0225,,,,,,,,40192000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48500000.0,,,0.0225,,,,,,,,48500000.0,,,,40192000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48500000.0,,,,,,,,,,,,,,,,,,,,
638841600,,,,,11300000.0,,,,,40100000.0,,40100000.0,19300000.0,7600000.0,,4000000.0,9600000.0,,0.0975,,,125200000.0,1100000.0,,,,,5900000.0,9600000.0,1400000.0,0.0,,41025641.0,300000.0,0.0,0.0,6200000.0,,,,9600000.0,,0.0,,300000.0,,3700000.0,,,20800000.0,,,,,,2200000.0,,,,,3400000.0,,,,,400000.0,19300000.0,,,,0.0,9600000.0,,,,,,,3700000.0,41025641.0,,,2500000.0,,9700000.0,28800000.0,6800000.0,,400000.0,8400000.0,,,20800000.0,4000000.0,9400000.0,0.0,,,,,,,3700000.0,,,,,0.0,,2500000.0,,10200000.0,1100000.0,,,,11300000.0,700000.0,,,10700000.0,3700000.0,,,,52200000.0,,,,,,,,,,,-84100000.0,,,,,,,,-2300000.0,,,0.0975,4000000.0,11100000.0,142200000.0,,,,,,,9700000.0,300000.0,10700000.0,,,,,,,28800000.0,,3400000.0,,,8400000.0,,-2300000.0,7600000.0,,-84100000.0,,17000000.0,,,9400000.0,,,,,,,,,,,,,,,
646704000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,40280000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100000.0,,,0.03,,,,,,,,47100000.0,,,,40280000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47100000.0,,,,,,,,,,,,,,,,,,,,
654652800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0175,,,,,,,,41180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51800000.0,,,0.0175,,,,,,,,51800000.0,,,,41180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51800000.0,,,,,,,,,,,,,,,,,,,,
662601600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,41180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65700000.0,,,0.03,,,,,,,,65700000.0,,,,41180000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65700000.0,,,,,,,,,,,,,,,,,,,,
670377600,,-1400000.0,,,15500000.0,,,,,49900000.0,,49900000.0,23800000.0,12400000.0,,4800000.0,8300000.0,,0.1125,,,208600000.0,1200000.0,,10500000.0,,,7900000.0,8300000.0,1500000.0,-4300000.0,,42666667.0,500000.0,0.0,7200000.0,7700000.0,,,,8500000.0,,100000.0,-200000.0,500000.0,1900000.0,7300000.0,,,26100000.0,,,,,,2900000.0,,,,,2700000.0,,,,,1500000.0,23800000.0,,100000.0,,10100000.0,8500000.0,,,,,,400000.0,7300000.0,42666667.0,,,2200000.0,,15300000.0,34400000.0,9800000.0,,1500000.0,11800000.0,,,26100000.0,4800000.0,4300000.0,100000.0,,,,3600000.0,,,7300000.0,,,,,3600000.0,,2200000.0,,15900000.0,1200000.0,10500000.0,,,15500000.0,800000.0,,,15300000.0,7300000.0,,,,69700000.0,,,,,,0.0,500000.0,,,,-156700000.0,,100000.0,-2200000.0,,,,,-3500000.0,,-2900000.0,0.1125,4800000.0,17800000.0,234300000.0,,,,,,,15300000.0,1000000.0,15300000.0,,,,,,,34400000.0,,2700000.0,,,11800000.0,,-3500000.0,12400000.0,,-156700000.0,,25700000.0,,,4300000.0,1100000.0,,,,,,,,,,,,,,
678240000,5000000.0,,,,16700000.0,,,,36500000.0,,,44000000.0,,,,,1700000.0,,,,,,,,,,3000000.0,,,1400000.0,,,,,,,,,500000.0,,1900000.0,,100000.0,,600000.0,,,100000.0,,,0.0,-1600000.0,,,1400000.0,,,,200000.0,-200000.0,2400000.0,5700000.0,,1400000.0,,3600000.0,16400000.0,,100000.0,,,,,,,3500000.0,,,,,,,,0.035,,,,,,,,40000000.0,27600000.0,,,,,0.0,300000.0,,,,5800000.0,,,,,,,,,,1500000.0,9600000.0,,,,,7300000.0,,,5800000.0,,,-1700000.0,42200000.0,,,0.035,,,,,,,5200000.0,2200000.0,,,,40000000.0,,,,-3900000.0,-6700000.0,,,,,,-300000.0,-1400000.0,,6700000.0,,,14500000.0,,17000000.0,,,,,,,27300000.0,,,900000.0,,13100000.0,2300000.0,,13900000.0,,2700000.0,,,,,4300000.0,,100000.0,,,,,,,,,,,,,
