,quarterlyFreeCashFlow,annualNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyCurrentAccruedExpenses,trailingNetIncome,annualGoodwill,quarterlyCostOfRevenue,annualTotalAssets,trailingPretaxIncome,quarterlyTotalAssets,annualTotalLiabilitiesNetMinorityInterest,annualRetainedEarnings,trailingChangeInWorkingCapital,annualNetIncome,quarterlyLongTermDebt,annualGainsLossesNotAffectingRetainedEarnings,annualDilutedEPS,annualPurchaseOfInvestment,trailingOperatingIncome,annualCostOfRevenue,annualOtherCurrentAssets,trailingInvestingCashFlow,annualAccountsPayable,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualOperatingIncome,annualLongTermDebt,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualCashDividendsPaid,annualBasicAverageShares,annualCurrentDebt,annualEndCashPosition,annualFreeCashFlow,annualPretaxIncome,annualIncomeTaxPayable,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,quarterlyOtherNonCurrentLiabilities,annualOtherNonCashItems,quarterlyCurrentDebt,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualInvestmentsAndAdvances,annualSaleOfInvestment,quarterlyNetIncomeCommonStockholders,annualTaxProvision,trailingRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInventory,quarterlyGrossProfit,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingChangeInAccountPayable,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualAccountsReceivable,trailingOperatingCashFlow,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherShortTermInvestments,annualCommonStockIssuance,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,quarterlyCashDividendsPaid,annualRepurchaseOfCapitalStock,annualOtherIntangibleAssets,quarterlyBasicEPS,annualCurrentLiabilities,annualCurrentAssets,annualEbitda,trailingNetOtherInvestingChanges,annualOtherNonCurrentAssets,annualNetPPE,trailingNetIncomeCommonStockholders,quarterlyBasicAverageShares,quarterlyStockholdersEquity,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyChangesInAccountReceivables,quarterlyNetOtherInvestingChanges,quarterlyChangeInInventory,annualChangeInCashSupplementalAsReported,annualRepaymentOfDebt,trailingGrossProfit,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,trailingOtherIncomeExpense,annualBeginningCashPosition,quarterlyRepaymentOfDebt,quarterlyOtherIntangibleAssets,trailingInterestExpense,annualSellingGeneralAndAdministration,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,trailingCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,annualGrossPPE,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCapitalStock,trailingChangeInCashSupplementalAsReported,quarterlyCapitalExpenditure,quarterlyTotalRevenue,annualPurchaseOfBusiness,trailingDepreciationAndAmortization,quarterlyDilutedEPS,trailingChangeInInventory,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,annualChangeInInventory,trailingStockBasedCompensation,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyOperatingIncome,annualStockBasedCompensation,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedAverageShares,annualCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,trailingOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,annualBasicEPS,annualNetIncomeContinuousOperations,annualOperatingExpense,annualTotalRevenue,quarterlyOtherNonCashItems,quarterlyChangeInCashSupplementalAsReported,annualCapitalStock,quarterlyOperatingCashFlow,annualDeferredIncomeTax,annualChangesInAccountReceivables,quarterlyCurrentLiabilities,annualInterestExpense,quarterlyGrossPPE,trailingCostOfRevenue,trailingBeginningCashPosition,trailingFreeCashFlow,trailingCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyPurchaseOfBusiness,quarterlyCurrentAssets,trailingChangesInAccountReceivables,annualInventory,quarterlyTaxProvision,quarterlyDeferredIncomeTax,quarterlyNetPPE,quarterlyPretaxIncome,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,trailingOperatingExpense,annualGrossProfit,trailingNetIncomeContinuousOperations,quarterlyStockBasedCompensation,quarterlyOtherCurrentLiabilities,annualChangeInWorkingCapital,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,trailingPurchaseOfInvestment,trailingDilutedEPS,trailingDilutedAverageShares,trailingResearchAndDevelopment,trailingCommonStockIssuance
859766400,3100000.0,1300000.0,,,29700000.0,,,,201800000.0,123100000.0,,123100000.0,47900000.0,52000000.0,,13300000.0,400000.0,,0.27,-600000.0,,724100000.0,5200000.0,,38000000.0,,8300000.0,15600000.0,400000.0,3500000.0,-2500000.0,-2200000.0,49182000.0,2200000.0,0.0,500000.0,17900000.0,,500000.0,,3000000.0,,2100000.0,-600000.0,2200000.0,1900000.0,11000000.0,,,75200000.0,0.0,-800000.0,,,3500000.0,4600000.0,,,500000.0,-200000.0,6400000.0,12100000.0,,3500000.0,,1600000.0,47900000.0,,500000.0,,3700000.0,3000000.0,,,,8800000.0,,700000.0,11000000.0,49620253.0,-600000.0,,11800000.0,,44900000.0,93400000.0,17500000.0,,1600000.0,16300000.0,,,75200000.0,13300000.0,4700000.0,2100000.0,,900000.0,-400000.0,-1800000.0,,,11000000.0,,,,,12900000.0,,11800000.0,,31000000.0,5200000.0,38000000.0,,,29700000.0,2200000.0,0.0,,23400000.0,11000000.0,,,-1100000.0,213900000.0,,,,,,-100000.0,-1900000.0,,,-1200000.0,3300000.0,,500000.0,-3000000.0,,,,,-7100000.0,-8400000.0,-3200000.0,0.27,13300000.0,32900000.0,772600000.0,-200000.0,-4900000.0,,4200000.0,-400000.0,,44900000.0,,23400000.0,,,,,,,93400000.0,,6400000.0,400000.0,100000.0,16300000.0,3900000.0,-7100000.0,52000000.0,,3800000.0,,48500000.0,,,4700000.0,-15600000.0,,,,,,,,,,,,,,
867628800,7400000.0,,,,30500000.0,,,,174600000.0,,,127500000.0,,,,,400000.0,,,,,,,,,,6700000.0,,,3800000.0,,,,,,,,,600000.0,,2600000.0,,1900000.0,,2200000.0,,,,,,0.0,-900000.0,,,3800000.0,,,,700000.0,0.0,5300000.0,11700000.0,,3800000.0,,1600000.0,49000000.0,,300000.0,,,,,,,7300000.0,,,,,-600000.0,,,0.0775,,,,,,,,49032258.0,78500000.0,,,,,500000.0,1100000.0,,,,18300000.0,,,,,,,11700000.0,,,4100000.0,39800000.0,,,,,11000000.0,,,18300000.0,,,-1400000.0,186300000.0,,,0.0775,,,,,,,4600000.0,4400000.0,,,,49032258.0,,,,-7500000.0,-600000.0,,,,,,-100000.0,7300000.0,,8800000.0,,,46400000.0,,24700000.0,,,,,,,97000000.0,,,1300000.0,-200000.0,17200000.0,5100000.0,,55200000.0,,5000000.0,,,,,4400000.0,,,,,,,,,,,,,,,
875577600,-2500000.0,,,,30700000.0,,,,193000000.0,,,137200000.0,,,,,300000.0,,,,,,,,,,7100000.0,,,4100000.0,,,,,,,,,600000.0,,3400000.0,,2100000.0,,2200000.0,,,,,,0.0,-300000.0,,,4100000.0,,,,400000.0,-100000.0,5500000.0,12800000.0,,4100000.0,,1900000.0,55200000.0,,1000000.0,,,,,,,7700000.0,,,,,-600000.0,,,0.085,,,,,,,,48235294.0,82000000.0,,,,,100000.0,-100000.0,,,,15200000.0,,,,,,,11600000.0,,,5400000.0,43600000.0,,,,,0.0,,,15200000.0,,,-400000.0,205800000.0,,,0.0825,,,,,,,-7400000.0,5100000.0,,,,49696970.0,,,,-8000000.0,-700000.0,,,,,,,-3100000.0,,-2100000.0,,,51800000.0,,25200000.0,,,,,,,106500000.0,,,1500000.0,700000.0,17200000.0,5600000.0,,58700000.0,,5700000.0,,,,,6000000.0,,,,,,,,,,,,,,,
883526400,3000000.0,,,,29700000.0,,,,195800000.0,,,143000000.0,,,,,300000.0,,,,,,,,,,7900000.0,,,4100000.0,,,,,,,,,600000.0,,3400000.0,,2100000.0,,2200000.0,,,,,,0.0,-700000.0,,,4100000.0,,,,600000.0,0.0,8100000.0,13100000.0,,4100000.0,,1000000.0,57500000.0,,1000000.0,,,,,,,8500000.0,,,,,-600000.0,,,0.085,,,,,,,,48235294.0,85500000.0,,,,,-200000.0,-2700000.0,,,,17500000.0,,,,,,,11500000.0,,,6700000.0,45600000.0,,,,,0.0,,,17500000.0,,,-500000.0,208900000.0,,,0.0825,,,,,,,-1100000.0,4600000.0,,,,49696970.0,,,,-8400000.0,-600000.0,,,,,,,2200000.0,,3500000.0,,,54100000.0,,25600000.0,,,,,,,113300000.0,,,1000000.0,0.0,17200000.0,5100000.0,,62200000.0,,5200000.0,,,,,6300000.0,,,,,,,,,,,,,,,
891302400,1500000.0,-300000.0,,,35800000.0,,,,185600000.0,143300000.0,,143300000.0,51400000.0,65400000.0,,15900000.0,300000.0,,0.3175,,,749000000.0,5900000.0,,40600000.0,,10300000.0,18400000.0,300000.0,3800000.0,-3800000.0,-2400000.0,48920000.0,100000.0,0.0,9400000.0,20800000.0,,600000.0,,4000000.0,,3700000.0,,100000.0,2400000.0,14500000.0,,,91900000.0,0.0,-1900000.0,,,3800000.0,4900000.0,,,500000.0,1100000.0,5500000.0,15100000.0,,3800000.0,,2300000.0,51400000.0,,,,12900000.0,4000000.0,,,,10900000.0,,1200000.0,14500000.0,50112000.0,-600000.0,,15400000.0,,47400000.0,107500000.0,20800000.0,,2300000.0,18100000.0,,,91900000.0,15900000.0,6700000.0,3700000.0,,-700000.0,2600000.0,3400000.0,,,14500000.0,,,,,11000000.0,,15400000.0,,31900000.0,5900000.0,40600000.0,,,35800000.0,2200000.0,0.0,,27200000.0,14500000.0,,,-1200000.0,200700000.0,,,,,,-100000.0,900000.0,,,-2800000.0,4200000.0,,,-5700000.0,,,,,-9100000.0,-3800000.0,-3500000.0,0.325,15900000.0,34300000.0,801700000.0,,-3000000.0,,2700000.0,400000.0,,47400000.0,,27200000.0,,,,,,,107500000.0,,5500000.0,1100000.0,-100000.0,18100000.0,4900000.0,-9100000.0,65400000.0,,4800000.0,,52700000.0,,,6700000.0,-6700000.0,,,,,,,,,,,,,,
899164800,-4200000.0,,,,35700000.0,,,,177500000.0,,,148700000.0,,,,,,,,,,,,,,,10000000.0,,,4100000.0,,,,,,,,,700000.0,,3700000.0,,,,100000.0,,,,,,0.0,-1100000.0,,,4100000.0,,,,300000.0,0.0,5600000.0,15500000.0,,4100000.0,,1700000.0,53100000.0,,,,,,,,,10700000.0,,,,,-600000.0,,,0.0825,,,,,,,,49696970.0,95600000.0,,,,,100000.0,-100000.0,,,,9900000.0,,,,,,,15300000.0,,,10400000.0,43000000.0,,,,,14500000.0,,,9900000.0,,,-1200000.0,193000000.0,,,0.08,,,,,,,-9100000.0,4800000.0,,,,51250000.0,,,,-9600000.0,-400000.0,,,,,,-100000.0,-4600000.0,,-3000000.0,,,49400000.0,,28300000.0,,,,,,,113000000.0,,,1100000.0,100000.0,18700000.0,5200000.0,,68800000.0,,5500000.0,,,,,6300000.0,,200000.0,,,,,,,,,,,,,
907113600,1300000.0,,,,36600000.0,,,,164800000.0,,,155100000.0,,,,,,,,,,,,,,,10600000.0,,,3500000.0,,,,,,,,,700000.0,,5800000.0,,,,100000.0,,,,,,0.0,-2000000.0,,,3500000.0,,,,300000.0,900000.0,5500000.0,15500000.0,,3500000.0,,1600000.0,57800000.0,,,,,,,,,11300000.0,,,,,-700000.0,,,0.07,,,,,,,,50000000.0,97300000.0,,,,,-400000.0,,,,,11100000.0,,,,,,,15200000.0,,,11900000.0,43900000.0,,,,,0.0,,,11100000.0,,,-1600000.0,180300000.0,,,0.07,,,,,,,-2100000.0,4200000.0,,,,50000000.0,,,,-10200000.0,300000.0,,,,,,0.0,1300000.0,,2900000.0,,,52000000.0,,30000000.0,,,,,,,118500000.0,,,1000000.0,100000.0,19800000.0,4500000.0,,71700000.0,,4900000.0,,,,,8000000.0,,100000.0,,,,,,,,,,,,,
915062400,-1200000.0,,,,38700000.0,,,,172900000.0,,,156900000.0,,,,,,,,,,,,,,,9700000.0,,,4000000.0,,,,,,,,,700000.0,,10700000.0,,,,100000.0,,,,,,0.0,-1500000.0,,,4000000.0,,,,600000.0,-100000.0,5500000.0,14900000.0,,4000000.0,,2800000.0,58600000.0,,,,,,,,,10400000.0,,,,,-600000.0,,,0.08,,,,,,,,50000000.0,98300000.0,,,,,0.0,,,,,11800000.0,,,,,,,15200000.0,,,11900000.0,41700000.0,,,,,0.0,,,11800000.0,,,-1500000.0,187800000.0,,,0.08,,,,,,,-4800000.0,4500000.0,,,,50000000.0,,,,-10700000.0,1900000.0,,,,,,100000.0,700000.0,,300000.0,,,47900000.0,,31400000.0,,,,,,,118200000.0,,,1100000.0,0.0,20700000.0,5100000.0,,75100000.0,,5200000.0,,,,,6100000.0,,0.0,,,,,,,,,,,,,
922838400,4900000.0,3300000.0,,,39100000.0,,,,166800000.0,165900000.0,,165900000.0,65100000.0,78000000.0,,15100000.0,,,0.3025,,,682000000.0,11400000.0,,49700000.0,,11800000.0,17400000.0,,3500000.0,-2400000.0,-2500000.0,49500000.0,100000.0,0.0,800000.0,18900000.0,,700000.0,,7400000.0,,,200000.0,100000.0,2800000.0,16300000.0,,,100800000.0,0.0,2200000.0,,,3500000.0,3800000.0,,,400000.0,-3400000.0,6200000.0,16200000.0,,3500000.0,,2500000.0,65100000.0,,,,6500000.0,7400000.0,,,,12500000.0,,300000.0,16300000.0,50132000.0,-600000.0,,15100000.0,,57700000.0,126800000.0,20200000.0,,2500000.0,21500000.0,,,100800000.0,15100000.0,7900000.0,,,3600000.0,,1900000.0,,,16300000.0,,,,,14500000.0,,15100000.0,,42000000.0,11400000.0,49700000.0,,,39100000.0,1500000.0,0.0,,32200000.0,16300000.0,,,-1400000.0,183000000.0,,,,,,0.0,-700000.0,,,0.0,3700000.0,,,-2200000.0,,,,,-10700000.0,-4000000.0,-5700000.0,0.305,15100000.0,44800000.0,744200000.0,300000.0,4500000.0,,6300000.0,-500000.0,,57700000.0,,32200000.0,,,,,,,126800000.0,,6200000.0,600000.0,-700000.0,21500000.0,4100000.0,-10700000.0,78000000.0,,4400000.0,,62200000.0,,,7900000.0,-16000000.0,0.0,,,,,,,,,,,,,
930700800,-12100000.0,,,,49000000.0,,,,213900000.0,,,184100000.0,,,,,,,,,,,,,,,11700000.0,,,2200000.0,,,,,,,,,900000.0,,15400000.0,,,,1500000.0,,,,,,0.0,-3800000.0,,,2200000.0,,,,-1300000.0,0.0,6300000.0,17700000.0,,2200000.0,,3700000.0,81700000.0,,,,,,,,,12600000.0,,,,,-600000.0,,,0.045,,,,,,,,48888889.0,102400000.0,,,,,1200000.0,-100000.0,,,,10300000.0,,,,,,,23500000.0,,,4400000.0,57400000.0,,,,,16300000.0,,,10300000.0,,,-5000000.0,231600000.0,,,0.045,,,,,,,-13000000.0,5100000.0,,,,48888889.0,,,,-11000000.0,4900000.0,,,,,,1200000.0,-6000000.0,,-7100000.0,,,66300000.0,,32800000.0,,,,,,,135100000.0,,,1500000.0,,21800000.0,3700000.0,,79600000.0,,6000000.0,,,,,7400000.0,,,,,,,,,,,,,,,
938649600,-2800000.0,,,,48200000.0,,,,286800000.0,,,216500000.0,,,,,18800000.0,,,,,,,,,,13700000.0,,,-200000.0,,,,,,,,,900000.0,,18800000.0,,0.0,,1500000.0,,,,,,10600000.0,-200000.0,,,-200000.0,,,,-7300000.0,0.0,7900000.0,19800000.0,,-200000.0,,3100000.0,114900000.0,,,,,,,,,14600000.0,,,,,-600000.0,,,-0.005,,,,,,,,40000000.0,101600000.0,,,,,-2100000.0,-1600000.0,,,,10600000.0,,,,,,,23400000.0,,,4600000.0,87500000.0,,,,,0.0,,,10600000.0,100000.0,,-600000.0,306600000.0,,,-0.005,,,,,,,-9800000.0,5200000.0,,,,40000000.0,,,,-11600000.0,2600000.0,,,,,,-1300000.0,300000.0,,-2200000.0,,,96100000.0,,33300000.0,,,,,,,168300000.0,,,1600000.0,,21700000.0,1400000.0,,78800000.0,,6100000.0,,,,,7100000.0,,,,,,,,,,,,,,,
946598400,-1100000.0,,,,29900000.0,,,,307800000.0,,,219500000.0,,,,,19100000.0,,,,,,,,,,13500000.0,,,700000.0,,,,,,,,,0.0,,19000000.0,,-100000.0,,1400000.0,,,,,,10800000.0,1600000.0,,,1200000.0,,,,-1900000.0,-100000.0,13700000.0,15300000.0,,1200000.0,,1400000.0,117800000.0,,,,,,,,,13500000.0,,,,,-600000.0,,,0.025,,,,,,,,48608000.0,101700000.0,,,,,4300000.0,-6700000.0,,,,10800000.0,,,,,,,23200000.0,,,24700000.0,92100000.0,,,,,10600000.0,,,10800000.0,100000.0,,-200000.0,323100000.0,,,0.025,,,,,,,-7300000.0,1800000.0,,,,48712000.0,,,,-4600000.0,-600000.0,,,,,,,-100000.0,,-900000.0,,,98800000.0,,9900000.0,,,,,,,189600000.0,,,200000.0,,5300000.0,900000.0,,79400000.0,,1800000.0,,,,,5300000.0,,,,,,,,,,,,,,,
954460800,25142000.0,-409000.0,,,31506000.0,,,,334222000.0,226776000.0,,226776000.0,127115000.0,85256000.0,,9635000.0,5886000.0,,0.2,,,1133622000.0,9829000.0,,80404000.0,,20527000.0,6918000.0,5886000.0,-1772000.0,21547000.0,-2434000.0,48180000.0,17000.0,32773000.0,9142000.0,1272000.0,,630000.0,,5886000.0,,0.0,,17000.0,2430000.0,32773000.0,,,99661000.0,32773000.0,23947000.0,,,6435000.0,1444000.0,,,516000.0,-8313000.0,10418000.0,17775000.0,,6435000.0,,3346000.0,127115000.0,,,,11002000.0,5886000.0,,,,21157000.0,,10000.0,32773000.0,48404000.0,-634000.0,-8423000.0,23040000.0,,121229000.0,195270000.0,9348000.0,,3346000.0,5120000.0,,,99661000.0,9635000.0,40808000.0,0.0,,-3809000.0,3300000.0,16246000.0,,,32773000.0,,,,,16527000.0,,23040000.0,,57327000.0,9829000.0,80404000.0,,,31506000.0,-11284000.0,10800000.0,,9409000.0,32773000.0,125000.0,,3940000.0,351997000.0,,,,,,0.0,-5100000.0,,,14771000.0,-3382000.0,,,-16303000.0,,,,,-4289000.0,-23203000.0,-1860000.0,0.2,-172000.0,59757000.0,1200297000.0,,22046000.0,125000.0,21202000.0,-2762000.0,,121229000.0,,9409000.0,,,,,,,195270000.0,,10418000.0,-1256000.0,,5120000.0,-3028000.0,-4289000.0,85256000.0,,-2752000.0,,66675000.0,,,40808000.0,-15329000.0,,,,,,,,,,,,,,
962323200,-4921000.0,,,,30909000.0,,,,356882000.0,,,217470000.0,,,,,,,,,,,,,,,13489000.0,,,3247000.0,,,,,,,,,580000.0,,4257000.0,,,,1423000.0,,,,,,25872000.0,-354000.0,,,3247000.0,,,,742000.0,-11000.0,6808000.0,17648000.0,,3247000.0,,2975000.0,116518000.0,,,,,,,,,14069000.0,,,,,-554000.0,,,0.075,,,,,,,,43552000.0,100952000.0,,,,,0.0,3610000.0,,,,25872000.0,,,,,,,22855000.0,,,14277000.0,79105000.0,,,,,32773000.0,,,25872000.0,125000.0,,-354000.0,374530000.0,,,0.075,,,,,,,-564000.0,3579000.0,,,,43584000.0,,,,-4634000.0,-1980000.0,,,,,,-9193000.0,-6901000.0,,-4567000.0,,,112261000.0,,9713000.0,,,,,,,186561000.0,,,1074000.0,110000.0,5079000.0,4321000.0,,87962000.0,-1415000.0,4159000.0,,,,,31733000.0,,,,,,,,,,,,,,,
970272000,-5043000.0,,,,28353000.0,,,,360872000.0,,,221279000.0,,,,,,,,,,,,,,,14787000.0,,,215000.0,,,,,,,,,559000.0,,3516000.0,,,,1422000.0,,,,,,19114000.0,-562000.0,,,215000.0,,,,-6093000.0,0.0,6451000.0,17211000.0,,215000.0,,472000.0,121742000.0,,,,,,,,,15346000.0,,,,,-542000.0,,,0.005,,,,,,,,43060000.0,99537000.0,,,,,0.0,357000.0,,,,19114000.0,,,,,,,22616000.0,,,18610000.0,83004000.0,,,,,25872000.0,,,19114000.0,125000.0,,-562000.0,378083000.0,,,0.005,,,,,,,-9992000.0,1865000.0,,,,43148000.0,,,,-4994000.0,-1715000.0,,,,,,-301000.0,-6758000.0,,-4481000.0,,,118226000.0,,10259000.0,,,,,,,192926000.0,,,-1238000.0,55000.0,5265000.0,-1023000.0,,87638000.0,-1173000.0,2424000.0,,,,,33800000.0,,,,,,,,,,,,,,,
978220800,3296000.0,,,,31395000.0,,,,389877000.0,,,215573000.0,,,,,,,,,,,,,,,13367000.0,,,3912000.0,,,,,,,,,581000.0,,5516000.0,,,,1923000.0,,,,,,19050000.0,-1950000.0,,,3416000.0,,,,708000.0,-6000.0,6499000.0,18690000.0,,3416000.0,,3145000.0,114956000.0,,,,,,,,,13948000.0,,,,,-538000.0,,,0.08,,,,,,,,42080000.0,100617000.0,,,,,-1000000.0,-48000.0,,,,19050000.0,,,,,,,22433000.0,,,21475000.0,68194000.0,,,,,19114000.0,,,19050000.0,125000.0,,-950000.0,408567000.0,,,0.08,,,,,,,-1391000.0,4742000.0,,,,42080000.0,,,,-4994000.0,-2360000.0,,,,,,-862000.0,-64000.0,,4246000.0,,,109440000.0,,10811000.0,,,,,,,184178000.0,,,1538000.0,671000.0,5817000.0,5450000.0,,90534000.0,-1816000.0,5323000.0,,,,,39323000.0,,,,,,,,,,,,,,,
985996800,22308000.0,-1036000.0,125863000.0,24598000.0,33940000.0,33609000.0,,24598000.0,347519000.0,222165000.0,,222165000.0,118305000.0,93770000.0,,10634000.0,3158000.0,,0.25,,,1455150000.0,0.0,,69147000.0,,12442000.0,20007000.0,3158000.0,4412000.0,-5544000.0,-2154000.0,42576000.0,2321000.0,38977000.0,15640000.0,16343000.0,,630000.0,,5866000.0,,2708000.0,-9658000.0,2321000.0,2350000.0,38977000.0,,,103860000.0,38977000.0,-2678000.0,,,3756000.0,4557000.0,,,-1793000.0,-1000.0,5009000.0,20543000.0,33609000.0,3756000.0,,3211000.0,118305000.0,,,,18324000.0,5866000.0,125863000.0,,,10722000.0,,,38977000.0,42652000.0,-520000.0,-4404000.0,,,112439000.0,188225000.0,22357000.0,,3211000.0,6131000.0,,,103860000.0,10634000.0,7362000.0,2708000.0,,-36000.0,1490000.0,6204000.0,,,38977000.0,,,,,32773000.0,,,,54085000.0,0.0,69147000.0,,,33940000.0,-6436000.0,19050000.0,,11261000.0,38977000.0,125000.0,,-818000.0,368062000.0,,,,,,0.0,5409000.0,,,19016000.0,9821000.0,,,-6576000.0,,,,,-5130000.0,-521000.0,-2684000.0,0.25,11786000.0,54085000.0,1529242000.0,698000.0,19927000.0,125000.0,23126000.0,-743000.0,,112439000.0,348000.0,11261000.0,,,,,,,188225000.0,,5009000.0,3183000.0,-1579000.0,6131000.0,7595000.0,-5130000.0,93770000.0,0.0,10451000.0,,74092000.0,,,7362000.0,7069000.0,,,,,,,,,,,,,,
993859200,978000.0,,120467000.0,,38893000.0,21341000.0,,,319810000.0,,,215630000.0,,,,,,,,,,,,,,,13663000.0,,,4687000.0,,,,,,,,,422000.0,,5381000.0,,,,3393000.0,,,,,,34963000.0,-3568000.0,,,4687000.0,,,,1827000.0,0.0,3803000.0,18297000.0,,4687000.0,,2980000.0,108904000.0,,,,,,,,,14663000.0,,,,,-520000.0,,,0.1125,,,,,,,,41612000.0,106726000.0,,,,,0.0,1206000.0,,,,34963000.0,,,,,,,29709000.0,,,0.0,68445000.0,,,,,38977000.0,,,34963000.0,125000.0,,-504000.0,338107000.0,,,0.11,,,,,,,-5699000.0,3634000.0,,,,42232000.0,,,,-5130000.0,-1928000.0,,,,,,1750000.0,-4014000.0,,1482000.0,,,103523000.0,,11334000.0,,,,,,,176737000.0,,,1183000.0,-411000.0,6204000.0,5870000.0,,96636000.0,,4056000.0,,,,,10344000.0,,,,,,,,,,,,,,,
1001808000,11341000.0,,127432000.0,,38830000.0,22073000.0,,,331828000.0,,,232410000.0,,,,,,,,,,,,,,,13171000.0,,,3602000.0,,,,,,,,,443000.0,,5437000.0,,,,3438000.0,,,,,,43297000.0,-327000.0,,,3602000.0,,,,-375000.0,-1186000.0,5162000.0,17882000.0,,3602000.0,,3032000.0,124009000.0,,,,,,,,,13171000.0,,,,,-1821000.0,,,0.0875,,,,,,,,41564000.0,108401000.0,,,,,0.0,-1359000.0,,,,43297000.0,,,,,,,29711000.0,,,0.0,80353000.0,,,,,34963000.0,,,43297000.0,125000.0,,-327000.0,349710000.0,,,0.085,,,,,,,6698000.0,4711000.0,,,,42472000.0,,,,-5130000.0,-3007000.0,,,,,,0.0,8334000.0,,11668000.0,,,118572000.0,,11217000.0,,,,,,,193580000.0,,,1127000.0,-408000.0,6087000.0,4729000.0,,99458000.0,,5154000.0,,,,,12708000.0,,,,,,,,,,,,,,,
1009756800,11855000.0,,95636000.0,29711000.0,38585000.0,20786000.0,,,307115000.0,,,209693000.0,,,,,,,,,,,,,,,13288000.0,,,4473000.0,,,,,,,,,431000.0,,5491000.0,,,,3370000.0,,,,,,56179000.0,100000.0,,,4473000.0,,,,210000.0,0.0,2902000.0,18849000.0,,4473000.0,,3136000.0,95901000.0,,,,,,,,,13288000.0,,,,,-780000.0,,,0.1075,,,,,,,,41364000.0,113792000.0,,,,,0.0,2260000.0,,,,56179000.0,,,,,,,,,,0.0,55694000.0,,,,,43297000.0,,,56179000.0,127000.0,,-147000.0,325964000.0,,,0.105,,,,,,,6312000.0,5561000.0,,,,43052000.0,,,,-5130000.0,780000.0,,,,,,0.0,12882000.0,,12002000.0,,,90410000.0,,10868000.0,,,,,,,171108000.0,,,1667000.0,77000.0,5738000.0,6140000.0,,103148000.0,-54000.0,5992000.0,,,,,10560000.0,,1716000.0,,,,,,,,,,,,,
