date,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyOtherNonCurrentAssets,quarterlyCurrentDebt,annualStockholdersEquity,quarterlyCapitalExpenditure,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingSaleOfInvestment,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyBasicEPS,annualPurchaseOfInvestment,annualAccountsReceivable,annualPurchaseOfBusiness,quarterlyInventory,quarterlyChangeInCashSupplementalAsReported,annualInventory,trailingCashDividendsPaid,trailingPretaxIncome,annualChangeInInventory,annualCurrentLiabilities,annualNetPPE,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,trailingNetIncome,annualGrossProfit,quarterlyCommonStockIssuance,quarterlyTaxProvision,annualOperatingCashFlow,quarterlyOtherShortTermInvestments,trailingNetOtherInvestingChanges,quarterlyOtherCurrentLiabilities,quarterlyResearchAndDevelopment,annualChangeInWorkingCapital,annualRepaymentOfDebt,annualCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentLiabilities,trailingGrossProfit,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualChangeInCashSupplementalAsReported,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,annualTotalRevenue,annualCapitalStock,annualOtherNonCurrentLiabilities,trailingResearchAndDevelopment,quarterlyFreeCashFlow,trailingPurchaseOfInvestment,annualPretaxIncome,annualEndCashPosition,trailingTotalRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,quarterlyNetIncomeCommonStockholders,quarterlySaleOfInvestment,trailingInterestExpense,trailingEndCashPosition,quarterlyPurchaseOfInvestment,annualOperatingIncome,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualAccountsPayable,trailingInvestingCashFlow,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingSellingGeneralAndAdministration,annualNetOtherFinancingCharges,trailingNetOtherFinancingCharges,annualOperatingExpense,quarterlyEndCashPosition,annualDilutedAverageShares,annualCapitalExpenditure,annualCashAndCashEquivalents,quarterlyGrossProfit,annualNetIncomeContinuousOperations,annualBeginningCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,annualInterestExpense,trailingCostOfRevenue,trailingBeginningCashPosition,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,annualBasicAverageShares,quarterlyCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossPPE,quarterlyDilutedEPS,trailingOperatingExpense,annualOtherNonCurrentAssets,quarterlyCurrentAssets,annualNetIncomeCommonStockholders,quarterlyEbitda,annualDilutedEPS,annualResearchAndDevelopment,quarterlyRetainedEarnings,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualEbitda,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherShortTermInvestments,annualOtherIntangibleAssets,quarterlyDilutedAverageShares,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyOperatingExpense,annualCommonStockIssuance,annualRetainedEarnings,annualFreeCashFlow,annualCostOfRevenue,trailingNetIncomeCommonStockholders,annualNetIncome,quarterlyLongTermDebt,annualCashDividendsPaid,quarterlySellingGeneralAndAdministration,quarterlyNonCurrentDeferredTaxesLiabilities,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,annualCurrentDebt,annualTotalAssets,trailingTaxProvision,annualTaxProvision,quarterlyNetOtherInvestingChanges,annualTotalNonCurrentAssets,annualSellingGeneralAndAdministration,annualBasicEPS,annualOtherCurrentAssets,quarterlyOtherCurrentAssets,annualOtherNonCashItems,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualCurrentAccruedExpenses,trailingOtherIncomeExpense,quarterlyOperatingCashFlow,quarterlyOtherNonCashItems,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,annualAccumulatedDepreciation,quarterlyChangeInInventory,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,trailingOperatingCashFlow,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,annualGainsLossesNotAffectingRetainedEarnings,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyCurrentDeferredRevenue,quarterlyAccumulatedDepreciation,trailingBasicEPS,trailingChangeInWorkingCapital,quarterlyStockBasedCompensation,annualOtherIncomeExpense,trailingCommonStockIssuance,annualGoodwill,annualRepurchaseOfCapitalStock,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyCurrentAccruedExpenses,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingChangeInInventory,annualIncomeTaxPayable,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyDepreciationAndAmortization,trailingRepurchaseOfCapitalStock,annualCurrentDeferredRevenue,trailingChangeInAccountPayable,annualInvestmentsAndAdvances,annualCashFlowFromContinuingFinancingActivities,trailingChangesInAccountReceivables,trailingBasicAverageShares,quarterlyGoodwill,quarterlyIncomeTaxPayable,trailingPurchaseOfBusiness,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingDepreciationAndAmortization,annualStockBasedCompensation
1970-01-01 00:00:01.364688000,403000000.0,363000000.0,24931000000.0,21952000000.0,,-7808000000.0,,,,,,19901079137.0,13463000000.0,11065000000.0,0.556,,,,19360000000.0,6119000000.0,,,,,,,277844000000.0,,16484000000.0,,,403000000.0,3021000000.0,,637000000.0,,5732000000.0,,,,,,,,346382000000.0,,32461000000.0,472116000000.0,,,,,5338000000.0,,,,,66870000000.0,,11065000000.0,317000000.0,,,-185000000.0,,,,,,66233000000.0,,31014000000.0,19890000000.0,,51627000000.0,16704000000.0,60039000000.0,,,,,57746000000.0,,,,21683000000.0,,,154703000000.0,,,,,-5689000000.0,,109872000000.0,,277844000000.0,0.556,,,125734000000.0,,16847000000.0,,,145046000000.0,,,,264864000000.0,44831000000.0,,,19901079137.0,,20737000000.0,-810000000.0,38356000000.0,4979000000.0,,,,,,,39399000000.0,,3872000000.0,656000000.0,,1992000000.0,-6041000000.0,,,,,1797000000.0,,,,,9042000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.372550400,492000000.0,1293000000.0,28664000000.0,15158000000.0,,-13604000000.0,,,,,,,15225000000.0,12914000000.0,,,,,18646000000.0,-17045000000.0,,,,,,,282942000000.0,,18688000000.0,,,507000000.0,3463000000.0,,549000000.0,,4847000000.0,,,,,,,,355282000000.0,,32013000000.0,472372000000.0,,,,,-8832000000.0,,,,,50367000000.0,,12914000000.0,455000000.0,,,0.0,,,,,,49818000000.0,,30319000000.0,19890000000.0,,57746000000.0,19173000000.0,67187000000.0,,,,,40701000000.0,,,,24563000000.0,,,159016000000.0,,,,,-14155000000.0,,113070000000.0,,282942000000.0,,,,117090000000.0,,19981000000.0,,,138865000000.0,,,,258439000000.0,45946000000.0,,,,,25282000000.0,-1089000000.0,42624000000.0,5390000000.0,,,,,,,40754000000.0,,4114000000.0,664000000.0,,1977000000.0,-15150000000.0,,,,,-860000000.0,,,,,14490000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.380499200,816000000.0,838000000.0,25815000000.0,34217000000.0,,-10375000000.0,,,,,,19901437372.0,12656000000.0,9692000000.0,0.487,,,,20419000000.0,4639000000.0,,,,,,,293562000000.0,,16060000000.0,,,816000000.0,3404000000.0,,549000000.0,,5748000000.0,,,,,,,,362940000000.0,,31815000000.0,492069000000.0,,,,,6878000000.0,,,,,53395000000.0,,9692000000.0,422000000.0,,,0.0,,,,,,52846000000.0,,31693000000.0,19890000000.0,,40701000000.0,16893000000.0,70241000000.0,,,,,45340000000.0,,,,22783000000.0,,,169106000000.0,,,,,-8313000000.0,,125060000000.0,,293562000000.0,0.487,,,129129000000.0,,16898000000.0,,,148556000000.0,,,,267198000000.0,44046000000.0,,,19901437372.0,,22821000000.0,-20196000000.0,47458000000.0,5890000000.0,,,,,,,38677000000.0,,4760000000.0,762000000.0,,1949000000.0,-15573000000.0,,,,,1611000000.0,,,,,16744000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,-8189000000.0,2099000000.0,24842000000.0,38137000000.0,272362000000.0,-19878000000.0,746000000.0,1799000000.0,,19717000000.0,-47773000000.0,,14363000000.0,12007000000.0,,-236000000.0,22043000000.0,,17641000000.0,-7018000000.0,17641000000.0,,,-1992000000.0,131509000000.0,316483000000.0,316483000000.0,,18536000000.0,,96084000000.0,1134000000.0,4173000000.0,54288000000.0,495000000.0,,10659000000.0,,-22107000000.0,-51439000000.0,46767000000.0,10659000000.0,,2162000000.0,386266000000.0,-13305000000.0,33450000000.0,507674000000.0,283797000000.0,19890000000.0,1973000000.0,,-761000000.0,,69768000000.0,38332000000.0,,46767000000.0,,12007000000.0,605000000.0,,,-51000000.0,72080000000.0,,316483000000.0,37800000000.0,,46272000000.0,,37800000000.0,19890000000.0,,45340000000.0,19310000000.0,86330000000.0,,-6478000000.0,,24004000000.0,38332000000.0,,-51665000000.0,46272000000.0,27055000000.0,55707000000.0,51637000000.0,178137000000.0,3685000000.0,,,46628000000.0,-19616000000.0,19885938180.0,131509000000.0,,316483000000.0,,,24842000000.0,121408000000.0,45678000000.0,20635000000.0,2.297,,159807000000.0,,121408000000.0,93170000000.0,272362000000.0,46628000000.0,495000000.0,33450000000.0,,178137000000.0,22043000000.0,-3346000000.0,59275000000.0,7745000000.0,2860000000.0,159807000000.0,2623000000.0,187713000000.0,,45678000000.0,42042000000.0,-25441000000.0,6413000000.0,746000000.0,42042000000.0,1973000000.0,-14675000000.0,38137000000.0,507674000000.0,,14061000000.0,-386000000.0,386266000000.0,19159000000.0,2.297,22129000000.0,22129000000.0,2565000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.396224000,148000000.0,833000000.0,28168000000.0,45754000000.0,,-5757000000.0,,,,,,19871647510.0,12634000000.0,10373000000.0,0.522,,,,20665000000.0,7235000000.0,,,,,,,317082000000.0,,15461000000.0,,,93000000.0,2827000000.0,,507000000.0,,12595000000.0,,,,,,,,390798000000.0,,33324000000.0,529054000000.0,,,,,278000000.0,,,,,53542000000.0,,10373000000.0,120000000.0,,,,,,,,,53035000000.0,,33919000000.0,19890000000.0,,38332000000.0,16234000000.0,60929000000.0,,,,,45567000000.0,,,,21181000000.0,,,185665000000.0,,,,,-5020000000.0,,141778000000.0,,317082000000.0,0.522,,,138256000000.0,,16294000000.0,,,170180000000.0,,,,283783000000.0,43887000000.0,,,19871647510.0,,27271000000.0,-648000000.0,39748000000.0,4947000000.0,,,,,,,39376000000.0,,4001000000.0,816000000.0,,2011000000.0,-9406000000.0,,,,,472000000.0,,,,,19248000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,305000000.0,956000000.0,32438000000.0,56914000000.0,,-12358000000.0,,,,,,,13684000000.0,11173000000.0,,,,,18369000000.0,17902000000.0,,,,,,,322982000000.0,,17873000000.0,,,307000000.0,4189000000.0,,494000000.0,,6393000000.0,,,,,,,,400233000000.0,,32960000000.0,554999000000.0,,,,,13688000000.0,,,,,72805000000.0,,11173000000.0,660000000.0,,,,,,,,,72311000000.0,,38205000000.0,19890000000.0,,45567000000.0,18665000000.0,68268000000.0,,,,,63469000000.0,,,,23986000000.0,,,216117000000.0,,,,,-13237000000.0,,169102000000.0,,322982000000.0,,,,154766000000.0,,18829000000.0,,,163253000000.0,,,,277480000000.0,47015000000.0,,,,,25954000000.0,-1542000000.0,44282000000.0,5321000000.0,,,,,,,42310000000.0,,4398000000.0,840000000.0,,2036000000.0,-26538000000.0,,,,,-1374000000.0,,,,,19728000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.412035200,162000000.0,510000000.0,33406000000.0,23180000000.0,,-11922000000.0,,,,,,19867321867.0,10647000000.0,8086000000.0,0.407,,,,19941000000.0,-1138000000.0,,,,,,,329585000000.0,,13658000000.0,,,162000000.0,3011000000.0,,428000000.0,,20436000000.0,,,,,,,,407318000000.0,,32564000000.0,561391000000.0,,,,,18567000000.0,,,,,71787000000.0,,8086000000.0,558000000.0,,,0.0,,,,,,71359000000.0,,41692000000.0,19890000000.0,,63469000000.0,13925000000.0,61245000000.0,,,,,62331000000.0,,,,19617000000.0,,,214129000000.0,,,,,-11545000000.0,,145515000000.0,,329585000000.0,0.407,,,154073000000.0,,14168000000.0,,,171339000000.0,,,,285687000000.0,68614000000.0,,,19867321867.0,,23990000000.0,-19600000000.0,41628000000.0,5692000000.0,,,,,,,63894000000.0,,4739000000.0,838000000.0,,2076000000.0,-28156000000.0,,,,,-186000000.0,,,,,18504000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,409000000.0,2197000000.0,29143000000.0,12246000000.0,291789000000.0,-14502000000.0,801000000.0,1403000000.0,,19999000000.0,-43163000000.0,,9408000000.0,7175000000.0,,-1147000000.0,23746000000.0,,15790000000.0,-26375000000.0,15790000000.0,,,1644000000.0,108861000000.0,338833000000.0,338833000000.0,,12241000000.0,,85127000000.0,409000000.0,2833000000.0,67511000000.0,442000000.0,,15358000000.0,,-4720000000.0,-83753000000.0,43944000000.0,15358000000.0,,434000000.0,413959000000.0,-2376000000.0,33395000000.0,532596000000.0,248360000000.0,19890000000.0,2102000000.0,,-9561000000.0,,59233000000.0,35956000000.0,,43944000000.0,,7175000000.0,65000000.0,,,-1102000000.0,62347000000.0,,338833000000.0,38286000000.0,,43502000000.0,,38286000000.0,19890000000.0,,62331000000.0,13523000000.0,57918000000.0,,1024000000.0,,22780000000.0,35956000000.0,,-44539000000.0,43502000000.0,20343000000.0,46373000000.0,38332000000.0,176969000000.0,4417000000.0,,,68108000000.0,-13361000000.0,19884927066.0,108861000000.0,,338833000000.0,,,29143000000.0,118637000000.0,36807000000.0,14438000000.0,1.851,,178442000000.0,,118637000000.0,83649000000.0,291789000000.0,68108000000.0,442000000.0,33395000000.0,,176969000000.0,23746000000.0,-1552000000.0,37575000000.0,6820000000.0,971000000.0,178442000000.0,22972000000.0,163233000000.0,,36807000000.0,63659000000.0,-23342000000.0,5591000000.0,801000000.0,63659000000.0,2102000000.0,-19653000000.0,12246000000.0,532596000000.0,,12860000000.0,1522000000.0,413959000000.0,18729000000.0,1.851,19951000000.0,19951000000.0,4778000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.427760000,773000000.0,747000000.0,28729000000.0,9965000000.0,,-4792000000.0,,,,,,19895104895.0,7656000000.0,5690000000.0,0.286,,,,19035000000.0,10429000000.0,,,,,,,339790000000.0,,9820000000.0,,,77000000.0,2164000000.0,,39000000.0,,13402000000.0,,,,,,,,414804000000.0,,33302000000.0,545259000000.0,,,,,5203000000.0,,,,,54929000000.0,,5690000000.0,582000000.0,,,-3000000.0,,,,,,54890000000.0,,31867000000.0,19890000000.0,,35956000000.0,10362000000.0,39911000000.0,,,,,46385000000.0,,,,15874000000.0,,,182905000000.0,,,,,-5150000000.0,,104374000000.0,,339790000000.0,0.286,,,130455000000.0,,10567000000.0,,,184134000000.0,,,,297975000000.0,78531000000.0,,,,,23090000000.0,-1316000000.0,24037000000.0,5512000000.0,,,,,,,74047000000.0,,4038000000.0,800000000.0,,2137000000.0,-16038000000.0,,,,,-959000000.0,,,,,19334000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.435622400,219000000.0,1072000000.0,28973000000.0,5220000000.0,,-5900000000.0,,,,,,,8415000000.0,6037000000.0,,,,,17884000000.0,5200000000.0,,,,,,,338267000000.0,,11045000000.0,,,219000000.0,2630000000.0,,28000000.0,,19781000000.0,,,,,,,,414708000000.0,,34847000000.0,555298000000.0,,,,,15016000000.0,,,,,61040000000.0,,6037000000.0,371000000.0,,,-25000000.0,,,,,,61012000000.0,,33663000000.0,19890000000.0,,46385000000.0,12289000000.0,47872000000.0,,,,,51585000000.0,,,,18681000000.0,,,198436000000.0,,,,,-6473000000.0,,116939000000.0,,338267000000.0,,,,140590000000.0,,12117000000.0,,,175451000000.0,,,,290256000000.0,81497000000.0,,,,,24994000000.0,-13005000000.0,29191000000.0,6392000000.0,,,,,,,77014000000.0,,4805000000.0,803000000.0,,2161000000.0,-8039000000.0,,,,,-920000000.0,,,,,17791000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.443571200,1129000000.0,1282000000.0,29684000000.0,3016000000.0,,-4984000000.0,,,,,,19950413223.0,6809000000.0,4828000000.0,0.242,,,,15870000000.0,-4543000000.0,,,,,,,338944000000.0,,9114000000.0,,,1129000000.0,2305000000.0,,26000000.0,,19931000000.0,,,,,,,,415862000000.0,,35057000000.0,552507000000.0,,,,,247000000.0,,,,,55249000000.0,,4828000000.0,360000000.0,,,-20000000.0,,,,,,55223000000.0,,30839000000.0,19890000000.0,,51585000000.0,9834000000.0,43663000000.0,,,,,47042000000.0,,,,16092000000.0,,,191224000000.0,,,,,-3355000000.0,,105039000000.0,,338944000000.0,0.242,,,136645000000.0,,10396000000.0,,,180278000000.0,,,,295651000000.0,86185000000.0,,,,,23339000000.0,-4459000000.0,27571000000.0,6258000000.0,,,,,,,81382000000.0,,4737000000.0,802000000.0,,2203000000.0,-4819000000.0,,,,,1246000000.0,,,,,16352000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,-5223000000.0,1439000000.0,32080000000.0,6435000000.0,292790000000.0,-14200000000.0,816000000.0,1299000000.0,,21999000000.0,-26123000000.0,,384000000.0,-411000000.0,,-48000000.0,23370000000.0,,12816000000.0,-4725000000.0,12816000000.0,,,2214000000.0,101487000000.0,352563000000.0,352563000000.0,,3103000000.0,,66642000000.0,863000000.0,2719000000.0,55406000000.0,12000000.0,,11578000000.0,,-3204000000.0,-42756000000.0,47862000000.0,11578000000.0,,1862000000.0,432929000000.0,6361000000.0,35757000000.0,553965000000.0,177069000000.0,19890000000.0,2197000000.0,,5064000000.0,,33082000000.0,42323000000.0,,47862000000.0,,-411000000.0,-14000000.0,,,0.0,41892000000.0,,352563000000.0,33990000000.0,,47850000000.0,,33990000000.0,19890000000.0,,47042000000.0,9407000000.0,45623000000.0,,-3102000000.0,,24750000000.0,42323000000.0,,-29876000000.0,47850000000.0,15995000000.0,23264000000.0,35962000000.0,195808000000.0,4468000000.0,,,94321000000.0,-11145000000.0,19881773399.0,101487000000.0,,352563000000.0,,,32080000000.0,121036000000.0,16144000000.0,4542000000.0,0.812,,180405000000.0,,121036000000.0,59549000000.0,292790000000.0,94321000000.0,12000000.0,35757000000.0,,195808000000.0,23370000000.0,-1668000000.0,29628000000.0,6588000000.0,2288000000.0,180405000000.0,25530000000.0,110427000000.0,,16144000000.0,88785000000.0,-20448000000.0,5337000000.0,816000000.0,88785000000.0,2197000000.0,-13860000000.0,6435000000.0,553965000000.0,,9818000000.0,2495000000.0,432929000000.0,18917000000.0,0.812,12248000000.0,12248000000.0,6295000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.459382400,107000000.0,1253000000.0,32707000000.0,5791000000.0,,-3026000000.0,,,,,,19857758621.0,6564000000.0,4607000000.0,0.232,,,,14345000000.0,9626000000.0,,,,,,,350154000000.0,,8807000000.0,,,416000000.0,2243000000.0,,15000000.0,,7172000000.0,,,,,,,,430902000000.0,,35635000000.0,556239000000.0,,,,,12199000000.0,,,,,58385000000.0,,4607000000.0,95000000.0,,,-5000000.0,,,,,,58370000000.0,,31407000000.0,19890000000.0,,42323000000.0,10105000000.0,39402000000.0,,,,,51949000000.0,,,,15884000000.0,,,190879000000.0,,,,,-3668000000.0,,92113000000.0,,350154000000.0,0.232,,,125337000000.0,,10060000000.0,,,185012000000.0,,,,297771000000.0,98766000000.0,,,19857758621.0,,25703000000.0,-1162000000.0,23518000000.0,5779000000.0,,,,,,,93371000000.0,,4495000000.0,814000000.0,,2224000000.0,-8387000000.0,,,,,-734000000.0,,,,,9749000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,-176000000.0,1096000000.0,32322000000.0,6336000000.0,,-5949000000.0,,,,,,,7113000000.0,5221000000.0,,,,,14192000000.0,14240000000.0,,,,,,,349004000000.0,,9613000000.0,,,-176000000.0,2500000000.0,,5000000.0,,6482000000.0,,,,,,,,429130000000.0,,35327000000.0,560003000000.0,,,,,17033000000.0,,,,,73919000000.0,,5221000000.0,78000000.0,,,-33000000.0,,,,,,73914000000.0,,32095000000.0,19890000000.0,,51949000000.0,10776000000.0,39321000000.0,,,,,66189000000.0,,,,16216000000.0,,,193153000000.0,,,,,-7126000000.0,,92045000000.0,,349004000000.0,,,,130873000000.0,,10709000000.0,,,183868000000.0,,,,297685000000.0,101108000000.0,,,,,22341000000.0,-1433000000.0,23105000000.0,5440000000.0,,,,,,,95671000000.0,,4259000000.0,817000000.0,,2265000000.0,-6190000000.0,,,,,-1464000000.0,,,,,10202000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.475193600,503000000.0,1153000000.0,33904000000.0,5417000000.0,,-4815000000.0,,,,,,19890957447.0,9829000000.0,7479000000.0,0.376,,,,14739000000.0,7143000000.0,,,,,,,347690000000.0,,12256000000.0,,,503000000.0,2427000000.0,,0.0,,27009000000.0,,,,,,,,429532000000.0,,35340000000.0,566018000000.0,,,,,19152000000.0,,,,,82213000000.0,,7479000000.0,295000000.0,,,0.0,,,,,,82213000000.0,,31172000000.0,19890000000.0,,66189000000.0,13149000000.0,46080000000.0,,,,,73332000000.0,,,,19246000000.0,,,191821000000.0,,,,,-5583000000.0,,110412000000.0,,347690000000.0,0.376,,,136486000000.0,,13409000000.0,,,191347000000.0,,,,305789000000.0,81409000000.0,,,19890957447.0,,18253000000.0,-7970000000.0,26834000000.0,6097000000.0,,,,,,,75848000000.0,,4679000000.0,815000000.0,,2386000000.0,-3140000000.0,,,,,-1157000000.0,,,,,9202000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,1112000000.0,1110000000.0,34056000000.0,4384000000.0,312357000000.0,-15268000000.0,797000000.0,1143000000.0,,22880000000.0,-64654000000.0,,6030000000.0,5405000000.0,,-33506000000.0,16179000000.0,,13341000000.0,-32144000000.0,13341000000.0,,,-1076000000.0,112185000000.0,351709000000.0,351709000000.0,,8220000000.0,,72358000000.0,368000000.0,2190000000.0,81883000000.0,54000000.0,,27819000000.0,,18401000000.0,-29927000000.0,50811000000.0,27819000000.0,,-3882000000.0,438201000000.0,-1135000000.0,38502000000.0,571664000000.0,183127000000.0,19890000000.0,2617000000.0,,4441000000.0,,38896000000.0,41188000000.0,,50811000000.0,,5405000000.0,675000000.0,,,-33468000000.0,46894000000.0,,351709000000.0,35156000000.0,,50757000000.0,,35156000000.0,19890000000.0,,73332000000.0,12864000000.0,58324000000.0,,1546000000.0,,25464000000.0,41188000000.0,,-29058000000.0,50757000000.0,21012000000.0,29536000000.0,42323000000.0,191760000000.0,5062000000.0,,,79575000000.0,-48277000000.0,19887915937.0,112185000000.0,,351709000000.0,,,34056000000.0,133463000000.0,22712000000.0,9330000000.0,1.142,,196786000000.0,,133463000000.0,66838000000.0,312357000000.0,79575000000.0,54000000.0,38502000000.0,,191760000000.0,16179000000.0,-1400000000.0,37312000000.0,8148000000.0,1111000000.0,196786000000.0,52825000000.0,110769000000.0,,22712000000.0,73778000000.0,-11965000000.0,5109000000.0,797000000.0,73778000000.0,2617000000.0,-12210000000.0,4384000000.0,571664000000.0,,9360000000.0,-527000000.0,438201000000.0,18542000000.0,1.142,42701000000.0,42701000000.0,6124000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.490918400,489000000.0,1028000000.0,35042000000.0,4396000000.0,,-3073000000.0,,,,,,19894308943.0,14243000000.0,12235000000.0,0.615,,,,12215000000.0,41048000000.0,,,,,,,348649000000.0,,17685000000.0,,,489000000.0,3442000000.0,,51000000.0,,31019000000.0,,,,,,,,435900000000.0,,38415000000.0,591510000000.0,,,,,21910000000.0,,,,,89951000000.0,,12235000000.0,35588000000.0,,,-18054000000.0,,,,,,89900000000.0,,33199000000.0,19890000000.0,,41189000000.0,18127000000.0,61062000000.0,,,,,82237000000.0,,,,25560000000.0,,,195088000000.0,,,,,16472000000.0,,117441000000.0,,348649000000.0,0.615,,,155610000000.0,,18713000000.0,,,209021000000.0,,,,325617000000.0,77647000000.0,,,19894308943.0,,16751000000.0,-970000000.0,35502000000.0,7433000000.0,,,,,,,71805000000.0,,4939000000.0,795000000.0,,2670000000.0,-1994000000.0,,,,,1905000000.0,,,,,25262000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,146000000.0,1388000000.0,35699000000.0,4399000000.0,,-7554000000.0,,,,,,,14325000000.0,12080000000.0,,,,,12856000000.0,6099000000.0,,,,,,,349074000000.0,,18124000000.0,,,121000000.0,3799000000.0,,51000000.0,,28250000000.0,,,,,,,,435889000000.0,,37052000000.0,607966000000.0,,,,,15100000000.0,,,,,96846000000.0,,12080000000.0,221000000.0,,,-8176000000.0,,,,,,96795000000.0,,31951000000.0,19890000000.0,,82237000000.0,18489000000.0,59456000000.0,,,,,88335000000.0,,,,25037000000.0,,,254902000000.0,,,,,-14523000000.0,,175462000000.0,,349074000000.0,,,,172077000000.0,,19512000000.0,,,162029000000.0,,,,279968000000.0,79440000000.0,,,,,16309000000.0,-1133000000.0,34419000000.0,6548000000.0,,,,,,,73613000000.0,,4290000000.0,762000000.0,,2683000000.0,-6892000000.0,,,,,-796000000.0,,,,,32639000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
