date,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,trailingNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,quarterlyDilutedAverageShares,annualCapitalExpenditure,annualOperatingExpense,annualNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualCashAndCashEquivalents,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlyTotalRevenue,trailingNetOtherFinancingCharges,trailingOperatingExpense,quarterlyOperatingIncome,annualChangesInAccountReceivables,quarterlyGrossPPE,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,trailingInterestExpense,annualTaxProvision,quarterlyChangeInInventory,quarterlyEbitda,annualCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyStockBasedCompensation,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalRevenue,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,annualBasicEPS,annualDeferredIncomeTax,annualNetOtherFinancingCharges,annualInterestExpense,quarterlyCashDividendsPaid,trailingRepurchaseOfCapitalStock,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,trailingRepaymentOfDebt,annualOtherIntangibleAssets,annualEbitda,annualGainsLossesNotAffectingRetainedEarnings,quarterlyBeginningCashPosition,quarterlyBasicEPS,annualOtherIncomeExpense,quarterlyCapitalStock,trailingGrossProfit,annualNetPPE,trailingNetOtherInvestingChanges,annualRepaymentOfDebt,annualNetOtherInvestingChanges,annualOperatingIncome,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,trailingTotalRevenue,annualCashCashEquivalentsAndMarketableSecurities,annualDilutedAverageShares,annualEndCashPosition,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,trailingEndCashPosition,trailingCashFlowFromContinuingFinancingActivities,trailingChangeInCashSupplementalAsReported,annualDilutedEPS,annualGrossPPE,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,trailingOperatingIncome,trailingOtherIncomeExpense,trailingInvestingCashFlow,quarterlyCurrentDebt,quarterlyFreeCashFlow,quarterlyInterestExpense,annualOtherNonCurrentLiabilities,quarterlyTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyOtherIntangibleAssets,annualPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyCapitalExpenditure,annualOtherNonCashItems,quarterlyOperatingCashFlow,annualDepreciationAndAmortization,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualStockholdersEquity,annualLongTermDebt,annualChangeInInventory,trailingCashDividendsPaid,annualInventory,annualCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyNetPPE,quarterlyTaxProvision,quarterlyInventory,annualCurrentLiabilities,quarterlyOtherCurrentLiabilities,annualRetainedEarnings,quarterlyLongTermDebt,quarterlyChangeInCashSupplementalAsReported,annualPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,annualOperatingCashFlow,quarterlyCurrentAccruedExpenses,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyOperatingExpense,annualCapitalStock,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualStockBasedCompensation,annualGoodwill,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualChangeInWorkingCapital,annualGrossProfit,annualTotalNonCurrentAssets,trailingNetIncomeCommonStockholders,annualOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyNetOtherInvestingChanges,trailingFreeCashFlow,quarterlyPretaxIncome,trailingCostOfRevenue,trailingNetIncome,quarterlyRepaymentOfDebt,annualTotalAssets,quarterlyPurchaseOfBusiness,annualNetIncome,quarterlyOtherCurrentAssets,trailingTaxProvision,annualBasicAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,quarterlyDilutedEPS,annualCostOfRevenue,trailingDepreciationAndAmortization,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCashDividendsPaid,annualFreeCashFlow,annualCurrentDebt,annualCommonStockIssuance,trailingBasicAverageShares,quarterlyInvestmentsAndAdvances,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,quarterlyCommonStockIssuance,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,trailingChangeInInventory,trailingChangeInAccountPayable,annualSaleOfInvestment,trailingSaleOfInvestment,annualOtherShortTermInvestments,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
2016-09-30,2000000.0,-6500000.0,2852400000.0,,,361900000.0,-52200000.0,478000000.0,0.0,,,,157600000.0,,,,,,,,1279000000.0,,,186200000.0,,1613700000.0,,49100000.0,,,34400000.0,212400000.0,,284500000.0,7900000.0,,,11200000.0,,,,,,,,,-24700000.0,,278600000.0,-178700000.0,29900000.0,,,,,,278700000.0,0.804464,,1700000.0,,,,,,,,153394070.0,,,,,123400000.0,,5212600000.0,,,,,,278600000.0,278600000.0,,,,,0.0,186200000.0,11800000.0,,3672900000.0,6400000.0,1113900000.0,,,-2900000.0,,123400000.0,-35700000.0,81100000.0,-29400000.0,,215600000.0,,121900000.0,,,,,,,,-3700000.0,642900000.0,48800000.0,562500000.0,,414800000.0,,1585800000.0,-100000.0,,170600000.0,,,,,291800000.0,,568800000.0,801000000.0,,,,2075700000.0,738400000.0,,,,,,2358800000.0,1835000000.0,776700000.0,1539700000.0,2000000.0,,170700000.0,,,-231000000.0,,-149300000.0,,129800000.0,,,319300000.0,-970800000.0,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-2800000.0,28900000.0,2763100000.0,-968200000.0,-424500000.0,393800000.0,-71900000.0,474100000.0,-61800000.0,,,1129900000.0,156800000.0,-145400000.0,1158000000.0,412400000.0,80000000.0,251500000.0,,,1301600000.0,,,167900000.0,-39100000.0,1630700000.0,,127800000.0,,169700000.0,29800000.0,197800000.0,1442800000.0,298500000.0,7700000.0,375100000.0,13000000.0,8200000.0,1922700000.0,4984900000.0,57600000.0,413200000.0,2.6934,-25800000.0,-12100000.0,49100000.0,-24500000.0,,251500000.0,-50800000.0,33000000.0,,,1107000000.0,753900000.0,-71900000.0,278600000.0,0.675305,-15400000.0,1700000.0,,662500000.0,,-806100000.0,3900000.0,646600000.0,446600000.0,153412050.0,,251500000.0,157800000.0,251500000.0,103600000.0,,5126100000.0,,,,2.61,1630700000.0,251500000.0,251500000.0,393800000.0,,,,0.0,228300000.0,11600000.0,328100000.0,3683300000.0,14000000.0,1107000000.0,582100000.0,163500000.0,-200000.0,,103600000.0,-240900000.0,80000000.0,-41600000.0,38600000.0,269900000.0,122700000.0,104400000.0,-385100000.0,2361500000.0,1431100000.0,52400000.0,,531100000.0,-250400000.0,-3100000.0,662500000.0,48800000.0,531100000.0,840400000.0,446600000.0,814600000.0,1431100000.0,-27100000.0,,163500000.0,650500000.0,375100000.0,,550700000.0,306200000.0,1700000.0,550700000.0,827500000.0,32000000.0,1833800000.0,2763100000.0,1922700000.0,814600000.0,101800000.0,1804600000.0,3683300000.0,,109500000.0,2361500000.0,1833800000.0,840400000.0,1442800000.0,1600000.0,,153200000.0,,,-340100000.0,5126100000.0,-9200000.0,413200000.0,109500000.0,,153412050.0,328100000.0,-968200000.0,0.67,3180300000.0,,-239700000.0,238500000.0,-98200000.0,505100000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,7600000.0,-10600000.0,2703400000.0,,,378900000.0,-64700000.0,417000000.0,-27300000.0,,,,156200000.0,,,,,,,,1186800000.0,,,120300000.0,,1654700000.0,,-147900000.0,,,-26200000.0,147500000.0,,288600000.0,9500000.0,,,10000000.0,,,,,,,,,-27600000.0,,210800000.0,-29600000.0,31800000.0,,,,,,251500000.0,0.501315,,1700000.0,,,,,,,,154394070.0,,,,,77400000.0,,5134100000.0,,,,,,210800000.0,210800000.0,,,,,,-47400000.0,11900000.0,,3678000000.0,-12300000.0,1097200000.0,,,-7800000.0,,77400000.0,6000000.0,82200000.0,-29500000.0,,-17900000.0,,77400000.0,,,,,,,,-4600000.0,665700000.0,26400000.0,558800000.0,,328900000.0,,1491500000.0,-40700000.0,,170400000.0,,,,,296700000.0,,564900000.0,769800000.0,,,,1995600000.0,892000000.0,,,,,,2429200000.0,1832900000.0,707800000.0,1456100000.0,0.0,,103800000.0,,,-50000000.0,,-100000.0,,121600000.0,,,333700000.0,-989000000.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,-2000000.0,14000000.0,2684700000.0,,,397000000.0,-54600000.0,515500000.0,-5400000.0,,,,156600000.0,,,,,,,,1365400000.0,,,215700000.0,,1682200000.0,,6900000.0,,,-21100000.0,243700000.0,,291800000.0,11400000.0,,,11900000.0,,,,,,,,,-27700000.0,,252700000.0,-28500000.0,32200000.0,,,,,,210800000.0,0.887276,,1700000.0,,,,,,,,155194070.0,,,,,137700000.0,,5253400000.0,,,,,,252700000.0,252700000.0,,,,,,159100000.0,12300000.0,,3700300000.0,-30000000.0,1093200000.0,,,-1500000.0,,137700000.0,-121200000.0,99400000.0,-30000000.0,,189100000.0,,140300000.0,,,,,,,,-4200000.0,675600000.0,58900000.0,581400000.0,,394100000.0,,1391900000.0,41900000.0,,168300000.0,,,,,299800000.0,,595700000.0,849900000.0,,,,1893600000.0,1002000000.0,,,,,,2567200000.0,1832100000.0,791100000.0,1553100000.0,1500000.0,,199200000.0,,,-195000000.0,,0.0,,123300000.0,,,333400000.0,-1006600000.0,0.887276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,2500000.0,-6900000.0,2803400000.0,,,392500000.0,-25500000.0,507000000.0,-141000000.0,,,,155900000.0,,,,,,,,1348600000.0,,,202200000.0,,1715800000.0,,5700000.0,,,-13400000.0,234000000.0,,297300000.0,11800000.0,,,11300000.0,,,,,,,,,-27400000.0,,277100000.0,-55100000.0,32300000.0,,,,,,252700000.0,0.833902,,1700000.0,,,,,,,,155294070.0,,,,,129500000.0,,5349300000.0,,,,,,277100000.0,277100000.0,,,,,,145400000.0,12300000.0,,3751000000.0,7800000.0,1105400000.0,,,-13600000.0,,129500000.0,-108300000.0,102200000.0,-36000000.0,,181400000.0,,129600000.0,,,,,,,,-500000.0,690600000.0,59800000.0,600100000.0,,460000000.0,,1462200000.0,24400000.0,,176200000.0,,,,,304800000.0,,594700000.0,841600000.0,,,,1950900000.0,1076500000.0,,,,,,2544300000.0,1852800000.0,852500000.0,1598300000.0,0.0,,189400000.0,,,-100000000.0,,-19300000.0,,126400000.0,,,312500000.0,-1025200000.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-26800000.0,27500000.0,2910300000.0,-1040400000.0,-214800000.0,428800000.0,-39200000.0,493000000.0,-41100000.0,,,1194800000.0,154400000.0,-165000000.0,1226500000.0,475300000.0,95300000.0,323000000.0,,,1382500000.0,,,167800000.0,1000000.0,1780400000.0,,88200000.0,,159500000.0,35900000.0,189300000.0,1601700000.0,317100000.0,10300000.0,386200000.0,71500000.0,12200000.0,2003500000.0,5283300000.0,24000000.0,472600000.0,3.111118,-18700000.0,-28500000.0,49400000.0,-27600000.0,,323000000.0,-174500000.0,34000000.0,,,1162400000.0,814500000.0,-39200000.0,277100000.0,0.842622,-21800000.0,1700000.0,,740000000.0,,-565000000.0,400000.0,706000000.0,478000000.0,151906797.0,,323000000.0,155800000.0,323000000.0,128000000.0,,5511400000.0,,,,3.05,1780400000.0,323000000.0,323000000.0,428800000.0,,,,,178200000.0,12900000.0,329100000.0,3909700000.0,35500000.0,1162400000.0,634800000.0,166800000.0,-5600000.0,,128000000.0,-26600000.0,95300000.0,-69500000.0,45400000.0,247700000.0,130300000.0,128000000.0,-287700000.0,2599500000.0,1507600000.0,-24800000.0,,580800000.0,-250100000.0,-12500000.0,740000000.0,14400000.0,580800000.0,906800000.0,478000000.0,1174200000.0,1507600000.0,45900000.0,,166800000.0,600300000.0,386200000.0,,555300000.0,325200000.0,1700000.0,555300000.0,889500000.0,43000000.0,1912000000.0,2910300000.0,2003500000.0,1174200000.0,-47100000.0,1932500000.0,3909700000.0,,142600000.0,2599500000.0,1912000000.0,906800000.0,1601700000.0,200000.0,,142400000.0,,,-220000000.0,5511400000.0,-105200000.0,472600000.0,142600000.0,,151906797.0,329100000.0,-1040400000.0,0.83,3350800000.0,,-124600000.0,251500000.0,-110300000.0,435300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,-9200000.0,-3200000.0,3193700000.0,,,417100000.0,-36000000.0,439600000.0,-325200000.0,,,,152520071.0,,,,,,,,1254600000.0,,,120200000.0,,1803800000.0,,-164500000.0,,,-36900000.0,155700000.0,,311200000.0,12600000.0,,,13300000.0,,,,,,,,,-29600000.0,,244400000.0,-42700000.0,33500000.0,,,,,,323000000.0,0.491739,,1800000.0,,,,,,,,152520071.0,,,,,75000000.0,,5552000000.0,,,,,,244400000.0,244400000.0,,,,,350000000.0,-89500000.0,14700000.0,,3907500000.0,-63000000.0,1151200000.0,,,-12200000.0,,75000000.0,16200000.0,94800000.0,-37600000.0,,-51900000.0,,75100000.0,,,,,,,,2000000.0,742800000.0,32400000.0,619200000.0,,373700000.0,,1538000000.0,-78600000.0,,158200000.0,,,,,319400000.0,,631500000.0,815000000.0,,,,2052900000.0,1249900000.0,,,,,,2356800000.0,1918700000.0,1140800000.0,1644500000.0,700000.0,,107500000.0,,,-515000000.0,,-5800000.0,,149400000.0,,,356700000.0,-1061000000.0,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,-700000.0,15500000.0,3522400000.0,,,428700000.0,-53200000.0,524100000.0,-277500000.0,,,,152620071.0,,,,,,,,1429000000.0,,,199400000.0,,1815900000.0,,10000000.0,,,-12100000.0,229900000.0,,316500000.0,10300000.0,,,12400000.0,,,,,,,,,-29000000.0,,345500000.0,-29600000.0,37900000.0,,,,,,244400000.0,0.849167,,1800000.0,,,,,,,,152620071.0,,,,,129600000.0,,5697100000.0,,,,,,345500000.0,345500000.0,,,,,350000000.0,159600000.0,17400000.0,,3891600000.0,-31500000.0,1139000000.0,,,-500000.0,,129600000.0,-51400000.0,98300000.0,-29600000.0,,189200000.0,,129700000.0,,,,,,,,-7400000.0,737600000.0,44900000.0,627000000.0,,451800000.0,,1793300000.0,101100000.0,,156200000.0,,,,,324700000.0,,657500000.0,904900000.0,,,,2291900000.0,1350500000.0,,,,,,2173100000.0,1916700000.0,1230500000.0,1805500000.0,0.0,,174600000.0,,,-120000000.0,,0.0,,175500000.0,,,342400000.0,-1078300000.0,0.849167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,-1500000.0,-5900000.0,3936100000.0,,,437700000.0,-45700000.0,493900000.0,0.0,,,,152720071.0,,,,,,,,1380800000.0,,,179900000.0,,1873500000.0,,33500000.0,,,-1800000.0,194200000.0,,305100000.0,9000000.0,,,9900000.0,,,,,,,,,-28500000.0,,397900000.0,-496100000.0,37500000.0,,,,,,345500000.0,0.653483,,1800000.0,,,,,,,,152720071.0,,,,,99800000.0,,6169700000.0,,,,,,389900000.0,389900000.0,,,,,525000000.0,167100000.0,19000000.0,,4279500000.0,42500000.0,1333800000.0,,,-400000.0,,99800000.0,342600000.0,106100000.0,-39300000.0,,206400000.0,,99900000.0,,,,,,,,-23200000.0,776300000.0,37800000.0,684300000.0,,488900000.0,,1988400000.0,52400000.0,,149200000.0,,,,,314000000.0,,635400000.0,886900000.0,,,,2484500000.0,1393400000.0,,,,,,2231900000.0,2063300000.0,1451600000.0,1890200000.0,3400000.0,,137700000.0,,,-975000000.0,,-460200000.0,,180600000.0,,,346900000.0,-1097200000.0,0.653483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,14200000.0,14600000.0,3784600000.0,-1098300000.0,-694600000.0,459000000.0,-67000000.0,501800000.0,-91900000.0,,,1241400000.0,142600000.0,-150100000.0,1277500000.0,390000000.0,138000000.0,262900000.0,,,1420700000.0,,,182400000.0,9800000.0,1911700000.0,,76800000.0,,147000000.0,-4200000.0,181300000.0,1686100000.0,308600000.0,4200000.0,419500000.0,-52300000.0,7800000.0,2292500000.0,5485100000.0,21000000.0,389600000.0,2.772974,2800000.0,-28100000.0,74500000.0,-28100000.0,,270700000.0,-65900000.0,40700000.0,,,1246800000.0,761100000.0,-67000000.0,397900000.0,0.60641,-70400000.0,1800000.0,,813400000.0,,-1890000000.0,-18600000.0,681900000.0,508100000.0,140498981.0,,262900000.0,146400000.0,270700000.0,85200000.0,,5964600000.0,,,,2.66,1911700000.0,262900000.0,262900000.0,459000000.0,,,,525000000.0,216700000.0,23400000.0,320900000.0,4278500000.0,61800000.0,1246800000.0,537000000.0,162600000.0,-15000000.0,,85200000.0,-314200000.0,138000000.0,-43600000.0,43400000.0,260300000.0,149600000.0,85300000.0,-634300000.0,2178200000.0,1809000000.0,-55000000.0,,678900000.0,-6800000.0,-41800000.0,813400000.0,31900000.0,678900000.0,1492100000.0,508100000.0,1448100000.0,1809000000.0,-127200000.0,-28700000.0,162600000.0,604000000.0,419500000.0,,571700000.0,319400000.0,1800000.0,571700000.0,918900000.0,36100000.0,2080300000.0,3784600000.0,2292500000.0,1448100000.0,-44200000.0,1959400000.0,4278500000.0,,172600000.0,2178200000.0,2080300000.0,1492100000.0,1686100000.0,-22700000.0,,117200000.0,,,-280000000.0,5964600000.0,400000.0,389600000.0,172600000.0,,140498981.0,320900000.0,-1098300000.0,0.6,3525700000.0,,-465600000.0,323000000.0,-115200000.0,453900000.0,525000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,-2000000.0,-12200000.0,4042100000.0,,,442000000.0,-67300000.0,458800000.0,-18000000.0,,,,141900000.0,,,,,,,,1327900000.0,,,136800000.0,,2100000000.0,,-227400000.0,,,-57200000.0,174600000.0,,312000000.0,7100000.0,,,15700000.0,,,,,,,,,-31000000.0,,288900000.0,-25300000.0,37800000.0,,,,,,270700000.0,0.600329,,1800000.0,,,,,,,,141089377.0,,,,,84700000.0,,6289200000.0,,,,,,281200000.0,281200000.0,,,,,350000000.0,-116900000.0,23700000.0,,4441200000.0,-76800000.0,1239700000.0,,,-9500000.0,,84700000.0,129400000.0,311200000.0,-27200000.0,,-89700000.0,,84500000.0,,,,,,,,,806300000.0,28600000.0,737900000.0,,446800000.0,,2169700000.0,18200000.0,,161700000.0,,,,,322000000.0,,650100000.0,869100000.0,,,,2803300000.0,1541400000.0,,,,,,2245500000.0,2084000000.0,1238800000.0,1848000000.0,1900000.0,,113100000.0,,,-335000000.0,,0.0,,178800000.0,,,471900000.0,-1118900000.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,7000000.0,39000000.0,3998700000.0,,,476600000.0,-64100000.0,537600000.0,-32000000.0,,,,141300000.0,,,,,,,,1507200000.0,,,206900000.0,,2118700000.0,,2200000.0,,,-3900000.0,241300000.0,,320600000.0,7400000.0,,,17200000.0,,,,,,,,,-30700000.0,,283800000.0,-25500000.0,38200000.0,,,,,,288900000.0,0.97318,,1800000.0,,,,,,,,141289377.0,,,,,137500000.0,,6343400000.0,,,,,,276300000.0,276300000.0,,,,,749300000.0,174000000.0,24500000.0,,4426500000.0,-55800000.0,1229200000.0,,,-17900000.0,,137500000.0,-182400000.0,306700000.0,-27700000.0,,201700000.0,,137100000.0,,,,,,,,-3800000.0,804900000.0,41500000.0,741900000.0,,469300000.0,,1666000000.0,-5100000.0,,167900000.0,,,,,330700000.0,,706200000.0,969600000.0,,,,2303500000.0,1648100000.0,,,,,,2343500000.0,2085700000.0,1695200000.0,1916900000.0,2200000.0,,178600000.0,,,-250000000.0,,0.0,,192500000.0,,,469600000.0,-1140600000.0,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,-6800000.0,-37900000.0,3948900000.0,,,436500000.0,-75500000.0,524200000.0,-50000000.0,,,,141289377.0,,,,,,,,1459000000.0,,,203000000.0,,2127000000.0,,56700000.0,,,-20100000.0,205000000.0,,311300000.0,8400000.0,,,20000000.0,,,,,,,,,-30600000.0,,343300000.0,-27300000.0,36700000.0,,,,,,283800000.0,0.747402,,1800000.0,,,,,,,,141289377.0,,,,,105600000.0,,6285600000.0,,,,,,336200000.0,336200000.0,,,,,399500000.0,214300000.0,23600000.0,,4378900000.0,64200000.0,1186100000.0,,,-3400000.0,,105600000.0,-148900000.0,307500000.0,-27500000.0,,241800000.0,,105700000.0,,,,,,,,-34700000.0,800400000.0,39000000.0,758800000.0,,540600000.0,,1949000000.0,59500000.0,,160100000.0,,,,,321200000.0,,640100000.0,934800000.0,,,,2572300000.0,1692500000.0,,,,,,2335400000.0,2084900000.0,1376600000.0,1906700000.0,200000.0,,144700000.0,,,-895000000.0,,0.0,,171600000.0,,,463200000.0,-1160800000.0,0.747402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,-5700000.0,,3863500000.0,,,460000000.0,,531800000.0,0.0,,,,141100000.0,,,,309800000.0,387900000.0,,,1470500000.0,,,208000000.0,,,,82500000.0,,,,201300000.0,1898200000.0,312400000.0,,,,72500000.0,2454200000.0,,,,,,,,-30700000.0,,394900000.0,-49500000.0,40000000.0,,,1168900000.0,,,343300000.0,0.748107,,,,824200000.0,,,,,549600000.0,139151210.0,,387900000.0,,,104100000.0,,6291300000.0,,,,,,387900000.0,387900000.0,460000000.0,,,,399700000.0,234000000.0,22400000.0,512400000.0,4393100000.0,,1168900000.0,,157200000.0,-2500000.0,,104100000.0,-187800000.0,309800000.0,-49400000.0,,283400000.0,,104000000.0,,2426600000.0,1784600000.0,,,718600000.0,,-46700000.0,824200000.0,34900000.0,718600000.0,1409300000.0,549600000.0,,1784600000.0,51600000.0,,157200000.0,,,,624800000.0,323800000.0,,624800000.0,938700000.0,,2090200000.0,3863500000.0,2454200000.0,,,,4393100000.0,,166900000.0,2426600000.0,2090200000.0,1409300000.0,1898200000.0,-100000.0,,138900000.0,,,1329300000.0,6291300000.0,,,166900000.0,,,512400000.0,,0.74,,,,,,,399700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
