date,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyGrossProfit,quarterlyChangeInAccountPayable,quarterlyChangeInWorkingCapital,trailingRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,trailingNetOtherFinancingCharges,trailingSellingGeneralAndAdministration,quarterlyGrossPPE,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,annualOperatingExpense,trailingDeferredIncomeTax,annualCashAndCashEquivalents,annualCapitalExpenditure,trailingChangesInAccountReceivables,annualBasicAverageShares,quarterlyChangeInInventory,annualCurrentAssets,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualChangesInAccountReceivables,trailingCostOfRevenue,annualInterestExpense,trailingBeginningCashPosition,annualNetIncomeCommonStockholders,quarterlyCashDividendsPaid,annualDeferredIncomeTax,quarterlyEbitda,annualNetOtherFinancingCharges,trailingOperatingExpense,annualAccumulatedDepreciation,annualEbitda,quarterlyRepurchaseOfCapitalStock,annualDilutedEPS,annualOtherNonCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyOtherNonCashItems,quarterlyStockBasedCompensation,trailingRepaymentOfDebt,quarterlyCapitalStock,trailingChangeInWorkingCapital,quarterlyBeginningCashPosition,quarterlyDepreciationAndAmortization,annualCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,trailingGrossProfit,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,trailingOtherIncomeExpense,quarterlyBasicAverageShares,annualTotalRevenue,quarterlyFreeCashFlow,quarterlyBasicEPS,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualEndCashPosition,trailingInterestExpense,annualPretaxIncome,annualCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,trailingTotalRevenue,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,trailingChangeInCashSupplementalAsReported,annualOperatingIncome,trailingCapitalExpenditure,quarterlyChangesInAccountReceivables,annualOtherIncomeExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualAccountsPayable,trailingInvestingCashFlow,annualGrossPPE,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,trailingOtherNonCashItems,annualSaleOfInvestment,annualNonCurrentDeferredTaxesLiabilities,quarterlyDilutedEPS,annualStockholdersEquity,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingStockBasedCompensation,annualChangeInInventory,annualDepreciationAndAmortization,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyLongTermDebt,trailingPretaxIncome,quarterlyOtherCurrentLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,annualCapitalStock,quarterlyOtherIncomeExpense,trailingNetIncome,annualGoodwill,quarterlyInventory,quarterlyTaxProvision,quarterlyNetPPE,annualDilutedAverageShares,annualStockBasedCompensation,trailingChangeInInventory,quarterlyCostOfRevenue,annualNetPPE,annualOtherIntangibleAssets,quarterlyAccountsReceivable,annualInventory,trailingNetOtherInvestingChanges,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,annualOperatingCashFlow,annualGrossProfit,annualCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualFreeCashFlow,quarterlyCurrentAssets,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyGoodwill,quarterlyCurrentLiabilities,quarterlyNetOtherInvestingChanges,annualCostOfRevenue,trailingFreeCashFlow,quarterlyStockholdersEquity,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlySellingGeneralAndAdministration,trailingChangeInAccountPayable,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,annualNetIncome,annualTaxProvision,annualBeginningCashPosition,annualTotalAssets,annualLongTermDebt,annualCashDividendsPaid,annualCurrentDebt,annualBasicEPS,trailingTaxProvision,annualOtherNonCashItems,annualSellingGeneralAndAdministration,quarterlyDilutedAverageShares,trailingDepreciationAndAmortization,annualOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,annualCurrentAccruedExpenses,quarterlyOtherShortTermInvestments,trailingCashDividendsPaid,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyPurchaseOfInvestment,quarterlyPurchaseOfBusiness,annualPurchaseOfBusiness,trailingBasicEPS,trailingResearchAndDevelopment,annualPurchaseOfInvestment,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyCurrentAccruedExpenses,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
2014-04-30,2684026000.0,575912000.0,,49168000.0,,,437397000.0,32925000.0,-11495000.0,,-8098000.0,,,,1135858000.0,,,,,,,,12425000.0,,-45877000.0,69490000.0,,,,,,0.0,,87320000.0,,,,,-3086000.0,,,,,5990000.0,1367000.0,,7000.0,,132984000.0,41208000.0,,523933000.0,,,,,,,74060779.0,,937000.0,0.159785,,,,,,,,,11774000.0,,1596745000.0,2547759000.0,,,,-10438000.0,,69490000.0,26552000.0,,69490000.0,1070000.0,,,,117976000.0,-240000.0,,,,0.159785,,,46922000.0,11774000.0,11774000.0,,,,-64539000.0,-45985000.0,1366414000.0,,249188000.0,,,,-2632000.0,,,707627000.0,7786000.0,907772000.0,,,,698461000.0,,,44084000.0,,,,,,,,-63494000.0,1857856000.0,,,951014000.0,-1480635000.0,,19560000.0,388229000.0,47064000.0,826170000.0,0.0,,,-136267000.0,235986000.0,347021000.0,,,,,-177195000.0,0.0,,,,,,,,,,,,74060779.0,,,,255456000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-31,2695448000.0,564531000.0,,15524000.0,,,406099000.0,-11381000.0,-21727000.0,,-6175000.0,,,,1051126000.0,,,,,,,,-3884000.0,,-48556000.0,29291000.0,,,,,,0.0,,55332000.0,,,,,0.0,,,,,3179000.0,1785000.0,,7000.0,,69490000.0,40549000.0,,517349000.0,,,,,,,74158072.0,,-43927000.0,-0.087352,,,,,,,,,-6470000.0,,1616729000.0,2555302000.0,,,,2172000.0,,29291000.0,25546000.0,,29291000.0,1250000.0,,,,119750000.0,3999000.0,,,,-0.087352,,,4657000.0,-6470000.0,-6470000.0,,,,3700000.0,-48584000.0,1371819000.0,,270475000.0,,,,176000.0,,,711510000.0,-4293000.0,932566000.0,,,,645027000.0,,,43678000.0,,,,,,,,-40199000.0,1859192000.0,,,938573000.0,-1487105000.0,,-10763000.0,390575000.0,47064000.0,836256000.0,0.0,,,-140146000.0,229132000.0,350026000.0,,,,,-160246000.0,0.0,,,,,,,,,,,,74158072.0,,,,258241000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-31,2964766000.0,766510000.0,,28221000.0,,-745000.0,467518000.0,201979000.0,16881000.0,,-15491000.0,,,,1166108000.0,,,,,,,,-188369000.0,,-69931000.0,29437000.0,,,,,,0.0,,985000.0,,,,,0.0,,,,,6850000.0,1464000.0,,7000.0,,29291000.0,42584000.0,,510807000.0,,,,,,,74218000.0,,-33031000.0,-0.46,,,,,,,,,-34214000.0,,1640402000.0,2796901000.0,,,,-11701000.0,,29437000.0,16624000.0,,29437000.0,13275000.0,,,,118314000.0,-12678000.0,,,,-0.46,,,36925000.0,-34214000.0,-34214000.0,,,,33152000.0,-69956000.0,1410838000.0,,299122000.0,,,,-69231000.0,,,899880000.0,-24009000.0,964217000.0,,,,698590000.0,,,53484000.0,,,,,,,,146000.0,1885859000.0,,,1156499000.0,-1521319000.0,,-58223000.0,439297000.0,47064000.0,1078907000.0,0.0,,,-167865000.0,217189000.0,396713000.0,,,,,-1602126000.0,0.0,,,,,,,,,,,,74218000.0,,,,257832000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-31,2690520000.0,621682000.0,-3933000.0,167394000.0,,-1744000.0,637801000.0,-144828000.0,66818000.0,,-1176000.0,,,1903314000.0,1496542000.0,65955000.0,1688509000.0,,25349000.0,-220980000.0,,75254682.0,111170000.0,987483000.0,-52142000.0,25349000.0,-8616000.0,,83745000.0,,65955000.0,0.0,-30940000.0,212724000.0,-2675000.0,,-932895000.0,356361000.0,-847000.0,0.876424,115206000.0,1757403000.0,78695000.0,10914000.0,1648000.0,,7000.0,,29437000.0,43239000.0,25349000.0,504397000.0,273767000.0,310268000.0,,4300000.0,-1744000.0,,75254682.0,4849634000.0,157376000.0,1.260586,-2345870000.0,-107635000.0,25349000.0,,105036000.0,-193464000.0,,,94865000.0,,1637086000.0,2624569000.0,,260306000.0,,11351000.0,-69113000.0,25349000.0,15023000.0,,25349000.0,1167000.0,621682000.0,,1903314000.0,115206000.0,6244000.0,,,234360000.0,1.260586,-65951000.0,-216506000.0,213831000.0,94865000.0,94865000.0,,-68658000.0,167580000.0,-165777000.0,-56455000.0,1249276000.0,,310268000.0,,49716000.0,7000.0,2573000.0,,47064000.0,788708000.0,59597000.0,970419000.0,75254682.0,6264000.0,,858741000.0,970419000.0,504397000.0,49716000.0,788708000.0,,0.0,50477000.0,302335000.0,1948815000.0,933117000.0,-4088000.0,1757403000.0,2690520000.0,81355000.0,987483000.0,-1426454000.0,0.0,154462000.0,470407000.0,47064000.0,933117000.0,4300000.0,2900819000.0,,-65951000.0,234360000.0,427168000.0,,,-1426454000.0,-932895000.0,-406303000.0,0.0,65955000.0,39081000.0,132984000.0,2624569000.0,1249276000.0,0.0,1167000.0,0.876424,,26933000.0,1520929000.0,75254682.0,,0.0,1637086000.0,273767000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-30,2713466000.0,631790000.0,,58155000.0,,-843000.0,477989000.0,10108000.0,-91267000.0,,-4135000.0,,,,1190919000.0,,,,,,,,-33605000.0,,-42980000.0,34748000.0,,,,,,,,98299000.0,,,,,-331000.0,,,,,7361000.0,2119000.0,,7000.0,,25349000.0,42155000.0,,498291000.0,,,,,,,74982000.0,,-64946000.0,0.34,,,,,,,,,25695000.0,,1626542000.0,2683114000.0,,,,-2015000.0,,34748000.0,14803000.0,,34748000.0,1195000.0,,,,114133000.0,7313000.0,,,,0.34,,,-21858000.0,25695000.0,25695000.0,,,,74237000.0,-43088000.0,1316037000.0,,261691000.0,,,,-1752000.0,,,822313000.0,15646000.0,967054000.0,,,,712930000.0,,,45717000.0,,,,,,,,9399000.0,1818790000.0,,,1056572000.0,-1400759000.0,,41341000.0,419834000.0,47064000.0,894676000.0,0.0,,,-30352000.0,229418000.0,377679000.0,,,,,-369748000.0,0.0,,,,,,,,,,,,76501000.0,,,,273335000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-31,2714261000.0,590498000.0,,32306000.0,,-2541000.0,455658000.0,-41292000.0,-29246000.0,,-3605000.0,,,,1151573000.0,,,,,,,,19972000.0,,-38819000.0,27231000.0,,,,,,,,74930000.0,,,,,-25451000.0,,,,,266000.0,3139000.0,,7000.0,,34748000.0,41746000.0,,492250000.0,,,,,,,76511000.0,,-17695000.0,0.142463,,,,,,,,,10900000.0,,1636601000.0,2673624000.0,,,,3917000.0,,27231000.0,14598000.0,,27231000.0,1340000.0,,,,110892000.0,1561000.0,,,,0.142463,,,21152000.0,10900000.0,10900000.0,,,,10150000.0,-38847000.0,1349950000.0,,278593000.0,,,,866000.0,,,802341000.0,7686000.0,986395000.0,,,,695915000.0,,,38979000.0,,,,,,,,-7517000.0,1843830000.0,,,1037023000.0,-1389860000.0,,18586000.0,423352000.0,47064000.0,870431000.0,0.0,,,-40637000.0,223305000.0,381606000.0,,,,,-328249000.0,0.0,,,,,,,,,,,,76511000.0,,,,270575000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-31,2927254000.0,704187000.0,,37694000.0,,-5844000.0,497085000.0,113689000.0,61622000.0,,-14261000.0,,,,1238669000.0,,,,,,,,-131670000.0,,-67708000.0,28847000.0,,,,,,,,82236000.0,,,,,-98349000.0,,,,,-2410000.0,2979000.0,,7000.0,,27231000.0,43186000.0,,486210000.0,,,,,,,74115000.0,,32620000.0,0.2,,,,,,,,,15116000.0,,1659986000.0,2805317000.0,,,,-9332000.0,,28847000.0,14792000.0,,28847000.0,1376000.0,,,,108524000.0,516000.0,,,,0.2,,,104405000.0,15116000.0,15116000.0,,,,-35081000.0,-71785000.0,1412431000.0,,327156000.0,,,,1356000.0,,,934011000.0,9142000.0,1018188000.0,,,,741584000.0,,,49018000.0,,,,,,,,1616000.0,1894535000.0,,,1145331000.0,-1374745000.0,,24258000.0,459391000.0,47064000.0,1032719000.0,0.0,,,-121937000.0,209330000.0,416205000.0,,,,,-313082000.0,0.0,,,,,,,,,,,,75394000.0,,,,272774000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-31,2679169000.0,598199000.0,-201670000.0,172230000.0,,-8992000.0,639470000.0,-105988000.0,28605000.0,,27910000.0,,,2045754000.0,1548682000.0,150482000.0,1769817000.0,,20915000.0,-201787000.0,,75443000.0,150483000.0,932982000.0,-45225000.0,20915000.0,1263000.0,,58999000.0,,150482000.0,,5909000.0,214508000.0,8307000.0,,-1027184000.0,469974000.0,-77539000.0,1.994645,104778000.0,1792581000.0,-23483000.0,18060000.0,2924000.0,,7000.0,,28847000.0,45012000.0,20915000.0,476753000.0,287389000.0,286986000.0,,2805000.0,-8992000.0,,73367000.0,5129843000.0,175695000.0,1.346259,-1553300000.0,-4434000.0,20915000.0,,238876000.0,-137163000.0,,,98771000.0,,1647165000.0,2580147000.0,,300385000.0,,8693000.0,-2263000.0,20915000.0,14807000.0,,20915000.0,1403000.0,598199000.0,,2045754000.0,104778000.0,-1083000.0,,,201695000.0,1.346259,-99022000.0,-194732000.0,223762000.0,98771000.0,98771000.0,,5180000.0,172099000.0,-186469000.0,-48067000.0,1303497000.0,,286986000.0,,38571000.0,7000.0,-2734000.0,,47064000.0,783528000.0,55918000.0,1018570000.0,75443000.0,11161000.0,,909212000.0,1018570000.0,476753000.0,38571000.0,783528000.0,,,-30286000.0,327461000.0,2070202000.0,886588000.0,-7932000.0,1792581000.0,2679169000.0,125674000.0,932982000.0,-1275972000.0,0.0,154689000.0,467240000.0,47064000.0,886588000.0,2805000.0,3059641000.0,,-99022000.0,201695000.0,422228000.0,,,-1275972000.0,-1027184000.0,-542221000.0,0.0,150482000.0,88394000.0,25349000.0,2580147000.0,1303497000.0,0.0,1403000.0,1.994645,,23277000.0,1597718000.0,73367000.0,,0.0,1647165000.0,287389000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-04-30,2711139000.0,594381000.0,,71273000.0,,-9986000.0,520203000.0,-2959000.0,-51331000.0,,-533000.0,,,,1288884000.0,,,,,,,,-21166000.0,,-30342000.0,28100000.0,,,,,,,,120642000.0,,,,,-50017000.0,,,,,-1140000.0,3283000.0,,7000.0,,20915000.0,45545000.0,,470482000.0,,,,,,,71166000.0,,-48000.0,0.53,,,,,,,,,37514000.0,,1624411000.0,2605901000.0,,,,-13287000.0,,28100000.0,14952000.0,,28100000.0,1452000.0,,,,94996000.0,1440000.0,,,,0.52,,,30377000.0,37514000.0,37514000.0,,,,7150000.0,-30425000.0,1350176000.0,,279076000.0,,,,3824000.0,,,804694000.0,22631000.0,1011869000.0,,,,768681000.0,,,51371000.0,,,,,,,,7185000.0,1836230000.0,,,981490000.0,-1238458000.0,,60145000.0,448930000.0,47064000.0,874909000.0,0.0,,,-105238000.0,200500000.0,403385000.0,,,,,-395400000.0,0.0,,,,,,,,,,,,72423000.0,,,,285554000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-07-31,2669988000.0,546035000.0,,51379000.0,,-11867000.0,503094000.0,-50279000.0,9518000.0,,-4070000.0,,,,1260716000.0,,,,,,,,59429000.0,,-45404000.0,30469000.0,,,,,,,,92380000.0,,,,,-26138000.0,,,,,-2153000.0,4093000.0,,7000.0,,28100000.0,44613000.0,,464581000.0,,,,,,,71987000.0,,27218000.0,0.283301,,,,,,,,,20394000.0,,1634223000.0,2566254000.0,,,,8253000.0,,30469000.0,15084000.0,,30469000.0,1512000.0,,,,97659000.0,1281000.0,,,,0.283301,,,72742000.0,20394000.0,20394000.0,,,,-24969000.0,-45524000.0,1351830000.0,,291353000.0,,,,-2266000.0,,,744965000.0,12289000.0,1024919000.0,,,,757622000.0,,,41902000.0,,,,,,,,2369000.0,1831088000.0,,,932031000.0,-1218064000.0,,32683000.0,451715000.0,47064000.0,838900000.0,203000.0,,,-103734000.0,195175000.0,407102000.0,,,,,-1553100000.0,0.0,,,,,,,,,,,,71987000.0,,,,284083000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-31,2823524000.0,691971000.0,,61645000.0,,-11186000.0,559189000.0,141328000.0,90882000.0,,10494000.0,,,,1349047000.0,,,,,,,,-77781000.0,,-61793000.0,32799000.0,,,,,,,,109484000.0,,,,,-75626000.0,,,,,-1137000.0,4258000.0,,7000.0,,30469000.0,46472000.0,,458680000.0,,,,,,,71597000.0,,121679000.0,0.452589,,,,,,,,,32404000.0,,1641244000.0,2688120000.0,,,,-8637000.0,,32799000.0,13159000.0,,32799000.0,1574000.0,,,,95203000.0,5376000.0,,,,0.452589,,,183373000.0,32404000.0,32404000.0,,,,-119250000.0,-61694000.0,1303001000.0,,326114000.0,,,,1367000.0,,,822469000.0,17449000.0,1040297000.0,,,,789858000.0,,,59757000.0,,,,,,,,2330000.0,1803865000.0,,,1046876000.0,-1185660000.0,,49853000.0,497544000.0,47064000.0,1019659000.0,-99000.0,,,-135404000.0,206124000.0,451072000.0,,,,,-447700000.0,0.0,,,,,,,,,,,,71597000.0,,,,294740000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-31,2624295000.0,640326000.0,-202371000.0,202444000.0,,-7191000.0,711092000.0,-46547000.0,137300000.0,,-8810000.0,,,2176784000.0,1692304000.0,215873000.0,1906837000.0,,81597000.0,-187507000.0,,71721000.0,120566000.0,928324000.0,-42812000.0,81597000.0,-3489000.0,,56161000.0,,215873000.0,,-2919000.0,250454000.0,11150000.0,,-1127337000.0,572959000.0,-50590000.0,3.009899,90495000.0,1627461000.0,41543000.0,10628000.0,4319000.0,,7000.0,,32799000.0,46956000.0,81597000.0,451180000.0,290683000.0,354870000.0,,7156000.0,-7191000.0,,70878000.0,5590950000.0,266090000.0,1.771509,-2677100000.0,60682000.0,81597000.0,,333212000.0,-361413000.0,,,125561000.0,,1646159000.0,2574483000.0,,386740000.0,,10182000.0,3979000.0,81597000.0,12966000.0,,81597000.0,1638000.0,640326000.0,,2176784000.0,90495000.0,546000.0,,,207935000.0,1.771509,-49812000.0,-180351000.0,315954000.0,125561000.0,125561000.0,,81048000.0,183586000.0,-224344000.0,-49864000.0,1128843000.0,,354870000.0,,43252000.0,7000.0,1054000.0,,47064000.0,701891000.0,64971000.0,1049447000.0,71721000.0,15953000.0,,981212000.0,1049447000.0,451180000.0,43252000.0,701891000.0,,,186369000.0,602446000.0,2293577000.0,996834000.0,48798000.0,1627461000.0,2624295000.0,414939000.0,928324000.0,-1060099000.0,,190532000.0,508648000.0,47064000.0,996834000.0,7052000.0,3297373000.0,,-49812000.0,207935000.0,461692000.0,,,-1060099000.0,-1127337000.0,-280900000.0,0.0,215873000.0,117339000.0,20915000.0,2574483000.0,1128843000.0,,1638000.0,3.009899,,-221000.0,1723251000.0,70878000.0,,0.0,1646159000.0,290683000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-30,2599766000.0,608919000.0,,86955000.0,,-6797000.0,555823000.0,-32431000.0,-82253000.0,,4600000.0,,,,1352219000.0,,,,,,,,-23646000.0,,-52773000.0,29588000.0,,,,,,,,136810000.0,,,,,-50536000.0,,,,,774000.0,5083000.0,,7000.0,,81597000.0,48012000.0,,445150000.0,,,,,,,69333000.0,,-24329000.0,0.76,,,,,,,,,52368000.0,,1644134000.0,2558858000.0,,,,-10308000.0,,29588000.0,13514000.0,,29588000.0,1696000.0,,,,89071000.0,-2081000.0,,,,0.73,,,28584000.0,52368000.0,52368000.0,,,,-27820000.0,-52913000.0,1152186000.0,,336705000.0,,,,1843000.0,,,725537000.0,22916000.0,1055171000.0,,,,796396000.0,,,52980000.0,,,,,,,,-52009000.0,1652446000.0,,,914724000.0,-1008148000.0,,75284000.0,468868000.0,47064000.0,947320000.0,140000.0,,,-40908000.0,212500000.0,420856000.0,,,,,-245100000.0,0.0,,,,,,,,,,,,71505000.0,,,,287760000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-07-31,2707668000.0,603960000.0,,74958000.0,,-6544000.0,560854000.0,-3016000.0,-68139000.0,,5765000.0,,,,1368980000.0,,,,,,,,-1448000.0,,-53927000.0,32648000.0,,,,,,,,126308000.0,,,,,-113702000.0,,,,,1973000.0,7404000.0,,7000.0,,29588000.0,48700000.0,,439221000.0,,,,,,,68807000.0,,-11294000.0,0.68,,,,,,,,,46902000.0,,1663305000.0,2611768000.0,,,,-803000.0,,32648000.0,14544000.0,,32648000.0,1823000.0,,,,89557000.0,-1255000.0,,,,0.66,,,43593000.0,46902000.0,46902000.0,,,,13394000.0,-54887000.0,1276443000.0,,317513000.0,,,,2650000.0,,,726985000.0,16162000.0,1080181000.0,,,,808126000.0,,,58941000.0,,,,,,,,3060000.0,1784372000.0,,,948463000.0,-961246000.0,,63064000.0,485896000.0,47064000.0,923296000.0,960000.0,,,-95900000.0,218038000.0,437196000.0,,,,,-288400000.0,0.0,,,,,,,,,,,,70801000.0,,,,289891000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31,2953896000.0,764563000.0,,81814000.0,,-4492000.0,612844000.0,160514000.0,22215000.0,,2010000.0,,,,1444572000.0,,,,,,,,-176678000.0,,-81732000.0,48080000.0,,,,,,,,133986000.0,,,,,-70680000.0,,,,,22212000.0,7168000.0,,7000.0,,32648000.0,50835000.0,,433374000.0,,,,,,,67694000.0,,64628000.0,0.66,,,,,,,,,44879000.0,,1692908000.0,2843363000.0,,,,-14783000.0,,48080000.0,15351000.0,,48080000.0,1942000.0,,,,92582000.0,-1223000.0,,,,0.65,,,149319000.0,44879000.0,44879000.0,,,,-52155000.0,-84691000.0,1294300000.0,,361170000.0,,,,1336000.0,,,903663000.0,22920000.0,1111949000.0,,,,831728000.0,,,78995000.0,,,,,,,,15432000.0,1826221000.0,,,1150455000.0,-916367000.0,,67799000.0,531030000.0,47064000.0,1127675000.0,-110000.0,,,-110533000.0,222073000.0,480194000.0,,,,,-425600000.0,0.0,,,,,,,,,,,,69541000.0,,,,309848000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-31,2726055000.0,736252000.0,-289777000.0,242555000.0,,-1887000.0,821364000.0,-28064000.0,112071000.0,,-43102000.0,,,2325059000.0,1944272000.0,384852000.0,2064604000.0,,133286000.0,-268194000.0,,70288000.0,151101000.0,1100433000.0,-73776000.0,133286000.0,-19983000.0,,58777000.0,,384852000.0,,-30727000.0,291756000.0,2010000.0,,-1190287000.0,688860000.0,-54859000.0,5.475359,96661000.0,1606424000.0,97003000.0,11127000.0,7379000.0,,7000.0,,48080000.0,53556000.0,133286000.0,426947000.0,313130000.0,370215000.0,,6000.0,-1887000.0,,69305000.0,6110043000.0,310048000.0,3.473097,-2335293000.0,51689000.0,133286000.0,,428980000.0,-293353000.0,,,240703000.0,,1712396000.0,2812829000.0,,486281000.0,,5911000.0,3738000.0,133286000.0,15368000.0,,133286000.0,13164000.0,736252000.0,,2325059000.0,96661000.0,-2604000.0,,,179486000.0,3.473097,86774000.0,-262208000.0,385754000.0,240703000.0,240703000.0,,-50671000.0,201103000.0,-226772000.0,-75706000.0,1113808000.0,,370215000.0,,71649000.0,7000.0,-2092000.0,,47064000.0,752562000.0,-17870000.0,1134772000.0,70288000.0,27034000.0,,1122908000.0,1134772000.0,426947000.0,71649000.0,752562000.0,,,-16106000.0,607250000.0,2550885000.0,1119631000.0,85206000.0,1606424000.0,2726055000.0,339056000.0,1100433000.0,-675664000.0,,222833000.0,578809000.0,47064000.0,1119631000.0,4999000.0,3559158000.0,,86774000.0,179486000.0,525254000.0,,,-675664000.0,-1190287000.0,-1376193000.0,0.0,384852000.0,44128000.0,81597000.0,2812829000.0,1113808000.0,,13164000.0,5.475359,,38213000.0,1863501000.0,69305000.0,,0.0,1712396000.0,313130000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-30,2714175000.0,726635000.0,,113169000.0,,-244000.0,632026000.0,-12716000.0,-86022000.0,,1721000.0,,,,1524708000.0,,,,,,,,-33997000.0,,-57942000.0,104890000.0,,,,,,,,165029000.0,,,,,-70254000.0,,,,,4391000.0,7023000.0,,7000.0,,161086000.0,50509000.0,,421605000.0,,,,,,,66983000.0,,-172000.0,1.23,,,,,,,,,82588000.0,,1724545000.0,2825446000.0,,,,-10377000.0,,83008000.0,14521000.0,,83008000.0,13040000.0,,,,100895000.0,-715000.0,,,,1.2,,,60210000.0,82588000.0,82588000.0,,,,-58464000.0,-60382000.0,1122552000.0,,351974000.0,,,,1351000.0,,,786559000.0,17411000.0,1148257000.0,,,,892682000.0,,,82758000.0,,,,,,,,-56196000.0,1622526000.0,,,1100901000.0,-593077000.0,,99999000.0,518857000.0,47064000.0,1091649000.0,-3001000.0,,,111271000.0,181607000.0,468348000.0,,,,,-229793000.0,,,,,,,,,,,,,68970000.0,,,,318367000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-07-31,2777328000.0,761658000.0,,91268000.0,,102000.0,627268000.0,37896000.0,-33528000.0,,-287000.0,,,,1504742000.0,,,,,,,,-57366000.0,,-67242000.0,111467000.0,,,,,,,,150773000.0,,,,,-46973000.0,,,,,946000.0,9726000.0,,7000.0,,104890000.0,56923000.0,,416448000.0,,,,,,,66890000.0,,44513000.0,1.06,,,,,,,,,70957000.0,,1756628000.0,2930621000.0,,,,3880000.0,,89585000.0,14581000.0,,89585000.0,2755000.0,,,,107631000.0,-1756000.0,,,,1.03,,,106097000.0,70957000.0,70957000.0,,,,-32278000.0,-61584000.0,1155671000.0,,355676000.0,,,,2661000.0,,,843926000.0,8312000.0,1178989000.0,,,,877474000.0,,,71026000.0,,,,,,,,6577000.0,1657239000.0,,,1173993000.0,-522120000.0,,79269000.0,536000000.0,47064000.0,1120089000.0,-217000.0,,,153293000.0,181225000.0,479077000.0,,,,,-446815000.0,,,,,,,,,,,,,68769000.0,,,,320343000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
