,quarterlyChangesInAccountReceivables,annualGrossPPE,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualRepaymentOfDebt,trailingChangeInCashSupplementalAsReported,annualEbitda,annualInterestExpense,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualDilutedEPS,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualCapitalExpenditure,quarterlyOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingCashFlow,annualBasicAverageShares,annualSellingGeneralAndAdministration,trailingCapitalExpenditure,quarterlyCashAndCashEquivalents,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyOtherCurrentAssets,quarterlyStockholdersEquity,quarterlyAccountsPayable,quarterlyNetOtherInvestingChanges,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,quarterlyStockBasedCompensation,quarterlyTotalRevenue,quarterlyDilutedEPS,quarterlyNetPPE,trailingTaxProvision,trailingNetOtherFinancingCharges,quarterlyEbitda,trailingDepreciationAndAmortization,annualNetIncomeContinuousOperations,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,quarterlyCommonStockIssuance,annualOtherNonCashItems,quarterlyDilutedAverageShares,annualCurrentDebt,trailingOtherNonCashItems,annualBasicEPS,annualStockBasedCompensation,annualNetOtherFinancingCharges,trailingOperatingExpense,quarterlyGrossPPE,trailingFreeCashFlow,annualGrossProfit,quarterlyOperatingCashFlow,quarterlyPretaxIncome,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,annualCostOfRevenue,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,trailingSellingGeneralAndAdministration,annualOperatingExpense,quarterlyAccumulatedDepreciation,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,quarterlyTaxProvision,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingCashDividendsPaid,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,annualRetainedEarnings,annualNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualChangeInWorkingCapital,trailingChangeInWorkingCapital,annualCashDividendsPaid,annualNetIncome,annualGoodwill,annualFreeCashFlow,quarterlyDepreciationAndAmortization,quarterlyTotalAssets,annualCommonStockIssuance,annualOtherShortTermInvestments,annualPretaxIncome,annualInvestingCashFlow,annualOperatingIncome,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherCurrentAssets,annualTotalRevenue,annualAccountsReceivable,quarterlyOtherNonCurrentLiabilities,annualAccountsPayable,trailingInvestingCashFlow,quarterlyLongTermDebt,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualStockholdersEquity,trailingTotalRevenue,quarterlySellingGeneralAndAdministration,annualLongTermDebt,annualTaxProvision,annualTotalAssets,annualCurrentAccruedExpenses,annualCurrentLiabilities,annualDepreciationAndAmortization,quarterlyInterestExpense,quarterlyOtherIncomeExpense,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyChangeInAccountPayable,quarterlyGrossProfit,quarterlyInvestingCashFlow,trailingEndCashPosition,trailingRepurchaseOfCapitalStock,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyCashDividendsPaid,annualDilutedAverageShares,annualChangeInAccountPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualCurrentAssets,annualOtherNonCurrentAssets,annualOperatingCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualRepurchaseOfCapitalStock,annualCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyBasicEPS,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangeInInventory,trailingDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,quarterlyInventory,annualNonCurrentDeferredTaxesLiabilities,annualInventory,trailingCostOfRevenue,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyPurchaseOfInvestment,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,annualPurchaseOfInvestment,quarterlyDeferredIncomeTax,trailingGrossProfit,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualChangeInInventory,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,trailingOperatingIncome,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingDilutedAverageShares
1159574400,,,,,,,,,,,,,,,,,,,,,,,,,,,-1750008000.0,,65103000.0,,,,,0.0,,,,299763000.0,4.11,,,,299763000.0,,,,1225944000.0,-10600000.0,0.0,,183868331.0,,,,,,,,,,-1196003000.0,,,,,148955000.0,,,19642000.0,,,,-1717506000.0,,,,,,,299763000.0,,,,,,,,,,,,,-1206603000.0,,,,,,,0.0,,,,,,,593017000.0,593017000.0,,,,,,,,,,,,,,,,,,,,,,,,1516305000.0,,,-10600000.0,,,,593017000.0,84745000.0,,,,,,,,,,,,,,,,183868331.0,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,,43029000.0,,2266206000.0,,-7499857000.0,,604121000.0,,86414000.0,,,12.325157,1730951000.0,,-24190000.0,,,,31673933000.0,,183868331.0,86534000.0,,129443000.0,-1672385000.0,,84745000.0,,,,,0.0,4463315000.0,,,299763000.0,,,,,-216395000.0,,2266206000.0,,3161645000.0,-10132000.0,,-15969122000.0,,,,12.325157,,5880343000.0,,,,,-3106024000.0,,,,,-15387511000.0,,,44698000.0,,516158000.0,,236713000.0,,,-1374260000.0,,,,-216395000.0,2373271000.0,,,,,66301000.0,,656165000.0,,,0.0,31544490000.0,-3116156000.0,-1556032000.0,,-1551957000.0,2266206000.0,,-4420804000.0,,33891044000.0,,31544490000.0,2298140000.0,-24190000.0,604121000.0,593017000.0,593017000.0,,1120279000.0,656165000.0,,,,-263954000.0,,129443000.0,,,,-263954000.0,31934000.0,33891044000.0,66301000.0,,,,,,129443000.0,31544490000.0,4758702000.0,,,-10132000.0,,,31544490000.0,593017000.0,129443000.0,,183868331.0,219580000.0,,,,,-4396614000.0,2373271000.0,,,,,,31673933000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,321916000.0,,,,,,,,,,,,,,,,,-81821000.0,,,37631964000.0,,,,,0.0,-2090778000.0,2884165000.0,129443000.0,,,2890442000.0,,,,,,4262850000.0,-0.3,,,,4344671000.0,,,,1342302000.0,-3068000.0,,,189208003.0,,,,,,,,,,-1343955000.0,1146046000.0,,,,-1128309000.0,,,-3694000.0,,,,578320000.0,,,,13970000.0,,,4344671000.0,,,,,,,,,,,,37631964000.0,-1347023000.0,,,,,,,,39365506000.0,,,,,,1132076000.0,1132076000.0,,,,,,,1405509000.0,,,,,79207000.0,,,,,,,11122000.0,,,,,914728000.0,-32756000.0,,-3068000.0,,,,1132076000.0,125749000.0,,,,,,,,,2587625000.0,,,,,,,189208003.0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,117158000.0,,,,,,,,,,,,715088000.0,,,,,415763000.0,,,1901129000.0,,,,,1433363000.0,75429000.0,,125749000.0,,,,,,,,,975320000.0,2.976308,,,,559557000.0,,,,-671792000.0,-11450000.0,,,189208003.0,,,,,,,,,,2015175000.0,771942000.0,,,,3523837000.0,,,1307614000.0,,,,521755000.0,,,,-2409000.0,,,559557000.0,,,,,,108891000.0,1551175000.0,294124000.0,,,,467766000.0,2003725000.0,,,,,,,,18779891000.0,,,,,,774351000.0,774351000.0,,,,,,,-2956972000.0,,,,,50687000.0,,,,,,,,227565000.0,,,11658498000.0,-7347592000.0,158150000.0,,-34742000.0,,,,774351000.0,1433363000.0,,,,,,,,,-7299624000.0,,,,,,,189208003.0,2.976308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,-1883592000.0,,,,,,,,,,,,659884000.0,,,,,1048737000.0,,,923058000.0,,,,,610193000.0,-3464527000.0,,1433363000.0,,,,,1000.0,,,,526686000.0,-0.44,,,,-466847000.0,,,,944059000.0,-2594000.0,17691000.0,,254390192.0,,,,,,,,,,-1765275000.0,-107349000.0,,,,8806917000.0,,,-823170000.0,,,,-2880257000.0,,,,5841000.0,,,-522051000.0,,,,,,118976000.0,1606514000.0,352766000.0,,,,312865000.0,-1767869000.0,,,,,,,55204000.0,12970014000.0,,,,,,-113190000.0,-113190000.0,,,,,,,144507000.0,,,,,111814000.0,,,,,,,2258000.0,416960000.0,1084803000.0,,6707795000.0,3484178000.0,406073000.0,,-2593000.0,,,,-113190000.0,610193000.0,,,,,,,,,2841794000.0,,,,,,,254390192.0,-0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,104562000.0,64370000.0,739186000.0,,1623237000.0,,-5497113000.0,,434991000.0,,129443000.0,,604681000.0,4.494498,1363911000.0,,-32307000.0,1061211000.0,,,1032325000.0,,189208003.0,324200000.0,,868629000.0,-17237000.0,,610193000.0,,,,,-1000.0,1644442000.0,,,344966000.0,,64370000.0,,,-661042000.0,,1623237000.0,,29873000.0,-15195000.0,-17691000.0,30740820000.0,,1196858000.0,,4.494498,,-5519633000.0,,64370000.0,,,243759000.0,-161424000.0,1646000.0,,,19538375000.0,,,258436000.0,,2732764000.0,,2104084000.0,,,-1339956000.0,8576000.0,,,-716245000.0,2868199000.0,,,,,188997000.0,1597474000.0,213086000.0,,,-23292000.0,163696000.0,228564000.0,323902000.0,,-78794000.0,1623237000.0,1597474000.0,-882603000.0,55203000.0,13174200000.0,7501240000.0,163696000.0,1649215000.0,-55599000.0,317384000.0,-170000000.0,-170000000.0,,3050148000.0,213086000.0,,,,130389000.0,,868629000.0,,,133567000.0,130389000.0,25978000.0,13174200000.0,188997000.0,,117607000.0,,558341000.0,1196858000.0,868629000.0,7181854000.0,-2570947000.0,619907000.0,,-15196000.0,,,7181854000.0,-170000000.0,868629000.0,2631249000.0,189208003.0,1151374000.0,,604681000.0,,,-850296000.0,2868199000.0,,64370000.0,,,-16045000.0,1032325000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,-9139000.0,,,,,,,,,,,,1247135000.0,,,,,1098063000.0,,,7857155000.0,,,,,790183000.0,-41610000.0,,868629000.0,,,,,-45128000.0,,,,68523000.0,-0.97,,,,-996012000.0,,,,77714000.0,-7219000.0,,,259860669.0,,,,,,,,,,115154000.0,-246719000.0,,,,371997000.0,,,-195960000.0,,,,-39378000.0,,,,4274000.0,,-336571000.0,-1029540000.0,,,,,,207000000.0,1689976000.0,224439000.0,,,,7066972000.0,107935000.0,,,,,,,33528000.0,13216384000.0,,,,,,-250993000.0,-250993000.0,,,,,,,1123832000.0,,,,,95221000.0,,,,,,,2743000.0,782821000.0,1084235000.0,,7058802000.0,-166457000.0,-155862000.0,,-388918000.0,,,,-250993000.0,672669000.0,,,,,,,,,-2701366000.0,,,,,,,259860669.0,-0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,375372000.0,,,,,,,,,,,,1206450000.0,,,,,1158118000.0,1059000.0,,7413246000.0,,,,,217660000.0,-246671000.0,,672669000.0,,79426000.0,0.0,,36218000.0,,,,353652000.0,-0.6,,,,-139134000.0,,,,-577272000.0,-16008000.0,,,260394534.0,,,,,,,,,,102143000.0,-185509000.0,,,,-249428000.0,,1062141000.0,-455009000.0,,,,155133000.0,,,,-28978000.0,,0.0,-804466000.0,,8395431000.0,2641592000.0,,0.0,291443000.0,1689976000.0,902759000.0,5094487000.0,,,7195586000.0,86135000.0,,,,,,,40685000.0,13489918000.0,,,,,,-156531000.0,-620478000.0,,,,0.0,,,1040911000.0,1040911000.0,,,,1158118000.0,,,,,,,5690000.0,189678000.0,734802000.0,,54999000.0,398057000.0,,353652000.0,20210000.0,,,,-156531000.0,217660000.0,,,,,,,,,3682503000.0,,,1398054000.0,,,,260394534.0,-0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,-302865000.0,,,,,,,,,,,,1117038000.0,,,,,1126805000.0,-285000.0,,6603281000.0,,,,,1134954000.0,-111136000.0,,217660000.0,,143681000.0,0.0,,4890000.0,,,774431000.0,-160254000.0,-2.84,,,,-320094000.0,,,,451839000.0,-14621000.0,0.0,,268783493.0,,,,,,,,,,475186000.0,-365499000.0,-1317000.0,,,735675000.0,,590437000.0,917294000.0,,,,204930000.0,,,,-25168000.0,,0.0,-1287059000.0,,8236233000.0,2290376000.0,,0.0,424686000.0,1695848000.0,1101686000.0,3713024000.0,,,5468327000.0,460565000.0,,,,,,,39512000.0,11949257000.0,,,,,,-340331000.0,-1843707000.0,,,,0.0,,,1008896000.0,1008896000.0,,,,1126805000.0,,,,,,,5893000.0,-550755000.0,986021000.0,,,-19196000.0,,-160254000.0,-9731000.0,,,,-113190000.0,1134954000.0,-135820000.0,,,,,,,,3299272000.0,,,160596000.0,,,,268783493.0,-2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,-18087000.0,,-364892000.0,0.0,-1163032000.0,,-980162000.0,,-1027776000.0,23008000.0,868629000.0,894000.0,1077526000.0,-4.36,-872336000.0,3791985000.0,-50113000.0,983351000.0,-291000.0,,4242003000.0,,265547930.0,4363594000.0,,1411061000.0,-580745000.0,,1134954000.0,,1916000.0,-3509448000.0,,9024000.0,-1873647000.0,,807918000.0,-32884000.0,,,,,-358100000.0,,-1163032000.0,-336571000.0,-1825928000.0,-12265000.0,0.0,-2617977000.0,,,,-4.36,3302617000.0,410660000.0,,,,229037000.0,1197952000.0,-406294000.0,-13123000.0,,,-3476221000.0,0.0,0.0,-631217000.0,,4363594000.0,,1106118000.0,,,45281000.0,8883000.0,,0.0,-1016235000.0,3363789000.0,5465926000.0,1872472000.0,,0.0,413459000.0,1703602000.0,360573000.0,3791985000.0,,5004000.0,2830942000.0,1185687000.0,1426803000.0,,-2444518000.0,-1163032000.0,1703602000.0,1840322000.0,39512000.0,9257911000.0,0.0,2830942000.0,-1204021000.0,-381680000.0,-4134557000.0,-415177000.0,2546329000.0,1916000.0,229037000.0,360573000.0,894000.0,,,1490423000.0,1491317000.0,503737000.0,-3509448000.0,,983351000.0,1490423000.0,-40989000.0,9257911000.0,413459000.0,1872472000.0,153237000.0,8682000.0,-295623000.0,,1411061000.0,,198256000.0,,-32884000.0,-3241000.0,,,,-997518000.0,503737000.0,-1424382000.0,265547930.0,,1491317000.0,1077526000.0,5465926000.0,165434000.0,1890435000.0,3363789000.0,-291000.0,,165434000.0,,-31863000.0,4242003000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
