date,trailingNetIncomeCommonStockholders,annualGrossPPE,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyChangesInAccountReceivables,quarterlyChangeInInventory,annualBeginningCashPosition,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,trailingGrossProfit,trailingCapitalExpenditure,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualCapitalExpenditure,trailingOtherIncomeExpense,quarterlyOtherIntangibleAssets,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,annualSellingGeneralAndAdministration,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentAssets,annualTotalNonCurrentAssets,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyTotalRevenue,trailingChangeInInventory,quarterlyCapitalExpenditure,trailingNetOtherFinancingCharges,quarterlyDilutedEPS,quarterlyEbitda,annualNetOtherFinancingCharges,annualChangeInInventory,annualStockBasedCompensation,quarterlyOperatingIncome,trailingPurchaseOfBusiness,trailingStockBasedCompensation,annualCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyDilutedAverageShares,trailingOtherNonCashItems,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualOperatingExpense,annualBasicEPS,trailingSellingGeneralAndAdministration,quarterlyOtherNonCashItems,annualTotalRevenue,annualDeferredIncomeTax,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyGrossPPE,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,annualInterestExpense,trailingChangesInAccountReceivables,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,trailingBeginningCashPosition,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyTaxProvision,annualInventory,annualChangesInAccountReceivables,quarterlyNetPPE,annualGrossProfit,quarterlyOtherCurrentLiabilities,quarterlyStockBasedCompensation,trailingOperatingExpense,trailingNetIncomeContinuousOperations,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualChangeInWorkingCapital,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,quarterlyGoodwill,trailingNetIncome,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualTotalAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualNetIncome,annualRetainedEarnings,annualDilutedEPS,annualAccountsReceivable,quarterlyFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualCostOfRevenue,annualAccountsPayable,trailingOperatingIncome,trailingInvestingCashFlow,annualOperatingIncome,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,trailingTotalRevenue,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,annualBasicAverageShares,annualCashDividendsPaid,trailingCommonStockIssuance,annualFreeCashFlow,annualPretaxIncome,trailingEndCashPosition,annualEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTaxProvision,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,annualOtherCurrentAssets,annualOtherNonCashItems,quarterlyCurrentDebt,annualCashAndCashEquivalents,annualDepreciationAndAmortization,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualTaxProvision,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInventory,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualCurrentAccruedExpenses,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,trailingChangeInAccountPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNonCurrentDeferredTaxesLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualDilutedAverageShares,annualChangeInAccountPayable,quarterlyOperatingExpense,annualOtherIntangibleAssets,annualCommonStockIssuance,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashDividendsPaid,annualSaleOfInvestment,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,quarterlyBasicEPS,annualOtherNonCurrentAssets,annualCurrentLiabilities,annualCurrentAssets,trailingNetOtherInvestingChanges,quarterlyBasicAverageShares,annualNetPPE,annualEbitda,trailingBasicAverageShares,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingPurchaseOfInvestment,trailingInterestExpense,annualCurrentDeferredRevenue,annualIncomeTaxPayable,trailingDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingDilutedAverageShares
1999-06-30,,,,,,421500000.0,0.0,,-10400000.0,,,,,,,,,,310600000.0,,,,,61500000.0,,7000000.0,,0.0,,,3100000.0,,3100000.0,329600000,,-24300000.0,,0.14,47400000,,,,29400000,,,,,70714286.0,,-3200000.0,,-415800000.0,,,,,-400000.0,,,,1100000.0,28400000.0,,17500000.0,,998200000.0,,,,,146400000.0,236700000.0,,1000000.0,,-1700000.0,,,293600000.0,7600000.0,,,582400000.0,,59400000.0,,,,,700000.0,,,909300000.0,,,,,,221300000.0,,,,1146000000.0,,,,,,4100000.0,,476000000.0,,,,,,,9900000,,,9900000,60900000.0,,,,,,,,18000000.0,578100000.0,,,17000000.0,,,25500000.0,,,,7500000.0,,0.0,-24100000.0,9900000,,,,,98300000.0,108300000.0,2700000.0,,-2700000.0,,,16300000.0,,724500000.0,85100000.0,,,,,78900000.0,,,,-7400000.0,,,,0.14,,,,,70714286.0,,,,,,,,,,,,,,,,,,,
1999-09-30,,1022400000.0,39700000.0,61200000.0,17400000.0,432200000.0,100000.0,,3800000.0,5800000.0,,-1200000.0,,,,,-92300000.0,,308300000.0,,,,236100000.0,66300000.0,-3500000.0,5400000.0,918100000.0,0.0,,400000.0,4500000.0,0.0,4500000.0,357800000,,-25400000.0,,,42600000,-5900000.0,-6100000.0,,24300000,,,-22800000.0,41400000.0,,,-5700000.0,,-429700000.0,39700000.0,308600000.0,0.57,,,1310400000.0,3400000.0,400000.0,1500000.0,32400000.0,,21300000.0,,1022400000.0,,,31200000.0,,168900000.0,243400000.0,,600000.0,85600000.0,-1600000.0,,-429700000.0,303300000.0,9100000.0,94500000.0,,592700000.0,415700000.0,61200000.0,,,,,800000.0,-9900000.0,0.0,918100000.0,,,,,,257200000.0,1161500000.0,,729300000.0,1161500000.0,,39700000.0,303300000.0,0.565,,7000000.0,-3500000.0,457400000.0,,894700000.0,66300000.0,,,107100000.0,12200000,-91200000.0,,12200000,58000000.0,69649123.0,-10500000.0,,20100000.0,70300000.0,,4500000.0,18300000.0,560400000.0,,457400000.0,17400000.0,5400000.0,,41400000.0,4500000.0,72500000.0,,7600000.0,432200000.0,4500000.0,-25200000.0,12200000,,30600000.0,,,94500000.0,100600000.0,-6000000.0,,5600000.0,,,17100000.0,,729300000.0,85600000.0,560400000.0,112400000.0,70265487.0,,76300000.0,308300000.0,3100000.0,4500000.0,2100000.0,,,,,17100000.0,168900000.0,243400000.0,,,592700000.0,179600000.0,,,,,,,,,,,,,,,,,
1999-12-31,,,,,,438100000.0,-3247000.0,,-10471000.0,,,,,,,,,,306000000.0,,,,,58500000.0,-2800000.0,5900000.0,,4538000.0,,400000.0,5600000.0,,5600000.0,346821000,,-23590000.0,,0.12,46046000,,,,26971000,,,,,71750000.0,,14433000.0,,-446000000.0,,,,,,,,,1081000.0,12852000.0,-1797000.0,15447000.0,,1046200000.0,,,,,155500000.0,247500000.0,,1005000.0,,-16566000.0,,,307900000.0,6837000.0,,,600200000.0,,54800000.0,,,,,1051000.0,,,926200000.0,,,,,,257905000.0,,,,1173700000.0,,,,,,-10738000.0,,475700000.0,,,,,,,8610000,,,8610000,42870000.0,,,,,,,,19075000.0,580100000.0,,,17800000.0,,,42200000.0,,,,7994000.0,,5619000.0,-26063000.0,8610000,,,,,105200000.0,88916000.0,-875000.0,,-2474000.0,,,20000000.0,,735600000.0,86600000.0,,,,,61945000.0,,,,-2630000.0,,,,0.125,,,,,70782000.0,,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,,398733000.0,0.0,,3474000.0,,,,,,,,,,278227000.0,,,,,61975000.0,-2659000.0,8263000.0,,5619000.0,,347000.0,3063000.0,,3063000.0,368918000,,-22711000.0,,-0.48,-7715000,,,,-27093000,,,,,69594000.0,,4007000.0,,-450727000.0,,,,,,,,,-2556000.0,16624000.0,-4767000.0,-36749000.0,,1033779000.0,,,,,502233000.0,258209000.0,,-10197000.0,,-10254000.0,,,268884000.0,-3493000.0,,,583052000.0,,53261000.0,,,,,1113000.0,,,881305000.0,,,,,,258922000.0,,,,1139514000.0,,,,,,-6087000.0,,141614000.0,,,,,,,-33256000,,,-33256000,117736000.0,,,,,,,,19378000.0,238548000.0,,,20495000.0,,,386997000.0,,,,8465000.0,,3063000.0,-23362000.0,-33256000,,,,,101626000.0,109996000.0,-804000.0,,0.0,,,20026000.0,,740781000.0,76439000.0,,,,,137089000.0,,,,-2617000.0,,,,-0.48,,,,,69594000.0,,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,,389518000.0,0.0,,-7250000.0,,,,,,,,,,275908000.0,,,,,70676000.0,-3826000.0,8920000.0,,3063000.0,,339000.0,7354000.0,,7354000.0,370545000,,-21286000.0,,0.035,40146000,,,,20635000,,,,,69538000.0,,-9048000.0,,-492763000.0,,,,,,,,,4291000.0,32983000.0,-8908000.0,5584000.0,,1077696000.0,,,,,177157000.0,272512000.0,,2867000.0,,6731000.0,,,263512000.0,2979000.0,,,584933000.0,,63864000.0,,,,,869000.0,,,883576000.0,,,,,,283583000.0,,,,1156088000.0,,,,,,11697000.0,,490598000.0,,,,,,,2605000,,,2605000,46816000.0,,,,,,,,19511000.0,589413000.0,,,19509000.0,,,42617000.0,,,,8924000.0,,7354000.0,-19569000.0,2605000,,,,,108630000.0,86962000.0,1679000.0,,-4876000.0,,,22735000.0,,766570000.0,79306000.0,,,,,66327000.0,,,,-5763000.0,,,,0.04,,,,,69376000.0,,,,,,,,,,,,,,,,,,,
2000-09-30,,1077941000.0,-15916000.0,62195000.0,16409000.0,386303000.0,-5665000.0,,8885000.0,4538000.0,,911000.0,,,,,-94640000.0,,268526000.0,,,,243591000.0,77852000.0,-4585000.0,8050000.0,889720000.0,7354000.0,,334000.0,5449000.0,0.0,5449000.0,375982000,,-27053000.0,,,-18350000,-7236000.0,-5362000.0,,-37447000,,,-142000.0,20328000.0,,,-9534000.0,,-485403000.0,-15916000.0,320652000.0,-0.23,,,1463288000.0,316000.0,334000.0,-1905000.0,39985000.0,-6773000.0,11372000.0,,1077941000.0,,,35575000.0,,160375000.0,269243000.0,,6641000.0,81384000.0,6909000.0,,-485403000.0,262872000.0,5247000.0,99589000.0,,592538000.0,356443000.0,62195000.0,,,,,715000.0,-13180000.0,-8912000.0,889720000.0,,,,,,286075000.0,1158963000.0,,772660000.0,1158963000.0,,-15916000.0,262872000.0,-0.23,,12932000.0,-4585000.0,514492000.0,,1106845000.0,77852000.0,,,35791000.0,6125000,-101343000.0,,6125000,108257000.0,69200000.0,-10384000.0,,7804000.0,-4346000.0,,5449000.0,19097000.0,612285000.0,,514492000.0,16409000.0,8050000.0,,20328000.0,5449000.0,77061000.0,,10192000.0,386303000.0,5449000.0,-32349000.0,6125000,,11570000.0,,,99589000.0,89907000.0,-7236000.0,,60075000.0,,,28656000.0,,772660000.0,81384000.0,612285000.0,102444000.0,69200000.0,,127354000.0,268526000.0,3748000.0,5449000.0,626000.0,,,-22245000.0,,28656000.0,160375000.0,269243000.0,,,592538000.0,112852000.0,,,,,,,,,,,,,,,,,
2000-12-31,,,,,,383187000.0,-2644000.0,,-1662000.0,,,,,,,,,,266397000.0,,,,,72868000.0,-8090000.0,8965000.0,,5449000.0,,332000.0,8875000.0,,8875000.0,345169000,,-16632000.0,,0.07,40367000,,,,21105000,,,,,66946000.0,,-4412000.0,,-499357000.0,,,,,,,,,3426000.0,26946000.0,-2324000.0,8665000.0,,1091305000.0,,,,,225644000.0,256042000.0,,-1091000.0,,3202000.0,,,263898000.0,4160000.0,,,591948000.0,,51145000.0,,,,,417000.0,,,890009000.0,,,,,,262080000.0,,,,1146051000.0,,,,,,10314000.0,,434410000.0,,,,,,,4505000,,,4791000,42722000.0,,,,,,,,19262000.0,537220000.0,,,22517000.0,,,101631000.0,,,,10024000.0,,8875000.0,-19094000.0,4791000,,,,,101220000.0,83089000.0,-1050000.0,,-1865000.0,,,31664000.0,,762864000.0,80293000.0,,,,,61984000.0,,,,-2495000.0,,,,0.07,,,,,66946000.0,,,,,,,,,,,,,,,,,,,
2001-03-31,,,,,,386961000.0,-4627000.0,,2972000.0,,,,,,,,,,263949000.0,,,,,77459000.0,-9730000.0,6830000.0,,8875000.0,,333000.0,3075000.0,,3075000.0,367410000,,-17515000.0,,0.11,63460000,,,,42316000,,,,,66500000.0,,-15837000.0,,-511389000.0,,,,,,,,,-5800000.0,31802000.0,0.0,13268000.0,,1101886000.0,,,,,254406000.0,262949000.0,,2419000.0,,2220000.0,,,268713000.0,5950000.0,,,590497000.0,,30280000.0,,,,,598000.0,,,889412000.0,155359000.0,,,,31329000.0,274613000.0,,,,1152361000.0,,,,,,14287000.0,,407827000.0,,,,,,,7318000,,,7318000,45164000.0,,,,,,,,19002000.0,510994000.0,,,20455000.0,,,115338000.0,,,,9370000.0,,3075000.0,-21868000.0,7318000,,,,,97685000.0,92797000.0,-1239000.0,,-3175000.0,,,34966000.0,,765400000.0,82712000.0,,,,,50481000.0,,,,-2502000.0,,,,0.11,,,,,66444000.0,,,,,,,,,,,,,,,,,,,
2001-06-30,,,,,,396936000.0,-121000.0,,-4309000.0,,,,,,,,,,262044000.0,,,,,70413000.0,-8681000.0,9832000.0,,3075000.0,,334000.0,2964000.0,,2964000.0,357065000,,-17652000.0,,0.135,66492000,,,,44687000,,,,,67164000.0,,-16017000.0,,-526698000.0,,,,,,,,,-111000.0,33238000.0,0.0,16230000.0,,1118729000.0,,,,,237841000.0,258880000.0,,3945000.0,,-1627000.0,,,275341000.0,7110000.0,,,592031000.0,,64285000.0,,,,,724000.0,,,889021000.0,143673000.0,,,,,262054000.0,,,,1147901000.0,,,,,,15586000.0,,407743000.0,,,,,,,9120000,,,9120000,45658000.0,,,,,,,,19662000.0,513124000.0,,,18724000.0,,,103143000.0,,,,8072000.0,,2964000.0,-17411000.0,9120000,,,,,102411000.0,95011000.0,1532000.0,,-2523000.0,,,34946000.0,,750965000.0,86657000.0,,,,,50324000.0,,,,-5993000.0,,,,0.135,,,,,66776000.0,,,,,,,,,,,,,,,,,,,
2001-09-30,,1129523000.0,30523000.0,46636000.0,25926000.0,402760000.0,-971000.0,,-566000.0,5449000.0,,-258000.0,,,,,-72561000.0,,259660000.0,,,,180280000.0,79596000.0,-10332000.0,6098000.0,893331000.0,2964000.0,,335000.0,5191000.0,-18897000.0,5191000.0,371988000,,-20762000.0,,,-14749000,-7416000.0,-3565000.0,,-34416000,,,-66550000.0,97152000.0,,,-30284000.0,,-540870000.0,30237000.0,205742000.0,0.46,,,1441632000.0,6609000.0,335000.0,2227000.0,54041000.0,0.0,13971000.0,,1129523000.0,,,35042000.0,,259247000.0,271082000.0,,1336000.0,87993000.0,16899000.0,,-540870000.0,282117000.0,4677000.0,102011000.0,,588653000.0,296831000.0,46636000.0,,,,,638000.0,20694000.0,-8363000.0,893331000.0,157782000.0,,,,35863000.0,348197000.0,1164413000.0,,761653000.0,1164413000.0,,30523000.0,282117000.0,0.455,157782000.0,33279000.0,-10332000.0,388487000.0,,1144801000.0,79596000.0,,,91089000.0,9294000,-79890000.0,,9294000,46736000.0,66354348.0,-10007000.0,,73466000.0,52134000.0,,5191000.0,19667000.0,502406000.0,,388487000.0,25926000.0,6098000.0,,97152000.0,5191000.0,77593000.0,,7576000.0,402760000.0,5191000.0,-21517000.0,9294000,,21897000.0,,,102011000.0,23791000.0,-6659000.0,35863000.0,-11334000.0,,,45018000.0,,761653000.0,87993000.0,502406000.0,146027000.0,67083516.0,,58207000.0,259660000.0,2377000.0,5191000.0,983000.0,,,-2324000.0,,45018000.0,259247000.0,271082000.0,,,588653000.0,168682000.0,,,,,,,,,,,,,,,,,
2001-12-31,,,,,,413837000.0,-358000.0,,-2367000.0,,,,,,,,,,261681000.0,,,,,61111000.0,-9761000.0,11767000.0,,5191000.0,,335000.0,5919000.0,,5919000.0,350567000,,-11078000.0,,0.18,46122000,,,,28363000,,,,,67670000.0,,-8081000.0,,-555913000.0,,,,,,,,,728000.0,27959000.0,,20103000.0,,1138370000.0,,,,,233543000.0,258914000.0,,2870000.0,,-6786000.0,,,291794000.0,7904000.0,,,582457000.0,,49638000.0,,,,,829000.0,,,882738000.0,135515000.0,,,,30886000.0,273457000.0,,,,1141652000.0,,,,,,16881000.0,,390377000.0,,,,,,,12199000,,,12199000,48747000.0,,,,,,,,17759000.0,494272000.0,,,13032000.0,,,91908000.0,,,,6914000.0,,5919000.0,-19620000.0,12199000,,,,,105713000.0,77110000.0,-571000.0,,-866000.0,,,38600000.0,,727815000.0,90863000.0,,,,,48747000.0,,,,-2522000.0,,,,0.18,,,,,67670000.0,,,,,,,,,,,,,,,,,,,
2002-03-31,,,,,,426741000.0,-1292000.0,,-1859000.0,,,,,,,,,,270073000.0,,,,,65147000.0,-9800000.0,10997000.0,,5919000.0,,339000.0,3310000.0,,3310000.0,348119000,,-17571000.0,,0.17,43998000,,,,25615000,,,,,68706000.0,,15536000.0,,-566477000.0,,,,,,,,,-2609000.0,11376000.0,,18933000.0,,1147493000.0,,,,,244600000.0,275279000.0,,1891000.0,,-21047000.0,,,300846000.0,7349000.0,,,581016000.0,,37798000.0,,,,,3890000.0,,,886714000.0,151945000.0,,,,34379000.0,275585000.0,,,,1161993000.0,,,,,,-6195000.0,,387563000.0,,,,,,,11584000,,,11584000,46919000.0,,,,,,,,18383000.0,490652000.0,,,10335000.0,,,107276000.0,,,,6182000.0,,3310000.0,-29891000.0,11584000,,,,,109027000.0,72534000.0,-1144000.0,,172000.0,,,35625000.0,,735252000.0,92754000.0,,,,,46919000.0,,,,-2532000.0,,,,0.17,,,,,68706000.0,,,,,,,,,,,,,,,,,,,
2002-06-30,,,,,,427495000.0,-1586000.0,,-5191000.0,,,,,,,,,,261922000.0,,,,,68194000.0,-9114000.0,12738000.0,,3310000.0,,340000.0,4255000.0,,4255000.0,357142000,,-24889000.0,,0.08,34266000,,,,16174000,,,,,69388000.0,,-21283000.0,,-580287000.0,,,,,,,,,945000.0,40754000.0,,8791000.0,,1152990000.0,,,,,241526000.0,289831000.0,,1108000.0,,7206000.0,,,297635000.0,3320000.0,,,572703000.0,,48130000.0,,,,,1524000.0,,,882411000.0,157431000.0,,,,39309000.0,280433000.0,,,,1172242000.0,,,,,,15865000.0,,398329000.0,,,,,,,5471000,,,5471000,50854000.0,,,,,,,,18092000.0,503221000.0,,,11030000.0,,,85893000.0,,,,6542000.0,,4255000.0,-18693000.0,5471000,,,,,115407000.0,76709000.0,-996000.0,,-9681000.0,,,47786000.0,,744747000.0,93862000.0,,,,,60535000.0,,,,-2556000.0,,,,0.08,,,,,69388000.0,,,,,,,,,,,,,,,,,,,
2002-09-30,,1163596000.0,26626000.0,45013000.0,51650000.0,405147000.0,-428000.0,,1691000.0,5191000.0,,1369000.0,,,,,-77640000.0,,260421000.0,,,,189736000.0,75130000.0,-34710000.0,15060000.0,885090000.0,4255000.0,,343000.0,6560000.0,-18555000.0,6560000.0,380719000,,-24102000.0,,,31185000,13266000.0,-7726000.0,,12898000,,,-21981000.0,62917000.0,,,-8153000.0,,-591509000.0,32470000.0,207973000.0,0.395,,,1436547000.0,5617000.0,343000.0,2305000.0,37469000.0,,5991000.0,,1163596000.0,,,26399000.0,,222517000.0,288643000.0,,-252000.0,84345000.0,15859000.0,,-591509000.0,298279000.0,2775000.0,112431000.0,,572087000.0,291023000.0,45013000.0,,,,,1092000.0,-4768000.0,-3664000.0,885090000.0,154592000.0,,,,39457000.0,316049000.0,1173733000.0,,768586000.0,1173733000.0,,26626000.0,298279000.0,0.385,154592000.0,13367000.0,-34710000.0,410074000.0,,1145524000.0,75130000.0,,,83050000.0,3216000,-95117000.0,,3216000,43216000.0,67407595.0,-10183000.0,,39918000.0,53818000.0,,6560000.0,18287000.0,546069000.0,,410074000.0,51650000.0,15060000.0,,62917000.0,6560000.0,72521000.0,,6761000.0,405147000.0,6560000.0,-26913000.0,3216000,,21348000.0,,,112431000.0,64670000.0,15977000.0,39457000.0,-8180000.0,,,52582000.0,,768586000.0,84345000.0,546069000.0,117558000.0,69158442.0,,51772000.0,260421000.0,7335000.0,6560000.0,-2573000.0,,,,,52582000.0,222517000.0,288643000.0,,,572087000.0,155571000.0,,,,,,,,,,,,,,,,,
2002-12-31,,,,,,408043000.0,-82000.0,,349000.0,,,,,,,,,,260449000.0,,,,,62218000.0,-33832000.0,18427000.0,,6560000.0,,343000.0,6803000.0,,6803000.0,347556000,,-16721000.0,,0.075,34531000,,,,15112000,,,,,69004000.0,,-15980000.0,,-594065000.0,,,,,,,,,243000.0,26336000.0,-1313000.0,8482000.0,,1158485000.0,,,,,190810000.0,272456000.0,,2482000.0,,-4438000.0,,,299708000.0,3412000.0,,,564420000.0,,45771000.0,,,,,1015000.0,,,875581000.0,135040000.0,,,,31665000.0,283443000.0,,,,1148037000.0,,,,,,9615000.0,,390256000.0,,,,,,,5070000,,,5070000,49001000.0,,,,,,,,19419000.0,549184000.0,,,72101000.0,,,51156000.0,,,,6463000.0,,6803000.0,-10677000.0,5070000,,,,,112186000.0,64113000.0,-1100000.0,,519000.0,,,50712000.0,,739994000.0,86827000.0,,,,,49001000.0,,,,-2755000.0,,,,0.075,,,,,69004000.0,,,,,,,,,,,,,,,,,,,
2003-03-31,,,,,,419677000.0,672000.0,,685000.0,,,,,,,,,,287593000.0,,,,,80892000.0,-27741000.0,17825000.0,,6803000.0,,344000.0,5422000.0,,5422000.0,367427000,,-15272000.0,,0.105,39284000,,,,20496000,,,,,69030000.0,,53622000.0,,-610199000.0,,,,,,,,,-1381000.0,25272000.0,0.0,11983000.0,,1206090000.0,,,,,156587000.0,298971000.0,,-1380000.0,,-3941000.0,,,304286000.0,4653000.0,,,595891000.0,,35577000.0,,,,,966000.0,,,932289000.0,151815000.0,,,,35783000.0,301861000.0,,,,1231260000.0,,,,,,10000000.0,,511104000.0,,,,,,,7330000,,,7330000,45070000.0,,,,,,,,18788000.0,654996000.0,,,52950000.0,,,4335000.0,,,,6566000.0,,5422000.0,-79247000.0,7330000,,,,,123909000.0,65566000.0,1332000.0,,-1219000.0,,,48805000.0,,811583000.0,90942000.0,,,,,45070000.0,,,,-2753000.0,,,,0.105,,,,,69030000.0,,,,,,,,,,,,,,,,,,,
2003-06-30,,,,,,437733000.0,-24026000.0,,-5235000.0,,,,,,,,,,292932000.0,,,,,88753000.0,-17665000.0,28770000.0,,5422000.0,,347000.0,8205000.0,,8205000.0,386367000,,-12324000.0,,0.105,39985000,,,,20883000,,,,,69452000.0,,17976000.0,,-629461000.0,,,,,,,,,2783000.0,22243000.0,0.0,11842000.0,,1247895000.0,,,,,192265000.0,329134000.0,,16070000.0,,-1790000.0,,,308736000.0,4630000.0,,,618434000.0,,45839000.0,,,,,1840000.0,,,956313000.0,160715000.0,,,,38842000.0,316965000.0,,,,1285447000.0,,,,,,9919000.0,,515591000.0,,,,,,,7212000,,,7212000,48519000.0,,,,,,,,19102000.0,655449000.0,,,32610000.0,,,18831000.0,,,,7379000.0,,8205000.0,-37400000.0,7212000,,,,,131444000.0,69402000.0,7653000.0,,-763000.0,,,44947000.0,,847714000.0,107248000.0,,,,,48519000.0,,,,-5141000.0,,,,0.105,,,,,69452000.0,,,,,,,,,,,,,,,,,,,
2003-09-30,,1186324000.0,29576000.0,43470000.0,99038000.0,422036000.0,4868000.0,,5677000.0,6560000.0,,7613000.0,,,,,-57402000.0,,291799000.0,,,,184642000.0,84151000.0,-43941000.0,67544000.0,924561000.0,8205000.0,,350000.0,14173000.0,-2083000.0,14173000.0,331996000,,-13085000.0,,,39298000,8374000.0,1476000.0,,23924000,,,46608000.0,12927000.0,,,-9010000.0,,-606810000.0,29541000.0,184642000.0,0.43,,,1433346000.0,12085000.0,350000.0,5968000.0,41100000.0,0.0,15979000.0,,1186324000.0,,,26889000.0,,183876000.0,363227000.0,,-5087000.0,93801000.0,11470000.0,,-606810000.0,315905000.0,6050000.0,118414000.0,,579514000.0,265056000.0,43470000.0,,,,,102204000.0,1301000.0,-18568000.0,924561000.0,163096000.0,,,,43328000.0,266020000.0,1287788000.0,,865752000.0,1287788000.0,,29576000.0,315905000.0,0.425,163096000.0,28015000.0,-43941000.0,489037000.0,,1168290000.0,84151000.0,,,80414000.0,9929000,-153097000.0,,9964000,42052000.0,68781395.0,-14844000.0,,57549000.0,48285000.0,,14173000.0,15374000.0,681876000.0,,489037000.0,99038000.0,67544000.0,,12927000.0,14173000.0,72683000.0,,6481000.0,422036000.0,14173000.0,-25773000.0,9964000,,18744000.0,,,118414000.0,65976000.0,489000.0,43328000.0,-620000.0,,,53248000.0,,865752000.0,93801000.0,681876000.0,114951000.0,69590588.0,,42052000.0,291799000.0,106025000.0,14173000.0,-4195000.0,,,-1313000.0,,53248000.0,183876000.0,363227000.0,,,579514000.0,153097000.0,,,,,,,,,,,,,,,,,
2003-12-31,,,,,,439168000.0,-100000.0,,-1981000.0,,,,,,,,,,296219000.0,,,,,65354000.0,-37309000.0,17221000.0,,14173000.0,,351000.0,50875000.0,,50875000.0,366110000,,-15428000.0,,0.17,32379000,,,,13777000,,,,,70562000.0,,-14147000.0,,-622154000.0,,,,,,,,,36702000.0,4594000.0,,6878000.0,,1202729000.0,,,,,149325000.0,342647000.0,,-3354000.0,,-20765000.0,,,324806000.0,2712000.0,,,580575000.0,,51038000.0,,,,,1411000.0,,,927018000.0,153991000.0,,,,32504000.0,304344000.0,,,,1269665000.0,,,,,,-10834000.0,,507096000.0,,,,,,,4166000,,,11879000,47989000.0,,,,,,,,18602000.0,681172000.0,,,83629000.0,,,429000.0,,,,5911000.0,,50875000.0,46048000.0,11879000,,,,,120560000.0,61766000.0,0.0,,-182000.0,,,50224000.0,,830497000.0,90447000.0,,,,,47989000.0,,,,-2978000.0,,,,0.17,,,,,70562000.0,,,,,,,,,,,,,,,,,,,
