,annualGainsLossesNotAffectingRetainedEarnings,trailingFreeCashFlow,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualOperatingIncome,annualOtherShortTermInvestments,annualDilutedEPS,quarterlyCurrentAssets,quarterlyOtherNonCashItems,quarterlyDepreciationAndAmortization,annualChangeInAccountPayable,annualAccountsPayable,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualOtherCurrentAssets,annualTaxProvision,trailingTotalRevenue,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualBasicAverageShares,quarterlyTotalRevenue,trailingTaxProvision,trailingPretaxIncome,annualNetIncomeContinuousOperations,annualNetOtherInvestingChanges,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualPretaxIncome,annualDilutedAverageShares,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,quarterlyTotalAssets,trailingOperatingIncome,annualCostOfRevenue,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualInvestmentsAndAdvances,annualCurrentDebt,annualNetIncome,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,annualInvestingCashFlow,trailingOperatingExpense,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualOperatingExpense,quarterlyGrossPPE,quarterlyDilutedEPS,trailingInvestingCashFlow,quarterlyOperatingCashFlow,annualCapitalExpenditure,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualChangesInAccountReceivables,trailingInterestExpense,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,quarterlyEbitda,annualOtherCurrentLiabilities,annualNetOtherFinancingCharges,annualInventory,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,annualInterestExpense,annualRepaymentOfDebt,annualPurchaseOfInvestment,annualTotalRevenue,annualGoodwill,annualCapitalStock,annualTotalNonCurrentAssets,quarterlyOperatingExpense,annualNetPPE,trailingGrossProfit,annualOtherIntangibleAssets,annualOtherIncomeExpense,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,quarterlyBasicAverageShares,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,quarterlyBeginningCashPosition,quarterlyRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyChangesInAccountReceivables,quarterlyBasicEPS,annualChangeInInventory,quarterlyCurrentDebt,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,quarterlyCapitalExpenditure,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualOtherNonCurrentLiabilities,trailingOtherIncomeExpense,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualLongTermDebt,annualRepurchaseOfCapitalStock,annualCurrentAssets,annualOtherNonCashItems,annualTotalAssets,quarterlyOtherCurrentAssets,annualStockholdersEquity,quarterlyGoodwill,annualCurrentLiabilities,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyOtherIncomeExpense,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualBasicEPS,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyLongTermDebt,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyGrossProfit,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,quarterlyInventory,quarterlyDilutedAverageShares,trailingEndCashPosition,trailingCashDividendsPaid,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,trailingChangeInWorkingCapital,quarterlyStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,trailingBasicEPS,annualRetainedEarnings,trailingCommonStockIssuance,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyRetainedEarnings,trailingChangesInAccountReceivables,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,trailingOtherNonCashItems,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBeginningCashPosition
1506729600,,,-731000000.0,1048000000.0,,,,571000000.0,23000000.0,164000000.0,,,59000000.0,,,,,,,,7104000000.0,,,933000000.0,,,,,,,,,9152000000.0,,494000000.0,19238000000.0,,,114000000.0,,,,,18667000000.0,,,,,,0.0,,,14054000000.0,0.29,,494000000.0,,,-290000000.0,,,288000000.0,41000000.0,,,,-14000000.0,152000000.0,42000000.0,,1000000.0,74000000.0,475000000.0,,,,40000000.0,,,,,,,,,,213000000.0,,,,,,3000000.0,45000000.0,394000000.0,,3000000.0,,293000000.0,-865000000.0,,,,1000000.0,-79000000.0,11922000000.0,218000000.0,-37000000.0,0.29,,,-351000000.0,,93000000.0,-352000000.0,-7000000.0,-2132000000.0,22000000.0,,,463000000.0,,,216000000.0,217000000.0,,0.0,,,,,,,32000000.0,,2245000000.0,,432000000.0,,,-2000000.0,23000000.0,320000000.0,449000000.0,,,10086000000.0,,6848000000.0,3997000000.0,-1000000.0,7000000.0,,,501000000.0,,,-433000000.0,3000000.0,22000000.0,64000000.0,395000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,-14000000.0,,-336000000.0,1304000000.0,1113000000.0,,1.06,559000000.0,0.0,168000000.0,48000000.0,151000000.0,67000000.0,7223000000.0,147000000.0,9527000000.0,37000000.0,1000000.0,,5000000.0,7223000000.0,,385000000.0,1012000000.0,,,836000000.0,8000000.0,,5000000.0,837000000.0,388000000.0,9527000000.0,48000000.0,569000000.0,19500000000.0,,1698000000.0,126000000.0,1907000000.0,4010000000.0,,794000000.0,18941000000.0,-3229000000.0,-2307000000.0,,,0.0,0.0,-1000000.0,880000000.0,14462000000.0,0.31,,569000000.0,-1411000000.0,-2275000000.0,2000000.0,8000000.0,,286000000.0,38000000.0,,,5000000.0,-14000000.0,151000000.0,106000000.0,85000000.0,-3000000.0,85000000.0,503000000.0,38000000.0,81000000.0,65000000.0,0.0,,-229000000.0,354000000.0,-2399000000.0,,3691000000.0,2245000000.0,,18941000000.0,225000000.0,12187000000.0,,453000000.0,78000000.0,5000000.0,5000000.0,48000000.0,407000000.0,1907000000.0,5000000.0,1993000000.0,3000000.0,-1521000000.0,1874000000.0,,171000000.0,-2000000.0,-71000000.0,12187000000.0,239000000.0,28000000.0,0.31,-3000000.0,,-97000000.0,14462000000.0,96000000.0,-407000000.0,-10000000.0,-2275000000.0,26000000.0,234000000.0,-1010000000.0,453000000.0,0.0,,238000000.0,241000000.0,26000000.0,0.0,241000000.0,6945000000.0,-25000000.0,559000000.0,79000000.0,19500000000.0,37000000.0,9973000000.0,2245000000.0,1304000000.0,501000000.0,411000000.0,683000000.0,6000000.0,49000000.0,292000000.0,513000000.0,,1.07,9973000000.0,513000000.0,6945000000.0,4010000000.0,0.0,5000000.0,,292000000.0,511000000.0,80000000.0,483000000.0,-470000000.0,5000000.0,42000000.0,65000000.0,407000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,,-4463000000.0,876000000.0,,,,729000000.0,18000000.0,176000000.0,,,69000000.0,,,,,,,,12152000000.0,,,1332000000.0,,,,,,,,,14028000000.0,,450000000.0,21006000000.0,,,405000000.0,,,,,20277000000.0,,,,,-4458000000.0,0.0,,,16454000000.0,0.61,,450000000.0,,,-3000000.0,,,496000000.0,445000000.0,,,,-16000000.0,143000000.0,-178000000.0,,4000000.0,98000000.0,733000000.0,,,,0.0,,,,,,,,,,236000000.0,,,,,,2000000.0,43000000.0,661000000.0,,2000000.0,,9000000.0,-5493000000.0,,,,4000000.0,-38000000.0,13291000000.0,427000000.0,-8000000.0,0.61,,,37000000.0,,130000000.0,-455000000.0,-58000000.0,-3163000000.0,28000000.0,,,444000000.0,,,421000000.0,423000000.0,,,,,,,,,33000000.0,,2460000000.0,,600000000.0,,,3000000.0,61000000.0,300000000.0,99000000.0,,,6978000000.0,,11861000000.0,4033000000.0,2000000.0,10000000.0,,,732000000.0,,,-490000000.0,6000000.0,-44000000.0,64000000.0,661000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,-484000000.0,1279000000.0,,,,774000000.0,-7000000.0,188000000.0,,,72000000.0,,,,,,,,12178000000.0,,,1503000000.0,,,,,,,,,14460000000.0,,840000000.0,21412000000.0,,,433000000.0,,,,,20638000000.0,,,,,-467000000.0,0.0,,,16974000000.0,0.55,,840000000.0,,,3000000.0,,,558000000.0,610000000.0,,,,-16000000.0,172000000.0,145000000.0,,1000000.0,105000000.0,796000000.0,,,,0.0,,,,,,,,,,252000000.0,,,,,,3000000.0,41000000.0,794000000.0,,3000000.0,,6000000.0,-595000000.0,,,,1000000.0,-74000000.0,13642000000.0,457000000.0,-63000000.0,0.55,,,-373000000.0,,151000000.0,-407000000.0,-2000000.0,-3332000000.0,37000000.0,,,435000000.0,,,453000000.0,456000000.0,,,,,,,,,41000000.0,,2460000000.0,,693000000.0,,,2000000.0,50000000.0,363000000.0,183000000.0,,,6952000000.0,,11874000000.0,4042000000.0,-7000000.0,11000000.0,,,810000000.0,,,-464000000.0,9000000.0,163000000.0,73000000.0,794000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,,-528000000.0,1204000000.0,,,,925000000.0,22000000.0,201000000.0,,,76000000.0,,,,,,,,13219000000.0,,,1619000000.0,,,,,,,,,15426000000.0,,737000000.0,22379000000.0,,,491000000.0,,,,,21454000000.0,,,,,-498000000.0,0.0,,,17778000000.0,0.62,,737000000.0,,,30000000.0,,,608000000.0,665000000.0,,,,-16000000.0,146000000.0,-45000000.0,,2000000.0,112000000.0,873000000.0,,,,0.0,,,,,,,,,,268000000.0,,,,,,37000000.0,49000000.0,794000000.0,,37000000.0,,9000000.0,-1474000000.0,,,,3000000.0,-554000000.0,14271000000.0,519000000.0,-86000000.0,0.62,,,366000000.0,,153000000.0,-521000000.0,-3000000.0,-3507000000.0,36000000.0,,,434000000.0,,,510000000.0,516000000.0,,,,,,,,,37000000.0,,2586000000.0,,743000000.0,,,1000000.0,64000000.0,452000000.0,179000000.0,,,6953000000.0,,12889000000.0,4104000000.0,-5000000.0,13000000.0,,,876000000.0,,,-1073000000.0,39000000.0,32000000.0,81000000.0,794000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,-16000000.0,,-526000000.0,1186000000.0,2263000000.0,,2.29,897000000.0,64000000.0,201000000.0,100000000.0,162000000.0,74000000.0,13725000000.0,-41000000.0,15915000000.0,46000000.0,8000000.0,,76000000.0,13725000000.0,,761000000.0,1625000000.0,,,1834000000.0,9000000.0,,68000000.0,1842000000.0,761000000.0,15915000000.0,51000000.0,799000000.0,22779000000.0,,2793000000.0,414000000.0,2826000000.0,4174000000.0,,1818000000.0,21882000000.0,-6001000000.0,-2686000000.0,,,0.0,0.0,8000000.0,1023000000.0,18316000000.0,0.52,,799000000.0,-1919000000.0,-3677000000.0,37000000.0,-122000000.0,,601000000.0,83000000.0,,,13000000.0,-16000000.0,162000000.0,37000000.0,123000000.0,1000000.0,123000000.0,867000000.0,83000000.0,-93000000.0,77000000.0,0.0,,67000000.0,661000000.0,-11127000000.0,,6079000000.0,2586000000.0,,21882000000.0,267000000.0,14639000000.0,,424000000.0,240000000.0,68000000.0,68000000.0,51000000.0,794000000.0,2826000000.0,68000000.0,3286000000.0,39000000.0,-3565000000.0,3269000000.0,,-73000000.0,0.0,-126000000.0,14639000000.0,439000000.0,35000000.0,0.52,-5000000.0,,-103000000.0,18316000000.0,227000000.0,-536000000.0,-30000000.0,-3677000000.0,35000000.0,9000000.0,-792000000.0,424000000.0,,,434000000.0,439000000.0,35000000.0,,291000000.0,13392000000.0,0.0,897000000.0,97000000.0,22779000000.0,46000000.0,6864000000.0,2586000000.0,1186000000.0,757000000.0,1743000000.0,766000000.0,3000000.0,65000000.0,417000000.0,687000000.0,,2.29,6864000000.0,687000000.0,13392000000.0,4174000000.0,5000000.0,13000000.0,,417000000.0,868000000.0,0.0,0.0,-659000000.0,76000000.0,-51000000.0,77000000.0,794000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,,-535000000.0,1029000000.0,,,,952000000.0,9000000.0,211000000.0,,,82000000.0,,,,,,,,14622000000.0,,,1550000000.0,,,,,,,,,16655000000.0,,618000000.0,23584000000.0,,,483000000.0,,,,,22632000000.0,,,,,,,,,19183000000.0,0.61,,618000000.0,,,17000000.0,,,608000000.0,75000000.0,,,,-15000000.0,110000000.0,-141000000.0,,-2000000.0,136000000.0,889000000.0,,,,,,,,,,,,,,286000000.0,,,,,,93000000.0,45000000.0,794000000.0,,93000000.0,,76000000.0,-1251000000.0,,,,-2000000.0,-127000000.0,15310000000.0,507000000.0,57000000.0,0.61,,,-26000000.0,,171000000.0,-457000000.0,84000000.0,-3873000000.0,33000000.0,,,414000000.0,,,503000000.0,509000000.0,,231000000.0,,,,,,,34000000.0,,2581000000.0,,656000000.0,,,7000000.0,70000000.0,365000000.0,594000000.0,,,6929000000.0,,13832000000.0,4270000000.0,3000000.0,12000000.0,,,894000000.0,,,-575000000.0,93000000.0,-78000000.0,74000000.0,795000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,-543000000.0,1048000000.0,,,,786000000.0,12000000.0,214000000.0,,,69000000.0,,,,,,,,14824000000.0,,,1524000000.0,,,,,,,,,16877000000.0,,834000000.0,23746000000.0,,,461000000.0,,,,,22960000000.0,,,,,,,,,19573000000.0,0.55,,834000000.0,,,-86000000.0,,,586000000.0,95000000.0,,,,-15000000.0,134000000.0,79000000.0,,0.0,148000000.0,873000000.0,,,,,,,,,,,,,,270000000.0,,,,,,7000000.0,39000000.0,794000000.0,,7000000.0,,93000000.0,-3432000000.0,,,,1000000.0,-177000000.0,15508000000.0,489000000.0,25000000.0,0.56,,,-320000000.0,,170000000.0,-427000000.0,-10000000.0,-4065000000.0,36000000.0,,,405000000.0,,,482000000.0,488000000.0,,231000000.0,,,,,,,34000000.0,,2581000000.0,,668000000.0,,,4000000.0,73000000.0,335000000.0,548000000.0,,,6869000000.0,,14030000000.0,4409000000.0,-2000000.0,11000000.0,,,856000000.0,,,-600000000.0,7000000.0,2000000.0,77000000.0,795000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,,-1237000000.0,2232000000.0,,,,1440000000.0,30000000.0,491000000.0,,,102000000.0,,,,,,,,20189000000.0,,,2152000000.0,,,,,,,,,23389000000.0,,1036000000.0,41281000000.0,,,602000000.0,,,,,39841000000.0,,,,,,,,,26926000000.0,0.61,,1036000000.0,,,25000000.0,,,831000000.0,656000000.0,,,,-15000000.0,196000000.0,-72000000.0,,3000000.0,251000000.0,1228000000.0,,,,,,,,,,,,,,400000000.0,,,,,,41000000.0,50000000.0,974000000.0,,41000000.0,,7000000.0,-10323000000.0,,,,4000000.0,-184000000.0,22490000000.0,693000000.0,,0.61,,,-499000000.0,,233000000.0,-836000000.0,20000000.0,-4436000000.0,61000000.0,,,1309000000.0,,,629000000.0,689000000.0,,,,,,,,,71000000.0,,10735000000.0,,921000000.0,,,6000000.0,95000000.0,570000000.0,757000000.0,,,17892000000.0,,19190000000.0,5182000000.0,-4000000.0,15000000.0,,,1231000000.0,,,-750000000.0,41000000.0,,104000000.0,975000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577750400,,4082000000.0,,,,,,,,,,,95000000.0,,,23817000000.0,,,8625000000.0,,,3712000000.0,,2245000000.0,0.0,1462000000.0,,,,15000000.0,,,23817000000.0,,1092000000.0,40430000000.0,3284000000.0,,-611000000.0,,,,,,,,1629000000.0,388000000.0,,,,,,-0.58,-3063000000.0,1092000000.0,,,,,915000000.0,816000000.0,,1462000000.0,1033000000.0,,,,,,,,-8000000.0,,,,,,,,,,,,,,426000000.0,,4913000000.0,,,15000000.0,15000000.0,,1058000000.0,,15000000.0,,,,,,,-2000000.0,,,-575000000.0,,-0.58,,,,,229000000.0,,,,,,,,,-907000000.0,-581000000.0,-573000000.0,,,,,,,,40430000000.0,,16613000000.0,,,1003000000.0,,,,-1162000000.0,,,935000000.0,,16613000000.0,,,,,,4082000000.0,,1242000000.0,,,-874000000.0,,,,1058000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
