date,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,quarterlyBasicEPS,annualCapitalStock,trailingOperatingCashFlow,annualOtherIntangibleAssets,annualNetPPE,quarterlyTaxProvision,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyNetPPE,quarterlyRepaymentOfDebt,trailingChangeInCashSupplementalAsReported,quarterlyBasicAverageShares,annualOtherNonCashItems,quarterlyCapitalExpenditure,quarterlyInterestExpense,annualGrossPPE,annualBeginningCashPosition,annualPurchaseOfBusiness,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyOperatingCashFlow,trailingInvestingCashFlow,trailingCapitalExpenditure,trailingOperatingExpense,quarterlySaleOfInvestment,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualPurchaseOfInvestment,annualInvestingCashFlow,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,trailingCashDividendsPaid,quarterlyAccountsPayable,trailingInterestExpense,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,trailingBeginningCashPosition,trailingNetIncome,annualBasicAverageShares,quarterlyChangeInWorkingCapital,quarterlyCommonStockIssuance,trailingNetOtherFinancingCharges,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualChangeInWorkingCapital,trailingChangeInWorkingCapital,annualNetOtherFinancingCharges,annualInterestExpense,annualAccountsPayable,quarterlyOtherNonCashItems,annualOperatingIncome,quarterlyCashDividendsPaid,trailingFreeCashFlow,annualTotalRevenue,quarterlySellingGeneralAndAdministration,annualDilutedAverageShares,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyRetainedEarnings,trailingTotalRevenue,quarterlyDilutedEPS,annualNetOtherInvestingChanges,annualDilutedEPS,annualNetIncomeContinuousOperations,quarterlyFreeCashFlow,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualCashAndCashEquivalents,annualInvestmentsAndAdvances,annualNetIncome,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDepreciationAndAmortization,trailingEndCashPosition,annualPretaxIncome,annualFreeCashFlow,quarterlyTotalAssets,annualCashDividendsPaid,annualBasicEPS,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualSellingGeneralAndAdministration,trailingPretaxIncome,annualTotalAssets,quarterlyNetOtherInvestingChanges,annualStockholdersEquity,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,trailingNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyStockholdersEquity,annualRetainedEarnings,annualSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyDilutedAverageShares,quarterlyEndCashPosition,quarterlyOperatingExpense,annualCommonStockIssuance,quarterlyInvestingCashFlow,annualCurrentDeferredRevenue,annualCurrentAssets,annualChangeInAccountPayable,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingResearchAndDevelopment,annualGoodwill,quarterlyOtherNonCurrentAssets,quarterlyCurrentAccruedExpenses,trailingCommonStockIssuance,annualCostOfRevenue,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualGrossProfit,annualStockBasedCompensation,trailingCashFlowFromContinuingFinancingActivities,quarterlyLongTermDebt,annualDeferredIncomeTax,quarterlyChangeInInventory,annualInventory,annualTotalNonCurrentAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCurrentLiabilities,trailingOtherNonCashItems,quarterlyCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyAccountsReceivable,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,trailingRepurchaseOfCapitalStock,annualIncomeTaxPayable,annualOtherNonCurrentAssets,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyGoodwill,quarterlyNonCurrentDeferredRevenue,trailingGrossProfit,annualTotalNonCurrentLiabilitiesNetMinorityInterest,trailingDilutedEPS,annualCashFlowFromContinuingFinancingActivities,annualGainsLossesNotAffectingRetainedEarnings,annualRepurchaseOfCapitalStock,annualChangeInInventory,trailingBasicEPS,quarterlyOtherShortTermInvestments,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,annualCurrentDebt,quarterlyEbitda,quarterlyIncomeTaxPayable,quarterlyOtherIncomeExpense,annualChangesInAccountReceivables,trailingDilutedAverageShares,annualLongTermDebt,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingCostOfRevenue,quarterlyCurrentDebt,quarterlyGrossProfit,annualOtherIncomeExpense,trailingDeferredIncomeTax,quarterlyCostOfRevenue,annualCurrentAccruedExpenses,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentLiabilities,annualOtherNonCurrentLiabilities,quarterlyDeferredIncomeTax,annualAccountsReceivable,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyResearchAndDevelopment,trailingBasicAverageShares,annualOtherCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualOtherCurrentLiabilities,trailingOperatingIncome,quarterlyCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,quarterlyChangeInAccountPayable,quarterlyAccumulatedDepreciation,annualEbitda,annualAccumulatedDepreciation
2013-06-30,3980596000000.0,,,,,,,20839000000.0,,349650000000.0,1395047000000.0,90503000000.0,,139977000000.0,,,,,-2916000000.0,79032000000.0,,,,0.0,,-180297000000.0,,,,256896000000.0,139977000000.0,,,,,,-263355000000.0,,,,,,,,,-271084000000.0,0.0,,,,,,,,,-9789000000.0,,-1377000000.0,,,37296000000.0,,,,,426966000000.0,,,,,,-183213000000.0,90158000000.0,150368000000.0,-335127000000.0,,,,,69604000000.0,17548260000000.0,4893000000.0,,,,18723353000000.0,,,,69604000000.0,69664000000.0,,,,-3912000000.0,,,,,,1171507000000.0,,,4068654000000.0,,1131692000000.0,50900000000.0,,-84455000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-30,687497000000.0,,0.19,,,,,18514000000.0,,350572000000.0,1131692000000.0,85808000000.0,,144973000000.0,-9604000000.0,,353610526316.0,,-13383000000.0,82515000000.0,,,,30000000.0,,-72893000000.0,,,,576801000000.0,144973000000.0,,,,,,-129035000000.0,,,,,,,,,-153536000000.0,30000000.0,,,,,,,,,-6679000000.0,,-88911000000.0,,,39419000000.0,,,,,494094000000.0,,0.19,,,,-86276000000.0,85644000000.0,142842000000.0,-528359000000.0,,,,,67186000000.0,17507159000000.0,3970000000.0,,,,18742548000000.0,,,,67186000000.0,67294000000.0,,,,-512000000.0,,,,,,1231739000000.0,,,4078666000000.0,353610526316.0,1002657000000.0,50987000000.0,,34617000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-31,4073812000000.0,-1947000000.0,,351390000000.0,,,160704000000.0,16694000000.0,,351390000000.0,1002657000000.0,73888000000.0,,160704000000.0,-4191000000.0,,,-38321000000.0,-11693000000.0,84643000000.0,160704000000.0,1201647000000.0,,783000000.0,,-71778000000.0,,,,105566000000.0,160704000000.0,,214270000000.0,-1239747000000.0,-164161000000.0,-32485000000.0,-45255000000.0,,,,,,,,350198666667.0,-145735000000.0,800000000.0,,-17084000000.0,-244245000000.0,-333035000000.0,,938000000.0,323776000000.0,,-9701000000.0,337046000000.0,-3243000000.0,,589637000000.0,53163000000.0,354931081081.0,75572000000.0,17639289000000.0,957402000000.0,511949000000.0,,,-11942000000.0,0.74,262965000000.0,-83471000000.0,73009000000.0,149243000000.0,-63358000000.0,,4073812000000.0,4051291000000.0,262649000000.0,57116000000.0,17639289000000.0,1218000000.0,,338537000000.0,-34432000000.0,18917752000000.0,-93686000000.0,0.75,,57116000000.0,57194000000.0,165280000000.0,,18917752000000.0,-6565000000.0,1274134000000.0,,262649000000.0,,13386000000.0,1274134000000.0,511949000000.0,1118432000000.0,4051291000000.0,,957402000000.0,65010000000.0,955000000.0,24551000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-31,652059000000.0,,0.21,,,,,22196000000.0,,351391000000.0,957402000000.0,95657000000.0,,164405000000.0,-15564000000.0,,349057142857.0,,-6944000000.0,87320000000.0,,,,0.0,,247991000000.0,,,,219007000000.0,164405000000.0,,,,,,216994000000.0,,,,,,,,,159696000000.0,,,,,,,,,,-13776000000.0,,-292000000.0,,,37528000000.0,,,,,584741000000.0,,0.21,,,,241047000000.0,95360000000.0,162135000000.0,-246393000000.0,,,,,73302000000.0,18371763000000.0,3602000000.0,,,,19734683000000.0,,,,73302000000.0,73461000000.0,,,,-827000000.0,,,,,,1358485000000.0,,,4075343000000.0,349057142857.0,1174396000000.0,53497000000.0,,-34896000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-30,4340402000000.0,,,,,,,23513000000.0,,351406000000.0,1174396000000.0,98433000000.0,,171910000000.0,-8230000000.0,,,,-10810000000.0,87686000000.0,,,,0.0,,170100000000.0,,,,281129000000.0,171910000000.0,,,,,,30471000000.0,,,,,,,,,82161000000.0,,,,,,,,,,-10391000000.0,,-72967000000.0,,,41146000000.0,,,,,567321000000.0,,,,,,159290000000.0,98146000000.0,165274000000.0,-341119000000.0,,,,,74798000000.0,18944174000000.0,3700000000.0,,,,20303677000000.0,,,,74798000000.0,74920000000.0,,,,-1400000000.0,,,,,,1354857000000.0,,,4193272000000.0,,1204867000000.0,57255000000.0,,-71966000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-30,665458000000.0,,0.21,,,,,21667000000.0,,351513000000.0,1204867000000.0,94141000000.0,,175857000000.0,-20162000000.0,,344590476190.0,,-6866000000.0,89711000000.0,,,,22000000.0,,-341402000000.0,,,,228260000000.0,175857000000.0,,,,,,-382548000000.0,,,,,,,,,-442126000000.0,,,,,,,,,,-8289000000.0,,-25302000000.0,,,40199000000.0,,,,,639536000000.0,,0.2,,,,-348268000000.0,93999000000.0,159656000000.0,-246835000000.0,,,,,72364000000.0,18718581000000.0,3822000000.0,,,,20150956000000.0,,,,72364000000.0,72474000000.0,,,,-1794000000.0,,,,,,1427581000000.0,,,4164280000000.0,361820000000.0,822319000000.0,57876000000.0,,-25970000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-31,4402348000000.0,201457000000.0,,387923000000.0,,,196238000000.0,17950000000.0,,387923000000.0,822319000000.0,73381000000.0,,196238000000.0,-10638000000.0,,,-56729000000.0,-20003000000.0,91640000000.0,196238000000.0,957402000000.0,,35920000000.0,,124768000000.0,,,,284520000000.0,196238000000.0,,242551000000.0,-1109502000000.0,-146741000000.0,-44623000000.0,171945000000.0,,,,,,,,353603846154.0,55315000000.0,1371000000.0,,-54594000000.0,36862000000.0,-144954000000.0,,35942000000.0,356357000000.0,,-24273000000.0,359612000000.0,-4685000000.0,,656735000000.0,57388000000.0,353603846154.0,85326000000.0,19072649000000.0,994264000000.0,650236000000.0,,,-9334000000.0,0.78,276286000000.0,104765000000.0,72107000000.0,169670000000.0,-275155000000.0,,4402348000000.0,4154473000000.0,275811000000.0,55347000000.0,19072649000000.0,3929000000.0,,361612000000.0,156834000000.0,20609953000000.0,-103246000000.0,0.78,,55347000000.0,55431000000.0,176261000000.0,,20609953000000.0,-5313000000.0,1530859000000.0,,275811000000.0,,15053000000.0,1530859000000.0,650236000000.0,1012916000000.0,4154473000000.0,,994264000000.0,73923000000.0,1393000000.0,-13909000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-31,900373000000.0,,0.21,,,,,22562000000.0,,390835000000.0,994263000000.0,97019000000.0,,194651000000.0,-15907000000.0,,353923809524.0,,-2934000000.0,91553000000.0,,,,49000000.0,,518295000000.0,,,,228570000000.0,194651000000.0,,,,,,437854000000.0,,,,,,,,,412135000000.0,49000000.0,,,,,,,,,-20748000000.0,,-381000000.0,,,37973000000.0,,,,,723877000000.0,,0.21,,,,515361000000.0,96389000000.0,180293000000.0,-309967000000.0,,,,,74324000000.0,19775373000000.0,4002000000.0,,,,21396633000000.0,,,,74324000000.0,74457000000.0,,,,-526000000.0,,,,,,1611328000000.0,,,4344399000000.0,353923809524.0,1432117000000.0,64027000000.0,,-84617000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-30,4513810000000.0,,,,,,,22690000000.0,,390835000000.0,1432117000000.0,97659000000.0,,204713000000.0,-5351000000.0,,,,-13754000000.0,93655000000.0,,,,0.0,,565554000000.0,,,,284349000000.0,204713000000.0,,,,,,279371000000.0,,,,,,,,,470007000000.0,0.0,,,,,,,,,-21203000000.0,,-3395000000.0,,,41577000000.0,,,,,706723000000.0,,,,,,551800000000.0,96960000000.0,174558000000.0,-566138000000.0,,,,,74697000000.0,20803658000000.0,4086000000.0,,,,22417295000000.0,,,,74697000000.0,74969000000.0,,,,-268000000.0,,,,,,1603025000000.0,,,4604776000000.0,,1711489000000.0,56915000000.0,,-295373000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,882692000000.0,,0.2,,,,,22978000000.0,,390835000000.0,1711489000000.0,95843000000.0,,211160000000.0,-54349000000.0,,363700000000.0,,-10678000000.0,91835000000.0,,,,274000000.0,,-331219000000.0,,,,424668000000.0,211160000000.0,,,,,,-597449000000.0,,,,,,,,,-426279000000.0,274000000.0,,,,,,,,,-19618000000.0,,-94678000000.0,,,41265000000.0,,,,,779387000000.0,,0.2,,,,-341897000000.0,95525000000.0,168009000000.0,-578982000000.0,,,,,72740000000.0,20414265000000.0,4159000000.0,,,,22104917000000.0,,,,72740000000.0,72865000000.0,,,,-877000000.0,,,,,,1680028000000.0,,,4767039000000.0,363700000000.0,1114040000000.0,53243000000.0,,-165154000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-31,3858045000000.0,1131764000000.0,,435782000000.0,,,221502000000.0,17285000000.0,,435782000000.0,1114040000000.0,72714000000.0,,221502000000.0,-18598000000.0,,,-86993000000.0,-6120000000.0,86869000000.0,221502000000.0,994264000000.0,,44626000000.0,,379134000000.0,,,,441586000000.0,221502000000.0,,251119000000.0,-2007318000000.0,-666961000000.0,-33486000000.0,327258000000.0,,,,,,,,359910389610.0,305330000000.0,0.0,,-94205000000.0,447034000000.0,761193000000.0,,44949000000.0,363912000000.0,,-25424000000.0,359535000000.0,-5236000000.0,,695317000000.0,57008000000.0,359910389610.0,85515000000.0,20409261000000.0,1441298000000.0,781988000000.0,,,-8811000000.0,0.77,277720000000.0,373014000000.0,70661000000.0,172457000000.0,-552231000000.0,,3858045000000.0,4760875000000.0,277131000000.0,55370000000.0,20409261000000.0,4729000000.0,,363235000000.0,1098278000000.0,22209780000000.0,-103690000000.0,0.77,,55370000000.0,55429000000.0,177823000000.0,,22209780000000.0,-7140000000.0,1789474000000.0,,277131000000.0,,16976000000.0,1789474000000.0,781988000000.0,1379173000000.0,4760875000000.0,,1441298000000.0,76934000000.0,323000000.0,-121817000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-31,786560000000.0,,0.21,,,,,23018000000.0,,435782000000.0,1441298000000.0,97922000000.0,,221087000000.0,-201539000000.0,,356019047619.0,,-3849000000.0,81665000000.0,,,,589000000.0,,199614000000.0,,,,454100000000.0,221087000000.0,,,,,,4064000000.0,,,,,,,,,105133000000.0,,,,,,,,,,-23668000000.0,,-589000000.0,,,37646000000.0,,,,,856640000000.0,,0.21,,,,195765000000.0,97522000000.0,193381000000.0,-648336000000.0,,,,,74764000000.0,21009246000000.0,3424000000.0,,,,22883325000000.0,,,,74764000000.0,74904000000.0,,,,-409000000.0,,,,,,1863180000000.0,,,5054480000000.0,356019047619.0,1445362000000.0,72699000000.0,,-198296000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,4153977000000.0,,,,,,,21401000000.0,,435782000000.0,1445362000000.0,97153000000.0,,224447000000.0,-249185000000.0,,,,-8010000000.0,79283000000.0,,,,931000000.0,,98018000000.0,,,,527072000000.0,224447000000.0,,,,,,-113845000000.0,,,,,,,,,2372000000.0,,,,,,,,,,-20765000000.0,,-5028000000.0,,,39292000000.0,,,,,848532000000.0,,,,,,90008000000.0,96585000000.0,163168000000.0,-747675000000.0,,,,,75453000000.0,21656550000000.0,5420000000.0,,,,23524327000000.0,,,,75453000000.0,75752000000.0,,,,-221000000.0,,,,,,1856593000000.0,,,5277418000000.0,,1331517000000.0,46431000000.0,,-228604000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,933149000000.0,,0.2,,,,,21979000000.0,,435782000000.0,1331517000000.0,94791000000.0,,230550000000.0,-230287000000.0,,362875000000.0,,76000000.0,78388000000.0,,,,0.0,,-13829000000.0,,,,624656000000.0,230550000000.0,,,,,,31500000000.0,,,,,,,,,-107233000000.0,0.0,,,,,,,,,-19473000000.0,,-86877000000.0,,,40285000000.0,,,,,921048000000.0,,0.2,,,,-13753000000.0,94423000000.0,159269000000.0,-522908000000.0,,,,,72575000000.0,21692477000000.0,1400000000.0,,,,23646472000000.0,,,,72575000000.0,72812000000.0,,,,-250000000.0,,,,,,1942287000000.0,,,5240020000000.0,362875000000.0,1363017000000.0,46208000000.0,,102136000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,4368352000000.0,239221000000.0,,435782000000.0,,,243619000000.0,17775000000.0,,435782000000.0,1363017000000.0,73413000000.0,,243619000000.0,-173001000000.0,,,-87894000000.0,-25132000000.0,80298000000.0,243619000000.0,1441298000000.0,,0.0,,-44582000000.0,,,,455250000000.0,243619000000.0,,227682000000.0,-2494066000000.0,-468932000000.0,-36915000000.0,-173649000000.0,,,,,,,,361362337662.0,-137541000000.0,0.0,,-854012000000.0,-251930000000.0,-137269000000.0,,1520000000.0,319634000000.0,,-23988000000.0,360315000000.0,-9156000000.0,,673287000000.0,57933000000.0,361362337662.0,84173000000.0,22156102000000.0,1189368000000.0,940663000000.0,,,-2366000000.0,0.77,279106000000.0,-69714000000.0,71785000000.0,157469000000.0,-575147000000.0,,4368352000000.0,5314333000000.0,278249000000.0,55457000000.0,22156102000000.0,8450000000.0,,363279000000.0,202306000000.0,24137265000000.0,-101650000000.0,0.77,,55457000000.0,55638000000.0,175156000000.0,,24137265000000.0,-1486000000.0,1969751000000.0,,278249000000.0,,18694000000.0,1969751000000.0,940663000000.0,2061078000000.0,5314333000000.0,,1189368000000.0,62344000000.0,1520000000.0,-144168000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,1200714000000.0,,0.21,,,,,22769000000.0,,435782000000.0,1189368000000.0,98796000000.0,,243603000000.0,-3479000000.0,,360885714286.0,,-331000000.0,82017000000.0,,,,731000000.0,,109306000000.0,,,,426027000000.0,243603000000.0,,,,,,-40897000000.0,,,,,,,,,-9524000000.0,731000000.0,,,,,,,,,-31505000000.0,,-1304000000.0,,,36608000000.0,,,,,1016221000000.0,,0.21,,,,108975000000.0,98403000000.0,188854000000.0,-586416000000.0,,,,,75786000000.0,22859965000000.0,3298000000.0,,,,24904936000000.0,,,,75786000000.0,76027000000.0,,,,-61000000.0,,,,,,2032748000000.0,,,5358166000000.0,360885714286.0,1148471000000.0,59617000000.0,,-160233000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,4725738000000.0,,,,,,,20042000000.0,,356407000000.0,1148471000000.0,97702000000.0,,243468000000.0,-346575000000.0,,,,-4545000000.0,85414000000.0,,,,61000000.0,,237236000000.0,,,,611900000000.0,243468000000.0,,,,,,309219000000.0,,,,,,,,,112280000000.0,61000000.0,,,,,,,,,-29838000000.0,,-5133000000.0,,,39483000000.0,,,,,1009436000000.0,,,,,,232691000000.0,96959000000.0,171925000000.0,-563902000000.0,,,,,77209000000.0,23483412000000.0,5581000000.0,,,,25514046000000.0,,,,77209000000.0,77660000000.0,,,,-1548000000.0,,,,,,2018295000000.0,,,5315960000000.0,,1457690000000.0,45829000000.0,,41323000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,1191645000000.0,,0.21,,,,,20862000000.0,,435782000000.0,1457690000000.0,96261000000.0,,241314000000.0,-234515000000.0,,357161904762.0,,-1646000000.0,85050000000.0,,,,0.0,,370254000000.0,,,,650898000000.0,241314000000.0,,,,,,141929000000.0,,,,,,,,,258555000000.0,0.0,,,,,,,,,-28273000000.0,,-88094000000.0,,,43740000000.0,,,,,1084375000000.0,,0.21,,,,368608000000.0,95427000000.0,172961000000.0,-781532000000.0,,,,,75004000000.0,23663656000000.0,881000000.0,,,,25764798000000.0,,,,75004000000.0,75399000000.0,,,,-455000000.0,,,,,,2088946000000.0,,,5467949000000.0,357161904762.0,1599619000000.0,49922000000.0,,-131163000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,4700197000000.0,770864000000.0,,435782000000.0,,,245687000000.0,13517000000.0,,435782000000.0,1599619000000.0,71882000000.0,,245687000000.0,-174526000000.0,,,-127769000000.0,-358000000.0,87035000000.0,245687000000.0,1189368000000.0,,-194000000.0,,54068000000.0,,,,466030000000.0,245687000000.0,,236891000000.0,-2634845000000.0,-489258000000.0,-6880000000.0,-79289000000.0,,,,,,,,362087341772.0,-38955000000.0,0.0,,-759095000000.0,330962000000.0,322356000000.0,,598000000.0,339516000000.0,,-38153000000.0,,-9091000000.0,,723552000000.0,57892000000.0,362087341772.0,77190000000.0,23945987000000.0,1520330000000.0,1097544000000.0,,,-6216000000.0,0.79,287451000000.0,53710000000.0,71053000000.0,189812000000.0,-702995000000.0,,4700197000000.0,5601029000000.0,286049000000.0,58050000000.0,23945987000000.0,7262000000.0,,364641000000.0,763984000000.0,26087043000000.0,-103622000000.0,0.79,,58050000000.0,58365000000.0,177723000000.0,,26087043000000.0,-4152000000.0,2127491000000.0,,286049000000.0,,17022000000.0,2127491000000.0,1097544000000.0,2154855000000.0,5601029000000.0,,1520330000000.0,81523000000.0,,-239185000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,1002003000000.0,,0.22,,,,,22577000000.0,,435782000000.0,1520330000000.0,101646000000.0,-1473000000.0,240997000000.0,-223101000000.0,,358190909091.0,,-694000000.0,88625000000.0,,,,,,62160000000.0,,,,565574000000.0,240997000000.0,,,,,,-57560000000.0,,,,,,,,,-79720000000.0,,,,,,,,,,-42258000000.0,,-1719000000.0,,,37818000000.0,,,,,1121013000000.0,,0.22,,,,61466000000.0,,196481000000.0,-660273000000.0,,,,,78802000000.0,24308876000000.0,3122000000.0,,,,26493781000000.0,,,,78802000000.0,79069000000.0,,,,-150000000.0,,,,,,2171510000000.0,,,996111000000.0,358190909091.0,1462770000000.0,54654000000.0,,-95594000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,4898943000000.0,,,,,,,13982000000.0,,435782000000.0,1462770000000.0,95570000000.0,,257047000000.0,-272984000000.0,,,,-12723000000.0,90566000000.0,,,,,,124372000000.0,,,,216195000000.0,257047000000.0,,,,,,58053000000.0,,,,,,,,,-4325000000.0,,,,,,,,,,-41200000000.0,,-3757000000.0,,,39558000000.0,,,,,1115199000000.0,,,,,,111649000000.0,,189640000000.0,-335454000000.0,,,,,81640000000.0,25110879000000.0,6318000000.0,,,,27303080000000.0,,,,81640000000.0,81588000000.0,,,,-1741000000.0,,,,,,2178599000000.0,,,919691000000.0,,1520823000000.0,54157000000.0,,-132827000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,1263457000000.0,,0.22,,,,,19844000000.0,,435782000000.0,1520823000000.0,99307000000.0,,275137000000.0,-243366000000.0,,359931818182.0,,-21631000000.0,97229000000.0,,,,0.0,,696370000000.0,,,,382504000000.0,275137000000.0,,,,,,363700000000.0,,,,,,,,,561087000000.0,,,,,,,,,,-33475000000.0,,-93871000000.0,,,44221000000.0,,,,,1193937000000.0,,0.22,,,,674739000000.0,,188892000000.0,-648490000000.0,,,,,79185000000.0,25917274000000.0,-64000000.0,,,,28198135000000.0,,,,79185000000.0,79463000000.0,,,,-822000000.0,,,,,,2266963000000.0,,,963023000000.0,359931818182.0,1884523000000.0,56956000000.0,,-289559000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
