,annualTaxProvision,quarterlyInvestingCashFlow,annualEndCashPosition,quarterlyEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingCostOfRevenue,trailingTotalRevenue,annualOtherCurrentAssets,annualTotalRevenue,quarterlyBasicEPS,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualAccountsPayable,trailingOperatingIncome,annualNetOtherFinancingCharges,quarterlyEbitda,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualInvestmentsAndAdvances,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyChangeInWorkingCapital,annualFreeCashFlow,annualOtherNonCurrentAssets,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,trailingFreeCashFlow,quarterlyTotalRevenue,quarterlyOtherCurrentAssets,quarterlyDilutedAverageShares,annualNetIncome,annualTotalAssets,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,annualBasicEPS,quarterlyLongTermDebt,annualAccountsReceivable,annualCurrentAssets,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,annualSellingGeneralAndAdministration,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyGoodwill,trailingCommonStockIssuance,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNetPPE,annualCapitalStock,quarterlyTaxProvision,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualNetPPE,quarterlyCashAndCashEquivalents,annualCurrentLiabilities,annualTotalNonCurrentAssets,annualGrossProfit,annualOtherIntangibleAssets,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyPretaxIncome,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualDilutedEPS,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,trailingNetIncome,annualPretaxIncome,annualGoodwill,annualInterestExpense,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,annualPurchaseOfInvestment,trailingPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,trailingChangeInWorkingCapital,quarterlyBeginningCashPosition,annualOperatingIncome,annualOtherIncomeExpense,trailingRepaymentOfDebt,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingGrossProfit,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedAverageShares
631065600,571500000.0,1474300000.0,0.0,0.0,1432200000.0,242600000.0,,,898000000.0,8965800000.0,,3708300000.0,1139000000.0,,794300000.0,,,1386500000.0,,0.0,430500000.0,-120200000.0,,,,48700000.0,,4797000000.0,23600000.0,4797000000.0,-1273500000.0,276700000.0,672100000.0,2425800000.0,,279300000.0,,3531700000.0,,33300000.0,5618300000.0,-1166900000.0,,-603700000.0,1192800000.0,1096000000.0,381800000.0,3658000000.0,3294700000.0,3603500000.0,,,2248900000.0,898000000.0,,1214300000.0,8282500000.0,548700000.0,1145300000.0,-490700000.0,0.275,548700000.0,,3603500000.0,968500000.0,,294200000.0,1192900000.0,,,1680100000.0,1139000000.0,,41400000.0,3347900000.0,3485500000.0,24500000.0,898600000.0,,1280400000.0,183800000.0,,-851700000.0,5618300000.0,,247700000.0,849900000.0,3485500000.0,226200000.0,,,,-1690500000.0,789100000.0,,-1273500000.0,,296100000.0,789100000.0,2021200000.0,300000000.0,116600000.0,39600000.0,,,1134600000.0,11800000.0,,1096000000.0,1432200000.0,2021200000.0,1096000000.0,3658000000.0,4679000000.0,5257500000.0,232000000.0,78500000.0,,4418148148.0,296100000.0,,,,232000000.0,2425800000.0,342800000.0,1909600000.0,294200000.0,0.0,0.27,,,173300000.0,-140000000.0,4337818182.0,-2099700000.0,-34700000.0,,1096000000.0,,,,,,1764300000.0,,308000000.0,8282500000.0,4679000000.0,839300000.0,,-145000000.0,,,,,3294700000.0,,-357300000.0,-433600000.0,37000000.0,1655100000.0,1386500000.0,300000000.0,,,,,0.0,1725800000.0,346600000.0,,,-462500000.0,,-49300000.0,839300000.0,,,529500000.0,,,,,,,,,,,,,,,,,
638841600,,-180600000.0,,0.0,,278600000.0,,,,,0.055,,,,-11500000.0,,,,,,499400000.0,-4900000.0,,,,61400000.0,,,8100000.0,5115900000.0,,-506000000.0,,,,,,,,-273000000.0,5761900000.0,,,,,,438000000.0,3978700000.0,3346900000.0,3809900000.0,,,2148300000.0,844100000.0,5065454545.0,,,,,,,538900000.0,,,805100000.0,,294600000.0,,,,,1137200000.0,,,,,,905200000.0,,1343200000.0,,,-72900000.0,,,283500000.0,843800000.0,3351300000.0,283500000.0,,,,,,,-1269400000.0,,303700000.0,902100000.0,2077500000.0,,129700000.0,48400000.0,,,,8800000.0,,1158500000.0,6400000.0,,1158500000.0,,,,,73200000.0,,,,,,,242900000.0,2336900000.0,413200000.0,,,0.0,,,,-166100000.0,-106900000.0,,428400000.0,,0.055,,,,,,,,,,8467200000.0,4657300000.0,2620200000.0,,,,,,,,,-246600000.0,62400000.0,,8300000.0,1352100000.0,300000000.0,,,5065454545.0,,1096000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646704000,,108200000.0,,0.0,,405000000.0,,,,,0.08,,,,-28600000.0,,,,,,635500000.0,-139800000.0,,,,50100000.0,,,-8200000.0,5055100000.0,,-64500000.0,,,,,,,,211800000.0,6034500000.0,,,,,,579700000.0,3894200000.0,3454100000.0,3853800000.0,,,2739300000.0,642200000.0,5062500000.0,,,,,,,538200000.0,,,1044100000.0,,328100000.0,,,,,1160900000.0,,,,,,1115500000.0,,1695200000.0,,,135800000.0,,,409900000.0,1059700000.0,3603000000.0,409900000.0,,,,,,,-1308300000.0,,294600000.0,995800000.0,2145800000.0,,187600000.0,70300000.0,,,,13300000.0,,1033400000.0,12500000.0,,1033400000.0,,,,,52400000.0,,,,,,,256500000.0,2402000000.0,597500000.0,,,-100000.0,,,,344300000.0,-132500000.0,,-581700000.0,,0.08,,,,,,,,,,8658100000.0,4804300000.0,2278300000.0,,,,,,,,,-57700000.0,-125000000.0,,128300000.0,1603400000.0,300000000.0,,,5062500000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654652800,,-127100000.0,,0.0,,389400000.0,,,,,0.075,,,,-81900000.0,,,,,,572200000.0,-136200000.0,,,,59700000.0,,,-19100000.0,4969100000.0,,299900000.0,,,,,,,,573100000.0,6290300000.0,,,,,,512500000.0,3763100000.0,3573100000.0,3933700000.0,,,2792800000.0,765600000.0,5192000000.0,,,,,,,587700000.0,,,1110200000.0,,346400000.0,,,,,1206000000.0,,,,,,1170100000.0,,1682600000.0,,,95300000.0,,,394200000.0,1113000000.0,3935100000.0,394200000.0,,,,,,,-1356800000.0,,271900000.0,920200000.0,2216300000.0,,180400000.0,115500000.0,,,,-4600000.0,,1223400000.0,12300000.0,,1223400000.0,,,,,53400000.0,,,,,,,273200000.0,2481000000.0,574600000.0,,,100000.0,,,,707600000.0,-134500000.0,,-435700000.0,,0.075,,,,,,,,,,8904200000.0,4970500000.0,2035000000.0,,,,,,,,,1400000.0,190000000.0,,-9600000.0,1715800000.0,300000000.0,,,5192000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662601600,632500000.0,-240200000.0,0.0,0.0,2000900000.0,290600000.0,,,779200000.0,10236400000.0,,3965000000.0,1132500000.0,,-178500000.0,,12600000.0,1576400000.0,,0.0,494200000.0,-271700000.0,,,,72700000.0,,5429000000.0,-11100000.0,5429000000.0,-1400200000.0,92400000.0,690900000.0,2474700000.0,,-178200000.0,,4319800000.0,,179000000.0,6447600000.0,-531700000.0,,176500000.0,1381900000.0,1429600000.0,421500000.0,4296500000.0,3785800000.0,4142800000.0,,,2556100000.0,779200000.0,,1381900000.0,9278200000.0,535900000.0,1096000000.0,-552600000.0,0.255,535900000.0,,4142800000.0,1002600000.0,,332000000.0,1363700000.0,,,258100000.0,1132500000.0,,29900000.0,4075900000.0,3849200000.0,97800000.0,1132000000.0,,1553500000.0,243900000.0,,18300000.0,6447600000.0,,294300000.0,1059300000.0,3849200000.0,294300000.0,,,,-543600000.0,982300000.0,,-1400200000.0,,264600000.0,982300000.0,2385600000.0,75000000.0,134700000.0,59600000.0,,,1283900000.0,12400000.0,,1429600000.0,2000900000.0,2385600000.0,1429600000.0,4296500000.0,5135400000.0,6271400000.0,275100000.0,52000000.0,,5454800000.0,264600000.0,,,,275100000.0,2474700000.0,429000000.0,2195500000.0,332000000.0,0.0,0.25,,,398100000.0,-219100000.0,5347843137.0,45400000.0,-169400000.0,,1429600000.0,,,,,,2014400000.0,,231000000.0,9278200000.0,5135400000.0,719200000.0,,-300500000.0,,,,,3785800000.0,,-228800000.0,206100000.0,-30300000.0,131100000.0,1576400000.0,75000000.0,,,,,0.0,1951600000.0,293900000.0,,,-593000000.0,,333500000.0,719200000.0,,,-439700000.0,,,,,,,,,,,,,,,,,
670377600,,-262300000.0,,0.0,,320400000.0,,,,,0.06,,,,-121700000.0,,17900000.0,,,,591700000.0,-500000.0,,,,97700000.0,,,-17000000.0,4922600000.0,,-347700000.0,,,,,,,,-74400000.0,6607700000.0,,,,,,494000000.0,3516500000.0,3856200000.0,3555800000.0,,,2481000000.0,808500000.0,5340000000.0,,,,,,,768700000.0,,,866400000.0,,392700000.0,,,,,1406100000.0,,,,,,1120600000.0,,1614600000.0,,,-2400000.0,,,320900000.0,1022900000.0,3808200000.0,320900000.0,,,,,,,-1464800000.0,,244700000.0,1058200000.0,2391400000.0,,146900000.0,28500000.0,,,,9900000.0,,717400000.0,1372000000.0,,717400000.0,,,,,54700000.0,,,,,,,290000000.0,2493600000.0,467800000.0,,,-75000000.0,,,,91800000.0,-166200000.0,,-511700000.0,,0.06,,,,,,,,,,8730800000.0,5175000000.0,623000000.0,,,,,,,,,-81300000.0,-712100000.0,,7400000.0,1521500000.0,,,,5340000000.0,,1429600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678240000,,-308200000.0,,0.0,,482400000.0,,,,,0.09,,,,-112300000.0,,9800000.0,,,,764800000.0,-160300000.0,,,,71500000.0,,,2200000.0,5282900000.0,,82300000.0,,,,,,,,417800000.0,6930000000.0,,,,,,693200000.0,3879600000.0,3957500000.0,3910300000.0,,,3039500000.0,808400000.0,5360000000.0,,,,,,,760300000.0,,,1114200000.0,,399700000.0,,,,,1403300000.0,,,,,,1232100000.0,,1925300000.0,,,-24600000.0,,,482400000.0,1160500000.0,3954600000.0,482400000.0,,,,,,,-1495500000.0,,243300000.0,1078300000.0,2462000000.0,,220800000.0,63900000.0,,,,8200000.0,,908400000.0,1526800000.0,,908400000.0,,,,,54000000.0,,,,,,,278000000.0,2587200000.0,703200000.0,,,100000.0,,,,621500000.0,-203700000.0,,-88600000.0,,0.09,,,,,,,,,,9237500000.0,5327200000.0,682500000.0,,,,,,,,,-111200000.0,191000000.0,,13700000.0,1670300000.0,,,,5360000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686188800,,-224500000.0,,0.0,,456300000.0,,,,,0.09,,,,-47900000.0,,30800000.0,,,,720900000.0,-160000000.0,,,,76200000.0,,,-10800000.0,5557100000.0,,161300000.0,,,,,,,,582700000.0,7226400000.0,,,,,,644700000.0,3855000000.0,4210700000.0,4180400000.0,,,3172100000.0,993100000.0,5070000000.0,,,,,,,1036600000.0,,,1231100000.0,,445900000.0,,,,,1702100000.0,,,,,,1296300000.0,,1941000000.0,,,-10400000.0,,,456300000.0,1220200000.0,4221700000.0,456300000.0,,,,,,,-1587700000.0,,219600000.0,1014200000.0,2623000000.0,,208900000.0,60900000.0,,,,9800000.0,,1154700000.0,1195000000.0,,1154700000.0,,,,,40400000.0,,,,,,,287600000.0,2687800000.0,665200000.0,,,-100000.0,,,,790000000.0,-207300000.0,,-346600000.0,,0.09,,,,,,,,,,9778800000.0,5598400000.0,800600000.0,,,,,,,,,-115200000.0,246200000.0,,29500000.0,1859400000.0,,,,5070000000.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694137600,765300000.0,-329700000.0,0.0,0.0,1302300000.0,358400000.0,,,1128500000.0,11571600000.0,,4387000000.0,1679000000.0,,-119500000.0,,-25200000.0,1914400000.0,,100000.0,503100000.0,-319300000.0,,,,16000000.0,,5796600000.0,-40500000.0,5796600000.0,-1554800000.0,327000000.0,1292700000.0,2884600000.0,,222900000.0,,4865600000.0,,366600000.0,7425500000.0,-474100000.0,,-158400000.0,1618000000.0,1058300000.0,487100000.0,4117600000.0,4444700000.0,4144200000.0,,,2879000000.0,1128500000.0,,1618000000.0,10222400000.0,985300000.0,1429600000.0,-640100000.0,0.305,985300000.0,,4144200000.0,1175300000.0,,493700000.0,1617500000.0,,,182800000.0,1679000000.0,,39400000.0,4604200000.0,4425800000.0,33300000.0,1216600000.0,,1703700000.0,261400000.0,,-121000000.0,7425500000.0,,358400000.0,1200600000.0,4425800000.0,358400000.0,,,,-1331500000.0,987800000.0,,-1554800000.0,,200000000.0,987800000.0,2889900000.0,,188700000.0,103400000.0,,,2084400000.0,11500000.0,,1058300000.0,1302300000.0,2889900000.0,1058300000.0,4117600000.0,6078200000.0,7184600000.0,303700000.0,43400000.0,,5391666667.0,200000000.0,,,,303700000.0,2884600000.0,547100000.0,2580400000.0,493700000.0,75100000.0,0.3,,,581100000.0,-214500000.0,5303278689.0,-384600000.0,-3000000.0,,1058300000.0,,,,,,2383300000.0,,192500000.0,10222400000.0,6078200000.0,900900000.0,,-401400000.0,,,,,4444700000.0,,-166400000.0,-96400000.0,-66100000.0,132200000.0,1914400000.0,,,,,,0.0,2319000000.0,256700000.0,,,-791700000.0,,-371300000.0,900900000.0,,,-1124700000.0,,,,,,,,,,,,,,,,,
702000000,,48100000.0,,0.0,,383100000.0,,,,,0.075,,,,-55700000.0,,5500000.0,,,,652800000.0,,,,,73400000.0,,,28300000.0,5960900000.0,,-441000000.0,,,,,,,,-113000000.0,7623000000.0,,,,,,579400000.0,4261000000.0,4543100000.0,4290700000.0,,,2771900000.0,1169800000.0,5108000000.0,,,,,,,965200000.0,,,958100000.0,,510300000.0,,,,,1699900000.0,,,,,,1234400000.0,,1813800000.0,,,-4000000.0,,,383100000.0,1161000000.0,4103500000.0,383100000.0,,,,,,,-1613400000.0,,224400000.0,1107600000.0,2929700000.0,,175400000.0,21300000.0,,,,32700000.0,,920800000.0,1385700000.0,,920800000.0,,,,,42200000.0,,,,,,,372200000.0,2471800000.0,558500000.0,,,100000.0,,,,69000000.0,-182000000.0,,-206500000.0,,0.075,,,,,,,,,,10064400000.0,5773700000.0,924300000.0,,,,,,,,,-445900000.0,-137400000.0,,21100000.0,1951000000.0,,,,5108000000.0,,1058300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709862400,,-288700000.0,,0.0,,581000000.0,,,,,0.11,,,,-136600000.0,,9800000.0,,,,923000000.0,,,,,86500000.0,,,-600000.0,6540600000.0,,-115100000.0,,,,,,,,310300000.0,8019600000.0,,,,,,836500000.0,4840200000.0,4845000000.0,4704200000.0,,,3550400000.0,1190200000.0,5281818182.0,,,,,,,959600000.0,,,1287100000.0,,517400000.0,,,,,1700400000.0,,,,,,1426800000.0,,2263300000.0,,,-4100000.0,,,581000000.0,1340300000.0,4340900000.0,581000000.0,,,,,,,-1701300000.0,,223400000.0,1091100000.0,3143700000.0,,265900000.0,54600000.0,,,,8700000.0,,987000000.0,1662700000.0,,987000000.0,,,,,44200000.0,,,,,,,385600000.0,2648000000.0,846900000.0,,,0.0,,,,530400000.0,-220100000.0,,-193500000.0,,0.11,,,,,,,,,,10881500000.0,6177300000.0,845100000.0,,,,,,,,,-258200000.0,66100000.0,,259900000.0,2332400000.0,,,,5281818182.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717811200,,-399000000.0,,0.0,,540600000.0,,,,,0.105,,,,-75000000.0,,6600000.0,,,,860000000.0,-184200000.0,,,,89000000.0,,,25900000.0,6131400000.0,,227500000.0,,,,,,,,510500000.0,8377200000.0,,,,,,771000000.0,4366600000.0,5159400000.0,4238100000.0,,,3507500000.0,1155800000.0,5148571429.0,,,,,,,1001900000.0,,,1296300000.0,,514300000.0,,,,,1764800000.0,,,,,,1440200000.0,,2211200000.0,,,224300000.0,,,540600000.0,1351200000.0,4595900000.0,540600000.0,,,,,,,-1767200000.0,,248600000.0,1051900000.0,3392200000.0,,247400000.0,58900000.0,,,,18100000.0,,841200000.0,1439100000.0,,841200000.0,,,,,41800000.0,,,,,,,397600000.0,2699400000.0,788000000.0,,,-200000.0,,,,852000000.0,-341500000.0,,-611300000.0,,0.105,,,,,,,,,,10727300000.0,6489200000.0,695300000.0,,,,,,,,,-154900000.0,-145800000.0,,-212800000.0,2232200000.0,,,,5148571429.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725760000,862300000.0,-719900000.0,0.0,0.0,2087300000.0,159700000.0,,,1187900000.0,13073900000.0,,4732500000.0,1860300000.0,,-502400000.0,,81200000.0,2253000000.0,,0.0,656300000.0,-368600000.0,,,,73000000.0,,7163500000.0,-80200000.0,7163500000.0,-1716600000.0,285400000.0,1149100000.0,2894600000.0,,-43200000.0,,5571300000.0,,441300000.0,8165000000.0,-1259500000.0,,199300000.0,1883800000.0,955600000.0,583300000.0,5303200000.0,5242900000.0,4247700000.0,,,3244100000.0,1187900000.0,,1664400000.0,11051900000.0,1120100000.0,1058300000.0,-738000000.0,0.315,1120100000.0,,4247700000.0,1190900000.0,,658600000.0,1664400000.0,,,247100000.0,1860300000.0,,131300000.0,5249400000.0,3888400000.0,103100000.0,1469900000.0,,2053200000.0,321900000.0,,-16900000.0,8165000000.0,,159700000.0,1396900000.0,3888400000.0,379100000.0,,,,-917400000.0,1018600000.0,,-1716600000.0,,81600000.0,1018600000.0,3526300000.0,,173600000.0,12600000.0,,,2232400000.0,71800000.0,,955600000.0,2087300000.0,3526300000.0,955600000.0,5303200000.0,6804200000.0,8341400000.0,383300000.0,43200000.0,,5369032258.0,81600000.0,,,,383300000.0,2894600000.0,552700000.0,3092000000.0,658600000.0,100000.0,0.31,,,781000000.0,-339700000.0,5283809524.0,93900000.0,-138100000.0,,955600000.0,,,,,,2746100000.0,,171400000.0,11051900000.0,6804200000.0,962900000.0,,-769700000.0,,,,,5242900000.0,,-400500000.0,114500000.0,-26600000.0,178900000.0,2253000000.0,,,,,,0.0,2770100000.0,147300000.0,,,-1083300000.0,,-102600000.0,962900000.0,,,-1359500000.0,,,,,,,,,,,,,,,,,
733536000,,-145000000.0,,0.0,,454000000.0,,,,,0.09,,,,-64000000.0,,-286000000.0,,,,765000000.0,-200000000.0,,,,88000000.0,,,16000000.0,6983000000.0,,,,,,,,,,50000000.0,8398000000.0,,,,,,677000000.0,5137000000.0,5332000000.0,4135000000.0,,,3056000000.0,1218000000.0,5044444444.0,,,,,,,1128000000.0,,,1005000000.0,,663000000.0,,,,,1846000000.0,,,,,,1374000000.0,,2051000000.0,,,9000000.0,,,454000000.0,1286000000.0,3962000000.0,454000000.0,,,,,,,-1755000000.0,,55000000.0,1071000000.0,3577000000.0,,202000000.0,25000000.0,,,,15000000.0,,774000000.0,1987000000.0,,774000000.0,,,,,46000000.0,,,,,,,411000000.0,2822000000.0,656000000.0,,,0.0,,,,259000000.0,-209000000.0,,-286000000.0,,0.09,,,,,,,,,,10945000000.0,6810000000.0,1120000000.0,,,,,,,,,-107000000.0,-182000000.0,,102000000.0,2030000000.0,,,,5044444444.0,,956000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741398400,,-319000000.0,,0.0,,678000000.0,,,,,0.13,,,,,,298000000.0,,,,1044000000.0,-222000000.0,,,,85000000.0,,,-35000000.0,7590000000.0,,,,,,,,,,562000000.0,8855000000.0,,,,,,959000000.0,5711000000.0,5545000000.0,4876000000.0,,,3899000000.0,1445000000.0,5215384615.0,,,,,,,1163000000.0,,,1379000000.0,,680000000.0,,,,,1879000000.0,,,,,,1561000000.0,,2520000000.0,,,-99000000.0,,,678000000.0,1476000000.0,4258000000.0,678000000.0,,,,,,,-1816000000.0,,36000000.0,1115000000.0,3729000000.0,,302000000.0,61000000.0,,,,106000000.0,,933000000.0,2323000000.0,,933000000.0,,,,,40000000.0,,,,,,,436000000.0,2807000000.0,980000000.0,,,0.0,,,,751000000.0,-189000000.0,,-282000000.0,,0.13,,,,,,,,,,11848000000.0,6972000000.0,1169000000.0,,,,,,,,,-329000000.0,159000000.0,,,2219000000.0,,,,5215384615.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749347200,,-116000000.0,,0.0,,590000000.0,,,,,0.115,,,,,,21000000.0,,,,1007000000.0,-221000000.0,,,,90000000.0,,,38000000.0,7171000000.0,,,,,,,,,,684000000.0,9223000000.0,,,,,,829000000.0,4930000000.0,5551000000.0,4452000000.0,,,3629000000.0,1137000000.0,5130434783.0,,,,,,,1479000000.0,,,1165000000.0,,692000000.0,,,,,2241000000.0,,,,,,1635000000.0,,2464000000.0,,,6000000.0,,,590000000.0,1457000000.0,4494000000.0,590000000.0,,,,,,,-1840000000.0,,70000000.0,1078000000.0,3711000000.0,,280000000.0,79000000.0,,,,17000000.0,,1040000000.0,1632000000.0,,1040000000.0,,,,,38000000.0,,,,,,,439000000.0,3063000000.0,870000000.0,,,0.0,,,,868000000.0,-184000000.0,,-636000000.0,,0.115,,,,,,,,,,11665000000.0,7213000000.0,1160000000.0,,,,,,,,,-126000000.0,107000000.0,,,2138000000.0,,,,5130434783.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757296000,997000000.0,-305000000.0,0.0,0.0,1672000000.0,454000000.0,,,1144000000.0,13957000000.0,,4800000000.0,2266000000.0,,-773000000.0,,45000000.0,2217000000.0,,0.0,734000000.0,-240000000.0,,,,97000000.0,,7437000000.0,-81000000.0,7437000000.0,-1867000000.0,,1708000000.0,3309000000.0,,54000000.0,,6055000000.0,,412000000.0,9458000000.0,-680000000.0,,702000000.0,2188000000.0,998000000.0,637000000.0,5171000000.0,5596000000.0,4434000000.0,,,3373000000.0,1144000000.0,,2176000000.0,12021000000.0,1428000000.0,956000000.0,-883000000.0,0.42,1428000000.0,,4434000000.0,1163000000.0,,725000000.0,2176000000.0,,,29000000.0,2266000000.0,,145000000.0,5695000000.0,4584000000.0,78000000.0,1573000000.0,,2210000000.0,360000000.0,,786000000.0,9458000000.0,,454000000.0,1476000000.0,4584000000.0,466000000.0,,,,-1540000000.0,1049000000.0,,-1867000000.0,,113000000.0,1049000000.0,3729000000.0,,213000000.0,86000000.0,,,2508000000.0,7000000.0,,998000000.0,1672000000.0,3729000000.0,998000000.0,5171000000.0,7587000000.0,9157000000.0,549000000.0,44000000.0,,5243373494.0,113000000.0,,,,549000000.0,3309000000.0,679000000.0,3462000000.0,725000000.0,0.0,0.415,,,630000000.0,-218000000.0,5180952381.0,-336000000.0,-41000000.0,,998000000.0,,,,,,3185000000.0,,168000000.0,12021000000.0,7587000000.0,1282000000.0,,-816000000.0,,,,,5596000000.0,,-118000000.0,-42000000.0,-62000000.0,,2217000000.0,,,,,,0.0,3102000000.0,251000000.0,,,-800000000.0,,42000000.0,1282000000.0,,,-885000000.0,,,,,,,,,,,,,,,,,
765072000,,-265000000.0,,959000000.0,,521000000.0,,,,,0.1,,,,-91000000.0,,2000000.0,,,,863000000.0,-187000000.0,,,,91000000.0,,,8000000.0,7593000000.0,,-274000000.0,,,,,,,,158000000.0,9726000000.0,,,,,,772000000.0,5292000000.0,5764000000.0,4568000000.0,,,3352000000.0,1268000000.0,5184000000.0,,,,,,,1440000000.0,,,1151000000.0,,731000000.0,,,,,2301000000.0,,,,,,1429000000.0,,2201000000.0,,,-24000000.0,,,521000000.0,1338000000.0,4816000000.0,521000000.0,,,,,,,-1940000000.0,,130000000.0,1071000000.0,3824000000.0,,239000000.0,31000000.0,,,,18000000.0,,959000000.0,1885000000.0,,959000000.0,,,,,43000000.0,,,,,,,550000000.0,3467000000.0,760000000.0,,,0.0,,,,343000000.0,-185000000.0,,-119000000.0,,0.1,,,,,,,,,,12409000000.0,7841000000.0,1277000000.0,,,,,,,,,-166000000.0,-39000000.0,,25000000.0,2130000000.0,,,,5184000000.0,,998000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
