,annualTaxProvision,quarterlyInvestingCashFlow,annualEndCashPosition,quarterlyEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingCostOfRevenue,trailingTotalRevenue,annualOtherCurrentAssets,annualTotalRevenue,quarterlyBasicEPS,annualCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyPurchaseOfInvestment,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualAccountsPayable,trailingOperatingIncome,annualNetOtherFinancingCharges,quarterlyEbitda,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,trailingTaxProvision,trailingEndCashPosition,quarterlyDepreciationAndAmortization,annualInvestmentsAndAdvances,annualTotalLiabilitiesNetMinorityInterest,quarterlyDeferredIncomeTax,quarterlyTotalLiabilitiesNetMinorityInterest,annualAccumulatedDepreciation,quarterlyChangeInWorkingCapital,annualFreeCashFlow,annualOtherNonCurrentAssets,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualGainsLossesNotAffectingRetainedEarnings,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualNetOtherInvestingChanges,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyOperatingIncome,quarterlyCurrentLiabilities,quarterlyGrossPPE,quarterlyCurrentAssets,quarterlyIncomeTaxPayable,trailingFreeCashFlow,quarterlyTotalRevenue,quarterlyOtherCurrentAssets,quarterlyDilutedAverageShares,annualNetIncome,annualTotalAssets,annualLongTermDebt,annualBeginningCashPosition,annualCashDividendsPaid,annualBasicEPS,quarterlyLongTermDebt,annualAccountsReceivable,annualCurrentAssets,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,quarterlyOtherNonCurrentLiabilities,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSaleOfInvestment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingRepurchaseOfCapitalStock,annualCommonStockIssuance,annualSellingGeneralAndAdministration,annualStockholdersEquity,annualOtherNonCashItems,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyGrossProfit,annualDepreciationAndAmortization,trailingNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,annualRetainedEarnings,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyGoodwill,trailingCommonStockIssuance,annualCashFlowFromContinuingFinancingActivities,annualInventory,quarterlyRepaymentOfDebt,quarterlyAccumulatedDepreciation,annualStockBasedCompensation,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,quarterlyNetPPE,annualCapitalStock,quarterlyTaxProvision,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyCommonStockIssuance,trailingDepreciationAndAmortization,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualNetPPE,quarterlyCashAndCashEquivalents,annualCurrentLiabilities,annualTotalNonCurrentAssets,annualGrossProfit,annualOtherIntangibleAssets,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualDilutedAverageShares,annualNonCurrentDeferredTaxesLiabilities,annualIncomeTaxPayable,trailingPurchaseOfBusiness,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,quarterlyPretaxIncome,annualEbitda,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualDilutedEPS,trailingOtherNonCashItems,annualPurchaseOfBusiness,quarterlyOperatingCashFlow,quarterlyCapitalExpenditure,annualBasicAverageShares,quarterlyCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyDilutedEPS,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingCashDividendsPaid,trailingInterestExpense,trailingBeginningCashPosition,trailingNetIncome,annualPretaxIncome,annualGoodwill,annualInterestExpense,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyOtherCurrentLiabilities,annualChangesInAccountReceivables,annualPurchaseOfInvestment,trailingPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,annualGrossPPE,trailingInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyAccountsPayable,quarterlyCapitalStock,annualRepaymentOfDebt,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyBasicAverageShares,trailingChangeInWorkingCapital,quarterlyBeginningCashPosition,annualOperatingIncome,annualOtherIncomeExpense,trailingRepaymentOfDebt,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingGrossProfit,annualChangeInCashSupplementalAsReported,annualOtherCurrentLiabilities,trailingStockBasedCompensation,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,annualResearchAndDevelopment,quarterlyNonCurrentDeferredRevenue,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,quarterlyChangeInAccountPayable,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingChangeInInventory,trailingChangeInAccountPayable,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,trailingDilutedAverageShares
1309392000,,-1281000000.0,,10166000000.0,,2797000000.0,,,,,0.61,,,,-2171000000.0,105000000.0,-2322000000.0,,,,4349000000.0,-1078000000.0,,,,471000000.0,,,204000000.0,44666000000.0,,-114000000.0,,,,,,,,2583000000.0,51816000000.0,,,,,,3174000000.0,24194000000.0,22928000000.0,26539000000.0,396000000.0,,12737000000.0,0.0,4660000000.0,,,,,,,11373000000.0,,,4989000000.0,,4393000000.0,,,5630000000.0,,20472000000.0,,,,,,4574000000.0,8456000000.0,7748000000.0,,,-579000000.0,,,2797000000.0,4422000000.0,35142000000.0,2804000000.0,,12004000000.0,,,,-5365000000.0,-7995000000.0,,4706000000.0,3237000000.0,14933000000.0,,990000000.0,583000000.0,,,,362000000.0,,14017000000.0,2486000000.0,,10166000000.0,,,,,84000000.0,,,,,,-71000000.0,15457000000.0,2701000000.0,3794000000.0,,,-16000000.0,,,,3184000000.0,-601000000.0,,-956000000.0,,0.6,,,,,,,,,,80090000000.0,53551000000.0,0.0,,,,,3851000000.0,,,,-242000000.0,1091000000.0,,1858000000.0,21312000000.0,880000000.0,,287000000.0,4580000000.0,,9075000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317340800,,-1086000000.0,,12682000000.0,,2221000000.0,,,,,0.485,,,,-739000000.0,87000000.0,73000000.0,,,,3505000000.0,-16000000.0,,,,466000000.0,,,16000000.0,48254000000.0,,496000000.0,,,,,,,,2433000000.0,52965000000.0,,,,,,2750000000.0,25581000000.0,22640000000.0,28191000000.0,264000000.0,,12248000000.0,0.0,4652000000.0,,,,,,,13708000000.0,,,4875000000.0,,4404000000.0,,,5131000000.0,,22673000000.0,,,,,,4623000000.0,8337000000.0,7373000000.0,,,167000000.0,,,2221000000.0,4527000000.0,33209000000.0,2243000000.0,,12073000000.0,,,,-7132000000.0,-8118000000.0,,4561000000.0,3172000000.0,14522000000.0,,680000000.0,148000000.0,,,,580000000.0,,16497000000.0,2082000000.0,,12682000000.0,,,,,116000000.0,,,,,,,15411000000.0,3219000000.0,2923000000.0,,,27000000.0,,,,3158000000.0,-725000000.0,,1146000000.0,,0.475,,,,,,,,,,81753000000.0,53562000000.0,0.0,,,,,3815000000.0,,,,-2237000000.0,2516000000.0,,118000000.0,23235000000.0,880000000.0,,-1174000000.0,4572000000.0,,10166000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,2805000000.0,890000000.0,12803000000.0,12803000000.0,14912000000.0,1654000000.0,,,0.0,46542000000.0,,18216000000.0,23770000000.0,,-864000000.0,86000000.0,-19000000.0,9009000000.0,,45000000.0,2846000000.0,-2141000000.0,1232000000.0,,,531000000.0,8374000000.0,48053000000.0,834000000.0,48053000000.0,-8212000000.0,-217000000.0,6554000000.0,3495000000.0,,-1893000000.0,,18172000000.0,-2703000000.0,1669000000.0,53550000000.0,-4513000000.0,,-1070000000.0,8634000000.0,12803000000.0,1951000000.0,24283000000.0,23151000000.0,25497000000.0,362000000.0,,11040000000.0,0.0,,8572000000.0,79974000000.0,13656000000.0,8517000000.0,-4300000000.0,1.893946,13656000000.0,4920000000.0,25497000000.0,4403000000.0,,5420000000.0,8572000000.0,5384000000.0,4920000000.0,5647000000.0,23770000000.0,,1569000000.0,17440000000.0,31635000000.0,-335000000.0,4686000000.0,8374000000.0,6637000000.0,1954000000.0,,9000000.0,53550000000.0,5384000000.0,1654000000.0,4411000000.0,31635000000.0,1674000000.0,,12219000000.0,,-2234000000.0,3092000000.0,-5435000000.0,-8212000000.0,354000000.0,4694000000.0,3092000000.0,14939000000.0,880000000.0,537000000.0,237000000.0,,,9474000000.0,187000000.0,,14035000000.0,14912000000.0,14939000000.0,12803000000.0,24283000000.0,54477000000.0,28326000000.0,15450000000.0,104000000.0,,4646000000.0,4694000000.0,362000000.0,,,15450000000.0,3495000000.0,2211000000.0,13810000000.0,5420000000.0,12000000.0,1.845,,,2674000000.0,-1005000000.0,4526000000.0,-3410000000.0,-447000000.0,,14035000000.0,,,,,,11439000000.0,12219000000.0,417000000.0,79974000000.0,54477000000.0,0.0,-562000000.0,-4844000000.0,,,1232000000.0,,23151000000.0,,-905000000.0,121000000.0,1028000000.0,2621000000.0,2172000000.0,880000000.0,-22530000000.0,-2703000000.0,,,12682000000.0,10154000000.0,1219000000.0,,,-2920000000.0,,4286000000.0,0.0,,,-2524000000.0,,,,,,,,,,,,,,,,,
1333152000,,-4883000000.0,,10664000000.0,,2054000000.0,,,,,0.455,,,,-4784000000.0,77000000.0,1000000.0,,,,3260000000.0,0.0,,,,447000000.0,,,-103000000.0,50679000000.0,,-1846000000.0,,,,,,,,-99000000.0,54520000000.0,,,,,,2509000000.0,24846000000.0,23955000000.0,28023000000.0,365000000.0,,11137000000.0,0.0,4602000000.0,,,,,,,16351000000.0,,,4348000000.0,,4663000000.0,,,4814000000.0,,25833000000.0,,,,,,4280000000.0,8911000000.0,6789000000.0,,,-101000000.0,,,2054000000.0,4181000000.0,32818000000.0,2067000000.0,,12344000000.0,,,,-8835000000.0,-8655000000.0,,4819000000.0,3442000000.0,15300000000.0,,658000000.0,189000000.0,,,,436000000.0,,15779000000.0,14764000000.0,,10664000000.0,,,,,88000000.0,,,,,,-121000000.0,15549000000.0,3770000000.0,2725000000.0,,,42000000.0,,,,493000000.0,-592000000.0,,1922000000.0,,0.445,,,,,,,,,,83897000000.0,55874000000.0,0.0,,,,,5115000000.0,,,,-1079000000.0,-2139000000.0,,518000000.0,9717000000.0,880000000.0,,-1775000000.0,4526000000.0,,12803000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,,-3677000000.0,,9337000000.0,,2788000000.0,,,,,0.62,,,,-4593000000.0,89000000.0,31000000.0,,,,4243000000.0,-1155000000.0,,,,508000000.0,,,156000000.0,52520000000.0,,183000000.0,,,,,,,,2972000000.0,56159000000.0,,,,,,3294000000.0,26482000000.0,23917000000.0,29325000000.0,615000000.0,,13085000000.0,0.0,4592000000.0,,,,,,,16390000000.0,,,5224000000.0,,4658000000.0,,,5397000000.0,,26038000000.0,,,,,,4567000000.0,9236000000.0,7861000000.0,,,117000000.0,,,2788000000.0,4497000000.0,32269000000.0,2800000000.0,,12357000000.0,,,,-9266000000.0,-8743000000.0,,4990000000.0,3587000000.0,15174000000.0,,823000000.0,329000000.0,,,,559000000.0,,16966000000.0,16092000000.0,,9337000000.0,,,,,112000000.0,,,,,,-635000000.0,15394000000.0,3663000000.0,3623000000.0,,,13000000.0,,,,3685000000.0,-713000000.0,,-774000000.0,,0.605,,,,,,,,,,85149000000.0,55824000000.0,0.0,,,,,7629000000.0,,,,-1531000000.0,-1327000000.0,,574000000.0,9775000000.0,880000000.0,,-3369000000.0,4510000000.0,,10664000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348963200,,-1839000000.0,,9615000000.0,,2311000000.0,,,,,0.51,,,,-2394000000.0,88000000.0,29000000.0,,,,3700000000.0,-1149000000.0,,,,514000000.0,,,103000000.0,53064000000.0,,821000000.0,,,,,,,,2996000000.0,57320000000.0,,,,,,2793000000.0,27008000000.0,24516000000.0,29712000000.0,656000000.0,,12340000000.0,0.0,4587000000.0,,,,,,,16181000000.0,,,4853000000.0,,4678000000.0,,,5083000000.0,,26056000000.0,,,,,,4694000000.0,10150000000.0,7487000000.0,,,-1194000000.0,,,2311000000.0,4630000000.0,33210000000.0,2329000000.0,,12381000000.0,,,,-10689000000.0,-9128000000.0,,5197000000.0,3447000000.0,15388000000.0,,755000000.0,275000000.0,,,,324000000.0,,18083000000.0,16549000000.0,,9615000000.0,,,,,102000000.0,,,,,,-410000000.0,15394000000.0,3629000000.0,3084000000.0,,,52000000.0,,,,3662000000.0,-666000000.0,,-1547000000.0,,0.5,,,,,,,,,,86654000000.0,56942000000.0,0.0,,,,,8468000000.0,,,,-1009000000.0,278000000.0,,1653000000.0,9803000000.0,1760000000.0,,-2941000000.0,4502000000.0,,9337000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,2723000000.0,-1005000000.0,8442000000.0,8442000000.0,17874000000.0,1866000000.0,,,2973000000.0,48017000000.0,0.42,19053000000.0,25185000000.0,-556000000.0,-3085000000.0,5000000.0,359000000.0,8680000000.0,,100000000.0,2985000000.0,-2291000000.0,8109000000.0,,,513000000.0,10448000000.0,53006000000.0,476000000.0,53006000000.0,-9010000000.0,-238000000.0,7865000000.0,3585000000.0,,-1080000000.0,,18185000000.0,-3385000000.0,1996000000.0,58045000000.0,-4559000000.0,,-187000000.0,9086000000.0,8442000000.0,2183000000.0,27821000000.0,23486000000.0,30328000000.0,471000000.0,,11455000000.0,2973000000.0,4557000000.0,9019000000.0,86174000000.0,14736000000.0,12803000000.0,-4595000000.0,2.0,14736000000.0,4759000000.0,30328000000.0,4628000000.0,,5468000000.0,9019000000.0,5277000000.0,4759000000.0,5622000000.0,25185000000.0,,1489000000.0,17738000000.0,32790000000.0,420000000.0,4644000000.0,10448000000.0,6827000000.0,1982000000.0,,991000000.0,58045000000.0,5277000000.0,1866000000.0,4430000000.0,32790000000.0,1890000000.0,,12255000000.0,,-3347000000.0,3264000000.0,-9783000000.0,-9010000000.0,259000000.0,4981000000.0,3264000000.0,14476000000.0,1760000000.0,487000000.0,163000000.0,,,10645000000.0,170000000.0,,16551000000.0,17874000000.0,14476000000.0,8442000000.0,27821000000.0,55846000000.0,28964000000.0,15082000000.0,95000000.0,,4584000000.0,4981000000.0,471000000.0,,-369000000.0,15082000000.0,3585000000.0,2377000000.0,14188000000.0,5468000000.0,-7000000.0,1.97,,-1535000000.0,2805000000.0,-809000000.0,4504000000.0,-2948000000.0,-286000000.0,0.41,16551000000.0,,,,,,11809000000.0,12255000000.0,397000000.0,86174000000.0,55846000000.0,796000000.0,-33000000.0,-14856000000.0,,,8109000000.0,,23486000000.0,,-940000000.0,-1173000000.0,632000000.0,2877000000.0,8680000000.0,1760000000.0,-38573000000.0,-3385000000.0,4479000000.0,,9615000000.0,10779000000.0,956000000.0,,,-2780000000.0,,-4361000000.0,796000000.0,,,-11404000000.0,,,,,,,,,,,,,,,,,
1364688000,,-1218000000.0,,9162000000.0,,1751000000.0,,,,,0.39,,,,-3506000000.0,47000000.0,110000000.0,,,,2919000000.0,0.0,,,,473000000.0,,,157000000.0,55556000000.0,,-2184000000.0,,,,,,,,-20000000.0,58549000000.0,,,,,,2408000000.0,31102000000.0,23938000000.0,31519000000.0,382000000.0,,11035000000.0,1183000000.0,4530000000.0,,,,,,,14291000000.0,,,4324000000.0,,4949000000.0,,,5007000000.0,,24454000000.0,,,,,,4303000000.0,11077000000.0,6711000000.0,,,-136000000.0,,,1751000000.0,4182000000.0,32480000000.0,1769000000.0,,12291000000.0,,,,-10065000000.0,-9395000000.0,,5214000000.0,3607000000.0,14543000000.0,,575000000.0,-78000000.0,,,,417000000.0,,18428000000.0,20827000000.0,,9162000000.0,,,,,102000000.0,,,,,,-28000000.0,15098000000.0,3922000000.0,2344000000.0,,,21000000.0,,,,478000000.0,-498000000.0,,1435000000.0,,0.39,,,,,,,,,,88450000000.0,56931000000.0,446000000.0,,,,,9266000000.0,,,,-1523000000.0,720000000.0,,2225000000.0,9447000000.0,1760000000.0,,-3211000000.0,4455000000.0,,8442000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,-1490000000.0,,9406000000.0,,2676000000.0,,,,,0.6,,,,-3571000000.0,45000000.0,-5000000.0,,,,4121000000.0,-1249000000.0,,,,474000000.0,,,-57000000.0,56880000000.0,,429000000.0,,,,,,,,2907000000.0,59978000000.0,,,,,,3243000000.0,32469000000.0,24151000000.0,32572000000.0,447000000.0,,12749000000.0,1145000000.0,4527000000.0,,,,,,,14179000000.0,,,4989000000.0,,4934000000.0,,,5516000000.0,,24411000000.0,,,,,,4517000000.0,10829000000.0,7760000000.0,,,-89000000.0,,,2676000000.0,4385000000.0,32223000000.0,2694000000.0,,12657000000.0,,,,-9389000000.0,-9602000000.0,,5298000000.0,3643000000.0,14549000000.0,,831000000.0,275000000.0,,,,534000000.0,,19213000000.0,21507000000.0,,9406000000.0,,,,,122000000.0,,,,,,-280000000.0,15049000000.0,3855000000.0,3525000000.0,,,66000000.0,,,,3478000000.0,-571000000.0,,-1299000000.0,,0.59,,,,,,,,,,89511000000.0,56939000000.0,468000000.0,,,,,9807000000.0,,,,-1455000000.0,244000000.0,,2999000000.0,10047000000.0,1760000000.0,,-4083000000.0,4446000000.0,,9162000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,-275000000.0,,11118000000.0,,2447000000.0,,,,,0.55,,,,-4374000000.0,63000000.0,363000000.0,,,,3967000000.0,-1245000000.0,,,,497000000.0,,,79000000.0,56967000000.0,,1103000000.0,,,,,,,,3200000000.0,61187000000.0,,,,,,2472000000.0,33042000000.0,24401000000.0,31576000000.0,418000000.0,,12030000000.0,0.0,4498000000.0,,,,,,,14173000000.0,,,4793000000.0,,4445000000.0,,,5116000000.0,,23925000000.0,,,,,,4765000000.0,11535000000.0,7237000000.0,,,110000000.0,,,2447000000.0,4424000000.0,32132000000.0,2455000000.0,,12412000000.0,,,,-7839000000.0,-9853000000.0,,5307000000.0,3321000000.0,14548000000.0,,925000000.0,862000000.0,,,,128000000.0,,20459000000.0,22034000000.0,,11118000000.0,,,,,90000000.0,,,,,,-18000000.0,15091000000.0,4270000000.0,3380000000.0,,,-17000000.0,,,,3756000000.0,-556000000.0,,-1519000000.0,,0.54,,,,,,,,,,89432000000.0,57856000000.0,0.0,,,,,9341000000.0,,,,-914000000.0,1712000000.0,,4377000000.0,10590000000.0,1760000000.0,,-4699000000.0,4426000000.0,,9406000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,2851000000.0,-1231000000.0,10414000000.0,10414000000.0,17925000000.0,1710000000.0,,,0.0,46854000000.0,0.39,18421000000.0,28804000000.0,-158000000.0,-3331000000.0,72000000.0,231000000.0,9577000000.0,,17000000.0,2910000000.0,-2475000000.0,9854000000.0,,,533000000.0,11512000000.0,56615000000.0,469000000.0,56615000000.0,-10065000000.0,-280000000.0,7992000000.0,4661000000.0,,-932000000.0,,18205000000.0,-3432000000.0,1905000000.0,61660000000.0,-4832000000.0,,-303000000.0,8626000000.0,10414000000.0,2105000000.0,27811000000.0,25032000000.0,31304000000.0,309000000.0,,11040000000.0,0.0,4482000000.0,8584000000.0,90055000000.0,19154000000.0,8442000000.0,-4969000000.0,1.94,19154000000.0,4873000000.0,31304000000.0,4315000000.0,,3498000000.0,8584000000.0,6261000000.0,4873000000.0,12791000000.0,28804000000.0,,1328000000.0,17310000000.0,33173000000.0,699000000.0,4620000000.0,11512000000.0,6725000000.0,1977000000.0,,-188000000.0,61660000000.0,6261000000.0,1710000000.0,4319000000.0,33173000000.0,1708000000.0,,12312000000.0,,-3745000000.0,3277000000.0,-11421000000.0,-10065000000.0,227000000.0,6152000000.0,3277000000.0,14967000000.0,1760000000.0,520000000.0,119000000.0,,,10542000000.0,249000000.0,,20268000000.0,17925000000.0,14967000000.0,10414000000.0,27811000000.0,58751000000.0,28433000000.0,15299000000.0,149000000.0,,4509000000.0,6152000000.0,309000000.0,,-27000000.0,15299000000.0,4661000000.0,2228000000.0,13917000000.0,3498000000.0,-53000000.0,1.9,,-353000000.0,2830000000.0,-925000000.0,4434000000.0,-2362000000.0,-105000000.0,0.38,20268000000.0,,,,,,11477000000.0,12312000000.0,463000000.0,90055000000.0,58751000000.0,0.0,28000000.0,-14782000000.0,,,9854000000.0,,25032000000.0,,-940000000.0,-704000000.0,648000000.0,3190000000.0,9577000000.0,1760000000.0,-38714000000.0,-3432000000.0,4410000000.0,,11118000000.0,10228000000.0,1178000000.0,,,-2550000000.0,,1972000000.0,0.0,,,-4214000000.0,,,,,,,,,,,,,,,,,
1396224000,,-2213000000.0,,9131000000.0,,1619000000.0,,,,,0.37,,,,-4369000000.0,39000000.0,130000000.0,,,,2802000000.0,0.0,,,,473000000.0,,,13000000.0,58367000000.0,,-1430000000.0,,,,,,,,617000000.0,61937000000.0,,,,,,2376000000.0,30056000000.0,25255000000.0,31052000000.0,296000000.0,,10576000000.0,0.0,4464000000.0,,,,,,,18640000000.0,,,4083000000.0,,3414000000.0,,,5233000000.0,,28311000000.0,,,,,,4117000000.0,13127000000.0,6493000000.0,,,27000000.0,,,1619000000.0,3989000000.0,32654000000.0,1626000000.0,,12343000000.0,,,,-9567000000.0,-10395000000.0,,6257000000.0,3357000000.0,14860000000.0,,579000000.0,-170000000.0,,,,191000000.0,,19433000000.0,19801000000.0,,9131000000.0,,,,,124000000.0,,,,,,-85000000.0,15252000000.0,4655000000.0,2205000000.0,,,-470000000.0,,,,1066000000.0,-449000000.0,,205000000.0,,0.36,,,,,,,,,,91289000000.0,60237000000.0,0.0,,,,,10302000000.0,,,,-875000000.0,-1283000000.0,,2595000000.0,9959000000.0,1760000000.0,,-3594000000.0,4401000000.0,,10414000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,-915000000.0,,11618000000.0,,2595000000.0,,,,,0.59,,,,-3526000000.0,73000000.0,-4000000.0,,,,3985000000.0,-1342000000.0,,,,494000000.0,,,-80000000.0,61188000000.0,,255000000.0,,,,,,,,2823000000.0,63194000000.0,,,,,,3170000000.0,32629000000.0,25528000000.0,33871000000.0,454000000.0,,12574000000.0,0.0,4454000000.0,,,,,,,18643000000.0,,,4819000000.0,,3447000000.0,,,5870000000.0,,28559000000.0,,,,,,4585000000.0,14458000000.0,7755000000.0,,,-269000000.0,,,2595000000.0,4384000000.0,34071000000.0,2605000000.0,,12296000000.0,,,,-8555000000.0,-10610000000.0,,6469000000.0,3536000000.0,14918000000.0,,779000000.0,177000000.0,,,,459000000.0,,21609000000.0,21600000000.0,,11618000000.0,,,,,107000000.0,,,,,,-247000000.0,15141000000.0,4805000000.0,3384000000.0,,,32000000.0,,,,3404000000.0,-581000000.0,,-143000000.0,,0.58,,,,,,,,,,95489000000.0,61618000000.0,0.0,,,,,9991000000.0,,,,-1078000000.0,2487000000.0,,3597000000.0,10575000000.0,1760000000.0,,-2986000000.0,4391000000.0,,9131000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,-3430000000.0,,11084000000.0,,2114000000.0,,,,,0.48,,,,-6203000000.0,31000000.0,104000000.0,,,,3283000000.0,-1338000000.0,,,,510000000.0,,,-112000000.0,62645000000.0,,674000000.0,,,,,,,,2921000000.0,63972000000.0,,,,,,2711000000.0,32760000000.0,25538000000.0,35452000000.0,528000000.0,,11976000000.0,103000000.0,4445000000.0,,,,,,,20111000000.0,,,4630000000.0,,3383000000.0,,,5081000000.0,,29885000000.0,,,,,,4635000000.0,14319000000.0,7346000000.0,,,-38000000.0,,,2114000000.0,4507000000.0,33429000000.0,2122000000.0,,12188000000.0,,,,-10372000000.0,-10800000000.0,,6391000000.0,3277000000.0,14738000000.0,,538000000.0,-107000000.0,,,,408000000.0,,23714000000.0,21699000000.0,,11084000000.0,,,,,113000000.0,,,,,,-11000000.0,14767000000.0,4850000000.0,2660000000.0,,,29000000.0,,,,3509000000.0,-588000000.0,,-258000000.0,,0.48,,,,,,,,,,96314000000.0,60862000000.0,16000000.0,,,,,12630000000.0,,,,-1010000000.0,-534000000.0,,3366000000.0,10517000000.0,1760000000.0,,-3843000000.0,4383000000.0,,11618000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,2201000000.0,-948000000.0,8958000000.0,8958000000.0,22682000000.0,770000000.0,,,679000000.0,45998000000.0,0.18,17889000000.0,29088000000.0,-250000000.0,-3702000000.0,66000000.0,680000000.0,9234000000.0,,-363000000.0,1714000000.0,-2670000000.0,12717000000.0,,,499000000.0,13625000000.0,61462000000.0,139000000.0,61462000000.0,-10625000000.0,62000000.0,8209000000.0,4407000000.0,,-439000000.0,,18401000000.0,-5777000000.0,1848000000.0,63408000000.0,-4162000000.0,,-268000000.0,7124000000.0,8958000000.0,1451000000.0,32374000000.0,25258000000.0,32986000000.0,400000000.0,,10872000000.0,679000000.0,4437000000.0,7098000000.0,92023000000.0,19063000000.0,10414000000.0,-5350000000.0,1.62,19063000000.0,4466000000.0,32986000000.0,4357000000.0,,4389000000.0,7098000000.0,5637000000.0,4466000000.0,12986000000.0,29088000000.0,,1532000000.0,17218000000.0,30320000000.0,910000000.0,5064000000.0,13625000000.0,6515000000.0,1976000000.0,,12000000.0,63408000000.0,5637000000.0,770000000.0,4338000000.0,30320000000.0,771000000.0,,12100000000.0,,-3631000000.0,3100000000.0,-8468000000.0,-10625000000.0,209000000.0,5636000000.0,3100000000.0,14633000000.0,1760000000.0,305000000.0,-394000000.0,,,10615000000.0,474000000.0,,21675000000.0,22682000000.0,14633000000.0,8958000000.0,32374000000.0,59037000000.0,28109000000.0,14272000000.0,139000000.0,,4450000000.0,5636000000.0,400000000.0,,-46000000.0,14272000000.0,4407000000.0,1076000000.0,11784000000.0,4389000000.0,46000000.0,1.6,,-389000000.0,2636000000.0,-788000000.0,4387000000.0,-3435000000.0,35000000.0,0.17,21675000000.0,,,,,,9325000000.0,12100000000.0,483000000.0,92023000000.0,59037000000.0,58000000.0,-253000000.0,-17800000000.0,,,12717000000.0,,25258000000.0,,-1199000000.0,-2126000000.0,-40000000.0,3428000000.0,9234000000.0,1760000000.0,-36962000000.0,-5777000000.0,4375000000.0,,11084000000.0,9708000000.0,-494000000.0,,,-2406000000.0,,-1456000000.0,58000000.0,,,-7506000000.0,,,,,,,,,,,,,,,,,
