,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualStockholdersEquity,annualOtherNonCashItems,annualPurchaseOfBusiness,quarterlyBasicEPS,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,annualInventory,annualPurchaseOfInvestment,trailingOperatingCashFlow,quarterlyNetPPE,quarterlyOtherIncomeExpense,annualAccountsReceivable,annualCapitalStock,quarterlyTaxProvision,quarterlyInventory,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,quarterlyBasicAverageShares,quarterlyOtherCurrentLiabilities,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualNetPPE,quarterlyOperatingExpense,annualOperatingCashFlow,annualGrossProfit,annualCurrentLiabilities,annualGoodwill,annualOtherIntangibleAssets,annualSaleOfInvestment,quarterlyAccountsReceivable,quarterlyCapitalStock,annualBasicAverageShares,annualOtherNonCurrentLiabilities,annualEbitda,annualRepaymentOfDebt,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,annualOperatingIncome,annualOtherCurrentLiabilities,trailingGrossProfit,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,annualCashCashEquivalentsAndMarketableSecurities,trailingPretaxIncome,trailingInterestExpense,annualEndCashPosition,annualPretaxIncome,annualNonCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,quarterlyCashAndCashEquivalents,trailingChangeInCashSupplementalAsReported,annualGrossPPE,annualAccountsPayable,trailingOperatingIncome,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,quarterlyCurrentDebt,quarterlyInterestExpense,quarterlyOtherIntangibleAssets,trailingEndCashPosition,annualIncomeTaxPayable,quarterlyNonCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyAccountsPayable,annualInvestmentsAndAdvances,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,annualOtherNonCurrentAssets,quarterlyGrossProfit,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,trailingSellingGeneralAndAdministration,quarterlyIncomeTaxPayable,trailingOperatingExpense,annualCashAndCashEquivalents,annualCapitalExpenditure,annualCurrentAccruedExpenses,quarterlyDilutedEPS,quarterlyTotalRevenue,quarterlyGrossPPE,annualTaxProvision,quarterlyOperatingIncome,trailingBeginningCashPosition,annualInterestExpense,annualChangesInAccountReceivables,trailingCostOfRevenue,annualDilutedEPS,annualCurrentAssets,annualTotalRevenue,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyEbitda,annualChangeInAccountPayable,annualAccumulatedDepreciation,annualOtherShortTermInvestments,annualCommonStockIssuance,annualNetOtherFinancingCharges,annualDilutedAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualBasicEPS,quarterlyGoodwill,trailingNetIncomeCommonStockholders,annualRetainedEarnings,quarterlyPretaxIncome,trailingNetIncome,quarterlyStockholdersEquity,annualTotalAssets,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualBeginningCashPosition,annualLongTermDebt,annualCostOfRevenue,annualOtherCurrentAssets,annualCurrentDeferredRevenue,annualTotalNonCurrentAssets,quarterlyDilutedAverageShares,annualSellingGeneralAndAdministration,trailingTaxProvision,annualFreeCashFlow,quarterlyRepurchaseOfCapitalStock,trailingChangesInAccountReceivables,trailingResearchAndDevelopment,trailingNetOtherFinancingCharges,trailingCommonStockIssuance,quarterlyPurchaseOfBusiness,trailingOtherIncomeExpense,trailingChangeInAccountPayable,annualResearchAndDevelopment,annualStockBasedCompensation,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyChangeInInventory,quarterlyCommonStockIssuance,trailingOtherNonCashItems,quarterlyDepreciationAndAmortization,trailingSaleOfInvestment,quarterlyNetOtherInvestingChanges,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyChangeInCashSupplementalAsReported,trailingRepurchaseOfCapitalStock,quarterlyCapitalExpenditure,quarterlyStockBasedCompensation,trailingStockBasedCompensation,quarterlyCashDividendsPaid,trailingPurchaseOfInvestment,trailingDilutedEPS,annualRepurchaseOfCapitalStock,quarterlyFreeCashFlow,trailingBasicEPS,quarterlyPurchaseOfInvestment,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,trailingDilutedAverageShares,trailingDepreciationAndAmortization,trailingChangeInInventory,trailingDeferredIncomeTax,quarterlyChangesInAccountReceivables,quarterlyChangeInWorkingCapital,quarterlyCashFlowFromContinuingFinancingActivities,trailingCapitalExpenditure,trailingChangeInWorkingCapital,quarterlyRepaymentOfDebt,quarterlyDeferredIncomeTax,trailingNetOtherInvestingChanges,quarterlyNetOtherFinancingCharges,quarterlyResearchAndDevelopment,quarterlyEndCashPosition,trailingBasicAverageShares,quarterlySaleOfInvestment,quarterlyBeginningCashPosition,quarterlyChangeInAccountPayable,quarterlyInvestingCashFlow,quarterlyOtherNonCashItems
1128038400,,,,,,-0.0489,-478010624.0,,-478010624.0,,,,,,,,,,,,,,,3668390900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-478010624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0489,1375041192.0,,,1375041192.0,,,,,,,,,,,1375041192.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3668390900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,,1672172000.0,6139688000.0,489893053.8,0.0,,99474000.0,325559000.0,99474000.0,616559000.0,,569524000.0,1046818000.0,-855973833.2,,4362762000.0,,124958000.0,0.0,,1046818000.0,,0.0,,2063622000.0,,,4362762000.0,,896283000.0,457035000.0,8059834000.0,339710000.0,584811000.0,855973833.2,124958000.0,0.0,3668390900.0,413181000.0,-121787706.8,-10110702000.0,,,-738346706.8,2063622000.0,,874100000.0,-401099000.0,7656271755.0,,,843400000.0,-1195402000.0,79602000.0,99474000.0,14692305000.0,7656271755.0,,4670096000.0,,6254207054.8,928892000.0,,,7582139000.0,3597544000.0,,584811000.0,,,79602000.0,8139436000.0,928892000.0,,,1195381706.8,1672172000.0,,-671289000.0,,,,,4670096000.0,-1116001628.0,,,1360827256.0,6254207054.8,101884000.0,-4846509450.8,,,,,-0.183,7110166000.0,5468990000.0,,-671289000.0,79602000.0,-4846509450.8,,-1891445054.8,2986175755.0,0.0,71109000.0,3668390900.0,79602000.0,1056166000.0,2986175755.0,3182559000.0,-0.183,339710000.0,,3182559000.0,,,6139688000.0,14692305000.0,7110166000.0,,8059834000.0,,8139436000.0,3597544000.0,-671289000.0,-2936558755.0,-1891445054.8,413181000.0,-19450000.0,1244499000.0,0.0,5011955000.0,-2936558755.0,,7582139000.0,,1195336000.0,,-219718628.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,,,,-0.015465,-56737724.4,,-56737724.4,,,,,,,,,,,,,,,3668390900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56737724.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.015465,2171979738.0,,,2171979738.0,,,,,,,,,,,2171979738.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3668390900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151625600,,2161962503.4,,,,-0.015485,-56799501.5,,-56799501.5,,,,,,,4225099470.2,23223441.5,,,12774891.4,1203597825.1,,1482718809.6,3668390900.0,4467918338.4,122360755.8,2016210425.8,,202407681.7,,,,,,,1102853656.5,0.0,,,,,,,,,,,,,,,,,,-56799501.5,17143352652.1,5729802604.8,,5729802604.8,,,,,,7483512195.8,1722411906.5,52770374.3,800892956.9,,,,10614040104.3,2737592074.9,,39180064.3,,,158255162.8,,,,,,,,,-0.015485,2174465588.6,6360073216.8,,-44152518.9,,,,,,,,,,,-44152518.9,,,,,,,1563757028.7,,,3403101561.3,,295557265.3,,,-88185123.3,,6171215873.6,,9659840456.3,262308971.6,9050283075.6,,,,,75953844.3,-2134973746.6,81038219.1,,,,,,,,3668390900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159574400,,,,,,-0.037276,-136669793.1,,-136669793.1,,,,,,,,,,,,,,,3666428616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-136669793.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.037276,3077398102.2,,,3077398102.2,,,,,,,,,,,3077398102.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3666428616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167523200,,1562150000.0,5765913000.0,-13826063.0,0.0,,-135500605.4,514832000.0,-135500605.4,811509000.0,,-137250000.0,1346843000.0,0.0,,3865210000.0,,632158000.0,0.0,,1346843000.0,,1485162233.1,,560873000.0,,,3865210000.0,,1145568000.0,524167000.0,7181481000.0,339710000.0,420978000.0,1350000.0,632158000.0,0.0,3668390900.0,1405766.9,-49110721.2,-6179000000.0,,,-860619721.2,560873000.0,,814320000.0,624675000.0,7000634936.8,,,1468075000.0,-714511000.0,109502000.0,-135500605.4,14580364000.0,7000634936.8,,4760821000.0,,6322989159.4,2299267000.0,,,6811784000.0,2679235000.0,,420978000.0,,,109502000.0,8777551000.0,2299267000.0,,,1384786721.2,1562150000.0,,-386108000.0,,,,,4760821000.0,-608012348.1,,,3045620586.6,6322989159.4,47879000.0,-8299753134.6,,,,,-0.1053,7768580000.0,10484754000.0,,-386108000.0,1596070000.0,-8299753134.6,,-2457779159.4,2239813936.8,,-36725000.0,3668390900.0,1596070000.0,1272987000.0,2239813936.8,2779889000.0,-0.1053,339710000.0,,2779889000.0,,,5765913000.0,14580364000.0,7768580000.0,,7181481000.0,,8777551000.0,2679235000.0,-386108000.0,-2057615936.8,-2457779159.4,1405766.9,0.0,843400000.0,1485162233.1,9960587000.0,-2057615936.8,,6811784000.0,,1384718000.0,,537555651.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,8128000.0,,,,0.0,,,,,,,,,,3628537000.0,,,,,1594906000.0,,1853759000.0,,318376000.0,,,,,,,,,,,1702666000.0,303388000.0,,,,,,,,,,,,,,,,,,,16612565000.0,2519054000.0,,1988537000.0,,,,,,7121976000.0,3140762000.0,,941266000.0,,,,10649493000.0,4656592000.0,,,,,,,,,,,,,,0.0,,3628537000.0,,,,,,,,,,,,,,,,,,,,1961383000.0,,530517000.0,3447914000.0,,295529000.0,,,,,5789725000.0,,9490589000.0,,8688110000.0,,,,,72766000.0,,107624000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199059200,,1743980000.0,5917223000.0,-108154000.0,-43317000.0,,,-566825000.0,,867374000.0,,-991935000.0,2469033000.0,,,3569137000.0,,1489408000.0,303488000.0,,2469033000.0,,1489907000.0,,206488000.0,,,3569137000.0,,1338385000.0,1100042000.0,8642970000.0,339710000.0,266416000.0,,1489408000.0,303488000.0,3669022064.0,215327000.0,1069239000.0,-3860000000.0,,,-435653000.0,206488000.0,,-228622000.0,-94659000.0,1891416000.0,,,1373416000.0,-1398000.0,,,16172311000.0,1891416000.0,,1373416000.0,,6655276000.0,3421891000.0,,,6560555000.0,3406147000.0,,266416000.0,,,,10348204000.0,3421891000.0,,,1535695000.0,1743980000.0,,-46606000.0,,,,,1373416000.0,-308425000.0,,,,6655276000.0,45208000.0,,,203263000.0,,,0.0227,9611756000.0,14149149000.0,,83726000.0,1705234000.0,,,-3086139000.0,518000000.0,,143781000.0,3688370044.0,1705234000.0,1041468000.0,518000000.0,2854452000.0,0.0228,339710000.0,,2854452000.0,,,5917223000.0,16172311000.0,9611756000.0,,8642970000.0,,10348204000.0,3406147000.0,83726000.0,2073067000.0,-3086139000.0,215327000.0,0.0,1468075000.0,1489907000.0,13049107000.0,2073067000.0,,6560555000.0,,1535695000.0,,1029960000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,10717000.0,,,,,,,,,,,,,,3911182000.0,,,,,2345694000.0,,1502949000.0,,321114000.0,,,,,,,,,,,1312188000.0,303488000.0,,,,,,,,,,,,,,,,,,,17037270000.0,1634410000.0,,1634410000.0,,,,,,7729776000.0,3880287000.0,,1123170000.0,,,,10519506000.0,3966048000.0,,,,,,,,,,,,,,,,3911182000.0,,,,,,,,,,,,,,,,,,,,1712825000.0,,,,,295529000.0,,,,,6370955000.0,,9307494000.0,,8806681000.0,,,,,171284000.0,,209876000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230681600,,61905000.0,6053722000.0,-588753000.0,,,,-1507457000.0,,445131000.0,,589501000.0,1869202000.0,,,4146338000.0,,930888000.0,303488000.0,,1869202000.0,,0.0,,427891000.0,,,4146338000.0,,-778809000.0,578687000.0,11049167000.0,295529000.0,1075393000.0,,930888000.0,303488000.0,3669766000.0,398618000.0,382651000.0,-1290000000.0,,,-522346000.0,427891000.0,,-693415000.0,-129555000.0,1935861000.0,,,1243861000.0,-259044000.0,,,17315040000.0,1935861000.0,,1243861000.0,,7461005000.0,2927118000.0,,,8083978000.0,6750256000.0,,1075393000.0,,,,11447785000.0,2927118000.0,,,1101033000.0,61905000.0,,-314311000.0,,,,,1243861000.0,-819449000.0,,,,7461005000.0,55267000.0,,,196564000.0,,,0.02203,9231062000.0,11664081000.0,,80929000.0,398618000.0,,,-3314667000.0,692000000.0,0.0,96130000.0,3672967000.0,398618000.0,-482067000.0,692000000.0,3709804000.0,0.02205,295529000.0,,3709804000.0,,,6053722000.0,17315040000.0,9231062000.0,,11049167000.0,,11447785000.0,6750256000.0,80929000.0,172747000.0,-3314667000.0,398618000.0,,1373416000.0,0.0,11085394000.0,172747000.0,,8083978000.0,,986749000.0,,-1598258000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,181161000.0,,,,,,,,,,,,,,4097629000.0,,,,,1861504000.0,,521783000.0,,375062000.0,,,,,,,,,,,1431844000.0,393176000.0,,,,,,,,,,,,,,,,,,,18048299000.0,1856833000.0,,964165000.0,,,,,,7937509000.0,6020167000.0,,804676000.0,,,,12397866000.0,4355993000.0,,,,,,,,,,,,,,,,4097629000.0,,,,,,,,,,,,,,,,,,,,599594000.0,,892668000.0,3399497000.0,,295529000.0,,,,,6237420000.0,,10110790000.0,,11798272000.0,,,,,3604632000.0,,77811000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262217600,,10415000.0,5022013000.0,-2042178000.0,,,,-1305517000.0,,136937000.0,,-385302000.0,1350299000.0,,,1342132000.0,,927473000.0,393283000.0,,1350299000.0,,,,0.0,,,1342132000.0,,1009309000.0,1009710000.0,7311781000.0,0.0,163743000.0,,927473000.0,393283000.0,4480033000.0,424688000.0,226133000.0,-2685065000.0,,,326052000.0,0.0,,-343494000.0,365050000.0,1822252000.0,,,1608911000.0,-4987000.0,,,11465050000.0,1822252000.0,,1608911000.0,,2530803000.0,2341379000.0,,,4894177000.0,1928061000.0,,163743000.0,,,,7736469000.0,2341379000.0,,,683658000.0,10415000.0,,-45976000.0,,,,,1608911000.0,-962776000.0,,,,2530803000.0,40989000.0,,,94183000.0,,,-0.36603,6570873000.0,6303429000.0,,-1639835000.0,424688000.0,,,-1188671000.0,213341000.0,494600000.0,1368723000.0,4516123000.0,424688000.0,1661969000.0,213341000.0,2183188000.0,-0.36603,0.0,,2183188000.0,,,5022013000.0,11465050000.0,6570873000.0,,7311781000.0,,7736469000.0,1928061000.0,-1639835000.0,1400924000.0,-1188671000.0,424688000.0,,1243861000.0,,5293719000.0,1400924000.0,,4894177000.0,,641062000.0,,46533000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,10777000.0,,,,0.0,,,,,,,,,,1480351000.0,,,,,843473000.0,,,,0.0,,,,,,,,,,,1420828000.0,393857000.0,,,,,,,,,,,,,,,,,,,12840936000.0,650808000.0,,434438000.0,,,,,,5017412000.0,4076846000.0,,175429000.0,,,200000000.0,8704295000.0,3070130000.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,224688000.0,,216370000.0,2259179000.0,,,,,,,5327042000.0,,7823524000.0,,8479607000.0,,,,,2616275000.0,,24688000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293753600,3135229000.0,11010000.0,6325326000.0,1559598000.0,,,,-1461350000.0,,136919000.0,-899812000.0,548409000.0,790838000.0,,,1651324000.0,,120400000.0,393857000.0,,790838000.0,270955000.0,,,0.0,95667000.0,,1651324000.0,,1180040000.0,1223629000.0,7961617000.0,,185279000.0,,120400000.0,393857000.0,4993344000.0,2000000.0,1772593000.0,-1033000000.0,245676000.0,1033752000.0,523308000.0,0.0,,-167866000.0,-1181122000.0,427789000.0,,,427789000.0,1464903000.0,,,13220128000.0,427789000.0,,427789000.0,,2882811000.0,1585882000.0,,,6121936000.0,3592619000.0,,185279000.0,,34158000.0,,7963617000.0,1585882000.0,3135229000.0,245676000.0,700321000.0,11010000.0,,1518810000.0,,,34158000.0,,427789000.0,-430748000.0,95667000.0,,,2882811000.0,-53907000.0,,,170771000.0,-25268000.0,,0.25219,7098192000.0,8948740000.0,-22688000.0,1270926000.0,2000000.0,,,-1231487000.0,,3227000.0,-1006738000.0,5039591000.0,2000000.0,531405000.0,,3013984000.0,0.25452,,,3013984000.0,,,6325326000.0,13220128000.0,7098192000.0,,7961617000.0,,7963617000.0,3592619000.0,1270926000.0,120946000.0,-1231487000.0,2000000.0,0.0,1608911000.0,,7725111000.0,120946000.0,270955000.0,6121936000.0,,792537000.0,,749292000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309392000,,11942000.0,,,,0.0,,,,,,,,,,1612664000.0,,,,,888004000.0,,,,0.0,,,,,,,,,,,1194558000.0,394038000.0,,,,,,,,,,,,,,,,,,,13388954000.0,787137000.0,,698151000.0,,,,,,7153476000.0,2901429000.0,,187501000.0,,,,6818351000.0,2772199000.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,2000000.0,,88986000.0,7159188000.0,,,,,,,7553226000.0,,6235478000.0,,6816351000.0,,,,,1682609000.0,,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325289600,4185854000.0,11947000.0,6989302000.0,119532000.0,,,,63516000.0,,135025000.0,721984000.0,11773000.0,737338000.0,,,1733705000.0,,101064000.0,394931000.0,,737338000.0,109530000.0,,,0.0,66884000.0,,1733705000.0,,-627593000.0,855537000.0,6571866000.0,,197524000.0,,101064000.0,394931000.0,4997595000.0,1600000.0,2277980000.0,-1292452000.0,-919908000.0,1911883000.0,154924000.0,0.0,,76091000.0,157907000.0,585696000.0,,,585696000.0,1949412000.0,,,12810653000.0,585696000.0,,585696000.0,,3045322000.0,1276682000.0,,,6779030000.0,3087074000.0,,197524000.0,,31716000.0,,6573466000.0,1276682000.0,4185854000.0,-919908000.0,700613000.0,11947000.0,,1891402000.0,,,31716000.0,,585696000.0,-306349000.0,66884000.0,,,3045322000.0,58010000.0,,,193543000.0,17500000.0,,0.35931,6031623000.0,6442858000.0,,1812286000.0,1600000.0,,133925000.0,-1311617000.0,,9431000.0,203720000.0,5043767000.0,1600000.0,-1000973000.0,,4834170000.0,0.36263,,,4834170000.0,,,6989302000.0,12810653000.0,6031623000.0,,6571866000.0,,6573466000.0,3087074000.0,1812286000.0,99928000.0,-1311617000.0,1600000.0,0.0,427789000.0,,5587321000.0,99928000.0,109530000.0,6779030000.0,,748650000.0,,-933942000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341014400,5012554000.0,11838000.0,,,,0.0,,,,,,,,,,1706870000.0,,,,,859448000.0,97583000.0,,,3184296000.0,40299000.0,,,,,,,,,,174365000.0,395877000.0,,,,,,,,,,,,,,,,,,,14298370000.0,1532713000.0,,1532713000.0,,,,,,7591065000.0,3046414000.0,,196563000.0,,,,6752993000.0,1340614000.0,,-404460000.0,,,,,,,32033000.0,,,,,0.0,,1706870000.0,,,,,,,,,,,,,,,,,,,,1400000.0,,84628000.0,6166144000.0,,,,,,,8301394000.0,,6707305000.0,,6751593000.0,,,,,84628000.0,,1400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356912000,,11234000.0,10014566000.0,99563000.0,0.0,,,362786000.0,,140160000.0,,-145423000.0,838393000.0,,,1807644000.0,,509296000.0,395877000.0,,838393000.0,,,,0.0,,,1807644000.0,,-1565000.0,696185000.0,6857184000.0,,361509000.0,,509296000.0,395877000.0,5023653000.0,1900000.0,2609073000.0,-2412598000.0,,,-131247000.0,0.0,,248173000.0,250815000.0,894067000.0,,,836511000.0,2294607000.0,,,16057556000.0,894067000.0,,836511000.0,,3203338000.0,3119993000.0,,,9640197000.0,2827160000.0,,361509000.0,,,,6859084000.0,3119993000.0,,,827432000.0,11234000.0,,2237043000.0,,,,,836511000.0,-526097000.0,,,,3203338000.0,57564000.0,,,174306000.0,,,0.45605,6417359000.0,5915991000.0,,2301022000.0,1900000.0,,,-1395694000.0,57556000.0,5312000.0,20514000.0,5045534000.0,1900000.0,-117957000.0,57556000.0,9618689000.0,0.45804,,,9618689000.0,,,10014566000.0,16057556000.0,6417359000.0,,6857184000.0,,6859084000.0,2827160000.0,2301022000.0,1054877000.0,-1395694000.0,1900000.0,,585696000.0,,5219806000.0,1054877000.0,,9640197000.0,,877876000.0,,-527662000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372550400,,10060000.0,,,,0.0,,,,,,,,,,1885779000.0,,,,,936614000.0,,,,879638000.0,,,,,,,,,,,604551000.0,395877000.0,,,,,,,,,,,,,,,,,,,17417568000.0,969186000.0,,957226000.0,,,,,,11644190000.0,3114345000.0,,475437000.0,,,,6615215000.0,2586093000.0,,,,,,,,,,,,,,0.0,,1885779000.0,,,,,,,,,,,,,,,,,,,,1700000.0,,11960000.0,11252895000.0,,,,,,,11648772000.0,,5773378000.0,,6613515000.0,,,,,2369399000.0,-49914000.0,1700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,,11616000.0,13015280000.0,21331000.0,,,,470062000.0,,139165000.0,,42044000.0,769435000.0,,,1746811000.0,,834460000.0,395877000.0,,769435000.0,,,,940226000.0,,,1746811000.0,,-153809000.0,686519000.0,6792518000.0,,669912000.0,,834460000.0,395877000.0,5025769000.0,56400000.0,3602462000.0,-2297697000.0,,,-225028000.0,940226000.0,,-27472000.0,66752000.0,1077197000.0,,,903263000.0,3324729000.0,,,18990263000.0,1077197000.0,,903263000.0,,3175544000.0,2990627000.0,,,12466261000.0,2826453000.0,,669912000.0,,,,6848918000.0,2990627000.0,,,911547000.0,11616000.0,,3316359000.0,,,,,903263000.0,-616191000.0,,,,3175544000.0,8370000.0,,,138568000.0,,,0.6687,6524002000.0,6103487000.0,,3374200000.0,56400000.0,,,-1428733000.0,173934000.0,0.0,128960000.0,5045909000.0,56400000.0,-55389000.0,173934000.0,10330070000.0,0.67138,,,10330070000.0,,,13015280000.0,18990263000.0,6524002000.0,,6792518000.0,,6848918000.0,2826453000.0,3374200000.0,1592116000.0,-1428733000.0,56400000.0,-393711000.0,836511000.0,,5416968000.0,1592116000.0,,12466261000.0,,1007751000.0,,-770000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,12073000.0,,,,0.0,,,,,,,,,,1837516000.0,,,,,993347000.0,,,,849005000.0,,,,,,,,,,,1142788000.0,395877000.0,,,,,,,,,,,,,,,,,,,23236383000.0,2575361000.0,,2429898000.0,,,,,,15109866000.0,3361779000.0,,741702000.0,,,,7494543000.0,3168605000.0,,,,,,,,,,,,,,0.0,,1837516000.0,,,,,,,,,,,,,,,,,,,,81199000.0,,145463000.0,13958000000.0,,,,,,,16664210000.0,,8126517000.0,,7413344000.0,,,,,1343361000.0,,81199000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,10522000.0,16931333000.0,11731000.0,-440000000.0,,,214480000.0,,139326000.0,,27601000.0,796584000.0,,,2019750000.0,,1194130000.0,395877000.0,,796584000.0,,,,4879000.0,,,2019750000.0,,769596000.0,562472000.0,7133993000.0,,995780000.0,,1194130000.0,395877000.0,5025769000.0,119003000.0,5638521000.0,-2532265000.0,,,-320081000.0,4879000.0,,32047000.0,275320000.0,1324710000.0,,,1178583000.0,5342882000.0,,,23206929000.0,1324710000.0,,1178583000.0,,3448045000.0,2963353000.0,,,16862136000.0,3223010000.0,,995780000.0,,,,7252996000.0,2963353000.0,,,882553000.0,10522000.0,,5299969000.0,,,,,1178583000.0,-737266000.0,,,,3448045000.0,42913000.0,,,156313000.0,,,1.07082,6344793000.0,5514804000.0,,5403434000.0,119003000.0,,,-1428295000.0,146127000.0,,163497000.0,5046052000.0,119003000.0,1029255000.0,146127000.0,15296351000.0,1.07515,,,15296351000.0,,,16931333000.0,23206929000.0,6344793000.0,,7133993000.0,,7252996000.0,3223010000.0,5403434000.0,146127000.0,-1428295000.0,119003000.0,-437153000.0,903263000.0,,4952332000.0,146127000.0,,16862136000.0,,986756000.0,,32330000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,19000000.0,,,,0.0,,,,,,,,,,2044149000.0,,,,,1516141000.0,,,,2440000.0,,,,,,,,,,,919768000.0,395877000.0,,,,,,,,,,,,,,,,,,,25515650000.0,2782816000.0,,1851453000.0,,,,,,16993560000.0,3861632000.0,,1117108000.0,,,,8056341000.0,3248857000.0,,,,,,,,,,,,,,0.0,,2044149000.0,,,,,,,,,,,,,,,,,,,,118803000.0,,931363000.0,17206831000.0,,,,,,,18152122000.0,,8522090000.0,,7937538000.0,,,,,931363000.0,,118803000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
