,quarterlyOperatingCashFlow,trailingInvestingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyNetIncome,quarterlyDilutedAverageShares,quarterlyChangeInCashSupplementalAsReported,annualInvestingCashFlow,annualBasicAverageShares,quarterlyNetIncomeContinuousOperations,annualNonCurrentDeferredTaxesLiabilities,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualTotalAssets,trailingPurchaseOfBusiness,trailingNetIncome,annualStockholdersEquity,quarterlyOtherCurrentLiabilities,annualLongTermDebt,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,trailingChangeInInventory,trailingNetOtherInvestingChanges,quarterlyCostOfRevenue,annualCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyAccountsReceivable,annualRetainedEarnings,trailingStockBasedCompensation,quarterlyGoodwill,annualSaleOfInvestment,annualGoodwill,annualCommonStockIssuance,annualStockBasedCompensation,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyLongTermDebt,annualBasicEPS,annualCapitalStock,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingChangeInWorkingCapital,annualAccountsPayable,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,quarterlyCashDividendsPaid,trailingGrossProfit,quarterlyCashAndCashEquivalents,annualNetPPE,annualDilutedAverageShares,trailingOperatingIncome,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOtherIntangibleAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyCapitalStock,annualEndCashPosition,annualEbitda,quarterlyBasicEPS,trailingTotalRevenue,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualOperatingIncome,trailingRepaymentOfDebt,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyCurrentDebt,annualGrossPPE,annualDilutedEPS,quarterlyInterestExpense,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,trailingPretaxIncome,annualIncomeTaxPayable,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyTotalAssets,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyIncomeTaxPayable,trailingCapitalExpenditure,annualCapitalExpenditure,quarterlyRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGrossPPE,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlySaleOfInvestment,quarterlyOtherCurrentAssets,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyNonCurrentDeferredRevenue,trailingInterestExpense,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualOtherNonCurrentAssets,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,annualChangesInAccountReceivables,annualRepurchaseOfCapitalStock,trailingOperatingExpense,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyEbitda,quarterlyNetOtherInvestingChanges,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualNetOtherFinancingCharges,annualNetIncomeCommonStockholders,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingChangesInAccountReceivables,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualInterestExpense,quarterlyEndCashPosition,annualRepaymentOfDebt,quarterlyChangeInInventory,quarterlyGrossProfit,quarterlyOperatingExpense,annualTotalRevenue,quarterlyCurrentDeferredRevenue,trailingChangeInAccountPayable,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCurrentAssets,annualGrossProfit,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualInventory,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualChangeInWorkingCapital,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyNetPPE,annualOtherCurrentAssets,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyDilutedEPS,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyOperatingIncome,quarterlyCashFlowFromContinuingFinancingActivities,trailingDepreciationAndAmortization,trailingTaxProvision,annualNetIncome,quarterlyAccumulatedDepreciation,annualCurrentDebt,annualFreeCashFlow,annualBeginningCashPosition,annualOperatingExpense,annualCurrentDeferredRevenue,annualCashDividendsPaid,trailingSellingGeneralAndAdministration,annualCostOfRevenue,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualResearchAndDevelopment,trailingBasicAverageShares,trailingDeferredIncomeTax,annualInvestmentsAndAdvances,quarterlyInvestmentsAndAdvances,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,trailingSaleOfInvestment,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
481075200,,,,,,160888000.0,,,,17200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160888000.0,,,,574100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,574100000.0,,,,574100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488937600,,,,-100000.0,,,,0.0,160600000.0,16100000.0,145200000.0,,,1788500000.0,,,867500000.0,551600000.0,190300000.0,,,,,,,585600000.0,,,,703400000.0,,,,,,,364600000.0,145200000.0,190300000.0,0.5,,,,,,,,335400000.0,,,,56300000.0,597300000.0,160600000.0,,0.0,56300000.0,,56300000.0,,18500000.0,,,0.0,214600000.0,,,24700000.0,,99500000.0,,56300000.0,,,34000000.0,1077900000.0,0.5,,,,,,,,921000000.0,1788500000.0,99900000.0,,107800000.0,18500000.0,723600000.0,,,,-100000.0,,,,,677700000.0,1077900000.0,-480600000.0,,,0.0,,,,,,,107800000.0,1064900000.0,,,,,,,,,,-1571300000.0,,,867500000.0,,80300000.0,551600000.0,,,,,,24300000.0,,,,,,2281200000.0,,,723600000.0,,1064900000.0,892300000.0,,585600000.0,,19600000.0,921000000.0,335400000.0,364600000.0,,,,,,597300000.0,0.0,703400000.0,,,610400000.0,80300000.0,,,-1571300000.0,,,,80300000.0,-480600000.0,34000000.0,0.0,0.0,792800000.0,,,,1388900000.0,,,,,,,,,,,,,,,
496886400,,,,,,159792000.0,,,,12900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159792000.0,,,,559900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,559900000.0,,,,559900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504835200,,,,,,160952000.0,,,,14500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160952000.0,,,,562200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,562200000.0,,,,562200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512611200,,,,,,161004000.0,,,,15300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161004000.0,,,,517300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.095,517300000.0,,,,517300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520473600,,,,0.0,,,,0.0,161081081.0,16900000.0,160000000.0,,,1793200000.0,,,900800000.0,522600000.0,182600000.0,,,,,,,549800000.0,,,,727500000.0,,,,,,,279900000.0,160000000.0,182600000.0,0.37,,,,,,,,342600000.0,,,,107900000.0,560800000.0,161081081.0,,0.0,107900000.0,,107900000.0,,16900000.0,,,0.0,208000000.0,,,9800000.0,,73200000.0,,107900000.0,,,27200000.0,1010400000.0,0.37,,,,,,,,892400000.0,1793200000.0,60700000.0,,173600000.0,16900000.0,751300000.0,,,,0.0,,,,,654800000.0,1010400000.0,-449600000.0,,,-100000.0,,,,,,,173600000.0,1041900000.0,,,,,,,,,,-1566200000.0,,,900800000.0,,59600000.0,522600000.0,,,,,,22200000.0,,,,,,2216600000.0,,,751300000.0,,1041900000.0,862800000.0,,549800000.0,,1100000.0,892400000.0,342600000.0,279900000.0,,,,,,560800000.0,-100000.0,727500000.0,,,577200000.0,59600000.0,,,-1566200000.0,,,,59600000.0,-449600000.0,27200000.0,0.0,0.0,789600000.0,,,,1353800000.0,,,,,,,,,,,,,,,
528422400,,,,,,161104000.0,,,,16300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161104000.0,,,,469400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,469400000.0,,,,469400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536371200,,,,,,162500000.0,,,,20100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162500000.0,,,,525200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,525200000.0,,,,525200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544147200,,,,,,162500000.0,,,,21900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162500000.0,,,,522300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,522300000.0,,,,522300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552009600,,,,-100000.0,,,,0.0,164077670.0,26200000.0,107000000.0,,,1796400000.0,,,984300000.0,547200000.0,146000000.0,,,,,,,559200000.0,,,,776100000.0,,,,,,,263000000.0,107000000.0,146000000.0,0.515,,,,,,,,252900000.0,,,,175500000.0,519300000.0,164077670.0,,0.0,175500000.0,,175500000.0,,16300000.0,,,0.0,245200000.0,,,36500000.0,,105400000.0,,175500000.0,,,12000000.0,1178000000.0,0.515,,,,,,,,812100000.0,1796400000.0,122400000.0,,178000000.0,16300000.0,713600000.0,,,,-100000.0,,,,,610600000.0,1178000000.0,-658700000.0,,,0.0,,,,,,,178000000.0,1082800000.0,,,,,,,,,,-1411400000.0,,,984300000.0,,84500000.0,547200000.0,,,,,,19600000.0,,,,,,2079000000.0,,,713600000.0,,1082800000.0,855800000.0,,559200000.0,,37900000.0,812100000.0,252900000.0,263000000.0,,,,,,519300000.0,0.0,776100000.0,,,562200000.0,84500000.0,,,-1411400000.0,,,,84500000.0,-658700000.0,12000000.0,0.0,0.0,750400000.0,,,,1223200000.0,,,,,,,,,,,,,,,
559958400,,,,,,166520000.0,,,,19900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166520000.0,,,,506600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,506600000.0,,,,506600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567907200,,,,,,163732000.0,,,,24200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163732000.0,,,,492800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,492800000.0,,,,492800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575769600,,,,,,163732000.0,,,,24700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163732000.0,,,,524700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155,524700000.0,,,,524700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583632000,,,,-100000.0,,,,0.0,159512195.0,-3400000.0,51700000.0,,,1643700000.0,,,972200000.0,472300000.0,142100000.0,,,,,,,477800000.0,,,,841200000.0,,,,,,,232300000.0,51700000.0,142100000.0,0.41,,,,,,,,193700000.0,,,,92000000.0,473300000.0,159512195.0,,0.0,92000000.0,,92000000.0,,15400000.0,,,0.0,213300000.0,,,19400000.0,,85300000.0,,92000000.0,,,5500000.0,1085700000.0,0.41,,,,,,,,671500000.0,1643700000.0,86500000.0,,189000000.0,15400000.0,677700000.0,,,,-100000.0,,,,,603000000.0,1085700000.0,-612400000.0,,,100000.0,,,,,,,189000000.0,966000000.0,,,,,,,,,,-1438800000.0,,,972200000.0,,65400000.0,472300000.0,,,,,,18100000.0,,,,,,2062600000.0,,,677700000.0,,966000000.0,816300000.0,,477800000.0,,21100000.0,671500000.0,193700000.0,232300000.0,,,,,,473300000.0,100000.0,841200000.0,,,538500000.0,65400000.0,,,-1438800000.0,,,,65400000.0,-612400000.0,5500000.0,0.0,0.0,731000000.0,,,,1246300000.0,,,,,,,,,,,,,,,
591580800,,,,,,155932000.0,,,,20600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155932000.0,,,,486500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135,486500000.0,,,,486500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
