,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingNetOtherInvestingChanges,quarterlyRetainedEarnings,quarterlyFreeCashFlow,annualChangeInWorkingCapital,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualBasicEPS,trailingNetIncome,annualRetainedEarnings,annualTotalAssets,quarterlySellingGeneralAndAdministration,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,quarterlyGoodwill,trailingFreeCashFlow,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualNonCurrentDeferredRevenue,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyOtherNonCurrentLiabilities,annualEndCashPosition,annualCurrentDebt,annualOtherCurrentAssets,trailingTotalRevenue,annualLongTermDebt,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyBasicEPS,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,trailingOperatingIncome,trailingInvestingCashFlow,annualAccountsPayable,trailingTaxProvision,annualFreeCashFlow,annualIncomeTaxPayable,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyBasicAverageShares,quarterlyGrossProfit,annualOtherNonCashItems,annualRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyNetIncomeContinuousOperations,annualDilutedEPS,quarterlyNetIncome,annualCashAndCashEquivalents,annualCurrentAccruedExpenses,annualTaxProvision,annualDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyLongTermDebt,trailingChangeInAccountPayable,quarterlyInventory,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualCurrentAssets,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyOperatingExpense,annualChangeInAccountPayable,annualNetPPE,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualCurrentLiabilities,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyAccountsReceivable,annualOtherIntangibleAssets,quarterlyCapitalStock,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyPretaxIncome,annualEbitda,quarterlyBeginningCashPosition,quarterlyDilutedEPS,trailingRepaymentOfDebt,trailingGrossProfit,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,quarterlyPurchaseOfBusiness,trailingNetIncomeCommonStockholders,annualCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,quarterlyRepaymentOfDebt,quarterlyOtherCurrentAssets,annualDilutedAverageShares,quarterlyAccumulatedDepreciation,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingCapitalExpenditure,annualBeginningCashPosition,trailingChangeInCashSupplementalAsReported,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyChangesInAccountReceivables,trailingOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,annualTotalNonCurrentAssets,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIntangibleAssets,quarterlyInterestExpense,trailingDepreciationAndAmortization,annualSellingGeneralAndAdministration,quarterlyNonCurrentDeferredRevenue,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,annualNetIncomeContinuousOperations,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOperatingExpense,quarterlyCommonStockIssuance,trailingOtherNonCashItems,annualPurchaseOfBusiness,trailingOperatingExpense,trailingNetIncomeContinuousOperations,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,annualCapitalExpenditure,trailingStockBasedCompensation,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingSellingGeneralAndAdministration,trailingDeferredIncomeTax,quarterlyCapitalExpenditure,quarterlyOperatingIncome,annualChangeInInventory,annualCashFlowFromContinuingFinancingActivities,quarterlyGrossPPE,quarterlyTotalRevenue,trailingBeginningCashPosition,trailingChangesInAccountReceivables,annualBasicAverageShares,annualChangesInAccountReceivables,trailingCashDividendsPaid,trailingCostOfRevenue,annualInterestExpense,annualPurchaseOfInvestment,quarterlyOtherCurrentLiabilities,annualCapitalStock,quarterlyNetPPE,annualTotalRevenue,quarterlyTaxProvision,annualDeferredIncomeTax,trailingChangeInInventory,annualGrossProfit,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualStockBasedCompensation,annualGoodwill,quarterlyChangeInCashSupplementalAsReported,annualInventory,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,annualNetOtherFinancingCharges,quarterlyEbitda,annualResearchAndDevelopment,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingSaleOfInvestment,trailingBasicEPS,annualOtherShortTermInvestments,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,trailingCommonStockIssuance
909792000,,448400000.0,,40300000.0,-72100000.0,,,,,107600000.0,,,,,1500000.0,91200000.0,,,34745763.0,,,,,-20500000.0,,,1004100000.0,27100000.0,,,,,,,,-0.59,,912900000.0,,,,,,,,11800000.0,176100000.0,556000000.0,0.0,,,,,34745763.0,-17500000.0,,,,-20500000.0,,-20500000.0,,,,,-14800000.0,356500000.0,,28300000.0,64800000.0,,,400000.0,,,,,13300000.0,,,,66100000.0,,,,,0.0,-79800000.0,,,,,,,,-35000000.0,,19500000.0,-0.59,,,,,,,,442700000.0,0.0,,16900000.0,,-93700000.0,20500000.0,,,,,,,,20500000.0,700000.0,,,,199800000.0,5700000.0,,,,104600000.0,-14500000.0,,,73100000.0,31700000.0,,,,100000.0,,,,,,,,,,7700000.0,,,-79800000.0,-30800000.0,,,630700000.0,48600000.0,,,,,,,,,2300000.0,,537000000.0,,-14500000.0,,,,,4500000.0,,,1000000.0,,,,,-19000000.0,,,,,,,,,,,,,
917740800,,438900000.0,,56800000.0,81100000.0,,,,,129300000.0,,,,,1300000.0,116600000.0,,,35106383.0,,,,,16500000.0,,,1036100000.0,29500000.0,,,,,,,,0.48,,919500000.0,,,,,,,,12900000.0,174100000.0,568200000.0,0.0,,,,,34375000.0,51200000.0,,,,16500000.0,,16500000.0,,,,,17900000.0,332700000.0,,24400000.0,76700000.0,,,600000.0,,,,,14200000.0,,,,108800000.0,,,,,0.0,-23200000.0,,,,,,,,28400000.0,,0.0,0.47,,,,,,,,459600000.0,-58700000.0,,16800000.0,,-106600000.0,17700000.0,,,,,,,,17700000.0,2100000.0,,,,197500000.0,6200000.0,,,,125000000.0,11900000.0,,,-25100000.0,-7400000.0,,,,400000.0,,,,,,,,,,45600000.0,,,35500000.0,37000000.0,,,654500000.0,160000000.0,,,,,,,,,2200000.0,,547900000.0,,11900000.0,,,,,4200000.0,,,-2800000.0,,,,,49900000.0,,,,,,,,,,,,,
925430400,,423000000.0,,87000000.0,4900000.0,,,,,92200000.0,,,,,1700000.0,94400000.0,,,34712644.0,,,,,30200000.0,,,1014800000.0,28400000.0,,,,,,,,0.87,,920400000.0,,,,,,,,13500000.0,171200000.0,515200000.0,0.0,,,,,34712644.0,77000000.0,,,,30200000.0,,30200000.0,,,,,-9200000.0,293300000.0,,19600000.0,101300000.0,,,700000.0,,,,,15100000.0,,,,125200000.0,,,,,0.0,-17900000.0,,,,,,,,54900000.0,,0.0,0.87,,,,,,,,490000000.0,25200000.0,,16800000.0,,-116100000.0,10100000.0,,,,,,,,10100000.0,500000.0,,,,196100000.0,5800000.0,,,,89400000.0,24700000.0,,,-37900000.0,-23700000.0,,,,100000.0,,,,,,,,,,48000000.0,,,-43100000.0,61900000.0,,,669200000.0,202200000.0,,,,,,,,,2300000.0,,553100000.0,,24700000.0,,,,,,,,-7600000.0,,,,,75400000.0,,,,,,,,,,,,,
933379200,,512003000.0,,73507000.0,23542000.0,5740000.0,42371000.0,,0.0,93135000.0,0.37,,73507000.0,1089239000.0,1650000.0,92695000.0,,605138000.0,,,,20794000.0,12791000.0,-13509000.0,,,1089239000.0,31146000.0,18302000.0,2057000.0,4512000.0,,396129000.0,,373823000.0,,,996544000.0,,,89445000.0,,37442000.0,1633000.0,,15056000.0,152508000.0,605138000.0,-7422000.0,476775000.0,152508000.0,,,,-8823000.0,25969000.0,,152508000.0,-13509000.0,0.37,-13509000.0,18302000.0,,8003000.0,53256000.0,-454000.0,396129000.0,,22805000.0,84728000.0,,92695000.0,1722000.0,,29650000.0,12791000.0,,16706000.0,,611141000.0,,73723000.0,512003000.0,102610000.0,152508000.0,93135000.0,18302000.0,-83524000.0,0.0,,29650000.0,201504000.0,345000.0,-302470000.0,31146000.0,-27606000.0,99149000.0,0.0,,,,0.0,4936000.0,,,18302000.0,476775000.0,33500000.0,,4512000.0,34795000.0,,18302000.0,,13366000.0,,,3522000.0,,,18302000.0,2057000.0,996544000.0,,,201504000.0,7499000.0,,6250000.0,,89445000.0,-14097000.0,84728000.0,,96650000.0,5140000.0,12791000.0,,59506000.0,-600000.0,,-101276000.0,,,,1633000.0,-65168000.0,,-204424000.0,1310000.0,,,22232000.0,-25529000.0,-6554000.0,106750000.0,,64900000.0,,,34562000.0,-5728000.0,,,25099000.0,-37980000.0,0.0,345000.0,611141000.0,475700000.0,-14097000.0,8003000.0,,101877000.0,,,358000.0,,14336000.0,22805000.0,,,-8100000.0,-6951000.0,,,,,,,,,,,,,
941328000,,522600000.0,,51100000.0,-26000000.0,,,,,122500000.0,,,,,,91900000.0,,,35000000.0,,,,,-22400000.0,,,1105300000.0,30700000.0,,,,,,,,-0.65,,1013400000.0,,,,,,,,14900000.0,188000000.0,645100000.0,0.0,,,,,34461538.0,-17400000.0,,,,-22400000.0,,-22400000.0,,,,,-6200000.0,424100000.0,,29000000.0,67800000.0,,,300000.0,,,,,14900000.0,,,,83200000.0,,,,,19000000.0,-34500000.0,,,,,300000.0,,,-39300000.0,,25300000.0,-0.65,,,,,,,,454600000.0,-8100000.0,,17300000.0,,-139500000.0,19000000.0,,,,,,,,19000000.0,1500000.0,,,,198900000.0,8900000.0,,,,121000000.0,-17000000.0,,,27700000.0,25900000.0,,,,300000.0,,,,,,,,,,400000.0,,,-26400000.0,-32300000.0,,,766000000.0,65800000.0,,,,,,,,,0.0,,626500000.0,,-16900000.0,,,,,-100000.0,,,-6400000.0,,,,,-17400000.0,,,,,,,,,,,,,
949276800,,506100000.0,,62000000.0,33700000.0,,,,,152900000.0,,,,,,110000000.0,,,35161290.0,,,,,10900000.0,,,1134200000.0,30500000.0,,,,,,,,0.32,,1024200000.0,,,,,,,,15000000.0,194500000.0,659000000.0,-400000.0,,,,,34062500.0,46200000.0,,,,10900000.0,,10900000.0,,,,,2700000.0,399600000.0,,26300000.0,76000000.0,,,200000.0,,,,,15000000.0,,,,116700000.0,,,,,22600000.0,-20100000.0,,,,,300000.0,,,19200000.0,,19000000.0,0.31,,,,,,,,467600000.0,-5400000.0,,18500000.0,,-138300000.0,22600000.0,,,,,,,,22600000.0,1500000.0,,,,199000000.0,10000000.0,,,,151400000.0,8300000.0,,,-24900000.0,17700000.0,,,,0.0,,,,,,,,,,48700000.0,,,-15000000.0,31200000.0,,,769000000.0,162900000.0,,,,,,,,,0.0,,630700000.0,,8300000.0,,,,,-6000000.0,,,3700000.0,,,,,46200000.0,,,,,,,,,,,,,
957052800,,482924000.0,,104840000.0,74042000.0,,,,,118422000.0,,,,,,111154000.0,,,34821138.0,,,,,42830000.0,,,1120773000.0,30665000.0,,,,,,,,1.24,,1009619000.0,,,,,,,,16028000.0,175224000.0,601346000.0,-218000.0,,,,,34540323.0,85115000.0,,,,42830000.0,,42830000.0,,,,,4640000.0,342016000.0,,21665000.0,110243000.0,,,2305000.0,,,,,,,,,164674000.0,,,,,29864000.0,-20564000.0,,,,,346000.0,,,76121000.0,,22600000.0,1.23,,,,,,,,509490000.0,-8934000.0,,16547000.0,,-165445000.0,29864000.0,,,,,,,,29864000.0,1455000.0,,,,196692000.0,8720000.0,,,,116967000.0,34215000.0,,,-57820000.0,-31899000.0,,,,14000.0,,,,,,,,,,85624000.0,,,-11582000.0,85115000.0,,,803148000.0,249789000.0,,,,,,,,,0.0,,637703000.0,,33291000.0,,,,,,,,7240000.0,,,,,101143000.0,,,,,,,,,,,,,
965001600,,516485000.0,,88845000.0,-47774000.0,1262000.0,61245000.0,,-40410000.0,110184000.0,0.44,,88845000.0,1127818000.0,,100354000.0,,626669000.0,,,,27195000.0,15338000.0,-15995000.0,,,1127818000.0,31710000.0,8821000.0,2037000.0,28014000.0,,392198000.0,,430379000.0,,,1027464000.0,,,105502000.0,,33968000.0,,,15507000.0,177432000.0,626669000.0,-1000.0,493755000.0,,,,,-7209000.0,,,,-15995000.0,0.44,-15995000.0,8821000.0,,11857000.0,61435000.0,-2427000.0,392198000.0,,24092000.0,92577000.0,,100354000.0,-2911000.0,,,15338000.0,,15507000.0,,655172000.0,,81773000.0,516485000.0,111624000.0,177432000.0,110184000.0,8821000.0,-40839000.0,314000.0,,,194860000.0,346000.0,,31710000.0,-28756000.0,122680000.0,29864000.0,,,,2645000.0,-9481000.0,,,8821000.0,493755000.0,-17976000.0,,28014000.0,34859091.0,-175650000.0,8821000.0,,18302000.0,,,-72000.0,,,8821000.0,2037000.0,1027464000.0,830822000.0,,194860000.0,7489000.0,,,,105502000.0,-17626000.0,92577000.0,,49918000.0,-10439000.0,15338000.0,,61435000.0,0.0,,,,,,,-77656000.0,,-116003000.0,-23100000.0,,,-24674000.0,-22716000.0,-1287000.0,-5102000.0,830822000.0,74564000.0,,,34859091.0,,,,35108000.0,,2645000.0,346000.0,655172000.0,553059000.0,-12761000.0,7889000.0,,122680000.0,,,,,-14021000.0,24092000.0,-175650000.0,,-619000.0,-7209000.0,,,,,,,,,,,,,
972950400,,529144000.0,,67664000.0,-24185000.0,,,,,133810000.0,,,,,,110011000.0,,,34722951.0,,,,,-21181000.0,,,1143742000.0,31433000.0,,,,,,,,-0.61,,1033731000.0,,,,,,,,15643000.0,182737000.0,662954000.0,1076000.0,,,,,34722951.0,-13835000.0,,,,-21181000.0,,-21181000.0,,,,,-6813000.0,420197000.0,,30905000.0,77514000.0,,,402000.0,,,,,15643000.0,,,,84262000.0,,,,,20694000.0,-22068000.0,,,,,349000.0,,,-36207000.0,,18668000.0,-0.61,,,,,,,,475405000.0,-5456000.0,,19116000.0,,-177672000.0,20694000.0,,,,,,,,20694000.0,1833000.0,,,,193695000.0,8901000.0,,,,130531000.0,-15026000.0,,,31667000.0,14784000.0,,,,2796000.0,,,,,,,,,,-7573000.0,,,-16612000.0,-29478000.0,,,834971000.0,70427000.0,,,,,,,,,1446000.0,,657299000.0,,-15026000.0,,,,,,,,2026000.0,,,,,-13835000.0,,,,,,,,,,,,,
980899200,,502840000.0,,83801000.0,67381000.0,,,,,161687000.0,,,,,,113629000.0,,,35080435.0,,,,,16137000.0,,,1173429000.0,33403000.0,,,,,,,,0.46,,1059800000.0,,,,,,,,16183000.0,186844000.0,664527000.0,-7400000.0,,,,,35080435.0,55096000.0,,,,16137000.0,,16137000.0,,,,,3325000.0,380513000.0,,27580000.0,88924000.0,,,700000.0,,,,,16183000.0,,,,134301000.0,,,,,25644000.0,-23174000.0,,,,,349000.0,,,27585000.0,,20694000.0,0.46,,,,,,,,491900000.0,10661000.0,,17242000.0,,-177672000.0,25644000.0,,,,,,,,25644000.0,2044000.0,,,,191366000.0,9219000.0,,,,159027000.0,11373000.0,,,-46477000.0,23517000.0,,,,396000.0,,,,,,,,,,74601000.0,,,-7220000.0,38913000.0,,,859262000.0,189397000.0,,,,,,,,,616000.0,,681590000.0,,11448000.0,,,,,,,,4950000.0,,,,,55096000.0,,,,,,,,,,,,,
988588800,,482573000.0,,124570000.0,53419000.0,,,,,115896000.0,,,,,,92470000.0,,,35145690.0,,,,,40769000.0,,,1155207000.0,33689000.0,,,,,,,,1.17,,1062737000.0,,,,,,,,15940000.0,148530000.0,598469000.0,0.0,,,,,34845299.0,95847000.0,,,,40769000.0,,40769000.0,,,,,2822000.0,330561000.0,,24758000.0,118323000.0,,,565000.0,,,,,15940000.0,,,,130273000.0,,,,,21821000.0,-25579000.0,,,27110000.0,,349000.0,,,70217000.0,,25644000.0,1.16,,,,,,,,532757000.0,-34239000.0,,6483000.0,,,21821000.0,,,,,,,,21821000.0,1832000.0,,,,192835000.0,7713000.0,,,,114064000.0,29399000.0,,,-50164000.0,-19331000.0,,,,0.0,,,,,,,,,,71920000.0,,,-18501000.0,79907000.0,,,677120000.0,226120000.0,,,,,,,,,0.0,,677120000.0,,29448000.0,,,,,,,,-3823000.0,,,,,95847000.0,,,,,,,,,,,,,
996537600,,539402000.0,,85012000.0,-46682000.0,17909000.0,48001000.0,-474000.0,-30686000.0,130896000.0,0.54,,85012000.0,1188128000.0,,102900000.0,,670298000.0,,,,24801000.0,13631000.0,-22094000.0,,,1188128000.0,61178000.0,8685000.0,1746000.0,8677000.0,,386634000.0,,430301000.0,,,1085228000.0,,,129150000.0,,49933000.0,,,17712000.0,199147000.0,670298000.0,7400000.0,496749000.0,,,,,-23629000.0,-569000.0,,,-22094000.0,0.53,-22094000.0,8685000.0,,11170000.0,65478000.0,-2133000.0,386634000.0,,26891000.0,91590000.0,,102900000.0,8011000.0,,25752000.0,13631000.0,,17712000.0,,691117000.0,,81465000.0,539402000.0,107747000.0,199147000.0,130896000.0,8685000.0,-36607000.0,4324000.0,,25752000.0,194964000.0,351000.0,,61178000.0,-36794000.0,113479000.0,21821000.0,,,,0.0,-136000.0,,,8685000.0,496749000.0,-1652000.0,,8677000.0,25718868.0,-230102000.0,8685000.0,,8821000.0,,,9678000.0,,,8685000.0,1746000.0,1085228000.0,921219000.0,,194964000.0,6260000.0,,,,129150000.0,-19956000.0,91590000.0,,64519000.0,-1061000.0,13631000.0,-474000.0,65478000.0,1132000.0,,,,,,,-57814000.0,,-107428000.0,-31201000.0,,,-15481000.0,-41341000.0,-2799000.0,-455000.0,921219000.0,57836000.0,,,25242593.0,,,,32093000.0,,0.0,351000.0,691117000.0,543780000.0,-14700000.0,5790000.0,,113479000.0,,,,,-3289000.0,26891000.0,-230102000.0,,1076000.0,-23629000.0,,,,,,,,,,,,,
1004486400,,531478000.0,,83125000.0,-23431000.0,,,,,149971000.0,,,,,,99800000.0,,,34885714.0,,,,,-24420000.0,,,1194367000.0,28608000.0,,,,,,,,-0.7,,1094567000.0,,,,,,,,15362000.0,220005000.0,681449000.0,0.0,,,,,34885714.0,-18305000.0,,,,-24420000.0,,-24420000.0,,,,,-8727000.0,415023000.0,,35618000.0,87847000.0,,,733000.0,,,,,15362000.0,,,,92635000.0,,,,,21044000.0,-34595000.0,,,19403000.0,,351000.0,,,-38456000.0,,27994000.0,-0.7,,,,,,,,494894000.0,-13474000.0,,13590000.0,,-223194000.0,21044000.0,,,,,,,,21044000.0,3143000.0,,,,193627000.0,7862000.0,,,,146828000.0,-14115000.0,,,29903000.0,19076000.0,,,,117000.0,,,,,,,,,,-2258000.0,,,-21173000.0,-33667000.0,,,904129000.0,74330000.0,,,,,,,,,0.0,,680935000.0,,-14036000.0,,,,,3785000.0,,,-6950000.0,,,,,-18305000.0,,,,,,,,,,,,,
1012435200,,600500000.0,,106059000.0,79563000.0,,,,,185882000.0,,,,,,115938000.0,,,35281538.0,,,,,22933000.0,,,1327525000.0,27909000.0,,,,,,,,0.65,,1211587000.0,,,,,,,,16066000.0,226072000.0,786382000.0,-7314000.0,,,,,35281538.0,64738000.0,,,,22933000.0,,22933000.0,,,,,6424000.0,471725000.0,,29538000.0,100866000.0,,,45000.0,,,,,16066000.0,,,,153094000.0,,,,,26230000.0,-114657000.0,,,40346000.0,,351000.0,,,36056000.0,,21044000.0,0.65,,,,,,,,517492000.0,-22781000.0,,9679000.0,,-223194000.0,26230000.0,,,,,,,,26230000.0,3361000.0,,,,205804000.0,10364000.0,,,,182521000.0,13019000.0,,,25976000.0,16731000.0,,,,146000.0,,,,,,,,,,93867000.0,,,-14304000.0,48672000.0,,,1002905000.0,217832000.0,,,,,,,,,0.0,,779711000.0,,13123000.0,,,,,21845000.0,,,5186000.0,,,,,64738000.0,,,,,,,,,,,,,
1020124800,,639886000.0,,138404000.0,55752000.0,,,,,135338000.0,,,,,,131220000.0,,,35261940.0,,,,,47251000.0,,,1352404000.0,71515000.0,,,,,,,,1.34,,1221184000.0,,,,,,,,16567000.0,238024000.0,775224000.0,-561000.0,,,,,35261940.0,105528000.0,,,,47251000.0,,47251000.0,,,,,3212000.0,450661000.0,,26326000.0,117710000.0,,,318000.0,,,,,16567000.0,,,,141986000.0,,,,,53515000.0,-22596000.0,,,33172000.0,,351000.0,,,76212000.0,,26230000.0,1.34,,,,,,,,550385000.0,-10247000.0,,8062000.0,,-223194000.0,53515000.0,,,,,,,,53515000.0,4259000.0,,,,204754000.0,9644000.0,,,,131079000.0,28120000.0,,,-21325000.0,-24669000.0,,,,47000.0,,,,,,,,,,71206000.0,,,-15454000.0,88961000.0,,,1001600000.0,247514000.0,,,,,,,,,0.0,,778406000.0,,28961000.0,,,,,,,,27285000.0,,,,,105528000.0,,,,,,,,,,,,,
1028073600,,762050000.0,,92577000.0,-56444000.0,24340000.0,50490000.0,-1348000.0,-64156000.0,152918000.0,0.21,,92577000.0,1447710000.0,,109416000.0,,914968000.0,,,,16663000.0,7565000.0,-37402000.0,,,1447710000.0,90584000.0,13110000.0,4754000.0,8855000.0,,598032000.0,,564770000.0,,,1338294000.0,,,140230000.0,,55440000.0,,,20418000.0,206902000.0,914968000.0,-1152000.0,507268000.0,,,,,-100187000.0,28696000.0,,,-35694000.0,0.21,-37402000.0,13110000.0,,7390000.0,68413000.0,-3620000.0,598032000.0,,32326000.0,73434000.0,,109416000.0,5199000.0,,31837000.0,7565000.0,,,,913806000.0,,177056000.0,762050000.0,131674000.0,206902000.0,152918000.0,13110000.0,-133045000.0,151000.0,,31837000.0,217586000.0,351000.0,,90584000.0,-55864000.0,118903000.0,53515000.0,,,,7934000.0,4425000.0,,,13110000.0,507268000.0,-17654000.0,,8855000.0,36023810.0,-277262000.0,13110000.0,,8685000.0,,,6294000.0,,,13110000.0,4754000.0,1338294000.0,1191068000.0,,217586000.0,11401000.0,,,,140230000.0,-29739000.0,73434000.0,,143090000.0,13202000.0,9273000.0,-1348000.0,,-159000.0,,,,,,,-76234000.0,,-304893000.0,-31141000.0,,,-25303000.0,-52192000.0,-2711000.0,177644000.0,1191068000.0,76869000.0,,,36023810.0,,,,39271000.0,,7934000.0,351000.0,913806000.0,615260000.0,-20170000.0,-2715000.0,,50490000.0,,,,,-21096000.0,32326000.0,-277262000.0,,-9027000.0,-31774000.0,,,,,,,,,,,,,
1036022400,,776996000.0,,67757000.0,-9663000.0,,,,,171988000.0,,,,,,125678000.0,,,34957746.0,,,,,-24820000.0,,,1455148000.0,96332000.0,,,,,,,,-0.71,,1329470000.0,,,,,,,,17985000.0,193166000.0,948984000.0,-182000.0,,,,,34957746.0,-17888000.0,,,,-24820000.0,,-24820000.0,,,,,,625044000.0,,41089000.0,55620000.0,,,3093000.0,,,,,17985000.0,,,,131741000.0,,,,,25165000.0,-39560000.0,,,34924000.0,,351000.0,,,-42720000.0,,25965000.0,-0.71,,,,,,,,482838000.0,-16025000.0,,24500000.0,,-277262000.0,25165000.0,,,,,,,,25165000.0,3485000.0,,,,216584000.0,11964000.0,,,,165272000.0,,,,24888000.0,20707000.0,,-985000.0,,,,,,,,,,,,13872000.0,,,-23535000.0,-35873000.0,,,1196982000.0,113853000.0,,,,,,,,,3231000.0,,919720000.0,,-17900000.0,,,,,,,,-800000.0,,,,,-17888000.0,,,,,,,,,,,,,
1043971200,,711039000.0,,84570000.0,69392000.0,,,,,239499000.0,,,,,,129121000.0,,,35025000.0,,,,,16812000.0,,,1474366000.0,96856000.0,,,,,,,,0.48,,1345245000.0,,,,,,,,,175815000.0,950538000.0,-14000.0,,,,,35025000.0,63480000.0,,,,16812000.0,,16812000.0,,,,,,546196000.0,,36022000.0,67987000.0,,,271000.0,,,,,19885000.0,,,,183287000.0,,,,,24690000.0,-56708000.0,,,41656000.0,,351000.0,,,29168000.0,,25165000.0,0.48,,,,,,,,500101000.0,14091000.0,,26753000.0,,-277262000.0,24690000.0,,,,,,,,24690000.0,26577000.0,,,,222929000.0,12782000.0,,,,210191000.0,,,,-55997000.0,113403000.0,,-900000.0,,,,,,,,,,,,112230000.0,,,-42838000.0,43595000.0,,,1223763000.0,246767000.0,,,,,,,,,2731000.0,,946501000.0,,12356000.0,,,,,,,,-475000.0,,,,,63480000.0,,,,,,,,,,,,,
1051660800,,690820000.0,,120061000.0,49860000.0,,,,,178198000.0,,,,,,101579000.0,,,35140594.0,,,,,35492000.0,,,1431136000.0,94967000.0,,,,,,,,1.01,,1329557000.0,,,,,,,,,174478000.0,869018000.0,-649000.0,,,,,35140594.0,105579000.0,,,,35492000.0,,35492000.0,,,,,,493215000.0,,30497000.0,102638000.0,,,268000.0,,,,,20785000.0,,,,163538000.0,,,,,20374000.0,-10208000.0,,,31710000.0,,352000.0,,,70092000.0,,24690000.0,1.01,,,,,,,,535920000.0,-28312000.0,,18998000.0,,-277262000.0,20374000.0,,,,,,,,20374000.0,27074000.0,,,,222143000.0,12867000.0,,,,150915000.0,,,,-53825000.0,24225000.0,,-553000.0,,,,,,,,,,,,59717000.0,,,-9857000.0,84794000.0,,,1210198000.0,269117000.0,,,,,,,,,209000.0,,932936000.0,,34600000.0,,,,,,,,-4316000.0,,,,,105579000.0,,,,,,,,,,,,,
1059609600,,750067000.0,,80786000.0,-61357000.0,17274000.0,34487000.0,-198000.0,-25020000.0,179970000.0,-0.24,,80786000.0,1455442000.0,,116995000.0,,930037000.0,,,,-14005000.0,-8527000.0,-36011000.0,,-926000.0,1455442000.0,115039000.0,7874000.0,27931000.0,6428000.0,,556220000.0,,588045000.0,,,1338447000.0,,,152039000.0,,48232000.0,,,,172735000.0,930037000.0,-3009000.0,496246000.0,,,,,-28820000.0,,,,-36011000.0,-0.24,-36011000.0,7874000.0,,-5478000.0,85031000.0,,556220000.0,,31756000.0,78808000.0,,116995000.0,-6423000.0,,37830000.0,-8527000.0,,29210000.0,,932251000.0,,109481000.0,750067000.0,154570000.0,172735000.0,179970000.0,7874000.0,-24247000.0,498000.0,,37830000.0,233461000.0,352000.0,,115039000.0,-70545000.0,119518000.0,20374000.0,,,,0.0,-5236000.0,,,7874000.0,496246000.0,5226000.0,,6428000.0,35529167.0,-350982000.0,7874000.0,,13110000.0,,,-3051000.0,,,7874000.0,27931000.0,1338447000.0,1283233000.0,,233461000.0,12388000.0,,,,152039000.0,,78808000.0,,55851000.0,-141061000.0,-8527000.0,-198000.0,87866000.0,,,,,,,,-106338000.0,,-130723000.0,-31249000.0,,,-30108000.0,-58030000.0,570000.0,-29083000.0,1283233000.0,80661000.0,,,35529167.0,,,,50001000.0,,0.0,352000.0,932251000.0,710398000.0,-34534000.0,4275000.0,,122353000.0,,,,,355000.0,31756000.0,-350982000.0,,-3854000.0,-34444000.0,,,,,,,,,,,,,
