,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualOperatingIncome,annualDilutedEPS,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualTotalRevenue,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentAssets,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,annualTotalAssets,annualPretaxIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,quarterlyTotalAssets,annualCostOfRevenue,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualNetIncome,annualLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDilutedEPS,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,annualBasicAverageShares,trailingTaxProvision,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualCashAndCashEquivalents,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualDilutedAverageShares,quarterlyInventory,quarterlyEndCashPosition,annualCurrentAssets,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,annualChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualNetPPE,quarterlyBasicEPS,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualEbitda,annualRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyRepaymentOfDebt,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,trailingStockBasedCompensation,annualCapitalExpenditure,quarterlyTotalRevenue,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualOperatingExpense,annualPurchaseOfInvestment,quarterlyOperatingIncome,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingNetOtherFinancingCharges,quarterlyDilutedAverageShares,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,annualGoodwill,trailingResearchAndDevelopment,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,trailingNetIncome,trailingCostOfRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualNetOtherFinancingCharges,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualInventory,annualAccumulatedDepreciation,annualDeferredIncomeTax,trailingChangeInInventory,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,annualStockBasedCompensation,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyStockBasedCompensation,trailingBasicEPS
1356912000,7950000000.0,,17905000000.0,392000000.0,,1137000000.0,1141000000.0,10713000000.0,1030000000.0,0.24,-47000000.0,9955000000.0,24788000000.0,,35000000.0,12528000000.0,10713000000.0,,6948000000.0,1820000000.0,3834000000.0,308000000.0,809000000.0,308000000.0,-358000000.0,29079000000.0,784000000.0,,16551000000.0,337000000.0,29079000000.0,15379000000.0,-255000000.0,,,226000000.0,3547000000.0,,2835000000.0,-0.39,,327000000.0,,391000000.0,50000000.0,926949000.0,,-768000000.0,17905000000.0,459000000.0,94000000.0,200000000.0,459000000.0,3000000.0,241000000.0,11140000000.0,,-4000000.0,2697000000.0,3834000000.0,1433000000.0,,3171000000.0,-358000000.0,-350000000.0,,3547000000.0,-353000000.0,92000000.0,4334000000.0,,0.0,926949000.0,3495000000.0,3834000000.0,12528000000.0,393000000.0,3171000000.0,,927213000.0,4334000000.0,2198000000.0,94000000.0,4464000000.0,0.0,2959000000.0,-0.39,0.0,3731000000.0,9955000000.0,7950000000.0,226000000.0,191000000.0,,3232000000.0,2569000000.0,-630000000.0,3731000000.0,-98000000.0,-7000000.0,2612000000.0,327000000.0,308000000.0,,,11140000000.0,3834000000.0,738000000.0,7000000.0,1615000000.0,-42000000.0,,-292000000.0,-4921000000.0,3147000000.0,,337000000.0,7880000000.0,3000000.0,0.0,3834000000.0,,16551000000.0,,6266000000.0,3834000000.0,62000000.0,,809000000.0,,950000000.0,,489000000.0,,,92000000.0,-259000000.0,,,,2835000000.0,35000000.0,0.25,200000000.0,,,-1061000000.0,7161000000.0,7880000000.0,,262000000.0,8379000000.0,-167000000.0,85000000.0,-19000000.0,-239000000.0,-280000000.0,-912000000.0,1421000000.0,,927213000.0,,,352000000.0,6948000000.0,,2959000000.0,1615000000.0,,,59000000.0,191000000.0,,1810000000.0,155000000.0,-4000000.0,0.0,573000000.0,9409000000.0,3495000000.0,-4921000000.0,,,355000000.0,,,,,,,,,,,,,
1364688000,7696000000.0,,,,,,-434000000.0,10852000000.0,,,,9833000000.0,,,,12083000000.0,,,7028000000.0,1390000000.0,,,,,161000000.0,,,,16643000000.0,,28726000000.0,,,,,,,,,0.17,,1983000000.0,,305000000.0,0.0,,,,17529000000.0,747000000.0,78000000.0,,,,,,,0.0,2101000000.0,,,,,161000000.0,154000000.0,,3560000000.0,-284000000.0,79000000.0,,,0.0,,3631000000.0,3066000000.0,,-205000000.0,2935000000.0,,909450000.0,4278000000.0,,,3157000000.0,,,0.18,,,,,,191000000.0,,3834000000.0,,,3698000000.0,222000000.0,-11000000.0,1796000000.0,,,,,11160000000.0,,,-72000000.0,,-22000000.0,,,,,,431000000.0,,2000000.0,,3066000000.0,,,,,3067000000.0,101000000.0,,1042000000.0,,-638000000.0,,424000000.0,,,,,,,,2904000000.0,88000000.0,,165000000.0,,,,5258000000.0,,,,,,305000000.0,,-246000000.0,-206000000.0,,-228000000.0,,920351000.0,,,,,,2971000000.0,2036000000.0,,,69000000.0,,,,-44000000.0,,1000000.0,-808000000.0,,,,,,628000000.0,-222000000.0,,,,,,,,,,,,
1372550400,7407000000.0,,,,,,-127000000.0,10429000000.0,,,,9416000000.0,,,,11418000000.0,,,6878000000.0,1475000000.0,,,,,317000000.0,,,,16207000000.0,,27625000000.0,,,,,,,,,0.35,,1829000000.0,,311000000.0,-4000000.0,,,,16823000000.0,731000000.0,71000000.0,,,,,,,0.0,2347000000.0,,,,,317000000.0,324000000.0,,3501000000.0,-157000000.0,62000000.0,,,0.0,,3699000000.0,2307000000.0,,-192000000.0,3049000000.0,,906446000.0,4280000000.0,,,3307000000.0,-231000000.0,,0.35,,,,,,195000000.0,,3066000000.0,,,3567000000.0,431000000.0,4000000.0,1838000000.0,,,,,10763000000.0,,,-10000000.0,,-19000000.0,,,,,,446000000.0,,7000000.0,,2307000000.0,,,,,2308000000.0,96000000.0,,910000000.0,,-558000000.0,,416000000.0,,,,,,,,2716000000.0,-78000000.0,,165000000.0,,,,5654000000.0,,,,,,509000000.0,,-606000000.0,-251000000.0,,124000000.0,,916345000.0,,,,,,2902000000.0,1850000000.0,,,121000000.0,,,,88000000.0,,1000000.0,-732000000.0,,,,,,838000000.0,-265000000.0,,,,,,,,,,,,
1380499200,7243000000.0,,,,,,103000000.0,9906000000.0,,,,9131000000.0,,,,11641000000.0,,,6654000000.0,1467000000.0,,,,,282000000.0,,,,15684000000.0,,27325000000.0,,,,,,,,,0.31,,1754000000.0,,330000000.0,-1000000.0,,,,16374000000.0,761000000.0,67000000.0,,,,,,,0.0,2357000000.0,,,,,282000000.0,270000000.0,,3374000000.0,-231000000.0,104000000.0,,,0.0,,3832000000.0,2034000000.0,,-265000000.0,2895000000.0,,914431000.0,4580000000.0,,,3261000000.0,-41000000.0,,0.31,,,,,,188000000.0,,2307000000.0,,,3400000000.0,372000000.0,-6000000.0,1893000000.0,,,,,10913000000.0,,,-11000000.0,,-126000000.0,,,,,,425000000.0,,6000000.0,,2034000000.0,,,,,2044000000.0,107000000.0,,692000000.0,,-373000000.0,,437000000.0,,,,,,,,3076000000.0,-252000000.0,,119000000.0,,,,5618000000.0,,,,,,464000000.0,,-247000000.0,-234000000.0,,337000000.0,,922209000.0,,,,,,2813000000.0,1736000000.0,,,108000000.0,,,,123000000.0,,10000000.0,-224000000.0,,,,,,809000000.0,-18000000.0,,,,,,,,,,,,
1388448000,6856000000.0,,15332000000.0,-1687000000.0,,145000000.0,603000000.0,10415000000.0,2019000000.0,1.27,-101000000.0,8476000000.0,23329000000.0,,-467000000.0,11474000000.0,10415000000.0,,6504000000.0,1692000000.0,2465000000.0,466000000.0,592000000.0,240000000.0,409000000.0,26559000000.0,1661000000.0,,15085000000.0,354000000.0,26559000000.0,13641000000.0,-272000000.0,214000000.0,,1169000000.0,3164000000.0,,2458000000.0,0.44,,97000000.0,,403000000.0,-8000000.0,911072000.0,,-562000000.0,15332000000.0,385000000.0,63000000.0,143000000.0,385000000.0,15000000.0,298000000.0,11214000000.0,,-7000000.0,2883000000.0,2465000000.0,1349000000.0,,2830000000.0,409000000.0,422000000.0,,3164000000.0,-325000000.0,76000000.0,4420000000.0,,-28000000.0,922072000.0,3240000000.0,2465000000.0,11474000000.0,497000000.0,2830000000.0,,914385000.0,4420000000.0,1138000000.0,63000000.0,3916000000.0,0.0,2780000000.0,0.45,10000000.0,3262000000.0,8476000000.0,6856000000.0,1169000000.0,188000000.0,,2034000000.0,3410000000.0,-186000000.0,3262000000.0,636000000.0,-6000000.0,2142000000.0,97000000.0,240000000.0,,,11214000000.0,2475000000.0,-1306000000.0,-8000000.0,1365000000.0,-19000000.0,,-1241000000.0,-4912000000.0,3834000000.0,,354000000.0,7692000000.0,0.0,-28000000.0,2465000000.0,,15085000000.0,,6024000000.0,2475000000.0,96000000.0,,592000000.0,,-118000000.0,214000000.0,456000000.0,,,76000000.0,-11000000.0,,,,2458000000.0,-467000000.0,1.28,143000000.0,,,-993000000.0,6799000000.0,7692000000.0,,1170000000.0,7669000000.0,-13000000.0,741000000.0,-165000000.0,-142000000.0,-302000000.0,-997000000.0,905000000.0,,927131000.0,,,400000000.0,6504000000.0,,2780000000.0,1365000000.0,,,168000000.0,188000000.0,,1733000000.0,131000000.0,-7000000.0,10000000.0,458000000.0,9688000000.0,3240000000.0,-4912000000.0,,,1135000000.0,-57000000.0,,,,,,,,,,,,
1396224000,6745000000.0,,,,,,-350000000.0,10296000000.0,,,,8204000000.0,,,,10929000000.0,,,6502000000.0,1373000000.0,,,,,138000000.0,,,,15045000000.0,,25974000000.0,,,,,,,,,0.15,,1503000000.0,,300000000.0,-4000000.0,,,,14949000000.0,669000000.0,57000000.0,,,,,,,0.0,2018000000.0,,,,,138000000.0,139000000.0,,3311000000.0,-191000000.0,55000000.0,,,-3000000.0,,3449000000.0,1727000000.0,,-242000000.0,2518000000.0,,913990000.0,4612000000.0,,,3002000000.0,,,0.15,,,,,,188000000.0,,2465000000.0,,,3171000000.0,157000000.0,-18000000.0,1789000000.0,,,,,11015000000.0,,,2000000.0,,-273000000.0,,,,,,414000000.0,,2000000.0,,1727000000.0,,,,,1738000000.0,85000000.0,,406000000.0,,-514000000.0,,420000000.0,,39000000.0,,,,,,,-496000000.0,,121000000.0,,,,5020000000.0,,,,,,229000000.0,,-288000000.0,-178000000.0,,-172000000.0,,925674000.0,,,,,,2709000000.0,1801000000.0,,,39000000.0,,,,66000000.0,,11000000.0,-720000000.0,,,,,,542000000.0,-107000000.0,,,,,,,,,,,,
1404086400,6662000000.0,,,,,,256000000.0,9701000000.0,,,,8239000000.0,,,,10528000000.0,,,6579000000.0,1429000000.0,,,,,242000000.0,,,,15131000000.0,,25659000000.0,,,,,,,,,0.26,,1491000000.0,,298000000.0,-68000000.0,,,,14901000000.0,609000000.0,60000000.0,,,,,,,0.0,2180000000.0,,,,,242000000.0,220000000.0,,3336000000.0,-355000000.0,62000000.0,,,0.0,,3638000000.0,1435000000.0,,-168000000.0,2643000000.0,,908343000.0,4549000000.0,,,3113000000.0,-248000000.0,,0.27,,,,,,191000000.0,,1727000000.0,,,3157000000.0,258000000.0,-57000000.0,1848000000.0,,,,,10747000000.0,,,-4000000.0,,-20000000.0,,,,,,448000000.0,,0.0,,1435000000.0,,,,,1560000000.0,89000000.0,,432000000.0,,-7000000.0,,426000000.0,,40000000.0,,,,,,2827000000.0,-408000000.0,,92000000.0,,,,5293000000.0,,,,,,332000000.0,,-473000000.0,-231000000.0,,487000000.0,,916511000.0,,,,,,2708000000.0,1478000000.0,,,40000000.0,,,,39000000.0,,125000000.0,-282000000.0,,,,,,645000000.0,-235000000.0,,,,,,,,,,,,
1412035200,7510000000.0,,,,,,150000000.0,9552000000.0,,,,9409000000.0,,,,11776000000.0,,,7048000000.0,1473000000.0,,,,,-104000000.0,,,,16144000000.0,,27920000000.0,,,,,,,,,-0.11,,1528000000.0,,318000000.0,-2000000.0,,,,16919000000.0,606000000.0,78000000.0,,,,,,,0.0,1825000000.0,,,,,-104000000.0,-92000000.0,,3584000000.0,-251000000.0,149000000.0,,,0.0,,3979000000.0,1716000000.0,,-137000000.0,2816000000.0,,922180000.0,5021000000.0,,,3722000000.0,-44000000.0,,-0.11,,,,,,191000000.0,,1435000000.0,,,3387000000.0,-172000000.0,-148000000.0,1916000000.0,,,,,10912000000.0,,,7000000.0,,-21000000.0,,,,,,458000000.0,,91000000.0,,1716000000.0,,,,,1842000000.0,145000000.0,,725000000.0,,566000000.0,,398000000.0,,-38000000.0,,,,,,3069000000.0,-35000000.0,,90000000.0,,,,5547000000.0,,,,,,-91000000.0,,72000000.0,-215000000.0,,365000000.0,,928293000.0,,,,,,2773000000.0,1918000000.0,,,-38000000.0,,,,-129000000.0,,126000000.0,207000000.0,,,,,,291000000.0,-120000000.0,,,,,,,,,,,,
1419984000,8157000000.0,,17384000000.0,540000000.0,,457000000.0,406000000.0,7316000000.0,489000000.0,0.45,-7000000.0,9227000000.0,21391000000.0,,671000000.0,12406000000.0,7316000000.0,,7158000000.0,1597000000.0,1873000000.0,26000000.0,392000000.0,312000000.0,139000000.0,28352000000.0,185000000.0,,15946000000.0,411000000.0,28352000000.0,13185000000.0,-292000000.0,176000000.0,,415000000.0,3571000000.0,,3030000000.0,0.15,,102000000.0,,271000000.0,-7000000.0,915193000.0,,-596000000.0,17384000000.0,393000000.0,69000000.0,102000000.0,393000000.0,107000000.0,-50000000.0,10867000000.0,,0.0,2183000000.0,1873000000.0,1187000000.0,,2692000000.0,139000000.0,-46000000.0,,3571000000.0,-187000000.0,107000000.0,4476000000.0,,0.0,922714000.0,3314000000.0,1873000000.0,12406000000.0,466000000.0,2692000000.0,,916767000.0,4476000000.0,1303000000.0,69000000.0,3355000000.0,0.0,2095000000.0,0.15,125000000.0,3368000000.0,9227000000.0,8157000000.0,415000000.0,187000000.0,,1716000000.0,1787000000.0,-333000000.0,3368000000.0,-59000000.0,26000000.0,2165000000.0,102000000.0,312000000.0,,,10867000000.0,1998000000.0,-677000000.0,-12000000.0,1574000000.0,-19000000.0,,-1189000000.0,-4749000000.0,2465000000.0,,411000000.0,6844000000.0,14000000.0,-3000000.0,1873000000.0,,15946000000.0,,5871000000.0,1998000000.0,96000000.0,,392000000.0,,500000000.0,176000000.0,391000000.0,,-16000000.0,107000000.0,-197000000.0,,,,3030000000.0,671000000.0,0.45,102000000.0,,,-846000000.0,5538000000.0,6844000000.0,,221000000.0,7717000000.0,-81000000.0,18000000.0,-77000000.0,-500000000.0,-222000000.0,-984000000.0,628000000.0,,922270000.0,,,415000000.0,7158000000.0,,2095000000.0,1574000000.0,,,-16000000.0,187000000.0,,1635000000.0,-25000000.0,0.0,125000000.0,118000000.0,8206000000.0,3314000000.0,-4749000000.0,26000000.0,,308000000.0,-134000000.0,,,,,,,,,,,,
1427760000,9663000000.0,,,,,,-448000000.0,8713000000.0,,,,10634000000.0,,,,13159000000.0,,,8596000000.0,1555000000.0,,,,,99000000.0,,,,18634000000.0,,31793000000.0,,,,,,,,,0.11,,2066000000.0,,283000000.0,0.0,,,,20297000000.0,685000000.0,89000000.0,,,,,,,0.0,2116000000.0,,,,,99000000.0,64000000.0,,4118000000.0,-1270000000.0,106000000.0,,,0.0,,3916000000.0,1667000000.0,,-243000000.0,2778000000.0,,912086000.0,4917000000.0,,,3223000000.0,,,0.11,,,,,,187000000.0,,1873000000.0,,,3985000000.0,72000000.0,-1103000000.0,1977000000.0,,,,,11382000000.0,,,-37000000.0,,-20000000.0,,,,,,537000000.0,,20000000.0,,1667000000.0,,,,,1792000000.0,98000000.0,,1667000000.0,,-138000000.0,,436000000.0,,31000000.0,,,,,,2913000000.0,914000000.0,,154000000.0,,,,5339000000.0,,,,,,139000000.0,,1082000000.0,-192000000.0,,-256000000.0,,918215000.0,,,,,,2344000000.0,2260000000.0,,,31000000.0,,,,-313000000.0,,125000000.0,-380000000.0,,,,,,453000000.0,-108000000.0,,,,,,,,,,,,
1435622400,9386000000.0,,,,,,-41000000.0,8245000000.0,,,,9990000000.0,,,,12454000000.0,,,8428000000.0,1664000000.0,,,,,272000000.0,,,,18433000000.0,,30887000000.0,,,,,,,,,0.3,,2009000000.0,,331000000.0,-4000000.0,,,,19376000000.0,692000000.0,77000000.0,,,,,,,-137000000.0,2495000000.0,,,,,272000000.0,226000000.0,,4048000000.0,-237000000.0,173000000.0,,,0.0,,3973000000.0,1135000000.0,,-148000000.0,2785000000.0,,909478000.0,4777000000.0,,,3479000000.0,-253000000.0,,0.3,,,,,,190000000.0,,1667000000.0,,,3855000000.0,275000000.0,-1000000.0,2146000000.0,,,,,11396000000.0,,,-43000000.0,,-19000000.0,,,,,,544000000.0,,,,1135000000.0,,,,,1139000000.0,102000000.0,,1632000000.0,,-469000000.0,,483000000.0,,48000000.0,,,,,,2580000000.0,1024000000.0,,118000000.0,,,,5974000000.0,,,,,,349000000.0,,-356000000.0,-227000000.0,,186000000.0,,914726000.0,,,,,,2308000000.0,2058000000.0,,,48000000.0,,30000000.0,,192000000.0,,4000000.0,-481000000.0,,,,,,708000000.0,-137000000.0,,,,,,,,,,,,
1443571200,8970000000.0,,,,,,30000000.0,8560000000.0,,,,9665000000.0,,,,12331000000.0,,,8245000000.0,1631000000.0,,,,,319000000.0,,,,17858000000.0,,30189000000.0,,,,,,,,,0.34,,1859000000.0,,312000000.0,-14000000.0,,,,18635000000.0,659000000.0,67000000.0,,,,,,,-118000000.0,2422000000.0,,,,,319000000.0,236000000.0,,3973000000.0,-218000000.0,127000000.0,,,-1000000.0,,4011000000.0,1025000000.0,,-205000000.0,2658000000.0,,923675000.0,4782000000.0,,,3414000000.0,-45000000.0,,0.35,,,,,,190000000.0,,1135000000.0,,,3682000000.0,242000000.0,-3000000.0,2079000000.0,,,,,11446000000.0,,,2000000.0,,-42000000.0,,,,,,529000000.0,,20000000.0,,1025000000.0,,,,,1038000000.0,112000000.0,,1574000000.0,,-371000000.0,,471000000.0,,8000000.0,,,,,,2551000000.0,822000000.0,,120000000.0,,,,5836000000.0,,,,,,343000000.0,,-161000000.0,-251000000.0,,281000000.0,,928028000.0,,,,,,2245000000.0,1975000000.0,,,8000000.0,,9000000.0,,262000000.0,,13000000.0,-76000000.0,,,,,,666000000.0,-118000000.0,,,,,,,,,,,,
1451520000,9128000000.0,,19196000000.0,-346000000.0,81000000.0,210000000.0,669000000.0,6437000000.0,992000000.0,0.7,-72000000.0,10068000000.0,24244000000.0,,1775000000.0,12693000000.0,6437000000.0,,8523000000.0,2174000000.0,1766000000.0,239000000.0,1665000000.0,375000000.0,-45000000.0,30976000000.0,623000000.0,,18283000000.0,444000000.0,30976000000.0,14388000000.0,-298000000.0,257000000.0,,645000000.0,3950000000.0,,3213000000.0,-0.05,,101000000.0,,355000000.0,-5000000.0,916087000.0,,-506000000.0,19196000000.0,448000000.0,-1000000.0,116000000.0,448000000.0,53000000.0,131000000.0,11662000000.0,,0.0,2823000000.0,1766000000.0,1281000000.0,,2863000000.0,-45000000.0,-112000000.0,,3950000000.0,-216000000.0,164000000.0,4727000000.0,,1000000.0,923625000.0,3463000000.0,1766000000.0,12693000000.0,618000000.0,2863000000.0,,919297000.0,4727000000.0,1167000000.0,-1000000.0,4272000000.0,0.0,2322000000.0,-0.05,12000000.0,3693000000.0,10068000000.0,9128000000.0,645000000.0,186000000.0,,1025000000.0,2371000000.0,-104000000.0,3693000000.0,34000000.0,-12000000.0,2662000000.0,101000000.0,375000000.0,,,11662000000.0,1778000000.0,-187000000.0,6000000.0,822000000.0,-23000000.0,,508000000.0,-4895000000.0,1873000000.0,,444000000.0,7217000000.0,15000000.0,0.0,1766000000.0,,18283000000.0,,7024000000.0,1778000000.0,155000000.0,,1665000000.0,,632000000.0,257000000.0,537000000.0,,152000000.0,164000000.0,-1116000000.0,,,,3213000000.0,1775000000.0,0.7,116000000.0,,,-957000000.0,7095000000.0,7217000000.0,,414000000.0,8864000000.0,-21000000.0,161000000.0,22000000.0,-57000000.0,-287000000.0,-1941000000.0,956000000.0,,926260000.0,,,467000000.0,8523000000.0,,2322000000.0,822000000.0,,,152000000.0,186000000.0,7000000.0,1927000000.0,-10000000.0,0.0,12000000.0,750000000.0,9856000000.0,3463000000.0,-4895000000.0,239000000.0,,544000000.0,-108000000.0,,,,,,,,,,,,
1459382400,8505000000.0,,,,,,-183000000.0,7991000000.0,,,,9843000000.0,,,,12137000000.0,,,8265000000.0,1607000000.0,,,,,32000000.0,,,,17620000000.0,,29757000000.0,,,,,,,,,0.03,,1533000000.0,,310000000.0,-1000000.0,,,,18348000000.0,641000000.0,70000000.0,,,,,,,0.0,2266000000.0,,,,,32000000.0,13000000.0,,3984000000.0,-284000000.0,129000000.0,,,-2000000.0,,3601000000.0,1385000000.0,,-223000000.0,2695000000.0,,913929000.0,4597000000.0,,,3251000000.0,,,0.04,,,,,,186000000.0,,1766000000.0,,,3526000000.0,85000000.0,-31000000.0,2065000000.0,,,,,11279000000.0,,,-70000000.0,,-8000000.0,,,,,,523000000.0,,5000000.0,,1385000000.0,,,,,1397000000.0,141000000.0,,1705000000.0,,-422000000.0,,470000000.0,,75000000.0,,,,,,2434000000.0,841000000.0,,153000000.0,,,,5517000000.0,,,,,,201000000.0,,-82000000.0,-193000000.0,,10000000.0,,924706000.0,,,,,,2218000000.0,2066000000.0,,,75000000.0,,11000000.0,,199000000.0,,12000000.0,-341000000.0,,,,,,536000000.0,-168000000.0,,,,,,,,,,,,
1467244800,9876000000.0,,,,,,124000000.0,7794000000.0,,,,8868000000.0,,,,13267000000.0,,,8462000000.0,1661000000.0,,,,,420000000.0,,,,17818000000.0,,31085000000.0,,,,,,,,,0.46,,773000000.0,,301000000.0,-21000000.0,,,,18744000000.0,574000000.0,71000000.0,,,,,,,-29000000.0,2538000000.0,,,,,420000000.0,232000000.0,,5269000000.0,-252000000.0,49000000.0,,,-1000000.0,,3688000000.0,1926000000.0,,-46000000.0,2707000000.0,,910496000.0,4763000000.0,,,3323000000.0,-280000000.0,,0.46,,,,,,190000000.0,,1385000000.0,,,3523000000.0,277000000.0,-19000000.0,2161000000.0,,,,,11488000000.0,,,-28000000.0,,-25000000.0,,,,,,631000000.0,,0.0,,1926000000.0,,,,,2031000000.0,111000000.0,,539000000.0,,-161000000.0,,501000000.0,,48000000.0,,,,,,2568000000.0,986000000.0,,126000000.0,,,,5861000000.0,,,,,,377000000.0,,345000000.0,-194000000.0,,318000000.0,,917744000.0,,,,,,2235000000.0,2224000000.0,,,48000000.0,,876000000.0,,44000000.0,,105000000.0,532000000.0,,,,,,689000000.0,-198000000.0,,,,,,,,,,,,
1475193600,9266000000.0,,,,,,266000000.0,8120000000.0,,,,9171000000.0,,,,13253000000.0,,,8455000000.0,1614000000.0,,,,,370000000.0,,,,17657000000.0,,30910000000.0,,,,,,,,,0.4,,700000000.0,,304000000.0,-10000000.0,,,,18437000000.0,559000000.0,68000000.0,,,,,,,-20000000.0,2603000000.0,,,,,370000000.0,280000000.0,,4860000000.0,-406000000.0,43000000.0,,,0.0,,3759000000.0,1859000000.0,,-134000000.0,2884000000.0,,924670000.0,4804000000.0,,,3295000000.0,-50000000.0,,0.4,,,,,,190000000.0,,1926000000.0,,,3472000000.0,279000000.0,-155000000.0,2122000000.0,,,,,11620000000.0,,,-21000000.0,,-27000000.0,,,,,,545000000.0,,,,1859000000.0,,,,,1962000000.0,217000000.0,,908000000.0,,-52000000.0,,514000000.0,,6000000.0,,,,,,2625000000.0,849000000.0,,106000000.0,,,,5898000000.0,,,,,,481000000.0,,-164000000.0,-234000000.0,,500000000.0,,930752000.0,,,,,,2196000000.0,2052000000.0,,,6000000.0,,30000000.0,,169000000.0,,103000000.0,-51000000.0,,,,,,800000000.0,-154000000.0,,,,,,,,,,,,
