,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,annualFreeCashFlow,quarterlyFreeCashFlow,quarterlyRetainedEarnings,annualOperatingIncome,annualDilutedEPS,annualNetOtherInvestingChanges,quarterlyCurrentLiabilities,annualTotalRevenue,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentAssets,annualRetainedEarnings,trailingCommonStockIssuance,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualEndCashPosition,annualTaxProvision,annualCurrentDebt,annualCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,annualTotalAssets,annualPretaxIncome,trailingTotalRevenue,quarterlyTotalNonCurrentAssets,annualOtherCurrentAssets,quarterlyTotalAssets,annualCostOfRevenue,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualNetIncome,annualLongTermDebt,trailingInvestingCashFlow,annualAccountsPayable,quarterlyDilutedEPS,trailingOperatingIncome,quarterlyOtherNonCurrentLiabilities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,quarterlyPurchaseOfInvestment,annualBasicAverageShares,trailingTaxProvision,annualRepurchaseOfCapitalStock,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,quarterlyOtherNonCurrentAssets,annualIncomeTaxPayable,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualOtherNonCashItems,annualStockholdersEquity,trailingRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualCashAndCashEquivalents,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCurrentAccruedExpenses,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingPretaxIncome,quarterlyLongTermDebt,quarterlyInvestingCashFlow,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,annualDilutedAverageShares,quarterlyInventory,quarterlyEndCashPosition,annualCurrentAssets,quarterlyChangeInInventory,quarterlyCurrentAccruedExpenses,annualChangeInAccountPayable,quarterlyBasicAverageShares,quarterlyAccountsReceivable,annualOperatingCashFlow,annualOtherNonCurrentAssets,quarterlyCostOfRevenue,quarterlyCashDividendsPaid,annualNetPPE,quarterlyBasicEPS,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,quarterlyCapitalStock,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualEbitda,annualRepaymentOfDebt,quarterlyOtherIntangibleAssets,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,quarterlyCurrentDeferredRevenue,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyStockholdersEquity,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,annualOtherCurrentLiabilities,quarterlyRepaymentOfDebt,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualBeginningCashPosition,trailingOtherIncomeExpense,quarterlyOtherCurrentAssets,annualGrossPPE,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,annualTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualSellingGeneralAndAdministration,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangeInWorkingCapital,quarterlyNonCurrentDeferredRevenue,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,trailingOtherNonCashItems,trailingOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,trailingStockBasedCompensation,annualCapitalExpenditure,quarterlyTotalRevenue,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualOperatingExpense,annualPurchaseOfInvestment,quarterlyOperatingIncome,annualChangeInInventory,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualInvestingCashFlow,quarterlyOperatingCashFlow,trailingNetOtherFinancingCharges,quarterlyDilutedAverageShares,trailingCashDividendsPaid,trailingBeginningCashPosition,annualInterestExpense,annualGoodwill,trailingResearchAndDevelopment,quarterlyNetPPE,quarterlyOtherCurrentLiabilities,trailingNetIncome,trailingCostOfRevenue,quarterlyTaxProvision,annualCapitalStock,quarterlyCommonStockIssuance,annualResearchAndDevelopment,quarterlyOtherNonCashItems,annualNetOtherFinancingCharges,quarterlyOtherShortTermInvestments,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualInventory,annualAccumulatedDepreciation,annualDeferredIncomeTax,trailingChangeInInventory,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,trailingChangeInAccountPayable,trailingBasicAverageShares,quarterlyChangesInAccountReceivables,annualStockBasedCompensation,quarterlyChangeInAccountPayable,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,annualChangesInAccountReceivables,trailingDilutedAverageShares,quarterlyStockBasedCompensation,trailingBasicEPS
615168000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010256,,,,,,,,,,,,,,,,,,,,,,,,,84544768.0,,,,,,,,,,,,,,,1072744908.0,,,,,,,0.010256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5818302996.0,,,,,,5818302996.0,,,,,,,1072744908.0,,,,,,,,,,,,,,,,,,,,,,,5818302996.0,,,,,,,,,,,,,
623116800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024636,,,,,,,,,,,,,,,,,,,,,,,,,97368840.0,,,,,,,,,,,,,,,1072744908.0,,,,,,,0.024636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5820372000.0,,,,,,5820372000.0,,,,,,,1072744908.0,,,,,,,,,,,,,,,,,,,,,,,5820372000.0,,,,,,,,,,,,,
631065600,6389966456.0,,15838014765.0,,,0.0,,6235878693.0,748787336.0,0.091573,,9448048309.0,25266602017.0,,,13452392466.0,6235878693.0,,,,0.0,230078557.0,6430573510.0,,,24275351815.0,579787854.0,,10822959349.0,618288733.0,24275351815.0,17655391049.0,,,,349709297.0,4431307953.0,,,,,1958658503.0,,,,1072744908.0,,,15838014765.0,,2336590545.0,,,,,8437337050.0,,,,64870190.0,,,,,72199037.0,,4431307953.0,,,,,,1072744908.0,5669317618.0,,13452392466.0,,,,,,0.0,2336590545.0,,,8210881114.0,,,275487690.0,9448048309.0,6389966456.0,349709297.0,,,,2263716890.0,,275487690.0,,,,1958658503.0,,,,8437337050.0,64870190.0,,,3017474799.0,,,,-8905497629.0,0.0,,618288733.0,17116378743.0,,479028442.0,64870190.0,,10822959349.0,,5347494078.0,64870190.0,,,6430573510.0,,,,,,,,,,,,,,0.091573,,,,,8210917537.0,17116378743.0,,349709297.0,6862423632.0,,-16306897144.0,,,,0.0,,,,,,584589933.0,,,8210881114.0,3017474799.0,,,,,,,,,,,7611210968.0,5669317618.0,-8905497629.0,,,-16306897144.0,,,,,,,,,,,,,
638841600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006756,,,,,,,,,,,,,,,,,,,,,,,,,2651872.0,,,,,,,,,,,,,,,1072744908.0,,,,,,,0.006756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5679978340.0,,,,,,5679978340.0,,,,,,,1072744908.0,,,,,,,,,,,,,,,,,,,,,,,5679978340.0,,,,,,,,,,,,,
646704000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021989,,,,,,,,,,,,,,,,,,,,,,,,,16021764.0,,,,,,,,,,,,,,,1072744908.0,,,,,,,0.021989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5859029626.0,,,,,,5859029626.0,,,,,,,1072744908.0,,,,,,,,,,,,,,,,,,,,,,,5859029626.0,,,,,,,,,,,,,
654652800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.261841,,,,,,,,,,,,,,,,,,,,,,,,,-1027079264.0,,,,,,,,,,,,,,,1072744908.0,,,,,,,-0.261841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7199873440.0,,,,,,7199873440.0,,,,,,,1072744908.0,,,,,,,,,,,,,,,,,,,,,,,7199873440.0,,,,,,,,,,,,,
662601600,8020025475.0,,16610569500.0,,,0.0,,2744443800.0,911457750.0,-0.452128,,8590544025.0,24135459600.0,,,12344305050.0,2744443800.0,,,,0.0,149306850.0,1417904250.0,,,22331079750.0,-1809634050.0,,9986774700.0,1026174450.0,22331079750.0,16340051175.0,,,,-1958940900.0,5144883450.0,,,,,2875142025.0,,,,1153055286.0,,,16610569500.0,,2275725375.0,,,,,5720510250.0,,,,64072050.0,,,,,-949312196.0,,5144883450.0,,,,,,1153055286.0,5005063350.0,,12344305050.0,,,,,,0.0,2275725375.0,,,7224962850.0,,,486086475.0,8590544025.0,8020025475.0,-1958940900.0,,,,2605499400.0,,486086475.0,,,,2875142025.0,,,,5720510250.0,64072050.0,,,7172639775.0,,,,-7713968325.0,0.0,,1026174450.0,14938931175.0,,-1922161500.0,64072050.0,,9986774700.0,,5189909025.0,64072050.0,,,1417904250.0,,,,,,,,,,,,,,-0.452128,,,,,6241655376.0,14938931175.0,,-1958940900.0,6883950675.0,,-16982346474.0,,,,0.0,,,,,,728874300.0,,,7224962850.0,7172639775.0,,,,,,,,,,,7795408425.0,5005063350.0,-7713968325.0,,,-16982346474.0,,,,,,,,,,,,,
670377600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00451,,,,,,,,,,,,,,,,,,,,,,,,,17261504.0,,,,,,,,,,,,,,,1153055286.0,,,,,,,0.00451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597104060.0,,,,,,1597104060.0,,,,,,,1153055286.0,,,,,,,,,,,,,,,,,,,,,,,1597104060.0,,,,,,,,,,,,,
678240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019219,,,,,,,,,,,,,,,,,,,,,,,,,80981728.0,,,,,,,,,,,,,,,1153055286.0,,,,,,,0.019219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5842973128.0,,,,,,5842973128.0,,,,,,,1153055286.0,,,,,,,,,,,,,,,,,,,,,,,5842973128.0,,,,,,,,,,,,,
686188800,,,,,,,,,,,,,,,,,,,,,,,,,221661615.0,,,,,,,,,,,,,,,0.041906,,,,,,,,,,,,,,,,,,,,,,,,221661615.0,169147860.0,,,,,,,,,,,,,,,1153055286.0,,,,,,,0.041906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8377039650.0,,,,,,8377039650.0,,,,,,,1153055286.0,,,,,,,,,,,,,,,,,,,,,,,8377039650.0,,,,,,,,,,,,,
694137600,7407296806.0,,16014751116.0,775500180.0,,-39372697.0,,3306036461.0,1274420238.0,0.099479,4333238.0,8607454310.0,24940324864.0,,,11755028740.0,3306036461.0,,,,0.0,190811894.0,1221524850.0,,176212547.0,21801865176.0,620176011.0,,10046836436.0,0.0,21801865176.0,17011321145.0,,,,526114862.0,4942431494.0,,,,,2464865312.0,,,,1342626576.0,,,16014751116.0,,2349735661.0,,,,-454317591.0,5787114060.0,,,,846400919.0,1434675333.0,,,176212547.0,132056722.0,,4942431494.0,,,,,,1342626576.0,4556026202.0,,11755028740.0,,,,,,1494145289.0,2349735661.0,,,7169715826.0,,,527384949.0,8607454310.0,7407296806.0,526114862.0,,,,2709095571.0,,527384949.0,,,,2464865312.0,,,,5787114060.0,846400919.0,-256034597.0,,7385929460.0,,,-768552057.0,-7897475677.0,1102435516.0,,0.0,15067191503.0,,-16212287.0,846400919.0,,10046836436.0,,5219908148.0,846400919.0,,,1221524850.0,,,,,,,,,,,,,,0.099479,,,,-1533517986.0,6222539554.0,15067191503.0,,429364117.0,6654583481.0,,-17443365072.0,,,,-959363951.0,,,,,,638106651.0,,,7169715826.0,7385929460.0,,,,,,,,-100262162.0,,,7929003719.0,4556026202.0,-7897475677.0,,,-17443365072.0,,,,,,,,,,,,,
702000000,,,,,,,,,,,,,,,,,,,,,,,,,75519600.0,,,,,,,,,,,,,,,0.017465,,,,,,,,,,,,,,,,,,,,,,,,75519600.0,75519600.0,,,,,,,,,,,,,,,1342626576.0,,,,,,,0.017465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5628861420.0,,,,,,5628861420.0,,,,,,,1342626576.0,,,,,,,,,,,,,,,,,,,,,,,5628861420.0,,,,,,,,,,,,,
709862400,,,,,,,,,,,,,,,,,,,,,,,,,-146123874.0,,,,,,,,,,,,,,,-0.032381,,,,,,,,,,,,,,,,,,,,,,,,-146123874.0,-146123874.0,,,,,,,,,,,,,,,1342626576.0,,,,,,,-0.032381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6247577622.0,,,,,,6247577622.0,,,,,,,1342626576.0,,,,,,,,,,,,,,,,,,,,,,,6247577622.0,,,,,,,,,,,,,
717811200,,,,,,,,,,,,,,,,,,,,,,,,,-141152166.0,,,,,,,,,,,,,,,-0.03128,,,,,,,,,,,,,,,,,,,,,,,,-141152166.0,-141152166.0,,,,,,,,,,,,,,,1342626576.0,,,,,,,-0.03128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6035010498.0,,,,,,6035010498.0,,,,,,,1342626576.0,,,,,,,,,,,,,,,,,,,,,,,6035010498.0,,,,,,,,,,,,,
725760000,7801975890.0,,18093801465.0,309338190.0,29543535.0,-391679415.0,,317530935.0,977171040.0,-0.0922,382079835.0,10291825575.0,26624186865.0,,,12748242240.0,317530935.0,,,,0.0,40880970.0,4862518290.0,,-194711073.0,22220214030.0,-368508015.0,,9471971790.0,0.0,22220214030.0,17910002610.0,,,,-409388985.0,6968715795.0,,,,,833260095.0,,,,1342626576.0,,,18093801465.0,,2075247135.0,,,,189260685.0,4126412565.0,,,,754229070.0,1616287905.0,,,-194711073.0,-194711073.0,,6968715795.0,,,,,,1342626576.0,4776039315.0,,12748242240.0,,,,,,1651789800.0,2075247135.0,,,6594745950.0,,,801978705.0,10291825575.0,7801975890.0,-409388985.0,,,,2593458945.0,,801978705.0,,,,833260095.0,,,,4126412565.0,754229070.0,-221121360.0,,5429307285.0,,,-280704960.0,-8747782785.0,975267675.0,,0.0,15342528735.0,,-534018015.0,754229070.0,,9471971790.0,,6120725310.0,754229070.0,,,4862518290.0,,,,,,,,,,,,,,-0.0922,,,,-2043469215.0,9513551517.0,15342528735.0,,-409388985.0,7737013215.0,,-16133464308.0,,,,-1592206200.0,,,,,,811578285.0,,,6594745950.0,5429307285.0,,,,,,,,0.0,,,8714184255.0,4776039315.0,-8747782785.0,,,-16133464308.0,,,,,,,,,,,,,
