,trailingCashDividendsPaid,annualNetIncome,trailingPretaxIncome,quarterlyTotalAssets,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,annualPurchaseOfInvestment,annualLongTermDebt,quarterlyBasicAverageShares,quarterlyLongTermDebt,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,annualGoodwill,annualSaleOfInvestment,annualPretaxIncome,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualOperatingIncome,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,annualStockholdersEquity,trailingStockBasedCompensation,annualTotalAssets,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,quarterlyInventory,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualChangeInAccountPayable,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyDilutedEPS,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualEbitda,annualOtherNonCurrentLiabilities,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,trailingNetOtherInvestingChanges,annualNetPPE,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingInterestExpense,annualInterestExpense,trailingBeginningCashPosition,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,annualChangesInAccountReceivables,annualCurrentAssets,annualBeginningCashPosition,annualDilutedEPS,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualGrossPPE,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,annualRepaymentOfDebt,annualBasicEPS,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingGrossProfit,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualTaxProvision,annualCurrentDebt,quarterlyRepaymentOfDebt,annualInventory,quarterlyTaxProvision,quarterlyAccumulatedDepreciation,trailingTaxProvision,quarterlyNetPPE,annualCapitalStock,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,annualCurrentDeferredRevenue,annualOtherCurrentAssets,quarterlyStockBasedCompensation,quarterlyEbitda,trailingChangeInInventory,annualGrossProfit,trailingDepreciationAndAmortization,annualStockBasedCompensation,annualFreeCashFlow,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,trailingOtherNonCashItems,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualOperatingExpense,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualPurchaseOfBusiness,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyTotalRevenue,trailingOperatingExpense,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyOperatingIncome,trailingCostOfRevenue,quarterlyCurrentAssets,annualChangeInInventory,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualDilutedAverageShares,annualResearchAndDevelopment,trailingBasicAverageShares,trailingDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingDilutedAverageShares
1417305600,,1236000000.0,,39532000000.0,-776000000.0,,18626000000.0,960000000.0,262000000.0,-105000000.0,332000000.0,-2000000.0,7363000000.0,776000000.0,7363000000.0,,38029000000.0,332000000.0,3127000000.0,,1245000000.0,2497000000.0,1276000000.0,,8323000000.0,35000000.0,1796000000.0,1635000000.0,-2507000000.0,3127000000.0,-102000000.0,-102000000.0,547000000.0,24288000000.0,,39532000000.0,-102000000.0,331000000.0,364000000.0,,,331000000.0,-288000000.0,331000000.0,3032000000.0,3430000000.0,626000000.0,,1725000000.0,6921000000.0,954000000.0,8323000000.0,76000000.0,,9000000.0,331000000.0,0.0,1270000000.0,-0.13,-890000000.0,1270000000.0,408000000.0,,-194000000.0,,0.0,859000000.0,,-12000000.0,3168000000.0,960000000.0,859000000.0,-616000000.0,,32773000000.0,-269000000.0,15244000000.0,34000000.0,331000000.0,331000000.0,,288000000.0,,-14000000.0,0.0,,1503000000.0,462000000.0,1.59,,,45829000000.0,,1236000000.0,776000000.0,0.0,,626000000.0,31000000.0,,1221000000.0,,776000000.0,-616000000.0,2054000000.0,-2466000000.0,1.59,38029000000.0,-267000000.0,436000000.0,365000000.0,,262000000.0,,,1276000000.0,-2583000000.0,-131000000.0,24288000000.0,16000000.0,9000000.0,1725000000.0,-953000000.0,364000000.0,7000000.0,-13056000000.0,,32773000000.0,365000000.0,11000000.0,10403000000.0,15884000000.0,3032000000.0,0.0,15000000.0,388000000.0,,5481000000.0,,52000000.0,847000000.0,-29000000.0,7000000.0,15244000000.0,,18626000000.0,,-13056000000.0,3685000000.0,199000000.0,,,,1236000000.0,0.0,,-0.13,637000000.0,3718000000.0,,-906000000.0,-95000000.0,267000000.0,,1503000000.0,1000000.0,,,45829000000.0,6921000000.0,,778000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1425081600,,,,38714000000.0,,,,1008000000.0,0.0,-51000000.0,,,,777000000.0,6944000000.0,,37288000000.0,329000000.0,,,,2335000000.0,1198000000.0,,7952000000.0,,,,,3055000000.0,49000000.0,49000000.0,529000000.0,,,,49000000.0,,332000000.0,,,280000000.0,-159000000.0,280000000.0,3147000000.0,,,,2195000000.0,,920000000.0,,57000000.0,,,280000000.0,,1252000000.0,0.06,-974000000.0,,401000000.0,,-194000000.0,,,687000000.0,,-1000000.0,,,,,,,-171000000.0,15364000000.0,,,,,,,7000000.0,163000000.0,,,,,,,,,,,,,594000000.0,6000000.0,,1196000000.0,,779000000.0,-1339000000.0,,,,,,331000000.0,365000000.0,,,,,,,,23350000000.0,-32000000.0,,,-336000000.0,,3000000.0,,,32294000000.0,,4000000.0,,,,,11000000.0,510000000.0,,,,,,,137000000.0,,,17674000000.0,,,,,,,,,,,0.06,771000000.0,3531000000.0,,-942000000.0,52000000.0,276000000.0,,1426000000.0,,,,,7412000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1433030400,,,,38611000000.0,,,,1028000000.0,0.0,18000000.0,,,,778000000.0,6648000000.0,,37132000000.0,380000000.0,,,,2404000000.0,1223000000.0,,7676000000.0,,,,,3041000000.0,222000000.0,222000000.0,491000000.0,,,,222000000.0,,327000000.0,,,298000000.0,-8000000.0,298000000.0,3907000000.0,,,,1621000000.0,,892000000.0,,57000000.0,,,298000000.0,,1247000000.0,0.29,-453000000.0,,406000000.0,,-194000000.0,,,665000000.0,,-3000000.0,,,,,,,1076000000.0,15359000000.0,,,,,,,4000000.0,0.0,,,,,,,,,,,,,637000000.0,33000000.0,,1186000000.0,,780000000.0,-1479000000.0,,,,,,280000000.0,365000000.0,,,,,,,,23252000000.0,-39000000.0,,,-605000000.0,,4000000.0,,,32179000000.0,,12000000.0,,,,,14000000.0,689000000.0,,,,,,,853000000.0,,,17562000000.0,,,,,,,,,,,0.29,1515000000.0,3590000000.0,,-439000000.0,226000000.0,294000000.0,,1479000000.0,,,,,7683000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1440979200,,,,38797000000.0,,,,1091000000.0,0.0,241000000.0,,,,778000000.0,6604000000.0,,37180000000.0,328000000.0,,,,2490000000.0,1349000000.0,,7695000000.0,,,,,3052000000.0,1216000000.0,1216000000.0,484000000.0,,,,1216000000.0,,305000000.0,,,539000000.0,-209000000.0,539000000.0,3314000000.0,,,,1256000000.0,,883000000.0,,53000000.0,,,539000000.0,,1247000000.0,1.56,-378000000.0,,399000000.0,,-196000000.0,,,649000000.0,,3000000.0,,,,,,,957000000.0,14444000000.0,,,,,,,24000000.0,0.0,,,,,,,,,,,,,578000000.0,-62000000.0,,2393000000.0,,781000000.0,-1378000000.0,,,,,,298000000.0,365000000.0,,,,,,,,24353000000.0,-55000000.0,,,-456000000.0,,34000000.0,,,32232000000.0,,9000000.0,,,,,13000000.0,1702000000.0,,,,,,,-551000000.0,,,18645000000.0,,,,,,,,,,,1.56,1281000000.0,4883000000.0,,-324000000.0,1250000000.0,1510000000.0,,1617000000.0,,,,,6749000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1448841600,,1757000000.0,,39237000000.0,-816000000.0,,18319000000.0,1097000000.0,0.0,856000000.0,303000000.0,-219000000.0,7413000000.0,774000000.0,7413000000.0,,36786000000.0,303000000.0,3010000000.0,,1799000000.0,2218000000.0,1683000000.0,,8510000000.0,40000000.0,2584000000.0,1626000000.0,-2478000000.0,3010000000.0,270000000.0,270000000.0,564000000.0,23771000000.0,,39237000000.0,270000000.0,1395000000.0,330000000.0,,,1395000000.0,-191000000.0,1395000000.0,3272000000.0,4545000000.0,627000000.0,,1374000000.0,6956000000.0,976000000.0,8510000000.0,50000000.0,,36000000.0,1395000000.0,264000000.0,1238000000.0,0.35,-673000000.0,1238000000.0,420000000.0,,-232000000.0,,-533000000.0,650000000.0,,238000000.0,3642000000.0,1097000000.0,650000000.0,-1741000000.0,,31888000000.0,388000000.0,15466000000.0,10000000.0,1395000000.0,1395000000.0,,217000000.0,,-30000000.0,0.0,,2451000000.0,331000000.0,2.26,,,45790000000.0,,1757000000.0,777000000.0,-367000000.0,,627000000.0,59000000.0,,1493000000.0,,777000000.0,-1741000000.0,2067000000.0,-1871000000.0,2.26,36786000000.0,-566000000.0,539000000.0,365000000.0,,0.0,,,1683000000.0,-2294000000.0,1064000000.0,23771000000.0,136000000.0,42000000.0,1374000000.0,-474000000.0,330000000.0,1000000.0,-13902000000.0,,31888000000.0,365000000.0,15000000.0,9447000000.0,15714000000.0,3272000000.0,0.0,17000000.0,740000000.0,,6267000000.0,,55000000.0,2251000000.0,237000000.0,60000000.0,15466000000.0,,18319000000.0,,-13902000000.0,3683000000.0,499000000.0,,,,1757000000.0,97000000.0,,0.35,978000000.0,3711000000.0,,-590000000.0,271000000.0,517000000.0,,2451000000.0,5000000.0,,,45790000000.0,6956000000.0,,779000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1456704000,,,,38446000000.0,,,,1167000000.0,0.0,-617000000.0,,,,766000000.0,7990000000.0,,36586000000.0,311000000.0,,,,2243000000.0,1632000000.0,,9157000000.0,,,,,2980000000.0,142000000.0,142000000.0,551000000.0,,,,142000000.0,,333000000.0,,,778000000.0,-241000000.0,778000000.0,3335000000.0,,,,1078000000.0,,974000000.0,,52000000.0,-145000000.0,,778000000.0,,1294000000.0,0.18,-459000000.0,,423000000.0,,-232000000.0,,,635000000.0,,-1000000.0,,,,,,,468000000.0,15821000000.0,,,,,,,-4000000.0,0.0,,,,,,,,,,,-916000000.0,,619000000.0,-7000000.0,,1408000000.0,,769000000.0,-1943000000.0,,,,,,1395000000.0,365000000.0,,,,,,,,22625000000.0,-129000000.0,,,-628000000.0,,1000000.0,,,31677000000.0,,9000000.0,,,,,16000000.0,618000000.0,,,,,,,-28000000.0,,,18033000000.0,,,,,,,,,40000000.0,,0.18,798000000.0,3651000000.0,,-330000000.0,143000000.0,434000000.0,,1860000000.0,,,,,6664000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464652800,,,,39851000000.0,,,,1036000000.0,0.0,,,,,751000000.0,8183000000.0,,38251000000.0,334000000.0,,,,2258000000.0,1653000000.0,,9219000000.0,,,,,3019000000.0,605000000.0,605000000.0,532000000.0,,,,605000000.0,,315000000.0,,,519000000.0,184000000.0,519000000.0,4275000000.0,,,,1246000000.0,,956000000.0,,57000000.0,-50000000.0,,519000000.0,,1305000000.0,0.8,-1636000000.0,,438000000.0,,-227000000.0,,,683000000.0,,-4000000.0,,,,,,,247000000.0,17060000000.0,,,,,,,20000000.0,0.0,,,,,,,,,,,-485000000.0,,667000000.0,43000000.0,,1447000000.0,,753000000.0,-1648000000.0,,,,,,778000000.0,365000000.0,,,,,,,,22791000000.0,-47000000.0,,,-241000000.0,,2000000.0,,,33244000000.0,,12000000.0,,,,,12000000.0,1101000000.0,,,,,,,986000000.0,,,18672000000.0,,,,,,,,,0.0,,0.81,1883000000.0,3705000000.0,,-1636000000.0,607000000.0,491000000.0,,1600000000.0,,,,,7841000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472601600,,,,39332000000.0,,,,1012000000.0,0.0,-57000000.0,,,,737000000.0,8320000000.0,,37778000000.0,321000000.0,,,,2563000000.0,1738000000.0,,9332000000.0,,,,,2964000000.0,1424000000.0,1424000000.0,529000000.0,,,,1424000000.0,,314000000.0,,,462000000.0,-38000000.0,462000000.0,3585000000.0,,,,1073000000.0,,972000000.0,,61000000.0,-14000000.0,,462000000.0,,1290000000.0,1.93,-449000000.0,,442000000.0,,-262000000.0,,,660000000.0,,-4000000.0,,,,,,,979000000.0,16432000000.0,,,,,,,-1000000.0,0.0,,,,,,,,,,,-709000000.0,,704000000.0,52000000.0,,2534000000.0,,739000000.0,-2012000000.0,,,,,,519000000.0,365000000.0,,,,,,,,22900000000.0,232000000.0,,,-102000000.0,,41000000.0,,,32864000000.0,,24000000.0,,,,,12000000.0,1969000000.0,,,,,,,-510000000.0,,,19476000000.0,,,,,,,,,0.0,,1.93,1429000000.0,5097000000.0,,-450000000.0,1465000000.0,1562000000.0,,1554000000.0,,,,,7100000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480464000,,2779000000.0,,38936000000.0,-977000000.0,,19389000000.0,910000000.0,0.0,141000000.0,298000000.0,-291000000.0,8357000000.0,727000000.0,8357000000.0,,37247000000.0,298000000.0,2910000000.0,,2828000000.0,2319000000.0,1740000000.0,,9267000000.0,73000000.0,3092000000.0,1738000000.0,-3323000000.0,2910000000.0,609000000.0,609000000.0,584000000.0,22597000000.0,,38936000000.0,609000000.0,603000000.0,322000000.0,,,603000000.0,69000000.0,603000000.0,3522000000.0,5134000000.0,713000000.0,,1097000000.0,7072000000.0,1005000000.0,9267000000.0,55000000.0,-82000000.0,109000000.0,603000000.0,40000000.0,1275000000.0,0.83,-701000000.0,1275000000.0,435000000.0,,-256000000.0,,-2340000000.0,633000000.0,,-16000000.0,4789000000.0,910000000.0,633000000.0,-2454000000.0,,32429000000.0,378000000.0,16339000000.0,-287000000.0,603000000.0,603000000.0,,223000000.0,,-14000000.0,0.0,,1689000000.0,1395000000.0,3.72,,,47524000000.0,,2779000000.0,745000000.0,-230000000.0,,713000000.0,21000000.0,,1616000000.0,,729000000.0,-2454000000.0,2197000000.0,-1278000000.0,3.73,37247000000.0,-26000000.0,462000000.0,365000000.0,,0.0,,,1740000000.0,-3062000000.0,-792000000.0,22597000000.0,-293000000.0,49000000.0,1097000000.0,-307000000.0,322000000.0,4000000.0,-15095000000.0,,32429000000.0,365000000.0,27000000.0,9383000000.0,16389000000.0,3522000000.0,0.0,15000000.0,1103000000.0,,7006000000.0,,55000000.0,2072000000.0,-25000000.0,-4000000.0,16339000000.0,,19389000000.0,,-15095000000.0,3914000000.0,444000000.0,,,,2779000000.0,0.0,,0.84,1024000000.0,3935000000.0,,-646000000.0,613000000.0,611000000.0,,1689000000.0,1000000.0,,,47524000000.0,7072000000.0,,747000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1488240000,,,,38703000000.0,,,,782000000.0,0.0,-166000000.0,,,,725000000.0,7796000000.0,,37106000000.0,307000000.0,,,,2435000000.0,1766000000.0,,8578000000.0,,,,,2911000000.0,352000000.0,352000000.0,549000000.0,,,,352000000.0,,361000000.0,,,437000000.0,35000000.0,437000000.0,3734000000.0,,,,1296000000.0,,980000000.0,,51000000.0,-52000000.0,,437000000.0,,1279000000.0,0.48,-474000000.0,,439000000.0,,-254000000.0,,,588000000.0,,-2000000.0,,,,,,,520000000.0,16043000000.0,,,,,,,-35000000.0,0.0,,,,,,,,,,,-69000000.0,,669000000.0,-47000000.0,,1356000000.0,,728000000.0,-2440000000.0,,,,,,603000000.0,365000000.0,,,,,,,,22660000000.0,-62000000.0,,,-390000000.0,,2000000.0,,,32328000000.0,,20000000.0,,,,,20000000.0,844000000.0,,,,,,,128000000.0,,,19499000000.0,,,,,,,,,0.0,,0.48,932000000.0,3791000000.0,,-412000000.0,354000000.0,376000000.0,,1597000000.0,,,,,7465000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496188800,,,,40451000000.0,,,,794000000.0,0.0,160000000.0,,,,728846154.0,7635000000.0,,38677000000.0,319000000.0,,,,2436000000.0,1807000000.0,,8429000000.0,,,,,2953000000.0,379000000.0,379000000.0,553000000.0,,,,379000000.0,,351000000.0,,,597000000.0,-68000000.0,597000000.0,4778000000.0,,,,1783000000.0,,1009000000.0,,50000000.0,-47000000.0,,597000000.0,,1286000000.0,0.52,-1460000000.0,,457000000.0,,-253000000.0,,,615000000.0,,-16000000.0,,,,,,,470000000.0,17487000000.0,,,,,,,16000000.0,0.0,,,,,,,,,,,-83000000.0,,690000000.0,9000000.0,,1509000000.0,,728846154.0,-2154000000.0,,,,,,437000000.0,365000000.0,,,,,,,,22964000000.0,-13000000.0,,,-517000000.0,,5000000.0,,,33823000000.0,,16000000.0,,,,,14000000.0,891000000.0,,,,,,,998000000.0,,,19872000000.0,,,,,,,,,0.0,,0.52,1917000000.0,3945000000.0,,-1447000000.0,384000000.0,500000000.0,,1774000000.0,,,,,9058000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504137600,,,,40643000000.0,,,,779000000.0,0.0,-108000000.0,,,,723000000.0,7723000000.0,,38982000000.0,324000000.0,,,,3013000000.0,1845000000.0,,8502000000.0,,,,,2957000000.0,1329000000.0,1329000000.0,547000000.0,,,,1329000000.0,,357000000.0,,,489000000.0,21000000.0,489000000.0,4038000000.0,,,,1447000000.0,,1006000000.0,,49000000.0,-58000000.0,,489000000.0,,1247000000.0,1.83,-485000000.0,,472000000.0,,-290000000.0,,,606000000.0,,-4000000.0,,,,,,,1012000000.0,16471000000.0,,,,,,,1000000.0,0.0,,,,,,,,,,,-153000000.0,,639000000.0,-63000000.0,,2502000000.0,,726000000.0,-1845000000.0,,,,,,597000000.0,365000000.0,,,,,,,,24172000000.0,109000000.0,,,-440000000.0,,39000000.0,,,34172000000.0,,16000000.0,,,,,14000000.0,1890000000.0,,,,,,,-767000000.0,,,21221000000.0,,,,,,,,,0.0,,1.84,1449000000.0,5515000000.0,,-437000000.0,1368000000.0,1496000000.0,,1661000000.0,,,,,7969000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512000000,,2606000000.0,,40778000000.0,-1087000000.0,,21510000000.0,769000000.0,1000000.0,-94000000.0,312000000.0,-203000000.0,6993000000.0,720000000.0,6993000000.0,,39182000000.0,312000000.0,2967000000.0,,2666000000.0,2618000000.0,1877000000.0,,7762000000.0,51000000.0,2909000000.0,1846000000.0,-3089000000.0,2967000000.0,546000000.0,546000000.0,616000000.0,24216000000.0,,40778000000.0,546000000.0,395000000.0,387000000.0,,,395000000.0,58000000.0,395000000.0,3958000000.0,5322000000.0,762000000.0,,2202000000.0,8800000000.0,1090000000.0,7762000000.0,48000000.0,-46000000.0,21000000.0,395000000.0,0.0,1200000000.0,0.76,-670000000.0,1200000000.0,478000000.0,,-290000000.0,,-552000000.0,585000000.0,,-2000000.0,4710000000.0,769000000.0,585000000.0,-1782000000.0,,34430000000.0,376000000.0,16562000000.0,-145000000.0,395000000.0,395000000.0,,198000000.0,,-31000000.0,0.0,,1596000000.0,603000000.0,3.59,,,50865000000.0,,2606000000.0,723000000.0,-247000000.0,,762000000.0,122000000.0,,1641000000.0,,722000000.0,-1782000000.0,2265000000.0,-1256000000.0,3.61,39182000000.0,46000000.0,489000000.0,365000000.0,,1000000.0,,,1877000000.0,-2944000000.0,-208000000.0,24216000000.0,-179000000.0,60000000.0,2202000000.0,91000000.0,387000000.0,14000000.0,-16435000000.0,,34430000000.0,365000000.0,-1000000.0,10501000000.0,17510000000.0,3958000000.0,0.0,15000000.0,1085000000.0,,7009000000.0,,63000000.0,2378000000.0,-24000000.0,40000000.0,16562000000.0,,21510000000.0,,-16435000000.0,4100000000.0,399000000.0,,,,2606000000.0,0.0,,0.76,1024000000.0,4259000000.0,,-648000000.0,560000000.0,551000000.0,,1596000000.0,-49000000.0,,,50865000000.0,8800000000.0,,725000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1519776000,,,,41441000000.0,,,,763000000.0,1000000.0,58000000.0,,,,717000000.0,7445000000.0,,39774000000.0,345000000.0,,,,2709000000.0,1653000000.0,,8208000000.0,,,,,3014000000.0,391000000.0,390000000.0,616000000.0,,,,391000000.0,,394000000.0,,,453000000.0,17000000.0,453000000.0,4288000000.0,,,,2114000000.0,,1103000000.0,,48000000.0,-21000000.0,,453000000.0,,1198000000.0,0.54,-591000000.0,,488000000.0,,-323000000.0,,,535000000.0,,-4000000.0,,,,,,,490000000.0,17059000000.0,,,,,,,1000000.0,0.0,,,,,,,,,,,-218000000.0,,795000000.0,19000000.0,,1523000000.0,,719000000.0,-1486000000.0,,,,,,395000000.0,365000000.0,,,,,,,,24382000000.0,-17000000.0,,,-963000000.0,,0.0,,,35027000000.0,,24000000.0,,,,,18000000.0,926000000.0,,,,,,,161000000.0,,,21874000000.0,,,,,,,,,,,0.54,1064000000.0,4232000000.0,,-574000000.0,390000000.0,420000000.0,,1667000000.0,,,,,8851000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527724800,,,,42184000000.0,,,,771000000.0,-1000000.0,600000000.0,,,,714000000.0,8172000000.0,,39906000000.0,342000000.0,,,,2681000000.0,,,8943000000.0,,,,,2950000000.0,561000000.0,561000000.0,605000000.0,,,,561000000.0,,402000000.0,,,1053000000.0,,1053000000.0,,,,,1685000000.0,,1107000000.0,,49000000.0,,,1053000000.0,,1183000000.0,0.78,-1501000000.0,,512000000.0,,-323000000.0,,,546000000.0,,-11000000.0,,,,,,,396000000.0,18251000000.0,,,,,,,-17000000.0,,,,,,,,,,,,-295000000.0,,745000000.0,,,1676000000.0,,715000000.0,,,,,,,453000000.0,365000000.0,,,,,,,,23933000000.0,24000000.0,,,-218000000.0,,3000000.0,,,35227000000.0,,-21000000.0,,,,,14000000.0,1125000000.0,,,,,,,997000000.0,,,21709000000.0,,,,,,,,,,,0.79,2023000000.0,4357000000.0,,-1627000000.0,564000000.0,569000000.0,,2278000000.0,,,,,9308000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535673600,,,,41753000000.0,,,,782000000.0,,-527000000.0,,,,706000000.0,8297000000.0,,39998000000.0,366000000.0,,,,2958000000.0,,,9079000000.0,,,,,2949000000.0,1707000000.0,1707000000.0,573000000.0,,,,1707000000.0,,405000000.0,,,526000000.0,,526000000.0,,,,,1320000000.0,,1084000000.0,,49000000.0,,,526000000.0,,1182000000.0,2.41,-514000000.0,,510000000.0,,-357000000.0,,,689000000.0,,-13000000.0,,,,,,,766000000.0,17099000000.0,,,,,,,-3000000.0,,,,,,,,,,,,-692000000.0,,666000000.0,,,2878000000.0,,707000000.0,,,,,,,1053000000.0,365000000.0,,,,,,,,24654000000.0,-111000000.0,,,-90000000.0,,37000000.0,,,35178000000.0,,-25000000.0,,,,,17000000.0,2304000000.0,,,,,,,-873000000.0,,,23081000000.0,,,,,,,,,,,2.42,1349000000.0,5836000000.0,,-583000000.0,1744000000.0,1794000000.0,,1755000000.0,,,,,8020000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543536000,,3152000000.0,,42401000000.0,-1355000000.0,,23117000000.0,857000000.0,-1000000.0,456000000.0,358000000.0,,7897000000.0,698000000.0,7897000000.0,,40175000000.0,358000000.0,2925000000.0,,3207000000.0,2741000000.0,,,8754000000.0,-6000000.0,3327000000.0,2017000000.0,-3502000000.0,2925000000.0,494000000.0,494000000.0,656000000.0,24443000000.0,,42401000000.0,494000000.0,982000000.0,450000000.0,,,982000000.0,,982000000.0,,5549000000.0,730000000.0,,2426000000.0,9204000000.0,1161000000.0,8754000000.0,47000000.0,,,982000000.0,0.0,1176000000.0,0.71,-896000000.0,1176000000.0,507000000.0,,-352000000.0,,-1468000000.0,738000000.0,,-12000000.0,5418000000.0,857000000.0,738000000.0,,,35336000000.0,148000000.0,17958000000.0,-142000000.0,982000000.0,982000000.0,,194000000.0,,-48000000.0,-1000000.0,,2225000000.0,395000000.0,4.44,,,52622000000.0,,3152000000.0,709000000.0,-263000000.0,,730000000.0,,,1715000000.0,,699000000.0,,2450000000.0,-1556000000.0,4.45,40175000000.0,,526000000.0,365000000.0,,-1000000.0,,,,-3749000000.0,587000000.0,24443000000.0,-38000000.0,54000000.0,2426000000.0,-285000000.0,450000000.0,14000000.0,-17286000000.0,,35336000000.0,365000000.0,16000000.0,11090000000.0,18881000000.0,,-1000000.0,16000000.0,1061000000.0,,7791000000.0,,65000000.0,1800000000.0,-40000000.0,79000000.0,17958000000.0,,23117000000.0,,-17286000000.0,4464000000.0,364000000.0,,,,3153000000.0,,,0.71,1113000000.0,4456000000.0,,-965000000.0,508000000.0,554000000.0,,2225000000.0,-67000000.0,,,52622000000.0,9204000000.0,,710000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
