,trailingCashDividendsPaid,annualNetIncome,trailingPretaxIncome,quarterlyTotalAssets,annualCashDividendsPaid,annualNonCurrentDeferredRevenue,annualRetainedEarnings,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,annualPurchaseOfInvestment,annualLongTermDebt,quarterlyBasicAverageShares,quarterlyLongTermDebt,trailingInvestingCashFlow,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,annualGoodwill,annualSaleOfInvestment,annualPretaxIncome,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherNonCashItems,annualOperatingIncome,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyGoodwill,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlySellingGeneralAndAdministration,annualStockholdersEquity,trailingStockBasedCompensation,annualTotalAssets,quarterlyNetIncomeCommonStockholders,annualEndCashPosition,quarterlyInventory,trailingTotalRevenue,trailingOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyOtherIncomeExpense,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlyCurrentDebt,annualCurrentLiabilities,quarterlyOperatingExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualChangeInAccountPayable,quarterlyEndCashPosition,annualCommonStockIssuance,quarterlyOtherIntangibleAssets,quarterlyDilutedEPS,quarterlyInvestingCashFlow,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,trailingEndCashPosition,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,annualInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,annualEbitda,annualOtherNonCurrentLiabilities,annualOtherNonCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,trailingNetOtherInvestingChanges,annualNetPPE,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,annualCashCashEquivalentsAndMarketableSecurities,trailingInterestExpense,annualInterestExpense,trailingBeginningCashPosition,quarterlyChangeInInventory,quarterlyOtherCurrentAssets,annualChangesInAccountReceivables,annualCurrentAssets,annualBeginningCashPosition,annualDilutedEPS,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,annualGrossPPE,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualBasicAverageShares,quarterlyRepurchaseOfCapitalStock,quarterlyChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,annualSellingGeneralAndAdministration,annualRepaymentOfDebt,annualBasicEPS,annualTotalNonCurrentAssets,annualOtherIncomeExpense,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingGrossProfit,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualTaxProvision,annualCurrentDebt,quarterlyRepaymentOfDebt,annualInventory,quarterlyTaxProvision,quarterlyAccumulatedDepreciation,trailingTaxProvision,quarterlyNetPPE,annualCapitalStock,quarterlyOtherNonCashItems,annualCostOfRevenue,annualTotalRevenue,annualCurrentDeferredRevenue,annualOtherCurrentAssets,quarterlyStockBasedCompensation,quarterlyEbitda,trailingChangeInInventory,annualGrossProfit,trailingDepreciationAndAmortization,annualStockBasedCompensation,annualFreeCashFlow,annualNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,trailingOtherNonCashItems,quarterlyRetainedEarnings,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,annualOperatingExpense,annualChangeInWorkingCapital,trailingNetIncomeContinuousOperations,annualPurchaseOfBusiness,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyTotalRevenue,trailingOperatingExpense,quarterlyCapitalExpenditure,quarterlyPretaxIncome,quarterlyOperatingIncome,trailingCostOfRevenue,quarterlyCurrentAssets,annualChangeInInventory,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyGrossPPE,quarterlyCurrentLiabilities,trailingFreeCashFlow,annualDilutedAverageShares,annualResearchAndDevelopment,trailingBasicAverageShares,trailingDeferredIncomeTax,quarterlyNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredTaxesLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,trailingChangesInAccountReceivables,quarterlyInvestmentsAndAdvances,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,annualCashFlowFromContinuingFinancingActivities,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,annualDeferredIncomeTax,trailingDilutedAverageShares
1001808000,,,,4862596094.3713,,,,,,229533991.102481,,,,,1478159700.745192,,4408264852.28712,,,,,453559311.507064,,,2190068039.233012,,,,,116344143.02966,162437128.501681,162295449.32002,93930113.404998,,,,162437128.501681,,70984654.354805,,,140791140.172602,,140791140.172602,,,,,45359488.674855,,131893999.708342,,16591140.867164,,,-137698447.762952,,,,-86347066.025038,,,,-20315445.086195,,,3573090630.614709,,287906974.054413,,,,,,,,2235427527.907867,,,,,,,,242555447.556773,,,,,,,,,,,,,,,,317727013.63443,,,,,,,,,,,,,,,,,,2626874024.32918,,,,,,9183449.173122,,,707784748.608288,,,,,,,,226033925.66365,,,,,,,,,,,,,,,,,,,,,,,771286325.141494,,-116313850.868025,171478898.493141,185833013.926087,,454331242.08418,,,,707784748.608288,45359488.674855,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007078400,,926200000.0,,,-245844000.0,157998000.0,5556296000.0,,,,90763000.0,-33395000.0,2954854000.0,,,,,,651814000.0,531225000.0,913943000.0,,,,,21199000.0,1076133000.0,372224000.0,-341916000.0,,,,,6590777000.0,,11563552000.0,,1421300000.0,,,,,,,,1238936000.0,269467000.0,,,1480240000.0,,3492535000.0,,,-63227000.0,,,,,,,,,,36784000.0,,,,,1406859000.0,0.0,188915000.0,-36932000.0,,8390230000.0,,,-28178000.0,1421300000.0,1458084000.0,,120692000.0,,,,,1958988000.0,189282000.0,1.314913,,,10098675000.0,,926200000.0,703012902.0,,,,,,,,,,618664000.0,-1971026000.0,1.314913,9604564000.0,108649000.0,,,,201731000.0,,,298032000.0,-826568000.0,1232018000.0,,,-12257000.0,21764000.0,,91996000.0,,,,,6200000.0,,2468730000.0,4535751000.0,627698000.0,204347000.0,,,,2067021000.0,,,412368000.0,-25531000.0,,4972775000.0,,,,-1708445000.0,990888000.0,-161277000.0,,,,926200000.0,,,,,,,,,,,,8455000.0,,,,,,705173379.0,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,,5329311426.778481,,,,,,-318614866.792173,,,,830906400.0,1837811626.447601,,4840549945.804096,,,,,344143989.959496,,,2637486451.024017,,,,,109104911.860346,25671743.96714,25671743.96714,86713446.289007,,,,25671743.96714,,77157852.701238,,,151748531.005762,,151748531.005762,,,,,53910662.330994,,126504649.438074,,16258771.179189,,,-318614866.792173,,,0.03086,-468224085.800673,,,,,,,3988961150.09413,,,,,,,,,,2691397113.355012,,,,,,,,259855097.267385,,,,,,,,2852415.996349,,,,,,,,168720406.184038,,830906400.0,,,,,,,,,,,,,,,,2637771692.623652,,,,,,1426207.998174,,,725512008.671345,,,,,,,,83147926.293571,,,,,,,,,,,,,,,,,,,,,0.03086,,512864396.143534,,-471076501.797022,27097951.965315,42215756.745964,,488761480.974385,,,,725512008.671345,53910662.330994,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,,5728170223.203336,,,,,,-60033649.273562,,,,,1986601667.893059,,5178593328.427766,,,,,393224172.905356,,,2893211920.529801,,,,,122332597.49816,94667966.604358,94667966.604358,88354005.268511,,,,94667966.604358,,85540838.852097,,,167555800.833947,,167555800.833947,,,,,79868776.060829,,132264053.039238,,20992884.44995,,,-378648516.065735,,,,-226220358.643771,,,,,,,4312300711.307334,,,,,,,,,,2973080696.59063,,,,,,,,296480255.089527,,,,,,,,213563.890823,,,,,,,,250705642.381084,,,,,,,,,,,,,,,,,,2754936227.618347,,,,,,5012349.764887,,,727250429.237184,,,,,,,,164583248.589922,,,,,,,,,,,,,,,,,,,,,,,643929815.286439,,-226433922.534594,99680316.369245,118441589.341846,,549576894.77557,,,,727250429.237184,79868776.060829,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,,5782767656.796749,,,,,,471384946.890006,,,,,2011486136.609707,,5202811906.667294,,,,,455652283.085971,,,2839680522.211238,,,,,120981029.044862,173561025.357199,173717939.791758,92157830.496178,,,,173561025.357199,,80026361.625006,,,210579171.177957,,210579171.177957,,,,,68728522.33677,,136498758.176394,,22062000.634101,,,92736430.824272,,,,-70827252.898994,,,,-20619396.695521,,,4279370459.28855,,446955915.391875,,,,,,,,2908409044.548008,,,,,,,,289350217.326492,,,,,,,,72308.804005,,,,,,,,339412156.961405,,,,,,,,,,,,,,,,,,2874044783.379623,,,,,,9095971.258264,,,786141317.139764,,,,,,,,249216839.364338,,,,,,,,,,,,,,,,,,,,,,,795064440.047376,,-70899561.702999,182813911.050022,202913398.785011,,579955750.129454,,,,786141317.139764,68728522.33677,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038614400,,1015941000.0,,,-246323000.0,170814000.0,6325850000.0,,,,108327000.0,,3011969000.0,,,,,,681056000.0,2213000.0,959379000.0,,,,,33958000.0,1062059000.0,382343000.0,-2020053000.0,,,,,7417903000.0,,12334848000.0,,666700000.0,,,,,,,,1469032000.0,268687000.0,,,1619806000.0,,3297139000.0,,,-12011000.0,,,,,,,,,,39005000.0,,,,,1452462000.0,0.0,297175000.0,8241000.0,,10115404000.0,,,-39855000.0,666700000.0,705705000.0,,110740000.0,,,,,1132152000.0,1421300000.0,1.439747,,,12102163000.0,,1015941000.0,704818907.0,,,,,,,,,,611948000.0,-189678000.0,1.439747,11202696000.0,-4080000.0,,,,79837000.0,,,290391000.0,-1986482000.0,-754600000.0,,,-56562000.0,148642000.0,,91310000.0,,,,,5868000.0,,2311919000.0,4368269000.0,770637000.0,78390000.0,,,,2056350000.0,,,-517450000.0,0.0,,4916945000.0,,,,-1986759000.0,994291000.0,16790000.0,,,,1015941000.0,,,,,,,,,,,,1667000.0,,,,,,706608089.0,,,,,,,,,,,,,,,,,,,,,,,,,
1046390400,,,,,,,,,,66000000.0,,,,208400000.0,,,,,,,,620000000.0,,,,,,,,,127000000.0,127000000.0,177000000.0,,,,127000000.0,,,,,,15000000.0,,,,,,,,283000000.0,,29000000.0,,,733000000.0,,,0.22,-86000000.0,,106000000.0,,-62000000.0,,,,,39000000.0,,,,,,,59000000.0,,,,,,,,-3000000.0,,,,,,,,,,,,,,,,,415000000.0,,208400000.0,,,,,,,667000000.0,,,,,,,,,,-5000000.0,,,-109000000.0,,-5000000.0,,,,,-106000000.0,,,,,,238000000.0,,,,,,,-63000000.0,,,,,,,,,,,,1000000.0,,0.22,171000000.0,1035000000.0,,-112000000.0,122000000.0,132000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,,0.0,,,,,,0.0,,,,808181740.0,,,0.0,,,,,792408049.5258,,,0.0,,,,,0.0,123497838.787821,123497838.787821,204936746.940262,,,,123497838.787821,,0.0,,,0.0,,0.0,,,,,,,335131968.523884,,50898525.942463,,,0.0,,,0.15281,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,497328963.409807,,808181740.0,,,,,,,,,,,,,,,,-313828.869118,,,,,,-3408857.011669,,,0.0,,,,,,,,301182729.302237,,,,,,,,,,,,,,,,,,,,,0.15281,,1289737012.935607,,,120088981.776152,162196994.885923,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1054339200,,,,23363465000.0,,,,307495000.0,290887000.0,648333000.0,,,,167186000.0,6707841000.0,,20816379000.0,347054000.0,,,,819981000.0,482663000.0,,7114865000.0,,,,,3649236000.0,127795000.0,127795000.0,212068000.0,,,,127795000.0,,157779000.0,,,1449032000.0,-11156000.0,1381033000.0,,,,,1783216000.0,,346793000.0,,41514000.0,,,1381033000.0,,,0.19,-350381000.0,,135208000.0,,-61245000.0,,,458531000.0,,625389000.0,,,,,,,-6707000.0,10369889000.0,,,,,,,-1606000.0,301085000.0,,,,,,,,,,,,,615782000.0,,,514635000.0,,167186000.0,165878000.0,,,,,,733000000.0,353340000.0,,,,,,,,12993576000.0,156362000.0,,,-175239000.0,,-3527000.0,,,16708612000.0,,-135208000.0,,,,,,303050000.0,,,,,,,217360000.0,,,6434958000.0,,,,,,,,,,67999000.0,0.19,493857000.0,1334616000.0,,-500564000.0,124268000.0,167842000.0,,2547086000.0,,,,16708612000.0,3255024000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062288000,,,,23397015000.0,,,,0.0,117359000.0,-714333000.0,,,,167186000.0,6636160000.0,,21486627000.0,347188000.0,,,,1279645000.0,482546000.0,,6939374000.0,,,,,3615858000.0,734261000.0,734261000.0,259582000.0,,,,734261000.0,,159644000.0,,,1048982000.0,4934000.0,988008000.0,,,,,1566137000.0,,435364000.0,,57754000.0,8200000.0,,0.0,,,0.9,436381000.0,,175782000.0,,-83965000.0,,,362630000.0,,25392000.0,,,,,,,-553353000.0,9828271000.0,,,,,,,-4042000.0,114083000.0,,,,,,,,,,,,-6662000.0,639088000.0,-4675000.0,,1244095000.0,,167186000.0,102447000.0,,,,,,1381033000.0,354615000.0,,,,,,,,13568744000.0,-18251000.0,,,-378436000.0,,28367000.0,,,17508139000.0,,-175782000.0,,,,,,984513000.0,,,,,,,-182521000.0,,,7085427000.0,277544000.0,,,,,,,,,60974000.0,0.92,730573000.0,2523740000.0,,-1283926000.0,762628000.0,808731000.0,,1910388000.0,,,,17508139000.0,2888897000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070150400,,348800000.0,,24491000000.0,-62500000.0,299000000.0,7191000000.0,0.0,291000000.0,403000000.0,403000000.0,-7300000.0,6918000000.0,,6918000000.0,,22359000000.0,403000000.0,0.0,42000000.0,375000000.0,1093514686.132309,441000000.0,,7383000000.0,-585000000.0,588600000.0,585000000.0,-1604100000.0,3031000000.0,206001706.403754,206001706.403754,284301275.062805,24491000000.0,,24491000000.0,206001706.403754,27200000.0,171000000.0,,,1071000000.0,-506000.0,1070000000.0,,1933000000.0,645000000.0,,1838000000.0,0.0,452706498.554297,0.0,58462648.71635,,9000000.0,1070000000.0,53000000.0,1324000000.0,,-2333000000.0,4355000000.0,168010000.0,,-84790000.0,461000000.0,,482000000.0,,-42110000.0,505200000.0,0.0,482000000.0,160000000.0,,17522000000.0,-81940000.0,10698000000.0,65700000.0,610000000.0,1071000000.0,,130200000.0,,-8352000.0,275000000.0,-19000000.0,2132000000.0,667000000.0,16.6,,,17522000000.0,,348800000.0,718000000.0,,-328000.0,645000000.0,-3780000.0,,727872841.320251,,,160000000.0,533700000.0,-1137000000.0,16.7,22359000000.0,8000000.0,988008000.0,355000000.0,,291000000.0,,,441000000.0,-1620500000.0,27200000.0,13793000000.0,-43111000.0,26200000.0,1838000000.0,-474325000.0,0.0,9182016.400436,-2550999465.3,,17522000000.0,355000000.0,-168010000.0,2918000000.0,4040300000.0,,275000000.0,,415050923.512032,,1122300000.0,,,-583000000.0,1128700000.0,154161000.0,0.0,,7191000000.0,299000000.0,-2550999465.3,533700000.0,126000000.0,,-65700000.0,,348800000.0,,1000000.0,,537570000.0,1821387527.45256,,-619510000.0,215183722.80419,275166342.765954,,2132000000.0,-17000000.0,,,17522000000.0,3315000000.0,,759000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1078012800,,,,25506000000.0,,,,0.0,144000000.0,-507000000.0,,,,168000000.0,7247000000.0,,23914000000.0,445000000.0,,,,1216000000.0,455000000.0,,7795000000.0,,,,,3123000000.0,203000000.0,203000000.0,316000000.0,,,,203000000.0,,200000000.0,,,563000000.0,0.0,563000000.0,,,,,2141000000.0,,504000000.0,,65000000.0,,,563000000.0,,1357000000.0,0.25,-1287000000.0,,188000000.0,,-100000000.0,,,506000000.0,,2000000.0,,,,,,,-821000000.0,11324000000.0,,,,,,,-26000000.0,147000000.0,,,,,,,,,,,,-11000000.0,689000000.0,5000000.0,,764000000.0,,168000000.0,356000000.0,,,,,,1070000000.0,358000000.0,,,,,,,,14182000000.0,-1000000.0,,,-204000000.0,,-4000000.0,,,18928000000.0,,-188000000.0,,,,,,448000000.0,,,,,,,143000000.0,,,7294000000.0,548000000.0,,,,,,,,87000000.0,,0.25,542000000.0,1980000000.0,,-1363000000.0,199000000.0,260000000.0,,1592000000.0,,,,18928000000.0,3529000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085961600,,,,26403000000.0,,,,593000000.0,101000000.0,-120000000.0,,,,170000000.0,6623000000.0,,24953000000.0,425000000.0,,,,1329000000.0,410000000.0,,7216000000.0,,,,,3212000000.0,332000000.0,332000000.0,322000000.0,,,,332000000.0,,211000000.0,,,443000000.0,-7000000.0,443000000.0,,,,,3468000000.0,,522000000.0,,70000000.0,,,443000000.0,,1349000000.0,0.41,-1297000000.0,,200000000.0,,-99000000.0,,,444000000.0,,-6000000.0,,,,,,,-120000000.0,12006000000.0,,,,,,,-16000000.0,101000000.0,,,,,,,,,,,,7000000.0,711000000.0,8000000.0,,927000000.0,,170000000.0,327000000.0,,,,,,563000000.0,358000000.0,,,,,,,,14397000000.0,-12000000.0,,,-420000000.0,,0.0,,,19948000000.0,,-200000000.0,,,,,,605000000.0,,,,,,,618000000.0,,,7526000000.0,,,,,,,,,10000000.0,,0.41,1165000000.0,2256000000.0,,-1285000000.0,332000000.0,405000000.0,,1450000000.0,,,,19948000000.0,4790000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093910400,,,,26436000000.0,,,,530000000.0,95000000.0,151000000.0,,,,170000000.0,6224000000.0,,24854000000.0,434000000.0,,,,1569000000.0,455000000.0,,6754000000.0,,,,,3259000000.0,1025000000.0,1025000000.0,306000000.0,,,,1025000000.0,,223000000.0,,,594000000.0,-2000000.0,594000000.0,,,,,3002000000.0,,516000000.0,,76000000.0,,,594000000.0,,1279000000.0,1.23,-219000000.0,,211000000.0,,-101000000.0,,,417000000.0,,-1000000.0,,,,,,,698000000.0,11134000000.0,,,,,,,-13000000.0,102000000.0,,,,,,,,,,,,-3000000.0,728000000.0,6000000.0,,1676000000.0,,170000000.0,292000000.0,,,,,,443000000.0,358000000.0,,,,,,,,15302000000.0,-2000000.0,,,-263000000.0,,60000000.0,,,19899000000.0,,-211000000.0,,,,,,1371000000.0,,,,,,,-327000000.0,,,8450000000.0,,,,,,,,,14000000.0,,1.28,915000000.0,3245000000.0,,-217000000.0,1085000000.0,1160000000.0,,1582000000.0,,,,19899000000.0,4380000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101772800,,1854000000.0,,27636000000.0,-400000000.0,,8623000000.0,551000000.0,147000000.0,509000000.0,419000000.0,-772000000.0,6291000000.0,,6291000000.0,,25908000000.0,409000000.0,3321000000.0,1216000000.0,1901000000.0,1341000000.0,721000000.0,,6842000000.0,-10000000.0,2173000000.0,812000000.0,-3089000000.0,3321000000.0,293000000.0,293000000.0,341000000.0,15760000000.0,,27636000000.0,293000000.0,643000000.0,240000000.0,,,660000000.0,4000000.0,643000000.0,,3216000000.0,631000000.0,,3535000000.0,5034000000.0,554000000.0,6842000000.0,72000000.0,,-6000000.0,643000000.0,142000000.0,1306000000.0,,-286000000.0,4627000000.0,213000000.0,,-100000000.0,17000000.0,,458000000.0,,1000000.0,3002000000.0,551000000.0,458000000.0,541000000.0,,20823000000.0,-127000000.0,11876000000.0,-24000000.0,643000000.0,660000000.0,,289000000.0,,-18000000.0,153000000.0,2000000.0,1728000000.0,610000000.0,224.0,,,20823000000.0,,1854000000.0,802000000.0,,9000000.0,631000000.0,-25000000.0,,901000000.0,,,541000000.0,1285000000.0,-932000000.0,231.0,25908000000.0,-5000000.0,594000000.0,359000000.0,,1873000000.0,,,721000000.0,-3586000000.0,33000000.0,15760000000.0,-9000000.0,47000000.0,1662000000.0,-45000000.0,240000000.0,-9000000.0,-3360999118.4,,20823000000.0,359000000.0,-213000000.0,5457000000.0,9727000000.0,,153000000.0,,560000000.0,,4270000000.0,,,3216000000.0,-19000000.0,79000000.0,11876000000.0,,8623000000.0,,-3360999118.4,2097000000.0,513000000.0,,,,1854000000.0,31000000.0,17000000.0,,594000000.0,2242000000.0,,-721000000.0,284000000.0,347000000.0,,1728000000.0,-73000000.0,,,20823000000.0,5034000000.0,,851000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1109548800,,,,27599000000.0,,,,460000000.0,0.0,-322000000.0,,,,170000000.0,5879000000.0,,26243000000.0,332000000.0,,,,1423000000.0,806000000.0,,6339000000.0,,,,,3319000000.0,345000000.0,345000000.0,334000000.0,,,,345000000.0,,245000000.0,,,321000000.0,7000000.0,321000000.0,,,,,3826000000.0,,555000000.0,,79000000.0,-58000000.0,,321000000.0,,1308000000.0,0.42,-586000000.0,,221000000.0,,-120000000.0,,,388000000.0,,-2000000.0,,,,,,,-13000000.0,11582000000.0,,,,,,,-4000000.0,0.0,,,,,,,,27000000.0,,,,,611000000.0,-6000000.0,,973000000.0,,170000000.0,549000000.0,,,,,,643000000.0,359000000.0,,,,,,,,16017000000.0,1000000.0,,,-170000000.0,,-3000000.0,,,21228000000.0,,-221000000.0,,,,,,639000000.0,,,,,,,-35000000.0,,,8847000000.0,,,,,,,,,23000000.0,,0.43,543000000.0,2396000000.0,,-556000000.0,342000000.0,418000000.0,,1356000000.0,,,,21228000000.0,5243000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117497600,,,,28306000000.0,,,,543000000.0,0.0,400000000.0,,,,169000000.0,6305000000.0,,26207000000.0,418000000.0,,,,1470000000.0,719000000.0,,6848000000.0,,,,,3259000000.0,409000000.0,409000000.0,342000000.0,,,,409000000.0,,253000000.0,,,1024000000.0,3000000.0,721000000.0,,,,,4032000000.0,,567000000.0,,82000000.0,-498000000.0,,721000000.0,,1288000000.0,0.49,-807000000.0,,225000000.0,,-121000000.0,,,411000000.0,,1000000.0,,,,,,,665000000.0,12246000000.0,,,,,,,-11000000.0,0.0,,,,,,,,243000000.0,,,,,647000000.0,13000000.0,,1049000000.0,,169000000.0,358000000.0,,,,,,321000000.0,359000000.0,,,,,,,,16060000000.0,1000000.0,,,-616000000.0,,0.0,,,21249000000.0,,-225000000.0,,,,,,707000000.0,,,,,,,576000000.0,,,9092000000.0,,,,,,,,,14000000.0,303000000.0,0.51,1218000000.0,2519000000.0,,-553000000.0,409000000.0,482000000.0,,2099000000.0,,,,21249000000.0,5398000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125446400,,,,28766000000.0,,,,571000000.0,2102000000.0,418000000.0,,,,170000000.0,6274000000.0,,26354000000.0,434000000.0,,,,1790000000.0,740000000.0,,6845000000.0,,,,,3243000000.0,1151000000.0,1151000000.0,298000000.0,,,,1151000000.0,,253000000.0,,,1373000000.0,-23000000.0,1139000000.0,,,,,1307000000.0,,524000000.0,,82000000.0,-309000000.0,,1139000000.0,,1283000000.0,1.36,-451000000.0,,226000000.0,,-161000000.0,,,394000000.0,,-6000000.0,,,,,,,508000000.0,11676000000.0,,,,,,,-1000000.0,0.0,,,,,,,,378000000.0,,,0.0,-5000000.0,682000000.0,7000000.0,,1815000000.0,,170000000.0,270000000.0,,,,,,721000000.0,359000000.0,,,,,,,,17090000000.0,3000000.0,,,-415000000.0,,45000000.0,,,21434000000.0,,-828000000.0,,,,,3000000.0,1517000000.0,,,,,,,-374000000.0,,,10081000000.0,,,,,,,,,15000000.0,234000000.0,1.43,1031000000.0,3605000000.0,,-523000000.0,1196000000.0,1291000000.0,,2412000000.0,,,,21434000000.0,4831000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133308800,,2253000000.0,,28432000000.0,-566000000.0,,10141000000.0,541000000.0,0.0,39000000.0,254000000.0,-935000000.0,5727000000.0,,5727000000.0,,26217000000.0,408000000.0,3206000000.0,943000000.0,2325000000.0,1533000000.0,832000000.0,,6268000000.0,-38000000.0,2639000000.0,902000000.0,-1970000000.0,3206000000.0,353000000.0,353000000.0,356000000.0,16883000000.0,,28349000000.0,353000000.0,1178000000.0,250000000.0,,,1187000000.0,6000000.0,1178000000.0,,3410000000.0,477000000.0,,3670000000.0,5185000000.0,586000000.0,6281000000.0,64999645.8,-70000000.0,18000000.0,1178000000.0,63000000.0,1282000000.0,,-126000000.0,1282000000.0,230000000.0,,-164000000.0,9000000.0,-386000000.0,417000000.0,,6000000.0,3557000000.0,541000000.0,428000000.0,156000000.0,,21312000000.0,273000000.0,11460000000.0,-1000000.0,1178000000.0,1187000000.0,,330000000.0,,1000000.0,0.0,-15000000.0,2121000000.0,643000000.0,2.7,,,21312000000.0,295000000.0,2253000000.0,806000000.0,-356000000.0,10000000.0,690000000.0,4000000.0,,1034000000.0,,,156000000.0,1335000000.0,-1154000000.0,2.8,26228000000.0,-7000000.0,1139000000.0,359000000.0,,0.0,,,832000000.0,-1977000000.0,535000000.0,16972000000.0,-6000000.0,72000000.0,1625000000.0,105000000.0,250000000.0,30000000.0,-4019000130.2,,21312000000.0,353000000.0,-230000000.0,2965000000.0,11094000000.0,,0.0,2000333.4,678000000.0,,8129000000.0,,12000333.4,3410000000.0,-14000000.0,27000000.0,11466000000.0,,10233000000.0,,-4019000130.2,5490000000.0,216000000.0,,,,2253000000.0,11000000.0,9000000.0,,618000000.0,2567000000.0,,-345000000.0,383000000.0,448000000.0,,2215000000.0,-15000000.0,,,21312000000.0,5192000000.0,,853000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1141084800,,,,28316000000.0,,,,581000000.0,2336000000.0,-783000000.0,,,,171000000.0,5661000000.0,,27009000000.0,425000000.0,,,,1487000000.0,746000000.0,,6242000000.0,,,,,3211000000.0,280000000.0,280000000.0,365000000.0,,,,280000000.0,,266000000.0,,,406000000.0,-14000000.0,395000000.0,,,,,3493000000.0,,597000000.0,,76000000.0,-2000000.0,,395000000.0,,1283000000.0,0.34,-765000000.0,,232000000.0,,-202000000.0,,,558000000.0,,-2000000.0,,,,,,,-144000000.0,11137000000.0,,,,,,,-16000000.0,0.0,,,,,,,,0.0,,,,-4000000.0,656000000.0,-7000000.0,,974000000.0,,171000000.0,170000000.0,,,,,,1178000000.0,359000000.0,,,,,,,,17179000000.0,-6000000.0,,,-570000000.0,,14000000.0,,,21957000000.0,,-92000000.0,,,,,20000000.0,609000000.0,,,,,,,69000000.0,,,10310000000.0,,,,,,,,,31000000.0,11000000.0,0.35,613000000.0,2461000000.0,,-757000000.0,294000000.0,377000000.0,,1307000000.0,,,,21957000000.0,4895000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
