,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualChangeInAccountPayable,trailingOperatingIncome,annualAccountsPayable,annualFreeCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,annualBasicEPS,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualEndCashPosition,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualOtherCurrentAssets,quarterlyOtherNonCashItems,trailingTotalRevenue,quarterlyDilutedAverageShares,annualChangeInWorkingCapital,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualInvestmentsAndAdvances,annualCurrentDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyBasicEPS,annualSaleOfInvestment,trailingSaleOfInvestment,quarterlyOtherCurrentAssets,annualDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,annualDilutedEPS,annualStockholdersEquity,annualOtherNonCashItems,annualLongTermDebt,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualRetainedEarnings,quarterlyEndCashPosition,annualCurrentAccruedExpenses,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,annualTotalAssets,annualTaxProvision,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualNetPPE,trailingGrossProfit,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyPretaxIncome,annualGrossProfit,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualEbitda,quarterlyNetPPE,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyBasicAverageShares,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,annualIncomeTaxPayable,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingCashDividendsPaid,annualChangesInAccountReceivables,quarterlyAccountsPayable,annualNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingChangeInInventory,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,quarterlyStockBasedCompensation,annualGoodwill,annualInventory,annualNetOtherFinancingCharges,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,annualPurchaseOfInvestment,annualBasicAverageShares,annualTotalRevenue,trailingResearchAndDevelopment,trailingBasicAverageShares,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingDilutedAverageShares
1004486400,,,,7319000000.0,,,,,,,,,13021000000.0,1247000000.0,,,,,459000000.0,751000000.0,,,2873000000.0,6800000000.0,,,,7307000000.0,,-5136000000.0,,22519000000.0,,,,,382000000.0,4448000000.0,,8070000000.0,,,-268000000.0,,,,35540000000.0,1092000000.0,,,,,-268000000.0,-268000000.0,,,-0.04,,,0.0,,751000000.0,,,,,,,1756000000.0,,3484000000.0,,,4487000000.0,,,,-1591000000.0,27450000000.0,,,1181000000.0,-88000000.0,,229000000.0,,,,,,1301000000.0,2692000000.0,,2784000000.0,,-37000000.0,,,,,,2310000000.0,,,-343000000.0,,,4666000000.0,,,,20372000000.0,7360000000.0,4487000000.0,-75000000.0,,2585000000.0,4873000000.0,,,,,,-292000000.0,,688000000.0,,,15268000000.0,7307000000.0,0.0,-179000000.0,-2438000000.0,,,,,3925000000.0,,,,,,1384000000.0,-350000000.0,,,,,5023000000.0,,,,,,459000000.0,,-386000000.0,697000000.0,,-540000000.0,171000000.0,278000000.0,,,592000000.0,,917000000.0,,,,,841000000.0,,,,,,,,,-0.04,,,,,,,,,,,,,,,
1012435200,,,,7753000000.0,,,,,,,,,12765000000.0,1219000000.0,,,,,476000000.0,790000000.0,,,2211000000.0,7246000000.0,,,,7496000000.0,,-6128000000.0,,23939000000.0,,,,,753000000.0,4816000000.0,,8543000000.0,,,660000000.0,,,,36704000000.0,1817000000.0,,,,,660000000.0,660000000.0,,,0.09,,,0.0,,790000000.0,,,,,,,1846000000.0,,3780000000.0,,,5337000000.0,,,,-1113000000.0,28143000000.0,,,1150000000.0,86000000.0,,341000000.0,,,,,,1023000000.0,2970000000.0,,3047000000.0,,0.0,,,,,,2217000000.0,,,932000000.0,,,4550000000.0,,,,20603000000.0,7548000000.0,5337000000.0,272000000.0,,2504000000.0,4487000000.0,,,,,,-190000000.0,,-179000000.0,,,16885000000.0,7311000000.0,-6000000.0,-44000000.0,-2438000000.0,,,,,5119000000.0,,,,,,2007000000.0,-251000000.0,,,,,4942000000.0,,,,,,371000000.0,,850000000.0,667000000.0,,95000000.0,213000000.0,294000000.0,,,555000000.0,,862000000.0,,,,,1229000000.0,,,,,,,,,0.09,,,,,,,,,,,,,,,
1020124800,,,,7980000000.0,,,,,,,,,13610000000.0,1227000000.0,,,,,418000000.0,711000000.0,,,2478000000.0,7684000000.0,,,,7454000000.0,,-6793000000.0,,23516000000.0,,,,,874000000.0,4822000000.0,,8691000000.0,,,729000000.0,,,,37126000000.0,-174000000.0,,,,,729000000.0,729000000.0,,,0.1,,,0.0,,711000000.0,,,,,,,1754000000.0,,3789000000.0,,,6493000000.0,,,,-132000000.0,28419000000.0,,,990000000.0,635000000.0,,95000000.0,,,,,,869000000.0,3068000000.0,,3122000000.0,,0.0,,,,,,2194000000.0,,,1024000000.0,,,4440000000.0,,,,20631000000.0,8971000000.0,6493000000.0,295000000.0,,4002000000.0,5337000000.0,,,,,,-1761000000.0,,-150000000.0,,,15074000000.0,7306000000.0,5000000.0,-299000000.0,-2438000000.0,,,,,7787000000.0,,,,,,1587000000.0,,,,,,6440000000.0,,,,,,436000000.0,,1156000000.0,161000000.0,,72000000.0,47000000.0,104000000.0,,,633000000.0,,838000000.0,,,,,1292000000.0,,,,,,,,,0.1,,,,,,,,,,,,,,,
1028073600,2984000000.0,-27000000.0,,8375000000.0,749000000.0,3448000000.0,,,470000000.0,3946000000.0,655000000.0,3172000000.0,17433000000.0,1189000000.0,9124000000.0,0.26,,,604000000.0,749000000.0,,9484000000.0,3172000000.0,7733000000.0,239000000.0,,,,1829000000.0,-3467000000.0,686000000.0,20362000000.0,9484000000.0,,,,975000000.0,4829000000.0,,9124000000.0,2710000000.0,1893000000.0,772000000.0,,,,37795000000.0,1211000000.0,1893000000.0,9029000000.0,3143000000.0,6902000000.0,772000000.0,772000000.0,11897000000.0,4882000000.0,,,,239000000.0,7447000000.0,749000000.0,0.25,28656000000.0,,,-1854000000.0,17433000000.0,1546000000.0,1893000000.0,3861000000.0,,7733000000.0,9484000000.0,3861000000.0,8375000000.0,,2029000000.0,28656000000.0,37795000000.0,817000000.0,1105000000.0,53000000.0,1957000000.0,8000000.0,,,,,,880000000.0,3283000000.0,,3143000000.0,1105000000.0,-28000000.0,,-65000000.0,20362000000.0,4102000000.0,,2308000000.0,,6587000000.0,1097000000.0,12013000000.0,,4363000000.0,12656000000.0,4363000000.0,,20950000000.0,12656000000.0,9484000000.0,325000000.0,4941000000.0,4102000000.0,6493000000.0,,,,7305000000.0,,-398000000.0,,-150000000.0,,673000000.0,11897000000.0,,31000000.0,-647000000.0,-3203000000.0,749000000.0,4873000000.0,,-2641000000.0,,,-573000000.0,,,-807000000.0,1609000000.0,,,,-3203000000.0,,7305000000.0,,,,,,470000000.0,,2991000000.0,304000000.0,,-200000000.0,224000000.0,-27000000.0,,,901000000.0,,831000000.0,,,,901000000.0,1579000000.0,4611000000.0,,,,880000000.0,30000000.0,,-1169000000.0,,,,,209000000.0,20950000000.0,-21524000000.0,7301000000.0,18915000000.0,,,,,,,
1036022400,,,,7871000000.0,,,,,,,,,15096000000.0,1252000000.0,,,,,410000000.0,771000000.0,,,3325000000.0,7527000000.0,,,,7327000000.0,,-6652000000.0,,22102000000.0,,,,,1168000000.0,4845000000.0,,8642000000.0,,,618000000.0,,,,37198000000.0,945000000.0,,,,,618000000.0,618000000.0,,,0.09,,,0.0,,771000000.0,,,,,,,1487000000.0,,3507000000.0,,,6986000000.0,,,,-2517000000.0,28546000000.0,,,1109000000.0,63000000.0,,49000000.0,,,,,,828000000.0,3358000000.0,,2980000000.0,,-475000000.0,,,,,,2190000000.0,,,872000000.0,,,4391000000.0,,,,20875000000.0,10311000000.0,6986000000.0,254000000.0,,3921000000.0,9484000000.0,,,,,,-122000000.0,,,,,12256000000.0,7249000000.0,-12000000.0,-1048000000.0,-3440000000.0,,,,,4192000000.0,,,,,,1067000000.0,-1077000000.0,,,,,7361000000.0,,,,,,540000000.0,,-2498000000.0,-465000000.0,,-27000000.0,41000000.0,144000000.0,,,844000000.0,,824000000.0,,,,,1578000000.0,,,,,,,,,0.08,,,,,,,,,,,,,,,
1043971200,,,,8064000000.0,,,,,,,,,14289000000.0,1149000000.0,,,,,373000000.0,817000000.0,,,4523000000.0,7346000000.0,,,,7286000000.0,,-6016000000.0,,23057000000.0,,,,,1264000000.0,4713000000.0,,8881000000.0,,,991000000.0,,,,37346000000.0,1140000000.0,,,,,991000000.0,991000000.0,,,0.14,,,0.0,,817000000.0,,,,,,,1396000000.0,,3531000000.0,,,5013000000.0,,,,-2072000000.0,28455000000.0,,,1107000000.0,-41000000.0,,49000000.0,,,,,,775000000.0,3317000000.0,,2920000000.0,,-51000000.0,,,,,,2053000000.0,,,1387000000.0,,,4323000000.0,,,,20814000000.0,9536000000.0,5013000000.0,396000000.0,,3890000000.0,6986000000.0,,,,,,-219000000.0,,,,,14844000000.0,7187000000.0,25000000.0,-1260000000.0,-3676000000.0,,,,,4204000000.0,,,,,,1359000000.0,-1475000000.0,,,,,7566000000.0,,,,,,518000000.0,,-1973000000.0,-4000000.0,,-76000000.0,190000000.0,295000000.0,,,1095000000.0,,826000000.0,,,,,1637000000.0,,,,,,,,,0.14,,,,,,,,,,,,,,,
1051660800,,,,7795000000.0,,,,,,,,,12621000000.0,1203000000.0,,,,,383000000.0,805000000.0,,,4048000000.0,6767000000.0,,,,7158000000.0,,-7115000000.0,,23635000000.0,,,,,1249000000.0,4618000000.0,,8600000000.0,,,987000000.0,,,,36256000000.0,1102000000.0,,,,,987000000.0,987000000.0,,,0.14,,,181000000.0,,805000000.0,,,,,,,1349000000.0,,3513000000.0,,,3940000000.0,,,,-399000000.0,27645000000.0,,,1157000000.0,-44000000.0,,-9000000.0,,,,,,765000000.0,3269000000.0,,2954000000.0,,-29000000.0,,,,,,2020000000.0,,,1381000000.0,,,4364000000.0,,,,20592000000.0,7988000000.0,3940000000.0,394000000.0,,3805000000.0,5013000000.0,,,,,,-163000000.0,,,,,15466000000.0,7062000000.0,10000000.0,-1939000000.0,-3894000000.0,,,,,6925000000.0,,,,,,1265000000.0,-1997000000.0,,,,,7699000000.0,,,,,,480000000.0,,-1073000000.0,-398000000.0,,234000000.0,48000000.0,286000000.0,,,848000000.0,,725000000.0,,,,,1632000000.0,,,,,,,,,0.14,,,,,,,,,,,,,,,
1059609600,4886000000.0,354000000.0,,8294000000.0,774000000.0,3135000000.0,,,594000000.0,4523000000.0,578000000.0,4560000000.0,13415000000.0,1214000000.0,9068000000.0,0.5,,,425000000.0,774000000.0,,3925000000.0,4560000000.0,6559000000.0,0.0,,,,-582000000.0,-7676000000.0,-76000000.0,23692000000.0,3925000000.0,,,,1205000000.0,4702000000.0,,9068000000.0,5013000000.0,3578000000.0,982000000.0,,,,37107000000.0,1336000000.0,3578000000.0,8347000000.0,3034000000.0,5645000000.0,982000000.0,982000000.0,15372000000.0,4818000000.0,,22816000000.0,,0.0,7223000000.0,774000000.0,0.5,28029000000.0,,,-5984000000.0,13415000000.0,1413000000.0,3578000000.0,3632000000.0,,6559000000.0,3925000000.0,3632000000.0,8294000000.0,,-448000000.0,28029000000.0,37107000000.0,1435000000.0,1351000000.0,-54000000.0,1591000000.0,-106000000.0,,,,,,873000000.0,3289000000.0,,3034000000.0,1351000000.0,22000000.0,,-533000000.0,23692000000.0,3721000000.0,,2084000000.0,,5240000000.0,1373000000.0,13233000000.0,,4599000000.0,8485000000.0,4599000000.0,,21116000000.0,8485000000.0,3925000000.0,391000000.0,6477000000.0,3721000000.0,3940000000.0,,,,7757000000.0,,-213000000.0,,,,-17000000.0,15372000000.0,,20000000.0,-1116000000.0,-4036000000.0,774000000.0,9484000000.0,,-717000000.0,7495000000.0,,-14000000.0,,,-5436000000.0,1549000000.0,-1435000000.0,,,-4036000000.0,,7757000000.0,,,,,,594000000.0,,-15000000.0,285000000.0,,-145000000.0,299000000.0,354000000.0,,,1034000000.0,,760000000.0,,,,1034000000.0,1630000000.0,-5559000000.0,,,,873000000.0,43000000.0,,-5363000000.0,,,,,,21116000000.0,-27459000000.0,7124000000.0,18878000000.0,,,,,,,
1067558400,,,,7715000000.0,,,,,,,,,14027000000.0,1299000000.0,,,,,397000000.0,706000000.0,,,4837000000.0,5955000000.0,,,,7110000000.0,,-8045000000.0,,21823000000.0,,,,,1390000000.0,5101000000.0,,8421000000.0,,,1086000000.0,,,,35850000000.0,800000000.0,,,,,1086000000.0,1086000000.0,,,0.16,,,0.0,,706000000.0,,,,,,,1595000000.0,,3339000000.0,,,4158000000.0,,,,1054000000.0,27419000000.0,,,1388000000.0,54000000.0,,-37000000.0,,,,,,875000000.0,3506000000.0,,3001000000.0,,1000000.0,,,,,,2116000000.0,,,1528000000.0,,,4533000000.0,,,,21094000000.0,8995000000.0,4158000000.0,442000000.0,,3571000000.0,3925000000.0,,,,,,-173000000.0,,,,,13719000000.0,6932000000.0,31000000.0,-1794000000.0,-4170000000.0,,,,,9218000000.0,,,,,,973000000.0,-1998000000.0,,,,,7741000000.0,,,,,,602000000.0,,233000000.0,-731000000.0,,35000000.0,173000000.0,370000000.0,,,773000000.0,,755000000.0,,,,,1787000000.0,,,,,,,,,0.15,,,,,,,,,,,,,,,
1075507200,,,,8080000000.0,,,,,,,,,14961000000.0,1320000000.0,,,,,389000000.0,863000000.0,,,5155000000.0,4902000000.0,,,,7110000000.0,,-8889000000.0,,21629000000.0,,,,,1548000000.0,5398000000.0,,8943000000.0,,,724000000.0,,,,36590000000.0,1441000000.0,,,,,1291000000.0,724000000.0,,,0.11,,,0.0,,863000000.0,,,,,,,1700000000.0,,3440000000.0,,,4225000000.0,,,,-170000000.0,27636000000.0,,,2040000000.0,24000000.0,,-94000000.0,,,,,,933000000.0,3698000000.0,,3202000000.0,,135000000.0,,,,,,2150000000.0,,,1807000000.0,,,4544000000.0,,,,22302000000.0,9380000000.0,4225000000.0,516000000.0,,3441000000.0,4158000000.0,,,,,,-220000000.0,,,,,13644000000.0,6874000000.0,27000000.0,-1424000000.0,-4299000000.0,,,,,8982000000.0,,,,,,1661000000.0,-2036000000.0,,,,,7740000000.0,,,,,,645000000.0,,67000000.0,-86000000.0,,85000000.0,585000000.0,432000000.0,,,793000000.0,,770000000.0,,,,,1937000000.0,,,,,,,,,0.1,,,,,,,,,,,,,,,
1083283200,,,,8274000000.0,,,,,,,,,14073000000.0,1384000000.0,,,,,347000000.0,937000000.0,,,4912000000.0,3489000000.0,,,,7074000000.0,,-9128000000.0,,21124000000.0,,,,,1556000000.0,5620000000.0,,9211000000.0,,,1211000000.0,,,,35197000000.0,2311000000.0,,,,,1211000000.0,1211000000.0,,,0.18,,,0.0,,937000000.0,,,,,,,1753000000.0,,3331000000.0,,,3949000000.0,,,,218000000.0,25981000000.0,,,1540000000.0,-54000000.0,,-240000000.0,,,,,,1121000000.0,3867000000.0,,3420000000.0,,38000000.0,,,,,,2311000000.0,,,1721000000.0,,,4585000000.0,,,,22277000000.0,8861000000.0,3949000000.0,510000000.0,,3351000000.0,4225000000.0,,,,,,-94000000.0,,,,,13188000000.0,6816000000.0,-23000000.0,-2899000000.0,-4427000000.0,,,,,9531000000.0,,,,,,2405000000.0,-3048000000.0,,,,,7778000000.0,,,,,,604000000.0,,-276000000.0,379000000.0,,185000000.0,172000000.0,215000000.0,,,919000000.0,,867000000.0,,,,,1903000000.0,,,,,,,,,0.17,,,,,,,,,,,,,,,
1091232000,6295000000.0,212000000.0,,8703000000.0,975000000.0,3192000000.0,,,657000000.0,6508000000.0,1257000000.0,4947000000.0,14343000000.0,1394000000.0,9678000000.0,0.64,,,310000000.0,975000000.0,,3722000000.0,4947000000.0,3164000000.0,0.0,,,,-451000000.0,-6992000000.0,-90000000.0,21251000000.0,3722000000.0,,,,1801000000.0,5926000000.0,,9678000000.0,6992000000.0,4401000000.0,1380000000.0,,,,35594000000.0,1956000000.0,4968000000.0,8831000000.0,3527000000.0,6919000000.0,1380000000.0,1380000000.0,12308000000.0,5397000000.0,,34327000000.0,,0.0,7057000000.0,975000000.0,0.62,25826000000.0,,,-9080000000.0,14343000000.0,1871000000.0,4401000000.0,3556000000.0,,3164000000.0,3722000000.0,3556000000.0,8703000000.0,,-636000000.0,25826000000.0,35594000000.0,2024000000.0,1825000000.0,-114000000.0,1443000000.0,-167000000.0,,,,,,1207000000.0,4055000000.0,,3527000000.0,1825000000.0,11000000.0,,185000000.0,21251000000.0,3290000000.0,,2254000000.0,,7121000000.0,1936000000.0,15126000000.0,,4523000000.0,8669000000.0,4523000000.0,,22450000000.0,8669000000.0,3722000000.0,556000000.0,7738000000.0,3290000000.0,3949000000.0,,,,7642000000.0,,-126000000.0,,,,-538000000.0,12308000000.0,,-2000000.0,-1673000000.0,-4352000000.0,975000000.0,3925000000.0,,-613000000.0,6596000000.0,,552000000.0,,,466000000.0,2082000000.0,-1998000000.0,,,-4352000000.0,,7642000000.0,,,,,,657000000.0,,-227000000.0,-13000000.0,,247000000.0,327000000.0,212000000.0,,,963000000.0,,800000000.0,,,,963000000.0,2111000000.0,-203000000.0,,,,1207000000.0,33000000.0,,-7790000000.0,,,,,,22450000000.0,-33054000000.0,6840000000.0,22045000000.0,,,,,,,
1099180800,,,,8626000000.0,,,,,,,,,12476000000.0,1350000000.0,,,,,291000000.0,970000000.0,,,3489000000.0,2079000000.0,,,,6773000000.0,,-5172000000.0,,21837000000.0,,,,,1800000000.0,5971000000.0,,9596000000.0,,,1396000000.0,,,,34313000000.0,1352000000.0,,,,,1396000000.0,1396000000.0,,,0.21,,,0.0,,970000000.0,,,,,,,1956000000.0,,3494000000.0,,,3309000000.0,,,,947000000.0,24589000000.0,,,1792000000.0,-30000000.0,,-63000000.0,,,,,,1210000000.0,4015000000.0,,3291000000.0,,28000000.0,,,,,,2215000000.0,,,1958000000.0,,,4934000000.0,,,,22151000000.0,6798000000.0,3309000000.0,562000000.0,,3279000000.0,3722000000.0,,,,,,-159000000.0,,,,,12597000000.0,6635000000.0,34000000.0,-2871000000.0,-4539000000.0,,,,,6537000000.0,,,,,,1511000000.0,-3001000000.0,,,,,7818000000.0,,,,,,680000000.0,,-413000000.0,-328000000.0,,74000000.0,96000000.0,359000000.0,,,1161000000.0,,805000000.0,,,,,2091000000.0,,,,,,,,,0.21,,,,,,,,,,,,,,,
1107129600,,,,9072000000.0,,,,,,,,,11970000000.0,1370000000.0,,,,,296000000.0,990000000.0,,,3291000000.0,1245000000.0,,,,6652000000.0,,-5194000000.0,,21855000000.0,,,,,1815000000.0,6062000000.0,,10062000000.0,,,1400000000.0,,,,33825000000.0,1896000000.0,,,,,1400000000.0,1400000000.0,,,0.21,,,0.0,,990000000.0,,,,,,,2009000000.0,,3345000000.0,,,2473000000.0,,,,-216000000.0,23751000000.0,,,2278000000.0,13000000.0,,-94000000.0,,,,,,1255000000.0,4053000000.0,,3657000000.0,,15000000.0,,,,,,2238000000.0,,,1957000000.0,,,5070000000.0,,,,22145000000.0,5764000000.0,2473000000.0,557000000.0,,3302000000.0,3309000000.0,,,,,,,,,,,12444000000.0,6521000000.0,11000000.0,-2357000000.0,-4731000000.0,,,,,5420000000.0,,,,,,1737000000.0,-2705000000.0,,,,,8033000000.0,,,,,,673000000.0,,-836000000.0,57000000.0,,-115000000.0,337000000.0,361000000.0,,,1397000000.0,,811000000.0,,,,,2111000000.0,,,,,,,,,0.21,,,,,,,,,,,,,,,
1114819200,,,,9187000000.0,,,,,,,,,10963000000.0,1434000000.0,,,,,164000000.0,1016000000.0,,,2397000000.0,1002000000.0,,,,6541000000.0,,-4722000000.0,,23007000000.0,,,,,1824000000.0,6187000000.0,,10203000000.0,,,1405000000.0,,,,33970000000.0,1414000000.0,,,,,1405000000.0,1405000000.0,,,0.22,,,0.0,,1016000000.0,,,,,,,2052000000.0,,3263000000.0,,,2641000000.0,,,,170000000.0,23756000000.0,,,2241000000.0,-60000000.0,,-72000000.0,,,,,,1280000000.0,4135000000.0,,3800000000.0,,2000000.0,,,,,,2311000000.0,,,1968000000.0,,,5522000000.0,,,,22450000000.0,5038000000.0,2641000000.0,563000000.0,,3298000000.0,2473000000.0,,,,,,,,,,,13048000000.0,6435000000.0,-8000000.0,-1886000000.0,-4879000000.0,,,,,5190000000.0,,,,,,1884000000.0,-2037000000.0,,,,,8177000000.0,,,,,,706000000.0,,168000000.0,-188000000.0,,257000000.0,159000000.0,304000000.0,,,1418000000.0,,823000000.0,,,,,1988000000.0,,,,,,,,,0.21,,,,,,,,,,,,,,,
1122768000,7442000000.0,274000000.0,,9511000000.0,1188000000.0,3322000000.0,,,735000000.0,6876000000.0,1087000000.0,2227000000.0,13031000000.0,1526000000.0,10699000000.0,0.88,,,258000000.0,1188000000.0,,4742000000.0,2227000000.0,506000000.0,0.0,,,,411000000.0,-5226000000.0,-99000000.0,20852000000.0,4742000000.0,,,,2003000000.0,6581000000.0,,10699000000.0,8036000000.0,5741000000.0,1540000000.0,,,,33883000000.0,2214000000.0,5741000000.0,9229000000.0,3854000000.0,8130000000.0,1540000000.0,1540000000.0,10487000000.0,5680000000.0,,24630000000.0,,0.0,6612000000.0,1188000000.0,0.87,23174000000.0,,,-10235000000.0,13031000000.0,2113000000.0,5741000000.0,3411000000.0,,506000000.0,4742000000.0,3411000000.0,9511000000.0,,1713000000.0,23174000000.0,33883000000.0,2295000000.0,2216000000.0,-22000000.0,1009000000.0,-76000000.0,,,,,,1297000000.0,4468000000.0,,3854000000.0,2216000000.0,-3000000.0,,42000000.0,20852000000.0,3320000000.0,,2465000000.0,,7568000000.0,2153000000.0,16671000000.0,,5844000000.0,6969000000.0,5844000000.0,,22394000000.0,6969000000.0,4742000000.0,613000000.0,8451000000.0,3320000000.0,2641000000.0,,,,8322000000.0,,-222000000.0,,,,-305000000.0,10487000000.0,,-51000000.0,-2048000000.0,-5002000000.0,1188000000.0,3722000000.0,,-692000000.0,7483000000.0,,55000000.0,,,2614000000.0,2436000000.0,-2492000000.0,,,-5002000000.0,,8322000000.0,,,,,,735000000.0,,2101000000.0,870000000.0,,-161000000.0,495000000.0,274000000.0,,,1511000000.0,,883000000.0,,,,1511000000.0,2261000000.0,1020000000.0,,,,1297000000.0,-14000000.0,,-9162000000.0,,,,,,22394000000.0,-20314000000.0,6487000000.0,24801000000.0,,,,,,,
1130716800,,,,9236000000.0,,,,,,,,,19753000000.0,1731000000.0,,,,,258000000.0,1078000000.0,,,11786000000.0,-1046000000.0,,,,6340000000.0,,-7973000000.0,,12002000000.0,,,,,1624000000.0,6550000000.0,,10314000000.0,,,1261000000.0,,,,31755000000.0,1187000000.0,,,,,1261000000.0,1261000000.0,,,0.2,,,0.0,,1078000000.0,,,,,,,2140000000.0,,3337000000.0,,,1704000000.0,,,,-1123000000.0,21437000000.0,,,2342000000.0,-148000000.0,,-65000000.0,,,,,,1318000000.0,4410000000.0,,3716000000.0,,-19000000.0,,,,,,2786000000.0,,,1759000000.0,,,5960000000.0,,,,22261000000.0,13490000000.0,1704000000.0,498000000.0,,3335000000.0,4742000000.0,,,,,,-215000000.0,,,,,1413000000.0,6245000000.0,47000000.0,-3317000000.0,-5203000000.0,,,,,7335000000.0,,,,,,1402000000.0,-3500000000.0,,,,,8538000000.0,,,,,,721000000.0,,-3038000000.0,-618000000.0,,125000000.0,136000000.0,222000000.0,,,1462000000.0,,996000000.0,,,,,1882000000.0,,,,,,,,,0.2,,,,,,,,,,,,,,,
