,annualOperatingIncome,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,quarterlyCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualResearchAndDevelopment,annualChangeInAccountPayable,trailingOperatingIncome,annualAccountsPayable,annualFreeCashFlow,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,annualBasicEPS,trailingFreeCashFlow,trailingCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualEndCashPosition,quarterlyOtherShortTermInvestments,quarterlyRetainedEarnings,annualOtherCurrentAssets,quarterlyOtherNonCashItems,trailingTotalRevenue,quarterlyDilutedAverageShares,annualChangeInWorkingCapital,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,quarterlyTotalNonCurrentAssets,annualCashAndCashEquivalents,trailingNetIncome,trailingTaxProvision,trailingPretaxIncome,quarterlyOperatingIncome,quarterlyTotalRevenue,trailingEndCashPosition,quarterlyTotalLiabilitiesNetMinorityInterest,annualPretaxIncome,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCashDividendsPaid,annualInvestmentsAndAdvances,annualCurrentDebt,quarterlyTotalAssets,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,annualOperatingExpense,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,quarterlyBasicEPS,annualSaleOfInvestment,trailingSaleOfInvestment,quarterlyOtherCurrentAssets,annualDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,annualDilutedEPS,annualStockholdersEquity,annualOtherNonCashItems,annualLongTermDebt,annualRepurchaseOfCapitalStock,annualCurrentAssets,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyGoodwill,annualRetainedEarnings,quarterlyEndCashPosition,annualCurrentAccruedExpenses,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyInvestingCashFlow,quarterlyStockholdersEquity,annualTotalAssets,annualTaxProvision,quarterlyAccountsReceivable,quarterlyNetOtherInvestingChanges,annualDepreciationAndAmortization,quarterlyChangeInInventory,quarterlyInvestmentsAndAdvances,quarterlyLongTermDebt,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,trailingChangeInAccountPayable,quarterlyInventory,quarterlyGrossProfit,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCurrentDeferredRevenue,annualAccountsReceivable,quarterlyOtherIncomeExpense,trailingOperatingCashFlow,annualOtherIncomeExpense,annualTotalNonCurrentAssets,annualNetPPE,trailingGrossProfit,quarterlyOperatingExpense,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyPretaxIncome,annualGrossProfit,quarterlyPurchaseOfBusiness,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyRepaymentOfDebt,quarterlyCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyTaxProvision,annualEbitda,quarterlyNetPPE,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyOtherNonCurrentAssets,quarterlyBasicAverageShares,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,annualOtherNonCurrentLiabilities,annualBeginningCashPosition,annualPurchaseOfBusiness,annualCapitalExpenditure,quarterlySaleOfInvestment,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingSellingGeneralAndAdministration,annualInvestingCashFlow,quarterlyOperatingCashFlow,quarterlyRepurchaseOfCapitalStock,trailingDeferredIncomeTax,trailingInvestingCashFlow,annualAccumulatedDepreciation,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,annualIncomeTaxPayable,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,trailingCashDividendsPaid,annualChangesInAccountReceivables,quarterlyAccountsPayable,annualNonCurrentDeferredRevenue,quarterlyChangeInCashSupplementalAsReported,quarterlyChangeInWorkingCapital,trailingPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyCommonStockIssuance,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,quarterlyResearchAndDevelopment,trailingChangeInInventory,trailingNetOtherFinancingCharges,trailingStockBasedCompensation,annualOtherCurrentLiabilities,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,quarterlyStockBasedCompensation,annualGoodwill,annualInventory,annualNetOtherFinancingCharges,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyDilutedEPS,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,annualRepaymentOfDebt,annualInterestExpense,annualCapitalStock,annualPurchaseOfInvestment,annualBasicAverageShares,annualTotalRevenue,trailingResearchAndDevelopment,trailingBasicAverageShares,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingDilutedAverageShares
633744000,,,,9300000.0,,,,,,,,,20700000.0,5700000.0,,,,,100000.0,200000.0,,,,5400000.0,,,,3851316000.0,,,,1800000.0,,,,,4900000.0,16100000.0,,9500000.0,,,2900000.0,,,,22500000.0,2400000.0,,,,,2900000.0,2900000.0,,,0.01,,,2300000.0,,-100000.0,,,,,,,5400000.0,,,,,0.0,,,,-300000.0,13000000.0,,,,100000.0,,,,200000.0,,,,2600000.0,10700000.0,100000.0,,,0.0,,,,,,5800000.0,,,4900000.0,,,,,,,,6100000.0,6100000.0,2000000.0,,1600000.0,0.0,,,,,100000.0,-400000.0,,,,,200000.0,3851316000.0,,0.0,-200000.0,,,,,,,,,,,2800000.0,,,,,,1800000.0,,,,,,3000000.0,,2400000.0,100000.0,,,,,,,6200000.0,,,,,,,5000000.0,,,,,,,,,0.01,,,,,,,,,,,,,,,
641433600,,,,11400000.0,,,,,,,,,72200000.0,6400000.0,,,,,200000.0,300000.0,,,,14700000.0,,-200000.0,,3851316000.0,,,,4100000.0,,,,,5400000.0,17900000.0,,11700000.0,,,3800000.0,,,,76300000.0,2400000.0,,,,,3800000.0,3800000.0,,,0.01,,,8700000.0,,,,,,,,,5900000.0,,,,,0.0,,,,-9500000.0,64600000.0,,,,-7400000.0,,,,,,,,3200000.0,12000000.0,,,,800000.0,,,,,,6600000.0,,,6300000.0,,,,,,,,49000000.0,49000000.0,2500000.0,,3500000.0,0.0,,,,,,-2100000.0,,,,,600000.0,3851316000.0,200000.0,47800000.0,-200000.0,,,,,,,,,,,4500000.0,,,,,,3700000.0,,,,,,4900000.0,,42900000.0,600000.0,,0.0,47700000.0,,,,6500000.0,,,,,,,5600000.0,,,,,,,,,0.01,,,,,,,,,,,,,,,
649382400,21500000.0,,,13200000.0,300000.0,,,,5000000.0,5400000.0,47600000.0,,78200000.0,7600000.0,13500000.0,0.01,,,600000.0,300000.0,,0.0,,18600000.0,22800000.0,,,,-5000000.0,-16200000.0,-200000.0,4500000.0,35800000.0,,,,7000000.0,21800000.0,,13500000.0,23500000.0,13900000.0,4600000.0,,,,82700000.0,1000000.0,13900000.0,25400000.0,,22900000.0,4600000.0,4600000.0,400000.0,24400000.0,,2000000.0,,22800000.0,3851316000.0,200000.0,0.01,69200000.0,,,,78200000.0,6600000.0,13900000.0,,,18600000.0,0.0,,13200000.0,,-14900000.0,69200000.0,82700000.0,9600000.0,,300000.0,1000000.0,-500000.0,,,,,,3700000.0,15200000.0,100000.0,,,1200000.0,,2100000.0,4500000.0,4100000.0,,8200000.0,,9500000.0,8100000.0,46900000.0,,,35800000.0,,,,35800000.0,35800000.0,3500000.0,22500000.0,4100000.0,0.0,,,,5200000.0,,-1000000.0,,,,-1100000.0,400000.0,,-200000.0,-300000.0,-1100000.0,200000.0,4200000.0,,-4100000.0,,,-400000.0,,,-25400000.0,2000000.0,,,,-1100000.0,100000.0,5200000.0,,,,,,5000000.0,,-13200000.0,-3300000.0,,0.0,-200000.0,,,,8200000.0,,,,,,8200000.0,7600000.0,31600000.0,,,,3700000.0,-100000.0,,47500000.0,,,,,,,-23100000.0,3851316000.0,69800000.0,,,,,,,
657331200,,,,21400000.0,,,,,,,,,93700000.0,9700000.0,,,,,300000.0,300000.0,,,,26500000.0,,-100000.0,,3540300000.0,,-27600000.0,,5300000.0,,,,,12300000.0,32800000.0,,21700000.0,,,7900000.0,,,,99000000.0,5400000.0,,,,,7900000.0,7900000.0,,,0.01,,,34200000.0,,200000.0,,,,,,,10500000.0,,,,,0.0,,,,-12000000.0,77300000.0,,,,0.0,,-1900000.0,,,,,,5600000.0,22300000.0,100000.0,,,1100000.0,,,,,,10000000.0,,,13300000.0,,,,,,,,30500000.0,30500000.0,5400000.0,,4900000.0,35800000.0,,,,,,-1100000.0,,,,,400000.0,3540300000.0,0.0,200000.0,-1100000.0,,,,,16700000.0,,,,,,6500000.0,,,,,,6000000.0,,,,,,8100000.0,,-5300000.0,-1200000.0,,-400000.0,200000.0,,,,13300000.0,,,,,,,12600000.0,,,,,,,,,0.01,,,,,,,,,,,,,,,
665280000,,,,24700000.0,,,,,,,,,106200000.0,13000000.0,,,,,600000.0,200000.0,,,,36900000.0,,200000.0,,3540300000.0,,14600000.0,,7300000.0,,,,,16200000.0,43900000.0,,24900000.0,,,10400000.0,,,,113500000.0,4100000.0,,,,,10400000.0,10400000.0,,,0.01,,,33100000.0,,100000.0,,,,,,,14100000.0,,,,,0.0,,,,-1000000.0,88600000.0,,,,-200000.0,,-2900000.0,,,,,,8500000.0,29800000.0,100000.0,,,1100000.0,,,,,,13600000.0,,,17300000.0,,,,,,,,36800000.0,36800000.0,6900000.0,,6700000.0,0.0,,,,,,-2400000.0,,,,,600000.0,3540300000.0,-100000.0,800000.0,-1100000.0,,,,,-13000000.0,,,,,,6500000.0,,,,,,7800000.0,,,,,,7300000.0,,6300000.0,-4200000.0,,-500000.0,900000.0,,,,17400000.0,,,,,,,16800000.0,,,,,,,,,0.01,,,,,,,,,,,,,,,
672969600,,,,29700000.0,,,,,,,,,121000000.0,14600000.0,,,,,700000.0,200000.0,,,,48600000.0,,,,3967840000.0,,-20900000.0,,9400000.0,,,,,17800000.0,49700000.0,,29900000.0,,,11600000.0,,,,130400000.0,15600000.0,,,,,11600000.0,11600000.0,,,0.01,,,38100000.0,,100000.0,,,,,,,16600000.0,,,,,0.0,,,,-7000000.0,100500000.0,,,,400000.0,,2500000.0,,,,,,6000000.0,33100000.0,100000.0,,,900000.0,,,,,,15300000.0,,,18700000.0,,,,,,,,48900000.0,48900000.0,7100000.0,,9100000.0,0.0,,,,,,-3200000.0,,,,,300000.0,3967840000.0,0.0,300000.0,-1100000.0,,,,,16700000.0,,,,,,18800000.0,,,,,,10200000.0,,,,,,6500000.0,,12000000.0,6500000.0,,0.0,300000.0,,,,23200000.0,,,,,,,18500000.0,,,,,,,,,0.01,,,,,,,,,,,,,,,
680918400,66200000.0,,,26300000.0,300000.0,,,,7700000.0,32700000.0,2100000.0,,141000000.0,17200000.0,26600000.0,0.01,,,1400000.0,300000.0,,0.0,,61800000.0,59900000.0,,,,3600000.0,-50600000.0,-100000.0,13100000.0,40300000.0,,,,19900000.0,56800000.0,,26600000.0,70800000.0,43200000.0,13200000.0,,,,154100000.0,7600000.0,43200000.0,57500000.0,,59500000.0,13200000.0,13200000.0,400000.0,54500000.0,,54500000.0,,59900000.0,4320000000.0,-100000.0,0.01,127500000.0,,,,141000000.0,18300000.0,43200000.0,,,61800000.0,0.0,,26300000.0,,-21400000.0,127500000.0,154100000.0,27600000.0,,-300000.0,3000000.0,-100000.0,,,,,,6100000.0,38500000.0,400000.0,,,1500000.0,,4600000.0,13100000.0,12700000.0,,18600000.0,,44000000.0,21300000.0,123700000.0,,,40300000.0,,,,40300000.0,40300000.0,8100000.0,69200000.0,12700000.0,0.0,,,,16500000.0,,-4600000.0,,,,-2400000.0,400000.0,,-100000.0,600000.0,-3800000.0,-100000.0,35800000.0,,-11300000.0,34100000.0,,-5800000.0,,,-41400000.0,12200000.0,,,,-3800000.0,400000.0,16500000.0,,,,,,7700000.0,,-8500000.0,2500000.0,,-4900000.0,700000.0,,,,18600000.0,,,,,,18600000.0,21300000.0,4500000.0,,,,6100000.0,-200000.0,,1900000.0,,,,,,,-84500000.0,4320000000.0,183200000.0,,,,,,,
688867200,,,,38700000.0,,,,,,,,,170300000.0,18300000.0,,,,,900000.0,400000.0,,,,77300000.0,,-100000.0,,4185204000.0,,-52900000.0,,17100000.0,,,,,23400000.0,63600000.0,,39100000.0,,,15500000.0,,,,187400000.0,26000000.0,,,,,15500000.0,15500000.0,,,0.01,,,89900000.0,,0.0,,,,,,,21000000.0,,,,,0.0,,,,-33400000.0,148300000.0,,,,-200000.0,,-200000.0,,,,,,6300000.0,42600000.0,400000.0,,,1500000.0,,,,,,19200000.0,,,25000000.0,,,,,,,,40000000.0,40000000.0,9500000.0,,16400000.0,40300000.0,,,,,1900000.0,-4600000.0,,,,,700000.0,4185204000.0,100000.0,2500000.0,-3800000.0,,,,,24300000.0,,,,,,30600000.0,,,,,,20200000.0,,,,,,9000000.0,,-300000.0,14300000.0,,,500000.0,,,,27800000.0,,,,,,,24300000.0,,,,,,,,,0.01,,,,,,,,,,,,,,,
696816000,,,,44900000.0,,,,,,,,,198300000.0,21000000.0,,,,,1700000.0,300000.0,,,,95700000.0,,,,4185204000.0,,-56700000.0,,20200000.0,,,,,28500000.0,74000000.0,,45200000.0,,,18400000.0,,,,218500000.0,22900000.0,,,,,18400000.0,18400000.0,,,0.01,,,116100000.0,,-100000.0,,,,,,,22800000.0,,,,,0.0,,,,-29100000.0,173300000.0,,,,100000.0,,400000.0,,,,,,5900000.0,51200000.0,400000.0,,,1300000.0,,,,,,22700000.0,,,29700000.0,,,,,,,,40300000.0,40300000.0,11300000.0,,19600000.0,0.0,,,,,1700000.0,-4800000.0,,,,,600000.0,4185204000.0,0.0,1700000.0,-3800000.0,,,,,32300000.0,,,,,,27700000.0,,,,,,23400000.0,,,,,,10700000.0,,200000.0,9000000.0,,,1900000.0,,,,32500000.0,,,,,,,30200000.0,,,,,,,,,0.01,,,,,,,,,,,,,,,
704592000,,,,58200000.0,,,,,,,,,208200000.0,26200000.0,,,,,2200000.0,400000.0,,,,118900000.0,,,,3390000000.0,,-87200000.0,,57400000.0,,,,,35900000.0,91400000.0,,58600000.0,,,23200000.0,,,,265600000.0,24700000.0,,,,,23200000.0,23200000.0,,,0.01,,,14000000.0,,0.0,,,,,,,27100000.0,,,,,0.0,,,,-49000000.0,207000000.0,,,,-100000.0,,-1400000.0,,,,,,7300000.0,64300000.0,400000.0,,,1600000.0,,,,,,28400000.0,,,37400000.0,,,,,,,,24700000.0,24700000.0,14200000.0,,23700000.0,0.0,,,,,600000.0,-6100000.0,,,,,33700000.0,3390000000.0,-100000.0,2500000.0,-3800000.0,,,,,44400000.0,,,,,,30800000.0,,,,,,27500000.0,,,,,,13500000.0,,-15600000.0,6000000.0,,-700000.0,3700000.0,,,,44100000.0,,,,,,,38100000.0,,,,,,,,,0.01,,,,,,,,,,,,,,,
