date,trailingOtherIncomeExpense,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,annualNetPPE,trailingGrossProfit,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualEbitda,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyBeginningCashPosition,annualGrossPPE,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualBeginningCashPosition,trailingOtherNonCashItems,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,annualCapitalExpenditure,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingInterestExpense,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingPurchaseOfBusiness,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOperatingExpense,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyEbitda,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInterestExpense,annualBasicAverageShares,annualGoodwill,annualRepaymentOfDebt,annualPurchaseOfInvestment,quarterlyDilutedEPS,annualTotalRevenue,trailingChangeInWorkingCapital,annualCapitalStock,annualChangeInAccountPayable,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualBasicEPS,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,trailingTotalRevenue,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingCostOfRevenue,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingEndCashPosition,trailingTaxProvision,trailingPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,quarterlyTotalAssets,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualInvestmentsAndAdvances,annualOperatingExpense,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyBasicEPS,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,annualOtherNonCashItems,annualStockholdersEquity,annualDilutedAverageShares,annualLongTermDebt,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetIncomeCommonStockholders,annualDilutedEPS,quarterlyChangeInAccountPayable,quarterlyLongTermDebt,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,annualNonCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,annualSellingGeneralAndAdministration,trailingBasicEPS,annualIncomeTaxPayable,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
2003-03-31,,,1109000000.0,,,,,1109000000.0,,,,,9473000000.0,,,,,36930000000.0,582000000.0,195000000.0,857000000.0,,1879000000.0,,,-777000000.0,298999701.0,340000000.0,,-635000000.0,,,-12885000000.0,3730000000.0,8335000000.0,,,603000000.0,,,,,1411000000.0,,,,49815000000.0,252000000.0,,,226000000.0,,,6559000000.0,,545000000.0,-38000000.0,,,,,1879000000.0,-421000000.0,,,,,,904000000.0,,,,,1377000000.0,,,,,,,,0.750001,,,,,,,298999701.0,,,,-1095000000.0,,13051000000.0,,,12888000000.0,,,,,,,,,,,,,,6387000000.0,,6324000000.0,-70000000.0,,,893000000.0,,,,46166000000.0,,,63245000000.0,,222000000.0,,,,50357000000.0,,776000000.0,,0.750001,,,,225000000.0,387000000.0,,3411000000.0,,,,,,,,4613000000.0,,,4113000000.0,,,97000000.0,15439000000.0,,7422000000.0,,,,,20480000000.0,,,-382000000.0,1109000000.0,946000000.0,81000000.0,4986000000.0,,,2211000000.0,1318000000.0,,166000000.0,,,,,,,,,,,,,,,,,,,,
2003-06-30,,,1482000000.0,,,,,1482000000.0,,,,,9546000000.0,,,,,37734000000.0,619000000.0,195000000.0,1109000000.0,,1673000000.0,,,-284000000.0,300666366.0,341000000.0,,-795000000.0,,,-13219000000.0,,8870000000.0,,,-610000000.0,,,,,477000000.0,,,,50953000000.0,373000000.0,,,,,,5259000000.0,,-320000000.0,62000000.0,,,,,1673000000.0,5000000.0,,,,,,-754000000.0,,,,,1184000000.0,,,,,,,,1.380001,,,,,,,300666366.0,,,,571000000.0,,11901000000.0,,,12535000000.0,,,,,,,,,,,,,,6314000000.0,,5268000000.0,,,,696000000.0,,,,46429000000.0,,,64178000000.0,,417000000.0,,,,51643000000.0,,-318000000.0,,1.380001,,33191000000.0,,424000000.0,424000000.0,,3763000000.0,,,,,,,,4969000000.0,,,3021000000.0,,,1131000000.0,15865000000.0,,6111000000.0,,,,,21095000000.0,,,180000000.0,1482000000.0,1179000000.0,324000000.0,5328000000.0,,,2247000000.0,1551000000.0,,-238000000.0,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,1751000000.0,,,,,1751000000.0,,,,,9582000000.0,,,,,37497000000.0,-29000000.0,-78000000.0,1482000000.0,,1477000000.0,,,-113000000.0,301666365.0,391000000.0,,-616000000.0,,,-13424000000.0,,8138000000.0,,,-81000000.0,,,,,810000000.0,,,,50921000000.0,269000000.0,,,,,,2331000000.0,,-42000000.0,92000000.0,,,,,1477000000.0,148000000.0,,,,,,64000000.0,,,,,870000000.0,,,,,,,,0.15,,,,,,,301666365.0,,,,-262000000.0,,7989000000.0,,,9271000000.0,,,,,,,,,,,,,,6336000000.0,,5539000000.0,,,,349000000.0,,,,42266000000.0,,,60048000000.0,,46000000.0,,,,50777000000.0,,194000000.0,,0.15,,34109000000.0,,49000000.0,49000000.0,,3139000000.0,,,,,,,,4181000000.0,,,3319000000.0,,,-1352000000.0,16066000000.0,,3102000000.0,,,,,22487000000.0,,,-428000000.0,1751000000.0,1279000000.0,3000000.0,5226000000.0,,,2220000000.0,1871000000.0,,-110000000.0,,,,,,,,,,,,,,,,,,,,
2003-12-31,,357000000.0,1160000000.0,48315000000.0,34986000000.0,,3874000000.0,1160000000.0,1160000000.0,8874000000.0,,,9653000000.0,-2657000000.0,,,1362000000.0,34986000000.0,-2884000000.0,-1019000000.0,1751000000.0,47157000000.0,1330000000.0,,,-1483000000.0,,308000000.0,,-425000000.0,-30000000.0,,-12171000000.0,,9092000000.0,,32757000000.0,-215000000.0,874000000.0,,,,1176000000.0,-2471000000.0,,-12171000000.0,47157000000.0,-608000000.0,-931000000.0,0.0,,-534000000.0,,2331000000.0,,32000000.0,-650000000.0,,,,4285000000.0,1330000000.0,169000000.0,,,,,,63000000.0,,-303000000.0,286000000.0,1156000000.0,-2079000000.0,,1330000000.0,1380000000.0,300999699.0,,,-290000000.0,,22529000000.0,,9653000000.0,,2331000000.0,,,-4.440004,,169000000.0,-265000000.0,,7698000000.0,,,7888000000.0,,,,,1160000000.0,,40620000000.0,-707000000.0,,215000000.0,2684000000.0,,-625000000.0,4060000000.0,1830000000.0,5417000000.0,,1160000000.0,-1005000000.0,-2573000000.0,,,,40620000000.0,1330000000.0,-1323000000.0,56203000000.0,-1712000000.0,-2023000000.0,1403000000.0,,9499000000.0,48315000000.0,-1051000000.0,751000000.0,13655000000.0,,9092000000.0,32757000000.0,,-2021000000.0,-1865000000.0,-38000000.0,2684000000.0,56203000000.0,7888000000.0,-55000000.0,13882000000.0,300999699.0,20622000000.0,,4037000000.0,7698000000.0,,3221000000.0,,4060000000.0,1954000000.0,13882000000.0,4037000000.0,2888000000.0,,-1338000000.0,-4.440004,,20622000000.0,,277000000.0,-301000000.0,1160000000.0,1156000000.0,-41000000.0,4285000000.0,,2888000000.0,2196000000.0,4769000000.0,,152000000.0,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,1500000000.0,,,,,1500000000.0,,,,,9732000000.0,,,,,34078000000.0,98000000.0,33000000.0,1160000000.0,,1764000000.0,,,-476000000.0,303999696.0,356000000.0,,-620000000.0,,,-12641000000.0,3932000000.0,9275000000.0,,,364000000.0,,,,,1275000000.0,,,,46719000000.0,340000000.0,,,,,,2000000000.0,,374000000.0,15000000.0,,,,,1764000000.0,259000000.0,,,,,,59000000.0,,,,,1247000000.0,,,,,,,,1.020001,,,,,,,304999695.0,,-31000000.0,,-683000000.0,,7633000000.0,,,7740000000.0,,,,,,,,,,,,,,4121000000.0,,5845000000.0,,,,771000000.0,,,,39516000000.0,,,55351000000.0,,620000000.0,,,,47611000000.0,,655000000.0,,1.020001,,,,622000000.0,65000000.0,,2673000000.0,,,,,,,,3869000000.0,,,3596000000.0,,,163000000.0,14112000000.0,,2689000000.0,,,,,20034000000.0,,,-457000000.0,1500000000.0,878000000.0,-279000000.0,4442000000.0,,,2249000000.0,1478000000.0,,272000000.0,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,2696000000.0,,,,,2696000000.0,,,,,10626000000.0,,,,,32730000000.0,538000000.0,133000000.0,1500000000.0,,1972000000.0,,,29000000.0,308666358.0,337000000.0,,-698000000.0,,,-12800000000.0,,9347000000.0,,,276000000.0,,,,,1067000000.0,,,,45530000000.0,1196000000.0,,,,,,2112000000.0,,163000000.0,61000000.0,,,,,1972000000.0,10000000.0,,,,,,888000000.0,,,,,1243000000.0,,,,,,,,1.380001,,,,,,,309333024.0,,,,-546000000.0,,7808000000.0,,,8578000000.0,,,,,,,,,,,,,,4053000000.0,,5360000000.0,,,,776000000.0,,,,38464000000.0,,,54827000000.0,,429000000.0,,,,46249000000.0,,369000000.0,,1.380001,,30497000000.0,,432000000.0,405000000.0,,2063000000.0,,,,,,,,3724000000.0,,,3201000000.0,,,756000000.0,14689000000.0,,2982000000.0,,,,,19181000000.0,,,58000000.0,2696000000.0,837000000.0,140000000.0,4474000000.0,,,2159000000.0,1383000000.0,,-168000000.0,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,2858000000.0,,,,,2858000000.0,,,,,10627000000.0,,,,,32856000000.0,530000000.0,129000000.0,2696000000.0,,3552000000.0,,,-1096000000.0,312666354.0,342000000.0,,-427000000.0,,,-13052000000.0,,8930000000.0,,,-773000000.0,,,,,1081000000.0,,,,45908000000.0,162000000.0,,0.0,,,,1742000000.0,,-476000000.0,585000000.0,,,,,3552000000.0,360000000.0,,,,,,1000000.0,,,,,1436000000.0,,,,,,,,1.230001,,,,,,,313333020.0,,,,431000000.0,,8730000000.0,,,8648000000.0,,,,,,,,,,,,,,4435000000.0,,5507000000.0,,,,855000000.0,,,,37730000000.0,,,54739000000.0,,387000000.0,,,,46091000000.0,,654000000.0,,1.230001,,28844000000.0,,389000000.0,401000000.0,,2176000000.0,,,,,,,,3436000000.0,,,3146000000.0,,,-1038000000.0,15422000000.0,,2720000000.0,,,,,17101000000.0,,,179000000.0,2858000000.0,894000000.0,78000000.0,4940000000.0,,,2361000000.0,1506000000.0,,-49000000.0,,,,,,,,,,,,,,,,,,,,
2004-12-31,,269000000.0,533000000.0,47499000000.0,33506000000.0,,4178000000.0,533000000.0,533000000.0,9070000000.0,,,11386000000.0,-3278000000.0,,,5084000000.0,33506000000.0,604000000.0,244000000.0,2858000000.0,46806000000.0,1900000000.0,,,-1735000000.0,,314000000.0,,-310000000.0,-48000000.0,,-13300000000.0,,9548000000.0,,29717000000.0,-48000000.0,397000000.0,,,,755000000.0,-2055000000.0,,-13300000000.0,46806000000.0,-1562000000.0,-764000000.0,-100000000.0,64403000000.0,867000000.0,,2414000000.0,,183000000.0,206000000.0,,,,5382000000.0,1900000000.0,650000000.0,,,,,,756000000.0,,-181000000.0,136000000.0,942000000.0,1214000000.0,,1900000000.0,1349000000.0,310333023.0,,,-64594000000.0,,22503000000.0,,11386000000.0,,2414000000.0,,,4.770005,,650000000.0,-267000000.0,,7538000000.0,,,7971000000.0,,,,,533000000.0,,37409000000.0,540000000.0,,244000000.0,3259000000.0,,3047000000.0,4539000000.0,251000000.0,6037000000.0,,533000000.0,1232000000.0,701000000.0,,,,37409000000.0,1900000000.0,1490000000.0,55470000000.0,1772000000.0,356000000.0,2123000000.0,,6023000000.0,47499000000.0,-1065000000.0,445000000.0,13433000000.0,,9548000000.0,29717000000.0,,358000000.0,360000000.0,-176000000.0,3259000000.0,55470000000.0,7971000000.0,-74000000.0,16575000000.0,320562450.0,16932000000.0,,3224000000.0,7538000000.0,,3567000000.0,,4539000000.0,370000000.0,16575000000.0,3224000000.0,3237000000.0,,1481000000.0,4.620005,,16932000000.0,65634000000.0,1704000000.0,-544000000.0,533000000.0,942000000.0,270000000.0,5382000000.0,,3237000000.0,2470000000.0,1769000000.0,,-103000000.0,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,1001000000.0,,,,,1001000000.0,,,,,10570000000.0,,,,,33391000000.0,1314000000.0,447000000.0,533000000.0,,1656000000.0,,,-1320000000.0,317999682.0,293000000.0,,-431000000.0,,,-13257000000.0,4141000000.0,9810000000.0,,,-3000000.0,,,,,801000000.0,,,,46648000000.0,468000000.0,,-834000000.0,12674000000.0,,,2304000000.0,,157000000.0,195000000.0,,,,,1656000000.0,899000000.0,,,,,,14000000.0,,,,,2432000000.0,,,,,,,,2.640003,,,,,,,329999670.0,,-52000000.0,,-266000000.0,,7121000000.0,,,8277000000.0,,,,,,,,,,,,,,5149000000.0,,5749000000.0,-11143000000.0,,,1882000000.0,,,,37393000000.0,,,55908000000.0,,866000000.0,,,,47631000000.0,,370000000.0,,2.730003,,,,868000000.0,867000000.0,,3327000000.0,,,,,,,,3161000000.0,,,3455000000.0,,,-162000000.0,16618000000.0,,3202000000.0,,,,,16934000000.0,,,989000000.0,1001000000.0,747000000.0,141000000.0,5642000000.0,,,2294000000.0,412000000.0,,195000000.0,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,1009000000.0,,,,,1009000000.0,,,,,10509000000.0,,,,,33390000000.0,462000000.0,151000000.0,1001000000.0,,2009000000.0,,,-595000000.0,308999691.0,297000000.0,,-619000000.0,,,-13504000000.0,,10256000000.0,,,-41000000.0,,,,,1193000000.0,,,,46894000000.0,8000000.0,,-75000000.0,9654000000.0,,,2224000000.0,,212000000.0,49000000.0,,,,,2009000000.0,944000000.0,,,,,,14000000.0,,,,,1272000000.0,,,,,,,,0.960001,,,,,,,321333012.0,,,,-256000000.0,,7799000000.0,,,7962000000.0,,,,,,,,,,,,,,4962000000.0,,5654000000.0,-9806000000.0,,,741000000.0,,,,37655000000.0,,,55995000000.0,,307000000.0,,,,48033000000.0,,574000000.0,,0.990001,,29707000000.0,,309000000.0,311000000.0,,3091000000.0,,,,,,,,3566000000.0,,,3328000000.0,,,229000000.0,16415000000.0,,2905000000.0,,,,,16359000000.0,,,-593000000.0,1009000000.0,957000000.0,95000000.0,5810000000.0,,,2326000000.0,1585000000.0,,-206000000.0,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,377000000.0,,,,,377000000.0,,,,,10494000000.0,,,,,28600000000.0,1411000000.0,487000000.0,1009000000.0,,1050000000.0,,,-422000000.0,308666358.0,228000000.0,,-599000000.0,,,-11422000000.0,,12575000000.0,,,1000000.0,,,,,530000000.0,,,,40022000000.0,-632000000.0,,-24000000.0,9839000000.0,,,1307000000.0,,786000000.0,-496000000.0,,,,,1050000000.0,540000000.0,,,,,,8000000.0,,,,,1296000000.0,,,,,,,,0.12,,,,,,,321333012.0,,,,-290000000.0,,7552000000.0,,,8109000000.0,,,,,,,,,,,,,,5014000000.0,,3028000000.0,-9540000000.0,,,890000000.0,,,,36635000000.0,,,53333000000.0,,38000000.0,,,,45224000000.0,,-69000000.0,,0.12,,28937000000.0,,41000000.0,924000000.0,,4722000000.0,,,,,,,,5195000000.0,,,804000000.0,,,-331000000.0,16048000000.0,,2131000000.0,,,,,15062000000.0,,,-739000000.0,377000000.0,879000000.0,759000000.0,5106000000.0,,,2224000000.0,1334000000.0,,-138000000.0,,,,,,,,,,,,,,,,,,,,
2005-12-31,,2525000000.0,511000000.0,46766000000.0,29200000000.0,,2804000000.0,511000000.0,511000000.0,8883000000.0,,,10388000000.0,-2717000000.0,,,4775000000.0,29200000000.0,609000000.0,188000000.0,377000000.0,40574000000.0,1483000000.0,,,-380000000.0,,249000000.0,,-660000000.0,-80000000.0,,-11374000000.0,,13522000000.0,,28973000000.0,95000000.0,533000000.0,,,,280000000.0,-2309000000.0,,-11374000000.0,40574000000.0,134000000.0,-109000000.0,-134000000.0,11478000000.0,282000000.0,,2431000000.0,,-1210000000.0,534000000.0,,,,5397000000.0,1483000000.0,716000000.0,,,,,,5000000.0,,52000000.0,-22000000.0,863000000.0,990000000.0,,1483000000.0,1062000000.0,311333022.0,,,-41437000000.0,,16746000000.0,,10388000000.0,,2431000000.0,,,5.820006,663000000.0,716000000.0,-293000000.0,,8418000000.0,,,7957000000.0,,,,,511000000.0,,37535000000.0,1283000000.0,,-55000000.0,4003000000.0,,2891000000.0,5335000000.0,-86000000.0,3116000000.0,-10948000000.0,511000000.0,2533000000.0,569000000.0,,,,37535000000.0,1483000000.0,1824000000.0,54723000000.0,3816000000.0,601000000.0,495000000.0,,5992000000.0,46766000000.0,-1105000000.0,-380000000.0,7863000000.0,,13522000000.0,28973000000.0,,606000000.0,421000000.0,-1067000000.0,4003000000.0,54723000000.0,7957000000.0,666000000.0,16439000000.0,323333010.0,14547000000.0,,4504000000.0,8418000000.0,,955000000.0,,5335000000.0,178000000.0,16439000000.0,4504000000.0,2580000000.0,,1812000000.0,5.640006,,14547000000.0,43645000000.0,41000000.0,234000000.0,511000000.0,863000000.0,319000000.0,5397000000.0,,2580000000.0,2161000000.0,1592000000.0,,69000000.0,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,785000000.0,,,,,785000000.0,,,,,10340000000.0,,,,,29459000000.0,744000000.0,258000000.0,511000000.0,,1571000000.0,,,-319000000.0,309333024.0,250000000.0,,-629000000.0,,,-11955000000.0,3782000000.0,12702000000.0,,,-9000000.0,,,,,720000000.0,,,,41414000000.0,274000000.0,,-69000000.0,8284000000.0,,,1315000000.0,,174000000.0,-40000000.0,,,,,1571000000.0,807000000.0,,,,,,14000000.0,,,,,1201000000.0,,,,,,,,1.110001,,,,,,,320999679.0,,,,-289000000.0,,6102000000.0,,,5210000000.0,,,,,,,,,,,,,,5405000000.0,,3201000000.0,-7705000000.0,,,763000000.0,,,,34138000000.0,,,51417000000.0,,358000000.0,,,,46207000000.0,,91000000.0,,1.170001,,,,358000000.0,486000000.0,,1555000000.0,,,,,,,,3216000000.0,,,1137000000.0,,,-43000000.0,16552000000.0,,2071000000.0,,,,,14601000000.0,,,-127000000.0,785000000.0,799000000.0,246000000.0,5330000000.0,,,2064000000.0,1301000000.0,,174000000.0,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,752000000.0,,,,,752000000.0,,,,,1000000.0,,,,,40895000000.0,610000000.0,175000000.0,785000000.0,,2643000000.0,,,-1351000000.0,412666254.0,339000000.0,,-764000000.0,,,-16445000000.0,,13237000000.0,,,-24000000.0,,,,,724000000.0,,,,57340000000.0,-33000000.0,,-443000000.0,7018000000.0,,,1470000000.0,,44000000.0,341000000.0,,,,,2643000000.0,1047000000.0,,,,,,27000000.0,,,,,1214000000.0,,,,,,,,0.840001,,,,,,,419666247.0,,,,-392000000.0,,8070000000.0,,,6815000000.0,,,,,,,,,,,,,,4907000000.0,,3973000000.0,-5837000000.0,,,610000000.0,,,,43953000000.0,,,70368000000.0,,355000000.0,,,,63553000000.0,,-40000000.0,,0.870001,,35657000000.0,,355000000.0,435000000.0,,2609000000.0,,,,,,,,3957000000.0,,,1402000000.0,,,-136000000.0,25670000000.0,,2253000000.0,,,,,18574000000.0,,,594000000.0,752000000.0,1201000000.0,354000000.0,7302000000.0,,,2571000000.0,1961000000.0,,-30000000.0,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,820000000.0,,,,,820000000.0,,,,,1000000.0,,,,,40803000000.0,1139000000.0,422000000.0,752000000.0,,2569000000.0,,,996000000.0,417999582.0,337000000.0,,-892000000.0,,,-16735000000.0,,11779000000.0,,,95000000.0,,,,,1274000000.0,,,,57538000000.0,68000000.0,,12000000.0,6117000000.0,,,1225000000.0,,568000000.0,-97000000.0,,,,,2569000000.0,1050000000.0,,,,,,26000000.0,,,,,1536000000.0,,,,,,,,1.800002,,,,,,,420999579.0,,-158000000.0,,-402000000.0,,7277000000.0,,,8182000000.0,,,,,,,,,,,,,,5670000000.0,,4174000000.0,-9480000000.0,,,926000000.0,,,,42975000000.0,,,70282000000.0,,763000000.0,,,,62100000000.0,,382000000.0,,1.830002,,35520000000.0,,763000000.0,717000000.0,,4150000000.0,,,,,,,,3483000000.0,,,1347000000.0,,,2020000000.0,26496000000.0,,1969000000.0,,,,,18678000000.0,,,-2202000000.0,820000000.0,1243000000.0,570000000.0,7138000000.0,,,2827000000.0,1901000000.0,,-48000000.0,,,,,,,,,,,,,,,,,,,,
