date,trailingOtherIncomeExpense,annualOtherIncomeExpense,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,annualNetPPE,trailingGrossProfit,annualOperatingCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,annualCashCashEquivalentsAndMarketableSecurities,annualGrossProfit,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,annualEbitda,quarterlyNetPPE,quarterlyPretaxIncome,quarterlyTaxProvision,quarterlyBeginningCashPosition,annualGrossPPE,quarterlyCurrentDebt,quarterlyChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyAccumulatedDepreciation,quarterlyOtherIntangibleAssets,quarterlyOtherNonCurrentAssets,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyNetOtherFinancingCharges,annualBeginningCashPosition,trailingOtherNonCashItems,trailingInvestingCashFlow,trailingDeferredIncomeTax,quarterlyOperatingCashFlow,annualCapitalExpenditure,trailingCapitalExpenditure,annualAccumulatedDepreciation,quarterlyGrossPPE,quarterlyChangeInCashSupplementalAsReported,annualInvestingCashFlow,quarterlyRepurchaseOfCapitalStock,quarterlySaleOfInvestment,annualDeferredIncomeTax,trailingInterestExpense,quarterlyAccountsPayable,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingPurchaseOfBusiness,trailingNetIncome,annualNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,trailingPurchaseOfInvestment,trailingOperatingExpense,trailingChangeInInventory,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyEbitda,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualInterestExpense,annualBasicAverageShares,annualGoodwill,annualRepaymentOfDebt,annualPurchaseOfInvestment,quarterlyDilutedEPS,annualTotalRevenue,trailingChangeInWorkingCapital,annualCapitalStock,annualChangeInAccountPayable,annualAccountsPayable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedAverageShares,annualBasicEPS,quarterlyOtherNonCashItems,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCashDividendsPaid,trailingOperatingIncome,quarterlyCurrentLiabilities,trailingChangeInAccountPayable,annualOtherShortTermInvestments,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCommonStockIssuance,trailingFreeCashFlow,quarterlyDepreciationAndAmortization,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,trailingTotalRevenue,annualChangeInWorkingCapital,annualOtherCurrentAssets,trailingCostOfRevenue,annualOperatingIncome,quarterlyRetainedEarnings,annualNetOtherInvestingChanges,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualCashAndCashEquivalents,annualNetIncomeContinuousOperations,quarterlyOperatingIncome,trailingEndCashPosition,trailingTaxProvision,trailingPretaxIncome,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,quarterlyTotalAssets,annualPretaxIncome,quarterlyNetIncomeCommonStockholders,annualFreeCashFlow,annualInvestmentsAndAdvances,annualOperatingExpense,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyFreeCashFlow,annualCostOfRevenue,quarterlyBasicEPS,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingSaleOfInvestment,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,annualRepurchaseOfCapitalStock,quarterlyOtherCurrentAssets,annualTotalAssets,annualCurrentAssets,annualOtherNonCashItems,annualStockholdersEquity,annualDilutedAverageShares,annualLongTermDebt,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyCostOfRevenue,trailingNetOtherInvestingChanges,annualRetainedEarnings,quarterlyNetOtherInvestingChanges,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetIncomeCommonStockholders,annualDilutedEPS,quarterlyChangeInAccountPayable,quarterlyLongTermDebt,annualSaleOfInvestment,annualCommonStockIssuance,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyInventory,quarterlyOtherIncomeExpense,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyInvestmentsAndAdvances,quarterlyChangeInInventory,annualNonCurrentDeferredRevenue,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,annualSellingGeneralAndAdministration,trailingBasicEPS,annualIncomeTaxPayable,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
2015-03-31,,,2821000000.0,,,,,2821000000.0,,,,,1000000.0,,-1046000000.0,-29000000.0,,70301000000.0,1140000000.0,364000000.0,2036000000.0,,6590000000.0,-41000000.0,,801000000.0,708000000.0,403000000.0,,-1411000000.0,,,-35400000000.0,,5992000000.0,,,-15000000.0,,,,,1440000000.0,,,,105701000000.0,785000000.0,,,1069000000.0,,,1920000000.0,,-536000000.0,368000000.0,,,,,2395000000.0,-672000000.0,,,,,,15000000.0,,,,,2320000000.0,,,,,,,,1.220339,,,,,,,708000000.0,,-174000000.0,,-564000000.0,,11903000000.0,,,12322000000.0,,,,883000000.0,,69152000000.0,,,,,,,,2309000000.0,,6065000000.0,-1049000000.0,,,1442000000.0,,,,81055000000.0,,,122142000000.0,,864000000.0,,,,109820000000.0,,29000000.0,,1.220339,,1667000000.0,,864000000.0,776000000.0,,2968000000.0,,,,,,,,490000000.0,,,3582000000.0,,,-37000000.0,41051000000.0,,2766000000.0,16329000000.0,,,-201000000.0,37173000000.0,,,-1456000000.0,2821000000.0,3413000000.0,101000000.0,14338000000.0,,,2483000000.0,1041000000.0,5919000000.0,57000000.0,,,,,,,,,,,,,,,,,,,,
2015-06-30,,,960000000.0,,,,,960000000.0,,,,,1000000.0,,-864000000.0,0.0,,71759000000.0,938000000.0,334000000.0,2821000000.0,,4536000000.0,146000000.0,,-4462000000.0,692000000.0,403000000.0,,-1651000000.0,,,-35826000000.0,,3422000000.0,,,-10000000.0,,,,,1439000000.0,,,,107585000000.0,-1861000000.0,,,1131000000.0,,,1920000000.0,,-151000000.0,331000000.0,,,,,2221000000.0,-648000000.0,,,,,,1000000.0,,,,,2131000000.0,,,,,,,,0.78,,,,,,,692000000.0,,-165000000.0,,-551000000.0,,9646000000.0,,,9598000000.0,,,,901000000.0,,69312000000.0,,,,,,,,2294000000.0,,5589000000.0,-1236000000.0,,,1233000000.0,,,,78958000000.0,,,118575000000.0,,543000000.0,,,,108977000000.0,,-212000000.0,,0.78,,1588000000.0,,543000000.0,604000000.0,,2473000000.0,,,,,,,,419000000.0,,,3287000000.0,,,87000000.0,39580000000.0,,2696000000.0,16328000000.0,,,-87000000.0,36795000000.0,,,1162000000.0,960000000.0,3469000000.0,108000000.0,14084000000.0,,,2302000000.0,1069000000.0,5904000000.0,-55000000.0,,,,,,,,,,,,,,,,,,,,
2015-09-30,,,1370000000.0,,,,,1370000000.0,,,,,1000000.0,,-285000000.0,-1288000000.0,,73776000000.0,1360000000.0,420000000.0,960000000.0,,4955000000.0,-38000000.0,,890000000.0,688000000.0,402000000.0,,-1580000000.0,,,-37479000000.0,,3393000000.0,,,20000000.0,,,,,2517000000.0,,,,111255000000.0,410000000.0,,0.0,837000000.0,,,2078000000.0,,323000000.0,405000000.0,,,,,2372000000.0,-778000000.0,,,,,,0.0,,,,,2536000000.0,,,,,,,,1.35,,,,,,,688000000.0,,1582000000.0,,-570000000.0,,10516000000.0,,,10195000000.0,,,,896000000.0,,70649000000.0,,,,,,,,2656000000.0,,6483000000.0,-941000000.0,,,1795000000.0,,,,81165000000.0,,,121033000000.0,,932000000.0,,,,110838000000.0,,2517000000.0,,1.35,,1595000000.0,,932000000.0,940000000.0,,2529000000.0,,,,,,,,483000000.0,,,3621000000.0,,,-109000000.0,39832000000.0,,2759000000.0,16312000000.0,,,106000000.0,37667000000.0,,,-2997000000.0,1370000000.0,3537000000.0,-33000000.0,14415000000.0,,,2862000000.0,1067000000.0,6067000000.0,-15000000.0,,,,,,,,,,,,,,,,,,,,
2015-12-31,,298000000.0,857000000.0,112834000000.0,75709000000.0,,6676000000.0,857000000.0,857000000.0,9731000000.0,,,1000000.0,-2578000000.0,-1765000000.0,-17000000.0,8894000000.0,75709000000.0,699000000.0,208000000.0,1370000000.0,113374000000.0,5707000000.0,292000000.0,,193000000.0,,405000000.0,,-2124000000.0,-237000000.0,,-37665000000.0,,3085000000.0,-1334000000.0,1706000000.0,-7000000.0,2036000000.0,,,,1280000000.0,-6766000000.0,,-37665000000.0,113374000000.0,-513000000.0,-5277000000.0,0.0,1003000000.0,1244000000.0,,2400000000.0,,57000000.0,140000000.0,,,,13177000000.0,2515000000.0,-806000000.0,,359000000.0,,,,1000000.0,,-12000000.0,-1179000000.0,3810000000.0,2037000000.0,,2515000000.0,1613000000.0,694000000.0,16343000000.0,-3960000000.0,-4300000000.0,,23459000000.0,,1000000.0,-6000000.0,2400000000.0,69985000000.0,,4.05,-338000000.0,-806000000.0,-569000000.0,,11400000000.0,,,8322000000.0,,,,933000000.0,857000000.0,69985000000.0,81385000000.0,1326000000.0,,-307000000.0,1204000000.0,,5452000000.0,2564000000.0,115000000.0,5322000000.0,-1074000000.0,857000000.0,2811000000.0,982000000.0,,,,81385000000.0,5707000000.0,2816000000.0,121156000000.0,4137000000.0,477000000.0,6676000000.0,6324000000.0,4279000000.0,112834000000.0,-2254000000.0,-844000000.0,13728000000.0,,3085000000.0,1706000000.0,,477000000.0,491000000.0,-1500000000.0,1204000000.0,121156000000.0,8322000000.0,3845000000.0,39727000000.0,694000000.0,37495000000.0,3613000000.0,430000000.0,11400000000.0,,3238000000.0,,2564000000.0,174000000.0,39727000000.0,430000000.0,2451000000.0,16343000000.0,2816000000.0,4.05,176000000.0,36608000000.0,4040000000.0,17000000.0,-1986000000.0,857000000.0,3810000000.0,84000000.0,13177000000.0,,2451000000.0,2084000000.0,1102000000.0,6324000000.0,-224000000.0,,,,,,,,,,,,,,,,,,,,
2016-03-31,,,778000000.0,,,,,778000000.0,,,,,1000000.0,,-547000000.0,0.0,,76432000000.0,909000000.0,213000000.0,857000000.0,,5561000000.0,121000000.0,,15000000.0,689000000.0,511000000.0,,-1645000000.0,,,-38154000000.0,,3075000000.0,,,-15000000.0,,,,,1664000000.0,,,,114586000000.0,-79000000.0,,,1362000000.0,,,2086000000.0,,17000000.0,181000000.0,,,,,2369000000.0,-766000000.0,,,,,,7000000.0,,,,,2234000000.0,,,,,,,,1.01,,,,,,,689000000.0,,965000000.0,,-570000000.0,,10891000000.0,,,7943000000.0,,,,931000000.0,,70877000000.0,,,,,,,,2688000000.0,,5622000000.0,-1406000000.0,,,1327000000.0,,,,81768000000.0,,,121709000000.0,,694000000.0,,,,113766000000.0,,1664000000.0,,1.01,,1703000000.0,,694000000.0,696000000.0,,1121000000.0,,,,,,,,481000000.0,,,3184000000.0,,,-69000000.0,39892000000.0,,2323000000.0,16349000000.0,,,-210000000.0,38232000000.0,,,-1758000000.0,778000000.0,3721000000.0,93000000.0,13318000000.0,,,2438000000.0,1111000000.0,6427000000.0,89000000.0,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,676000000.0,,,,,676000000.0,,,,,1000000.0,,-2089000000.0,0.0,,77329000000.0,752000000.0,239000000.0,778000000.0,,4654000000.0,-178000000.0,,206000000.0,689000000.0,500000000.0,,-1748000000.0,,,-38412000000.0,,3002000000.0,,,-9000000.0,,,,,1542000000.0,,,,115741000000.0,-102000000.0,,,1697000000.0,,,2221000000.0,,10000000.0,104000000.0,,,,,2116000000.0,-717000000.0,,,,,,0.0,,,,,2189000000.0,,,,,,,,0.74,,,,,,,690000000.0,,-196000000.0,,-570000000.0,,9906000000.0,,,8097000000.0,,,,937000000.0,,72800000000.0,,,,,,,,2627000000.0,,5484000000.0,-1763000000.0,,,1335000000.0,,,,82706000000.0,,,122654000000.0,,509000000.0,,,,114557000000.0,,-206000000.0,,0.74,,1730000000.0,,509000000.0,513000000.0,,1276000000.0,,,,,,,,448000000.0,,,3043000000.0,,,-38000000.0,39895000000.0,,2518000000.0,16357000000.0,,,57000000.0,39931000000.0,,,-1850000000.0,676000000.0,3627000000.0,-83000000.0,13530000000.0,,,2441000000.0,1106000000.0,6579000000.0,89000000.0,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,6179000000.0,,,,,6179000000.0,,,,,1000000.0,,-423000000.0,-10000000.0,,78216000000.0,1579000000.0,520000000.0,676000000.0,,6212000000.0,-238000000.0,,5064000000.0,689000000.0,482000000.0,,-1849000000.0,,,-38812000000.0,,2970000000.0,,,21000000.0,,,,,2386000000.0,,,,117028000000.0,5503000000.0,,,1048000000.0,,,2138000000.0,,31000000.0,363000000.0,,,,,2047000000.0,-721000000.0,,,,,,0.0,,,,,3040000000.0,,,,,,,,1.7,,,,,,,691000000.0,,-233000000.0,,-591000000.0,,12076000000.0,,,13534000000.0,,,,979000000.0,,77064000000.0,,,,,,,,3212000000.0,,6821000000.0,-1077000000.0,,,2026000000.0,,,,89140000000.0,,,129686000000.0,,1176000000.0,,,,116152000000.0,,537000000.0,,1.7,,1851000000.0,,1176000000.0,1059000000.0,,1282000000.0,,,,,,,,504000000.0,,,3655000000.0,,,-63000000.0,40489000000.0,,2722000000.0,16354000000.0,,,-54000000.0,43964000000.0,,,-1947000000.0,6179000000.0,3351000000.0,35000000.0,13687000000.0,,,3166000000.0,1140000000.0,6716000000.0,277000000.0,,,,,,,,,,,,,,,,,,,,
2016-12-31,,318000000.0,392000000.0,124722000000.0,82520000000.0,,6798000000.0,392000000.0,392000000.0,9768000000.0,,,1000000.0,4270000000.0,-2392000000.0,-4768000000.0,8944000000.0,82520000000.0,494000000.0,184000000.0,6179000000.0,121926000000.0,4806000000.0,-96000000.0,,-1015000000.0,,423000000.0,,-2659000000.0,272000000.0,,-39406000000.0,,2769000000.0,-4778000000.0,1753000000.0,6000000.0,383000000.0,,,,1206000000.0,-7901000000.0,,-39406000000.0,121926000000.0,-5313000000.0,-11533000000.0,,1129000000.0,900000000.0,,2994000000.0,,-65000000.0,252000000.0,,,,14648000000.0,2453000000.0,-93000000.0,,-391000000.0,,,,724000000.0,,3000000.0,9000000.0,3522000000.0,1950000000.0,,2864000000.0,1916000000.0,691000000.0,19425000000.0,-5451000000.0,-5460000000.0,,22743000000.0,,1000000.0,266000000.0,2994000000.0,80169000000.0,,3.11,-287000000.0,-93000000.0,-601000000.0,,11551000000.0,,,8039000000.0,,,,1033000000.0,392000000.0,80169000000.0,91720000000.0,1156000000.0,,-7000000.0,458000000.0,,5332000000.0,2384000000.0,-48000000.0,4816000000.0,-1214000000.0,392000000.0,2578000000.0,644000000.0,,,,91720000000.0,4806000000.0,2152000000.0,132761000000.0,3734000000.0,-227000000.0,-1103000000.0,7130000000.0,4436000000.0,124722000000.0,-2332000000.0,-1453000000.0,12975000000.0,,2769000000.0,1753000000.0,,-227000000.0,310000000.0,0.0,1481000000.0,132761000000.0,8039000000.0,-870000000.0,41033000000.0,691000000.0,45576000000.0,3880000000.0,503000000.0,11551000000.0,,3093000000.0,,2384000000.0,122000000.0,41033000000.0,503000000.0,2644000000.0,19425000000.0,2152000000.0,3.11,473000000.0,44769000000.0,5236000000.0,731000000.0,-5978000000.0,392000000.0,3522000000.0,252000000.0,14648000000.0,,2644000000.0,1723000000.0,1079000000.0,7130000000.0,-183000000.0,,,,,,,,,,,,,,,,,,,,
2017-03-31,,,878000000.0,,,,,878000000.0,,,,,1000000.0,,-415000000.0,-175000000.0,,83516000000.0,1061000000.0,344000000.0,392000000.0,,5535000000.0,343000000.0,,1596000000.0,700000000.0,491000000.0,,-2160000000.0,,,-40293000000.0,,2754000000.0,,,-27000000.0,,,,,1289000000.0,,,,123809000000.0,486000000.0,,,1405000000.0,,,2203000000.0,,-531000000.0,342000000.0,,,,,1910000000.0,-85000000.0,,,,,,0.0,,,,,2543000000.0,,,,,,,,1.02,,,,,,,700000000.0,,-196000000.0,,-600000000.0,,10941000000.0,,,8005000000.0,,,,991000000.0,,81981000000.0,,,,,,,,2521000000.0,,5729000000.0,-1386000000.0,,,1426000000.0,,,,92922000000.0,,,134108000000.0,,716000000.0,,,,126103000000.0,,-871000000.0,,1.02,,1707000000.0,,716000000.0,717000000.0,,1456000000.0,,,,,,,,526000000.0,,,3140000000.0,,,-83000000.0,41179000000.0,,2305000000.0,19425000000.0,,,-463000000.0,47021000000.0,,,-2399000000.0,878000000.0,3366000000.0,126000000.0,14980000000.0,,,2589000000.0,1163000000.0,7570000000.0,155000000.0,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,298000000.0,,,,,298000000.0,,,,,1000000.0,,-626000000.0,-112000000.0,,84404000000.0,1018000000.0,327000000.0,878000000.0,,6960000000.0,-50000000.0,,-122000000.0,700000000.0,486000000.0,,-1771000000.0,,,-40522000000.0,,2826000000.0,,,-5000000.0,,,,,1467000000.0,,,,124926000000.0,-580000000.0,,,1034000000.0,,,2177000000.0,,-281000000.0,327000000.0,,,,,1994000000.0,-82000000.0,,,,,,0.0,,,,,2466000000.0,,,,,,,,0.98,,,,,,,700000000.0,,-201000000.0,,-600000000.0,,12466000000.0,,,7673000000.0,,,,962000000.0,,81244000000.0,,,,,,,,2607000000.0,,5555000000.0,-1026000000.0,,,1389000000.0,,,,93710000000.0,,,135004000000.0,,686000000.0,,,,127331000000.0,,-304000000.0,,0.98,,1651000000.0,,686000000.0,691000000.0,,1628000000.0,,,,,,,,506000000.0,,,3024000000.0,,,-50000000.0,41284000000.0,,2378000000.0,19425000000.0,,,-42000000.0,46043000000.0,,,-1925000000.0,298000000.0,3369000000.0,115000000.0,15229000000.0,,,2531000000.0,1142000000.0,7868000000.0,-2000000.0,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,282000000.0,,,,,282000000.0,,,,,1000000.0,,-1878000000.0,-83000000.0,,84862000000.0,1321000000.0,364000000.0,298000000.0,,4384000000.0,-213000000.0,,-235000000.0,700000000.0,498000000.0,,-1910000000.0,,,-41161000000.0,,2792000000.0,,,40000000.0,,,,,2255000000.0,,,,126023000000.0,-16000000.0,,,760000000.0,,,2645000000.0,,-47000000.0,347000000.0,,,,,2007000000.0,-80000000.0,,,,,,0.0,,,,,2856000000.0,,,,,,,,1.36,,,,,,,700000000.0,,-206000000.0,,-625000000.0,,10820000000.0,,,7706000000.0,,,,1037000000.0,,83863000000.0,,,,,,,,2936000000.0,,6482000000.0,-758000000.0,,,1896000000.0,,,,94683000000.0,,,136325000000.0,,954000000.0,,,,128619000000.0,,345000000.0,,1.36,,1624000000.0,,954000000.0,957000000.0,,1542000000.0,,,,,,,,538000000.0,,,3373000000.0,,,-45000000.0,41631000000.0,,2617000000.0,19418000000.0,,,-49000000.0,48929000000.0,,,-2036000000.0,282000000.0,3265000000.0,-77000000.0,15592000000.0,,,3109000000.0,1213000000.0,8180000000.0,95000000.0,,,,,,,,,,,,,,,,,,,,
2017-12-31,,217000000.0,358000000.0,129461000000.0,86391000000.0,,6634000000.0,358000000.0,358000000.0,10795000000.0,,,1000000.0,1782000000.0,-78000000.0,-57000000.0,9779000000.0,86391000000.0,866000000.0,161000000.0,282000000.0,127928000000.0,5407000000.0,-163000000.0,,543000000.0,,511000000.0,,-2211000000.0,268000000.0,,-41537000000.0,,2960000000.0,-427000000.0,1581000000.0,-7000000.0,392000000.0,,,,1623000000.0,-8052000000.0,,-41537000000.0,127928000000.0,76000000.0,-8450000000.0,,899000000.0,1433000000.0,,3043000000.0,,-361000000.0,417000000.0,,,,7160000000.0,2267000000.0,-67000000.0,,-83000000.0,,,,,,1000000.0,-34000000.0,3250000000.0,2433000000.0,,2267000000.0,1986000000.0,700000000.0,19396000000.0,-2997000000.0,-4071000000.0,,23565000000.0,,1000000.0,-204000000.0,3043000000.0,83695000000.0,,4.36,-224000000.0,-67000000.0,-625000000.0,,12482000000.0,,,8453000000.0,,,,1056000000.0,358000000.0,83695000000.0,96177000000.0,1196000000.0,,-1220000000.0,2071000000.0,,6035000000.0,3013000000.0,-279000000.0,5799000000.0,-901000000.0,358000000.0,3070000000.0,1324000000.0,,,,96177000000.0,5407000000.0,3059000000.0,137914000000.0,4266000000.0,703000000.0,-1418000000.0,8272000000.0,4760000000.0,129461000000.0,-2450000000.0,-588000000.0,12770000000.0,,2960000000.0,1581000000.0,,703000000.0,705000000.0,,2071000000.0,137914000000.0,8453000000.0,-827000000.0,41739000000.0,700000000.0,49035000000.0,4046000000.0,525000000.0,12482000000.0,,3233000000.0,,3013000000.0,-101000000.0,41739000000.0,525000000.0,2774000000.0,19396000000.0,3059000000.0,4.36,350000000.0,48579000000.0,4098000000.0,,-2090000000.0,358000000.0,3250000000.0,40000000.0,7160000000.0,,2774000000.0,2566000000.0,1242000000.0,8272000000.0,20000000.0,,,,,,,,,,,,,,,,,,,,
2018-03-31,,,421000000.0,,,,,421000000.0,,,,,1000000.0,,-537000000.0,-74000000.0,,87373000000.0,803000000.0,181000000.0,505000000.0,,6920000000.0,64000000.0,,947000000.0,701000000.0,515000000.0,,-2087000000.0,,,-42307000000.0,,3062000000.0,,,-19000000.0,,,,,1391000000.0,,,,129680000000.0,74000000.0,,,930000000.0,,,2391000000.0,,-473000000.0,199000000.0,,,,,2047000000.0,-69000000.0,,,,,,21000000.0,,,,,2407000000.0,,,,,,,,0.88,,,,,,,701000000.0,,-386000000.0,,-599000000.0,,12998000000.0,,,8279000000.0,,,,1089000000.0,,83745000000.0,,,,,,,,3021000000.0,,6135000000.0,-958000000.0,,,1399000000.0,,,,96743000000.0,,,138541000000.0,,620000000.0,,,,130262000000.0,,-696000000.0,,0.88,,1538000000.0,,620000000.0,622000000.0,,1966000000.0,,,,,,,,542000000.0,,,3453000000.0,,,-75000000.0,41792000000.0,,2743000000.0,19396000000.0,,,-327000000.0,49030000000.0,,,-2264000000.0,579000000.0,3149000000.0,-81000000.0,7392000000.0,,,2682000000.0,1283000000.0,8213000000.0,101000000.0,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,304000000.0,,,,,304000000.0,,,,,1000000.0,,-1813000000.0,-66000000.0,,88495000000.0,607000000.0,100000000.0,579000000.0,,6181000000.0,-91000000.0,,318000000.0,703000000.0,518000000.0,,-2288000000.0,,,-42499000000.0,,3087000000.0,,,-5000000.0,,,,,1911000000.0,,,,130994000000.0,-152000000.0,,,936000000.0,,,2686000000.0,,60000000.0,90000000.0,,,,,2184000000.0,-70000000.0,,,,,,,,,,,2286000000.0,,,,,,,,0.71,,,,,,,704000000.0,,-174000000.0,,-600000000.0,,12791000000.0,,,8476000000.0,,,,1161000000.0,,84953000000.0,,,,,,,,2894000000.0,,5643000000.0,-950000000.0,,,1148000000.0,,,,97744000000.0,,,140259000000.0,,500000000.0,,,,131783000000.0,,-377000000.0,,0.71,,1457000000.0,,500000000.0,507000000.0,,2178000000.0,,,,,,,,530000000.0,,,3207000000.0,,,-13000000.0,42507000000.0,,2817000000.0,19396000000.0,,,185000000.0,49863000000.0,,,-2381000000.0,427000000.0,3177000000.0,-23000000.0,7511000000.0,,,2436000000.0,1288000000.0,8300000000.0,-31000000.0,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,303000000.0,,,,,303000000.0,,,,,1000000.0,,-135000000.0,-158000000.0,,89865000000.0,1230000000.0,168000000.0,427000000.0,,6346000000.0,-261000000.0,,282000000.0,713000000.0,517000000.0,,-2377000000.0,,,-43200000000.0,,3112000000.0,,,66000000.0,,,,,2365000000.0,,,,133065000000.0,22000000.0,,,852000000.0,,,3234000000.0,,-681000000.0,810000000.0,,,,,2209000000.0,-66000000.0,,,,,,14000000.0,,,,,2944000000.0,,,,,,,,1.51,,,,,,,714000000.0,,-213000000.0,,-636000000.0,,13922000000.0,,,9520000000.0,,,,1197000000.0,,86230000000.0,,,,,,,,3313000000.0,,6628000000.0,-855000000.0,,,1693000000.0,,,,100152000000.0,,,143165000000.0,,1082000000.0,,,,133645000000.0,,-12000000.0,,1.51,,1477000000.0,,1082000000.0,1062000000.0,,2998000000.0,,,,,,,,557000000.0,,,3573000000.0,,,-87000000.0,42995000000.0,,3079000000.0,19303000000.0,,,531000000.0,50507000000.0,,,-2625000000.0,449000000.0,3140000000.0,54000000.0,8304000000.0,,,3055000000.0,1362000000.0,8749000000.0,34000000.0,,,,,,,,,,,,,,,,,,,,
2018-12-31,,-9000000.0,442000000.0,135678000000.0,91694000000.0,,7186000000.0,442000000.0,442000000.0,10530000000.0,,,1000000.0,2960000000.0,-703000000.0,-118000000.0,9241000000.0,91694000000.0,433000000.0,-1000000.0,449000000.0,134820000000.0,6816000000.0,-57000000.0,,1413000000.0,,544000000.0,,-2637000000.0,156000000.0,,-43126000000.0,,2935000000.0,-416000000.0,1650000000.0,-13000000.0,505000000.0,,,,1519000000.0,-9389000000.0,,-43126000000.0,134820000000.0,142000000.0,-10060000000.0,,1029000000.0,1079000000.0,,3487000000.0,,-69000000.0,-20000000.0,,,,8374000000.0,2683000000.0,-92000000.0,,-345000000.0,,,,1004000000.0,,29000000.0,86000000.0,3084000000.0,2226000000.0,,2683000000.0,2094000000.0,708000000.0,19303000000.0,-3188000000.0,-3762000000.0,,24521000000.0,,1000000.0,479000000.0,3487000000.0,86517000000.0,,3.76,-190000000.0,-92000000.0,-636000000.0,,15041000000.0,,,9714000000.0,,,,1249000000.0,591000000.0,86517000000.0,101558000000.0,448000000.0,,-1163000000.0,3054000000.0,,5176000000.0,3113000000.0,-418000000.0,6115000000.0,-999000000.0,442000000.0,2625000000.0,936000000.0,,,,101558000000.0,6816000000.0,2666000000.0,145392000000.0,3073000000.0,464000000.0,7186000000.0,8129000000.0,5354000000.0,135678000000.0,-2471000000.0,-1118000000.0,13991000000.0,,2935000000.0,1650000000.0,,464000000.0,434000000.0,,3054000000.0,145392000000.0,9714000000.0,4542000000.0,43817000000.0,708000000.0,51123000000.0,4696000000.0,559000000.0,15041000000.0,,3758000000.0,,3113000000.0,-243000000.0,43817000000.0,559000000.0,3134000000.0,19303000000.0,2666000000.0,3.76,90000000.0,50788000000.0,3747000000.0,1838000000.0,-2790000000.0,591000000.0,3084000000.0,21000000.0,8374000000.0,,3134000000.0,2357000000.0,1421000000.0,8129000000.0,52000000.0,,,,,,,,,,,,,,,,,,,,
