,quarterlyNetIncome,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingSaleOfInvestment,quarterlyOperatingCashFlow,annualPurchaseOfInvestment,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherNonCurrentAssets,trailingInvestingCashFlow,trailingPurchaseOfInvestment,annualLongTermDebt,annualOtherNonCashItems,quarterlyDilutedEPS,quarterlyOtherCurrentLiabilities,trailingPretaxIncome,quarterlyResearchAndDevelopment,annualNonCurrentDeferredTaxesLiabilities,annualNonCurrentDeferredRevenue,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualStockholdersEquity,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyGoodwill,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyCurrentAccruedExpenses,annualDepreciationAndAmortization,quarterlyCommonStockIssuance,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualInventory,annualRetainedEarnings,quarterlyLongTermDebt,annualDilutedAverageShares,quarterlyNonCurrentDeferredTaxesLiabilities,trailingChangeInWorkingCapital,annualCapitalStock,quarterlyInvestmentsAndAdvances,trailingOperatingCashFlow,annualAccountsReceivable,annualSaleOfInvestment,annualGoodwill,annualCommonStockIssuance,annualStockBasedCompensation,annualOtherIncomeExpense,quarterlyCashDividendsPaid,annualNetPPE,trailingGrossProfit,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,annualOperatingIncome,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyDepreciationAndAmortization,annualTotalRevenue,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCashAndCashEquivalents,annualOperatingCashFlow,annualChangeInAccountPayable,quarterlyCashCashEquivalentsAndMarketableSecurities,annualAccountsPayable,annualEbitda,trailingTotalRevenue,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualBasicAverageShares,annualCashFlowFromContinuingFinancingActivities,annualEndCashPosition,quarterlyChangesInAccountReceivables,quarterlyPurchaseOfInvestment,trailingChangeInCashSupplementalAsReported,trailingEndCashPosition,annualCashAndCashEquivalents,annualNetOtherInvestingChanges,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCurrentDebt,annualGrossPPE,quarterlyNetOtherFinancingCharges,annualPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualIncomeTaxPayable,trailingOperatingIncome,annualInvestmentsAndAdvances,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,quarterlyNetIncomeCommonStockholders,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyGrossPPE,annualOtherNonCurrentAssets,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingSellingGeneralAndAdministration,quarterlyRepurchaseOfCapitalStock,annualOperatingExpense,quarterlyIncomeTaxPayable,trailingOperatingExpense,quarterlySaleOfInvestment,trailingCapitalExpenditure,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualCapitalExpenditure,trailingDeferredIncomeTax,annualChangesInAccountReceivables,trailingInterestExpense,quarterlyOperatingIncome,annualRepurchaseOfCapitalStock,annualCurrentAssets,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyOtherCurrentAssets,quarterlyNonCurrentDeferredRevenue,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualCurrentAccruedExpenses,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyBasicEPS,quarterlyStockBasedCompensation,annualRepaymentOfDebt,quarterlyBasicAverageShares,quarterlyChangeInInventory,trailingResearchAndDevelopment,quarterlyGrossProfit,trailingChangesInAccountReceivables,quarterlyEndCashPosition,quarterlyChangeInAccountPayable,trailingRepurchaseOfCapitalStock,quarterlyInvestingCashFlow,annualInterestExpense,trailingFreeCashFlow,annualTotalNonCurrentAssets,annualGrossProfit,quarterlyPretaxIncome,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyOperatingExpense,annualDilutedEPS,quarterlyCurrentDeferredRevenue,quarterlyOtherNonCashItems,annualResearchAndDevelopment,annualOtherCurrentAssets,trailingChangeInAccountPayable,annualChangeInWorkingCapital,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,quarterlyTaxProvision,annualTaxProvision,quarterlyRetainedEarnings,quarterlyRepaymentOfDebt,quarterlyPurchaseOfBusiness,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingCostOfRevenue,annualChangeInInventory,quarterlyTotalRevenue,quarterlyDilutedAverageShares,annualBasicEPS,annualNetIncomeContinuousOperations,trailingDepreciationAndAmortization,trailingTaxProvision,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,annualCashDividendsPaid,annualCurrentDeferredRevenue,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCostOfRevenue,annualNetIncome,annualFreeCashFlow,annualCurrentDebt,trailingBasicAverageShares,trailingRepaymentOfDebt,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBasicEPS,trailingCommonStockIssuance,trailingDilutedAverageShares
1459382400,49986000.0,,49986000.0,,26748000.0,,23109000.0,54653000.0,13041000.0,,,,,0.24,500000.0,,73464000.0,,,,,,,253976000.0,,495871000.0,,,200662000.0,266907000.0,-1587000.0,160687000.0,92617000.0,,9140000.0,,410003000.0,,,,,18300000.0,,,246072000.0,,,,,,,,-12253000.0,,,,,,,,36662000.0,,,319358000.0,,,729361000.0,,,,25462000.0,264705000.0,,,,-42552000.0,-221778000.0,,,,,,1079000.0,,,-11697000.0,,,553073000.0,6414000.0,,,,,1306252000.0,49986000.0,2548974000.0,223274000.0,266907000.0,,,5035000.0,,-28001000.0,,23368000.0,,312828000.0,,,,,,,,57700000.0,,,,84104000.0,3513000.0,25468000.0,-5496000.0,,-67166000.0,,94933000.0,,,,,,0.0,,1995901000.0,0.24,7925000.0,,204271000.0,-702000.0,,230332000.0,,319358000.0,-7626000.0,,70716000.0,,,,,57192000.0,344522000.0,1242722000.0,172632000.0,,72095000.0,1657000.0,,,,,79174000.0,,7206000.0,,476393000.0,,,208551000.0,,,430994000.0,205732000.0,,,,,,-42811000.0,-20334000.0,,,,,,,,,,,,,,,,
1467244800,-223546000.0,,-223546000.0,,180682000.0,,23864000.0,61737000.0,13074000.0,,,,,-1.1,1050000.0,,76109000.0,,,,,,,349547000.0,,237210000.0,,,248922000.0,264555000.0,-340893000.0,129278000.0,47150000.0,,8756000.0,,442154000.0,,,,,16110000.0,,,282545000.0,,,,,,,,-12172000.0,,,,,,,,32686000.0,,,381095000.0,,,823249000.0,,,,25355000.0,319358000.0,,,,-95678000.0,-215533000.0,,,,,,984000.0,,,0.0,,,662279000.0,154423000.0,,,,,994972000.0,-223546000.0,2407858000.0,122069000.0,264555000.0,,,2293000.0,,-28782000.0,,23972000.0,,149994000.0,,,,,,,,109092000.0,,,,103090000.0,7681000.0,26927000.0,-15962000.0,,34089000.0,,-197147000.0,,,,,,5051000.0,,1745579000.0,-1.1,7532000.0,,203018000.0,30924000.0,,282870000.0,,381095000.0,34565000.0,,-86747000.0,,,,,-230817000.0,455349000.0,1412886000.0,173778000.0,,190920000.0,-3654000.0,,,,,81425000.0,,-7271000.0,,212068000.0,,0.0,206930000.0,,,531792000.0,203018000.0,,,,,,-32198000.0,-26259000.0,,,,,,,,,,,,,,,,
1475193600,63794000.0,,63794000.0,,203787000.0,,31837000.0,-83158000.0,12777000.0,,,,,0.31,1050000.0,,71400000.0,,,,,,,163213000.0,,238589000.0,,,183116000.0,261821000.0,-12177000.0,115066000.0,56580000.0,,2189000.0,,598501000.0,,,,,16837000.0,,,357751000.0,,,,,,,,-12123000.0,,,,,,,,25364000.0,,,297937000.0,,,896438000.0,,,,25205000.0,381095000.0,,,,186371000.0,-438526000.0,,,,,,3180000.0,,,3399000.0,,,583543000.0,184128000.0,,,,,1080499000.0,63794000.0,2365687000.0,114146000.0,261821000.0,,,3385000.0,,-28309000.0,,20925000.0,,206084000.0,,,,,,,,68678000.0,,,,61890000.0,6393000.0,26336000.0,-21110000.0,,120652000.0,,88225000.0,,,,,,0.0,,1782144000.0,0.32,7555000.0,,202211000.0,18378000.0,,227359000.0,,297937000.0,-32749000.0,,-252101000.0,,,,,59681000.0,369084000.0,1285188000.0,158681000.0,,138916000.0,7236000.0,,,,,78794000.0,,-4113000.0,,235597000.0,,0.0,214459000.0,,,410475000.0,203929000.0,,,,,,-34844000.0,-19659000.0,,,,,,,,,,,,,,,,
1483142400,66345000.0,-640462000.0,66345000.0,,36443000.0,-1656267000.0,37282000.0,9947000.0,12165000.0,,,352669000.0,10085000.0,0.33,1050000.0,,70052000.0,12144000.0,23463000.0,,2762493000.0,,1828659000.0,192444000.0,372696000.0,223343000.0,,,160983000.0,253821000.0,-5570000.0,135958000.0,47051000.0,120009000.0,388000.0,,871024000.0,135958000.0,230292000.0,352669000.0,202578000.0,12144000.0,,24897000.0,433843000.0,,192444000.0,1096026000.0,223343000.0,20473000.0,30750000.0,-360227000.0,-12071000.0,253821000.0,,-20214000.0,871024000.0,300212000.0,1178908000.0,100401000.0,25297000.0,1753250000.0,561138000.0,307884000.0,445179000.0,-5391000.0,1178908000.0,95362000.0,69904000.0,,24897000.0,297937000.0,202578000.0,237842000.0,307884000.0,-27955000.0,-780430000.0,,,307884000.0,5051000.0,,288000.0,,253821000.0,2799000.0,-55060000.0,37282000.0,933834000.0,17423000.0,30480000.0,,433843000.0,,1138690000.0,66345000.0,2762493000.0,100401000.0,253821000.0,12165000.0,-62936000.0,-20214000.0,,-61239000.0,659355000.0,30480000.0,,427120000.0,,-595147000.0,315682000.0,-85272000.0,,17705000.0,,64742000.0,-146331000.0,1623803000.0,,95362000.0,8039000.0,23463000.0,-20368000.0,,-44962000.0,47051000.0,84469000.0,43179000.0,-5499000.0,1050000.0,,-43421000.0,0.0,,1828659000.0,0.33,7738000.0,0.0,200810000.0,-14338000.0,,219006000.0,,307884000.0,42550000.0,,-372330000.0,4955000.0,,1138690000.0,959567000.0,58884000.0,372696000.0,1623803000.0,154264000.0,-0.21,88809000.0,4848000.0,291025000.0,8039000.0,,40136000.0,76289000.0,933834000.0,-7461000.0,-11639000.0,230292000.0,,0.0,561138000.0,,34263000.0,379989000.0,202947000.0,-0.21,-43421000.0,,,-595147000.0,347695000.0,-19020000.0,-48619000.0,88809000.0,,0.0,264705000.0,793683000.0,-43421000.0,359907000.0,,,,,,,,
1490918400,85221000.0,,85221000.0,,-61121000.0,,16205000.0,16862000.0,12175000.0,,,,,0.42,21711000.0,,76182000.0,,,,,,,314962000.0,,230065000.0,,,191980000.0,253548000.0,-2511000.0,203278000.0,67651000.0,,15084000.0,,895578000.0,,,355937000.0,,11255000.0,,,262061000.0,,,,,,,,-14021000.0,,,,,,,,27213000.0,,,324746000.0,,,1220324000.0,,,,24950000.0,307884000.0,,,,-123792000.0,-153317000.0,,,,,,1366000.0,,,-13339000.0,,,922427000.0,-83187000.0,,,,,988127000.0,85221000.0,2842280000.0,94843000.0,253548000.0,,,-10901000.0,,-37730000.0,,24466000.0,,301777000.0,,,,,,,,95893000.0,,,,121417000.0,8602000.0,25983000.0,-3477000.0,,-182385000.0,,120595000.0,,,,,,0.0,,1919853000.0,0.43,8945000.0,,200005000.0,-62152000.0,,264933000.0,,324746000.0,-7553000.0,,126394000.0,,,,,92016000.0,393057000.0,1854153000.0,169040000.0,,78794000.0,636000.0,,,,,84906000.0,,6795000.0,,300302000.0,,,529370000.0,,,456913000.0,201936000.0,,,,,,-50006000.0,-22066000.0,,,,,,,,,,,,,,,,
1498780800,174976000.0,,174976000.0,,230313000.0,,16983000.0,273603000.0,12429000.0,,,,,0.87,22432000.0,,81728000.0,,,,,,,405946000.0,,242215000.0,,,305682000.0,258017000.0,-2288000.0,153645000.0,66176000.0,,131000.0,,809338000.0,,,359245000.0,,10714000.0,,,212501000.0,,,,,,,,-13904000.0,,,,,,,,27673000.0,,,598349000.0,,,1407687000.0,,,,24750000.0,324746000.0,,,,-90397000.0,-181502000.0,,,,,,3029000.0,,,-149000.0,,,981577000.0,206412000.0,,,,,950200000.0,174976000.0,3030225000.0,90603000.0,258017000.0,,,5915000.0,,-56598000.0,,43812000.0,,319084000.0,,,,,,,,212194000.0,,,,103454000.0,6787000.0,32679000.0,-86000.0,,16668000.0,,237579000.0,,,,,,0.0,,2048648000.0,0.88,8367000.0,,198774000.0,54003000.0,,391219000.0,,598349000.0,22002000.0,,113681000.0,,,,,206877000.0,439207000.0,2080025000.0,179025000.0,,81087000.0,2650000.0,,,,,89131000.0,,31901000.0,,404978000.0,,,542370000.0,,,696901000.0,201529000.0,,,,,,-70520000.0,-23901000.0,,,,,,,,,,,,,,,,
1506729600,103420000.0,,103420000.0,,309830000.0,,17311000.0,-179672000.0,12028000.0,,,,,0.52,21818000.0,,77190000.0,,,,,,,268068000.0,,249277000.0,,,208592000.0,259080000.0,4407000.0,125183000.0,62611000.0,,9247000.0,,1217830000.0,,,362595000.0,,10543000.0,,,211943000.0,,,,,,,,-13805000.0,,,,,,,,26670000.0,,,418677000.0,,,1636507000.0,,,,24589000.0,598349000.0,,,,137807000.0,-701704000.0,,,,,,1294000.0,,,-146000.0,,,979430000.0,282550000.0,,,,,949239000.0,103420000.0,3089327000.0,85729000.0,259080000.0,,,16001000.0,,-57493000.0,,42377000.0,,295563000.0,,,,,,,,124324000.0,,,,79429000.0,5021000.0,31686000.0,2884000.0,,171248000.0,,155401000.0,,,,,,5064000.0,,2109897000.0,0.52,8308000.0,,197485000.0,31919000.0,,294786000.0,,418677000.0,-27778000.0,,-428357000.0,,,,,127437000.0,431375000.0,2140088000.0,170462000.0,,111506000.0,-4559000.0,,,,,86244000.0,,24017000.0,,438201000.0,,,548055000.0,,,503378000.0,200775000.0,,,,,,-62197000.0,-27280000.0,,,,,,,,,,,,,,,,
1514678400,-105923000.0,-262801000.0,-105923000.0,,147472000.0,-1391917000.0,20605000.0,11166000.0,12275000.0,,,365987000.0,3777000.0,-0.54,24497000.0,,70564000.0,6720000.0,30127000.0,,3109545000.0,,1953646000.0,272783000.0,454336000.0,252011000.0,,,206480000.0,268447000.0,-8970000.0,107525000.0,59083000.0,108075000.0,31000.0,,1347979000.0,107525000.0,272013000.0,365987000.0,201641000.0,6720000.0,,24444000.0,125926000.0,,272783000.0,1229427000.0,252011000.0,24493000.0,34097000.0,-9362000.0,-13717000.0,268447000.0,,18776000.0,1347979000.0,539390000.0,1777822000.0,79088000.0,26519000.0,2136606000.0,701563000.0,429843000.0,626495000.0,47648000.0,1777822000.0,86393000.0,638103000.0,,24444000.0,418677000.0,198069000.0,-245189000.0,429843000.0,-4961000.0,-355394000.0,,,429843000.0,5064000.0,,73000.0,,268447000.0,-297000.0,524412000.0,20605000.0,1155899000.0,115344000.0,59055000.0,,125926000.0,,839264000.0,-105923000.0,3109545000.0,79088000.0,268447000.0,12275000.0,37105000.0,18776000.0,,-48482000.0,684482000.0,59055000.0,,313003000.0,,-646045000.0,348287000.0,-105375000.0,,-80584000.0,,106981000.0,-200304000.0,2270281000.0,,86393000.0,0.0,30127000.0,37784000.0,,176903000.0,59083000.0,124676000.0,121959000.0,-13931000.0,24497000.0,,257692000.0,0.0,,1953646000.0,-0.54,8477000.0,,196010000.0,21190000.0,,272935000.0,,429843000.0,42350000.0,,-74519000.0,5616000.0,,839264000.0,1223872000.0,98084000.0,454336000.0,2270281000.0,165954000.0,1.28,83614000.0,5808000.0,305665000.0,0.0,,183195000.0,88006000.0,1155899000.0,204007000.0,266720000.0,272013000.0,,,701563000.0,,44960000.0,479415000.0,196010000.0,1.3,257692000.0,,,-646045000.0,-62465000.0,-32128000.0,-55447000.0,83614000.0,,0.0,307884000.0,912734000.0,257692000.0,521120000.0,,,,,,,,
1522454400,86974000.0,,86974000.0,,-81930000.0,,16683000.0,208030000.0,12479000.0,,,,,0.43,15581000.0,,74408000.0,,,,,,,413978000.0,,275700000.0,,,217635000.0,281284000.0,313000.0,131857000.0,58387000.0,,10654000.0,,860526000.0,,,369421000.0,,6185000.0,,,89259000.0,,,,,,,,-17588000.0,,,,,,,,25540000.0,,,637873000.0,,,1498399000.0,,,,24226000.0,429843000.0,,,,-140747000.0,-490324000.0,,,,,,1714000.0,,,-33200000.0,,,1083815000.0,-116727000.0,,,,,838768000.0,86974000.0,2995193000.0,84413000.0,281284000.0,,,25881000.0,,-134276000.0,,34828000.0,,1013369000.0,,,,,,,,97221000.0,,,,103950000.0,,21726000.0,8696000.0,,-212631000.0,,123074000.0,,,,,,,,1911378000.0,0.45,9544000.0,,195255000.0,-21017000.0,,269832000.0,,637873000.0,-46706000.0,,462892000.0,,,,,95820000.0,384930000.0,2156425000.0,172611000.0,,85892000.0,-3575000.0,,,,,90505000.0,,8846000.0,,216120000.0,,-25356000.0,698885000.0,,,487467000.0,203484000.0,,,,,,-174410000.0,-34797000.0,,,,,,,,,,,,,,,,
1530316800,101037000.0,,101037000.0,,130175000.0,,25003000.0,-157489000.0,12192000.0,,,,,0.52,35911000.0,,75342000.0,,,,,,,454122000.0,,388625000.0,,,219595000.0,285302000.0,-2389000.0,135550000.0,83681000.0,,27000.0,,712309000.0,,,372897000.0,,22281000.0,,,111417000.0,,,,,,,,-17094000.0,,,,,,,,27793000.0,,,480384000.0,,,1192693000.0,,,,23495000.0,637873000.0,,,,-40332000.0,-156747000.0,,,,,,388000.0,,,-122000.0,,,1191780000.0,102309000.0,,,,,1037535000.0,101037000.0,2931720000.0,148173000.0,285302000.0,,,-3504000.0,,-226519000.0,,32226000.0,,285546000.0,,,,,,,,122789000.0,,,,102737000.0,,25375000.0,8616000.0,,-14209000.0,,148193000.0,,,,,,,,1739940000.0,0.53,8081000.0,,190730000.0,-266000.0,,307334000.0,,480384000.0,38551000.0,,-44343000.0,,,,,120012000.0,452310000.0,1894185000.0,184545000.0,,82491000.0,-3725000.0,,,,,99410000.0,,18975000.0,,74270000.0,,-145276000.0,739470000.0,,,526929000.0,194909000.0,,,,,,-243708000.0,-27866000.0,,,,,,,,,,,,,,,,
1538265600,119981000.0,,119981000.0,,240584000.0,,25410000.0,333635000.0,11421000.0,,,,,0.63,35532000.0,,77049000.0,,,,,,,352476000.0,,392998000.0,,,233155000.0,278071000.0,-1710000.0,154705000.0,95888000.0,,10278000.0,,418410000.0,,,376417000.0,,21748000.0,,,91982000.0,,,,,,,,-16638000.0,,,,,,,,29506000.0,,,814019000.0,,,1232429000.0,,,,22911000.0,480384000.0,,,,101596000.0,-162450000.0,,,,,,2749000.0,,,-90000.0,,,1214727000.0,214978000.0,,,,,1003092000.0,119981000.0,2882487000.0,139963000.0,278071000.0,,,3524000.0,,-201468000.0,,24603000.0,,478349000.0,,,,,,,,145303000.0,,,,107890000.0,,29387000.0,7130000.0,,74071000.0,,173099000.0,,,,,,9046000.0,,1667760000.0,0.65,7702000.0,,185744000.0,-12834000.0,,333693000.0,,814019000.0,24279000.0,,300497000.0,,,,,140844000.0,458412000.0,1879395000.0,188390000.0,,77953000.0,-1420000.0,,,,,100199000.0,,20863000.0,,-23243000.0,,1158000.0,756315000.0,,,566848000.0,190505000.0,,,,,,-207918000.0,-25606000.0,,,,,,,,,,,,,,,,
1546214400,143791000.0,923010000.0,143791000.0,,186376000.0,-918744000.0,35678000.0,112733000.0,11508000.0,,,379981000.0,2070000.0,0.79,34865000.0,,74706000.0,20662000.0,32750000.0,,2706606000.0,,1522354000.0,291267000.0,476287000.0,381850000.0,,,210022000.0,279821000.0,-11446000.0,153541000.0,78272000.0,113224000.0,,,190096000.0,153541000.0,-158191000.0,379981000.0,192605000.0,20662000.0,,21940000.0,87731000.0,,291267000.0,2116561000.0,381850000.0,,33577000.0,-15232000.0,-16002000.0,279821000.0,,-13040000.0,190096000.0,489029000.0,1116848000.0,125482000.0,30385000.0,2100802000.0,707965000.0,926752000.0,476881000.0,13693000.0,1116848000.0,100688000.0,587021000.0,,21940000.0,814019000.0,187672000.0,-903421000.0,926752000.0,59869000.0,-109223000.0,,,926752000.0,9046000.0,,1144000.0,,961462000.0,-182000.0,467801000.0,35678000.0,1184252000.0,160266000.0,36185000.0,,87731000.0,,974133000.0,143791000.0,2706606000.0,125482000.0,279821000.0,11509000.0,28340000.0,-13040000.0,,-261215000.0,731365000.0,36185000.0,,339297000.0,,-681641000.0,390669000.0,-114379000.0,,-17938000.0,,123719000.0,-823478000.0,1732482000.0,,100688000.0,,32033000.0,3898000.0,,-12437000.0,78272000.0,142658000.0,496909000.0,-33594000.0,34865000.0,,451779000.0,0.0,,1522354000.0,0.8,8250000.0,,178958000.0,4619000.0,,309536000.0,,926752000.0,-2431000.0,,203964000.0,5996000.0,,974124000.0,1220394000.0,111129000.0,477003000.0,1732473000.0,185817000.0,2.35,78427000.0,10367000.0,301505000.0,,,-163529000.0,100552000.0,1184252000.0,-32662000.0,16022000.0,-158191000.0,,0.0,707249000.0,,-29498000.0,519558000.0,181520000.0,2.41,451779000.0,,,-681641000.0,-277385000.0,-26110000.0,-67322000.0,77711000.0,,-169474000.0,429843000.0,880408000.0,451779000.0,362502000.0,,,,,,,,
1553990400,109138000.0,,109138000.0,,18016000.0,,15510000.0,-443024000.0,11279000.0,,,,,0.62,22803000.0,,76791000.0,,,,,,,333840000.0,,379513000.0,,,206464000.0,334033000.0,-5112000.0,161342000.0,67422000.0,,,,421088000.0,,,383590000.0,,19614000.0,,,91926000.0,,,,,,,,-15627000.0,,,,,,,,29593000.0,,,483728000.0,,,904816000.0,,,,21544000.0,926752000.0,,,,-41706000.0,-375184000.0,,,,,,894000.0,,,-41787000.0,,,1146415000.0,-7695000.0,,,,,1022601000.0,109138000.0,2616643000.0,119372000.0,334033000.0,,,-15706000.0,,-156468000.0,,41898000.0,,146641000.0,,,,,,,,98197000.0,,,,118816000.0,,32843000.0,1206000.0,,-133585000.0,,124466000.0,,,,,,273000.0,,1470228000.0,0.63,9474000.0,,173532000.0,-2917000.0,,287635000.0,,483728000.0,-52806000.0,,-260951000.0,,,,,93979000.0,441968000.0,1594042000.0,189438000.0,,84764000.0,2621000.0,,,,,102013000.0,,-15159000.0,,-215607000.0,,-6970000.0,704447000.0,,,494099000.0,176972000.0,,,,,,-199760000.0,-25711000.0,,,,,,,,,,,,,,,,
1561852800,97397000.0,,97397000.0,,145246000.0,,15094000.0,11379000.0,25712000.0,,,,,0.55,11753000.0,,81434000.0,,,,,,,372199000.0,,383936000.0,,,240260000.0,352210000.0,10404000.0,164461000.0,77053000.0,,,,400227000.0,,,387243000.0,,17800000.0,,,99001000.0,,,,,,,,-15392000.0,,,,,,,,29265000.0,,,495107000.0,,,895334000.0,,,,21305000.0,483728000.0,,,,-37772000.0,-123997000.0,,,,,,2817000.0,,,-128000.0,,,1192102000.0,112001000.0,,,,,1054688000.0,97397000.0,2671514000.0,109494000.0,352210000.0,,,-7591000.0,,-90754000.0,,44927000.0,,129006000.0,,,,,,,,123590000.0,,,,103449000.0,,37365000.0,-691000.0,,19164000.0,,163259000.0,,,,,,0.0,,1479412000.0,0.57,8635000.0,,171241000.0,470000.0,,323918000.0,,495107000.0,38887000.0,,-28236000.0,,,,,131177000.0,467000000.0,1616826000.0,200328000.0,,89837000.0,-11461000.0,,,,,108811000.0,,33780000.0,,-222513000.0,,,725102000.0,,,564178000.0,178590000.0,,,,,,-105441000.0,-33245000.0,,,,,,,,,,,,,,,,
1569801600,135860000.0,,135860000.0,793043000.0,199148000.0,,11783000.0,98832000.0,22724000.0,-62935000.0,-567258000.0,,,0.75,6297000.0,488015000.0,77804000.0,,,-62271000.0,,486183000.0,,357886000.0,,370717000.0,37072000.0,-9524000.0,237000000.0,365162000.0,6500000.0,178203000.0,93736000.0,,,2912000.0,342538000.0,,,390942000.0,,15390000.0,-95900000.0,,103558000.0,548798000.0,,,,,,,-15250000.0,,1266126000.0,,,,,,29499000.0,,,593939000.0,,,936477000.0,,,2159873000.0,21061000.0,495107000.0,,,,12689000.0,-121358000.0,-220080000.0,594561000.0,,,-705321000.0,3188000.0,,,-104000.0,,,1216156000.0,162056000.0,,493925000.0,,-3258000.0,1044212000.0,135860000.0,2698791000.0,96573000.0,365162000.0,,,-24221000.0,420544000.0,-121560000.0,,33508000.0,772201000.0,178099000.0,-122158000.0,,,,921000.0,,30377000.0,148421000.0,,,486183000.0,117936000.0,,42592000.0,-3492000.0,814019000.0,31514000.0,,184420000.0,,,,-42347000.0,,2639000.0,486183000.0,1482635000.0,0.8,10713000.0,,169641000.0,-11696000.0,310736000.0,345038000.0,-6920000.0,593939000.0,35231000.0,-629997000.0,22288000.0,,426640000.0,,,151733000.0,493711000.0,1654579000.0,196617000.0,,95936000.0,-7578000.0,,,18376000.0,,109166000.0,,15873000.0,,-226390000.0,,,722445000.0,893747000.0,,582038000.0,180494000.0,,,118742000.0,1832000.0,,-122723000.0,-37092000.0,,,-5480000.0,,,,,,,,,,,,,
1577750400,136783000.0,-156660000.0,136783000.0,,216328000.0,-742443000.0,30599000.0,179985000.0,22985000.0,,,394687000.0,-18491000.0,0.75,9106000.0,,86794000.0,14070000.0,45974000.0,,2796376000.0,,1491867000.0,362368000.0,539029000.0,416431000.0,,,271412000.0,377755000.0,2088000.0,196691000.0,70871000.0,120655000.0,,,137303000.0,196691000.0,,394687000.0,179459000.0,14070000.0,,,104490000.0,,362368000.0,717513000.0,416431000.0,,37897000.0,13880000.0,-15036000.0,377755000.0,,,137303000.0,539775000.0,911227000.0,125480000.0,32298000.0,2294965000.0,765480000.0,773924000.0,578750000.0,49279000.0,911227000.0,126617000.0,674308000.0,,,593939000.0,170425000.0,-574349000.0,773924000.0,-3651000.0,-114934000.0,,,773924000.0,2912000.0,,7770000.0,,377755000.0,-192000.0,540772000.0,30599000.0,1304509000.0,177734000.0,44200000.0,,104490000.0,,1137492000.0,136783000.0,2796376000.0,125480000.0,377755000.0,22985000.0,-6163000.0,,,-131218000.0,800054000.0,44200000.0,,263767000.0,,,437083000.0,-134642000.0,,-70440000.0,,169568000.0,-500000000.0,1658884000.0,,126617000.0,,45974000.0,-3186000.0,,31753000.0,70871000.0,203954000.0,-152828000.0,-42356000.0,9106000.0,,479175000.0,,,1491867000.0,0.82,9075000.0,,167286000.0,-13265000.0,,383238000.0,,773924000.0,28472000.0,,110239000.0,12881000.0,,1137492000.0,1339829000.0,163886000.0,539029000.0,1658884000.0,213670000.0,2.67,104876000.0,-2643000.0,322824000.0,,,-51710000.0,117092000.0,1304509000.0,27103000.0,61597000.0,,,,765480000.0,,-27408000.0,654650000.0,181780000.0,2.81,479175000.0,,,,-146413000.0,-38594000.0,-61305000.0,104876000.0,,,926752000.0,955136000.0,479175000.0,444108000.0,,,,,,,,
