,trailingOtherIncomeExpense,annualOperatingCashFlow,quarterlyOperatingExpense,annualGrossProfit,annualDilutedAverageShares,quarterlyPretaxIncome,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyRepaymentOfDebt,trailingRepaymentOfDebt,annualInventory,quarterlyTaxProvision,trailingCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,annualEbitda,quarterlyCashCashEquivalentsAndMarketableSecurities,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualNetPPE,quarterlyBeginningCashPosition,quarterlyCashAndCashEquivalents,quarterlyCapitalStock,annualGrossPPE,quarterlyDilutedEPS,quarterlyCurrentDebt,quarterlyCapitalExpenditure,annualDilutedEPS,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyChangesInAccountReceivables,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCurrentLiabilities,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualBeginningCashPosition,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlySaleOfInvestment,annualDeferredIncomeTax,annualInvestingCashFlow,annualCapitalExpenditure,quarterlyChangeInCashSupplementalAsReported,quarterlyRepurchaseOfCapitalStock,annualPretaxIncome,annualIncomeTaxPayable,quarterlyGrossPPE,trailingInterestExpense,quarterlyIncomeTaxPayable,annualBasicAverageShares,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,annualNonCurrentDeferredTaxesLiabilities,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,annualAccumulatedDepreciation,annualNonCurrentDeferredRevenue,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOtherCurrentLiabilities,trailingNetIncomeContinuousOperations,trailingPurchaseOfInvestment,trailingOperatingExpense,quarterlyCommonStockIssuance,trailingChangeInCashSupplementalAsReported,trailingCapitalExpenditure,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyBasicAverageShares,quarterlyStockBasedCompensation,quarterlyEbitda,annualChangeInCashSupplementalAsReported,annualStockBasedCompensation,annualGoodwill,annualCashFlowFromContinuingFinancingActivities,annualNetOtherFinancingCharges,trailingChangeInWorkingCapital,annualInterestExpense,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualCapitalStock,annualTotalRevenue,trailingGrossProfit,annualChangeInAccountPayable,annualAccountsPayable,annualOperatingIncome,trailingOperatingIncome,quarterlyOtherNonCashItems,quarterlyBasicEPS,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyCurrentAssets,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,annualCommonStockIssuance,annualFreeCashFlow,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualOtherShortTermInvestments,annualEndCashPosition,quarterlyRetainedEarnings,trailingTaxProvision,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingTotalRevenue,annualChangeInWorkingCapital,trailingNetOtherInvestingChanges,quarterlyOtherShortTermInvestments,annualOtherCurrentAssets,annualNetOtherInvestingChanges,quarterlyTotalRevenue,annualCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyTotalNonCurrentAssets,trailingNetIncome,trailingEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,trailingPretaxIncome,quarterlyTotalAssets,annualCashDividendsPaid,annualOperatingExpense,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualCurrentDeferredRevenue,quarterlyFreeCashFlow,annualBasicEPS,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyDilutedAverageShares,trailingSaleOfInvestment,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,annualCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualOtherNonCurrentAssets,annualOtherNonCashItems,annualDepreciationAndAmortization,annualNetIncomeCommonStockholders,trailingNetIncomeCommonStockholders,annualCurrentLiabilities,quarterlyStockholdersEquity,annualCurrentAccruedExpenses,quarterlyNetOtherInvestingChanges,annualStockholdersEquity,quarterlyEndCashPosition,quarterlyGoodwill,quarterlyInvestingCashFlow,annualTotalAssets,quarterlyAccountsReceivable,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualTaxProvision,quarterlyChangeInAccountPayable,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyOtherIncomeExpense,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,quarterlyLongTermDebt,annualChangeInInventory,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,trailingChangeInAccountPayable,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingDilutedEPS
1049068800,,,1440000000.0,,,39000000.0,,,,,-6000000.0,,,15000000.0,,6734000000.0,,1889000000.0,,,,1815000000.0,1889000000.0,778000000.0,,0.03,132000000.0,-193000000.0,,26000000.0,,16000000.0,94000000.0,-2906000000.0,1000000.0,0.0,,,,,,267000000.0,,,,,,74000000.0,,,,9640000000.0,,,,,131000000.0,12000000.0,367000000.0,,,180000000.0,,,,59000000.0,535000000.0,,,,12000000.0,,,,,778000000.0,,-815000000.0,,,,,,,,,,,,,,,,,7000000.0,0.03,,2276000000.0,651000000.0,,,,-7000000.0,93000000.0,,1548000000.0,,,3476000000.0,,3097000000.0,,,,,,,1351000000.0,,,-908000000.0,6828000000.0,,,,,,24000000.0,,,9104000000.0,,,,,,4645000000.0,,74000000.0,,24000000.0,24000000.0,808000000.0,,,97000000.0,,,,0.0,,,,,,,,4459000000.0,,0.0,,1889000000.0,,-193000000.0,,,819000000.0,514000000.0,,-7000000.0,532000000.0,,,1243000000.0,95000000.0,,,14000000.0,,,1547000000.0,,,,,,,,,,,,,,,,
1056931200,,,1512000000.0,,,397000000.0,,,,,-14000000.0,,,151000000.0,,6950000000.0,,2204000000.0,,,,1889000000.0,2204000000.0,782000000.0,,0.3,132000000.0,-325000000.0,,23000000.0,,31000000.0,107000000.0,-3001000000.0,0.0,2000000.0,,,,,,638000000.0,,,,,,315000000.0,,,,9951000000.0,,11000000.0,,,134000000.0,136000000.0,341000000.0,,,176000000.0,,,,74000000.0,575000000.0,,,,20000000.0,,,,,780000000.0,,-719000000.0,,,,,,,,,,,,,,,,,27000000.0,0.32,,2581000000.0,724000000.0,,,,-4000000.0,95000000.0,,1658000000.0,,,3718000000.0,,3243000000.0,,,,,,,1515000000.0,,,-814000000.0,7057000000.0,,,,,,246000000.0,,,9638000000.0,,,,,,4901000000.0,,313000000.0,,246000000.0,246000000.0,820000000.0,,,111000000.0,,,,0.0,,,,,,,,4737000000.0,,0.0,,2204000000.0,,-325000000.0,,,817000000.0,599000000.0,,59000000.0,698000000.0,,,1388000000.0,87000000.0,,,273000000.0,,,1539000000.0,,,,,,,,,,,,,,,,
1064880000,,,1509000000.0,,,171000000.0,,,,,-1000000.0,,,65000000.0,,7175000000.0,,2034000000.0,,,,2204000000.0,2034000000.0,786000000.0,,0.13,131000000.0,-337000000.0,,21000000.0,,-15000000.0,99000000.0,-3066000000.0,1000000.0,26000000.0,,,,,,141000000.0,,,,,,-170000000.0,,,,10241000000.0,,5000000.0,,,-107000000.0,29000000.0,323000000.0,,,172000000.0,,,,73000000.0,568000000.0,,,,29000000.0,,,,,784000000.0,,-706000000.0,,,,,,,,,,,,,,,,,16000000.0,0.14,,2425000000.0,695000000.0,,,,-3000000.0,97000000.0,,1572000000.0,,,3821000000.0,,3259000000.0,,,,,,,1553000000.0,,,-803000000.0,7274000000.0,,,,,,106000000.0,,,9699000000.0,,,,,,4831000000.0,,-196000000.0,,106000000.0,106000000.0,827000000.0,,,102000000.0,,,,0.0,,,,,,,,4868000000.0,,0.0,,2034000000.0,,-337000000.0,,,847000000.0,545000000.0,,-72000000.0,706000000.0,,,1416000000.0,96000000.0,,,1000000.0,,,1525000000.0,,,,,,,,,,,,,,,,
1072828800,,1336000000.0,1932000000.0,2584000000.0,818518519.0,101000000.0,,,,1865000000.0,-109000000.0,,93000000.0,35000000.0,,7443000000.0,-3425000000.0,1865000000.0,7565000000.0,-158000000.0,7443000000.0,2034000000.0,1865000000.0,789000000.0,10550000000.0,,206000000.0,-383000000.0,0.54,20000000.0,,11000000.0,122000000.0,-3107000000.0,1000000.0,-76000000.0,0.0,,,1815000000.0,,290000000.0,,,183000000.0,-1238000000.0,-1238000000.0,-169000000.0,,708000000.0,,10550000000.0,,,789285714.0,,45000000.0,6000000.0,405000000.0,1420000000.0,,168000000.0,43000000.0,-3107000000.0,168000000.0,122000000.0,462000000.0,,,,32000000.0,,,,462000000.0,,,-1186000000.0,50000000.0,,,-48000000.0,3000000.0,,91000000.0,,-130000000.0,789000000.0,5937000000.0,,129000000.0,405000000.0,-3809000000.0,,33000000.0,,3103000000.0,2313000000.0,757000000.0,,93000000.0,98000000.0,0.0,99000000.0,,1723000000.0,,1865000000.0,3883000000.0,,3103000000.0,,203000000.0,,,164000000.0,0.0,1517000000.0,1865000000.0,,-1285000000.0,7565000000.0,,,4826000000.0,206000000.0,442000000.0,66000000.0,,,9878000000.0,-14000000.0,6393000000.0,442000000.0,3353000000.0,122000000.0,4826000000.0,,-93000000.0,0.56,66000000.0,66000000.0,,,,164000000.0,,2827000000.0,2313000000.0,0.0,1332000000.0,122000000.0,83000000.0,384000000.0,442000000.0,,1723000000.0,5052000000.0,650000000.0,0.0,5052000000.0,1865000000.0,,-383000000.0,9878000000.0,,870000000.0,650000000.0,266000000.0,149000000.0,647000000.0,,3883000000.0,1420000000.0,93000000.0,,,-446000000.0,,,1332000000.0,,,,,,,,,,,,,,,,
1080691200,,,1586000000.0,,,41000000.0,,,,,-7000000.0,,,15000000.0,,7683000000.0,,1824000000.0,,,,1865000000.0,1824000000.0,790000000.0,,0.03,307000000.0,-360000000.0,,19000000.0,,-47000000.0,188000000.0,-3150000000.0,-1000000.0,-98000000.0,,,,,,417000000.0,,,,,,-41000000.0,-125000000.0,,,10833000000.0,,,,,299000000.0,16000000.0,443000000.0,,,164000000.0,,,,184000000.0,700000000.0,,,,13000000.0,,,,,785000000.0,,-891000000.0,,,,,,,,,,,,,,,,,-27000000.0,0.03,,2400000000.0,737000000.0,,,,-7000000.0,103000000.0,,2181000000.0,,,3896000000.0,,3065000000.0,,,,,,,1484000000.0,,,-994000000.0,7871000000.0,,,,,,26000000.0,,,10271000000.0,,,,,,5246000000.0,,57000000.0,,26000000.0,26000000.0,817000000.0,,,231000000.0,,,,0.0,,,,,,,,5025000000.0,,0.0,,1824000000.0,,-360000000.0,,,892000000.0,731000000.0,,123000000.0,592000000.0,,,1476000000.0,105000000.0,,,10000000.0,,,1270000000.0,,,,,,,,,,,,,,,,
1088553600,,,1662000000.0,,,179000000.0,,,,,-14000000.0,,,66000000.0,,8072000000.0,,1768000000.0,,,,1824000000.0,1768000000.0,790000000.0,,0.14,317000000.0,-510000000.0,,22000000.0,,-3000000.0,270000000.0,-3198000000.0,-3000000.0,24000000.0,,,,,,430000000.0,,,,,,-56000000.0,-11000000.0,,,11270000000.0,,,,,119000000.0,65000000.0,464000000.0,,,160000000.0,,,,287000000.0,658000000.0,,,,27000000.0,,,,,784000000.0,,-772000000.0,,,,,,,,,,,,,,,,,,0.14,,2471000000.0,765000000.0,,,,-4000000.0,106000000.0,,2309000000.0,,,3979000000.0,,3250000000.0,,,,,,,1716000000.0,,,-879000000.0,8342000000.0,,,,,,113000000.0,,,10813000000.0,,,,,,5559000000.0,,-80000000.0,,113000000.0,113000000.0,817000000.0,,,315000000.0,,,,0.0,,,,,,,,5254000000.0,,0.0,,1768000000.0,,-510000000.0,,,933000000.0,870000000.0,,159000000.0,783000000.0,,,1649000000.0,108000000.0,,,-1000000.0,,,1239000000.0,,,,,,,,,,,,,,,,
1096502400,,,1632000000.0,,,181000000.0,,,,,-1000000.0,,,62000000.0,,8444000000.0,,1876000000.0,,,,1768000000.0,1876000000.0,790000000.0,,0.15,317000000.0,-496000000.0,,21000000.0,,-24000000.0,415000000.0,-3242000000.0,-3000000.0,245000000.0,,,,,,359000000.0,,,,,,108000000.0,-110000000.0,,,11686000000.0,,,,,50000000.0,60000000.0,418000000.0,,,156000000.0,,,,520000000.0,644000000.0,,,,12000000.0,,,,,781000000.0,,-761000000.0,,,,,,,,,,,,,,,,,,0.15,,2872000000.0,761000000.0,,,,-3000000.0,109000000.0,,2405000000.0,,,4084000000.0,,3822000000.0,,,,,,,1674000000.0,,,-870000000.0,8859000000.0,,,,,,119000000.0,,,11731000000.0,,,,,,6227000000.0,,-137000000.0,,119000000.0,119000000.0,812000000.0,,,558000000.0,,,,0.0,,,,,,,,5504000000.0,,0.0,,1876000000.0,,-496000000.0,,,912000000.0,1026000000.0,,111000000.0,762000000.0,,,1860000000.0,112000000.0,,,6000000.0,,,1606000000.0,,,,,,,,,,,,,,,,
1104451200,,1157000000.0,1683000000.0,2843000000.0,823684211.0,88000000.0,,,,1305000000.0,-185000000.0,,137000000.0,33000000.0,,8723000000.0,-3289000000.0,1305000000.0,9165000000.0,132000000.0,8723000000.0,1876000000.0,1305000000.0,790000000.0,11921000000.0,,146000000.0,-409000000.0,0.38,26000000.0,,-1000000.0,442000000.0,-3198000000.0,-1000000.0,-38000000.0,0.0,,-34000000.0,1865000000.0,,-49000000.0,,,184000000.0,-1850000000.0,-1775000000.0,-571000000.0,0.0,489000000.0,,11921000000.0,,,782500000.0,,-288000000.0,43000000.0,420000000.0,1610000000.0,,152000000.0,-75000000.0,-3198000000.0,152000000.0,417000000.0,529000000.0,,,,36000000.0,,,,529000000.0,,,-865000000.0,-560000000.0,,,133000000.0,-8000000.0,,88000000.0,,-207000000.0,790000000.0,6530000000.0,,231000000.0,420000000.0,-3720000000.0,,-7000000.0,,3671000000.0,2172000000.0,769000000.0,,88000000.0,-618000000.0,0.0,113000000.0,,2142000000.0,,1305000000.0,4089000000.0,,3671000000.0,,180000000.0,,,428000000.0,-41000000.0,1655000000.0,1305000000.0,,-978000000.0,9165000000.0,,,5813000000.0,146000000.0,313000000.0,55000000.0,,,11337000000.0,-14000000.0,6563000000.0,313000000.0,3687000000.0,417000000.0,5813000000.0,,-458000000.0,0.4,55000000.0,55000000.0,,,,428000000.0,-246000000.0,3032000000.0,2172000000.0,0.0,1700000000.0,442000000.0,14000000.0,431000000.0,313000000.0,,2142000000.0,5524000000.0,1047000000.0,-75000000.0,5524000000.0,1305000000.0,,-484000000.0,11337000000.0,,950000000.0,1047000000.0,176000000.0,-162000000.0,705000000.0,,4089000000.0,1610000000.0,137000000.0,,,118000000.0,,,1700000000.0,,,,,,,,,,,,,,,,
1112227200,,,1713000000.0,,,114000000.0,,-6000000.0,,,-108000000.0,,,38000000.0,,9010000000.0,,1908000000.0,,,,1048000000.0,1908000000.0,790000000.0,,0.09,74000000.0,-423000000.0,,27000000.0,,-86000000.0,1009000000.0,-3210000000.0,-3000000.0,146000000.0,,,,,,886000000.0,,257000000.0,,,,860000000.0,-55000000.0,,,12220000000.0,,,,,690000000.0,38000000.0,471000000.0,,,148000000.0,,,,972000000.0,724000000.0,,,,19000000.0,,,,,784000000.0,,-899000000.0,,,,,,,,,,,,,,,,,-30000000.0,0.1,,3235000000.0,796000000.0,,,,-7000000.0,112000000.0,,2880000000.0,,,4138000000.0,,4259000000.0,,,,0.0,,,1663000000.0,,,-1011000000.0,10019000000.0,,,,,,76000000.0,,,13254000000.0,,,,,,7139000000.0,,463000000.0,,76000000.0,76000000.0,812000000.0,,,790000000.0,,,,0.0,,,,,,,,6115000000.0,,-6000000.0,,1908000000.0,,-172000000.0,,,961000000.0,1611000000.0,,593000000.0,702000000.0,,,1975000000.0,128000000.0,,,12000000.0,,,1926000000.0,,,,,,,,,,,,,,,,
1120089600,,,1823000000.0,,,256000000.0,,,,,-27000000.0,,,97000000.0,,9178000000.0,,2269000000.0,,,,1908000000.0,2269000000.0,790000000.0,,0.2,145000000.0,-302000000.0,,29000000.0,,43000000.0,1119000000.0,-3262000000.0,2000000.0,-11000000.0,,,,,,668000000.0,,0.0,,,,361000000.0,0.0,,,12440000000.0,,,,,267000000.0,94000000.0,462000000.0,,,144000000.0,,,,1000000000.0,748000000.0,,,,18000000.0,,,,,786000000.0,,-803000000.0,,,,,,,,,,,,,,,,,33000000.0,0.2,,3482000000.0,823000000.0,,,,-4000000.0,115000000.0,,3142000000.0,,,4274000000.0,,4320000000.0,,,,0.0,,,1944000000.0,,,-919000000.0,10297000000.0,,,,,,159000000.0,,,13779000000.0,,,,,,7462000000.0,,366000000.0,,159000000.0,159000000.0,811000000.0,,,717000000.0,,,,0.0,,,,,,,,6317000000.0,,6000000.0,,2269000000.0,,-296000000.0,,,1040000000.0,1787000000.0,,198000000.0,904000000.0,,,2118000000.0,140000000.0,,,40000000.0,,,1863000000.0,,,,,,,,,,,,,,,,
1128038400,,,1870000000.0,,,368000000.0,,,,,-1000000.0,,,141000000.0,,9345000000.0,,2613000000.0,,,,2269000000.0,2428000000.0,790000000.0,,0.28,149000000.0,-268000000.0,,32000000.0,,-42000000.0,1292000000.0,-3364000000.0,-1000000.0,16000000.0,,,,,,602000000.0,,-185000000.0,,,,159000000.0,0.0,,,12709000000.0,,,,,117000000.0,-72000000.0,495000000.0,,,140000000.0,,,,1194000000.0,776000000.0,,,,21000000.0,,,,,789000000.0,,-816000000.0,,,,,,,,,,,,,,,,,209000000.0,0.29,,4109000000.0,847000000.0,,,,-3000000.0,121000000.0,,3458000000.0,,,4474000000.0,,4533000000.0,,,,185000000.0,,,1989000000.0,,,-937000000.0,10637000000.0,,,,,,227000000.0,,,14746000000.0,,,,,,7991000000.0,,334000000.0,,227000000.0,227000000.0,810000000.0,,,944000000.0,,,,0.0,,,,,,,,6755000000.0,,-6000000.0,,2428000000.0,,-459000000.0,,,1056000000.0,2038000000.0,,215000000.0,933000000.0,,,2311000000.0,153000000.0,,,-76000000.0,,,1861000000.0,,,,,,,,,,,,,,,,
1135987200,,2229000000.0,1975000000.0,3374000000.0,817910448.0,136000000.0,,0.0,,2531000000.0,-13000000.0,,150000000.0,50000000.0,,9427000000.0,-3538000000.0,2531000000.0,10598000000.0,21000000.0,9427000000.0,2428000000.0,2280000000.0,802000000.0,12915000000.0,,601000000.0,-217000000.0,0.67,33000000.0,,76000000.0,1171000000.0,-3488000000.0,1000000.0,62000000.0,0.0,,-6000000.0,1048000000.0,,73000000.0,,-66000000.0,257000000.0,-1210000000.0,-1210000000.0,-148000000.0,0.0,874000000.0,,12915000000.0,,,782857143.0,,-167000000.0,197000000.0,524000000.0,1896000000.0,,136000000.0,-9000000.0,-3488000000.0,136000000.0,892000000.0,649000000.0,,,,74000000.0,,,,649000000.0,,,-1018000000.0,1232000000.0,,,213000000.0,-1000000.0,,122000000.0,,-149000000.0,802000000.0,7584000000.0,,855000000.0,524000000.0,-4007000000.0,,-229000000.0,,3695000000.0,3620000000.0,853000000.0,,132000000.0,1019000000.0,0.0,121000000.0,,3848000000.0,251000000.0,2280000000.0,4557000000.0,,3695000000.0,,907000000.0,,251000000.0,641000000.0,-6000000.0,1988000000.0,2280000000.0,,-1139000000.0,10598000000.0,,,7543000000.0,601000000.0,548000000.0,86000000.0,,,14218000000.0,-14000000.0,7381000000.0,548000000.0,4210000000.0,892000000.0,7543000000.0,,-144000000.0,0.7,86000000.0,86000000.0,,,6000000.0,641000000.0,-55000000.0,3319000000.0,3620000000.0,0.0,1394000000.0,1171000000.0,-17000000.0,469000000.0,548000000.0,,3848000000.0,6675000000.0,2074000000.0,0.0,6675000000.0,2280000000.0,,-283000000.0,14218000000.0,,1152000000.0,2074000000.0,326000000.0,-151000000.0,836000000.0,,4557000000.0,1896000000.0,150000000.0,,,45000000.0,,,1394000000.0,,,,,,,,,,,,,,,,
1143763200,,,2081000000.0,,,96000000.0,,,,,-37000000.0,,,35000000.0,,9351000000.0,,2920000000.0,,,,2280000000.0,2600000000.0,808000000.0,,0.07,574000000.0,-262000000.0,,34000000.0,,-13000000.0,1280000000.0,-3403000000.0,29000000.0,-122000000.0,,,,,,751000000.0,,,,,,320000000.0,-214000000.0,,,12754000000.0,,,,,598000000.0,35000000.0,585000000.0,,,132000000.0,,,,1009000000.0,929000000.0,,,,107000000.0,,,,,803000000.0,,-1179000000.0,,,,,,,,,,,,,,,,,-57000000.0,0.08,,4092000000.0,876000000.0,,,,-7000000.0,124000000.0,,4449000000.0,,,4016000000.0,,3509000000.0,,,,320000000.0,,,2019000000.0,,-68000000.0,-1303000000.0,10631000000.0,,,,,,61000000.0,,,14723000000.0,,,,,,7958000000.0,,489000000.0,,61000000.0,61000000.0,836000000.0,,,705000000.0,,,,0.0,,,,,,,,6765000000.0,,21000000.0,,2600000000.0,,-309000000.0,,,1241000000.0,2361000000.0,,317000000.0,778000000.0,,,1752000000.0,158000000.0,,,18000000.0,,,1368000000.0,,,,,,,,,,,,,,,,
1151625600,,,2212000000.0,,,515000000.0,,,,,-99000000.0,,,182000000.0,,9624000000.0,,2988000000.0,,,,2600000000.0,2592000000.0,808000000.0,,0.4,483000000.0,-403000000.0,,34000000.0,,-18000000.0,1362000000.0,-3517000000.0,3000000.0,-360000000.0,,,,,,832000000.0,,,,,,-8000000.0,-289000000.0,,,13141000000.0,,,,,-656000000.0,179000000.0,609000000.0,,,128000000.0,,,,1104000000.0,958000000.0,,,,29000000.0,,,,,798000000.0,,-935000000.0,,,,,,,,,,,,,,,,,840000000.0,0.42,,4358000000.0,951000000.0,,,,-4000000.0,126000000.0,,4685000000.0,,,4325000000.0,,3706000000.0,,,,396000000.0,,,2449000000.0,,-77000000.0,-1062000000.0,10986000000.0,,,,,,333000000.0,,,15344000000.0,,,,,,8391000000.0,,429000000.0,,333000000.0,333000000.0,825000000.0,,,853000000.0,,,,0.0,,,,,,,,6953000000.0,,0.0,,2592000000.0,,-480000000.0,,,1299000000.0,2635000000.0,,254000000.0,1150000000.0,,,1942000000.0,189000000.0,,,-100000000.0,,,1350000000.0,,,,,,,,,,,,,,,,
1159574400,,,2248000000.0,,,78000000.0,,,,,-1000000.0,,,30000000.0,,9875000000.0,,2301000000.0,,,,2592000000.0,1947000000.0,808000000.0,,0.06,585000000.0,-381000000.0,,32000000.0,,2000000.0,911000000.0,-3640000000.0,25000000.0,14000000.0,,,,,,-320000000.0,,,,,,-645000000.0,-97000000.0,,,13515000000.0,,,,,261000000.0,24000000.0,568000000.0,,,124000000.0,,,,719000000.0,968000000.0,,,,90000000.0,,,,,789000000.0,,-1121000000.0,,,,,,,,,,,,,,,,,-784000000.0,0.06,,3301000000.0,938000000.0,,,,-3000000.0,131000000.0,,3944000000.0,,,4369000000.0,,3519000000.0,,,,354000000.0,,,2342000000.0,,42000000.0,-1252000000.0,10786000000.0,,,,,,48000000.0,,,14087000000.0,,,,,,7463000000.0,,-701000000.0,,48000000.0,48000000.0,821000000.0,,,500000000.0,,,,0.0,,,,,,,,6624000000.0,,-20000000.0,,1947000000.0,,-339000000.0,,,1346000000.0,1823000000.0,,-744000000.0,996000000.0,,,1834000000.0,181000000.0,,,192000000.0,,,1275000000.0,,,,,,,,,,,,,,,,
1167523200,,1406000000.0,2262000000.0,3848000000.0,818032787.0,101000000.0,,-20000000.0,,1759000000.0,-470000000.0,,181000000.0,44000000.0,,10094000000.0,-4442000000.0,1759000000.0,10859000000.0,188000000.0,10094000000.0,1947000000.0,1390000000.0,808000000.0,13859000000.0,,122000000.0,-353000000.0,0.61,28000000.0,,24000000.0,765000000.0,-3765000000.0,3000000.0,-333000000.0,0.0,,-20000000.0,2280000000.0,,143000000.0,,,277000000.0,-1495000000.0,-1399000000.0,-557000000.0,-200000000.0,790000000.0,,13859000000.0,,,792063492.0,,-194000000.0,39000000.0,643000000.0,2104000000.0,,120000000.0,-5000000.0,-3765000000.0,120000000.0,582000000.0,799000000.0,,,,34000000.0,,,,799000000.0,,,-1201000000.0,-890000000.0,,,-801000000.0,60000000.0,,128000000.0,-4509000000.0,-607000000.0,808000000.0,9086000000.0,,-223000000.0,643000000.0,-4957000000.0,,5000000.0,,4124000000.0,2601000000.0,939000000.0,,260000000.0,7000000.0,0.0,134000000.0,,2887000000.0,369000000.0,1390000000.0,4307000000.0,,4124000000.0,,9000000.0,,369000000.0,369000000.0,41000000.0,2276000000.0,1390000000.0,-4406000000.0,-1335000000.0,10859000000.0,,,7011000000.0,122000000.0,499000000.0,57000000.0,,,13460000000.0,-14000000.0,8805000000.0,499000000.0,5238000000.0,582000000.0,7011000000.0,,-210000000.0,0.63,57000000.0,57000000.0,,,4392000000.0,369000000.0,-800000000.0,3705000000.0,2601000000.0,0.0,1567000000.0,765000000.0,4000000.0,515000000.0,499000000.0,,2887000000.0,6449000000.0,1323000000.0,40000000.0,6449000000.0,1390000000.0,,-367000000.0,13460000000.0,,1349000000.0,1323000000.0,291000000.0,-50000000.0,927000000.0,,4307000000.0,2104000000.0,181000000.0,,,79000000.0,,,1567000000.0,,,,,,,,,,,,,,,,
1175299200,,,2289000000.0,,,149000000.0,,,,,-9000000.0,,,56000000.0,,10285000000.0,,1933000000.0,,,,1390000000.0,1618000000.0,808000000.0,,0.12,123000000.0,-325000000.0,,29000000.0,,-37000000.0,954000000.0,-3897000000.0,29000000.0,-118000000.0,,,,,,617000000.0,,968000000.0,,,,228000000.0,-209000000.0,,,14182000000.0,,,,,500000000.0,42000000.0,643000000.0,,,117000000.0,,,,716000000.0,1010000000.0,,,,78000000.0,,,,,786000000.0,,-1343000000.0,,,,,,,,,,,,,,,,,-20000000.0,0.12,,2999000000.0,942000000.0,,,,-7000000.0,135000000.0,,3524000000.0,,,4264000000.0,,4160000000.0,,,,315000000.0,,,2198000000.0,,-914000000.0,-1478000000.0,11239000000.0,,,,,,93000000.0,,,14238000000.0,,,,,,7684000000.0,,292000000.0,,93000000.0,93000000.0,800000000.0,,,558000000.0,,,,0.0,,,,,,,,6554000000.0,,0.0,,1618000000.0,,-271000000.0,,,1387000000.0,1748000000.0,,383000000.0,811000000.0,,,2183000000.0,174000000.0,,,-49000000.0,,,1556000000.0,,,,,,,,,,,,,,,,
