date,annualBasicEPS,quarterlyPurchaseOfBusiness,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualGrossProfit,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyCapitalStock,quarterlyBeginningCashPosition,trailingRepaymentOfDebt,quarterlyCashAndCashEquivalents,annualTotalNonCurrentAssets,annualOtherIncomeExpense,annualRepaymentOfDebt,annualOperatingCashFlow,annualEbitda,quarterlyDilutedAverageShares,annualNetPPE,trailingGrossProfit,annualBasicAverageShares,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,annualOtherCurrentLiabilities,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherCurrentAssets,annualGrossPPE,quarterlyAccumulatedDepreciation,annualOtherNonCashItems,trailingChangeInCashSupplementalAsReported,annualOtherNonCurrentLiabilities,annualPurchaseOfBusiness,quarterlyCashCashEquivalentsAndMarketableSecurities,annualBeginningCashPosition,quarterlyCurrentDebt,trailingOtherNonCashItems,quarterlyNetOtherFinancingCharges,trailingDepreciationAndAmortization,quarterlyInterestExpense,trailingOtherIncomeExpense,annualInvestingCashFlow,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyBasicEPS,quarterlyAccountsPayable,annualCapitalExpenditure,trailingOperatingExpense,trailingInvestingCashFlow,trailingDeferredIncomeTax,trailingCapitalExpenditure,annualOperatingExpense,annualPurchaseOfInvestment,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingNetIncomeContinuousOperations,annualChangesInAccountReceivables,quarterlyOperatingCashFlow,annualDilutedAverageShares,trailingNetOtherFinancingCharges,trailingInterestExpense,trailingPurchaseOfBusiness,quarterlyTotalRevenue,quarterlyDeferredIncomeTax,quarterlyBasicAverageShares,trailingBeginningCashPosition,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyGrossPPE,trailingCashDividendsPaid,trailingNetIncome,annualDilutedEPS,quarterlyEbitda,quarterlyTaxProvision,annualChangeInCashSupplementalAsReported,annualInventory,quarterlyNetPPE,quarterlyCommonStockIssuance,annualCapitalStock,quarterlyChangeInCashSupplementalAsReported,annualInterestExpense,annualGoodwill,annualNetOtherFinancingCharges,annualFreeCashFlow,annualCommonStockIssuance,quarterlyDepreciationAndAmortization,quarterlyRetainedEarnings,annualOperatingIncome,trailingChangeInWorkingCapital,annualAccountsPayable,annualTotalRevenue,quarterlyOtherNonCashItems,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,trailingCostOfRevenue,trailingTotalRevenue,annualNetOtherInvestingChanges,quarterlySellingGeneralAndAdministration,annualEndCashPosition,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalLiabilitiesNetMinorityInterest,trailingCommonStockIssuance,trailingFreeCashFlow,annualTaxProvision,quarterlyCurrentAssets,quarterlyCurrentLiabilities,trailingEndCashPosition,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualNetIncome,quarterlyPurchaseOfInvestment,trailingTaxProvision,annualNetIncomeContinuousOperations,quarterlyOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualCostOfRevenue,annualCashDividendsPaid,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,annualInvestmentsAndAdvances,annualPretaxIncome,annualSellingGeneralAndAdministration,quarterlyNetIncome,quarterlyGrossProfit,quarterlyNetIncomeContinuousOperations,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,annualOtherNonCurrentAssets,annualStockholdersEquity,annualCurrentAssets,annualCashAndCashEquivalents,annualLongTermDebt,annualDepreciationAndAmortization,trailingPretaxIncome,annualTotalAssets,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,quarterlyInventory,annualRetainedEarnings,quarterlyInvestingCashFlow,quarterlyNetOtherInvestingChanges,quarterlyDilutedEPS,annualCurrentAccruedExpenses,quarterlyGoodwill,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,quarterlyLongTermDebt,trailingNetOtherInvestingChanges,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualNetIncomeCommonStockholders,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,quarterlyCostOfRevenue,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualSaleOfInvestment,trailingSellingGeneralAndAdministration,trailingDilutedAverageShares,annualResearchAndDevelopment,annualStockBasedCompensation,quarterlyStockBasedCompensation,trailingBasicEPS,annualIncomeTaxPayable,trailingChangeInAccountPayable,quarterlyChangeInInventory,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,quarterlyCurrentDeferredRevenue,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,quarterlySaleOfInvestment,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
2016-06-30,,-118000000.0,,,2987000000.0,,719000000.0,128000000.0,2992000000.0,1238000000.0,,1727000000.0,,,,,,703000000.0,,,,16714000000.0,-933000000.0,,,,,970000000.0,,-22739000000.0,,,,,1727000000.0,,2194000000.0,,20000000.0,,332000000.0,,,,-979000000.0,,0.0,0.52,2656000000.0,,,,,,,,1050000000,4419000000.0,13012000000.0,-1072000000.0,,,1049000000.0,,,,,2751000000,219000000.0,703000000.0,,218000000.0,,67864000000.0,,,,1495000000,274000000.0,,,45125000000.0,4371000000.0,,489000000.0,,,,,,444000000.0,2576000000.0,,,,,-49000000.0,,,,,,,375000000.0,,49455000000.0,,,,,4608000000.0,9851000000.0,,73013000000.0,77621000000.0,,-114000000.0,,,2723000000.0,-23000000.0,,,,365000000.0,,,,,393000000.0,1178000000.0,445000000,59306000000.0,,14759000000.0,5619000000.0,,,,,,,,,-116000000.0,1727000000.0,394000000.0,,-13499000000.0,-12309000000.0,0.52,,4523000000.0,,,41416000000.0,,5210000000.0,,,,,,582000000.0,1517000000.0,-420000000.0,1573000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,-12895000000.0,,,3520000000.0,,-332000000.0,136000000.0,0.0,1673000000.0,,2202000000.0,,,,,,823000000.0,,,,20454000000.0,-481000000.0,,,,,927000000.0,,-23279000000.0,,,,,2202000000.0,,1790000000.0,,-32000000.0,,430000000.0,,,,-936000000.0,,,-0.143378,3767000000.0,,,,,,,,1009000000,0.0,647000000.0,-1506000000.0,,,1223000000.0,,,,,3632000000,-281000000.0,823000000.0,,-59000000.0,,79482000000.0,,,,625000000,-266000000.0,,,56203000000.0,0.0,,529000000.0,,,,,,527000000.0,2398000000.0,,,,,-70000000.0,,,,,,,783000000.0,,57921000000.0,,,,,7713000000.0,8464000000.0,,81815000000.0,89528000000.0,,-286000000.0,,,3355000000.0,-283000000.0,,,,-118000000.0,,,,,-118000000.0,1145000000.0,-66000000,66385000000.0,,1958000000.0,6496000000.0,,,,,,,,,-1039000000.0,2202000000.0,424000000.0,,-1344000000.0,13057000000.0,-0.143378,,13638000000.0,,,47115000000.0,,7345000000.0,,,,,,549000000.0,1768000000.0,-397000000.0,2487000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,0.16,-195000000.0,1016000000.0,3026000000.0,3026000000.0,4575000000.0,-81000000.0,150000000.0,3980000000.0,2202000000.0,,1016000000.0,79967000000.0,-1288000000.0,-7153000000.0,5069000000.0,4563000000.0,833000000.0,54475000000.0,,759000000.0,24257000000.0,-4710000000.0,1188000000.0,14007000000.0,-87000000.0,,88000000.0,76738000000.0,-22263000000.0,-198000000.0,,2418000000.0,-14373000000.0,1016000000.0,850000000.0,2612000000.0,,-14000000.0,,684000000.0,,-18783000000.0,196000000.0,-960000000.0,-22263000000.0,0.0,-0.43,2443000000.0,-5302000000.0,,,,,555000000.0,-765000000.0,1238000000,1188000000.0,-827000000.0,-1821000000.0,,-482000000.0,1696000000.0,760000000.0,,,,3619000000,221000000.0,832000000.0,,220000000.0,7662000000.0,76738000000.0,,,0.16,1117000000,273000000.0,166000000.0,368000000.0,54475000000.0,5276000000.0,3980000000.0,-1223000000.0,1787000000.0,13958000000.0,-64000000.0,-233000000.0,7747000000.0,514000000.0,1138000000.0,4020000000.0,,2443000000.0,12505000000.0,-27000000.0,248000000.0,88000000.0,-960000000.0,,,892000000.0,544000000.0,1016000000.0,54388000000.0,62068000000.0,,,352000000.0,8084000000.0,7680000000.0,,79967000000.0,88051000000.0,233000000.0,-195000000.0,,485000000.0,2418000000.0,-125000000.0,7930000000.0,-1536000000.0,2612000000.0,-531000000.0,,6544000000.0,837000000.0,2172000000.0,-422000000.0,1388000000.0,-354000000,62068000000.0,-14000000.0,4276000000.0,6544000000.0,4276000000.0,24257000000.0,8084000000.0,1016000000.0,42243000000.0,1939000000.0,,88051000000.0,-77000000.0,1016000000.0,368000000.0,1138000000.0,-2092000000.0,-76000000.0,-0.43,595000000.0,13958000000.0,7680000000.0,,42243000000.0,,7662000000.0,,2075000000.0,54388000000.0,424000000.0,124000000.0,595000000.0,2075000000.0,-377000000.0,2231000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-31,,-192000000.0,,,3148000000.0,,974000000.0,162000000.0,3980000000.0,1016000000.0,,894000000.0,,,,,,868000000.0,,,,24411000000.0,-1051000000.0,,,,,918000000.0,,-22696000000.0,,,,,894000000.0,,4162000000.0,,-80000000.0,,500000000.0,,,,-992000000.0,,-1205000000.0,0.74,3806000000.0,,,,,,,,1179000000,60000000.0,87000000.0,-1602000000.0,,,1302000000.0,,,,,3391000000,133000000.0,866000000.0,,-155000000.0,,78049000000.0,,,,1991000000,200000000.0,,,55353000000.0,110000000.0,,-122000000.0,,,,,,517000000.0,1115000000.0,,,,,-56000000.0,,,,,,,543000000.0,,53266000000.0,,,,,8003000000.0,9134000000.0,,80636000000.0,88639000000.0,,-192000000.0,,,3393000000.0,-300000000.0,,,,643000000.0,,,,,684000000.0,1341000000.0,774000000,62400000000.0,,2024000000.0,6262000000.0,,,,,,,,,275000000.0,894000000.0,384000000.0,,-1516000000.0,278000000.0,0.74,,13849000000.0,,,42042000000.0,,7749000000.0,,,,,,549000000.0,2120000000.0,-339000000.0,2050000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,-473000000.0,,,3490000000.0,,1368000000.0,153000000.0,3980000000.0,894000000.0,,1490000000.0,,,,,,872000000.0,,,,24486000000.0,-4418000000.0,,,,,899000000.0,,-23054000000.0,,,,,1490000000.0,,4829000000.0,,-69000000.0,,413000000.0,,,,-1289000000.0,,0.0,1.01,4057000000.0,,,,,,,,987000000,0.0,-2391000000.0,-1848000000.0,,,1353000000.0,,,,,3217000000,338000000.0,870000000.0,,17000000.0,,79005000000.0,,,,2297000000,393000000.0,,,55951000000.0,45000000.0,,596000000.0,,,,,,516000000.0,1251000000.0,,,,,-82000000.0,,,,,,,547000000.0,,49904000000.0,,,,,4899000000.0,10052000000.0,,81415000000.0,86314000000.0,,-473000000.0,,,3356000000.0,-495000000.0,,,,881000000.0,,,,,920000000.0,1140000000.0,975000000,59956000000.0,,2090000000.0,6315000000.0,,,,,,,,,705000000.0,1490000000.0,393000000.0,,1658000000.0,3979000000.0,1.01,,13569000000.0,,,38494000000.0,,8054000000.0,,,,,,609000000.0,2117000000.0,-366000000.0,2077000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,-475000000.0,,,3215000000.0,,884000000.0,127000000.0,3980000000.0,1490000000.0,,1424000000.0,,,,,,875000000.0,,,,24467000000.0,-49000000.0,,,,,743000000.0,,-23257000000.0,,,,,1424000000.0,,6179000000.0,,-66000000.0,,424000000.0,,,,-1581000000.0,,0.0,0.7,4084000000.0,,,,,,,,1012000000,18000000.0,1143000000.0,-2068000000.0,,,1185000000.0,,,,,3242000000,182000000.0,873000000.0,,-86000000.0,,79099000000.0,,,,1814000000,188000000.0,,,55842000000.0,49000000.0,,-66000000.0,,,,,,506000000.0,1324000000.0,,,,,-112000000.0,,,,,,,621000000.0,,48744000000.0,,,,,5808000000.0,11381000000.0,,80601000000.0,86409000000.0,,-475000000.0,,,3257000000.0,-883000000.0,,,,612000000.0,,,,,652000000.0,1139000000.0,696000000,60125000000.0,,2119000000.0,6349000000.0,,,,,,,,,212000000.0,1424000000.0,390000000.0,,-2378000000.0,165000000.0,0.7,,13076000000.0,,,37418000000.0,,8069000000.0,,,,,,541000000.0,2820000000.0,-393000000.0,2103000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,3.44,-541000000.0,1089000000.0,1484000000.0,1484000000.0,5106000000.0,80000000.0,127000000.0,3980000000.0,1424000000.0,,1089000000.0,81421000000.0,654000000.0,-7085000000.0,5230000000.0,7363000000.0,879000000.0,57277000000.0,,872000000.0,25039000000.0,-1570000000.0,962000000.0,-1419000000.0,-38000000.0,,151000000.0,81011000000.0,-23734000000.0,-319000000.0,,4489000000.0,-1681000000.0,1089000000.0,1016000000.0,4629000000.0,,-68000000.0,,768000000.0,,-3699000000.0,-238000000.0,-1731000000.0,-23734000000.0,0.0,0.98,2847000000.0,-7529000000.0,,,,,569000000.0,,1359000000,962000000.0,-258000000.0,-2011000000.0,,-576000000.0,1390000000.0,874000000.0,,,,3599000000,-891000000.0,877000000.0,,-49000000.0,5403000000.0,81011000000.0,,,3.43,1364000000,-870000000.0,73000000.0,378000000.0,57277000000.0,295000000.0,3980000000.0,-335000000.0,2002000000.0,13084000000.0,-283000000.0,-2299000000.0,499000000.0,516000000.0,1623000000.0,4537000000.0,,2847000000.0,13449000000.0,-69000000.0,-273000000.0,151000000.0,-1731000000.0,,,5511000000.0,671000000.0,1089000000.0,49333000000.0,59210000000.0,,,-89000000.0,4680000000.0,9877000000.0,,81421000000.0,86101000000.0,3157000000.0,-541000000.0,,3395000000.0,4489000000.0,-621000000.0,8343000000.0,-1494000000.0,4629000000.0,861000000.0,,6366000000.0,3306000000.0,,901000000.0,1486000000.0,950000000,59210000000.0,-1205000000.0,3193000000.0,6366000000.0,3193000000.0,25039000000.0,4680000000.0,1089000000.0,38882000000.0,2055000000.0,,86101000000.0,-435000000.0,1089000000.0,378000000.0,1623000000.0,-1463000000.0,1089000000.0,0.98,605000000.0,13084000000.0,9877000000.0,,38882000000.0,,5403000000.0,,2522000000.0,49333000000.0,151000000.0,2997000000.0,605000000.0,2522000000.0,-396000000.0,2113000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-31,,-358000000.0,,,1725000000.0,,989000000.0,150000000.0,3980000000.0,1089000000.0,,1267000000.0,,,,,,886000000.0,,,,26199000000.0,-1226000000.0,,,,,718000000.0,,-24416000000.0,,,,,1267000000.0,,7064000000.0,,-69000000.0,,527000000.0,,,,-1353000000.0,,0.0,0.83,3697000000.0,,,,,,,,1268000000,,602000000.0,-1738000000.0,,,1412000000.0,,,,,3424000000,71000000.0,885000000.0,,-207000000.0,,83729000000.0,,,,2051000000,121000000.0,,,59313000000.0,389000000.0,,178000000.0,,,,,,535000000.0,1859000000.0,,,,,-200000000.0,,,,,,,,,48886000000.0,,,,,4577000000.0,11944000000.0,,84433000000.0,89010000000.0,,,,,5185000000.0,-326000000.0,,,,734000000.0,,,,,774000000.0,1418000000.0,868000000,60830000000.0,,2339000000.0,6362000000.0,,,,,,,,,185000000.0,1267000000.0,384000000.0,,-1865000000.0,231000000.0,0.83,,13483000000.0,,,38172000000.0,,5529000000.0,,,,,,552000000.0,2208000000.0,-397000000.0,2006000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,-184000000.0,,,1749000000.0,,1055000000.0,152000000.0,3980000000.0,1267000000.0,,1570000000.0,,,,,,896000000.0,,,,27263000000.0,-808000000.0,,,,,888000000.0,,-24822000000.0,,,,,1570000000.0,,5171000000.0,,-48000000.0,,558000000.0,,,,-1134000000.0,,,0.88,3982000000.0,,,,,,,,1327000000,,1083000000.0,-2413000000.0,,,1805000000.0,,,,,3195000000,64000000.0,896000000.0,,361000000.0,,86268000000.0,,,,2183000000,153000000.0,,,61446000000.0,445000000.0,,303000000.0,,,,,,570000000.0,2020000000.0,,,,,-16000000.0,,,,,,,,,52836000000.0,,,,,5430000000.0,10431000000.0,,87153000000.0,92583000000.0,,,,,5269000000.0,-608000000.0,,,,785000000.0,,,,,826000000.0,1479000000.0,902000000,63267000000.0,,2423000000.0,6628000000.0,,,,,,,,,378000000.0,1570000000.0,403000000.0,,-2613000000.0,-16000000.0,0.88,,13734000000.0,,,41867000000.0,,5700000000.0,,,,,,642000000.0,2111000000.0,-419000000.0,1716000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,-236000000.0,,,1929000000.0,,1148000000.0,127000000.0,3980000000.0,1570000000.0,,1101000000.0,,,,,,907000000.0,,,,27914000000.0,-1232000000.0,,,,,1003000000.0,,-25206000000.0,,,,,1101000000.0,,5413000000.0,,-57000000.0,,474000000.0,,,,-1350000000.0,,0.0,1.02,4301000000.0,,,,,,,,1263000000,,1056000000.0,-2562000000.0,,,1299000000.0,,,,,3156000000,90000000.0,906000000.0,,-284000000.0,,88418000000.0,,,,2186000000,120000000.0,,,63212000000.0,354000000.0,,-469000000.0,,,,,,564000000.0,2318000000.0,,,,,-197000000.0,,,,,,,,,53279000000.0,,,,,5113000000.0,10961000000.0,,89064000000.0,94177000000.0,,,,,5240000000.0,-1263000000.0,,,,928000000.0,,,,,969000000.0,1390000000.0,1028000000,64240000000.0,,2492000000.0,6683000000.0,,,,,,,,,191000000.0,1101000000.0,381000000.0,,-2814000000.0,-16000000.0,1.02,,13504000000.0,,,42215000000.0,,5824000000.0,,,,,,604000000.0,2170000000.0,-456000000.0,1766000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,3.92,-237000000.0,446000000.0,1921000000.0,1921000000.0,6250000000.0,757000000.0,140000000.0,3980000000.0,1101000000.0,,446000000.0,93785000000.0,609000000.0,-3550000000.0,6555000000.0,8516000000.0,915000000.0,66503000000.0,,902000000.0,29338000000.0,-284000000.0,1870000000.0,2748000000.0,,,347000000.0,92337000000.0,-25834000000.0,-414000000.0,,4237000000.0,-1015000000.0,446000000.0,1089000000.0,6224000000.0,,-51000000.0,,838000000.0,,-10019000000.0,117000000.0,-606000000.0,-25834000000.0,0.0,1.19,3224000000.0,-9914000000.0,,,,,569000000.0,,1823000000,1870000000.0,7000000.0,-3201000000.0,,,2039000000.0,903000000.0,,,,3904000000,-108000000.0,915000000.0,,28000000.0,6026000000.0,92337000000.0,,,3.92,2276000000,38000000.0,-643000000.0,431000000.0,66503000000.0,9000000.0,3980000000.0,-655000000.0,2217000000.0,14178000000.0,-225000000.0,-3359000000.0,1197000000.0,681000000.0,2773000000.0,5681000000.0,,3224000000.0,13679000000.0,-1000000.0,-102000000.0,347000000.0,-606000000.0,,,910000000.0,,446000000.0,54981000000.0,67927000000.0,,,432000000.0,5135000000.0,12946000000.0,,93785000000.0,98920000000.0,3702000000.0,,,3517000000.0,4237000000.0,-1162000000.0,7429000000.0,-1729000000.0,6224000000.0,1092000000.0,,7113000000.0,3949000000.0,,1133000000.0,1963000000.0,719000000,67927000000.0,0.0,4101000000.0,7113000000.0,4101000000.0,29338000000.0,5135000000.0,446000000.0,44017000000.0,2350000000.0,,98920000000.0,35000000.0,446000000.0,431000000.0,2773000000.0,-2727000000.0,711000000.0,1.19,646000000.0,14178000000.0,12946000000.0,,44017000000.0,,6026000000.0,,2535000000.0,54981000000.0,,3539000000.0,646000000.0,2535000000.0,-457000000.0,1941000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,,-145000000.0,,,1867000000.0,,1382000000.0,187000000.0,3980000000.0,446000000.0,,872000000.0,,,,,,922000000.0,,,,29637000000.0,-1708000000.0,,,,,879000000.0,,-26181000000.0,,,,,872000000.0,,7344000000.0,,-56000000.0,,586000000.0,,,,-926000000.0,,,1.09,4693000000.0,,,,,,,,1511000000,,721000000.0,-2186000000.0,,,1949000000.0,,,,,3487000000,76000000.0,921000000.0,,142000000.0,,93701000000.0,,,,2576000000,236000000.0,,,67520000000.0,68000000.0,,426000000.0,,,,,,608000000.0,3106000000.0,,,,,-116000000.0,,,,,,,,,54695000000.0,,,,,4905000000.0,13355000000.0,,94442000000.0,99347000000.0,,,,,5463000000.0,-237000000.0,,,,1004000000.0,,,,,1045000000.0,1698000000.0,1146000000,68050000000.0,,2872000000.0,6966000000.0,,,,,,,,,294000000.0,872000000.0,407000000.0,,-2237000000.0,94000000.0,1.09,,13881000000.0,,,43237000000.0,,5995000000.0,,,,,,613000000.0,2214000000.0,-459000000.0,1789000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,-175000000.0,,,2087000000.0,,1440000000.0,181000000.0,3980000000.0,872000000.0,,666000000.0,,,,,,928000000.0,,,,30014000000.0,-126000000.0,,,,,856000000.0,,-26575000000.0,,,,,666000000.0,,7345000000.0,,-58000000.0,,588000000.0,,,,-1300000000.0,,,1.21,4327000000.0,,,,,,,,1549000000,,-558000000.0,-1788000000.0,,,1722000000.0,,,,,3372000000,105000000.0,927000000.0,,47000000.0,,93260000000.0,,,,2649000000,217000000.0,,,66685000000.0,91000000.0,,-206000000.0,,,,,,621000000.0,3534000000.0,,,,,-93000000.0,,,,,,,,,53831000000.0,,,,,5676000000.0,12966000000.0,,92753000000.0,98429000000.0,,,,,5489000000.0,-66000000.0,,,,1125000000.0,,,,,1166000000.0,1730000000.0,1223000000,66797000000.0,,2909000000.0,6675000000.0,,,,,,,,,373000000.0,666000000.0,442000000.0,,-1361000000.0,602000000.0,1.21,,13013000000.0,,,42377000000.0,,5965000000.0,,,,,,585000000.0,2057000000.0,-506000000.0,1642000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,-133000000.0,,,2170000000.0,,1113000000.0,178000000.0,3980000000.0,666000000.0,,2249000000.0,,,,,,933000000.0,,,,30558000000.0,-1000000.0,,,,,794000000.0,,-26960000000.0,,,,,2249000000.0,,4850000000.0,,-50000000.0,,573000000.0,,,,-1119000000.0,,,0.79,4853000000.0,,,,,,,,1363000000,,384000000.0,-2002000000.0,,,1585000000.0,,,,,3133000000,-178000000.0,932000000.0,,140000000.0,,91922000000.0,,,,2296000000,274000000.0,,,64962000000.0,83000000.0,,1583000000.0,,,,,,610000000.0,3569000000.0,,,,,-46000000.0,,,,,,,,,56383000000.0,,,,,8274000000.0,11027000000.0,,91337000000.0,99611000000.0,,,,,5532000000.0,-417000000.0,,,,739000000.0,,,,,780000000.0,1541000000.0,839000000,67410000000.0,,3022000000.0,6617000000.0,,,,,,,,,342000000.0,2249000000.0,469000000.0,,-401000000.0,1734000000.0,0.79,,13165000000.0,,,45160000000.0,,5691000000.0,,,,,,611000000.0,1957000000.0,-499000000.0,1592000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
