,quarterlyTotalRevenue,quarterlyPurchaseOfInvestment,annualNetOtherFinancingCharges,quarterlyInvestingCashFlow,quarterlyEndCashPosition,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,annualEndCashPosition,quarterlyChangeInWorkingCapital,annualDilutedEPS,annualCurrentDeferredRevenue,quarterlyOperatingIncome,annualTaxProvision,annualOperatingExpense,quarterlySellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualCurrentAccruedExpenses,annualCashAndCashEquivalents,annualCapitalExpenditure,annualBasicAverageShares,annualDeferredIncomeTax,trailingOperatingExpense,annualTotalRevenue,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualCommonStockIssuance,annualOtherShortTermInvestments,annualCurrentAssets,quarterlyCurrentAssets,quarterlyRetainedEarnings,quarterlyGrossProfit,annualInterestExpense,annualChangesInAccountReceivables,quarterlyDeferredIncomeTax,quarterlyChangeInAccountPayable,trailingCostOfRevenue,annualRepurchaseOfCapitalStock,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyOtherNonCashItems,annualOtherNonCurrentAssets,quarterlyEbitda,quarterlyRepurchaseOfCapitalStock,annualAccumulatedDepreciation,annualChangeInAccountPayable,quarterlyStockBasedCompensation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherCurrentLiabilities,annualNetOtherInvestingChanges,annualGrossPPE,quarterlyChangesInAccountReceivables,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,annualGoodwill,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingPretaxIncome,trailingInterestExpense,annualCashCashEquivalentsAndMarketableSecurities,annualPurchaseOfInvestment,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualOperatingIncome,quarterlySaleOfInvestment,annualAccountsPayable,annualInvestingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyOtherIntangibleAssets,trailingTotalRevenue,annualDilutedAverageShares,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyCapitalStock,quarterlyAccountsPayable,annualPretaxIncome,annualInvestmentsAndAdvances,annualIncomeTaxPayable,quarterlyBeginningCashPosition,quarterlyInterestExpense,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyBasicAverageShares,quarterlyBasicEPS,quarterlyCurrentDebt,quarterlyCommonStockIssuance,annualChangeInInventory,quarterlyOtherIncomeExpense,quarterlyNetPPE,annualPurchaseOfBusiness,annualStockBasedCompensation,quarterlyTaxProvision,quarterlyInventory,annualStockholdersEquity,quarterlyNetOtherFinancingCharges,quarterlyRepaymentOfDebt,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,annualNonCurrentDeferredTaxesLiabilities,annualCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyNetIncome,quarterlyAccumulatedDepreciation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCapitalExpenditure,trailingGrossProfit,quarterlyOperatingCashFlow,annualNetPPE,annualOperatingCashFlow,quarterlyCurrentDeferredRevenue,quarterlyPurchaseOfBusiness,annualAccountsReceivable,annualCapitalStock,quarterlyOperatingExpense,quarterlyPretaxIncome,annualSaleOfInvestment,quarterlyOtherCurrentLiabilities,annualEbitda,annualOtherIntangibleAssets,annualInventory,annualCurrentLiabilities,annualGrossProfit,quarterlyChangeInCashSupplementalAsReported,quarterlyCostOfRevenue,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,quarterlyDilutedAverageShares,trailingNetIncome,quarterlyOtherCurrentAssets,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,annualNetIncome,quarterlyLongTermDebt,annualTotalAssets,quarterlyDilutedEPS,annualTotalLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,trailingNetIncomeCommonStockholders,annualBasicEPS,annualRetainedEarnings,quarterlyNetIncomeContinuousOperations,annualTotalNonCurrentAssets,trailingSellingGeneralAndAdministration,annualCostOfRevenue,annualOtherCurrentAssets,annualFreeCashFlow,annualBeginningCashPosition,annualLongTermDebt,annualCashDividendsPaid,annualCurrentDebt,annualSellingGeneralAndAdministration,trailingTaxProvision,annualOtherNonCashItems,quarterlyOtherNonCurrentLiabilities,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingCommonStockIssuance,annualResearchAndDevelopment,quarterlyDepreciationAndAmortization,trailingPurchaseOfBusiness,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,annualNonCurrentDeferredRevenue,trailingBasicEPS,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,trailingPurchaseOfInvestment,trailingChangesInAccountReceivables,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,trailingChangeInInventory,trailingChangeInAccountPayable,trailingCashDividendsPaid,trailingEndCashPosition,trailingOperatingCashFlow,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,trailingDepreciationAndAmortization,trailingSaleOfInvestment,annualDepreciationAndAmortization,trailingDeferredIncomeTax,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares,trailingFreeCashFlow
1451520000,3636000000.0,-27000000.0,-48000000.0,-984000000.0,229000000.0,-721000000.0,48701000000.0,229000000.0,223000000.0,0.14,,1336000000.0,564000000.0,1126000000.0,150000000.0,208000000.0,1622000000.0,229000000.0,-3896000000.0,2187000000.0,692000000.0,,14403000000.0,4065000000.0,-1140000000.0,,51398000000.0,3870000000.0,,2824000000.0,2824000000.0,-6103000000.0,1588000000.0,2051000000.0,382000000.0,168000000.0,108000000.0,,-12000000.0,,476000000.0,,-50000000.0,0.0,418000000.0,0.0,-10851000000.0,-156000000.0,,44636000000.0,298000000.0,-1942000000.0,51398000000.0,78000000.0,899000000.0,2230000000.0,23790000000.0,84104000000.0,81280000000.0,,,229000000.0,-96000000.0,-15116000000.0,-86000000.0,4516000000.0,47000000.0,1324000000.0,-5706000000.0,-461000000.0,-1693000000.0,3551000000.0,,2193000000.0,-461000000.0,,,22000000.0,1324000000.0,772000000.0,6040000000.0,,179000000.0,527000000.0,229000000.0,229000000.0,2229000000.0,-0.29,821000000.0,37000000.0,34000000.0,-1502000000.0,40547000000.0,,,43000000.0,407000000.0,35119000000.0,-9000000.0,-3223000000.0,0.0,6040000000.0,,327000000.0,,-695000000.0,-10851000000.0,-759000000.0,-897000000.0,,1796000000.0,40547000000.0,5303000000.0,,,1315000000.0,22000000.0,252000000.0,-693000000.0,228000000.0,298000000.0,5132000000.0,3551000000.0,407000000.0,4065000000.0,5642000000.0,50000000.0,2048000000.0,23790000000.0,227000000.0,-1971000000.0,1315000000.0,1622000000.0,2229000000.0,,366000000.0,44636000000.0,32000000.0,253000000.0,42406000000.0,84104000000.0,-0.29,48701000000.0,35119000000.0,,0.14,-6103000000.0,-736000000.0,81280000000.0,,8761000000.0,366000000.0,1407000000.0,315000000.0,42406000000.0,-4224000000.0,821000000.0,690000000.0,,-424000000.0,2230000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,3195000000.0,-44000000.0,,-1144000000.0,175000000.0,276000000.0,48683000000.0,,-176000000.0,,,1051000000.0,,,190000000.0,,,,,,,,,4396000000.0,-316000000.0,,,,,,2481000000.0,-6106000000.0,1348000000.0,,,179000000.0,-172000000.0,,,,,,-64000000.0,,1460000000.0,,,,,,,,,116000000.0,239000000.0,,,84229000000.0,81748000000.0,,,,,,,,43000000.0,,,,,3496000000.0,,,-414000000.0,,,22000000.0,1017000000.0,,,,229000000.0,441000000.0,175000000.0,175000000.0,2229000000.0,0.12,1702000000.0,0.0,,-142000000.0,41042000000.0,,,154000000.0,364000000.0,,77000000.0,-4336000000.0,0.0,6035000000.0,,,,315000000.0,,35000000.0,-811000000.0,,1050000000.0,,,,,,,297000000.0,468000000.0,,276000000.0,,,,,,-54000000.0,1847000000.0,23801000000.0,,-332000000.0,1203000000.0,1401000000.0,2229000000.0,,285000000.0,44287000000.0,46000000.0,,42105000000.0,,0.12,,35180000000.0,,,,314000000.0,,,,,,,,,,,,,2182000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,3144000000.0,-319000000.0,,-736000000.0,180000000.0,333000000.0,48844000000.0,,192000000.0,,,936000000.0,,,189000000.0,,,,,,,,,6566000000.0,-319000000.0,,,,,,2470000000.0,-6053000000.0,1237000000.0,,,209000000.0,28000000.0,,,,,,-52000000.0,,1611000000.0,,,,,,,,,-35000000.0,635000000.0,,,84317000000.0,81847000000.0,,,,,,,,38000000.0,,,,,3440000000.0,,,-554000000.0,,,22000000.0,1087000000.0,,,,175000000.0,471000000.0,180000000.0,180000000.0,2229000000.0,0.15,3419000000.0,0.0,,123000000.0,41199000000.0,,,213000000.0,361000000.0,,-7000000.0,-2464000000.0,0.0,6202000000.0,,,,372000000.0,,-553000000.0,-659000000.0,,1294000000.0,,,,,,,301000000.0,588000000.0,,405000000.0,,,,,,5000000.0,1907000000.0,23802000000.0,,-16000000.0,1278000000.0,1655000000.0,2229000000.0,,338000000.0,42278000000.0,3000000.0,,40201000000.0,,0.15,,35111000000.0,,,,375000000.0,,,,,,,,,,,,,2077000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,3330000000.0,-26000000.0,,833000000.0,357000000.0,-227000000.0,46636000000.0,,-6000000.0,,,958000000.0,,,171000000.0,,,,,,,,,6044000000.0,-319000000.0,,,,,,3363000000.0,-6560000000.0,1234000000.0,,,379000000.0,98000000.0,,,,,,2000000.0,,1215000000.0,,,,,,,,,-55000000.0,512000000.0,,,81604000000.0,78241000000.0,,,,,,,,,,,,,3384000000.0,,,-557000000.0,,,22000000.0,1192000000.0,,,,180000000.0,472000000.0,357000000.0,357000000.0,2230000000.0,-0.1,2944000000.0,0.0,,-292000000.0,38780000000.0,,,377000000.0,325000000.0,,-790000000.0,-2335000000.0,0.0,7358000000.0,,,,-188000000.0,,-1806000000.0,-639000000.0,,1151000000.0,,,,0.0,,,276000000.0,194000000.0,,413000000.0,,,,,,177000000.0,2096000000.0,22163000000.0,,-11000000.0,1282000000.0,1217000000.0,2230000000.0,,230000000.0,40592000000.0,19000000.0,,38518000000.0,,-0.1,,34606000000.0,,,,-183000000.0,,,,,,,,,,,,,2074000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,3389000000.0,-19000000.0,74000000.0,-658000000.0,684000000.0,170000000.0,45503000000.0,684000000.0,-100000000.0,0.25,,1014000000.0,917000000.0,1089000000.0,119000000.0,721000000.0,1710000000.0,684000000.0,-2882000000.0,2230000000.0,1087000000.0,,13058000000.0,5924000000.0,-318000000.0,,51011000000.0,0.0,,3229000000.0,3229000000.0,-6669000000.0,1229000000.0,1806000000.0,-107000000.0,320000000.0,190000000.0,,0.0,,-90000000.0,,29000000.0,0.0,1367000000.0,,-12306000000.0,144000000.0,,39579000000.0,261000000.0,-377000000.0,51011000000.0,-133000000.0,519000000.0,2225000000.0,22152000000.0,80305000000.0,77077000000.0,,,684000000.0,-408000000.0,-10060000000.0,455000000.0,3959000000.0,,1257000000.0,-1705000000.0,-661000000.0,-515000000.0,3319000000.0,,2230000000.0,-661000000.0,,,22000000.0,1257000000.0,1638000000.0,7027000000.0,,357000000.0,422000000.0,684000000.0,684000000.0,2230000000.0,0.08,2696000000.0,0.0,49000000.0,-204000000.0,38705000000.0,1401000000.0,,173000000.0,357000000.0,34431000000.0,794000000.0,-925000000.0,0.0,7027000000.0,,-2629000000.0,,209000000.0,-12306000000.0,-305000000.0,-773000000.0,,1292000000.0,38705000000.0,4787000000.0,,-1000000.0,1370000000.0,22000000.0,215000000.0,388000000.0,,261000000.0,5653000000.0,3319000000.0,357000000.0,5924000000.0,5048000000.0,327000000.0,2160000000.0,22152000000.0,552000000.0,-18000000.0,1370000000.0,1710000000.0,2230000000.0,,337000000.0,39579000000.0,-19000000.0,708000000.0,37354000000.0,80305000000.0,0.08,45503000000.0,34431000000.0,,0.25,-6669000000.0,215000000.0,77077000000.0,,8010000000.0,337000000.0,1905000000.0,229000000.0,37354000000.0,-1272000000.0,2696000000.0,669000000.0,,-85000000.0,2225000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,3424000000.0,-191000000.0,,-637000000.0,396000000.0,401000000.0,44788000000.0,,-266000000.0,,,986000000.0,,,181000000.0,,,,,,,,,6689000000.0,-319000000.0,,,,,,2675000000.0,-6540000000.0,1272000000.0,,,244000000.0,-35000000.0,,,,,,-37000000.0,,1714000000.0,,,,,,,,,105000000.0,222000000.0,,,79793000000.0,77118000000.0,,,,,,,,,,,,,3263000000.0,,,-593000000.0,,,22000000.0,1214000000.0,,,,684000000.0,465000000.0,396000000.0,396000000.0,2230000000.0,0.18,3928000000.0,,,170000000.0,39023000000.0,,,246000000.0,380000000.0,,386000000.0,-2122000000.0,0.0,7136000000.0,,,,440000000.0,,-538000000.0,-664000000.0,,886000000.0,,,,,,,286000000.0,691000000.0,,264000000.0,,,,,,-288000000.0,2152000000.0,22154000000.0,,9000000.0,1263000000.0,1283000000.0,2230000000.0,,156000000.0,38099000000.0,-35000000.0,,35464000000.0,,0.18,,34645000000.0,,,,445000000.0,,,,,,,,,,,,,2635000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,3368000000.0,-357000000.0,,-936000000.0,452000000.0,337000000.0,43989000000.0,,159000000.0,,,922000000.0,,,153000000.0,,,,,,,,,6363000000.0,-319000000.0,,,,,,2726000000.0,-6482000000.0,1165000000.0,,,210000000.0,-24000000.0,,,,,,-36000000.0,,1639000000.0,,,,,,,,,80000000.0,608000000.0,,,80203000000.0,77477000000.0,,,,,,,,,,,,,3208000000.0,,,-483000000.0,,,22000000.0,1353000000.0,,,,396000000.0,463000000.0,452000000.0,452000000.0,2230000000.0,0.15,3224000000.0,,,140000000.0,39423000000.0,,,216000000.0,438000000.0,,1211000000.0,-4002000000.0,0.0,7442000000.0,,,,376000000.0,,-297000000.0,-672000000.0,,1280000000.0,,,,,,,243000000.0,599000000.0,,335000000.0,,,,,,56000000.0,2203000000.0,22159000000.0,,17000000.0,1184000000.0,1451000000.0,2230000000.0,,187000000.0,37626000000.0,-58000000.0,,35100000000.0,,0.15,,35149000000.0,,,,383000000.0,,,,,,,,,,,,,2526000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,3281000000.0,-83000000.0,,-913000000.0,539000000.0,334000000.0,43827000000.0,,94000000.0,,,837000000.0,,,164000000.0,,,,,,,,,6174000000.0,-319000000.0,,,,,,2613000000.0,-6429000000.0,1103000000.0,,,170000000.0,-3000000.0,,,,,0.0,-122000000.0,,1568000000.0,,,,,,,,,-11000000.0,246000000.0,,,80351000000.0,77738000000.0,,,,,,,,,,,,,3153000000.0,,,-469000000.0,,,22000000.0,1358000000.0,,,,452000000.0,459000000.0,539000000.0,539000000.0,2231000000.0,0.15,3156000000.0,,,169000000.0,39867000000.0,,,160000000.0,428000000.0,,230000000.0,-3530000000.0,0.0,7484000000.0,,,,373000000.0,,-159000000.0,-895000000.0,,1141000000.0,,,,,,,266000000.0,547000000.0,,277000000.0,,,,,,87000000.0,2178000000.0,22164000000.0,,-20000000.0,1194000000.0,1383000000.0,2231000000.0,,176000000.0,37653000000.0,7000000.0,,35116000000.0,,0.15,,35225000000.0,,,,387000000.0,,,,,,,,,,,,,2537000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,3632000000.0,-53000000.0,2041000000.0,-876000000.0,264000000.0,-1050000000.0,43931000000.0,264000000.0,11000000.0,0.01,,812000000.0,1938000000.0,1070000000.0,175000000.0,223000000.0,1722000000.0,264000000.0,-3188000000.0,2230000000.0,2073000000.0,,13705000000.0,6181000000.0,-319000000.0,,54330000000.0,,0.0,2715000000.0,2715000000.0,-7754000000.0,1087000000.0,1832000000.0,-78000000.0,1449000000.0,135000000.0,,-250000000.0,,-2000000.0,0.0,117000000.0,0.0,1333000000.0,,-14175000000.0,73000000.0,,37750000000.0,291000000.0,18000000.0,54330000000.0,-252000000.0,337000000.0,2735000000.0,22162000000.0,79055000000.0,76340000000.0,,,264000000.0,-684000000.0,-11064000000.0,-420000000.0,3557000000.0,,1340000000.0,-3362000000.0,-541000000.0,436000000.0,3099000000.0,,2230000000.0,-541000000.0,,,22000000.0,1340000000.0,2161000000.0,7298000000.0,,539000000.0,445000000.0,264000000.0,264000000.0,2229000000.0,-0.47,2828000000.0,,-90000000.0,-43000000.0,40155000000.0,,,1316000000.0,424000000.0,33636000000.0,214000000.0,-1410000000.0,0.0,7298000000.0,,-1681000000.0,,-1006000000.0,-14175000000.0,-687000000.0,-957000000.0,,1294000000.0,40155000000.0,4601000000.0,,,1448000000.0,22000000.0,275000000.0,324000000.0,374000000.0,291000000.0,6254000000.0,3099000000.0,424000000.0,6181000000.0,4627000000.0,-275000000.0,2545000000.0,22162000000.0,22000000.0,12000000.0,1448000000.0,1722000000.0,2229000000.0,,238000000.0,37750000000.0,-4000000.0,183000000.0,35015000000.0,79055000000.0,-0.47,43931000000.0,33636000000.0,,0.01,-7754000000.0,-992000000.0,76340000000.0,,9078000000.0,238000000.0,1413000000.0,684000000.0,35015000000.0,-1276000000.0,2828000000.0,673000000.0,,-78000000.0,2735000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,3418000000.0,-66000000.0,,-725000000.0,363000000.0,485000000.0,43876000000.0,,-356000000.0,,,949000000.0,,,173000000.0,,,,,,,,,5429000000.0,-316000000.0,,,,,,2628000000.0,-7365000000.0,1210000000.0,,,149000000.0,-140000000.0,,,,,,90000000.0,,1743000000.0,-250000000.0,,,,,,,,126000000.0,267000000.0,,,79011000000.0,76383000000.0,,,,,,,,,,,,,3044000000.0,,,-667000000.0,,,22000000.0,1221000000.0,,,,326000000.0,467000000.0,294000000.0,294000000.0,2207000000.0,0.22,2494000000.0,,,224000000.0,40333000000.0,,,164000000.0,442000000.0,,2000000.0,-5684000000.0,,7420000000.0,,,,524000000.0,,-209000000.0,-707000000.0,,974000000.0,,,,,,,261000000.0,706000000.0,,307000000.0,,,,,,37000000.0,2208000000.0,22157000000.0,,-28000000.0,1349000000.0,1407000000.0,2207000000.0,,217000000.0,38447000000.0,-15000000.0,,35543000000.0,,0.22,,33667000000.0,,,,542000000.0,,,,,,,,,,,,,2381000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,3428000000.0,-45000000.0,,-707000000.0,347000000.0,-182000000.0,43821000000.0,,242000000.0,,,925000000.0,,,164000000.0,,,,,,,,,5379000000.0,-481000000.0,,,,,,2634000000.0,-7993000000.0,1172000000.0,,,-47000000.0,63000000.0,,,,,,30000000.0,,911000000.0,0.0,,,,,,,,-10000000.0,728000000.0,,,78315000000.0,75681000000.0,,,,,,,,,,,,,2989000000.0,,,-690000000.0,,,22000000.0,1269000000.0,,,,363000000.0,516000000.0,271000000.0,271000000.0,2204000000.0,-0.08,2132000000.0,,,-585000000.0,39905000000.0,,,-46000000.0,420000000.0,,45000000.0,-2891000000.0,,7293000000.0,,,,-141000000.0,,-801000000.0,-766000000.0,,1494000000.0,,,,,,,247000000.0,-176000000.0,,306000000.0,,,,,,-16000000.0,2256000000.0,22153000000.0,,-8000000.0,1357000000.0,1672000000.0,2204000000.0,,254000000.0,38442000000.0,21000000.0,,35366000000.0,,-0.08,,33035000000.0,,,,-130000000.0,,,,,,,,,,,,,2495000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,3517000000.0,-183000000.0,,2118000000.0,3560000000.0,689000000.0,43797000000.0,,163000000.0,,,927000000.0,,,154000000.0,,,,,,,,,5489000000.0,-483000000.0,,,,,,5766000000.0,-7744000000.0,1167000000.0,,,42000000.0,50000000.0,,,,,,-308000000.0,,2243000000.0,0.0,,,,,,,,-49000000.0,170000000.0,,,79063000000.0,73297000000.0,,,,,,,,,,,,,2935000000.0,,,-495000000.0,,,22000000.0,1307000000.0,,,,347000000.0,473000000.0,3459000000.0,3459000000.0,2205000000.0,0.31,2337000000.0,,,747000000.0,37795000000.0,,,196000000.0,383000000.0,,14000000.0,-2646000000.0,,7432000000.0,,,,732000000.0,,157000000.0,-737000000.0,,907000000.0,,,,,,,240000000.0,1201000000.0,,89000000.0,,,,,,3213000000.0,2350000000.0,21965000000.0,,-7000000.0,1384000000.0,1756000000.0,2205000000.0,,227000000.0,38308000000.0,32000000.0,,35268000000.0,,0.31,,33487000000.0,,,,1005000000.0,,,,,,,,,,,,,2407000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,3781000000.0,-139000000.0,63000000.0,-754000000.0,3331000000.0,480000000.0,44335000000.0,3331000000.0,350000000.0,0.66,,1160000000.0,587000000.0,943000000.0,110000000.0,1919000000.0,1385000000.0,3280000000.0,-2924000000.0,2216000000.0,405000000.0,,14144000000.0,7557000000.0,-494000000.0,,53256000000.0,,,5722000000.0,5722000000.0,-7716000000.0,1355000000.0,1917000000.0,-50000000.0,261000000.0,48000000.0,,-273000000.0,,399000000.0,,-10000000.0,,1823000000.0,-23000000.0,-15359000000.0,21000000.0,,36778000000.0,88000000.0,-70000000.0,53256000000.0,-117000000.0,954000000.0,2176000000.0,21965000000.0,78866000000.0,73144000000.0,,,3280000000.0,-433000000.0,-14591000000.0,3005000000.0,3961000000.0,,1337000000.0,-68000000.0,-330000000.0,462000000.0,2880000000.0,,2216000000.0,-330000000.0,,,23000000.0,1337000000.0,2506000000.0,7481000000.0,,3560000000.0,461000000.0,3280000000.0,3280000000.0,2248000000.0,0.21,3388000000.0,,15000000.0,76000000.0,37897000000.0,,,273000000.0,385000000.0,33678000000.0,2000000.0,-3370000000.0,,7481000000.0,,-1824000000.0,,494000000.0,-15359000000.0,-971000000.0,-714000000.0,,1668000000.0,37897000000.0,5043000000.0,,,1498000000.0,23000000.0,195000000.0,775000000.0,124000000.0,88000000.0,6720000000.0,2880000000.0,385000000.0,7557000000.0,4904000000.0,-229000000.0,2426000000.0,21965000000.0,1473000000.0,-27000000.0,1498000000.0,1385000000.0,2248000000.0,,225000000.0,36778000000.0,-23000000.0,1609000000.0,33936000000.0,78866000000.0,0.21,44335000000.0,33678000000.0,,0.66,-7716000000.0,502000000.0,73144000000.0,,9240000000.0,225000000.0,2119000000.0,326000000.0,33936000000.0,-1774000000.0,3388000000.0,601000000.0,,-198000000.0,2176000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,3429000000.0,-331000000.0,,-814000000.0,270000000.0,556000000.0,41836000000.0,,-507000000.0,,,1018000000.0,,,154000000.0,,,,,,,,,5009000000.0,-455000000.0,,,,,,2262000000.0,-7619000000.0,1290000000.0,,,-31000000.0,-189000000.0,,,,,,50000000.0,,1199000000.0,-2000000.0,,,,,,,,193000000.0,81000000.0,,,76292000000.0,74030000000.0,,,,,,,,,,,,,2826000000.0,,,-508000000.0,,,23000000.0,1012000000.0,,,,3331000000.0,460000000.0,221000000.0,221000000.0,2262000000.0,0.24,2502000000.0,,,181000000.0,37782000000.0,,,172000000.0,429000000.0,,-860000000.0,-2990000000.0,,7770000000.0,,,,556000000.0,,-2908000000.0,-554000000.0,,635000000.0,,,,-16000000.0,,,272000000.0,739000000.0,,,,,,,,-3061000000.0,2139000000.0,21965000000.0,,-8000000.0,1310000000.0,2507000000.0,2262000000.0,,2041000000.0,36827000000.0,-52000000.0,,33328000000.0,,0.24,,33612000000.0,,,,567000000.0,,,,,,,,,,,,,2794000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,3214000000.0,-481000000.0,,-981000000.0,249000000.0,518000000.0,42211000000.0,,248000000.0,,,963000000.0,,,148000000.0,,,,,,,,,5659000000.0,-569000000.0,,,,,,2300000000.0,-7671000000.0,1212000000.0,,,142000000.0,-66000000.0,,,,,,2000000.0,,1128000000.0,0.0,,,,,,,,86000000.0,839000000.0,,,76695000000.0,74395000000.0,,,,,,,,,,,,,2782000000.0,,,-448000000.0,,,23000000.0,900000000.0,,,,270000000.0,452000000.0,213000000.0,213000000.0,2262000000.0,0.23,3054000000.0,,,165000000.0,37840000000.0,,,148000000.0,450000000.0,,53000000.0,-1632000000.0,,8124000000.0,,,,518000000.0,,-505000000.0,-624000000.0,,1463000000.0,,,,,,,249000000.0,676000000.0,,2605000000.0,,,,,,-21000000.0,2002000000.0,21964000000.0,,-11000000.0,1227000000.0,531000000.0,2262000000.0,,2087000000.0,36552000000.0,-21000000.0,,33005000000.0,,0.23,,33638000000.0,,,,528000000.0,,,,,,,,,,,,,2772000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,3214000000.0,-336000000.0,,-815000000.0,268000000.0,506000000.0,42457000000.0,,-175000000.0,,,948000000.0,,,154000000.0,,,,,,,,,6826000000.0,-569000000.0,,,,,,2365000000.0,-7733000000.0,1206000000.0,,,143000000.0,-11000000.0,,,,,,-27000000.0,,1115000000.0,0.0,,,,,,,,-53000000.0,482000000.0,,,76931000000.0,74566000000.0,,,,,,,,,,,,,2729000000.0,,,-384000000.0,,,23000000.0,916000000.0,,,,249000000.0,447000000.0,241000000.0,241000000.0,2264000000.0,0.22,4406000000.0,,,167000000.0,37934000000.0,,,151000000.0,405000000.0,,-13000000.0,-1681000000.0,,8387000000.0,,,,506000000.0,,-187000000.0,-541000000.0,,1023000000.0,,,,,,,258000000.0,668000000.0,,2420000000.0,,,,,,19000000.0,2008000000.0,21964000000.0,,-11000000.0,1273000000.0,360000000.0,2264000000.0,,2124000000.0,35631000000.0,45000000.0,,32111000000.0,,0.22,,33633000000.0,,,,517000000.0,,,,,,,,,,,,,2719000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577750400,3352000000.0,,,,,610000000.0,40071000000.0,,,,,1002000000.0,,,134000000.0,,,185000000.0,,,,1013000000.0,,5000000000.0,,,,,,3238000000.0,3238000000.0,,1236000000.0,,,,,8265000000.0,,2239000000.0,,,,,1524000000.0,,,,,35071000000.0,2623000000.0,,,,,2253000000.0,21451000000.0,74157000000.0,70919000000.0,3165000000.0,1801000000.0,185000000.0,,,,,,,,-333000000.0,,,13209000000.0,,-333000000.0,3931000000.0,1035000000.0,,,,7759000000.0,,,442000000.0,185000000.0,185000000.0,2265000000.0,0.27,2377000000.0,,,522000000.0,36419000000.0,,,455000000.0,,33742000000.0,,,,7759000000.0,,,,610000000.0,,,,4944000000.0,,36419000000.0,,,,,,234000000.0,1082000000.0,,2623000000.0,,,,5000000000.0,,,2116000000.0,21451000000.0,,,,,2265000000.0,2190000000.0,3053000000.0,35071000000.0,,,32015000000.0,74157000000.0,0.27,40071000000.0,33742000000.0,2190000000.0,,,627000000.0,70919000000.0,590000000.0,,3053000000.0,,,32015000000.0,,2377000000.0,,926000000.0,,2253000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
