,annualNetIncomeContinuousOperations,annualCashAndCashEquivalents,quarterlyEbitda,trailingNetOtherFinancingCharges,quarterlyTotalRevenue,quarterlyOperatingIncome,annualNetOtherFinancingCharges,quarterlyGrossProfit,quarterlyNetIncomeCommonStockholders,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,annualCurrentDebt,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,annualDilutedEPS,quarterlyOtherNonCashItems,annualChangeInAccountPayable,trailingCostOfRevenue,annualChangesInAccountReceivables,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,annualDeferredIncomeTax,trailingFreeCashFlow,trailingBeginningCashPosition,quarterlyCurrentLiabilities,annualInterestExpense,quarterlyCurrentAssets,trailingChangesInAccountReceivables,quarterlyGrossPPE,quarterlyIncomeTaxPayable,annualAccumulatedDepreciation,quarterlyRetainedEarnings,quarterlyRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingOperatingExpense,quarterlyStockBasedCompensation,annualOtherNonCurrentAssets,annualRepurchaseOfCapitalStock,annualDilutedAverageShares,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualChangeInWorkingCapital,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyGoodwill,quarterlyNetOtherInvestingChanges,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,annualBasicAverageShares,annualFreeCashFlow,annualCommonStockIssuance,annualNetIncome,annualRetainedEarnings,quarterlyChangeInInventory,quarterlyOperatingExpense,annualBeginningCashPosition,annualAccountsReceivable,quarterlyLongTermDebt,trailingChangeInAccountPayable,annualCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyOtherNonCurrentLiabilities,annualLongTermDebt,annualCashDividendsPaid,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalAssets,trailingTaxProvision,quarterlyOtherCurrentAssets,annualSellingGeneralAndAdministration,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualTotalNonCurrentAssets,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlyCurrentDebt,quarterlyCapitalExpenditure,quarterlyBasicEPS,quarterlyCommonStockIssuance,annualPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,annualStockholdersEquity,quarterlyInterestExpense,trailingDepreciationAndAmortization,trailingStockBasedCompensation,trailingChangeInInventory,annualDepreciationAndAmortization,annualChangeInInventory,annualIncomeTaxPayable,annualSaleOfInvestment,quarterlyOtherIncomeExpense,quarterlyInventory,annualStockBasedCompensation,quarterlyNetOtherFinancingCharges,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualCapitalStock,annualOperatingCashFlow,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualOtherIntangibleAssets,trailingPretaxIncome,quarterlyBasicAverageShares,annualCashCashEquivalentsAndMarketableSecurities,annualInventory,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyTaxProvision,quarterlyPretaxIncome,quarterlyNetPPE,annualCurrentLiabilities,annualGrossProfit,annualNetPPE,annualEbitda,quarterlyOtherCurrentLiabilities,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,annualGrossPPE,annualOtherCurrentLiabilities,annualBasicEPS,quarterlyChangesInAccountReceivables,annualGoodwill,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,quarterlyTotalNonCurrentAssets,annualChangeInCashSupplementalAsReported,annualGainsLossesNotAffectingRetainedEarnings,trailingGrossProfit,annualRepaymentOfDebt,trailingChangeInWorkingCapital,annualTotalRevenue,quarterlyFreeCashFlow,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingOperatingIncome,quarterlyCashAndCashEquivalents,annualAccountsPayable,trailingInvestingCashFlow,trailingTotalRevenue,trailingDeferredIncomeTax,annualPretaxIncome,quarterlySaleOfInvestment,annualInvestingCashFlow,annualEndCashPosition,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyDepreciationAndAmortization,trailingCashFlowFromContinuingFinancingActivities,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingChangeInCashSupplementalAsReported,trailingRepaymentOfDebt,annualOperatingIncome,quarterlyDilutedAverageShares,trailingCapitalExpenditure,quarterlyCapitalStock,annualNonCurrentDeferredRevenue,quarterlyPurchaseOfInvestment,trailingSellingGeneralAndAdministration,trailingCashDividendsPaid,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,annualPurchaseOfInvestment,trailingOtherIncomeExpense,trailingBasicEPS,trailingCommonStockIssuance,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingResearchAndDevelopment,annualOtherShortTermInvestments,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,quarterlyCashDividendsPaid,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingPurchaseOfBusiness,trailingDilutedEPS,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue
993859200,,,27082000.0,,794822000.0,20170000.0,,108616000.0,10872000.0,9791000.0,-49990000.0,,,,,,383071000.0,,820000.0,,,,,0.29,,,,245766000.0,,330049000.0,,147256000.0,,,,0.0,,-6428000.0,,,,,,,,,,399102000.0,686206000.0,,,-207000.0,,,,,,,,,,88446000.0,,,127604000.0,,,,0.0,,,10872000.0,10872000.0,-425000.0,,,,15067000.0,,137305000.0,,,,32037000.0,-7073000.0,0.3,,,34482000.0,,2161000.0,,,,,,,,-474000.0,143732000.0,,23982000.0,,1640000.0,,9701000.0,,,,12176000.0,-3332000.0,,,36542000.0,,,,,-43323000.0,6663000.0,17535000.0,147256000.0,,,,,62158000.0,,,,,,,,782173000.0,,452124000.0,,,,,,,5103000.0,9791000.0,,9791000.0,,,,,,,,,,,,6912000.0,,,151571000.0,,13123000.0,,,,37857000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001808000,,,30193000.0,,798807000.0,22954000.0,,110897000.0,12921000.0,16041000.0,-65610000.0,,,,,,370187000.0,,77579000.0,,,,,0.34,,,,271798000.0,,298678000.0,,150476000.0,,,,0.0,,,,,,,,,,,,454447000.0,687910000.0,,,-6150000.0,,,,,,,,,,87943000.0,,,88544000.0,,,,0.0,,,12921000.0,12921000.0,-359000.0,,,,20797000.0,,98389000.0,,,,48409000.0,-6566000.0,0.35,,,-10107000.0,,1252000.0,,,,,,,,-861000.0,159625000.0,,-24490000.0,,7789000.0,,9845000.0,,,,81967000.0,6250000.0,,,36944000.0,,,,,,7920000.0,20841000.0,150476000.0,,,,,68303000.0,,,,,,,,824634000.0,367691000.0,525956000.0,,,,,,,75401000.0,16041000.0,,16041000.0,,,,,,,,,,,,7239000.0,,,155086000.0,,9791000.0,,,,38377000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,40483000.0,68274000.0,32915000.0,,920144000.0,21075000.0,-1086000.0,142232000.0,10391000.0,68274000.0,-301479000.0,,52875000.0,111702000.0,-30136000.0,381135000.0,669594000.0,1.03,6303000.0,,,,321560000.0,,13239000.0,,,348034000.0,8807000.0,417789000.0,,247197000.0,0.0,,155528000.0,0.0,,,,,8493000.0,0.0,39328000.0,,417789000.0,-5346000.0,,608197000.0,777912000.0,40483000.0,425186000.0,4906000.0,669594000.0,,111702000.0,37957000.0,135085000.0,143391000.0,40483000.0,155528000.0,,121157000.0,18530000.0,,270594000.0,,2780128000.0,,0.0,270594000.0,,10391000.0,10391000.0,-349000.0,24812000.0,1277791000.0,,8832000.0,,321560000.0,860002000.0,84864000.0,8832000.0,52875000.0,-9779000.0,,,-395439000.0,317285000.0,608197000.0,3752000.0,,,,31981000.0,-21543000.0,0.0,0.0,-564000.0,176245000.0,,19450000.0,,8493000.0,,50966000.0,,438000.0,165221000.0,36427000.0,52233000.0,179126000.0,,,68274000.0,176245000.0,50966000.0,,,6368000.0,16759000.0,247197000.0,348034000.0,457120000.0,247197000.0,107966000.0,0.0,0.0,-447000.0,247197000.0,0.0,1.07,,425186000.0,1277791000.0,179126000.0,860002000.0,49744000.0,,,-2172000.0,,3237248000.0,26648000.0,68274000.0,,68274000.0,183457000.0,,,,65295000.0,,-422862000.0,68274000.0,,307385000.0,,11840000.0,,,183457000.0,-1883000.0,16041000.0,,,75985000.0,,,438000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,,,31508000.0,,996903000.0,21416000.0,,153325000.0,10756000.0,90916000.0,-11593000.0,,,,,,714882000.0,,108000.0,,,,,0.24,,,,370187000.0,,469636000.0,,250180000.0,,,,,,12606000.0,,,,,,,,,,622492000.0,843578000.0,,,-356000.0,,,,,,,,,,131909000.0,,,269652000.0,,,,0.0,,,10756000.0,10756000.0,-501000.0,,,,197352000.0,,344695000.0,,,,51116000.0,-11657000.0,0.25,,,673000.0,,4299000.0,,,,,,,,93000.0,181368000.0,,1174000.0,,8729000.0,,75043000.0,,,,33562000.0,22642000.0,,,43847000.0,,,,,0.0,6454000.0,17210000.0,250180000.0,,,,,120024000.0,,,,,,,,1337374000.0,608829000.0,867738000.0,,,,,,,21905000.0,90916000.0,,90916000.0,,,,,,,,,,,,10092000.0,,,199047000.0,,68274000.0,,,,45411000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,,,51038000.0,,1068054000.0,40260000.0,,182094000.0,22278000.0,30003000.0,-109079000.0,,,,,,741355000.0,,148000.0,,,,,0.47,,,,384371000.0,,453583000.0,,263440000.0,,,,,,1632000.0,,,,,,,,,,647488000.0,885960000.0,,480965000.0,898000.0,,,,,,,,,,141834000.0,,,281940000.0,,,,0.0,,,22278000.0,22278000.0,-723000.0,,,,54527000.0,,356984000.0,,,,53314000.0,-16952000.0,0.51,,,13330000.0,,4442000.0,,,,,,,,-173000.0,196385000.0,,1053000.0,,8231000.0,,75044000.0,,,,34836000.0,-60913000.0,,,44024000.0,,,,,-93075000.0,13367000.0,35645000.0,263440000.0,,,,,124936000.0,,,,,,,,1388843000.0,182624000.0,935260000.0,,,,,,,17884000.0,30003000.0,,30003000.0,,,,,,,,,,,,10778000.0,,,206121000.0,,90916000.0,,,,51622000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,,,42399000.0,,1169848000.0,30487000.0,,188700000.0,15988000.0,30771000.0,-120982000.0,,,,,,857062000.0,,2474000.0,,,,,0.34,,,,412518000.0,,501218000.0,,291672000.0,,,,,,8330000.0,,,,,,,,,,693724000.0,981148000.0,,550110000.0,-1218000.0,,,,,,,,,,158213000.0,,,369500000.0,,,,0.0,,,15988000.0,15988000.0,-724000.0,,,,51221000.0,,444544000.0,,,,56119000.0,-13993000.0,0.36,,,83046000.0,,4631000.0,,,,,,,,-276000.0,214887000.0,,96770000.0,,8118000.0,,75044000.0,,,,38704000.0,768000.0,,,44736000.0,,,,,-106468000.0,9592000.0,25580000.0,291672000.0,,,,,125291000.0,,,,,,,,1550786000.0,199668000.0,1049568000.0,,,,,,,24711000.0,30771000.0,,30771000.0,,,,,,,,,,,,11912000.0,,,231108000.0,,30003000.0,,,,52220000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,66476000.0,33660000.0,45615000.0,,1203578000.0,33535000.0,8120000.0,196819000.0,17454000.0,33660000.0,-30533000.0,,77263000.0,125265000.0,-58365000.0,595240000.0,902848000.0,1.42,19428000.0,,,,454784000.0,,6291000.0,,,448064000.0,18763000.0,529146000.0,,293994000.0,9098000.0,,222004000.0,,,-44322000.0,,,13616000.0,0.0,52047000.0,,529146000.0,-21754000.0,,714869000.0,1006759000.0,66476000.0,575464000.0,-33000.0,902848000.0,220676000.0,125265000.0,44445000.0,59668000.0,0.0,66476000.0,222004000.0,,163284000.0,68274000.0,220676000.0,370095000.0,,3717445000.0,,0.0,370095000.0,,17454000.0,17454000.0,-555000.0,39886000.0,1617717000.0,,17869000.0,,454784000.0,1088571000.0,22158000.0,17869000.0,77263000.0,-15763000.0,,,-215129000.0,22491000.0,714869000.0,5391000.0,,,,44862000.0,-25710000.0,9098000.0,,-217000.0,239846000.0,,-90877000.0,,13616000.0,,84689000.0,,453000.0,118033000.0,10931000.0,2889000.0,205497000.0,,,33660000.0,239846000.0,84689000.0,,-15586000.0,10473000.0,27927000.0,293994000.0,448064000.0,720938000.0,293994000.0,170560000.0,0.0,0.0,0.0,293994000.0,0.0,1.5,,575464000.0,1617717000.0,205497000.0,1088571000.0,-34614000.0,,,-2503000.0,,4438383000.0,-4832000.0,33660000.0,,33660000.0,236438000.0,,,,106362000.0,,-272187000.0,33660000.0,,119540000.0,,12080000.0,,,236438000.0,-573000.0,30771000.0,,,125698000.0,,,453000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,,,42637000.0,,1269105000.0,30404000.0,,199338000.0,16420000.0,39190000.0,-25403000.0,,,,,,910589000.0,,439000.0,,,,,0.35,,,,471182000.0,,543605000.0,,303978000.0,,,,,,35142000.0,,,,,,,,,,735452000.0,1069767000.0,,585474000.0,0.0,,228461000.0,,,,,,,,168934000.0,,,351763000.0,,,,0.0,,,16420000.0,16420000.0,-707000.0,,,,34386000.0,,439407000.0,,,,59207000.0,-20208000.0,0.36,,,-33301000.0,,4790000.0,,,,,,,,869000.0,241568000.0,,-32594000.0,,9637000.0,,87644000.0,,,,64234000.0,5530000.0,,,45345000.0,,,,,-9704000.0,10063000.0,26483000.0,303978000.0,,,,,147380000.0,,,,,,,,1646041000.0,203347000.0,1102436000.0,,,,,,,44026000.0,39190000.0,,39190000.0,,,,,,4500000.0,,,,,,12233000.0,,,264595000.0,,33660000.0,,,,52452000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,,,56250000.0,,1366883000.0,43746000.0,,215004000.0,23944000.0,44355000.0,-34276000.0,,,,,,911392000.0,,1745000.0,,,,,0.49,,,,474329000.0,,551762000.0,,326149000.0,,,,,,-1819000.0,,,,,,,,,,761395000.0,1151879000.0,,584917000.0,16000.0,,237196000.0,,,,,,,,171258000.0,,,349419000.0,,,,0.0,,,23944000.0,23944000.0,-784000.0,,,,32532000.0,,437063000.0,,,,63709000.0,-32913000.0,0.53,,,3067000.0,,4955000.0,,,,,,,,-171000.0,237679000.0,,3851000.0,,8598000.0,,87644000.0,,,,36374000.0,5165000.0,,,45451000.0,,,,,-1657000.0,14676000.0,38620000.0,326149000.0,,,,,148998000.0,,,,,,,,1672787000.0,201361000.0,1121025000.0,,,,,,,3461000.0,44355000.0,,44355000.0,,,,,,0.0,,,,,,12504000.0,,,261622000.0,,39190000.0,,,,52817000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,,,52654000.0,,1388334000.0,39826000.0,,215384000.0,21604000.0,36099000.0,-16095000.0,,,,,,874295000.0,,2189000.0,,,,,0.44,,,,473756000.0,,542102000.0,,331588000.0,,,,,,3466000.0,,,,,,,,,,790715000.0,1172950000.0,,582396000.0,0.0,,222565000.0,,,,,,,,175558000.0,,,303423000.0,,,,0.0,,,21604000.0,21604000.0,-705000.0,,,,36754000.0,,400539000.0,,,,71471000.0,-16388000.0,0.47,,,-32248000.0,,4714000.0,,,,,,,,-266000.0,246684000.0,,-31543000.0,,9696000.0,,97116000.0,,,,40087000.0,-8256000.0,,,45681000.0,,,,,182000.0,13242000.0,34846000.0,331588000.0,,,,,143467000.0,,,,,,,,1665010000.0,199228000.0,1122908000.0,,,,,,,23699000.0,36099000.0,,36099000.0,,,,,,0.0,,,,,,12828000.0,,,258818000.0,,44355000.0,,,,53186000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,74191000.0,38916000.0,38418000.0,,1495489000.0,24754000.0,-4527000.0,224810000.0,12223000.0,38916000.0,-45967000.0,,83155000.0,150377000.0,-112819000.0,715806000.0,932653000.0,1.54,-19388000.0,,,,463729000.0,,24443000.0,,,468924000.0,19123000.0,581875000.0,,363052000.0,0.0,,296195000.0,,,-44600000.0,,,11761000.0,,53002000.0,,581875000.0,-7811000.0,,803815000.0,1270679000.0,74191000.0,582966000.0,0.0,932653000.0,242340000.0,150377000.0,45583000.0,14218000.0,0.0,74191000.0,296195000.0,,200056000.0,33660000.0,242340000.0,353919000.0,,4665275000.0,,0.0,353919000.0,,12223000.0,12223000.0,-355000.0,45472000.0,1736468000.0,,14790000.0,,463729000.0,1154593000.0,-15015000.0,14790000.0,83155000.0,-43310000.0,,,-13956000.0,62442000.0,803815000.0,4664000.0,,,,51229000.0,-13602000.0,0.0,4500000.0,-376000.0,257198000.0,,55759000.0,,11761000.0,,109810000.0,,459000.0,127037000.0,-13658000.0,2817000.0,196814000.0,,,38916000.0,257198000.0,109810000.0,,-2777000.0,7491000.0,19714000.0,363052000.0,468924000.0,854536000.0,363052000.0,189959000.0,0.0,0.0,0.0,363052000.0,0.0,1.63,,582966000.0,1736468000.0,196814000.0,1154593000.0,5256000.0,,,-2551000.0,,5519811000.0,-56968000.0,38916000.0,,38916000.0,235392000.0,,,,119663000.0,0.0,-121741000.0,38916000.0,,-40000.0,,13664000.0,,,235392000.0,56000.0,36099000.0,,,138730000.0,,,459000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,,,30739000.0,,1465067000.0,16755000.0,,218518000.0,7476000.0,51514000.0,-21385000.0,,,,,,958629000.0,,1169000.0,,,,,0.16,,,,541123000.0,,613452000.0,,372168000.0,,,,,,28984000.0,,,,,,,,,,816308000.0,1246549000.0,,582668000.0,0.0,,247872000.0,,,,,,,,201763000.0,,,310528000.0,,,,0.0,,,7476000.0,7476000.0,-43517000.0,,,,33510000.0,,417506000.0,,,,104688000.0,-21134000.0,0.16,,,-17630000.0,,4749000.0,,,,,,,,52000.0,280556000.0,,4228000.0,,12230000.0,,106978000.0,,,,51613000.0,12598000.0,,,45999000.0,,,,,-300000.0,4582000.0,12058000.0,372168000.0,,,,,154172000.0,,,,,,,,1774937000.0,194419000.0,1161485000.0,,,,,,,30479000.0,51514000.0,,51514000.0,,,,,,0.0,,,,,,13984000.0,,,282263000.0,,38916000.0,,,,47067000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,,,49523000.0,,1555722000.0,35303000.0,,235401000.0,18796000.0,55123000.0,-22207000.0,,,,,,952613000.0,,2957000.0,,,,,0.39,,,,544378000.0,,622152000.0,,381437000.0,,,,,,8644000.0,,,,,,,,,,841016000.0,1320321000.0,,584016000.0,0.0,,250040000.0,,,,,,,,200098000.0,,,290161000.0,,,,0.0,,,18796000.0,18796000.0,-20466000.0,,,,31468000.0,,408235000.0,,,,103665000.0,-21765000.0,0.41,,,-18801000.0,,4786000.0,,,,,,,,-132000.0,285521000.0,,2589000.0,,14032000.0,,118074000.0,,,,44617000.0,3609000.0,,,46344000.0,,,,,-761000.0,11589000.0,30385000.0,381437000.0,,,,,164779000.0,,,,,,,,1793629000.0,191992000.0,1171477000.0,,,,,,,22852000.0,55123000.0,,55123000.0,,,,,,0.0,,,,,,14220000.0,,,275934000.0,,51514000.0,,,,53325000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,,,48487000.0,,1547783000.0,33756000.0,,231405000.0,17763000.0,49033000.0,-16789000.0,,,,,,969269000.0,,1189000.0,,,,,0.37,,,,551024000.0,,657209000.0,,384357000.0,,,,,,-44592000.0,,,,,,,,,,863891000.0,1316378000.0,,584900000.0,0.0,,263904000.0,,,,,,,,197649000.0,,,289366000.0,,,,0.0,,,17763000.0,17763000.0,-1017000.0,,,,40117000.0,,418245000.0,,,,122211000.0,-15691000.0,0.38,,,21608000.0,,4732000.0,,,,,,,,-328000.0,304155000.0,,3857000.0,,15788000.0,,128879000.0,,,,-10909000.0,-6090000.0,,,46523000.0,,,,,-1176000.0,10933000.0,28696000.0,384357000.0,,,,,169694000.0,,,,,,,,1833160000.0,190906000.0,1175951000.0,,,,,,,-26600000.0,49033000.0,,49033000.0,,,,,,0.0,,,,,,14731000.0,,,259119000.0,,55123000.0,,,,53270000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,52558000.0,52322000.0,42896000.0,,1580351000.0,27132000.0,12181000.0,234540000.0,8523000.0,52322000.0,-24893000.0,,129015000.0,164423000.0,-83471000.0,806918000.0,953452000.0,1.11,913000.0,,,,392357000.0,,,,,561095000.0,16829000.0,645919000.0,,394701000.0,,,348753000.0,,,1652000.0,,,15764000.0,,47181000.0,,645919000.0,-5312000.0,,874313000.0,1345811000.0,52558000.0,586510000.0,0.0,953452000.0,245755000.0,164423000.0,46398000.0,32503000.0,,52558000.0,348753000.0,,207408000.0,38916000.0,245755000.0,278584000.0,,5229059000.0,,0.0,278584000.0,,8523000.0,8523000.0,-137528000.0,32118000.0,1827765000.0,,15628000.0,,392357000.0,1181846000.0,6228000.0,15628000.0,129015000.0,-24881000.0,,,-3086000.0,-2471000.0,874313000.0,2562000.0,,,,58699000.0,-57308000.0,,0.0,-11033000.0,314835000.0,,1507000.0,,15764000.0,,113773000.0,,468000.0,115974000.0,30653000.0,3289000.0,184871000.0,,,52322000.0,314835000.0,113773000.0,,-849000.0,5014000.0,13537000.0,394701000.0,561095000.0,919864000.0,394701000.0,171645000.0,0.0,0.0,0.0,394701000.0,0.0,1.13,,586510000.0,1827765000.0,184871000.0,1181846000.0,13406000.0,,,-202528000.0,,6148923000.0,5772000.0,52322000.0,,52322000.0,267657000.0,,,,84676000.0,0.0,-85274000.0,52322000.0,,-17294000.0,,15764000.0,,,267657000.0,-11441000.0,49033000.0,,,112946000.0,,,468000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,,,15855000.0,,1422807000.0,9426000.0,,179916000.0,13695000.0,49710000.0,-19784000.0,,,,,,970683000.0,,420000.0,,,,,0.29,,,,674093000.0,,1226295000.0,,214247000.0,,,,,,52431000.0,,,,,,,,,,891305000.0,1242891000.0,,354037000.0,0.0,,197498000.0,,,,,,,,170490000.0,,,255719000.0,,,,0.0,,,4683000.0,13695000.0,-57849000.0,,,,691990000.0,,296590000.0,,,,54900000.0,-18546000.0,0.29,,,-54804000.0,,973000.0,,,,,,,,-842000.0,287097000.0,,3045000.0,,14004000.0,,40871000.0,,,,63963000.0,-2612000.0,,,46872000.0,,,,,-1255000.0,2928000.0,7611000.0,214247000.0,,,,,331402000.0,,,,,,,,1861988000.0,53405000.0,635693000.0,,,,,,,45417000.0,49710000.0,,49710000.0,,,,,,,,,,,,6429000.0,,,287791000.0,,52322000.0,,,,47403000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,,,28556000.0,,1456735000.0,21951000.0,,189392000.0,203795000.0,647058000.0,-19738000.0,,,,,,695427000.0,,-180224000.0,,,,,4.28,,,,648757000.0,,1142665000.0,,228301000.0,162880000.0,,,,,35542000.0,,,,,,,,,,1096673000.0,1267343000.0,,353963000.0,0.0,,179921000.0,,,,,,,,167441000.0,,,3536000.0,,,,0.0,,,12246000.0,203795000.0,-201647000.0,,,,34864000.0,,46670000.0,,,,55436000.0,-19813000.0,4.34,,,-200614000.0,,1540000.0,,,,,,,,-594000.0,280822000.0,,1033000.0,,14883000.0,,43134000.0,,,,55127000.0,597348000.0,,,46955000.0,,,,,0.0,7571000.0,19817000.0,228301000.0,,,,,142663000.0,,,,,,,,1792100000.0,52288000.0,649435000.0,,,,,,,35314000.0,647058000.0,,647058000.0,,,,,,,,,,,,6605000.0,,,287778000.0,,49710000.0,,,,47608000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,,,24205000.0,,1401780000.0,17623000.0,,185868000.0,11447000.0,149491000.0,-20178000.0,,,,,,520917000.0,,183508000.0,,,,,0.27,,,,477926000.0,,673443000.0,,240867000.0,16318000.0,,,,,-72396000.0,,,,,,,,,,816652000.0,1215912000.0,,355836000.0,0.0,,198092000.0,,,,,,,,168245000.0,,,3396000.0,,,,0.0,,,11911000.0,11447000.0,27072000.0,,,,34518000.0,,42991000.0,,,,82648000.0,-18326000.0,0.27,,,-266712000.0,,324000.0,,,,,,,,-1311000.0,291342000.0,,7429000.0,,16090000.0,,39595000.0,,,,-51353000.0,-497567000.0,,,42316000.0,,,,,-1903000.0,7295000.0,19206000.0,240867000.0,,,,,132294000.0,,,,,,,,1337569000.0,51333000.0,664126000.0,,,,,,,-69679000.0,149491000.0,,149491000.0,,,,,,,,,,,,6582000.0,,,246666000.0,,647058000.0,,,,42906000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,41764000.0,99461000.0,28242000.0,,1440050000.0,21478000.0,11787000.0,192230000.0,18201000.0,99461000.0,-21653000.0,,100908000.0,122885000.0,-77576000.0,676928000.0,535773000.0,5.64,-204334000.0,,,,46649000.0,,2919000.0,,,489124000.0,3246000.0,632318000.0,,255816000.0,,,595891000.0,-60505000.0,,-15214000.0,,,16346000.0,-361718000.0,43795000.0,,632318000.0,363000.0,,776517000.0,1247820000.0,247138000.0,356597000.0,-150000.0,535773000.0,190481000.0,122885000.0,43233000.0,-1406000.0,,247138000.0,595891000.0,,170752000.0,52322000.0,190481000.0,3250000.0,,4973966000.0,,0.0,3250000.0,,12924000.0,18201000.0,231727000.0,25328000.0,1312290000.0,,10115000.0,,46649000.0,679972000.0,-200630000.0,10115000.0,100908000.0,-20891000.0,,,-3917000.0,-42111000.0,776517000.0,409000.0,,,,26380000.0,-16054000.0,,,-1542000.0,303073000.0,,280000.0,,16346000.0,,43399000.0,,356000.0,76170000.0,8433000.0,-50030000.0,51213000.0,,,99461000.0,303073000.0,43399000.0,,-759000.0,7534000.0,20458000.0,255816000.0,489124000.0,747406000.0,255816000.0,96858000.0,6540000.0,0.0,-150000.0,255816000.0,6540000.0,5.72,,356597000.0,1312290000.0,51213000.0,679972000.0,47139000.0,,,-697000.0,,5721372000.0,-12458000.0,99461000.0,,99461000.0,258791000.0,,,,67092000.0,,-81353000.0,99461000.0,,-564241000.0,,6764000.0,,,258791000.0,-4791000.0,149491000.0,,,70478000.0,,,356000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,,,17585000.0,,1469493000.0,10722000.0,,187254000.0,5642000.0,84265000.0,-11870000.0,,,,,,552360000.0,,916000.0,,,,,0.16,,,,504599000.0,,613632000.0,,261695000.0,,,,-39617000.0,-1918000.0,18377000.0,,,,,,,,,,747083000.0,1282239000.0,,356597000.0,0.0,,201894000.0,,,,,,,,176532000.0,,,3105000.0,,,,0.0,,,5674000.0,5642000.0,-153000.0,,,,31359000.0,,47761000.0,,,,97708000.0,-12041000.0,0.16,,,-39269000.0,,354000.0,,,,,,,,-1550000.0,296114000.0,,501000.0,,17246000.0,,44656000.0,,,,29912000.0,-15196000.0,,,34404000.0,,,,,0.0,3616000.0,9290000.0,261695000.0,,,,,136623000.0,,,,,,,,1299443000.0,50273000.0,685811000.0,,,,,,,17871000.0,84265000.0,,84265000.0,,,,,,,,,,,,6863000.0,,,270268000.0,,99461000.0,,,,34919000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
