,annualAccumulatedDepreciation,quarterlyGrossProfit,annualSellingGeneralAndAdministration,quarterlyDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,annualCapitalExpenditure,annualRepurchaseOfCapitalStock,trailingOperatingExpense,trailingNetIncomeContinuousOperations,annualOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualOperatingExpense,trailingCapitalExpenditure,annualNetIncomeContinuousOperations,annualCurrentAssets,annualCashAndCashEquivalents,annualChangesInAccountReceivables,trailingBeginningCashPosition,trailingNetOtherFinancingCharges,quarterlyChangeInWorkingCapital,quarterlyTotalRevenue,quarterlyOperatingIncome,quarterlyGrossPPE,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualChangeInCashSupplementalAsReported,quarterlyEbitda,annualCurrentAccruedExpenses,quarterlyChangeInInventory,annualTotalRevenue,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualDeferredIncomeTax,annualNetIncomeCommonStockholders,annualInterestExpense,annualNetOtherFinancingCharges,trailingChangesInAccountReceivables,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyRetainedEarnings,annualCommonStockIssuance,quarterlyPurchaseOfBusiness,annualFreeCashFlow,annualGrossProfit,quarterlyPretaxIncome,quarterlyOperatingExpense,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,trailingChangeInAccountPayable,annualOtherCurrentAssets,trailingNetIncomeCommonStockholders,trailingCostOfRevenue,quarterlySellingGeneralAndAdministration,quarterlyStockholdersEquity,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingFreeCashFlow,quarterlyGoodwill,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,quarterlyNetOtherInvestingChanges,quarterlyCurrentLiabilities,quarterlyCurrentAssets,trailingTaxProvision,quarterlyOtherCurrentAssets,annualNetIncome,quarterlyAccumulatedDepreciation,trailingDepreciationAndAmortization,annualPurchaseOfBusiness,annualCostOfRevenue,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualCurrentDebt,quarterlyNetIncome,quarterlyInvestmentsAndAdvances,trailingOtherNonCashItems,trailingInvestingCashFlow,quarterlyOtherNonCurrentAssets,annualOtherNonCashItems,quarterlyCapitalExpenditure,annualPurchaseOfInvestment,annualLongTermDebt,annualStockholdersEquity,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,trailingPurchaseOfBusiness,annualInvestingCashFlow,annualNonCurrentDeferredTaxesLiabilities,annualDepreciationAndAmortization,annualChangeInInventory,trailingCashDividendsPaid,annualTotalAssets,trailingNetIncome,annualGoodwill,quarterlyTaxProvision,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyNetPPE,annualRetainedEarnings,annualInventory,annualCurrentLiabilities,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,quarterlyCommonStockIssuance,quarterlyLongTermDebt,quarterlyOtherShortTermInvestments,annualCapitalStock,trailingNetOtherInvestingChanges,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,trailingChangeInInventory,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,trailingGrossProfit,trailingChangeInWorkingCapital,quarterlyBeginningCashPosition,annualOperatingIncome,annualOtherIncomeExpense,annualNetPPE,trailingRepaymentOfDebt,annualAccountsPayable,annualRepaymentOfDebt,annualEbitda,annualOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCapitalStock,trailingTotalRevenue,annualNetOtherInvestingChanges,annualOtherCurrentLiabilities,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,trailingCashFlowFromContinuingFinancingActivities,trailingEndCashPosition,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalNonCurrentAssets,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyFreeCashFlow,annualOtherNonCurrentLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDebt,trailingOperatingIncome,trailingOtherIncomeExpense,quarterlyNetOtherFinancingCharges,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,annualPretaxIncome,quarterlySaleOfInvestment,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,annualIncomeTaxPayable,quarterlyCurrentDeferredRevenue,quarterlyStockBasedCompensation,quarterlyDilutedAverageShares,annualResearchAndDevelopment,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyResearchAndDevelopment,quarterlyBasicEPS,annualNonCurrentDeferredRevenue,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingDeferredIncomeTax,annualDilutedAverageShares,quarterlyDilutedEPS,quarterlyBasicAverageShares,annualBasicAverageShares,trailingPurchaseOfInvestment,annualStockBasedCompensation,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingInterestExpense,trailingResearchAndDevelopment,annualBasicEPS,trailingCommonStockIssuance,annualDilutedEPS
1435622400,,44000000.0,,,,-27000000.0,-8000000.0,109000000.0,,,,,,2700000000.0,,,,,,,,,,14000000.0,430000000.0,21000000.0,4791000000.0,-150000000.0,24000000.0,,45000000.0,,-3000000.0,,0.0,,,,,,,,,-121000000.0,,,-21000000.0,,,-6000000.0,23000000.0,,,,,,,22000000.0,0.0,2210000000.0,,105000000.0,-188000000.0,,,25000000.0,490000000.0,361000000.0,,2000000.0,,-1317000000.0,,,,,48000000.0,,,-2000000.0,1485000000.0,,,28000000.0,,-129000000.0,,,,-21000000.0,162000000.0,-2000000.0,,,,,,,,,,-4000000.0,-5000000.0,39000000.0,3474000000.0,,,,,112000000.0,0.0,2162000000.0,0.0,,,,,-9000000.0,,386000000.0,94000000.0,74000000.0,,,29000000.0,,115000000.0,,,33000000.0,,,,,,,,,,,,,,,,,,5583000000.0,-33000000.0,,5222000000.0,,,33000000.0,,24000000.0,24000000.0,250000000.0,,,0.0,22000000.0,-21000000.0,,,,41000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,96000000.0,,,,6000000.0,-8000000.0,105000000.0,,,,,,2737000000.0,,,,,,,,,,-5000000.0,465000000.0,76000000.0,4828000000.0,-59000000.0,1000000.0,,127000000.0,,-1000000.0,,2000000.0,,,,,,,,,-121000000.0,,,-8000000.0,,,72000000.0,20000000.0,,,,,,,21000000.0,0.0,2227000000.0,,72000000.0,-356000000.0,,,-54000000.0,510000000.0,368000000.0,,3000000.0,,-1345000000.0,,,,,48000000.0,,,71000000.0,1490000000.0,,,26000000.0,,-51000000.0,,,,-107000000.0,143000000.0,72000000.0,,,,,,,,,,0.0,21000000.0,40000000.0,3483000000.0,,,,,73000000.0,0.0,2179000000.0,0.0,,,,,-23000000.0,,369000000.0,33000000.0,71000000.0,,,30000000.0,,113000000.0,,,24000000.0,,,,,,,,,,,,,,,,,,5569000000.0,40000000.0,,5201000000.0,,,92000000.0,,1000000.0,1000000.0,250000000.0,,,-2000000.0,25000000.0,-8000000.0,,,,-28000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,-1374000000.0,88000000.0,85000000.0,,,-10000000.0,-8000000.0,98000000.0,-281000000.0,,,,9000000.0,2672000000.0,,89000000.0,,233000000.0,306000000.0,2000000.0,110000000.0,,,-8000000.0,435000000.0,63000000.0,4850000000.0,-44000000.0,2000000.0,-23000000.0,147000000.0,19000000.0,-3000000.0,1898000000.0,9000000.0,2472000000.0,-90000000.0,,104000000.0,92000000.0,-4000000.0,,0.0,-120000000.0,,31000000.0,-8000000.0,369000000.0,318000000.0,92000000.0,25000000.0,5171000000.0,43000000.0,,2000000.0,,,21000000.0,0.0,2472000000.0,,72000000.0,-723000000.0,-5000000.0,2672000000.0,0.0,200000000.0,306000000.0,,2000000.0,228000000.0,-1374000000.0,,-62000000.0,1580000000.0,25000000.0,47000000.0,-482000000.0,,90000000.0,1493000000.0,,,9000000.0,13000000.0,-36000000.0,-62000000.0,2424000000.0,0.0,-112000000.0,157000000.0,94000000.0,,-343000000.0,,120000000.0,20000000.0,,5477000000.0,,72000000.0,-2000000.0,52000000.0,43000000.0,3476000000.0,,43000000.0,200000000.0,,52000000.0,0.0,2424000000.0,0.0,,,73000000.0,,1000000.0,,347000000.0,19000000.0,73000000.0,,2000000.0,32000000.0,112000000.0,112000000.0,,,1000000.0,229000000.0,91000000.0,3476000000.0,,98000000.0,-1429000000.0,440000000.0,650000000.0,-8000000.0,,,0.0,52000000.0,2000000.0,-330000000.0,,,5477000000.0,59000000.0,,5171000000.0,,4850000000.0,121000000.0,47000000.0,2000000.0,2000000.0,,,,-1000000.0,23000000.0,-8000000.0,228000000.0,,1493000000.0,36000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,68000000.0,,,,-10000000.0,-8000000.0,85000000.0,,,,,,2600000000.0,,,,,,,,,,23000000.0,379000000.0,47000000.0,4850000000.0,-18000000.0,1000000.0,,128000000.0,,6000000.0,,2000000.0,,,,,,,,,-121000000.0,,,-8000000.0,,,72000000.0,21000000.0,,,,,,,21000000.0,0.0,2425000000.0,,72000000.0,-442000000.0,,,0.0,175000000.0,223000000.0,,1000000.0,,-1404000000.0,,,,,48000000.0,,,72000000.0,1486000000.0,,,10000000.0,,-10000000.0,,,,-171000000.0,188000000.0,72000000.0,,,,,,,,,,0.0,49000000.0,37000000.0,3446000000.0,,,,,22000000.0,0.0,2377000000.0,0.0,,,,,-1000000.0,,311000000.0,30000000.0,64000000.0,,,32000000.0,,110000000.0,,,2000000.0,,,,,,,,,,,,,,,,,,5354000000.0,41000000.0,,5131000000.0,,,178000000.0,,1000000.0,1000000.0,,,,-2000000.0,24000000.0,-8000000.0,,,,19000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,42000000.0,,,,-2000000.0,-8000000.0,83000000.0,,,,,,2624000000.0,,,,,,,,,,3000000.0,348000000.0,18000000.0,4517000000.0,1000000.0,1000000.0,,101000000.0,,6000000.0,,5000000.0,,,,,,,,,-121000000.0,,,-8000000.0,,,47000000.0,24000000.0,,,,,,,21000000.0,0.0,2412000000.0,,72000000.0,-669000000.0,,,16000000.0,212000000.0,319000000.0,,3000000.0,,-1215000000.0,,,,,45000000.0,,,45000000.0,1481000000.0,,,15000000.0,,-7000000.0,,,,-133000000.0,132000000.0,46000000.0,,,,,,,,,,1000000.0,53000000.0,29000000.0,3302000000.0,,,,,68000000.0,0.0,2367000000.0,0.0,,,,,0.0,,306000000.0,19000000.0,53000000.0,,,30000000.0,,108000000.0,,,1000000.0,,,,,,,,,,,,,,,,,,5302000000.0,14000000.0,,4983000000.0,,,125000000.0,,1000000.0,1000000.0,,,,-1000000.0,24000000.0,-8000000.0,,,,-6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,65000000.0,,,,-6000000.0,-8000000.0,76000000.0,,,,,,2468000000.0,,,,,,,,,,13000000.0,372000000.0,39000000.0,4526000000.0,125000000.0,2000000.0,,172000000.0,,-3000000.0,,6000000.0,,,,,,,,,-120000000.0,,,-6000000.0,,,120000000.0,26000000.0,,,,,,,22000000.0,0.0,2278000000.0,,72000000.0,-554000000.0,,,142000000.0,190000000.0,193000000.0,,2000000.0,,-1242000000.0,,,,,47000000.0,,,120000000.0,1474000000.0,,,13000000.0,,-11000000.0,,,,-259000000.0,135000000.0,120000000.0,,,,,,,,,,0.0,104000000.0,34000000.0,3284000000.0,,,,,37000000.0,,2231000000.0,0.0,,,,,1000000.0,,307000000.0,29000000.0,53000000.0,,,29000000.0,,105000000.0,,,1000000.0,,,,,,,,,,,,,,,,,,5144000000.0,89000000.0,,4951000000.0,,,124000000.0,,2000000.0,2000000.0,,,,-2000000.0,23000000.0,-6000000.0,,,,7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,-1268000000.0,71000000.0,88000000.0,,,43000000.0,-8000000.0,108000000.0,-37000000.0,,,,12000000.0,2528000000.0,,95000000.0,,318000000.0,227000000.0,1000000.0,-3000000.0,,,-21000000.0,398000000.0,47000000.0,4540000000.0,-14000000.0,1000000.0,-1000000.0,133000000.0,18000000.0,-10000000.0,1497000000.0,-1000000.0,1794000000.0,25000000.0,,188000000.0,94000000.0,-7000000.0,,0.0,-121000000.0,,0.0,-7000000.0,538000000.0,246000000.0,79000000.0,24000000.0,4934000000.0,18000000.0,,10000000.0,,,24000000.0,0.0,1794000000.0,,72000000.0,-487000000.0,0.0,2528000000.0,2000000.0,734000000.0,227000000.0,,10000000.0,312000000.0,-1268000000.0,,-29000000.0,1251000000.0,2000000.0,44000000.0,-483000000.0,500000000.0,75000000.0,1475000000.0,,,12000000.0,12000000.0,-9000000.0,-29000000.0,1750000000.0,0.0,-107000000.0,120000000.0,80000000.0,,94000000.0,,122000000.0,-1000000.0,,5161000000.0,,72000000.0,-1000000.0,55000000.0,44000000.0,3272000000.0,,44000000.0,734000000.0,,58000000.0,,1750000000.0,0.0,,,62000000.0,,-1000000.0,,327000000.0,18000000.0,62000000.0,160000000.0,1000000.0,31000000.0,103000000.0,103000000.0,,,2000000.0,151000000.0,261000000.0,3272000000.0,,108000000.0,-2152000000.0,534000000.0,575000000.0,-8000000.0,,,160000000.0,58000000.0,1000000.0,-670000000.0,,,5161000000.0,44000000.0,,4934000000.0,,4540000000.0,111000000.0,44000000.0,1000000.0,1000000.0,500000000.0,,,-2000000.0,23000000.0,-7000000.0,318000000.0,2000000.0,1475000000.0,-23000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,173000000.0,,0.0,,-144000000.0,-9000000.0,546000000.0,,,,,,6329000000.0,,,,,,,,,,-30000000.0,2121000000.0,101000000.0,14434000000.0,-68000000.0,176000000.0,,195000000.0,,8000000.0,,13000000.0,,,,,,,,,-121000000.0,,,-20000000.0,,,102000000.0,72000000.0,,,,,,,62000000.0,0.0,4939000000.0,,236000000.0,-195000000.0,,,0.0,1390000000.0,980000000.0,,58000000.0,,-5387000000.0,,,,,195000000.0,,,101000000.0,2988000000.0,,,189000000.0,,-48000000.0,,,,99000000.0,144000000.0,101000000.0,,,,,,,,,,1000000.0,74000000.0,64000000.0,9047000000.0,,,,28000000.0,109000000.0,,4709000000.0,0.0,,,,,175000000.0,,1948000000.0,102000000.0,541000000.0,,,94000000.0,,135000000.0,,,1000000.0,,,,,,,,,,,,,,,,,,13579000000.0,59000000.0,,12599000000.0,,,96000000.0,,176000000.0,176000000.0,500000000.0,,,415000000.0,,,,,,138000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,120000000.0,,0.0,,7000000.0,-9000000.0,541000000.0,,,,,,6371000000.0,,,,,,,,,,68000000.0,1949000000.0,44000000.0,14380000000.0,-3000000.0,251000000.0,,138000000.0,,13000000.0,,8000000.0,,,,,,,,,-135000000.0,,,-21000000.0,,,91000000.0,76000000.0,,,,,,,71000000.0,0.0,4936000000.0,,231000000.0,0.0,,,129000000.0,1435000000.0,1065000000.0,,18000000.0,,-5430000000.0,,,,,190000000.0,,,88000000.0,2994000000.0,,,193000000.0,,-111000000.0,,,,-138000000.0,216000000.0,89000000.0,,,,,,,,,,2000000.0,120000000.0,51000000.0,8950000000.0,,,,29000000.0,135000000.0,,4710000000.0,0.0,,,,,75000000.0,,1829000000.0,128000000.0,559000000.0,,,94000000.0,,132000000.0,,,176000000.0,,,,,,,,,,,,,,,,,,13570000000.0,47000000.0,,12505000000.0,,,105000000.0,,251000000.0,251000000.0,500000000.0,,,-3000000.0,,,,,,-40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,98000000.0,,0.0,,316000000.0,-9000000.0,845000000.0,,,,,,6728000000.0,,,,,,,,,,116000000.0,2055000000.0,29000000.0,14381000000.0,-127000000.0,312000000.0,,123000000.0,,-11000000.0,,8000000.0,,,,,,,,,-134000000.0,,,-29000000.0,,,-18000000.0,69000000.0,,,,,,,69000000.0,0.0,4944000000.0,,231000000.0,0.0,,,1000000.0,1784000000.0,1311000000.0,,17000000.0,,-5455000000.0,,,,,193000000.0,,,-20000000.0,3002000000.0,,,188000000.0,,-99000000.0,,,,-136000000.0,324000000.0,-20000000.0,,,,,,,,,,2000000.0,26000000.0,62000000.0,8926000000.0,,,,30000000.0,148000000.0,,4711000000.0,0.0,,,,,61000000.0,,1957000000.0,129000000.0,690000000.0,,,94000000.0,,109000000.0,,,251000000.0,,,,,,,,,,,,,,,,,,13771000000.0,-59000000.0,,12460000000.0,,,225000000.0,,312000000.0,312000000.0,500000000.0,,,-2000000.0,,,,1000000.0,,-157000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,-5549000000.0,146000000.0,290000000.0,,,149000000.0,-9000000.0,989000000.0,-375000000.0,,,,183000000.0,6440000000.0,,301000000.0,,234000000.0,1322000000.0,156000000.0,-194000000.0,,,-9000000.0,2337000000.0,62000000.0,14532000000.0,-193000000.0,156000000.0,155000000.0,159000000.0,175000000.0,-6000000.0,8462000000.0,3000000.0,4952000000.0,328000000.0,,61000000.0,,403000000.0,,0.0,-155000000.0,,487000000.0,-78000000.0,521000000.0,537000000.0,61000000.0,84000000.0,12556000000.0,145000000.0,,12000000.0,,,88000000.0,0.0,4952000000.0,,231000000.0,-616000000.0,2000000.0,6440000000.0,2000000.0,1488000000.0,1322000000.0,,12000000.0,229000000.0,-5549000000.0,,-148000000.0,7925000000.0,1000000.0,201000000.0,-545000000.0,,60000000.0,3050000000.0,,,183000000.0,32000000.0,-117000000.0,-148000000.0,4707000000.0,0.0,-175000000.0,212000000.0,64000000.0,,-391000000.0,29000000.0,379000000.0,4000000.0,,13878000000.0,,231000000.0,-3000000.0,69000000.0,68000000.0,8983000000.0,,68000000.0,1488000000.0,29000000.0,179000000.0,,4707000000.0,0.0,,,773000000.0,,-156000000.0,,2191000000.0,175000000.0,773000000.0,,156000000.0,97000000.0,106000000.0,106000000.0,,,312000000.0,236000000.0,289000000.0,8983000000.0,,989000000.0,-811000000.0,615000000.0,896000000.0,-9000000.0,,,132000000.0,179000000.0,156000000.0,-350000000.0,,,13878000000.0,14000000.0,,12556000000.0,,14532000000.0,95000000.0,201000000.0,156000000.0,156000000.0,,,,-7000000.0,,-78000000.0,236000000.0,,3050000000.0,-135000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,114000000.0,,,,-151000000.0,-9000000.0,824000000.0,,,,,,6366000000.0,,,,,,,,,,-83000000.0,2139000000.0,53000000.0,14689000000.0,-181000000.0,2000000.0,,147000000.0,,17000000.0,,6000000.0,,,,,,,,,-194000000.0,,,-60000000.0,,,64000000.0,61000000.0,,,,,,,59000000.0,0.0,4643000000.0,,231000000.0,-535000000.0,,,3000000.0,1723000000.0,1020000000.0,,10000000.0,,-5649000000.0,,,,,232000000.0,,,62000000.0,3105000000.0,,,177000000.0,,-124000000.0,,,,-95000000.0,122000000.0,63000000.0,,,,,,,,,,1000000.0,78000000.0,51000000.0,9040000000.0,,,,29000000.0,169000000.0,,4358000000.0,,,,,,-154000000.0,,2025000000.0,109000000.0,666000000.0,,,94000000.0,,104000000.0,,,156000000.0,,,,,,,,,,,,,,,,,,13678000000.0,12000000.0,,12658000000.0,,,-2000000.0,,2000000.0,2000000.0,450000000.0,,,-1000000.0,67000000.0,-60000000.0,,,,161000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,107000000.0,,,,193000000.0,-8000000.0,968000000.0,,,,,,6688000000.0,,,,,,,,,,4000000.0,2317000000.0,34000000.0,14823000000.0,-210000000.0,4000000.0,,131000000.0,,4000000.0,,3000000.0,,,,,,,,,-176000000.0,,,-66000000.0,,,63000000.0,73000000.0,,,,,,,70000000.0,0.0,4801000000.0,,231000000.0,-1143000000.0,,,0.0,1887000000.0,1282000000.0,,19000000.0,,-5743000000.0,,,,,233000000.0,,,61000000.0,3165000000.0,,,174000000.0,,-144000000.0,,,,3000000.0,209000000.0,62000000.0,,,,,,,,,,1000000.0,96000000.0,47000000.0,9080000000.0,,,,29000000.0,249000000.0,,4510000000.0,,,,,,2000000.0,,2210000000.0,146000000.0,824000000.0,,,97000000.0,,101000000.0,,,2000000.0,,,,,,,,,,,,,,,,,,14041000000.0,10000000.0,,12759000000.0,,,65000000.0,,4000000.0,4000000.0,325000000.0,,,-1000000.0,67000000.0,,,,,-211000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,138000000.0,,,,213000000.0,-8000000.0,1176000000.0,,,,,,7209000000.0,,,,,,,,,,-34000000.0,2759000000.0,66000000.0,15000000000.0,-299000000.0,1000000.0,,164000000.0,,-30000000.0,,4000000.0,,,,,,,,,-158000000.0,,,-139000000.0,,,82000000.0,72000000.0,,,,,,,70000000.0,0.0,4876000000.0,,231000000.0,-1547000000.0,,,0.0,2333000000.0,1526000000.0,,17000000.0,,-5837000000.0,,,,,235000000.0,,,81000000.0,3277000000.0,,,170000000.0,,-160000000.0,,,,86000000.0,210000000.0,82000000.0,,,,,,,,,,0.0,85000000.0,77000000.0,9163000000.0,,,,29000000.0,236000000.0,0.0,4575000000.0,,,,,,-3000000.0,,2621000000.0,169000000.0,989000000.0,,,98000000.0,,99000000.0,,,4000000.0,,,,,,,,,,,,,,,,,,14485000000.0,26000000.0,,12959000000.0,,,50000000.0,,1000000.0,1000000.0,525000000.0,,,-26000000.0,69000000.0,,,,,-206000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,-5589000000.0,296000000.0,276000000.0,,,-423000000.0,-8000000.0,807000000.0,-595000000.0,,,,184000000.0,6969000000.0,,287000000.0,,302000000.0,1271000000.0,1000000.0,-55000000.0,,,-57000000.0,2607000000.0,215000000.0,14724000000.0,-255000000.0,1000000.0,-155000000.0,314000000.0,198000000.0,-2000000.0,9822000000.0,2000000.0,5065000000.0,-168000000.0,,87000000.0,,-30000000.0,,,-176000000.0,,,-89000000.0,67000000.0,655000000.0,96000000.0,81000000.0,12995000000.0,-170000000.0,,16000000.0,,,77000000.0,0.0,5065000000.0,,231000000.0,-1335000000.0,3000000.0,6969000000.0,1000000.0,1904000000.0,1271000000.0,,16000000.0,298000000.0,-5589000000.0,,-354000000.0,9167000000.0,156000000.0,243000000.0,-704000000.0,525000000.0,94000000.0,3340000000.0,,,184000000.0,15000000.0,-167000000.0,,4782000000.0,0.0,134000000.0,121000000.0,95000000.0,,-945000000.0,32000000.0,388000000.0,-11000000.0,,14266000000.0,,231000000.0,1000000.0,-53000000.0,79000000.0,9135000000.0,,79000000.0,1904000000.0,32000000.0,191000000.0,,4782000000.0,,,,860000000.0,,0.0,,2311000000.0,198000000.0,860000000.0,,1000000.0,99000000.0,97000000.0,97000000.0,,,1000000.0,368000000.0,206000000.0,9135000000.0,,807000000.0,-4560000000.0,756000000.0,662000000.0,-8000000.0,,,4000000.0,191000000.0,1000000.0,128000000.0,,,14266000000.0,39000000.0,,12995000000.0,,14724000000.0,-46000000.0,243000000.0,1000000.0,1000000.0,525000000.0,,,-2000000.0,,,305000000.0,,3340000000.0,201000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,114000000.0,,,,29000000.0,-8000000.0,786000000.0,,,,,,6974000000.0,,,,,,,,,,58000000.0,2199000000.0,42000000.0,9110000000.0,-210000000.0,1000000.0,,42000000.0,,14000000.0,,6000000.0,,,,,,,,,-159000000.0,,,-131000000.0,,,77000000.0,72000000.0,,,,,,,67000000.0,0.0,4570000000.0,,194000000.0,-1348000000.0,,,103000000.0,2404000000.0,1082000000.0,,1081000000.0,,-5676000000.0,,,,,334000000.0,,,75000000.0,3460000000.0,,,3995000000.0,,-182000000.0,,,,-107000000.0,317000000.0,76000000.0,,,,,,,,,,1000000.0,104000000.0,52000000.0,9110000000.0,,,,32000000.0,1279000000.0,,4236000000.0,,,,,,0.0,,2085000000.0,125000000.0,732000000.0,,,103000000.0,,77000000.0,,,1000000.0,,,,,,,,,,,,,,,,,,14187000000.0,20000000.0,,13105000000.0,,,135000000.0,,1000000.0,1000000.0,1125000000.0,,,-2000000.0,,,,,,118000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,159000000.0,,,,-277000000.0,-8000000.0,531000000.0,,,,,,6880000000.0,,,,,,,,,,24000000.0,1798000000.0,90000000.0,14948000000.0,-236000000.0,1000000.0,,90000000.0,,5000000.0,,0.0,,,,,,,,,-178000000.0,,,-139000000.0,,,120000000.0,69000000.0,,,,,,,68000000.0,0.0,5077000000.0,,194000000.0,-1860000000.0,,,29000000.0,1803000000.0,823000000.0,,822000000.0,,-5771000000.0,,,,,327000000.0,,,119000000.0,3581000000.0,,,4102000000.0,,-126000000.0,,,,7000000.0,229000000.0,120000000.0,,,,,,,,,,0.0,103000000.0,46000000.0,9108000000.0,,,,32000000.0,1003000000.0,,4750000000.0,,,,,,0.0,,1639000000.0,136000000.0,511000000.0,,,101000000.0,,65000000.0,,,1000000.0,,,,,,,,,,,,,,,,,,14033000000.0,62000000.0,,13210000000.0,,,103000000.0,,1000000.0,1000000.0,800000000.0,,,-10000000.0,,,,,,255000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,104000000.0,,,,67000000.0,-8000000.0,578000000.0,,,288000000.0,114000000.0,,7219000000.0,278000000.0,,-581000000.0,,,,,1000000.0,-15000000.0,-133000000.0,1699000000.0,38000000.0,14675000000.0,-139000000.0,2000000.0,,38000000.0,,-9000000.0,,3000000.0,,,,,,,402000000.0,,-160000000.0,,,-56000000.0,,,-176000000.0,66000000.0,,,-604000000.0,,-107000000.0,7630000000.0,66000000.0,0.0,5527000000.0,177000000.0,159000000.0,-1038000000.0,,,23000000.0,1692000000.0,1059000000.0,3000000.0,1057000000.0,,-5713000000.0,403000000.0,,,,362000000.0,,,-178000000.0,3611000000.0,11000000.0,-840000000.0,4104000000.0,,-106000000.0,,,,49000000.0,91000000.0,-177000000.0,-415000000.0,,,,,-673000000.0,,110000000.0,,1000000.0,-135000000.0,55000000.0,8871000000.0,,,,32000000.0,1091000000.0,,5165000000.0,,,156000000.0,,758000000.0,1000000.0,8000000.0,1595000000.0,128000000.0,686000000.0,,,100000000.0,,63000000.0,673000000.0,-108000000.0,1000000.0,,,,-5581000000.0,,,,,,,8303000000.0,,,,,83000000.0,2000000.0,14034000000.0,-228000000.0,117000000.0,12975000000.0,1000000.0,,-15000000.0,,2000000.0,2000000.0,601000000.0,385000000.0,19000000.0,-1000000.0,,,,,,-172000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
