,annualOtherIncomeExpense,annualNetPPE,quarterlyOperatingExpense,trailingGrossProfit,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualGrossProfit,quarterlyBeginningCashPosition,quarterlyBasicEPS,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualPurchaseOfBusiness,trailingOtherIncomeExpense,trailingOperatingExpense,annualDeferredIncomeTax,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualInvestingCashFlow,annualOperatingExpense,trailingCapitalExpenditure,quarterlyGrossPPE,annualAccumulatedDepreciation,annualPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,trailingBeginningCashPosition,trailingNetIncomeContinuousOperations,trailingCashDividendsPaid,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualChangesInAccountReceivables,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,annualInterestExpense,trailingChangeInWorkingCapital,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualBasicEPS,annualGoodwill,annualCapitalStock,quarterlyDilutedAverageShares,quarterlyCashDividendsPaid,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,annualOperatingIncome,quarterlyCurrentAssets,annualTotalRevenue,annualOtherShortTermInvestments,trailingChangeInAccountPayable,quarterlyDepreciationAndAmortization,annualDilutedAverageShares,quarterlyOtherNonCashItems,annualAccountsPayable,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualTaxProvision,quarterlyRetainedEarnings,trailingCostOfRevenue,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingEndCashPosition,trailingTaxProvision,annualNetOtherInvestingChanges,quarterlyDilutedEPS,annualCashAndCashEquivalents,annualPretaxIncome,annualDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyTotalAssets,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualNetIncome,annualCurrentDebt,annualCashDividendsPaid,annualBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualCurrentAssets,annualOtherNonCashItems,quarterlyBasicAverageShares,annualTotalAssets,annualLongTermDebt,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualCurrentLiabilities,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,quarterlyOtherIncomeExpense,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,annualIncomeTaxPayable,annualInventory,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
772934400,,,19200000.0,,,,,,226700000.0,,226700000.0,,0.0,0.24,,,,,,39300000.0,,93400000.0,226400000.0,,,165300000.0,-16600000.0,,-26800000.0,,8900000.0,,-186100000.0,100000.0,195500000.0,,,,517400000.0,,,,,,,,,,,412500000.0,,,,18300000.0,,-9800000.0,-25000000.0,,,,,101200000.0,229200000.0,,,,,,-54300000.0,1610800000.0,,120400000.0,,,,3000000.0,,,,,,,,,,225416667.0,-10300000.0,,,2005300000.0,,2186800000.0,,,,19200000.0,,-5200000.0,,,,,,,,,,596200000.0,,,508500000.0,,497500000.0,,,,,0.24,,,,2513800000.0,1700000.0,,,3126100000.0,,54100000.0,,939300000.0,,,,,54100000.0,54100000.0,,273200000.0,,,,,,225416667.0,,,,214800000.0,,377100000.0,,,,-17600000.0,,,,,,602400000.0,,,,,235300000.0,120400000.0,,,700000.0,,0.0,-22300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
780883200,,,19700000.0,,,,,,233500000.0,,233500000.0,,0.0,0.08,,,,,,14300000.0,,31700000.0,231600000.0,,,141200000.0,-59600000.0,,-13700000.0,,7700000.0,,-199900000.0,-100000.0,232700000.0,,,,589700000.0,,,,,,,,,,,431500000.0,,,,40900000.0,,-8400000.0,6800000.0,,,,,39900000.0,271200000.0,,,,,,700000.0,1436500000.0,,59600000.0,,,,2400000.0,,,,,,,,,,217500000.0,-10300000.0,,,1848900000.0,,1978700000.0,,,,19700000.0,,2000000.0,,,,,,,,,,603200000.0,,,524400000.0,,440500000.0,,,,,0.08,,,,2373300000.0,-18700000.0,,,3032700000.0,,17400000.0,,1054000000.0,,,,,17400000.0,17400000.0,,283100000.0,,,,,,217500000.0,,,,183000000.0,,380900000.0,,,,11400000.0,,,,,,648200000.0,,,,,241300000.0,59600000.0,,,600000.0,,0.0,-27300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
788832000,4000000.0,248100000.0,729300000.0,,1118100000.0,601100000.0,413700000.0,,413700000.0,285300000.0,413700000.0,1019300000.0,0.0,,,,309300000.0,,-107400000.0,22300000.0,,53000000.0,248100000.0,,,128500000.0,27200000.0,,-52700000.0,460900000.0,9100000.0,,-212800000.0,100000.0,268900000.0,,292300000.0,405100000.0,601100000.0,,,,-16600000.0,-55900000.0,,,-71600000.0,785600000.0,,460900000.0,-212800000.0,,,245300000.0,,-15200000.0,180200000.0,,,,,61300000.0,376300000.0,,,,,,197300000.0,2090400000.0,,80600000.0,376300000.0,,0.0,2800000.0,,121400000.0,32900000.0,,,,0.413333,,,,-10700000.0,,,2595200000.0,233700000.0,2675300000.0,1984300000.0,,,19300000.0,225967742.0,900000.0,2090400000.0,,,536400000.0,0.0,3131600000.0,92100000.0,188800000.0,86300000.0,619600000.0,,,536400000.0,,625300000.0,115200000.0,,,-55000000.0,,413700000.0,201500000.0,0.413333,3131600000.0,272500000.0,,965000000.0,3793400000.0,229400000.0,30700000.0,,1118100000.0,93400000.0,128500000.0,-40400000.0,225967742.0,30700000.0,30700000.0,268900000.0,405100000.0,710000000.0,-44500000.0,,2675300000.0,-8200000.0,,3793400000.0,131300000.0,649400000.0,188800000.0,2595200000.0,-165300000.0,93400000.0,,75600000.0,-47600000.0,,,,,,649400000.0,619600000.0,,,,131300000.0,790600000.0,,5200000.0,2500000.0,13000000.0,0.0,-11200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
796608000,,,25200000.0,,,,,,311200000.0,,311200000.0,,413700000.0,0.07,,,,,,11600000.0,,26800000.0,187200000.0,,,143400000.0,-18000000.0,,-5900000.0,,7900000.0,,-227400000.0,-200000.0,357000000.0,,,,609400000.0,,,,,,,,,,,414600000.0,,,,-81000000.0,,-18300000.0,-102500000.0,,,,,34800000.0,350900000.0,,,,,,-116200000.0,1859500000.0,,60000000.0,,,,13600000.0,,,,,,,,,,217142857.0,-10600000.0,,,2353800000.0,,2455700000.0,,,,25200000.0,,-6400000.0,,,,,,,,,,624200000.0,,,547400000.0,-1500000.0,460400000.0,,,,,0.07,,,,2901200000.0,-99000000.0,,,3609300000.0,,15200000.0,,1153600000.0,,,,,15200000.0,15200000.0,,410100000.0,,,,,,217142857.0,,,,210800000.0,,400400000.0,,,,-8600000.0,,,,,,695000000.0,,,,,137300000.0,60000000.0,,,600000.0,,0.0,-28100000.0,,,,,,,,,,,,,,,,,,,,,,,,,
804470400,,,21400000.0,,,,,,304400000.0,,304400000.0,,0.0,0.28,,,,,,47400000.0,,111200000.0,265200000.0,,,144700000.0,-11100000.0,,13000000.0,,9800000.0,,-229700000.0,200000.0,285800000.0,,,,650700000.0,,,,,,,,,,,494900000.0,,,,31600000.0,,-9800000.0,-6800000.0,,,,,121600000.0,332600000.0,,,,,,-52200000.0,2116900000.0,,143000000.0,,,,9400000.0,,,,,,,,,,227857143.0,-11800000.0,,,2594200000.0,,2703900000.0,,,,21400000.0,,500000.0,,,,,,,,,,676100000.0,,,584900000.0,-6600000.0,557200000.0,,,,,0.28,,,,3179100000.0,20500000.0,,,3905600000.0,,63800000.0,,1201700000.0,,,,,63800000.0,63800000.0,,311900000.0,,,,,,227857143.0,,,,259300000.0,,414200000.0,,,,-34500000.0,,,,,,713600000.0,,,,,273000000.0,143000000.0,,,1500000.0,,0.0,-52200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
812419200,,,23400000.0,,,,,,300900000.0,,300900000.0,,0.0,0.1,,,,,,16000000.0,,38200000.0,268400000.0,,,195500000.0,-87400000.0,,13200000.0,,10500000.0,,-236300000.0,-100000.0,317100000.0,,,,682900000.0,,,,,,,,,,,504700000.0,,,,33100000.0,,-21700000.0,-3500000.0,,,,,47600000.0,341000000.0,,,,,,-28900000.0,1887700000.0,,71000000.0,,,,4800000.0,,,,,,,,,,222000000.0,-11800000.0,,,2424200000.0,,2516900000.0,,,,23400000.0,,6000000.0,,,,,,,,,,686600000.0,,,626100000.0,5600000.0,492500000.0,,,,,0.1,,,,3050300000.0,-54300000.0,,,3785300000.0,,22200000.0,,1268400000.0,,,,,22200000.0,22200000.0,,366400000.0,,,,,,222000000.0,,,,269100000.0,,421500000.0,,,,30500000.0,,,,,,722400000.0,,,,,259700000.0,71000000.0,,,1800000.0,,0.0,-51300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
820368000,6100000.0,279300000.0,758800000.0,,1285400000.0,638200000.0,418400000.0,,418400000.0,164400000.0,418400000.0,1120900000.0,0.0,,,,383300000.0,,-13900000.0,47800000.0,,76500000.0,279300000.0,,,162500000.0,46900000.0,,-34200000.0,519600000.0,9800000.0,,-240300000.0,0.0,367900000.0,,413700000.0,384700000.0,638200000.0,,,,-18500000.0,-69600000.0,,,-154600000.0,828800000.0,,519600000.0,-240300000.0,-8500000.0,,180700000.0,,-19900000.0,117500000.0,,,,,88100000.0,373000000.0,,,,,,124900000.0,2291200000.0,,109300000.0,373000000.0,,-100000.0,3400000.0,,4700000.0,38000000.0,,,,0.553333,,,,-11900000.0,,,2826700000.0,292100000.0,2974400000.0,2179700000.0,,,21200000.0,234578313.0,-9700000.0,2291200000.0,,,668200000.0,0.0,3494900000.0,-72400000.0,235800000.0,122700000.0,704900000.0,,,668200000.0,-6000000.0,669600000.0,129800000.0,,,-78200000.0,,418400000.0,252500000.0,0.553333,3494900000.0,227600000.0,,1058800000.0,4259800000.0,94800000.0,28700000.0,,1285400000.0,129800000.0,162500000.0,-46100000.0,234578313.0,28700000.0,28700000.0,367900000.0,384700000.0,737600000.0,-69700000.0,,2974400000.0,-9600000.0,,4259800000.0,283500000.0,749700000.0,235800000.0,2826700000.0,-177300000.0,129800000.0,,91200000.0,-65600000.0,,,,,,749700000.0,704900000.0,,,,283500000.0,846900000.0,,,2200000.0,31200000.0,0.0,-23000000.0,,,,,,,,,,,,,,,,,,,,,,,,,
828230400,,,23500000.0,,,,,,322900000.0,,322900000.0,,418400000.0,0.08,,,,,,13100000.0,,30900000.0,279400000.0,,,148600000.0,-14300000.0,,-24100000.0,,9600000.0,,-248700000.0,100000.0,371200000.0,,,,655100000.0,,,,,,,,,,,528100000.0,,,,-26800000.0,,-30200000.0,-95600000.0,,,,,40100000.0,346200000.0,,,,,-7200000.0,-55700000.0,2064800000.0,,63600000.0,,,,5500000.0,,,,,,,,,,222500000.0,-11900000.0,,,2559600000.0,,2677200000.0,,,,23500000.0,,100000.0,,,,,,,,,,710900000.0,,,677400000.0,-6900000.0,506200000.0,,,,,0.08,,,,3237000000.0,-41100000.0,,,3982900000.0,,17800000.0,,1305700000.0,,,,,17800000.0,17800000.0,,369400000.0,,,,,,222500000.0,,,,275600000.0,,442600000.0,,,,-17900000.0,,,,,,727700000.0,,,,,308000000.0,63600000.0,,,2300000.0,,0.0,-38900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
836092800,,,25400000.0,,,,,,415900000.0,,415900000.0,,0.0,0.36,,,,,,61200000.0,,144100000.0,289800000.0,,,178100000.0,-19200000.0,,12900000.0,,9700000.0,,-255200000.0,-200000.0,370900000.0,,,,690700000.0,,,,,,,,,,,545000000.0,,,,112500000.0,,-11200000.0,93000000.0,,,,,153700000.0,367300000.0,,,,,1300000.0,7900000.0,2455300000.0,,179100000.0,,,,5300000.0,,,,,,,,,,243823529.0,-13100000.0,,,3000700000.0,,3159300000.0,,,,25400000.0,,,,,,,,,,,,782800000.0,,,680000000.0,2100000.0,675300000.0,,,,,0.34,,,,3680700000.0,93300000.0,,,4510700000.0,,82900000.0,,1351400000.0,,,,,82900000.0,82900000.0,,372400000.0,,,,,,230277778.0,,,,275500000.0,,496200000.0,,,,-49900000.0,,,,,,811100000.0,,,,,307600000.0,179100000.0,,,3100000.0,,0.0,-29600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
844041600,,,27600000.0,,,,,,424800000.0,,424800000.0,,0.0,0.12,,,,,,20500000.0,,48000000.0,291300000.0,,,252200000.0,-16200000.0,,17200000.0,,10300000.0,,-266600000.0,200000.0,364800000.0,,,,702800000.0,,,,,,,500000.0,,,,557900000.0,,,,27500000.0,,-21100000.0,9000000.0,,,,,58700000.0,341800000.0,,,,,-600000.0,-27500000.0,2189400000.0,,86300000.0,,,,3900000.0,,,,,,,,,,229166667.0,-12600000.0,,,2783400000.0,,2917300000.0,,,,27600000.0,,,,,,,,,,,,796900000.0,,,663300000.0,-800000.0,567700000.0,,,,,0.12,,,,3446700000.0,11300000.0,,,4276200000.0,,27500000.0,,1358900000.0,,,,,27500000.0,27500000.0,,364600000.0,,,,,,229166667.0,,,,130100000.0,,481400000.0,,,,-24400000.0,,,,,,810700000.0,,,,,298700000.0,86300000.0,,,2100000.0,,0.0,-40900000.0,,,,,,,,,,,,,,,,,,,,,,,,,
851990400,12400000.0,307000000.0,822400000.0,,1411600000.0,749300000.0,468500000.0,,468500000.0,249000000.0,468500000.0,1296800000.0,0.0,,,,501400000.0,,-120400000.0,55100000.0,,132100000.0,307000000.0,,,121700000.0,-29400000.0,,-126400000.0,583400000.0,11300000.0,,-276400000.0,-100000.0,355300000.0,,418400000.0,323800000.0,749300000.0,,,,4100000.0,-79100000.0,,-37100000.0,-72800000.0,898900000.0,,583400000.0,-276400000.0,,,135800000.0,,-24400000.0,43700000.0,,,,,145400000.0,450600000.0,,,,,10600000.0,47800000.0,2626700000.0,,172400000.0,450600000.0,,0.0,4900000.0,,50100000.0,40800000.0,,,,0.853333,,,,-14200000.0,,,3199000000.0,397900000.0,3353500000.0,2537500000.0,,,27000000.0,241886792.0,-400000.0,2626700000.0,,,670800000.0,0.0,3869800000.0,-27500000.0,238700000.0,150000000.0,859700000.0,,,670800000.0,,788300000.0,205200000.0,,,5300000.0,,468500000.0,355200000.0,0.853333,3869800000.0,106400000.0,,1240700000.0,4765100000.0,169900000.0,77000000.0,,1411600000.0,205200000.0,121700000.0,-51800000.0,240468750.0,77000000.0,77000000.0,355300000.0,323800000.0,795400000.0,-86900000.0,,3353500000.0,-300000.0,,4765100000.0,347000000.0,872000000.0,238700000.0,3199000000.0,-179500000.0,205200000.0,,103500000.0,97500000.0,,,,,,872000000.0,859700000.0,,,,347000000.0,967800000.0,,1000000.0,4900000.0,19600000.0,0.0,36600000.0,,,,,,,,,,,,,,,,,,,,,,,,,
859766400,,,29000000.0,,,,,,411600000.0,,411600000.0,,468500000.0,0.1,,,,,,16800000.0,,38800000.0,303400000.0,,,306500000.0,-16600000.0,,150200000.0,,10300000.0,,-282100000.0,100000.0,346200000.0,,,,748400000.0,,,,,,,100000.0,,,,585500000.0,,,,-163800000.0,,-34100000.0,-56900000.0,,,,,35400000.0,386100000.0,,,,,-200000.0,-209500000.0,2504300000.0,,64400000.0,,,,11000000.0,,,,,,,,,,244444444.0,-13500000.0,,,3196900000.0,,3313800000.0,,,,29000000.0,,100000.0,,,,,,,,,,868500000.0,,,654700000.0,-1500000.0,583400000.0,,,,,0.09,,,,3851600000.0,-180400000.0,,,4711800000.0,,22000000.0,,1398000000.0,,,,,22000000.0,22000000.0,,308400000.0,,,,,,220000000.0,,,,264100000.0,,519000000.0,,,,-12800000.0,,,,,,835400000.0,,,,,346300000.0,64400000.0,,,17000000.0,,0.0,-30800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,,31000000.0,,,,,,405700000.0,,405700000.0,,0.0,0.38,,,,,,69800000.0,,159600000.0,231500000.0,,,304300000.0,-63300000.0,,-30500000.0,,11200000.0,,-292500000.0,-200000.0,445000000.0,,,,868800000.0,,,,,,,100000.0,,,,524000000.0,,,,101000000.0,,-24600000.0,-5900000.0,,,,,154500000.0,423100000.0,,,,,1400000.0,-27400000.0,2876300000.0,,185500000.0,,,,11100000.0,,,,,,,,,,249444444.0,-15500000.0,,,3603700000.0,,3658800000.0,,,,31000000.0,,100000.0,,,,,,,,,,940900000.0,,,662900000.0,-8400000.0,788600000.0,,,,,0.36,,,,4266600000.0,37700000.0,,,5204100000.0,,89800000.0,,1545300000.0,,,,,89800000.0,89800000.0,,312200000.0,,,,,,236315789.0,,,,342300000.0,,603100000.0,,,,-800000.0,,,,,,910400000.0,,,,,350700000.0,185500000.0,,,23500000.0,,0.0,-72400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,,30800000.0,,,,,,451600000.0,,451600000.0,,0.0,0.15,,,,,,27300000.0,,62600000.0,327000000.0,,,146500000.0,11000000.0,,7200000.0,,14000000.0,,-310200000.0,0.0,359000000.0,,,,906100000.0,,,,,,,300000.0,,,,637200000.0,,,,106000000.0,,-47100000.0,45900000.0,,,,,77700000.0,407200000.0,,,,,3000000.0,37700000.0,2701500000.0,,108500000.0,,,,9500000.0,,,,,,,,,,252142857.0,-15900000.0,,,3255200000.0,,3489600000.0,,,,30800000.0,,-400000.0,,,,,,,,,,963400000.0,,,887400000.0,1700000.0,723500000.0,,,,,0.14,,,,4142600000.0,117000000.0,,,5081700000.0,,35300000.0,,1592100000.0,,,,,35300000.0,35300000.0,,309200000.0,,,,,,235333333.0,,,,353400000.0,,615000000.0,,,,-71400000.0,,,,,,911600000.0,,,,,578200000.0,108500000.0,,,2500000.0,,0.0,-58400000.0,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,6500000.0,348800000.0,990300000.0,,1676800000.0,1024100000.0,715200000.0,,715200000.0,277100000.0,715200000.0,1571800000.0,0.0,,,,621500000.0,,85200000.0,71000000.0,,163000000.0,348800000.0,,,157600000.0,-108100000.0,,-41700000.0,660900000.0,13900000.0,,-312100000.0,-100000.0,303900000.0,,468500000.0,359100000.0,1024100000.0,,,,12700000.0,-177000000.0,,-300000.0,-71800000.0,1081100000.0,,660900000.0,-312100000.0,,,233900000.0,,-38300000.0,263600000.0,,,,,185600000.0,580400000.0,,,,,8500000.0,112600000.0,3013600000.0,,225600000.0,580400000.0,,-200000.0,5300000.0,,246700000.0,49400000.0,,,,0.99,,,,-16300000.0,,,3751600000.0,490700000.0,4025700000.0,3125800000.0,,,40000000.0,251684211.0,16800000.0,3013600000.0,,,811800000.0,0.0,4563400000.0,-86600000.0,322800000.0,184800000.0,1036300000.0,,,811800000.0,,992800000.0,239100000.0,,,-8300000.0,,715200000.0,423900000.0,0.95,4563400000.0,125800000.0,,1554000000.0,5702500000.0,100100000.0,92000000.0,,1676800000.0,239100000.0,157600000.0,-61200000.0,241515152.0,92000000.0,92000000.0,303900000.0,359100000.0,950300000.0,-144100000.0,,4025700000.0,16600000.0,,5702500000.0,452700000.0,1107200000.0,322800000.0,3751600000.0,-183100000.0,239100000.0,,130800000.0,76700000.0,,,,,,1107200000.0,1036300000.0,,,,452700000.0,1175900000.0,,200000.0,1100000.0,36900000.0,0.0,89800000.0,,,,,,,,,,,,,,,,,,,,,,,,,
891302400,,,37800000.0,,,,,,485700000.0,,485700000.0,,715200000.0,0.11,,,,,,22200000.0,,49800000.0,353600000.0,,,217100000.0,-74300000.0,,21600000.0,,10700000.0,,-321200000.0,-100000.0,311100000.0,,,,1110200000.0,,,,,,,600000.0,,,,674800000.0,,,,-163200000.0,,-32900000.0,-229500000.0,,,,,48700000.0,548500000.0,,,,,2900000.0,-228500000.0,2742600000.0,,86500000.0,,,,9800000.0,,,,,,,,,,250909091.0,-17000000.0,,,3508200000.0,,3736100000.0,,,,37800000.0,,,,,,,,,,,,1152200000.0,,,818600000.0,-9900000.0,719400000.0,,,,,0.11,,,,4326800000.0,-237500000.0,,,5511000000.0,,27600000.0,,1774900000.0,,,,,27600000.0,27600000.0,,363900000.0,,,,,,250909091.0,,,,355400000.0,,632900000.0,,,,-600000.0,,,,,,1152200000.0,,,,,454700000.0,86500000.0,,,14700000.0,,0.0,-84200000.0,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,,41500000.0,,,,,,637000000.0,,637000000.0,,0.0,0.44,,,,,,86900000.0,,203300000.0,384900000.0,,,248000000.0,-43000000.0,,-61800000.0,,12700000.0,,-356600000.0,100000.0,357500000.0,,,,1152700000.0,,,,,,,,,,,741500000.0,,,,251700000.0,,-73200000.0,131100000.0,,,,,191700000.0,603400000.0,,,,,-3900000.0,92900000.0,3392000000.0,,233200000.0,,,,10000000.0,,,,,,,,,,277142857.0,-19600000.0,,,4243400000.0,,4450900000.0,,,,41500000.0,,,,,,,,,,,,1111300000.0,,,855800000.0,-12000000.0,943200000.0,,,,,0.42,,,,5099200000.0,208700000.0,,,6346000000.0,,116400000.0,,1895100000.0,,,,,116400000.0,116400000.0,,391500000.0,,,,,,264545455.0,,,,187200000.0,,710000000.0,,,,-14800000.0,,,,,,1199200000.0,,,,,464300000.0,233200000.0,,,30600000.0,,0.0,-54500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,,41000000.0,,,,,,621700000.0,,621700000.0,,0.0,0.17,,,,,,38200000.0,,83400000.0,394400000.0,,,227100000.0,34000000.0,,-71300000.0,,14200000.0,,-378600000.0,100000.0,345900000.0,,,,1172400000.0,,,,,,,,,,,773000000.0,,,,71200000.0,,-42500000.0,-15300000.0,,,,,77500000.0,642400000.0,,,,,-2400000.0,-20800000.0,3193300000.0,,118500000.0,,,,14400000.0,,,,,,,,,,265882353.0,-20000000.0,,,4062800000.0,,4292000000.0,,,,41000000.0,,300000.0,,,,,,,,,,1134800000.0,,,857100000.0,,837400000.0,,,,,0.17,,,,4919900000.0,105200000.0,,,6204700000.0,,45200000.0,,1912700000.0,,,,,45200000.0,45200000.0,,393100000.0,,,,,,265882353.0,,,,202900000.0,,718900000.0,,,,-67300000.0,,,,,,1232500000.0,,,,,464000000.0,118500000.0,,,25600000.0,,0.0,-27300000.0,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,131500000.0,439600000.0,3405900000.0,,2165900000.0,1281400000.0,808800000.0,,808800000.0,504700000.0,808800000.0,4023400000.0,0.0,,,,676300000.0,,-201900000.0,81200000.0,,193700000.0,439600000.0,,,214500000.0,-175200000.0,,-90400000.0,860500000.0,20900000.0,,-420900000.0,-200000.0,444900000.0,,738100000.0,456800000.0,1281400000.0,,,,-12900000.0,-258500000.0,,,-243700000.0,3526200000.0,,860500000.0,-420900000.0,,,345000000.0,,-16300000.0,184400000.0,,,,,167400000.0,830200000.0,,,,,-9500000.0,187400000.0,3613700000.0,,226200000.0,830200000.0,,-100000.0,6900000.0,,70700000.0,58700000.0,,,,1.145,,,,-23100000.0,,,4658400000.0,497200000.0,4776900000.0,3844300000.0,,,58800000.0,280452489.0,-100000.0,3613700000.0,,,963400000.0,0.0,5621800000.0,31000000.0,168900000.0,232000000.0,1116400000.0,,,963400000.0,,1302600000.0,309900000.0,,,-16600000.0,,808800000.0,541900000.0,1.105,5621800000.0,169800000.0,,179100000.0,6942800000.0,246200000.0,112500000.0,,2165900000.0,309900000.0,214500000.0,-79700000.0,270655022.0,112500000.0,112500000.0,444900000.0,456800000.0,3347100000.0,-164900000.0,,4776900000.0,100000.0,,6942800000.0,506600000.0,1265100000.0,168900000.0,4658400000.0,-1912500000.0,309900000.0,,179100000.0,66100000.0,,,,,,1265100000.0,1116400000.0,,,,506600000.0,3573300000.0,,3900000.0,60600000.0,41100000.0,0.0,-77700000.0,,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,,45000000.0,,,,,,666000000.0,,666000000.0,,808800000.0,0.17,,,,,,33600000.0,,78400000.0,431900000.0,,,416200000.0,-83800000.0,,187500000.0,,13900000.0,,-424200000.0,0.0,467700000.0,,,,1324600000.0,,,,,,,1400000.0,,,,856100000.0,,,,-195700000.0,,-79500000.0,-142800000.0,,,,,78000000.0,706300000.0,,,,,-3000000.0,-276200000.0,3480000000.0,,123000000.0,,,,26300000.0,,,,,,,,,,280000000.0,-20500000.0,,,4602500000.0,,4682300000.0,,,,45000000.0,,,,,,,,,,,,1139500000.0,,,998200000.0,-18100000.0,908100000.0,,,,,0.16,,,,5600700000.0,-279500000.0,,,6906500000.0,,44800000.0,,2224200000.0,,,,,44800000.0,44800000.0,,446700000.0,,,,,,263529412.0,,,,212700000.0,,785100000.0,,,,-5000000.0,,,,,,1248500000.0,,,,,551500000.0,123000000.0,,,18000000.0,,0.0,-105500000.0,,,,,,,,,,,,,,,,,,,,,,,,,
