,annualOtherIncomeExpense,annualNetPPE,quarterlyOperatingExpense,trailingGrossProfit,annualTotalNonCurrentAssets,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDeferredRevenue,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualGrossProfit,quarterlyBeginningCashPosition,quarterlyBasicEPS,trailingRepaymentOfDebt,quarterlyRepaymentOfDebt,annualEbitda,quarterlyCapitalStock,annualCashFlowFromContinuingFinancingActivities,quarterlyTaxProvision,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyNetPPE,trailingChangeInCashSupplementalAsReported,quarterlyChangesInAccountReceivables,quarterlyCurrentDebt,quarterlyCapitalExpenditure,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashFlowFromContinuingFinancingActivities,annualGrossPPE,quarterlyInterestExpense,trailingDepreciationAndAmortization,quarterlyAccumulatedDepreciation,quarterlyNetOtherFinancingCharges,quarterlyOtherNonCurrentAssets,trailingOtherNonCashItems,annualBeginningCashPosition,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,annualPurchaseOfBusiness,trailingOtherIncomeExpense,trailingOperatingExpense,annualDeferredIncomeTax,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,quarterlySaleOfInvestment,annualInvestingCashFlow,annualOperatingExpense,trailingCapitalExpenditure,quarterlyGrossPPE,annualAccumulatedDepreciation,annualPurchaseOfInvestment,trailingInvestingCashFlow,quarterlyOperatingCashFlow,trailingDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInCashSupplementalAsReported,trailingPurchaseOfBusiness,trailingBeginningCashPosition,trailingNetIncomeContinuousOperations,trailingCashDividendsPaid,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,trailingInterestExpense,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,quarterlyAccountsPayable,annualChangesInAccountReceivables,quarterlyEbitda,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualNetOtherFinancingCharges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualChangeInCashSupplementalAsReported,annualInterestExpense,trailingChangeInWorkingCapital,annualRepaymentOfDebt,trailingChangesInAccountReceivables,annualBasicEPS,annualGoodwill,annualCapitalStock,quarterlyDilutedAverageShares,quarterlyCashDividendsPaid,trailingFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,annualOperatingIncome,quarterlyCurrentAssets,annualTotalRevenue,annualOtherShortTermInvestments,trailingChangeInAccountPayable,quarterlyDepreciationAndAmortization,annualDilutedAverageShares,quarterlyOtherNonCashItems,annualAccountsPayable,annualChangeInAccountPayable,quarterlySellingGeneralAndAdministration,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualEndCashPosition,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualOtherCurrentAssets,annualTaxProvision,quarterlyRetainedEarnings,trailingCostOfRevenue,trailingTotalRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyPurchaseOfInvestment,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingEndCashPosition,trailingTaxProvision,annualNetOtherInvestingChanges,quarterlyDilutedEPS,annualCashAndCashEquivalents,annualPretaxIncome,annualDilutedEPS,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyFreeCashFlow,annualCurrentDeferredRevenue,annualCostOfRevenue,quarterlyTotalAssets,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,trailingOperatingIncome,quarterlyTotalNonCurrentAssets,annualNetIncome,annualCurrentDebt,annualCashDividendsPaid,annualBasicAverageShares,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,annualSellingGeneralAndAdministration,annualRepurchaseOfCapitalStock,trailingPretaxIncome,annualCurrentAssets,annualOtherNonCashItems,quarterlyBasicAverageShares,annualTotalAssets,annualLongTermDebt,annualStockholdersEquity,quarterlyOtherCurrentAssets,annualCurrentLiabilities,quarterlyCostOfRevenue,annualNetIncomeCommonStockholders,quarterlyGoodwill,annualDepreciationAndAmortization,quarterlyNetOtherInvestingChanges,quarterlyAccountsReceivable,quarterlyCurrentAccruedExpenses,trailingNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,annualCurrentAccruedExpenses,quarterlyStockholdersEquity,annualRetainedEarnings,quarterlyNonCurrentDeferredTaxesLiabilities,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualSaleOfInvestment,quarterlyOtherIncomeExpense,annualCommonStockIssuance,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyIncomeTaxPayable,trailingBasicAverageShares,quarterlyResearchAndDevelopment,annualChangeInInventory,annualNonCurrentDeferredRevenue,annualInvestmentsAndAdvances,annualIncomeTaxPayable,annualInventory,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingSaleOfInvestment,trailingDilutedEPS,trailingPurchaseOfInvestment,annualResearchAndDevelopment,quarterlyInventory,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,quarterlyStockBasedCompensation,trailingStockBasedCompensation,trailingChangeInInventory,quarterlyChangeInInventory,trailingBasicEPS
481075200,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148100000.0,,,,,,,,,,148100000.0,,,,,,,,,,,,,,194692000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,148100000.0,,,,,0.02,,,,,,,,,,,,,,,,,3800000.0,,,,,,,,,194692000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488937600,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180700000.0,,,,,,,,,,180700000.0,,,,,,,,,,,,,,195304000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,180700000.0,,,,,0.08,,,,,,,,,,,,,,,,,15300000.0,,,,,,,,,195304000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496886400,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156200000.0,,,,,,,,,,156200000.0,,,,,,,,,,,,,,195586000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,156200000.0,,,,,0.02,,,,,,,,,,,,,,,,,3300000.0,,,,,,,,,195586000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504835200,25400000.0,60600000.0,,,141600000.0,39900000.0,112600000.0,,112600000.0,0.0,112600000.0,676700000.0,,,,,71100000.0,,,,,,60600000.0,,,,,,,106700000.0,,,-46100000.0,,41100000.0,,0.0,58800000.0,39900000.0,,,,,,,,0.0,615600000.0,,106700000.0,-46100000.0,,,,,,,,,,,-424000000.0,,,,,,,,,,-424000000.0,,,,,,,6600000.0,,,,0.19,,,,,,,526500000.0,61100000.0,660100000.0,666700000.0,,,,192631579.0,,,,,67400000.0,0.0,593900000.0,,10800000.0,42800000.0,159100000.0,,,67400000.0,,181600000.0,36600000.0,,,,,112600000.0,79400000.0,0.19,593900000.0,,,10000000.0,801700000.0,0.0,,,141600000.0,36600000.0,,,192631579.0,14200000.0,,41100000.0,58800000.0,605600000.0,,,660100000.0,,,801700000.0,8600000.0,207800000.0,10800000.0,526500000.0,,36600000.0,,,,,,,,,207800000.0,159100000.0,,,,8600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512611200,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167900000.0,,,,,,,,,,167900000.0,,,,,,,,,,,,,,196324000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,167900000.0,,,,,0.03,,,,,,,,,,,,,,,,,4300000.0,,,,,,,,,196324000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520473600,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215300000.0,,,,,,,,,,215300000.0,,,,,,,,,,,,,,196324000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,215300000.0,,,,,0.1,,,,,,,,,,,,,,,,,18100000.0,,,,,,,,,196324000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528422400,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190700000.0,,,,,,,,,,190700000.0,,,,,,,,,,,,,,200102000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,190700000.0,,,,,0.02,,,,,,,,,,,,,,,,,4000000.0,,,,,,,,,200102000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536371200,23900000.0,72200000.0,,,192100000.0,59000000.0,146800000.0,,146800000.0,0.0,146800000.0,361400000.0,,,,,106700000.0,,,,,,72200000.0,,,,,,,128100000.0,,,-55900000.0,,60900000.0,,0.0,74500000.0,59000000.0,,,,,,,,0.0,267800000.0,,128100000.0,-55900000.0,,,,,,,,,,,-480400000.0,,,,,,,,,,-480400000.0,,,,,,,6900000.0,,,,0.21,,,,,,,740400000.0,93600000.0,886700000.0,814400000.0,,,,195714286.0,,,,,95500000.0,0.0,835900000.0,,74300000.0,45100000.0,186000000.0,,,95500000.0,,240400000.0,41100000.0,,,,,146800000.0,86200000.0,0.21,835900000.0,,,453000000.0,1078800000.0,0.0,,,192100000.0,41100000.0,,,195714286.0,14700000.0,,60900000.0,74500000.0,254700000.0,,,886700000.0,,,1078800000.0,21000000.0,242900000.0,74300000.0,740400000.0,,41100000.0,,,,,,,,,242900000.0,186000000.0,,,,21000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544147200,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202500000.0,,,,,,,,,,202500000.0,,,,,,,,,,,,,,199484000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,202500000.0,,,,,0.03,,,,,,,,,,,,,,,,,5500000.0,,,,,,,,,199484000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552009600,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249600000.0,,,,,,,,,,249600000.0,,,,,,,,,,,,,,199736000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,249600000.0,,,,,0.11,,,,,,,,,,,,,,,,,20300000.0,,,,,,,,,199736000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559958400,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217600000.0,,,,,,,,,,217600000.0,,,,,,,,,,,,,,198842000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,217600000.0,,,,,0.03,,,,,,,,,,,,,,,,,4900000.0,,,,,,,,,198842000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567907200,30500000.0,83400000.0,,,217000000.0,62100000.0,180800000.0,,180800000.0,0.0,180800000.0,423400000.0,,,,,103200000.0,,,,,,83400000.0,,,30600000.0,,,,152200000.0,,,-68800000.0,,71500000.0,,0.0,99100000.0,62100000.0,,,,,,,,0.0,341200000.0,,152200000.0,-68800000.0,,,,,,,,,,,-587500000.0,915900000.0,,,,,,,,,-587500000.0,915900000.0,,,,,,8700000.0,,,,0.25,,,,,,,946500000.0,82200000.0,1129900000.0,943200000.0,,,,197200000.0,,,,,120400000.0,0.0,1066900000.0,,79500000.0,51400000.0,221000000.0,,,120400000.0,,273500000.0,49300000.0,,,,,180800000.0,100700000.0,0.25,1066900000.0,,,519800000.0,1346900000.0,0.0,,,217000000.0,49300000.0,30600000.0,,197200000.0,18700000.0,,71500000.0,99100000.0,320200000.0,,,1129900000.0,,,1346900000.0,21300000.0,280000000.0,79500000.0,946500000.0,,49300000.0,,,,,,,,,280000000.0,221000000.0,,,,21300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575769600,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242800000.0,,,,,,,,,,242800000.0,,,,,,,,,,,,,,201812000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,242800000.0,,,,,0.02,,,,,,,,,,,,,,,,,6700000.0,,,,,,,,,201812000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583632000,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282600000.0,,,,,,,,,,282600000.0,,,,,,,,,,,,,,199436000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,282600000.0,,,,,0.13,,,,,,,,,,,,,,,,,24200000.0,,,,,,,,,199436000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591580800,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268600000.0,,,,,,,,,,268600000.0,,,,,,,,,,,,,,201464000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,268600000.0,,,,,0.03,,,,,,,,,,,,,,,,,6000000.0,,,,,,,,,201464000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599529600,4300000.0,112100000.0,,,303200000.0,102200000.0,180000000.0,,180000000.0,0.0,180000000.0,560600000.0,,,,,163400000.0,,,,,,112100000.0,,,46600000.0,,,,195300000.0,,,-83200000.0,,88900000.0,,0.0,107700000.0,102200000.0,,,,,,,,0.0,422100000.0,,195300000.0,-83200000.0,,,,,,,,,,,-655500000.0,1070200000.0,,,,,,,,,-655500000.0,1070200000.0,,,,,,10200000.0,,,,0.31,,,,,,,1116800000.0,138500000.0,1296800000.0,1191900000.0,,,,193870968.0,,,,,150300000.0,0.0,1267100000.0,,93100000.0,67800000.0,267100000.0,,,150300000.0,,397900000.0,60100000.0,,,,,180000000.0,127900000.0,0.31,1267100000.0,,,631300000.0,1600000000.0,0.0,,,303200000.0,60100000.0,46600000.0,,193870968.0,23300000.0,,88900000.0,107700000.0,397200000.0,,,1296800000.0,,,1600000000.0,42600000.0,332900000.0,93100000.0,1116800000.0,,60100000.0,,,,,,,,,332900000.0,267100000.0,,,,42600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
