,trailingInvestingCashFlow,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyNetIncome,quarterlyOperatingCashFlow,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,trailingCashDividendsPaid,trailingPurchaseOfBusiness,annualTotalAssets,annualNonCurrentDeferredTaxesLiabilities,annualOtherNonCashItems,trailingNetIncome,annualStockholdersEquity,quarterlyOtherCurrentLiabilities,annualLongTermDebt,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingChangeInInventory,annualDepreciationAndAmortization,quarterlyBasicEPS,trailingStockBasedCompensation,quarterlyAccountsReceivable,annualCurrentLiabilities,trailingNetOtherInvestingChanges,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualRetainedEarnings,annualInventory,quarterlyGoodwill,trailingChangeInWorkingCapital,annualSaleOfInvestment,quarterlyLongTermDebt,annualGoodwill,quarterlyNonCurrentDeferredTaxesLiabilities,annualPurchaseOfInvestment,trailingOperatingCashFlow,annualAccountsReceivable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyInventory,trailingGrossProfit,annualChangeInAccountPayable,annualDilutedEPS,annualAccountsPayable,annualOtherIncomeExpense,annualOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingOperatingIncome,quarterlyCashDividendsPaid,quarterlyCashAndCashEquivalents,annualCommonStockIssuance,annualNetPPE,annualOtherShortTermInvestments,annualCashCashEquivalentsAndMarketableSecurities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,trailingRepaymentOfDebt,quarterlyCapitalStock,annualEndCashPosition,annualCashFlowFromContinuingFinancingActivities,quarterlyBeginningCashPosition,annualEbitda,trailingTotalRevenue,annualOperatingIncome,trailingChangeInCashSupplementalAsReported,annualGrossPPE,quarterlyPurchaseOfInvestment,annualNetOtherInvestingChanges,annualCashAndCashEquivalents,quarterlyChangesInAccountReceivables,annualBasicEPS,trailingCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyDilutedAverageShares,trailingEndCashPosition,quarterlyCurrentDebt,trailingPretaxIncome,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyNetIncomeCommonStockholders,annualPretaxIncome,annualOtherNonCurrentLiabilities,quarterlyOtherIntangibleAssets,quarterlyFreeCashFlow,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,quarterlyNetOtherFinancingCharges,trailingOtherIncomeExpense,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,trailingCapitalExpenditure,annualOtherNonCurrentAssets,annualOperatingExpense,annualSellingGeneralAndAdministration,annualAccumulatedDepreciation,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,trailingInterestExpense,quarterlyDeferredIncomeTax,trailingBeginningCashPosition,trailingNetIncomeContinuousOperations,annualCurrentAssets,annualChangesInAccountReceivables,trailingOperatingExpense,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingNetIncomeCommonStockholders,annualNetOtherFinancingCharges,quarterlyStockholdersEquity,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,quarterlyEbitda,annualCurrentAccruedExpenses,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,quarterlyChangeInAccountPayable,annualInterestExpense,annualRepaymentOfDebt,quarterlyInvestingCashFlow,trailingChangesInAccountReceivables,quarterlyEndCashPosition,trailingRepurchaseOfCapitalStock,annualTotalRevenue,annualDilutedAverageShares,quarterlyOperatingExpense,quarterlyChangeInInventory,quarterlyGrossProfit,trailingFreeCashFlow,quarterlyCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyCurrentAssets,quarterlyBasicAverageShares,trailingChangeInAccountPayable,annualGrossProfit,quarterlySellingGeneralAndAdministration,annualBasicAverageShares,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRepaymentOfDebt,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,quarterlyNetPPE,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,annualOtherCurrentAssets,trailingCostOfRevenue,quarterlyRetainedEarnings,quarterlyTaxProvision,quarterlyTotalRevenue,annualNetIncomeContinuousOperations,trailingTaxProvision,trailingDepreciationAndAmortization,annualChangeInInventory,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDebt,quarterlyAccumulatedDepreciation,annualFreeCashFlow,annualPurchaseOfBusiness,annualCashDividendsPaid,trailingOtherNonCashItems,annualCostOfRevenue,annualBeginningCashPosition,annualNetIncome,annualNonCurrentDeferredRevenue,trailingDilutedAverageShares,annualInvestmentsAndAdvances,annualResearchAndDevelopment,trailingBasicEPS,trailingCommonStockIssuance,annualIncomeTaxPayable,quarterlyResearchAndDevelopment,trailingBasicAverageShares,trailingResearchAndDevelopment,trailingSaleOfInvestment,quarterlyIncomeTaxPayable,quarterlyInvestmentsAndAdvances,quarterlyCurrentDeferredRevenue,trailingPurchaseOfInvestment,annualCurrentDeferredRevenue,trailingDilutedEPS,quarterlyNonCurrentDeferredRevenue
1159574400,,89644000.0,-397072000.0,122078000.0,-77410000.0,-42702000.0,121978000.0,,,12783920000.0,,52719000.0,,4141157000.0,0.0,1093931000.0,478518000.0,15057509000.0,,96933000.0,,,3427139000.0,7459188000.0,,22332000.0,67840000.0,2051212000.0,4422055000.0,2588712000.0,,2285894000.0,1093931000.0,2588712000.0,,-1997022000.0,,3427139000.0,,11749000.0,2354000.0,4422055000.0,,,1.125,6499264000.0,4387000.0,807265000.0,-15303000.0,,-5025000.0,1261268000.0,138046000.0,509746000.0,67840000.0,1329108000.0,1329108000.0,25054000.0,1183575000.0,475055000.0,,2354000.0,1261268000.0,-469848000.0,1658340000.0,845639000.0,,748706000.0,,823935000.0,-284052000.0,28143000.0,1261268000.0,,1.14,,-808000.0,,,1560000.0,,0.0,8642763000.0,122078000.0,740629000.0,89644000.0,475055000.0,-101368000.0,12783920000.0,3573513000.0,-331000.0,,216212000.0,,-113132000.0,823935000.0,,,0.0,1483109000.0,1397100000.0,-314189000.0,92083000.0,-212245000.0,-280733000.0,,42879000.0,,,9210407000.0,,,0.0,-719246000.0,6499264000.0,-15303000.0,,,,-2941000.0,4141157000.0,294715000.0,0.0,208069000.0,478518000.0,467714000.0,,0.0,,12464000.0,,-135464000.0,,1261268000.0,,61203145000.0,414892000.0,402480000.0,73394000.0,585495000.0,,7459188000.0,3573513000.0,8845000.0,9210407000.0,,,2231815000.0,379734000.0,410018000.0,1183575000.0,,272617000.0,8642763000.0,118121000.0,509746000.0,,195572000.0,0.0,,2051212000.0,73594000.0,15643004000.0,468012000.0,,,-349543000.0,183015000.0,-23958000.0,-184198000.0,1560000.0,-314189000.0,694133000.0,,-20595000.0,,58971330000.0,966553000.0,467714000.0,,,,,,,,,,,,,,,,,,
1167523200,,105387000.0,-462879000.0,122187000.0,287871000.0,,122187000.0,,,,,,,,0.0,,528313000.0,16130750000.0,,,0.32,,3422833000.0,,,11841000.0,445653000.0,,,2697466000.0,,,1210938000.0,,,,,,,-66000.0,,4628473000.0,,,,,,,,,-9659000.0,798389000.0,,,,,1244042000.0,26775000.0,,,,2357000.0,,,1261268000.0,,,,,,-1453403000.0,,,,,,8143000.0,389940000.0,,1155000.0,,0.0,9103647000.0,122187000.0,,,494887000.0,259736000.0,13042918000.0,3711037000.0,-1605000.0,,1075590000.0,,,846611000.0,,,,,,,,-325632000.0,109101000.0,,17193000.0,,,,,,0.0,,6766052000.0,-16371000.0,0.315,,,,3939271000.0,,0.0,235634000.0,,,,,,,,-547511000.0,,798389000.0,,,,385784000.0,-205735000.0,594643000.0,,7787322000.0,,12827000.0,9331881000.0,384782000.0,,,362984000.0,,1316325000.0,,,,,518684000.0,,200650000.0,,,2163741000.0,78463000.0,16725393000.0,,,,,208859000.0,-28135000.0,-203239000.0,,-327927000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1175299200,,102007000.0,-20007000.0,129496000.0,422936000.0,,129496000.0,,,,,,,,0.0,,388458000.0,15906098000.0,,,0.345,,3633713000.0,,,65449000.0,830455000.0,,,2702747000.0,,,1199138000.0,,,,,,,-511000.0,,4602195000.0,,,,,,,,,-9534000.0,778382000.0,,,,,1608837000.0,24991000.0,,,,2375000.0,,,798389000.0,,,,,,-1330125000.0,,,,,,9889000.0,383594000.0,,833000.0,,0.0,9492088000.0,129496000.0,,,483643000.0,393674000.0,13586772000.0,3711962000.0,-315000.0,,945323000.0,,,866309000.0,,,,,,,,-71482000.0,243855000.0,,12012000.0,,,,,,0.0,,7301994000.0,-16564000.0,0.34,,,,4094684000.0,,0.0,246018000.0,,,,,,,,-413047000.0,,778382000.0,,,,385416000.0,30198000.0,606443000.0,,8190943000.0,,15102000.0,9874810000.0,377544000.0,,,363367000.0,,1301145000.0,,,,,525572000.0,,210627000.0,,,2283702000.0,81131000.0,16512541000.0,,,,,221027000.0,-29262000.0,-29896000.0,,-340737000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1183161600,,101552000.0,-291373000.0,129908000.0,369520000.0,,129908000.0,,,,,,,,0.0,,469497000.0,15848705000.0,,,0.35,,3549026000.0,,,12668000.0,954200000.0,,,2738455000.0,,,1212935000.0,,,,,,,-7012000.0,,4129002000.0,,,,,,,,,-9322000.0,487009000.0,,,,,1441209000.0,27359000.0,,,,2378000.0,,,778382000.0,,,,,,-2335015000.0,,,,,,19196000.0,375902000.0,,621000.0,,0.0,9155381000.0,129908000.0,,,473597000.0,343217000.0,12891220000.0,3741039000.0,-237000.0,,2211270000.0,,,885854000.0,,,,,,,,-492197000.0,206245000.0,,-18085000.0,,,,,,0.0,,6887324000.0,-9371000.0,0.345,,,,3735839000.0,,4852000.0,240290000.0,,,,,,,,-167682000.0,,487009000.0,,,,384292000.0,475457000.0,597223000.0,,7840894000.0,,20147000.0,9150181000.0,370344000.0,,,359877000.0,,1314487000.0,,,,,528987000.0,,199730000.0,,,2404288000.0,69822000.0,16445928000.0,,,,,212931000.0,-26303000.0,-493211000.0,,-356867000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1191110400,,126010000.0,153195000.0,87576000.0,127577000.0,-674437000.0,112177000.0,,,12310064000.0,,75979000.0,,3099720000.0,0.0,1227298000.0,370658000.0,15862020000.0,,104344000.0,,,3472358000.0,7857036000.0,,4662000.0,467419000.0,2286489000.0,4101502000.0,2611055000.0,,7346093000.0,1227298000.0,2611055000.0,,-7745672000.0,,3472358000.0,,8536000.0,2379000.0,4101502000.0,,,1.25,6988782000.0,-5076000.0,1207904000.0,-5247000.0,,-8734000.0,640204000.0,94620000.0,506984000.0,467419000.0,1107623000.0,1107623000.0,25219000.0,1353308000.0,477725000.0,,2379000.0,640204000.0,-1154531000.0,487009000.0,926758000.0,,822414000.0,,791462000.0,-2627129000.0,5205000.0,640204000.0,,1.265,,-26407000.0,,,476000.0,,0.0,9210344000.0,87576000.0,785050000.0,126010000.0,477725000.0,93226000.0,12310064000.0,3595764000.0,-491000.0,,3113910000.0,,-118051000.0,791462000.0,,,0.0,1504325000.0,1413103000.0,-284478000.0,13185000.0,-546696000.0,-40796000.0,,2065000.0,,,8714300000.0,,,0.0,-1436007000.0,6988782000.0,-5247000.0,,,,-2648000.0,3099720000.0,-621064000.0,353000.0,195693000.0,370658000.0,469167000.0,,0.0,,32288000.0,,453803000.0,,640204000.0,,66074312000.0,375772000.0,357956000.0,-14177000.0,528430000.0,,7857036000.0,3595764000.0,27903000.0,8714300000.0,,,2326739000.0,332898000.0,370362000.0,1353308000.0,,291282000.0,9210344000.0,518405000.0,506984000.0,,174043000.0,0.0,,2286489000.0,61866000.0,16390450000.0,493768000.0,,,285743000.0,170474000.0,-34351000.0,-428185000.0,476000.0,-284478000.0,1089853000.0,,-37249000.0,,63747573000.0,1261268000.0,469167000.0,,,,,,,,,,,,,,,,,,
1199059200,,164780000.0,-116065000.0,109820000.0,-101030000.0,,109820000.0,,,,,,,,0.0,,387544000.0,16865455000.0,,,0.335,,3461562000.0,,,,,,,2779504000.0,,,1250284000.0,,,,,,,-737000.0,,4822362000.0,,,,,,,,,-12498000.0,524139000.0,,,,,524139000.0,25557000.0,,,,2381000.0,,,640204000.0,,,,,,-909105000.0,,,,,,20245000.0,334124000.0,,1487000.0,,0.0,9726575000.0,109820000.0,,,469670000.0,-127961000.0,12611757000.0,3772921000.0,4097000.0,,1376524000.0,,,827400000.0,,,,,,,,-311442000.0,-235784000.0,,-13495000.0,,,,,,0.0,,7414854000.0,-8035000.0,0.33,,,,2885182000.0,,0.0,220547000.0,,,,,,,,278002000.0,,524139000.0,,,,312470000.0,-609876000.0,507460000.0,,8311511000.0,,12127000.0,8838836000.0,329810000.0,,,290117000.0,,1415064000.0,,,,,523747000.0,,177829000.0,,,2374515000.0,68009000.0,17372915000.0,,,,,194990000.0,-26931000.0,-293037000.0,,-303653000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1206921600,,166444000.0,67221000.0,133852000.0,193313000.0,,133852000.0,,,,,,,,0.0,,307275000.0,17287493000.0,,,0.415,,3648094000.0,,,,,,,2746860000.0,,,1223768000.0,,,,,,,-392000.0,,4528110000.0,,,,,,,,,-12161000.0,591360000.0,,,,,591360000.0,26348000.0,,,,2387000.0,,,524139000.0,,,,,,0.0,,,,,,20372000.0,326536000.0,,1616000.0,,0.0,9625177000.0,133852000.0,,,488261000.0,165139000.0,12572976000.0,3764220000.0,-4530000.0,,0.0,,,851516000.0,,,,,,,,-84201000.0,-27089000.0,,47687000.0,,,,,,0.0,,7396677000.0,-8064000.0,0.41,,,,2947799000.0,,0.0,264454000.0,,,,,,,,-27667000.0,,591360000.0,,,,320647000.0,294082000.0,558753000.0,,8234965000.0,,13286000.0,8808756000.0,322436000.0,,,297607000.0,,1390212000.0,,,,,529099000.0,,218988000.0,,,2496207000.0,85136000.0,17846246000.0,,,,,238106000.0,-28174000.0,-98425000.0,,-322417000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1214784000,,161674000.0,-8274000.0,-108020000.0,130672000.0,,112765000.0,,,,,,,,20773000.0,,286875000.0,17498621000.0,,,-0.34,,3667083000.0,,,50024000.0,,,,2548026000.0,,,1231199000.0,,,,,,,-8633000.0,,4116250000.0,,,,,,,,,-12089000.0,583086000.0,,,,,583086000.0,21709000.0,,,,2402000.0,,,591360000.0,,,,,,0.0,,,,,,18067000.0,322234000.0,,1872000.0,,0.0,9264375000.0,-108020000.0,,,471300000.0,105156000.0,11988340000.0,3540549000.0,-472000.0,,0.0,,,805436000.0,,,,,,,,-158500000.0,-17114000.0,,-659000.0,,,,,,53952000.0,,7039074000.0,-8071000.0,-0.34,,,,2723965000.0,,1176000.0,227099000.0,,,,,,,,-24437000.0,,583086000.0,,,,292655000.0,410687000.0,498045000.0,,7871502000.0,,6638000.0,8447791000.0,319064000.0,,,271098000.0,,1392873000.0,,,,,521223000.0,,180791000.0,,,2376097000.0,68026000.0,17996666000.0,,,,,205390000.0,-25516000.0,-114352000.0,,-284213000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1222732800,,152740000.0,295028000.0,114907000.0,514114000.0,163421000.0,115062000.0,,,12217786000.0,,70578000.0,,2710045000.0,17759000.0,1187412000.0,270823000.0,16630393000.0,,95882000.0,,,3480267000.0,8167589000.0,,12174000.0,,2479078000.0,4211775000.0,2875366000.0,,467419000.0,1187412000.0,2875366000.0,,,,3480267000.0,,-4465000.0,2406000.0,4211775000.0,,,0.77,7326580000.0,-14404000.0,737069000.0,-16490000.0,,-11926000.0,878114000.0,84394000.0,552159000.0,,878114000.0,878114000.0,22268000.0,1340152000.0,,,2406000.0,878114000.0,-662417000.0,583086000.0,936120000.0,,840238000.0,,933201000.0,,1878000.0,878114000.0,,0.78,,5848000.0,,,1719000.0,,120500000.0,9507741000.0,114907000.0,761338000.0,152740000.0,,457426000.0,12217786000.0,3548025000.0,-220000.0,,-909105000.0,,-137309000.0,933201000.0,,,120500000.0,1206764000.0,1124683000.0,-381042000.0,62112000.0,-126473000.0,317786000.0,,28579000.0,,,8669761000.0,,,43691000.0,-680616000.0,7326580000.0,-16490000.0,,,,-1125000.0,2710045000.0,237910000.0,702000.0,227911000.0,270823000.0,250559000.0,,17759000.0,,64496000.0,,-62477000.0,,878114000.0,,70189733000.0,324920000.0,321810000.0,-102906000.0,527453000.0,,8167589000.0,3548025000.0,38527000.0,8669761000.0,,,2047002000.0,303279000.0,321284000.0,1340152000.0,,292274000.0,9507741000.0,37799000.0,552159000.0,,187763000.0,43691000.0,,2479078000.0,72701000.0,17157846000.0,469064000.0,,,-8013000.0,205643000.0,-56688000.0,-156603000.0,1719000.0,-381042000.0,599760000.0,,-48674000.0,,68142731000.0,640204000.0,250559000.0,,,,,,,,,,,,,,,,,,
1230681600,,153193000.0,-407197000.0,111056000.0,-304366000.0,,112529000.0,,,,,,,,0.0,,291183000.0,16848529000.0,,,0.36,,3537704000.0,,,1331000.0,,,,2852618000.0,,,1185339000.0,,,,,,,-1458000.0,,4963704000.0,,,,,,,,,-15571000.0,470917000.0,,,,,470917000.0,17813000.0,,,,2406000.0,,,878114000.0,,,,,,,,,,,,16363000.0,310178000.0,,1310000.0,,129015000.0,9845329000.0,111056000.0,,,,-346710000.0,12561146000.0,3554077000.0,788000.0,,,,,961825000.0,,,,,,,,-88352000.0,-464567000.0,,9681000.0,,,,,,0.0,,7655869000.0,-26556000.0,0.36,,,,2715817000.0,,0.0,217822000.0,,,,,,,,-28546000.0,,470917000.0,,,,290935000.0,-768924000.0,489848000.0,,8506797000.0,,20392000.0,9007069000.0,308594000.0,,,272026000.0,,1338532000.0,,,,,572444000.0,,183272000.0,,,2574563000.0,70743000.0,17338377000.0,,,,,198913000.0,-42344000.0,-74285000.0,,-389381000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1238457600,,153563000.0,184412000.0,143387000.0,336784000.0,,144042000.0,,,,,,,,0.0,,251591000.0,16759180000.0,,,0.475,,3734251000.0,,,,,,,2517763000.0,,,1159351000.0,,,,,,,504000.0,,4578950000.0,,,,,,,,,-15227000.0,655329000.0,,,,,655329000.0,28030000.0,,,,2409000.0,,,470917000.0,,,,,,,,,,,,15900000.0,304584000.0,,695000.0,,122909000.0,9791020000.0,143387000.0,,,327020000.0,310541000.0,12549716000.0,3544337000.0,-3238000.0,,,,,971108000.0,,,,,,,,-91527000.0,134661000.0,,16461000.0,,,,,,0.0,,7651455000.0,-27731000.0,0.47,,,,2758696000.0,,-68587000.0,277171000.0,,,,,,,,-26243000.0,,655329000.0,,,,304205000.0,383682000.0,552471000.0,,8478106000.0,,-317000.0,9005379000.0,302446000.0,,,284771000.0,,1312914000.0,,,,,576645000.0,,233241000.0,,,2702724000.0,89199000.0,17311651000.0,,,,,248266000.0,-26243000.0,-126129000.0,,-394463000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1246320000,,174234000.0,257595000.0,118807000.0,398041000.0,,125134000.0,,,,,,,,885748000.0,,289732000.0,17874676000.0,,,0.4,,3746643000.0,,,,,,,,,,1190225000.0,,,,,,,-9086000.0,,4424228000.0,,,,,,,,,-15126000.0,912924000.0,,,,,912924000.0,23551000.0,,,,4821000.0,,,655329000.0,,,,,,,,,-2528000.0,,,14652000.0,300592000.0,,710000.0,,3002326000.0,9951433000.0,118807000.0,,,,364407000.0,12735751000.0,3597371000.0,-981000.0,,0.0,,,1010560000.0,,,,,,,,-93945000.0,215624000.0,,19693000.0,,,,,,0.0,,7700516000.0,-20983000.0,0.4,5785000.0,,,2784318000.0,,0.0,232490000.0,,,,,,,,-47024000.0,,912924000.0,,,,297336000.0,162940000.0,519223000.0,,8586974000.0,,11481000.0,9138380000.0,298477000.0,,,277647000.0,,1364459000.0,-290198000.0,,,,595045000.0,,198149000.0,,,2806404000.0,73015000.0,18393899000.0,,,,,221887000.0,-33634000.0,-93422000.0,,-415515000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1254268800,,199728000.0,96444000.0,130147000.0,353304000.0,-148349000.0,130147000.0,,,13572740000.0,,257577000.0,,2716469000.0,0.0,1176933000.0,315657000.0,18177530000.0,,94316000.0,,,3916509000.0,9479610000.0,,,,2919760000.0,4972820000.0,,,108000.0,1176933000.0,,,0.0,,3916509000.0,27138000.0,-1821000.0,4829000.0,4972820000.0,,,1.66,8517162000.0,-13140000.0,783763000.0,-46096000.0,,-16772000.0,1009368000.0,,619238000.0,,1009368000.0,1009368000.0,24922000.0,1376661000.0,,,4829000.0,1009368000.0,-504160000.0,912924000.0,961289000.0,,895521000.0,,1023123000.0,,0.0,1009368000.0,-164998000.0,1.67,,14951000.0,,,1068000.0,,140685000.0,10856271000.0,130147000.0,824074000.0,199728000.0,,309688000.0,13572740000.0,3618987000.0,-911000.0,,0.0,,-145837000.0,1023123000.0,,,2999749000.0,1204554000.0,1125646000.0,-403885000.0,84324000.0,-176526000.0,139469000.0,,38489000.0,,,9953753000.0,-457771000.0,,0.0,-450350000.0,8517162000.0,-46096000.0,,6754000.0,,-4342000.0,2716469000.0,131254000.0,0.0,249285000.0,315657000.0,503397000.0,,961380000.0,,58307000.0,-8838000.0,-46536000.0,,1009368000.0,,71759990000.0,302754000.0,312349000.0,-542709000.0,538533000.0,,9479610000.0,3618987000.0,13305000.0,9953753000.0,,,2100075000.0,291473000.0,300573000.0,1376661000.0,-275807000.0,312222000.0,10856271000.0,21567000.0,619238000.0,0.0,209412000.0,0.0,,2919760000.0,79265000.0,18716063000.0,511852000.0,,,-765011000.0,226184000.0,-43616000.0,-210324000.0,1068000.0,-403885000.0,637926000.0,-13422000.0,-62696000.0,,69659915000.0,878114000.0,503397000.0,,,,,,,,,,,,,,,,,,
1262217600,,196706000.0,-29801000.0,151307000.0,-41689000.0,,151307000.0,,,,,,,,1017298000.0,,355830000.0,18772489000.0,,,0.53,,3540919000.0,,,,,,,,,,1375256000.0,,,,,,,-277000.0,,5361851000.0,,,,,,,,,-23149000.0,979567000.0,,,,,979567000.0,25204000.0,,,,4846000.0,,,1009368000.0,,,,,,,,,371936000.0,,,17267000.0,291287000.0,,593000.0,,2998231000.0,10815410000.0,151307000.0,,,,-84263000.0,13556271000.0,3640140000.0,-3372000.0,,,,,1058018000.0,,,,,,,,-144626000.0,-254904000.0,,17511000.0,,,,,,0.0,,8225557000.0,-42818000.0,0.52,7176000.0,,,2740861000.0,,127000.0,282902000.0,,,,,,,,-42447000.0,,979567000.0,,,,300988000.0,-391153000.0,563370000.0,,9243448000.0,,61908000.0,9916131000.0,286955000.0,,,280191000.0,,1571962000.0,-495076000.0,,,,641909000.0,,244838000.0,,,3047918000.0,93531000.0,19335859000.0,,,,,262382000.0,-42574000.0,54335000.0,,-416109000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1269993600,,205463000.0,220305000.0,181008000.0,388082000.0,,181008000.0,,,,,,,,990961000.0,,312169000.0,18688559000.0,,,0.64,,3948478000.0,,,,,,,2544413000.0,,,1358505000.0,,,,,,,-268000.0,,4980895000.0,,,,,,,,,-22605000.0,1199872000.0,,,,,1199872000.0,25188000.0,,,,4867000.0,,,979567000.0,,,,,,,,,-392942000.0,,,19279000.0,287162000.0,,503000.0,,2989457000.0,10990366000.0,181008000.0,,,310224000.0,342619000.0,13822288000.0,3655258000.0,-5675000.0,,,,,1101766000.0,,,,,,,,-110573000.0,140187000.0,,23964000.0,,,,,,0.0,,8434934000.0,-38293000.0,0.63,9615000.0,,,2831922000.0,,7000.0,331646000.0,,,,,,,,-45456000.0,,1199872000.0,,,,300841000.0,368210000.0,612068000.0,,9426398000.0,,66887000.0,10167030000.0,281926000.0,,,280154000.0,,1563968000.0,-294608000.0,,,,665801000.0,,291680000.0,,,3206322000.0,110672000.0,19300627000.0,,,,,311227000.0,-45463000.0,-122321000.0,,-435965000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1277856000,,226226000.0,110844000.0,163205000.0,212998000.0,,163205000.0,,,,,,,,1034086000.0,,331067000.0,19013750000.0,,,0.58,,3887827000.0,,,,,,,2539889000.0,,,1359681000.0,,,,,,,-488000.0,,5096601000.0,,,,,,,,,-22552000.0,1310716000.0,,,,,1310716000.0,26009000.0,,,,4894000.0,,,1199872000.0,,,,,,,,,24459000.0,,,17901000.0,286693000.0,,489000.0,,2977598000.0,11072594000.0,163205000.0,,,306412000.0,168733000.0,14003785000.0,3665782000.0,9047000.0,,,,,1142235000.0,,,,,,,,-95063000.0,-16131000.0,,19213000.0,,,,,,0.0,,8452112000.0,-50159000.0,0.57,7328000.0,,,2931191000.0,,9000.0,302991000.0,,,,,,,,-44256000.0,,1310716000.0,,,,306516000.0,-104984000.0,588370000.0,,9486687000.0,,65924000.0,10338003000.0,281195000.0,,,284891000.0,,1585907000.0,-217734000.0,,,,688184000.0,,263465000.0,,,3346975000.0,100260000.0,19602120000.0,,,,,281854000.0,-44265000.0,-57898000.0,,-454051000.0,,,,,,,,,,,,,,,,,,,,,,,,,
1285804800,,231044000.0,347466000.0,141228000.0,549233000.0,-184371000.0,141228000.0,,,14434843000.0,,280664000.0,,2954297000.0,0.0,1343158000.0,369016000.0,19122539000.0,,104172000.0,,,3827484000.0,9906344000.0,,,,3465886000.0,5210098000.0,2544367000.0,,0.0,1343158000.0,2544367000.0,,0.0,,3827484000.0,30844000.0,-357000.0,4898000.0,5210098000.0,,,2.22,8833285000.0,-6572000.0,1108624000.0,-42536000.0,,-22316000.0,1658182000.0,,711712000.0,,1658182000.0,1658182000.0,27771000.0,1574202000.0,300976000.0,,4898000.0,1658182000.0,-275439000.0,1310716000.0,1186724000.0,,1106835000.0,,1185441000.0,,264000.0,1658182000.0,57707000.0,2.26,,18950000.0,,,422000.0,,129438000.0,11480546000.0,141228000.0,1027769000.0,231044000.0,300976000.0,496900000.0,14434843000.0,3686493000.0,-10219000.0,,,,-184635000.0,1185441000.0,,,2974781000.0,1249807000.0,1163346000.0,-473729000.0,,-120094000.0,322756000.0,,,,,10748350000.0,61160000.0,,0.0,-470356000.0,8833285000.0,-42536000.0,,6725000.0,,-10219000.0,2954297000.0,648814000.0,121000.0,274507000.0,369016000.0,636748000.0,,1072637000.0,,72494000.0,-10219000.0,-52212000.0,,1658182000.0,,77953979000.0,287246000.0,346644000.0,-115040000.0,592834000.0,,9906344000.0,3686493000.0,-24542000.0,10748350000.0,,,2356642000.0,318810000.0,282258000.0,1574202000.0,-253977000.0,391021000.0,11480546000.0,191212000.0,711712000.0,0.0,227786000.0,0.0,,3465886000.0,86558000.0,19715373000.0,636748000.0,,,-242967000.0,246190000.0,-52333000.0,-149555000.0,422000.0,-473729000.0,923989000.0,0.0,-90622000.0,,75597337000.0,1009368000.0,636748000.0,,,,,,,,,,,,,,,,,,
