date,annualChangeInWorkingCapital,quarterlyFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualFreeCashFlow,annualCommonStockIssuance,quarterlyGoodwill,annualGainsLossesNotAffectingRetainedEarnings,annualTotalRevenue,annualNetOtherInvestingChanges,annualRetainedEarnings,annualCashDividendsPaid,annualPretaxIncome,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualLongTermDebt,quarterlyNetIncomeCommonStockholders,annualTaxProvision,annualTotalAssets,annualNetIncome,annualCurrentDebt,annualEndCashPosition,quarterlyTotalAssets,quarterlyPurchaseOfInvestment,annualOperatingIncome,quarterlyDepreciationAndAmortization,trailingTaxProvision,annualAccountsPayable,quarterlyNetOtherFinancingCharges,annualOtherNonCashItems,quarterlyTotalLiabilitiesNetMinorityInterest,annualRepurchaseOfCapitalStock,quarterlyInvestmentsAndAdvances,annualSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualStockholdersEquity,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyLongTermDebt,trailingPretaxIncome,annualAccountsReceivable,quarterlyEndCashPosition,quarterlyInvestingCashFlow,quarterlyAccountsReceivable,quarterlyCashDividendsPaid,annualNetPPE,annualNetIncomeCommonStockholders,annualOtherIntangibleAssets,annualOperatingCashFlow,annualChangeInAccountPayable,annualRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualChangeInCashSupplementalAsReported,quarterlyNetOtherInvestingChanges,trailingNetIncomeCommonStockholders,quarterlyStockholdersEquity,annualBeginningCashPosition,trailingInterestExpense,annualCashFlowFromContinuingFinancingActivities,quarterlyRepaymentOfDebt,quarterlyChangesInAccountReceivables,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlySaleOfInvestment,quarterlyCashAndCashEquivalents,annualSellingGeneralAndAdministration,quarterlyInterestExpense,quarterlyCurrentDebt,annualPurchaseOfBusiness,quarterlyOperatingIncome,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,annualInvestingCashFlow,trailingSellingGeneralAndAdministration,quarterlyTotalRevenue,quarterlyOperatingCashFlow,annualNetIncomeContinuousOperations,annualPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,annualCapitalExpenditure,quarterlyCapitalExpenditure,annualChangesInAccountReceivables,annualCapitalStock,quarterlyTaxProvision,annualGoodwill,trailingNetIncome,annualStockBasedCompensation,annualInterestExpense,annualNetOtherFinancingCharges,quarterlyPretaxIncome,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyNetPPE,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,annualInventory,trailingBeginningCashPosition,trailingBasicAverageShares,trailingChangeInCashSupplementalAsReported,trailingOtherIncomeExpense,trailingOperatingIncome,quarterlyCostOfRevenue,quarterlyCurrentLiabilities,quarterlyBasicAverageShares,trailingCommonStockIssuance,annualResearchAndDevelopment,annualGrossProfit,annualBasicEPS,quarterlyDilutedEPS,annualOtherNonCurrentAssets,trailingPurchaseOfBusiness,quarterlyOtherShortTermInvestments,quarterlyNonCurrentDeferredRevenue,trailingOtherNonCashItems,annualCashCashEquivalentsAndMarketableSecurities,trailingChangeInWorkingCapital,quarterlyOtherIncomeExpense,annualGrossPPE,trailingCashFlowFromContinuingFinancingActivities,quarterlyCashCashEquivalentsAndMarketableSecurities,annualOtherCurrentAssets,annualBasicAverageShares,annualCurrentAssets,quarterlyBasicEPS,annualNonCurrentDeferredRevenue,trailingCostOfRevenue,trailingBasicEPS,annualOtherCurrentLiabilities,trailingDilutedEPS,trailingRepaymentOfDebt,quarterlyResearchAndDevelopment,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCurrentAssets,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyChangeInInventory,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,quarterlyNonCurrentDeferredTaxesLiabilities,trailingCapitalExpenditure,trailingNetOtherInvestingChanges,quarterlyEbitda,annualIncomeTaxPayable,annualOtherNonCurrentLiabilities,annualTotalNonCurrentAssets,quarterlyGrossPPE,annualOperatingExpense,annualChangeInInventory,annualEbitda,trailingChangeInInventory,annualNonCurrentDeferredTaxesLiabilities,trailingChangeInAccountPayable,annualDilutedEPS,trailingCashDividendsPaid,annualDilutedAverageShares,trailingEndCashPosition,trailingOperatingCashFlow,quarterlyOtherCurrentAssets,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,quarterlyAccumulatedDepreciation,annualCurrentLiabilities,annualAccumulatedDepreciation,trailingDepreciationAndAmortization,trailingSaleOfInvestment,annualOtherShortTermInvestments,quarterlyOperatingExpense,trailingDeferredIncomeTax,quarterlyDilutedAverageShares,trailingGrossProfit,annualCostOfRevenue,quarterlyCurrentDeferredRevenue,trailingResearchAndDevelopment,quarterlyInventory,quarterlyOtherCurrentLiabilities,trailingOperatingExpense,quarterlyCurrentAccruedExpenses,quarterlyIncomeTaxPayable,trailingRepurchaseOfCapitalStock,annualOtherIncomeExpense,annualCurrentAccruedExpenses,trailingDilutedAverageShares,quarterlyTotalNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,trailingFreeCashFlow,quarterlyGrossProfit,quarterlyOtherNonCurrentAssets
2002-12-31,-36896000000.0,-16874000000.0,716494000000.0,25851000000.0,-25134000000.0,,,1227000000.0,29614000000.0,-1167000000.0,25851000000.0,-2784000000.0,2519000000.0,3252000000.0,,45190000000.0,-399000000.0,856000000.0,758800000000.0,1663000000.0,25537000000.0,19218000000.0,758800000000.0,-73096000000.0,2519000000.0,1438000000.0,,,0.0,5037000000.0,716494000000.0,,375135000000.0,224564000000.0,375135000000.0,,42306000000.0,-387000000.0,-387000000.0,3426000000.0,28160000000.0,45190000000.0,,14137000000.0,19218000000.0,-9419000000.0,14137000000.0,-698000000.0,6829000000.0,1612000000.0,12902000000.0,-25134000000.0,,-12185000000.0,3033000000.0,18159000000.0,12902000000.0,,-3835000000.0,-3128000000.0,,42306000000.0,22600000000.0,,44643000000.0,-1035000000.0,,1227000000.0,66805000000.0,28160000000.0,11672000000.0,3203000000.0,25537000000.0,,-587000000.0,,,,-20820000000.0,-23344000000.0,,7495000000.0,-16874000000.0,1663000000.0,-246669000000.0,27257000000.0,,,,3033000000.0,-200000000.0,,,,13758000000.0,0.0,-587000000.0,1636000000.0,,6829000000.0,1259000000.0,,964000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,18606000000.0,,26538000000.0,,,,,,,,,,3338000000.0,,,1387000000.0,,,,,,755156000000.0,-101462000000.0,,1060000000.0,,,181000000.0,,712072000000.0,,365968000000.0,,,,,1400000000.0,1400000000.0,,,48290000000.0,,,22229000000.0,-6096000000.0,12962000000.0,-696000000.0,,,,,,,3041000000.0,19218000000.0,12856000000.0,,,133000000.0,,43084000000.0,,,,-3873000000.0,,1113000000.0,95243000000.0,29125000000.0,,3048000000.0,26887000000.0,,2122000000.0,,,,15345000000.0,,,8406000000.0,18606000000.0,,,-9545000000.0,,,,,722000000.0,,,,,,2122000000.0,,,6719000000.0,801000000.0,,2965000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,-322000000.0,,27633000000.0,,,,,,,,,,3398000000.0,,,1815000000.0,,,,,,802603000000.0,-88071000000.0,,1090000000.0,,,-149000000.0,,757782000000.0,,364394000000.0,,,,,1827000000.0,1827000000.0,,,49918000000.0,,,23398000000.0,-10135000000.0,13459000000.0,-726000000.0,,,,,,,3045000000.0,22229000000.0,12560000000.0,,,-13655000000.0,,44821000000.0,,,,-1005000000.0,,1293000000.0,91604000000.0,33791000000.0,,2808000000.0,24558000000.0,,2767000000.0,,,,-2790000000.0,,,9034000000.0,-322000000.0,,,11417000000.0,,,,,940000000.0,,,,,,2767000000.0,,,6658000000.0,-449000000.0,,960000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,19898000000.0,,28540000000.0,,,,,,,,,,2892000000.0,,,1615000000.0,,,,,,792700000000.0,-92609000000.0,,190000000.0,,,32000000.0,,729344000000.0,,340563000000.0,,,,,1628000000.0,1628000000.0,,,50661000000.0,,,18585000000.0,1449000000.0,13995000000.0,-714000000.0,,,,,,,3050000000.0,23398000000.0,13530000000.0,,,2017000000.0,,44957000000.0,,,,-1164000000.0,,187000000.0,92041000000.0,29186000000.0,,2648000000.0,22964000000.0,,2430000000.0,,,,17875000000.0,,,7748000000.0,19898000000.0,,,-26171000000.0,,,,,802000000.0,,,,,,2430000000.0,,,6558000000.0,205000000.0,,-4824000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,3173000000.0,-23581000000.0,712463000000.0,29681000000.0,14601000000.0,,,-30000000.0,33256000000.0,-286000000.0,29681000000.0,-2865000000.0,10028000000.0,2777000000.0,,54782000000.0,1851000000.0,3309000000.0,770912000000.0,6719000000.0,23209000000.0,20268000000.0,770912000000.0,-30771000000.0,10028000000.0,761000000.0,,,69000000.0,180000000.0,712463000000.0,,362199000000.0,326286000000.0,362199000000.0,,46154000000.0,1864000000.0,1864000000.0,3101000000.0,30443000000.0,54782000000.0,,12356000000.0,20268000000.0,27200000000.0,12356000000.0,-729000000.0,6487000000.0,6668000000.0,14991000000.0,14601000000.0,,-8316000000.0,3053000000.0,18585000000.0,14991000000.0,,768000000.0,11219000000.0,,46154000000.0,19218000000.0,,-26251000000.0,-2274000000.0,,-30000000.0,47398000000.0,30443000000.0,12405000000.0,2603000000.0,23209000000.0,,2709000000.0,,,,-27257000000.0,12418000000.0,,8068000000.0,-23581000000.0,6719000000.0,-312913000000.0,-1952000000.0,,,,3053000000.0,845000000.0,,,,11107000000.0,133000000.0,2709000000.0,1428000000.0,,6487000000.0,-377000000.0,,1667000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,-8359000000.0,,30878000000.0,,,,,,,,,,3569000000.0,,,1917000000.0,,,,,,801078000000.0,-65445000000.0,,762000000.0,,,15000000.0,,745434000000.0,,375708000000.0,,,,,1930000000.0,1930000000.0,,,56794000000.0,,,19419000000.0,-41954000000.0,13250000000.0,-720000000.0,,,,,,,3097000000.0,20268000000.0,14685000000.0,,,-29273000000.0,,48101000000.0,,,,-2805000000.0,,177000000.0,52788000000.0,55019000000.0,,2648000000.0,25386000000.0,,2903000000.0,,,796000000.0,-11457000000.0,,,8977000000.0,-8359000000.0,,,49384000000.0,,,,,973000000.0,,,,,,2903000000.0,,,6418000000.0,-105000000.0,,-929000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,-4500000000.0,,29596000000.0,,,,,,,,,,3213000000.0,,,-561000000.0,,,,,,817763000000.0,-48230000000.0,,671000000.0,,,-22000000.0,,765260000000.0,,354145000000.0,,,,,-548000000.0,-548000000.0,,,59615000000.0,,,23525000000.0,-29942000000.0,15050000000.0,-734000000.0,,,,,,,3104000000.0,19419000000.0,16130000000.0,,,-11658000000.0,,45941000000.0,,,,-2789000000.0,,-910000000.0,30286000000.0,62660000000.0,,2628000000.0,24735000000.0,,-1075000000.0,,,-1243000000.0,-7245000000.0,,,8599000000.0,-4500000000.0,,,38703000000.0,,,,,-527000000.0,,,,,,-1075000000.0,,,6268000000.0,4006000000.0,,4261000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,-28334000000.0,,29779000000.0,,,,,,,,,,4556000000.0,,,1405000000.0,,,,,,1138469000000.0,-2633000000.0,,1171000000.0,,,7000000.0,,986776000000.0,,424556000000.0,,,,,1418000000.0,1418000000.0,,,103499000000.0,,,30815000000.0,53306000000.0,19876000000.0,-1237000000.0,,,,,,,4585000000.0,23525000000.0,58115000000.0,,,21726000000.0,,105853000000.0,,,,-5986000000.0,,-242000000.0,33849000000.0,63897000000.0,,4041000000.0,19761000000.0,,1959000000.0,,,-237000000.0,-27821000000.0,,,12505000000.0,-28334000000.0,,,-17681000000.0,,,,,541000000.0,,,,,,1959000000.0,,,8880000000.0,-2578000000.0,,7291000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,-30457000000.0,19388000000.0,1003534000000.0,30209000000.0,-21805000000.0,,,-208000000.0,43097000000.0,-15961000000.0,30209000000.0,-3927000000.0,6194000000.0,4639000000.0,,105718000000.0,1653000000.0,1728000000.0,1157248000000.0,4466000000.0,21644000000.0,35168000000.0,1157248000000.0,-70538000000.0,6194000000.0,1231000000.0,,,-26000000.0,2282000000.0,1003534000000.0,,438490000000.0,179731000000.0,438490000000.0,,105653000000.0,1666000000.0,1666000000.0,3835000000.0,56848000000.0,105718000000.0,,21409000000.0,35168000000.0,-4486000000.0,21409000000.0,-1236000000.0,9145000000.0,4414000000.0,57887000000.0,-21805000000.0,,-16039000000.0,3924000000.0,30815000000.0,57887000000.0,,14715000000.0,3244000000.0,,105653000000.0,20268000000.0,,59596000000.0,-4459000000.0,,-208000000.0,62808000000.0,56848000000.0,15841000000.0,4533000000.0,21644000000.0,,2407000000.0,,,-143000000.0,16066000000.0,-23076000000.0,,12950000000.0,19388000000.0,4466000000.0,-186846000000.0,-10810000000.0,,,,3924000000.0,741000000.0,,,,13834000000.0,-26000000.0,2407000000.0,-827000000.0,,9145000000.0,959000000.0,,4092000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,-11719000000.0,,31253000000.0,,,,,,,,,,5185000000.0,,,2259000000.0,,,,,,1178305000000.0,-50782000000.0,,1165000000.0,,,8000000.0,,1028138000000.0,,426871000000.0,,,,,2264000000.0,2264000000.0,,,110611000000.0,,,37593000000.0,-6662000000.0,21098000000.0,-1227000000.0,,,,,,,3937000000.0,35168000000.0,58320000000.0,,,7480000000.0,,105340000000.0,,,,-9903000000.0,,-623000000.0,36944000000.0,51924000000.0,,5407000000.0,23187000000.0,,3283000000.0,,,462000000.0,-16658000000.0,,,13647000000.0,-11719000000.0,,,20927000000.0,,,,,1019000000.0,,,,,,3283000000.0,,,9344000000.0,427000000.0,,2546000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,-20634000000.0,,31032000000.0,,,,,,,,,,4803000000.0,,,991000000.0,,,,,,1171283000000.0,-10222000000.0,,1056000000.0,,,427000000.0,,1022072000000.0,,414336000000.0,,,,,994000000.0,994000000.0,,,113180000000.0,,,35092000000.0,7131000000.0,24245000000.0,-1222000000.0,,,,,,,3743000000.0,37593000000.0,57410000000.0,,,-7766000000.0,,105385000000.0,,,,-4130000000.0,,-61000000.0,25228000000.0,44172000000.0,,5948000000.0,25558000000.0,,1257000000.0,,,-1500000000.0,-21867000000.0,,,12743000000.0,-20634000000.0,,,11099000000.0,,,,,263000000.0,,,,,,1257000000.0,,,9354000000.0,587000000.0,,-2404000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,-657000000.0,,32350000000.0,,,,,,,,,,5513000000.0,,,2524000000.0,,,,,,1203033000000.0,-23069000000.0,,1034000000.0,,,369000000.0,,1050758000000.0,,443719000000.0,,,,,2527000000.0,2527000000.0,,,113475000000.0,,,33036000000.0,-11676000000.0,28872000000.0,-1220000000.0,,,,,,,3747000000.0,35092000000.0,58103000000.0,,,-8643000000.0,,106135000000.0,,,,-8178000000.0,,-602000000.0,20126000000.0,47373000000.0,,6583000000.0,31566000000.0,,3756000000.0,,,507000000.0,-6079000000.0,,,14465000000.0,-657000000.0,,,10403000000.0,,,,,1229000000.0,,,,,,3756000000.0,,,9297000000.0,1245000000.0,,-1929000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,-38857000000.0,8783000000.0,1049534000000.0,33848000000.0,-24227000000.0,,,-626000000.0,54533000000.0,-17684000000.0,33848000000.0,-4878000000.0,12215000000.0,6978000000.0,,119886000000.0,2696000000.0,3732000000.0,1198942000000.0,8483000000.0,13863000000.0,36670000000.0,1198942000000.0,-30145000000.0,12215000000.0,1063000000.0,,,3064000000.0,3538000000.0,1049534000000.0,,426955000000.0,113988000000.0,426955000000.0,,107211000000.0,2698000000.0,2698000000.0,4318000000.0,58331000000.0,119886000000.0,,22421000000.0,36670000000.0,-7746000000.0,22421000000.0,-1209000000.0,9081000000.0,8470000000.0,58180000000.0,-24227000000.0,,-26883000000.0,3757000000.0,33036000000.0,58180000000.0,,1889000000.0,-8755000000.0,,107211000000.0,35168000000.0,,45069000000.0,-4672000000.0,,-626000000.0,31690000000.0,58331000000.0,22479000000.0,7431000000.0,13863000000.0,,3919000000.0,,,-1260000000.0,5747000000.0,-18953000000.0,,13678000000.0,8783000000.0,8483000000.0,-114218000000.0,2640000000.0,,,,3757000000.0,1221000000.0,,,,25369000000.0,3868000000.0,3919000000.0,-1791000000.0,,9081000000.0,1279000000.0,,3676000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,-18168000000.0,,35892000000.0,,,,,,,,,,6119000000.0,,,3077000000.0,,,,,,1273282000000.0,-76705000000.0,,837000000.0,,,26609000000.0,,1122708000000.0,,472431000000.0,,,,,3081000000.0,3081000000.0,,,123113000000.0,,,36903000000.0,-35474000000.0,21657000000.0,-1215000000.0,,,,,,,3645000000.0,36670000000.0,59513000000.0,,,5064000000.0,,108337000000.0,,,,-9316000000.0,,-1017000000.0,36830000000.0,47448000000.0,,8241000000.0,30333000000.0,,4653000000.0,,,554000000.0,-24564000000.0,,,15236000000.0,-18168000000.0,,,53821000000.0,,,,,1572000000.0,,,,,,4653000000.0,,,8985000000.0,1892000000.0,,179000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,-35572000000.0,,38208000000.0,,,,,,,,,,5794000000.0,,,3540000000.0,,,,,,1328001000000.0,-60393000000.0,,883000000.0,,,-24041000000.0,,1201885000000.0,,521052000000.0,,,,,3484000000.0,3540000000.0,,,147028000000.0,,,38390000000.0,-38687000000.0,24418000000.0,-1213000000.0,,,,,,,3658000000.0,36903000000.0,59114000000.0,,,-21303000000.0,,110684000000.0,,,,-7413000000.0,,-1218000000.0,43009000000.0,52827000000.0,,9235000000.0,18554000000.0,,5211000000.0,,,1076000000.0,-35594000000.0,,,14940000000.0,-35572000000.0,,,75619000000.0,,,,,1727000000.0,,,,,,5211000000.0,,,8910000000.0,-5873000000.0,,1360000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,18677000000.0,,40283000000.0,,,,,,,,,,5940000000.0,,,3297000000.0,,,,,,1338029000000.0,-43387000000.0,,860000000.0,,,3707000000.0,,1208214000000.0,,529831000000.0,,,,,3232000000.0,3297000000.0,,,156180000000.0,,,36279000000.0,-31461000000.0,21178000000.0,-1209000000.0,,,,,,,3658000000.0,38390000000.0,57810000000.0,,,-20215000000.0,,113561000000.0,,,,-8434000000.0,,-526000000.0,30826000000.0,53409000000.0,,9557000000.0,18135000000.0,,4937000000.0,,,173000000.0,4254000000.0,,,15400000000.0,18677000000.0,,,10686000000.0,,,,,1705000000.0,,,,,,4937000000.0,,,8553000000.0,10214000000.0,,-2098000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,-73313000000.0,-14516000000.0,1219546000000.0,43600000000.0,-49579000000.0,,,-1557000000.0,61437000000.0,-60830000000.0,43600000000.0,-4846000000.0,19886000000.0,5599000000.0,,163683000000.0,4526000000.0,6237000000.0,1351520000000.0,14444000000.0,18849000000.0,40412000000.0,1351520000000.0,-27984000000.0,19886000000.0,997000000.0,,,274000000.0,8116000000.0,1219546000000.0,,537760000000.0,169487000000.0,537760000000.0,,115790000000.0,3906000000.0,4526000000.0,3577000000.0,53959000000.0,163683000000.0,,22891000000.0,40412000000.0,5995000000.0,22891000000.0,-1209000000.0,8735000000.0,14440000000.0,60038000000.0,-49579000000.0,,-34267000000.0,3658000000.0,36279000000.0,60038000000.0,,3543000000.0,-24376000000.0,,115790000000.0,36670000000.0,,152749000000.0,-9104000000.0,,-1557000000.0,58822000000.0,53959000000.0,23400000000.0,11001000000.0,18849000000.0,,5174000000.0,,,-3613000000.0,-17409000000.0,-99627000000.0,,16054000000.0,-14516000000.0,13649000000.0,-208469000000.0,12623000000.0,,,,3658000000.0,1268000000.0,,,,37865000000.0,6549000000.0,5174000000.0,-1810000000.0,,8735000000.0,1883000000.0,,4102000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,-51518000000.0,,48105000000.0,,,,,,,,,,6716000000.0,,,4787000000.0,,,,,,1408918000000.0,-31841000000.0,,876000000.0,,,472000000.0,,1278105000000.0,,527148000000.0,,,,,4787000000.0,4787000000.0,,,175178000000.0,,,31836000000.0,-11846000000.0,23663000000.0,-1207000000.0,,,,,,,3658000000.0,40412000000.0,59963000000.0,,,-2629000000.0,,117704000000.0,,,,-14880000000.0,,-1482000000.0,22624000000.0,62809000000.0,,10518000000.0,25354000000.0,,7332000000.0,,,1054000000.0,-59263000000.0,,,18968000000.0,-51518000000.0,,,54743000000.0,,,,,2545000000.0,,,,,,7332000000.0,,,8728000000.0,1680000000.0,,-8621000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,-14838000000.0,,51011000000.0,,,,,,,,,,6766000000.0,,,4234000000.0,,,,,,1458042000000.0,-28770000000.0,,927000000.0,,,139000000.0,,1324023000000.0,,641788000000.0,,,,,4234000000.0,4234000000.0,,,201426000000.0,,,35449000000.0,-16471000000.0,26716000000.0,-1197000000.0,,,,,,,3658000000.0,31836000000.0,61447000000.0,,,-56568000000.0,,119211000000.0,,,,-15484000000.0,,-2080000000.0,68937000000.0,77185000000.0,,11174000000.0,25116000000.0,,6351000000.0,,,-1191000000.0,-21004000000.0,,,18908000000.0,-14838000000.0,,,34836000000.0,,,,,2117000000.0,,,,,,6351000000.0,,,9044000000.0,1323000000.0,,3527000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-30,,-14957000000.0,,53064000000.0,,,,,,,,,,5238000000.0,,,3373000000.0,,,,,,1479575000000.0,-20520000000.0,,957000000.0,,,534000000.0,,1346314000000.0,,643043000000.0,,,,,3373000000.0,3373000000.0,,,219780000000.0,,,32766000000.0,-13004000000.0,26401000000.0,-1331000000.0,,,,,,,3658000000.0,35449000000.0,60835000000.0,,,19349000000.0,,119978000000.0,,,,-10078000000.0,,-1830000000.0,-11833000000.0,59480000000.0,,11893000000.0,33978000000.0,,5000000000.0,,,-381000000.0,-27363000000.0,,,16112000000.0,-14957000000.0,,,25102000000.0,,,,,1627000000.0,,,,,,5000000000.0,,,8892000000.0,8694000000.0,,-2859000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31,-149071000000.0,-29247000000.0,1424910000000.0,54715000000.0,-110560000000.0,,,-917000000.0,71372000000.0,-85259000000.0,54715000000.0,-5051000000.0,22805000000.0,6039000000.0,,227845000000.0,2971000000.0,7440000000.0,1562147000000.0,15365000000.0,49596000000.0,40144000000.0,1562147000000.0,-71190000000.0,22805000000.0,1061000000.0,,,1883000000.0,18182000000.0,1424910000000.0,,661043000000.0,164532000000.0,661043000000.0,,123221000000.0,2971000000.0,2971000000.0,3821000000.0,51610000000.0,227845000000.0,,24823000000.0,40144000000.0,-31797000000.0,24823000000.0,-1316000000.0,9319000000.0,15365000000.0,60001000000.0,-110560000000.0,,-49410000000.0,3658000000.0,32766000000.0,60001000000.0,,-692000000.0,-45411000000.0,,123221000000.0,40412000000.0,,182986000000.0,-8968000000.0,,-917000000.0,84804000000.0,51610000000.0,24759000000.0,11396000000.0,49596000000.0,,4122000000.0,,,1825000000.0,-41441000000.0,-73118000000.0,,17384000000.0,-29247000000.0,15365000000.0,-152321000000.0,68305000000.0,,,,3658000000.0,1151000000.0,,,,44981000000.0,3028000000.0,4122000000.0,1307000000.0,,9319000000.0,6485000000.0,,7261000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
