date,trailingNetIncome,annualRetainedEarnings,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingCashDividendsPaid,annualGoodwill,annualTotalAssets,quarterlyDilutedAverageShares,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualNetIncome,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualPretaxIncome,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingInvestingCashFlow,quarterlyAccountsReceivable,annualOtherShortTermInvestments,trailingSaleOfInvestment,annualSaleOfInvestment,annualCommonStockIssuance,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualAccountsReceivable,trailingResearchAndDevelopment,annualTotalRevenue,annualStockholdersEquity,annualBasicEPS,quarterlyLongTermDebt,trailingChangeInAccountPayable,annualPurchaseOfInvestment,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,annualEndCashPosition,trailingTotalRevenue,quarterlyInventory,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualOperatingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlyCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyTotalLiabilitiesNetMinorityInterest,annualBasicAverageShares,trailingOtherIncomeExpense,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyChangeInInventory,annualInterestExpense,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualBeginningCashPosition,quarterlyOtherCurrentAssets,annualCurrentAssets,trailingCapitalExpenditure,annualEbitda,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,annualGrossPPE,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,quarterlyCapitalStock,trailingGrossProfit,trailingRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalStock,quarterlyStockholdersEquity,trailingOperatingCashFlow,trailingDeferredIncomeTax,annualRepaymentOfDebt,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,trailingInterestExpense,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingTaxProvision,annualStockBasedCompensation,annualChangeInInventory,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyRepaymentOfDebt,annualCurrentDebt,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyBasicAverageShares,annualOtherNonCashItems,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,trailingChangeInInventory,quarterlyStockBasedCompensation,annualDilutedAverageShares,annualGrossProfit,annualInventory,quarterlyEbitda,annualAccumulatedDepreciation,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,trailingOperatingExpense,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,trailingPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyPretaxIncome,annualDilutedEPS,trailingOtherNonCashItems,quarterlyRetainedEarnings,annualPurchaseOfBusiness,annualCostOfRevenue,quarterlyOperatingIncome,trailingCostOfRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDeferredRevenue,annualNetIncomeContinuousOperations,quarterlyGrossPPE,quarterlyAccumulatedDepreciation,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,trailingFreeCashFlow,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingBasicEPS
,,440770000.0,1003606000.0,446143000.0,,86545000.0,1003606000.0,44156800.0,-20974000.0,,105789000.0,294342000.0,9860000.0,-6143000.0,7667000.0,,32687000.0,202112000.0,150491000.0,4332000.0,63162000.0,,28428000.0,202112000.0,,1875516000.0,,,339122000.0,187621000.0,155422000.0,28428000.0,,651790000.0,339458000.0,2.4,294342000.0,,-1949769000.0,,23209000.0,-183538000.0,86545000.0,61382000.0,38964000.0,38964000.0,,17772000.0,-88680000.0,,38964000.0,-27714000.0,166881000.0,166881000.0,,222000.0,4229000.0,368993000.0,1965000.0,221370000.0,62038000.0,,166881000.0,-514114000.0,-4548000.0,325026000.0,339122000.0,63668000.0,28991000.0,28991000.0,368993000.0,6253000.0,43955000.0,187621000.0,-239279000.0,81633000.0,664148000.0,44155680.0,,-2714000.0,0.0,9860000.0,84159000.0,166881000.0,43955000.0,,-23380000.0,0.88,-5601000.0,,,-68000.0,20391000.0,,-36476000.0,223144000.0,9577000.0,557463000.0,,194091000.0,105789000.0,451366000.0,13629000.0,81633000.0,0.0,4354000.0,204951000.0,446143000.0,44000.0,,,-3230000.0,173024000.0,-5101000.0,117570000.0,83879000.0,62038000.0,-239279000.0,44000.0,339458000.0,,,-9059000.0,,,24498000.0,,4332000.0,-64276000.0,-56263000.0,,7667000.0,,10213000.0,-237000.0,44702000.0,0.0,-4437000.0,1965000.0,0.88,14062000.0,81633000.0,44156800.0,17272000.0,9577000.0,,76423000.0,4355000.0,,,2181000.0,44155680.0,436796000.0,222000.0,57255000.0,-52814000.0,157094000.0,0.0,-1852000.0,325026000.0,,557463000.0,281374000.0,24498000.0,,22497000.0,53238000.0,,,53026000.0,2.4,,440770000.0,-45009000.0,214994000.0,33691000.0,,-25932000.0,-8967000.0,,105789000.0,81633000.0,-52814000.0,664148000.0,180732000.0,,110091000.0,,,,,,,,,,
,,,1083469000.0,478420000.0,,,,44156961.0,,,,,13054000.0,-21996000.0,8087000.0,,,195569000.0,,36021000.0,55448000.0,,47118000.0,,,,,,344075000.0,187889000.0,,,,,,,295683000.0,,,,,,91379000.0,49752000.0,30247000.0,30247000.0,,5147000.0,777000.0,,30247000.0,,144885000.0,,,420000.0,5684000.0,340454000.0,3277000.0,,,,144885000.0,-641259000.0,-4548000.0,,,,,29056000.0,,6252000.0,,,,,730403000.0,,,,0.0,,-27237000.0,,47533000.0,,,0.68,-872000.0,,,-158000.0,,,,,16072000.0,,,,,659309000.0,-22920000.0,,,,,,44000.0,,,14376000.0,166881000.0,,102182000.0,71693000.0,77180000.0,-249350000.0,,353066000.0,,,,,,28320000.0,,,,,,,,,,,,-661000.0,,0.68,6956000.0,89932000.0,44156961.0,,,,,4431000.0,,,3190000.0,,,,49139000.0,,,-1838000.0,-1896000.0,386328000.0,,605049000.0,,,,21941000.0,-54535000.0,,,37203000.0,,,464393000.0,,,30489000.0,,-15435000.0,-5209000.0,,,89932000.0,,,157630000.0,,-11802000.0,,,,,,,,,,
,,,1140149000.0,466882000.0,,,,44157341.0,,,,,14198000.0,-869000.0,2148000.0,,,251416000.0,,,73346000.0,,40055000.0,,,,,,353227000.0,157832000.0,,,,,,,296691000.0,,,,,,96150000.0,56178000.0,15858000.0,15858000.0,,-19104000.0,-39422000.0,,15858000.0,,144016000.0,,,990000.0,6631000.0,395432000.0,782000.0,,,,144016000.0,-917836000.0,-6624000.0,,,,,29126000.0,,6926000.0,,,,,775582000.0,,,,0.0,,34490000.0,,42549000.0,,,0.36,-4091000.0,,,-479000.0,,,,,15349000.0,,,,,906027000.0,20087000.0,,,,,,44000.0,,,-29509000.0,144885000.0,,126298000.0,80394000.0,86068000.0,-247083000.0,,364567000.0,,,,,,32099000.0,,,,,,,,,,,,-5638000.0,,0.36,12360000.0,104808000.0,44157341.0,,,,,274000.0,,,6936000.0,,,,34849000.0,,,-5446000.0,-85000.0,422355000.0,,673267000.0,,,,24216000.0,8646000.0,,,28218000.0,,,473627000.0,,,45904000.0,,-22167000.0,-12262000.0,,,104808000.0,,,199644000.0,,56657000.0,,,,,,,,,,
,,,1256057000.0,496950000.0,,,,44157341.0,,,,,14414000.0,43979000.0,2319000.0,,,283650000.0,,,85199000.0,,31086000.0,,,,,,364757000.0,155178000.0,,,,,,,299472000.0,,,,,,94493000.0,65873000.0,38912000.0,38912000.0,,-4823000.0,-53269000.0,,38912000.0,,187995000.0,,,1388000.0,6492000.0,471645000.0,6077000.0,,,,187995000.0,-988965000.0,-6623000.0,,,,,27725000.0,,7520000.0,,,,,861070000.0,,,,0.0,,78741000.0,,54482000.0,,,0.88,-1166000.0,,,-411000.0,,,,,21871000.0,,,,,959782000.0,424000.0,,,,,,44000.0,,,28985000.0,144016000.0,,145648000.0,91939000.0,95970000.0,-248951000.0,,394987000.0,,,,,,36070000.0,,,,,,,,,,,,-193000.0,,0.88,13374000.0,121006000.0,44157341.0,,,,,4417000.0,,,9125000.0,,,,66298000.0,,,0.0,-3914000.0,496313000.0,,759107000.0,,,,26066000.0,47794000.0,,,52286000.0,,,505915000.0,,,53709000.0,,-24086000.0,-2924000.0,,,121006000.0,,,230847000.0,,102827000.0,,,,,,,,,,
,,550641000.0,1367435000.0,497974000.0,,91797000.0,1367435000.0,44157355.0,-24419000.0,,136366000.0,301940000.0,9808000.0,46145000.0,6359000.0,,-18370000.0,253321000.0,185328000.0,5842000.0,93546000.0,,25435000.0,253321000.0,,3508293000.0,,,361980000.0,153803000.0,194773000.0,25435000.0,,844396000.0,428854000.0,3.09,301940000.0,,-3501283000.0,,29022000.0,-84243000.0,91797000.0,71804000.0,51347000.0,51347000.0,,-501000.0,7671000.0,,51347000.0,-19668000.0,234140000.0,234140000.0,,1103000.0,6799000.0,487461000.0,11583000.0,190259000.0,105106000.0,,234140000.0,-953223000.0,-6624000.0,576601000.0,361980000.0,47980000.0,26277000.0,26277000.0,487461000.0,8324000.0,56819000.0,153803000.0,-259813000.0,124261000.0,938581000.0,44157251.0,,0.0,0.0,9808000.0,26895000.0,234140000.0,56819000.0,,-6599000.0,1.16,-8882000.0,,,261000.0,25605000.0,,-15428000.0,166881000.0,26215000.0,869461000.0,,239955000.0,136366000.0,983175000.0,-13019000.0,124261000.0,,-6188000.0,243606000.0,497974000.0,44000.0,,,34128000.0,187995000.0,-19282000.0,162729000.0,98060000.0,105106000.0,-259813000.0,44000.0,428854000.0,,,-6684000.0,,,34059000.0,,5842000.0,-77370000.0,67259000.0,,6359000.0,,22983000.0,-787000.0,48962000.0,0.0,-192000.0,11583000.0,1.16,16272000.0,124261000.0,44157355.0,9837000.0,26215000.0,,98479000.0,715000.0,,,3732000.0,44157251.0,536858000.0,1103000.0,74418000.0,-76590000.0,112889000.0,0.0,-293000.0,576601000.0,,869461000.0,342085000.0,34059000.0,,26256000.0,-20275000.0,,,67619000.0,3.09,,550641000.0,-7284000.0,307538000.0,64669000.0,,-15682000.0,727000.0,,136366000.0,124261000.0,-76590000.0,938581000.0,256275000.0,,42577000.0,,,,,,,,,,
,,,1483646000.0,537254000.0,,,,44157364.0,,,,,9876000.0,67248000.0,5606000.0,,,265165000.0,,73342000.0,105070000.0,,24097000.0,,,,,,363738000.0,170352000.0,,,,,,,304534000.0,,,,,,95849000.0,75240000.0,48518000.0,48518000.0,,663000.0,-39147000.0,,48518000.0,,301388000.0,,,432000.0,6471000.0,566553000.0,16430000.0,,,,301388000.0,-897589000.0,-6624000.0,,,,,26227000.0,,9003000.0,,,,,1001402000.0,,,,0.0,,91967000.0,,61417000.0,,,1.1,-4808000.0,,,727000.0,,,,,28472000.0,,,,,876040000.0,-1305000.0,,,,,,44000.0,,,13364000.0,234140000.0,,168856000.0,105542000.0,108507000.0,-248317000.0,,482244000.0,,,,,,36830000.0,,,,,,,,,,,,-2875000.0,,1.1,21145000.0,131968000.0,44157364.0,,,,,4226000.0,,,9176000.0,,,,85137000.0,,,0.0,-2798000.0,637664000.0,,946392000.0,,,,30302000.0,38296000.0,,,69663000.0,,,592535000.0,,,63314000.0,,-12790000.0,-5209000.0,,,131968000.0,,,273926000.0,,104757000.0,,,,,,,,,,
,,,1511438000.0,553253000.0,,,,44157364.0,,,,,12805000.0,81403000.0,1545000.0,,,206165000.0,,47512000.0,144975000.0,,24733000.0,,,,,,376386000.0,186322000.0,,,,,,,306706000.0,,,,,,94118000.0,108354000.0,5316000.0,5316000.0,,-24597000.0,-1924000.0,,5316000.0,,382791000.0,,,1034000.0,6506000.0,588956000.0,18240000.0,,,,382791000.0,-1288939000.0,-6623000.0,,,,,25359000.0,,10080000.0,,,,,1052423000.0,,,,0.0,,99775000.0,,58795000.0,,,0.12,-15335000.0,,,-625000.0,,,,,43390000.0,,,,,1324132000.0,-3860000.0,,,,,,44000.0,,,20269000.0,301388000.0,,171554000.0,138692000.0,154423000.0,-270238000.0,,459015000.0,,,,,,37696000.0,,,,,,,,,,,,-94000.0,,0.12,7106000.0,130594000.0,44157364.0,,,,,572000.0,,,12892000.0,,,,29008000.0,,,0.0,-7653000.0,676037000.0,,958185000.0,,,,30338000.0,70489000.0,,,12422000.0,,,591227000.0,,,32862000.0,,-21782000.0,-3207000.0,,,130594000.0,,,316529000.0,,121557000.0,,,,,,,,,,
,,,1618292000.0,436136000.0,,,,44157364.0,,,,,17340000.0,78407000.0,1400000.0,,,175165000.0,,61168000.0,194834000.0,,28564000.0,,,,,,389343000.0,45550000.0,,,,,,,309444000.0,,,,,,95249000.0,115905000.0,27666000.0,27666000.0,,1622000.0,132889000.0,,27666000.0,,461198000.0,,,2309000.0,6709000.0,636363000.0,24701000.0,,,,461198000.0,-994105000.0,-6624000.0,,,,,24642000.0,,10870000.0,,,,,1212136000.0,,,,0.0,,-1494000.0,,68431000.0,,,0.63,-26808000.0,,,-1274000.0,,,,,47995000.0,,,,,1171371000.0,-8215000.0,,,,,,44000.0,,,38161000.0,382791000.0,,175827000.0,148285000.0,181557000.0,-276831000.0,,406156000.0,,,,,,40435000.0,,,,,,,,,,,,-1335000.0,,0.63,8989000.0,136101000.0,44157364.0,,,,,4436000.0,,,6666000.0,,,,54234000.0,,,0.0,-4318000.0,822793000.0,,1182156000.0,,,,32380000.0,-34447000.0,,,36655000.0,,,612269000.0,,,27542000.0,,-17569000.0,-69914000.0,,,136101000.0,,,370661000.0,,16075000.0,,,,,,,,,,
,,537925000.0,1673187000.0,386268000.0,,92279000.0,1673187000.0,44157364.0,-26496000.0,,13780000.0,312089000.0,18466000.0,-72938000.0,3678000.0,,72893000.0,209432000.0,54070000.0,17721000.0,233616000.0,,28168000.0,209432000.0,,4713934000.0,,,379376000.0,34720000.0,144871000.0,28168000.0,,1398095000.0,325779000.0,0.31,312089000.0,,-4553649000.0,,40921000.0,-22641000.0,92279000.0,148053000.0,-67720000.0,-67720000.0,,-87918000.0,-114459000.0,,-67720000.0,-50903000.0,388260000.0,388260000.0,,2549000.0,6783000.0,597692000.0,56325000.0,269010000.0,221095000.0,,388260000.0,-1373016000.0,-6625000.0,968032000.0,379376000.0,150215000.0,23174000.0,23174000.0,597692000.0,10968000.0,63934000.0,34720000.0,-282851000.0,114837000.0,1347408000.0,44157364.0,,0.0,0.0,18466000.0,3878000.0,388260000.0,63934000.0,,-72244000.0,-1.53,-25293000.0,,,-377000.0,26469000.0,,-21817000.0,234140000.0,58107000.0,1286919000.0,,121460000.0,13780000.0,1342391000.0,-8437000.0,114837000.0,,-24575000.0,447569000.0,386268000.0,44000.0,,,78421000.0,461198000.0,-110233000.0,203362000.0,182214000.0,221095000.0,-282851000.0,44000.0,325779000.0,,,-5004000.0,,,23819000.0,,17721000.0,-74884000.0,154120000.0,,3678000.0,,35719000.0,-1549000.0,40290000.0,-67308000.0,-700000.0,56325000.0,-1.53,3048000.0,114837000.0,44157364.0,10855000.0,58107000.0,,127160000.0,1621000.0,,,6985000.0,44157364.0,719600000.0,2549000.0,-46921000.0,-102905000.0,194126000.0,-35798000.0,-9806000.0,968032000.0,,1286919000.0,574729000.0,23819000.0,,34161000.0,-1445000.0,,,-64672000.0,0.31,,537925000.0,-35798000.0,678495000.0,21148000.0,,-22743000.0,27427000.0,,13780000.0,114837000.0,-102905000.0,1347408000.0,436978000.0,,26621000.0,,,,,,,,,,
,,,1719687000.0,434127000.0,,,,44157364.0,,,,,20974000.0,-37849000.0,4069000.0,,,159446000.0,,,158218000.0,,29914000.0,,,,,,380969000.0,33410000.0,,,,,,,314953000.0,,,,,,93714000.0,153781000.0,-12919000.0,-12919000.0,,5601000.0,-24097000.0,,-12919000.0,,350411000.0,,,3362000.0,10734000.0,509857000.0,134466000.0,,,,350411000.0,-632734000.0,-6624000.0,,,,,22392000.0,,11084000.0,,,,,1466820000.0,,,,-45692000.0,,-60035000.0,,68044000.0,,,-0.29,-52243000.0,,,-872000.0,,,,,68052000.0,,,,,683909000.0,-9347000.0,,,,,,44000.0,,,22773000.0,388260000.0,,162758000.0,192177000.0,228318000.0,-299244000.0,,252867000.0,,,,,,25542000.0,,,,,,,,,,,,-4583000.0,,-0.29,-12438000.0,122859000.0,44157364.0,,,,,7063000.0,,,15737000.0,,,,-3539000.0,,,,-30601000.0,1085851000.0,,1285560000.0,,,,38396000.0,-26835000.0,,,-25357000.0,,,527098000.0,,,-29419000.0,,-23029000.0,24026000.0,,,122859000.0,,,320976000.0,,-37006000.0,,,,,,,,,,
,,,1519441000.0,394287000.0,,,,44157364.0,,,,,13987000.0,173600000.0,25342000.0,,,69432000.0,,,175628000.0,,27470000.0,,,,,,389640000.0,11394000.0,,,,,,,333364000.0,,,,,,83637000.0,154553000.0,-11251000.0,-11251000.0,,12577000.0,52969000.0,,-11251000.0,,524011000.0,,,7938000.0,13202000.0,558589000.0,146655000.0,,,,489157000.0,-615718000.0,0.0,,,,,19256000.0,,11482000.0,,,,,1364704000.0,,,,0.0,,120429000.0,,60500000.0,,,-0.25,-14386000.0,,,-5427000.0,,,,,62213000.0,,,,,706804000.0,-12460000.0,,,,,,44000.0,,,19998000.0,350411000.0,,159749000.0,187990000.0,226101000.0,-386122000.0,,154737000.0,,,,,,23166000.0,,,,,,,,,,,,-10310000.0,,-0.25,-7700000.0,113170000.0,44157364.0,,,,,2621000.0,,,1055000.0,,,,5733000.0,,,,-24217000.0,975064000.0,,1125154000.0,,,,33437000.0,156739000.0,,,-18951000.0,,,515846000.0,,,-28241000.0,,-23731000.0,55431000.0,,,113170000.0,,,335377000.0,,144160000.0,,,,,,,,,,
,,,2018351000.0,416672000.0,,,,44588704.0,,,,,16526000.0,553719000.0,11830000.0,,,67041000.0,,,185563000.0,,27141000.0,,,,,,687067000.0,2823000.0,,,,,,,554830000.0,,,,,,88650000.0,145243000.0,-10078000.0,-10078000.0,,3924000.0,-6725000.0,,-10078000.0,,1077730000.0,,,7395000.0,15869000.0,1095620000.0,141502000.0,,,,1028579000.0,-565964000.0,0.0,,,,,18719000.0,,11295000.0,,,,,1676599000.0,,,,13655000.0,,65931000.0,,42542000.0,,,-0.23,10769000.0,,,284000.0,,,,,54071000.0,,,,,573767000.0,6916000.0,,,,,,45000.0,,,8208000.0,524011000.0,,169718000.0,180721000.0,230999000.0,-385780000.0,,341752000.0,,,,,,92322000.0,,,,,,,,,,,,-411935000.0,,-0.23,-4234000.0,138417000.0,44588704.0,,,,,8702000.0,,,10914000.0,,,,12852000.0,,,,-20457000.0,989532000.0,,1601679000.0,,,,35478000.0,86778000.0,,,-14312000.0,,,505768000.0,,,-11003000.0,,-23016000.0,491129000.0,,,138417000.0,,,355281000.0,,88947000.0,,,,,,,,,,
,,503432000.0,2239519000.0,728396000.0,,88883000.0,2239519000.0,,-6624000.0,,-36585000.0,596567000.0,6917000.0,-613035000.0,7734000.0,,265299000.0,461541000.0,-65452000.0,17325000.0,223235000.0,,35153000.0,461541000.0,,2662800000.0,,,736595000.0,276136000.0,-69482000.0,35153000.0,,1439653000.0,336700000.0,-0.82,596567000.0,,-3176078000.0,,45792000.0,-672459000.0,88883000.0,166640000.0,-2336000.0,-2336000.0,,-3862000.0,-694606000.0,,-2336000.0,608882000.0,464695000.0,464695000.0,,4612000.0,16444000.0,901873000.0,131485000.0,230907000.0,243307000.0,,440332000.0,-1361662000.0,0.0,1166224000.0,736595000.0,90123000.0,18581000.0,18581000.0,901873000.0,11931000.0,37744000.0,276136000.0,-391577000.0,165614000.0,1902819000.0,44529614.0,,,2938000.0,6917000.0,6828000.0,440332000.0,37744000.0,,-57232000.0,,-1372000.0,,,3000000.0,56249000.0,,-27105000.0,388260000.0,10302000.0,1511123000.0,,36589000.0,-36585000.0,698320000.0,-12214000.0,297476000.0,,-92585000.0,620217000.0,728396000.0,45000.0,,,39144000.0,1077730000.0,18240000.0,204784000.0,205602000.0,243307000.0,-391577000.0,45000.0,336700000.0,,,-472268000.0,,20465000.0,91698000.0,,17325000.0,-97754000.0,76435000.0,,7734000.0,,27525000.0,-3015000.0,-28867000.0,-29099000.0,-45440000.0,131485000.0,,-4495000.0,165614000.0,,11408000.0,10302000.0,,146273000.0,-6978000.0,,,-181000.0,44529614.0,697008000.0,4612000.0,21544000.0,-131862000.0,133153000.0,-1914000.0,-17310000.0,1166224000.0,,1511123000.0,766490000.0,91698000.0,,38962000.0,48617000.0,,,-6831000.0,-0.82,,503432000.0,-4195000.0,742645000.0,-818000.0,,-27978000.0,38296000.0,20465000.0,-36585000.0,297476000.0,-131862000.0,1902819000.0,428019000.0,,34806000.0,,,,,,,,,,
,,,4448160000.0,927707000.0,,,,45980255.0,,,,,13258000.0,841566000.0,56418000.0,,,1648457000.0,,,236766000.0,,34524000.0,,,,,,887199000.0,275432000.0,,,,,,,602061000.0,,,,,,89827000.0,174496000.0,11864000.0,11864000.0,,-3669000.0,-1260085000.0,,11864000.0,,1306261000.0,,,3003000.0,15559000.0,2944343000.0,141162000.0,,,,1295886000.0,-1624226000.0,0.0,,,,,17683000.0,,15694000.0,,,,,2135414000.0,,,,,,105409000.0,,41464000.0,,,0.13,-42609000.0,,,1652000.0,,,,,60968000.0,,,,,439712000.0,337000.0,,,,,,98737000.0,,,-491000.0,464695000.0,,237004000.0,226865000.0,246767000.0,-392588000.0,,2312746000.0,,,,,,97006000.0,,,,,,,,,,,,-24478000.0,,0.13,3491000.0,342455000.0,45980255.0,,,,,3018000.0,1866500000.0,,13441000.0,,,,46608000.0,,,,-14456000.0,1248215000.0,,3520453000.0,,,,52369000.0,112087000.0,,,15355000.0,,,509455000.0,,,10139000.0,,-32962000.0,1974687000.0,,,342455000.0,,,473770000.0,,138371000.0,,,,,,,,,,
,,,4595492000.0,919060000.0,,,,49318522.0,,,,,11501000.0,-177939000.0,56059000.0,,,1789354000.0,,,272812000.0,,40175000.0,,,,,,1000214000.0,207047000.0,,,,,,,619670000.0,,,,,,90375000.0,230995000.0,16217000.0,16217000.0,,783000.0,-154861000.0,,16217000.0,,1128322000.0,,,5950000.0,14679000.0,2908016000.0,162983000.0,,,,1118662000.0,-708318000.0,-844000.0,,,,,16808000.0,,17281000.0,,,,,2449723000.0,,,,,,-10879000.0,,46056000.0,,,0.31,-54859000.0,,,-2843000.0,,,,,68086000.0,,,,,646749000.0,-7237000.0,,,,,,49000.0,,,42289000.0,1306261000.0,,272430000.0,284918000.0,314703000.0,-388449000.0,,2145769000.0,,,,,,98997000.0,,,,,,,,,,,,-31647000.0,,0.31,-8917000.0,373848000.0,49318522.0,,,,,8122000.0,715000.0,,18767000.0,,,,39260000.0,,,,-20287000.0,1449509000.0,,3676432000.0,,,,53923000.0,-21728000.0,,,7300000.0,,,524672000.0,,,-12488000.0,,-38433000.0,-58512000.0,,,373848000.0,,,545242000.0,,27554000.0,,,,,,,,,,
,,,4439341000.0,658711000.0,,,,49710723.0,,,,,11081000.0,328643000.0,75630000.0,,,1726189000.0,,,318689000.0,,35791000.0,,,,,,917514000.0,3595000.0,,,,,,,623114000.0,,,,,,86114000.0,306772000.0,-146082000.0,-146082000.0,,987000.0,141553000.0,,-146082000.0,,1456965000.0,,,10132000.0,14451000.0,3146123000.0,108908000.0,,,,1419934000.0,-930093000.0,-1000000.0,,,,,15114000.0,,19543000.0,,,,,2302324000.0,,,,0.0,,177505000.0,,49461000.0,,,-2.96,-52974000.0,,,-4748000.0,,,,,68993000.0,,,,,1154007000.0,8364000.0,,,,,,98893000.0,,,47120000.0,1128322000.0,,284342000.0,366267000.0,342433000.0,-414439000.0,,2137017000.0,,,,,,96925000.0,,,,,,,,,,,,-49378000.0,,-2.96,79155000.0,395876000.0,49710723.0,,,,,58629000.0,0.0,,16319000.0,,,,-32933000.0,,,,64383000.0,1384810000.0,,3780630000.0,,,,59495000.0,158323000.0,,,-66927000.0,,,377590000.0,,,-81925000.0,,-29387000.0,24902000.0,,,395876000.0,,,603031000.0,,206892000.0,,,,,,,,,,
