date,trailingNetIncome,annualRetainedEarnings,quarterlyTotalAssets,quarterlyTotalNonCurrentAssets,trailingCashDividendsPaid,annualGoodwill,annualTotalAssets,quarterlyDilutedAverageShares,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualNetIncome,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingNetOtherInvestingChanges,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,annualPretaxIncome,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,trailingInvestingCashFlow,quarterlyAccountsReceivable,annualOtherShortTermInvestments,trailingSaleOfInvestment,annualSaleOfInvestment,annualCommonStockIssuance,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestmentsAndAdvances,annualOperatingIncome,annualAccountsReceivable,trailingResearchAndDevelopment,annualTotalRevenue,annualStockholdersEquity,annualBasicEPS,quarterlyLongTermDebt,trailingChangeInAccountPayable,annualPurchaseOfInvestment,trailingStockBasedCompensation,annualDepreciationAndAmortization,annualInvestingCashFlow,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,trailingCashFlowFromContinuingFinancingActivities,quarterlyOtherIncomeExpense,quarterlyInvestingCashFlow,trailingEndCashPosition,quarterlyNetIncomeCommonStockholders,annualCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,annualEndCashPosition,trailingTotalRevenue,quarterlyInventory,quarterlyInterestExpense,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,annualOperatingCashFlow,annualAccountsPayable,trailingOperatingIncome,quarterlyCashAndCashEquivalents,quarterlyPurchaseOfInvestment,quarterlyCashDividendsPaid,annualCurrentLiabilities,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,quarterlyDepreciationAndAmortization,annualOtherNonCurrentAssets,annualInvestmentsAndAdvances,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyTotalLiabilitiesNetMinorityInterest,annualBasicAverageShares,trailingOtherIncomeExpense,annualRepurchaseOfCapitalStock,quarterlyNetOtherFinancingCharges,annualOtherNonCurrentLiabilities,quarterlyFreeCashFlow,annualCashAndCashEquivalents,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualNetOtherInvestingChanges,quarterlyDilutedEPS,quarterlyNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingChangeInCashSupplementalAsReported,quarterlyChangeInInventory,annualInterestExpense,trailingBeginningCashPosition,annualChangesInAccountReceivables,annualBeginningCashPosition,quarterlyOtherCurrentAssets,annualCurrentAssets,trailingCapitalExpenditure,annualEbitda,annualNetIncomeCommonStockholders,quarterlySaleOfInvestment,quarterlyChangesInAccountReceivables,annualGrossPPE,quarterlyRepurchaseOfCapitalStock,annualDeferredIncomeTax,annualSellingGeneralAndAdministration,annualTotalNonCurrentAssets,quarterlyCapitalStock,trailingGrossProfit,trailingRepaymentOfDebt,quarterlyChangeInAccountPayable,quarterlyBeginningCashPosition,annualOtherIncomeExpense,quarterlyGrossProfit,quarterlyOperatingExpense,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualCapitalStock,quarterlyStockholdersEquity,trailingOperatingCashFlow,trailingDeferredIncomeTax,annualRepaymentOfDebt,trailingNetIncomeCommonStockholders,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,trailingInterestExpense,annualCurrentAccruedExpenses,annualCapitalExpenditure,annualChangeInCashSupplementalAsReported,trailingNetOtherFinancingCharges,annualOtherCurrentLiabilities,trailingTaxProvision,annualStockBasedCompensation,annualChangeInInventory,annualTaxProvision,annualNetOtherFinancingCharges,quarterlyRepaymentOfDebt,annualCurrentDebt,quarterlyBasicEPS,quarterlyTaxProvision,quarterlyNetPPE,quarterlyBasicAverageShares,annualOtherNonCashItems,annualOtherCurrentAssets,trailingDepreciationAndAmortization,annualResearchAndDevelopment,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,trailingChangeInInventory,quarterlyStockBasedCompensation,annualDilutedAverageShares,annualGrossProfit,annualInventory,quarterlyEbitda,annualAccumulatedDepreciation,annualFreeCashFlow,quarterlyPurchaseOfBusiness,quarterlyDeferredIncomeTax,quarterlyCurrentLiabilities,trailingSellingGeneralAndAdministration,quarterlyCurrentAssets,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,trailingOperatingExpense,quarterlyResearchAndDevelopment,quarterlyChangeInWorkingCapital,trailingPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyPretaxIncome,annualDilutedEPS,trailingOtherNonCashItems,quarterlyRetainedEarnings,annualPurchaseOfBusiness,annualCostOfRevenue,quarterlyOperatingIncome,trailingCostOfRevenue,quarterlyCapitalExpenditure,quarterlyCashFlowFromContinuingFinancingActivities,annualCurrentDeferredRevenue,annualNetIncomeContinuousOperations,quarterlyGrossPPE,quarterlyAccumulatedDepreciation,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalRevenue,trailingFreeCashFlow,quarterlyOperatingCashFlow,quarterlyIncomeTaxPayable,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance,quarterlyNonCurrentDeferredRevenue,trailingRepurchaseOfCapitalStock,trailingBasicEPS
,,-44054817.0,53812572.0,24692694.0,,20572792.0,53812572.0,,,,1072083.0,9000000.0,1803315.0,,13854710.0,,3192468.0,6320656.0,2314921.0,,,,1983003.0,6320656.0,,2184822.0,7107.0,,74879860.0,,5397929.0,1983003.0,,52058890.0,-40728207.0,0.01,9000000.0,,-4944956.0,,2016939.0,-5204054.0,20572792.0,,320580.0,320580.0,,,,,196860.0,-2994951.0,,7143027.0,,,,13463683.0,97527.0,6158354.0,5708682.0,,7143027.0,,,19660919.0,74879860.0,,769523.0,769523.0,13463683.0,,28089.0,,500536.0,2931470.0,94540779.0,13149139.0,,,,1803315.0,,7143027.0,28089.0,,0.0,,,,,,1743315.0,,,8979838.0,246352.0,29119878.0,,7414868.0,577205.0,,,8000208.0,,-1291549.0,31509009.0,24692694.0,131670.0,,,,,-1860201.0,,,5708682.0,500536.0,131670.0,-40728207.0,,,,,,,,,-2443920.0,-1836811.0,,13854710.0,,,,1242838.0,0.0,,97527.0,,,2931470.0,,1168413.0,246352.0,,3066304.0,,,,,13149139.0,39973242.0,,-32971042.0,-5068738.0,3714434.0,,,19660919.0,,29119878.0,34575313.0,,,,,,,,0.01,,-44054817.0,,12085648.0,-32971042.0,,,,,1072083.0,8000208.0,-5068738.0,94540779.0,13689919.0,,,,,,,,,,,,
,,,57178599.0,26798346.0,,,,13375482.0,,,,,2417652.0,-752864.0,13900506.0,,,7736592.0,,,3575535.0,,2430730.0,,,,,,75617916.0,,,,,,,,9000000.0,,,,,,21018326.0,8991513.0,994187.0,994187.0,,-689411.0,-3348139.0,,870468.0,,6390163.0,,,,447666.0,14126755.0,256076.0,,,,6390163.0,-4904402.0,,,,,,689015.0,,534556.0,,,,,96380269.0,,,,0.0,,1826353.0,,1548689.0,,,0.02,0.0,,,,,,,,293981.0,,,,,2144755.0,,,,,,,133760.0,,,,7143027.0,,12883802.0,9965133.0,6605771.0,1150830.0,,-39201670.0,,,,,,,,,,,,,,,,,,,,0.02,885122.0,3076521.0,13375482.0,,,,,219474.0,50.0,,,,,,3453225.0,,,,44682.0,20762353.0,,30380253.0,,,,973620.0,464446.0,,,1879309.0,,,-43062670.0,,,2918669.0,,-588492.0,1100.0,,,8145259.0,-5068738.0,,16459337.0,,2414845.0,,,,,,,,,,
,,,62223318.0,28816912.0,,,,13987128.0,,,,,723764.0,2704767.0,18955727.0,,,7141477.0,,,4071831.0,,2164743.0,,,,,,74047748.0,,,,,,,,9000000.0,,,,,,22037255.0,9141326.0,590886.0,590886.0,,-2360819.0,-696767.0,,467166.0,,9094930.0,,,,379874.0,16236407.0,415647.0,,,,9094930.0,-2473818.0,,,,,,608580.0,,566494.0,,,,,99679856.0,,,,0.0,,1602660.0,,1595161.0,,,0.01,0.0,,,,,,,,386502.0,,,,,,,,,,,,138228.0,,,,6390163.0,,14901457.0,10170422.0,6260734.0,2398135.0,,-37456538.0,,,,,,,,,,,,,,,,,,,,0.01,1820978.0,4017032.0,13575158.0,,,,,1798916.0,22838.0,,,,,,5297529.0,,,,487284.0,25632108.0,,33406406.0,,,,1029096.0,-319442.0,,,2411864.0,,,-42471784.0,,,4731035.0,,-1373875.0,23158.0,,,9085770.0,-5068738.0,,18973288.0,,2976535.0,,,,,,,,,,
,,,115458541.0,29377321.0,,,,27685028.0,,,,,,5441050.0,18158454.0,,,48373617.0,,,5192650.0,,2499780.0,,,,,,948406.0,,,,,,,,,,,,,,23018001.0,10466394.0,2785474.0,2785474.0,,-1762706.0,-41087455.0,,2723614.0,,14535980.0,,,,390029.0,62909597.0,3050580.0,,,,14535980.0,-42537921.0,,,,,,,,566868.0,,,,,29976025.0,,,,0.0,,2150956.0,,1627148.0,,,0.07,0.0,,,,,,,,678950.0,,,,,,,,,,,,44227.0,,,,9094930.0,,17607480.0,11620711.0,7818585.0,3243491.0,,85482516.0,,,,,,,,,,,,,,,,,,,,0.07,1401528.0,4171087.0,27538652.0,,,,,1050013.0,50338921.0,,,,,,6553637.0,,,,-20377.0,29027619.0,,86081220.0,,,,1154317.0,-1466987.0,,,4187002.0,,,-39686310.0,,,5986769.0,,-146571.0,44387437.0,,,9239825.0,-5068738.0,,22800130.0,,2297527.0,,,,,,,,,,
,,-34363917.0,134492800.0,29518630.0,,23000467.0,134492800.0,,,,9692940.0,,,1141427.0,22760141.0,,-7042798.0,52300007.0,14420391.0,5255669.0,6161044.0,,3211252.0,52300007.0,,29765780.0,50361806.0,,1068155.0,,20933700.0,3211252.0,,85126341.0,91673139.0,0.22,,,-75267070.0,,2307649.0,-48588851.0,23000467.0,12222972.0,5322393.0,5322393.0,,-1299995.0,-3456490.0,,5322393.0,50244910.0,15677407.0,15677407.0,,,792212.0,67977414.0,9713227.0,6762583.0,4022469.0,,15677407.0,-25350929.0,,41751506.0,1068155.0,,428179.0,428179.0,67977414.0,639731.0,1677184.0,,4102691.0,4143204.0,42819661.0,25149405.0,,,0.0,,-1904947.0,15677407.0,1677184.0,,0.0,,0.0,,,,2009781.0,,,7143027.0,894163.0,104974170.0,,23241349.0,9383641.0,22873062.0,,11209883.0,,-198368.0,40822205.0,29518630.0,44227.0,,,,14535980.0,-6112931.0,20732542.0,13435315.0,4022469.0,4102691.0,44227.0,91673139.0,,,,,,,,5255669.0,-3087561.0,8534380.0,,22760141.0,,,,4727451.0,0.0,,9713227.0,,619823.0,4143204.0,,3077435.0,894163.0,,4369376.0,9032.0,-3.0,,,25478336.0,66125281.0,,7936958.0,-7066679.0,3675022.0,,-709957.0,41751506.0,,104974170.0,45191581.0,,,1212343.0,-5720815.0,,,5942216.0,0.22,,-34363917.0,,19001060.0,7297227.0,,-978623.0,5833215.0,,9692940.0,11209883.0,-7066679.0,42819661.0,26893586.0,,-926324.0,,,,,,,,,,
,,,137076568.0,49232080.0,,,,44368011.0,,,,,1062421.0,-1729480.0,24954069.0,,,37921663.0,,,6018281.0,,3039700.0,,,,,,2742205.0,,,,,,,,9018.0,,,,,,36768981.0,14535736.0,2067677.0,2067677.0,,-988715.0,-2992577.0,,2067677.0,,13947927.0,,,,1362800.0,51869590.0,3619514.0,,,,13947927.0,-48626371.0,,,,,,6043172.0,,707450.0,,,,,42441754.0,,,,9018.0,,5752161.0,,1687578.0,,,0.05,0.0,,,,,,,,1654038.0,,,,,63604369.0,,,,,,,44228.0,,,,15677407.0,,22822449.0,16280247.0,11125966.0,4970888.0,,94634814.0,,,,,,1670766.0,,,,,,,,,,,,,,0.05,2872364.0,4732349.0,44227460.0,,,,,-61069.0,4502.0,,,,,,7249652.0,,,,-198224.0,39699549.0,,87844488.0,,,,1744511.0,4938292.0,,,4940041.0,,,-32296240.0,,,6542202.0,,-1146510.0,-6203445.0,,,11799028.0,-7066679.0,,28840730.0,,6898671.0,,,,,,,,,,
,,,147416212.0,52222679.0,,,,44369317.0,,,,,1204958.0,3726329.0,27693198.0,,,31743124.0,,,6901503.0,,3507800.0,,,,,,3178683.0,,,,,,,,5959.0,,,,,,37897332.0,16144958.0,2947095.0,2947095.0,,-3596750.0,5081290.0,,2947095.0,,17674256.0,,,,958348.0,49417380.0,2667192.0,,,,17674256.0,9541163.0,,,,,,5995849.0,,813252.0,,,,,46443035.0,,,,-9018.0,,-1919030.0,,2619710.0,,,0.07,0.0,,,,,,,,1557460.0,,,,,-2871920.0,,,,,,,44292.0,,,,13947927.0,,27570005.0,17875738.0,12903962.0,8276327.0,,100973177.0,,,,,,1967766.0,,,,,,,,,,,,,,0.07,2462650.0,5676382.0,44238166.0,,,,,109845.0,58352.0,,,,,,10507519.0,,,,391843.0,43264352.0,,95193533.0,,,,1730780.0,-4278161.0,,,5409745.0,,,-29349145.0,,,9694267.0,,-1587953.0,-1358050.0,,,12743061.0,-7066679.0,,34471508.0,,-331077.0,,,,,,,,,,
,,,169124761.0,90009245.0,,,,44379682.0,,,,,1129760.0,-7270671.0,29971864.0,,,20489006.0,,,8153862.0,,5714806.0,,,,,,3717399.0,,,,,,,,,,,,,,70685959.0,18686236.0,5875792.0,5875792.0,,-2608997.0,-14215492.0,,5875792.0,,10403585.0,,,,1132524.0,30892591.0,18497771.0,,,,10403585.0,-20529317.0,,,,,,9906116.0,,955148.0,,,,,70254910.0,,,,0.0,,8368562.0,,485237.0,,,0.13,-58238.0,,,,,,,,3035568.0,,,,,29861293.0,,,,,,,44297.0,,,,17674256.0,,32106781.0,20430844.0,18067876.0,126000.0,,98869851.0,,,,,,2587639.0,,,,,,,,,,,,,,0.13,2388763.0,5874868.0,44290540.0,,,,,576620.0,2005.0,,,,,,12631085.0,,,,-361767.0,66537511.0,,79115516.0,,,,1744608.0,2845158.0,,,8264555.0,,,-23473353.0,,,11675937.0,,-1134846.0,-1981398.0,,,12941547.0,-7066679.0,,40260643.0,,9503408.0,,,,,,,,,,
,,-15552256.0,156738749.0,96437525.0,,65652774.0,156738749.0,,,,18811661.0,3389915.0,1058848.0,7070527.0,0.0,,39705425.0,31639400.0,29445904.0,8960190.0,6461529.0,,6178808.0,31639400.0,,116574567.0,0.0,,7004883.0,9218153.0,37523931.0,6178808.0,,137022620.0,93423981.0,0.43,3389915.0,,-110056368.0,,3335673.0,-37626503.0,65652774.0,15661652.0,7921097.0,7921097.0,,6109949.0,-25499724.0,,7921097.0,-11652357.0,17474112.0,17474112.0,,,4988756.0,49113512.0,14963421.0,54547141.0,7980983.0,,17474112.0,-50441843.0,,56309885.0,7004883.0,,7258772.0,7258772.0,49113512.0,859823.0,8353396.0,9218153.0,-10874841.0,5940160.0,63314768.0,44239443.0,,-2598223.0,83089.0,1058848.0,37382219.0,17474112.0,8353396.0,,0.0,,0.0,,,,8442427.0,,4026218.0,15677407.0,2953164.0,60301224.0,,41224004.0,18811661.0,25980825.0,,14743592.0,,446287.0,64655108.0,96437525.0,44071.0,,,,10403585.0,-1457985.0,26988210.0,17750158.0,7980983.0,-10874841.0,44071.0,93423981.0,,,-9137223.0,,,2556120.0,,8960190.0,-4963229.0,1796705.0,,0.0,,949582.0,,10634243.0,0.0,,14963421.0,,2910465.0,5940160.0,,300368.0,2953164.0,,7307008.0,-325028.0,-64859.0,,,44348950.0,109486047.0,,10462275.0,-8803432.0,49583912.0,,614435.0,56309885.0,,60301224.0,71962116.0,2556120.0,,2088506.0,36200136.0,,,10831562.0,0.42,,-15552256.0,-39181473.0,27536573.0,9238052.0,,-1093920.0,-2109464.0,,18811661.0,14743592.0,-8803432.0,63314768.0,33449739.0,,38476139.0,,,,,,,,,,
,,,160898490.0,103624123.0,,,,44130866.0,,,,,1116395.0,-467803.0,0.0,,,29354094.0,,,6633986.0,,6691454.0,,,,,,4631162.0,13763469.0,,,,,,,1144606.0,,,,,,63527140.0,16287552.0,5391176.0,5391176.0,,1875486.0,-5090220.0,,5391176.0,,17006309.0,,,,2510184.0,46360403.0,18490600.0,,,,17006309.0,-33656429.0,,,,,,7903863.0,,956491.0,,,,,65371910.0,,,,0.0,,1852920.0,,11686512.0,,,0.12,0.0,,,,,,,,2299824.0,,,,,31222728.0,-592602.0,,,,,,44074.0,,,,17474112.0,,25688515.0,18920971.0,37450004.0,-14261029.0,,95526580.0,,,,,,2370161.0,,,,,,,,,,,,-57175.0,,0.12,1671333.0,6730431.0,44069134.0,,,,,439545.0,3.0,,17369.0,,,,10529184.0,,,,462974.0,60740748.0,,57274367.0,,,,2633419.0,-2392999.0,,,7062509.0,,,-10161080.0,,,6767544.0,,-2656519.0,-57172.0,,,,,,32322501.0,,4509439.0,,,,,,,,,,
,,,183219712.0,118822069.0,,,,44132204.0,,,,,1335901.0,2368592.0,0.0,,,28647386.0,,,8595477.0,,6430542.0,,,,,,6900108.0,22402035.0,,,,,,,642161.0,,,,,,,16806893.0,6679779.0,6679779.0,,-1346273.0,-3711512.0,,6679779.0,,19374901.0,,,,3334589.0,48022287.0,15465001.0,,,,19374901.0,-4241232.0,,,,,,,,988891.0,,,,,76791735.0,,,,-3.0,,7693053.0,,12973426.0,,,0.15,0.0,,,,,,,,2448059.0,,,,,1008723.0,-682635.0,,,,,,44089.0,,,,17006309.0,,32306322.0,19894099.0,43295419.0,-10239410.0,,106427977.0,,,,,,4922046.0,,,,,,,,,,,,-3136530.0,,0.15,1653756.0,6402482.0,44078235.0,,,,,1258656.0,,,105148.0,,,,12657015.0,,,,-93599.0,69891627.0,,64397643.0,,,,3087206.0,-645877.0,,,8333535.0,,,-3481301.0,,,12412223.0,,-479003.0,-3132529.0,,,,,,40901799.0,,8172056.0,,,,,,,,,,
,,,195484022.0,121091428.0,,,,44138031.0,,,,,1251630.0,13957605.0,0.0,,,19867077.0,,,10390671.0,,7842202.0,,,,,,7399030.0,24314404.0,,,,,,,868201.0,,,,,,,17930819.0,9852268.0,9852268.0,,-3299938.0,7695181.0,,9852268.0,,33332506.0,,,,3873230.0,53199583.0,6343964.0,,,,33332506.0,-8062753.0,,,,,,,,1013895.0,,,,,77074070.0,,,,0.0,,13101559.0,,11938182.0,,,0.22,0.0,,,,,,,,3067597.0,,,,,16536399.0,-262126.0,,,,,,44114.0,,,,19374901.0,,40208605.0,21226255.0,50451139.0,-8201860.0,,118409952.0,,,,,,5279199.0,,,,,,,,,,,,-9119456.0,,0.22,2537257.0,6394512.0,44088936.0,,,,,-191419.0,,,-68499.0,,,,17276650.0,,,,-1389431.0,69675040.0,,74392594.0,,,,3295436.0,4614288.0,,,12389525.0,,,6370967.0,,,18982350.0,,-778465.0,-9100930.0,,,,,,50599276.0,,13880024.0,,,,,,,,,,
,,17656537.0,182614649.0,100479633.0,,59822746.0,182614649.0,,,,33208793.0,1355006.0,1402715.0,16470896.0,0.0,,13991572.0,14580185.0,42712798.0,4352728.0,10337916.0,,8654179.0,14580185.0,,81728485.0,0.0,,7928520.0,26627357.0,56033719.0,8654179.0,,172843621.0,114193237.0,0.75,1355006.0,,-80060909.0,,3893752.0,-3086273.0,59822746.0,17686067.0,11285570.0,11285570.0,,112249.0,-1979722.0,,11285570.0,-15282280.0,49803402.0,49803402.0,,,3639551.0,64383587.0,3213992.0,49700986.0,50464803.0,,49803402.0,-34100495.0,,60492892.0,7928520.0,,4515818.0,4515818.0,64383587.0,934475.0,667944.0,26627357.0,-23765418.0,5948276.0,68421412.0,44086892.0,,0.0,0.0,1402715.0,22299605.0,49803402.0,667944.0,,0.0,,0.0,,,,13357554.0,,-2974890.0,17474112.0,3068930.0,82135016.0,,59964104.0,33208793.0,32960635.0,-1437527.0,14230458.0,,-3607292.0,68711331.0,100479633.0,44120.0,,,,33332506.0,-2658476.0,38682129.0,20810527.0,7230325.0,-23765418.0,44120.0,114193237.0,,,-15310634.0,,,5170799.0,,4352728.0,-4753849.0,32329290.0,,0.0,,76134.0,,9504005.0,0.0,-2997473.0,3213992.0,,3641659.0,5948276.0,,2138027.0,3068930.0,,12140521.0,631245.0,,,22116.0,44144368.0,136885571.0,,19501255.0,-8282182.0,44947137.0,0.0,-2587236.0,60492892.0,,82135016.0,80851852.0,5170799.0,,3124460.0,12416160.0,,,14927229.0,0.75,,17656537.0,0.0,35958050.0,17871602.0,,-839862.0,-2991649.0,,33208793.0,14230458.0,-8282182.0,68421412.0,49020045.0,,23139467.0,,,,,,,,,,
,,,192337232.0,130442095.0,,,,44149700.0,,,,,1123168.0,-15169103.0,0.0,,,7077862.0,,4405229.0,9893051.0,,10816958.0,,,,,,10434277.0,54864792.0,,,,,,,,,,,,,59397093.0,17315682.0,9620601.0,9620601.0,,396972.0,-23040438.0,,9620601.0,,34634299.0,,,,2995418.0,41712161.0,0.0,,,,34634299.0,-34354598.0,,,,,,4372195.0,,946873.0,,,,,69090522.0,,,,0.0,,10045011.0,,530498.0,,,0.22,0.0,,,,,,,,3279979.0,,,,,12723697.0,-3020745.0,,,,,,44126.0,,,,49803402.0,,36044723.0,20540457.0,50814203.0,-24395084.0,,123246710.0,,,,,,5971114.0,,,,,,,,,,,,-3213878.0,,0.22,4079361.0,7263001.0,44113595.0,,,,,96456.0,0.0,,21265.0,,,,17642253.0,,,,-407531.0,58656245.0,,61895137.0,,,,3224775.0,1176884.0,,,13699962.0,,,27277138.0,,,15504266.0,,-1409537.0,-3211908.0,,,,,,45937774.0,,11454548.0,,,,,,,,,,
,,,208641730.0,141357331.0,,,,44145255.0,,,,,1090392.0,-3065579.0,0.0,,,11279620.0,,7110417.0,11411561.0,,12403569.0,,,,,,9396082.0,66112729.0,,,,,,,161008.0,,,,,,58515626.0,18307737.0,11673963.0,11673963.0,,-35478.0,-18270620.0,,11673963.0,,31568720.0,,,,3355921.0,42848340.0,56121.0,,,,31568720.0,-29897781.0,,,,,,4416753.0,,1240480.0,,,,,74920218.0,,,,0.0,,12127739.0,,569382.0,,,0.26,0.0,,,,,,,,4919156.0,,,,,14136644.0,-1557811.0,,,,,,44129.0,,,,34634299.0,,41098770.0,22284203.0,56907709.0,-25648895.0,,133721512.0,,,,,,6413934.0,,,,,,,,,,,,219893.0,,0.26,4666593.0,7689100.0,44121087.0,,,,,1381443.0,,,16552.0,,,,20936957.0,,,,-691718.0,65524136.0,,67284399.0,,,,3976466.0,1016503.0,,,16340556.0,,,38951100.0,,,18814567.0,,-2509483.0,223372.0,,,,,,52510331.0,,14637222.0,,,,,,,,,,
,,,240732652.0,155297483.0,,,,44151367.0,,,,,3957452.0,12883180.0,0.0,,,6584453.0,,9007823.0,11450919.0,,15821176.0,,,,,,10677260.0,65852573.0,,,,,,,280228.0,,,,,,60449360.0,20965277.0,18790963.0,18790963.0,,-354219.0,-3449576.0,,18790963.0,,44451900.0,,,,567969.0,51036353.0,30905.0,,,,44451900.0,-21085782.0,,,,,,4340918.0,,1406803.0,,,,,84572955.0,,,,0.0,,9249140.0,,705056.0,,,0.43,0.0,,,,,,,,5742932.0,,,,,24284956.0,-1469731.0,,,,,,44131.0,,,,31568720.0,,44500459.0,25189753.0,63937171.0,-21992853.0,,156159697.0,,,,,,6439580.0,,,,,,,,,,,,95283.0,,0.43,959454.0,19062411.0,44129762.0,,,,,1058669.0,,,62.0,,,,21725189.0,,,,-5851513.0,73895695.0,,85435169.0,,,,4224476.0,492906.0,,,19750417.0,,,57742063.0,,,19310706.0,,-6648750.0,108033.0,,,,,,55951378.0,,15897890.0,,,,,,,,,,
,,73681556.0,269683023.0,168047815.0,,60496314.0,269683023.0,,,,56025019.0,188846.0,1651398.0,12378566.0,105387.0,,10990682.0,5342766.0,71865660.0,16385971.0,13794314.0,,18769691.0,5342766.0,,76062629.0,,,9570286.0,78846281.0,74598563.0,18769691.0,,216715713.0,171718270.0,1.27,2751189.0,,-121266157.0,,4921650.0,-58834021.0,60496314.0,23122616.0,15939493.0,15939493.0,,-69722.0,-14073387.0,,15939493.0,-2981801.0,56830466.0,56830466.0,,,682364.0,62173232.0,100031.0,67896453.0,76906893.0,,56830466.0,-35927996.0,,88394467.0,9570286.0,,4141167.0,4141167.0,62173232.0,1327494.0,771223.0,78846281.0,-22399039.0,20817712.0,97964753.0,44124018.0,,0.0,0.0,4213741.0,22844070.0,56830466.0,771223.0,,0.0,,0.0,,,,7601671.0,,-7063942.0,49803402.0,6867767.0,101635208.0,,84388981.0,56025019.0,24917332.0,-1015655.0,32293228.0,,-7053030.0,79711313.0,168047815.0,44131.0,,,,44451900.0,-62447.0,48521916.0,27552892.0,11527279.0,-22399039.0,44131.0,171718270.0,,,-3000000.0,,,5167699.0,,16385971.0,-13630493.0,7027064.0,,105387.0,,37940.0,,15840641.0,0.0,-101298.0,100031.0,,6135233.0,20817712.0,,2974192.0,19779023.0,,15855992.0,-36849246.0,,,61.0,44146858.0,170165868.0,,24084584.0,-11475516.0,54265960.0,,-102268.0,88394467.0,,101635208.0,95567305.0,5167699.0,,4430276.0,8304389.0,,,22074726.0,1.27,,73681556.0,0.0,46549845.0,20969024.0,,-3062723.0,-101298.0,,56025019.0,32293228.0,-11475516.0,97964753.0,62316230.0,,25906793.0,,,,,,,,,,
,,,286733174.0,192508711.0,,,,44147667.0,,,,,1905713.0,-5862208.0,0.0,,,3179205.0,,9775513.0,14331703.0,,19080174.0,,,,,,9735552.0,101824319.0,,,,,,,2680131.0,,,,,,60480828.0,22679919.0,14057634.0,14057634.0,,-480311.0,-21205754.0,,14057634.0,,50968258.0,,,,628950.0,54147463.0,92513.0,,,,50968258.0,-99069739.0,,,,,,3978903.0,,1541143.0,,,,,103628038.0,,,,0.0,,12209418.0,,710076.0,,,0.32,0.0,,,,,,,,7196704.0,,,,,80823544.0,-378620.0,,,,,,44132.0,,,,56830466.0,,47127965.0,27836809.0,70716898.0,-21573892.0,,183105136.0,,,,,,5149708.0,,,,,,,,,,,,0.0,,0.32,5998029.0,22672952.0,44131383.0,,,,,-575613.0,,,0.0,,,,22225756.0,,,,316866.0,93892486.0,,94224463.0,,,,5156890.0,-1341763.0,,,20055663.0,,,84208680.0,,,19291156.0,,-2959559.0,885.0,,,,,,61459668.0,,15168977.0,,,,,,,,,,
,,,308525976.0,149304260.0,,,,44152296.0,,,,,2184761.0,-6718126.0,0.0,,,72384019.0,,10545802.0,16939118.0,,22894570.0,,,,,,10143394.0,50201025.0,,,,,,,3232601.0,,,,,,61356716.0,25368753.0,14820826.0,14820826.0,,-462617.0,-22052213.0,,14820826.0,,44250132.0,,,,880819.0,116634151.0,105498.0,,,,44250132.0,-101926249.0,,,,,,3819064.0,,1764652.0,,,,,110896806.0,,,,-3530510.0,,8166657.0,,671876.0,,,0.34,0.0,,,,,,,,5964157.0,,,,,90270716.0,214064.0,,,,,,44142.0,,,,50968258.0,,52439042.0,30887645.0,78509696.0,-18342450.0,,197629170.0,,,,,,4726032.0,,,,,,,,,,,,0.0,,0.34,7637033.0,31316388.0,44138105.0,,,,,-1777621.0,,,0.0,,,,23338678.0,,,,1167347.0,100753412.0,,159221716.0,,,,5518892.0,1455302.0,,,22457859.0,,,95498168.0,,,21551397.0,,-10396680.0,-3520689.0,,,,,,69378160.0,,18563337.0,,,,,,,,,,
