,annualSaleOfInvestment,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyNetIncome,quarterlyCashFlowFromContinuingFinancingActivities,annualOtherNonCashItems,quarterlyOtherNonCurrentAssets,quarterlyCommonStockIssuance,annualDepreciationAndAmortization,quarterlyCapitalExpenditure,quarterlyBasicEPS,quarterlyOperatingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,annualLongTermDebt,annualStockholdersEquity,annualCashFlowFromContinuingFinancingActivities,quarterlyNetPPE,quarterlyOtherIncomeExpense,quarterlyTaxProvision,quarterlyLongTermDebt,annualRetainedEarnings,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,annualCurrentLiabilities,annualPurchaseOfInvestment,annualOperatingCashFlow,annualAccountsReceivable,annualCapitalStock,quarterlyOperatingExpense,quarterlyAccountsReceivable,annualStockBasedCompensation,quarterlyCostOfRevenue,quarterlyDepreciationAndAmortization,annualGainsLossesNotAffectingRetainedEarnings,annualOtherIncomeExpense,quarterlyBeginningCashPosition,trailingGrossProfit,quarterlyCapitalStock,annualEbitda,annualRepaymentOfDebt,annualNetPPE,annualOtherCurrentLiabilities,trailingTotalRevenue,annualNetOtherInvestingChanges,annualOperatingIncome,annualCashCashEquivalentsAndMarketableSecurities,annualEndCashPosition,annualNonCurrentDeferredRevenue,quarterlyNetIncomeCommonStockholders,trailingPretaxIncome,quarterlyTotalAssets,quarterlyCashCashEquivalentsAndMarketableSecurities,annualGrossPPE,quarterlyCashAndCashEquivalents,trailingOperatingIncome,annualAccountsPayable,annualBasicEPS,quarterlyFreeCashFlow,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,quarterlyPurchaseOfInvestment,quarterlySaleOfInvestment,quarterlyInterestExpense,trailingOtherIncomeExpense,quarterlyDilutedAverageShares,quarterlyTotalNonCurrentAssets,annualPretaxIncome,annualInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualAccumulatedDepreciation,quarterlyAccountsPayable,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyRepurchaseOfCapitalStock,trailingSellingGeneralAndAdministration,trailingNetIncomeContinuousOperations,annualCapitalExpenditure,annualSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetIncomeContinuousOperations,annualOtherNonCurrentAssets,annualOperatingExpense,annualCashAndCashEquivalents,quarterlyDilutedEPS,quarterlyTotalRevenue,trailingOperatingExpense,annualChangesInAccountReceivables,quarterlyGrossPPE,quarterlyOperatingIncome,quarterlyChangeInWorkingCapital,trailingInterestExpense,annualTaxProvision,quarterlyEbitda,annualCurrentAssets,annualChangeInCashSupplementalAsReported,quarterlyStockBasedCompensation,quarterlyOtherNonCashItems,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualTotalRevenue,annualDilutedEPS,annualDilutedAverageShares,annualNetIncomeCommonStockholders,annualInterestExpense,annualNetOtherFinancingCharges,quarterlyEndCashPosition,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyInvestingCashFlow,annualCommonStockIssuance,annualTotalLiabilitiesNetMinorityInterest,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyRetainedEarnings,annualGrossProfit,annualTotalNonCurrentAssets,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,trailingNetIncomeCommonStockholders,quarterlyBasicAverageShares,annualOtherCurrentAssets,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,quarterlyCurrentLiabilities,trailingCostOfRevenue,quarterlyPretaxIncome,quarterlyNetOtherInvestingChanges,annualBasicAverageShares,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,quarterlyCurrentAssets,annualTotalAssets,trailingTaxProvision,annualNetIncome,quarterlyOtherCurrentAssets,quarterlyAccumulatedDepreciation,quarterlyOtherNonCurrentLiabilities,annualCostOfRevenue,annualPurchaseOfBusiness,annualBeginningCashPosition,annualCashDividendsPaid,annualFreeCashFlow,annualCurrentDebt,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyChangeInInventory,trailingDeferredIncomeTax,trailingFreeCashFlow,trailingRepurchaseOfCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,trailingChangeInCashSupplementalAsReported,annualNonCurrentDeferredTaxesLiabilities,trailingCapitalExpenditure,annualCurrentAccruedExpenses,annualInventory,trailingRepaymentOfDebt,trailingCashDividendsPaid,trailingChangeInInventory,trailingChangesInAccountReceivables,trailingPurchaseOfBusiness,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingOperatingCashFlow,annualOtherIntangibleAssets,trailingNetOtherFinancingCharges,annualGoodwill,trailingBasicEPS,trailingResearchAndDevelopment,trailingDepreciationAndAmortization,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,trailingCommonStockIssuance,trailingEndCashPosition,annualChangeInInventory,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingPurchaseOfInvestment,trailingBeginningCashPosition,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyOtherIntangibleAssets,quarterlyCurrentDeferredRevenue,trailingInvestingCashFlow,quarterlyGoodwill,trailingChangeInWorkingCapital,quarterlyResearchAndDevelopment,trailingCashFlowFromContinuingFinancingActivities,quarterlyChangesInAccountReceivables,annualDeferredIncomeTax,trailingDilutedAverageShares
851990400,2418000.0,8537000.0,-4299000.0,3581000.0,63477000.0,-934000.0,,90037000.0,8855000.0,-28829000.0,,3335000.0,3722000.0,-84996000.0,153205000.0,222807000.0,107777000.0,346178000.0,,,153205000.0,-33301000.0,,40616000.0,,,20135000.0,,2000.0,44458000.0,,,,,,0.0,,,2000.0,32790000.0,-110305000.0,346178000.0,,,665000.0,23935000.0,46899000.0,46899000.0,,3581000.0,,417174000.0,46899000.0,393809000.0,46899000.0,,7346000.0,1.12,-25494000.0,,,,,2700000.0,,,,12493000.0,8537000.0,,,-47631000.0,7346000.0,,,,,,,-101429000.0,5281000.0,169086000.0,12322000.0,,26758000.0,46899000.0,,12093000.0,,-2300000.0,393809000.0,-32365000.0,,,0.0,-32365000.0,,42916000.0,,-9134000.0,,1500000.0,50693000.0,1.12,7348000.0,8881000.0,11400000.0,-5199000.0,,,-1609000.0,-26096000.0,144037000.0,169086000.0,,-33301000.0,,,-747000.0,,,,,222807000.0,3481000.0,,,,-13035000.0,7348000.0,,,-23405000.0,,417174000.0,,8881000.0,,-47631000.0,,,,3983000.0,-12009000.0,-81294000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859766400,,,-800000.0,4900000.0,5200000.0,,,,,-51000000.0,0.39,12700000.0,4900000.0,,,,,433600000.0,,,217800000.0,,,-34000000.0,,,,,,-7400000.0,,,,,,,46900000.0,,,,,,,,,,,,,4900000.0,,543000000.0,,,,,,,-38300000.0,,,,,3400000.0,,12564103.0,,,,,,,,,,,,,,,,237400000.0,,,,,0.39,18600000.0,,,,26000000.0,,,,26000000.0,,,,7800000.0,,,,,,,,,,,-6300000.0,-51900000.0,,,,-33900000.0,,,,,,12564103.0,,280400000.0,2000000.0,,,,-900000.0,,,,-23500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867628800,,,-500000.0,6300000.0,35600000.0,,,,,-42300000.0,0.42,10200000.0,6400000.0,,,,,482200000.0,,,179900000.0,,,6900000.0,,,,,,-9000000.0,,,,,,,,,,,,,,,,,,,,6300000.0,,531400000.0,,,,,,,-32100000.0,,,,,2900000.0,,15000000.0,,,,,,,,,,,,,,,,204800000.0,,,,,0.42,20000000.0,,,,29000000.0,,,,29000000.0,,,,3900000.0,,,,,,,,,,,-7200000.0,-38800000.0,,,,-34100000.0,,,,,,15000000.0,,300400000.0,800000.0,,,,3500000.0,,,,-48100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875577600,,,-1400000.0,11000000.0,34700000.0,,,26100000.0,,-29400000.0,0.73,7900000.0,11000000.0,,,,,537800000.0,,,187900000.0,,,3200000.0,,,,,,-10000000.0,,,,,,,,,,,,,,,,,,,,11000000.0,,597800000.0,,,,,,,-21500000.0,,,,,3100000.0,,15942029.0,,,,,,,,,,,,,,,,219600000.0,,,,,0.69,26700000.0,,,,36700000.0,,,,36700000.0,,,,-3100000.0,,,,,,,,,,,-6700000.0,-39600000.0,,,,-30800000.0,,,,,,15068493.0,,349800000.0,900000.0,,,,-10200000.0,,,,-41100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883526400,,2347000.0,18425000.0,7216000.0,130228000.0,211000.0,,70198000.0,13992000.0,-152608000.0,,16098000.0,7477000.0,-263049000.0,276597000.0,398915000.0,205728000.0,700369000.0,,,276597000.0,-31892000.0,,-14523000.0,,-1932000.0,46898000.0,,3000.0,70578000.0,,,,,,5114000.0,,,3000.0,55683000.0,-164580000.0,700369000.0,,,-1279000.0,41691000.0,4282000.0,4282000.0,,7216000.0,,738835000.0,4282000.0,758409000.0,4282000.0,,12148000.0,1.96,-136510000.0,,,,,,,,,,2347000.0,,,-58040000.0,12148000.0,,,,,,,-275308000.0,9152000.0,311331000.0,29677000.0,,42878000.0,4282000.0,,19369000.0,,-1600000.0,758409000.0,-51209000.0,,,,-51209000.0,,-38423000.0,,-8389000.0,,4400000.0,84569000.0,1.92,15285288.0,29316000.0,,15725000.0,,,-4846000.0,-132749000.0,174698000.0,311331000.0,,-31892000.0,,,3018000.0,,,,,398915000.0,6552000.0,,,,6321000.0,13644906.0,,,-51880000.0,,738835000.0,,29316000.0,,-58040000.0,,,,42705000.0,-25046000.0,-228410000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891302400,,,56200000.0,7900000.0,81600000.0,,,,,-110000000.0,0.42,13700000.0,7900000.0,,,,,795500000.0,,,310300000.0,,,1300000.0,,,,,,-12100000.0,,,,,,,4300000.0,,,,,,,,,,,,,7900000.0,,845500000.0,,,,,,,-96300000.0,,,,,3800000.0,,18809524.0,,,,,,,,,,,,,,,,359900000.0,,,,,0.42,27800000.0,,,,39900000.0,,,,39900000.0,,,,5800000.0,,,,,,,,,,,-8300000.0,-94000000.0,,,,-32300000.0,,,,,,18809524.0,,398700000.0,2300000.0,,,,16000000.0,,,,-40600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899164800,,,-59700000.0,7500000.0,21700000.0,,,,,-16600000.0,0.4,14500000.0,7500000.0,,,,,845000000.0,,,342500000.0,,,-600000.0,,,,,,-15000000.0,,,,,,,,,,,,,,,,,,,,7500000.0,,903800000.0,,,,,,,-2100000.0,,,,,5200000.0,,18750000.0,,,,,,,,,,,,,,,,400500000.0,,,,,0.4,31700000.0,,,,46700000.0,,,,46700000.0,,,,6900000.0,,,,,,,,,,,-10500000.0,-36800000.0,,,,-34100000.0,,,,,,18750000.0,,397000000.0,1500000.0,,,,-20200000.0,,,,-62200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907113600,,,1300000.0,6700000.0,6100000.0,,,77900000.0,,-26100000.0,0.35,20500000.0,7500000.0,,,,,865600000.0,,,360500000.0,,,-1900000.0,,,,,,-16100000.0,,,,,,,,,,,,,,,,,,,,6700000.0,,920200000.0,,,,,,,-5600000.0,,,,,5200000.0,,19142857.0,,,,,,,,,,,,,,,,419400000.0,,,,,0.35,32700000.0,,,,48800000.0,,,,48800000.0,,,,13000000.0,,,,,,,,,,,-12700000.0,-28500000.0,,,,-36500000.0,,,,,,19142857.0,,394700000.0,1300000.0,,,,-2400000.0,,,,-34500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915062400,26400000.0,10590000.0,-12768000.0,4128000.0,9733000.0,9987000.0,,-78200000.0,21948000.0,-43575000.0,,10334000.0,8046000.0,-179901000.0,361515000.0,389800000.0,119133000.0,865388000.0,,,361515000.0,-41481000.0,,-534000.0,,-27010000.0,59034000.0,,3000.0,109594000.0,,,,,,9000.0,,,3000.0,81913000.0,-283065000.0,865388000.0,,,-9370000.0,59965000.0,2548000.0,2548000.0,5002000.0,628000.0,,931796000.0,2548000.0,943177000.0,2548000.0,,17456000.0,1.37,-33241000.0,35700000.0,,,,5100000.0,,,,,10590000.0,,5002000.0,-77789000.0,17456000.0,,,,,,,-196275000.0,14735000.0,411564000.0,31046000.0,,65294000.0,2548000.0,,33059000.0,,-9900000.0,943177000.0,-76535000.0,,,,-76535000.0,,-1734000.0,,-15713000.0,,5900000.0,125259000.0,1.36,16808943.0,22828000.0,19400000.0,-14968000.0,,,-3574000.0,-20601000.0,0.0,411564000.0,,-41481000.0,,,-3947000.0,,,,,389800000.0,10735000.0,,,,-2770000.0,16630954.0,,,-145765000.0,,931796000.0,,26328000.0,,-77789000.0,,,,4282000.0,-35074000.0,-137241000.0,35700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922838400,,,-3500000.0,8500000.0,10500000.0,,,,,-29700000.0,0.46,18800000.0,8500000.0,,,,,898400000.0,,,352800000.0,,,-300000.0,,,,,,-14000000.0,,,,,,,2500000.0,,,,,,,,,,,,,7700000.0,,955400000.0,,,,,,,-10900000.0,32000000.0,,,,4900000.0,,16739130.0,,,,,,,,,,,,,,,,436300000.0,,,,,0.46,33900000.0,,,,47900000.0,,,,47900000.0,,,,10300000.0,,,,,,,,,,,-9300000.0,-29600000.0,,,,-42500000.0,,,,,,16739130.0,,388900000.0,3200000.0,,,,100000.0,,,,-29700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
