date,trailingChangeInAccountPayable,annualOtherCurrentAssets,trailingTotalRevenue,annualTotalRevenue,annualCostOfRevenue,annualOperatingIncome,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,trailingCostOfRevenue,annualEndCashPosition,trailingOperatingIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,trailingEndCashPosition,quarterlyRetainedEarnings,annualCommonStockIssuance,trailingTaxProvision,annualNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,annualAccountsPayable,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingNetIncome,annualOperatingExpense,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingFreeCashFlow,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualLongTermDebt,annualBeginningCashPosition,annualAccountsReceivable,annualCurrentAssets,quarterlyChangeInInventory,quarterlyDilutedEPS,annualCashDividendsPaid,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualBasicEPS,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyGrossProfit,annualTotalAssets,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOtherIncomeExpense,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualDilutedEPS,quarterlyTaxProvision,quarterlyNetPPE,trailingCashFlowFromContinuingFinancingActivities,annualInventory,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualNetPPE,annualCurrentLiabilities,quarterlyCapitalStock,trailingChangeInInventory,annualGrossProfit,annualEbitda,annualOperatingCashFlow,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualBasicAverageShares,quarterlyCurrentDebt,quarterlyCommonStockIssuance,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,trailingBeginningCashPosition,annualPretaxIncome,annualChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyGrossPPE,trailingInterestExpense,annualNonCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyTotalAssets,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualDeferredIncomeTax,trailingChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,annualGrossPPE,trailingInvestingCashFlow,trailingChangeInWorkingCapital,trailingStockBasedCompensation,annualDilutedAverageShares,quarterlyAccountsPayable,annualStockBasedCompensation,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,annualCapitalExpenditure,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingGrossProfit,annualChangeInCashSupplementalAsReported,trailingDeferredIncomeTax,annualRepaymentOfDebt,annualIncomeTaxPayable,trailingPurchaseOfBusiness,annualGoodwill,annualResearchAndDevelopment,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyInvestmentsAndAdvances,trailingBasicEPS,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,quarterlySellingGeneralAndAdministration,trailingResearchAndDevelopment,annualInvestmentsAndAdvances,quarterlyGoodwill
2002-09-30,,,,,,,29397390.0,-1687400.0,,,,,,2508114.0,-3660028.0,,22890926.0,,,,,,6299504.0,,,,,,,-2962594.0,,,5134623.0,16983016.0,,220934670.0,-51524.0,-2822340.0,,,22112984.0,,,,,,163149727.0,,,,,,,,,0.240006,,,8913445.0,,,,,10658685.0,131878884.0,79897927.0,,,9415133.0,,6862869.0,,,,1777077.0,16983016.0,,,116506.0,1133802.0,77893.0,,2571811.0,87499381.0,2571811.0,14628389.0,,,,,1777077.0,1777077.0,,,,11848393.0,3953602.0,,,,1381791.0,208368626.0,,,,1280906.0,,,,57007001.0,,,,,,,-3776534.0,,17887945.0,448837.0,,1293379.0,,,,240383.0,,,,813940.0,3342259.0,0.0,-46744227.0,,,17887945.0,,,,,,255112853.0,,,,,243047654.0,,,,,,,496171.0,,,,,,2094312.0,,0.240006,,10315554.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-12-31,,6962091.0,,61932786.0,,16344515.0,29578603.0,-1731329.0,,2937894.0,,18289427.0,-5391651.0,1963781.0,-3869783.0,,23187076.0,3210860.0,,3426971.0,,,5220610.0,,,,-693798.0,,2059877.0,230868.0,7765353.0,,3938520.0,15195032.0,,224304517.0,109259.0,1667433.0,,45588271.0,20299715.0,,164039925.0,7765353.0,,,164039925.0,-125904.0,-552081.0,2937894.0,87483382.0,4534384.0,6028302.0,20299715.0,,,-6765280.0,,6962091.0,,0.727518,7510567.0,0.0,,132607523.0,80564307.0,-815734.0,,9229299.0,,6028302.0,,80564307.0,,2937894.0,15195032.0,244604232.0,3877577.0,-201310.0,1190337.0,61589.0,,2027477.0,87483382.0,2027477.0,15095700.0,23187076.0,9229299.0,,57929312.0,2937894.0,2937894.0,,,,11256512.0,2815174.0,,,0.727518,787697.0,211367896.0,,1190337.0,,1777077.0,172210.0,211367896.0,29578603.0,57929312.0,,61932786.0,21307783.0,11097444.0,224304517.0,,-3668473.0,10280044.0,18289427.0,370229.0,132607523.0,1268164.0,,,,2106875.0,15095700.0,2937894.0,,3899341.0,1131259.0,0.0,-47919527.0,,,18289427.0,,,11642930.0,,,259287423.0,,,,5143463.0,244604232.0,-47919527.0,,-552081.0,,148024.0,,1160817.0,259287423.0,,,,10623175.0,2059877.0,,,3921065.0,,-16489095.0,18289427.0,,-16614999.0,,-1596490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-03-31,,,,,,,31959333.0,-1734374.0,,,,,,1161184.0,-4129181.0,,22677583.0,,,,,,4381613.0,,,,,-250724.0,,1218757.0,,,2989720.0,14981373.0,,227132872.0,39393.0,2703007.0,,,20871188.0,,,,,,166979146.0,,,,,,,,,0.112503,,,6009646.0,,,,,10721374.0,133185668.0,81024914.0,,,10392882.0,,5535992.0,,,,4923968.0,14981373.0,,,-332094.0,1261034.0,774.0,,1224881.0,87501110.0,1224881.0,15163662.0,,,,,4923968.0,4923968.0,,,,11991653.0,1838752.0,,,,613871.0,213973624.0,,,,2937894.0,,,,58842760.0,,,,,,,-3797087.0,,19112729.0,970100.0,,1244348.0,,,,1022655.0,,,,5015844.0,1099411.0,0.0,-49027484.0,,,19112729.0,,,,,,263001108.0,,,,,248004060.0,,,-495429.0,,,,1986074.0,,,,,,2453722.0,,0.112503,,10378243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-06-30,,,,,,,23994070.0,-1749598.0,,,,,,1740110.0,-4278912.0,,22731791.0,,,,,,5473627.0,,,,,,,-2511752.0,,,4052664.0,15997966.0,,230168542.0,36791.0,-1424309.0,,,20984407.0,,,,,,168964978.0,,,,,,,,,0.165004,,,6624880.0,,,,,10802132.0,143156417.0,82187971.0,,,10205895.0,,6294080.0,,,,2782474.0,15997966.0,,,255616.0,1412922.0,-26307.0,,1803806.0,97528034.0,1803806.0,15171884.0,,,,,2782476.0,2782476.0,,,,11945302.0,2748866.0,,,,945060.0,213279622.0,,,,4923968.0,,,,59903421.0,,,,,,,-4534528.0,,10034279.0,1108849.0,,1342690.0,,,,-193083.0,,,,2022776.0,114642.0,3608108.0,-50148452.0,,,10034279.0,,,,,,263428074.0,,,,,251152949.0,,,-447241.0,,,,-2141494.0,,,,,,3753896.0,,0.165004,,10459001.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-09-30,,,,,,,25962303.0,-1757184.0,,,,,,2328921.0,-5183090.0,,23367224.0,,,,,,6043384.0,,,,,,,-3209325.0,,,4567751.0,17585575.0,,234021158.0,155146.0,-2347394.0,,,20984216.0,,,,,,171280893.0,,,,,,,,,0.22,,,6042055.0,,,,,10848657.0,143523754.0,83724481.0,,,9168924.0,,6768240.0,,,,2974948.0,17585575.0,,,-738184.0,1327434.0,40721.0,,2392618.0,97455697.0,2392618.0,15327030.0,,,,,2974948.0,2974948.0,,,,13017824.0,3460032.0,,,,1067414.0,216824087.0,,,,2782474.0,,,,60357257.0,,,,,,,-4789878.0,,13560537.0,901077.0,,1243888.0,,,,1197197.0,,,,1580553.0,3795011.0,3759656.0,-51321248.0,,,13560537.0,,,,,,268145335.0,,,,,255005374.0,,,,,,,192474.0,,,,,,3232842.0,,0.22,,10505517.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-31,,1009304.0,,64111214.0,,14737357.0,27695486.0,-1804884.0,,3005610.0,,13567258.0,-5325778.0,1145596.0,-3924799.0,,22668348.0,3609859.0,,1600156.0,,,4529094.0,,,,1992968.0,,4777400.0,-823458.0,6630596.0,,3127223.0,15546300.0,,248840483.0,75589.0,3061664.0,,49373857.0,14351452.0,,179485689.0,6630596.0,,,179485689.0,1525301.0,50808.0,3005610.0,97376847.0,2937894.0,5682608.0,14351452.0,,,-7046040.0,,1009304.0,,0.61,6375810.0,5038342.0,,145184712.0,83706246.0,,,9350828.0,,5682608.0,,83706246.0,,3005610.0,15546300.0,263191935.0,3237218.0,2339963.0,1419142.0,26380.0,,1209292.0,97376847.0,1209292.0,15901153.0,22668348.0,9350828.0,,60987090.0,3005610.0,3005610.0,,,,12419077.0,1820165.0,,,0.61,610873.0,230932470.0,,1419142.0,,2974948.0,41568.0,230932470.0,27695486.0,60987090.0,,64111214.0,20371220.0,14248427.0,248840483.0,,-6452712.0,10475295.0,13567258.0,629833.0,145184712.0,1396104.0,,,,-426613.0,15901153.0,3005610.0,-228805.0,5629254.0,-1673793.0,5038342.0,-47510797.0,,,13567258.0,,,9867814.0,,,278443267.0,,,,5227030.0,263191935.0,-47510797.0,,50808.0,,306919.0,,30662.0,278443267.0,,,,10818435.0,4777400.0,,,3335271.0,,-19574205.0,13567258.0,,-17515982.0,,67716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-31,,,,,,,29210118.0,-1808672.0,,,,,,969943.0,-2788246.0,,21689030.0,,,,,,4226901.0,,,,,,,2934.0,,,2727710.0,15875733.0,,250478989.0,-58444.0,513698.0,,,14929035.0,,,,,,182173943.0,,,,,,,,-228443.0,0.09,,,848095.0,,,,,10922235.0,146249536.0,83234081.0,,,10498988.0,,5883980.0,,,,3296224.0,15875733.0,,,147344.0,1647585.0,16570.0,,1033640.0,98251018.0,1033640.0,16026763.0,,,,,3296224.0,3296224.0,,,,13148023.0,1540999.0,,,,507359.0,232667008.0,,,,3005610.0,,,,61494243.0,,,,,,,-2935590.0,,14540629.0,507153.0,,1252842.0,,,,-201401.0,,,,2938524.0,140336.0,9467203.0,-48598619.0,,,14540629.0,,,,,,281265627.0,,,,,265408024.0,,-204286.0,50808.0,,,,290614.0,,,,,,4170501.0,,0.09,,10579095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-30,,,,,,,21026349.0,-1927302.0,,,,,,1826638.0,-5136351.0,,21553123.0,,,,,,5649674.0,,,,,,,-4223649.0,,,4128298.0,17769913.0,,254546982.0,97614.0,-1552623.0,,,16458694.0,,,,,,174178167.0,,,,,,,,12533.0,0.16,,,1210277.0,,,,,11411304.0,146326951.0,96827509.0,,,10011875.0,,6467897.0,,,,3037476.0,17769913.0,,,963275.0,1635052.0,91319.0,,1890331.0,98284081.0,1890331.0,16124375.0,,,,,3037476.0,3037476.0,,,,13641615.0,2908974.0,,,,1018643.0,237523271.0,,,,3296224.0,,,,75226779.0,,,,,,,-6099626.0,,5567325.0,13732536.0,,1391364.0,,,,247428.0,,,,1875977.0,3001626.0,8455455.0,-49621934.0,,,5567325.0,,,,,,287145205.0,,,,,271005676.0,,-98936.0,47607.0,,,,-258748.0,,,,,,5447149.0,,0.17,,11068164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-30,,,,,,,24633960.0,-1930262.0,,,,,,3298513.0,-9941275.0,,22908761.0,,,,,,7926882.0,,,,,,,-5042402.0,,,6211981.0,19856688.0,,263409198.0,143008.0,1510557.0,,,16537953.0,,,,,,181355522.0,,,,,,,,40252.0,0.29,,,1035892.0,,,,,11659908.0,149770988.0,98591629.0,,,10135529.0,,7180976.0,,,,2601686.0,19856688.0,,,1652630.0,1594800.0,33333.0,,3362210.0,100277424.0,3362210.0,16333671.0,,,,,2601686.0,2601686.0,,,,13644707.0,5077012.0,,,,1714802.0,248023325.0,,,,3037476.0,,,,75646964.0,,,,,,,-11593905.0,,7089578.0,420185.0,,1347475.0,,,,1030532.0,,,,6551503.0,2953982.0,6730754.0,-50782036.0,,,7089578.0,,,,,,298805361.0,,,,,279947151.0,,-76310.0,35904.0,,,,-435790.0,,,,,,7408853.0,,0.29,,11316768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-12-31,,823976.0,,70991146.0,,16933210.0,27763280.0,-1964179.0,,4034768.0,,12091351.0,-14301078.0,2095632.0,-21351162.0,,23103908.0,15055874.0,,833816.0,,,5517561.0,,,,728449.0,,6001806.0,-5037961.0,8445509.0,,3865221.0,17488812.0,,283176882.0,421097.0,256817.0,,54057936.0,15952216.0,,199937385.0,8445509.0,,,199937385.0,-9356934.0,44841.0,4034768.0,115280649.0,3005610.0,6316853.0,15952216.0,390894.0,,-7630415.0,,823976.0,,0.74,8190723.0,18960147.0,,165114387.0,99191713.0,,,9670123.0,,6316853.0,,99191713.0,,4034768.0,17488812.0,299129098.0,3814418.0,-12120183.0,1203906.0,48052.0,,2159328.0,115280649.0,2159328.0,16252719.0,23103908.0,9670123.0,,76042964.0,4034768.0,4034768.0,,,,13623591.0,2732942.0,,,0.73,573614.0,251813734.0,,1203906.0,,2601686.0,189274.0,251813734.0,27763280.0,76042964.0,,70991146.0,23321018.0,15559022.0,283176882.0,,-9230979.0,11079835.0,12091351.0,396000.0,165114387.0,1476895.0,,,,-242743.0,16252719.0,4034768.0,215236.0,4193018.0,18591226.0,18960147.0,-52017761.0,,,12091351.0,,,12259927.0,,,303831495.0,,,,5468576.0,299129098.0,-52017761.0,,44841.0,,603275.0,,1433082.0,303831495.0,,,,11422975.0,6001806.0,,,24687170.0,,-29860100.0,12091351.0,,-39217034.0,,1029158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-03-31,,,,,,,25736604.0,-1967190.0,,,,,,1316005.0,-1998314.0,,22516420.0,,,,,,4891395.0,,,,,,,-1224978.0,,,3171040.0,16742903.0,,284182621.0,-25049.0,102686.0,,,13305896.0,,,,,,198495609.0,,,,,,,,-94930.0,0.12,,,591754.0,,,,,11710615.0,148932581.0,98992908.0,,,10768230.0,,6081133.0,,,,1739186.0,16742903.0,,,2193908.0,1298836.0,47074.0,,1379702.0,115343509.0,1379702.0,16550263.0,,,,,1739186.0,1739186.0,,,,13571863.0,2046472.0,,,,666770.0,254790579.0,,,,4034768.0,,,,76432260.0,,,,,,,-4192222.0,,10653562.0,389296.0,,1382092.0,,,,-311689.0,,,,2967244.0,-3264512.0,16542082.0,-53253309.0,,,10653562.0,,,,,,308043888.0,,,,,297488517.0,,,44228.0,,,,-2295582.0,,,,,,4314812.0,,0.12,,11367475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-30,,,,,,,30526489.0,-1969961.0,,,,,,1882432.0,-5929437.0,,22492587.0,,,,,,6047507.0,,,,,,,-5752552.0,,,4258845.0,18430751.0,,288437930.0,-134464.0,-1811808.0,,,15766673.0,,,,,,204408044.0,,,,,,,,-185468.0,0.16,,,1148964.0,,,,,11736104.0,149406224.0,99796559.0,,,10270227.0,,6887716.0,,,,1775866.0,18430751.0,,,1471177.0,1484304.0,19619.0,,1946128.0,115376100.0,1946128.0,16339500.0,,,,,1775866.0,1775866.0,,,,14171906.0,2840842.0,,,,894714.0,260558658.0,,,,1739186.0,,,,77250084.0,,,,,,,-7400614.0,,15185882.0,817824.0,,1578078.0,,,,905281.0,,,,1648062.0,4318055.0,15072336.0,-52843576.0,,,15185882.0,,,,,,313402234.0,,,,,304204603.0,,,53888.0,,,,36680.0,,,,,,5070380.0,,0.17,,11392964.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-30,,,,,,,21215546.0,-1980345.0,,,,,,2962481.0,-3974025.0,,23536670.0,,,,,,7824598.0,,,,,,,-3753463.0,,,6013136.0,20832448.0,,299798895.0,220781.0,-2609368.0,,,19083791.0,,,,,,216651193.0,,,,,,,,-63717.0,0.26,,,1033478.0,,,,,11805164.0,188244280.0,102231493.0,,,9456926.0,,7719202.0,,,,4208562.0,20832448.0,,,2117732.0,1548021.0,61489.0,,3024428.0,127901370.0,3024428.0,17018990.0,,,,,4208562.0,4208562.0,,,,14819312.0,4559489.0,,,,1535061.0,273598073.0,,,,1775866.0,,,,3958062.0,,,,,,,-6091757.0,,7103932.0,1392215.0,,1624145.0,,,,213237.0,,,,2338294.0,4068427.0,12718530.0,-53942198.0,,,7103932.0,,,,,,327540271.0,,,,,318882686.0,,,52524.0,,,,2432696.0,,,,,,4654688.0,,0.26,,11466024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-12-31,,927254.0,,74613305.0,,17218443.0,21485243.0,-2024252.0,,2983762.0,,5930617.0,-11790802.0,2063937.0,-6785791.0,,23638301.0,4076047.0,,1271768.0,,,5614613.0,,,,-1756037.0,,6038060.0,-1059809.0,8476141.0,,3775422.0,18607203.0,,307399617.0,103605.0,2562453.0,,57394862.0,16983507.0,,220832737.0,8476141.0,,,220832737.0,6600168.0,-206925.0,2983762.0,128174944.0,4034768.0,8074929.0,16983507.0,288086.0,,-7941748.0,,927254.0,,0.72,8224855.0,12030121.0,,192081788.0,103550387.0,,,9516566.0,,8074929.0,,103550387.0,,2983762.0,18607203.0,324383124.0,3237324.0,817351.0,1259935.0,63797.0,,2125883.0,128174944.0,2125883.0,15914569.0,23638301.0,9516566.0,,80119011.0,2983762.0,2983762.0,,,,14831781.0,2266662.0,,,0.71,140779.0,282961446.0,,1259935.0,,4208562.0,191979.0,282961446.0,21485243.0,80119011.0,,74613305.0,24378113.0,13496933.0,307399617.0,,-7603142.0,11444785.0,5930617.0,1476712.0,192081788.0,1660356.0,,,,464939.0,15914569.0,2983762.0,-56029.0,6543333.0,-982342.0,12030121.0,-54960290.0,,,5930617.0,,,11713465.0,,,337921736.0,,,,6244671.0,324383124.0,-54960290.0,,-206925.0,,164873.0,,-1224800.0,337921736.0,,,,11783925.0,6038060.0,,,4139628.0,,-25287735.0,5930617.0,,-18687567.0,,-1051006.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-31,,,,,,,24305984.0,-2032245.0,,,,,,1750417.0,-5129825.0,,23418420.0,,,,,,5838459.0,,,,,,,121591.0,,,3973185.0,18230146.0,,312045063.0,-43988.0,1149668.0,,,15726885.0,,,,,,224035148.0,,,,,,,,-109657.0,0.15,,,625289.0,,,,,11924764.0,192333409.0,103736800.0,,,11009141.0,,6569041.0,,,,3298887.0,18230146.0,,,-580734.0,1369592.0,56199.0,,1812364.0,127765749.0,1812364.0,15718367.0,,,,,3298887.0,3298887.0,,,,14256961.0,2627022.0,,,,814658.0,287148786.0,,,,2983762.0,,,,80525082.0,,,,,,,-4549091.0,,9197027.0,406071.0,,1514998.0,,,,-456773.0,,,,4670682.0,774268.0,12240023.0,-56156803.0,,,9197027.0,,,,,,343305589.0,,,,,327771948.0,,,-206702.0,,,,315125.0,,,,,,4099816.0,,0.15,,11593624.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-30,,,,,,,30533754.0,-2035085.0,,,,,,2905890.0,-7526399.0,,24351171.0,,,,,,8045407.0,,,,,,,-4652608.0,,,6149100.0,21037055.0,,319376501.0,-54108.0,-2000634.0,,,18056949.0,,,,,,232402664.0,,,,,,,,-85139.0,0.25,,,1722640.0,,,,,11941719.0,194352478.0,105030786.0,,,10881341.0,,7643971.0,,,,2301773.0,21037055.0,,,-179779.0,1454731.0,28321.0,,2967836.0,127482314.0,2967836.0,15978697.0,,,,,2301773.0,2301773.0,,,,14887955.0,4484691.0,,,,1516855.0,293929356.0,,,,3298887.0,,,,3958062.0,,,,,,,-7346620.0,,14669712.0,361235.0,,1808118.0,,,,319873.0,,,,2694012.0,3835273.0,12396583.0,-57313311.0,,,14669712.0,,,,,,351242667.0,,,,,337433450.0,,,-206702.0,,,,-997114.0,,,,,,4982701.0,,0.25,,11610579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-30,,,,,,,38016112.0,-2038536.0,,,,,,3315048.0,-8791225.0,,25679691.0,,,,,,8914122.0,,,,,,,-4696201.0,,,6858396.0,22631975.0,,327680406.0,338934.0,-1493060.0,,,19426928.0,,,,,,240294426.0,,,,,,,,-175567.0,0.28,,,1703998.0,,,,,11960821.0,194615119.0,106812908.0,,,10329356.0,,9571383.0,,,,1410258.0,22631975.0,,,13423.0,1630298.0,35021.0,,3376995.0,126337662.0,3376995.0,16496815.0,,,,,1410258.0,1410258.0,,,,15773579.0,5173993.0,,,,1796998.0,302113769.0,,,,2301773.0,,,,3958062.0,,,,,,,-8804648.0,,20641885.0,414851.0,,1889572.0,,,,587427.0,,,,4108447.0,3791263.0,11905039.0,-58624098.0,,,20641885.0,,,,,,360737867.0,,,,,347107334.0,,,-167951.0,,,,-891515.0,,,,,,7044871.0,,0.29,,11629681.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-31,,1228620.0,,81061457.0,,21318261.0,18139498.0,-2331630.0,,5826012.0,,2500537.0,-14453430.0,1819754.0,-11764819.0,,25001295.0,28087507.0,,1396112.0,,,6281517.0,,,,-2157704.0,-234193.0,5490514.0,-5226212.0,10038895.0,,4337581.0,19162281.0,,349354599.0,656155.0,186322.0,,59743196.0,20912415.0,,236964946.0,10038895.0,,,236964946.0,-2851777.0,94255.0,5826012.0,130706358.0,2983762.0,8538302.0,20912415.0,324102.0,,-8437496.0,,1228620.0,,0.83,9791109.0,13689965.0,,210812214.0,133302068.0,-632366.0,,10148447.0,,8538302.0,,133302068.0,,5826012.0,19162281.0,370267014.0,5040591.0,-2104687.0,1306196.0,21770.0,,1881700.0,130706358.0,1881700.0,17592372.0,25001295.0,10148447.0,,3958062.0,5826012.0,5826012.0,,,,14824700.0,2793779.0,,,0.82,912079.0,310872739.0,,1306196.0,,1410258.0,141311.0,310872739.0,18139498.0,3958062.0,,81061457.0,29079504.0,15907061.0,349354599.0,,-9660132.0,11843580.0,2500537.0,26905350.0,210812214.0,1799765.0,,,,945585.0,17592372.0,5826012.0,-46261.0,4433920.0,11746653.0,13689965.0,-59693678.0,,,2500537.0,,,15079486.0,,,370566417.0,,,,7012452.0,370267014.0,-59693678.0,,94255.0,,896993.0,,4415754.0,370566417.0,,,,12174720.0,5490514.0,,,20147457.0,,-30360491.0,2500537.0,,-33212268.0,,2842250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-03-31,,,,,,,19377000.0,-2334000.0,,,,,,1707000.0,-3684000.0,,24421000.0,,,,,,5717000.0,,,,,,,1776000.0,,,3722000.0,18988000.0,,354689000.0,128000.0,1614000.0,,,20775000.0,,,,,,242385000.0,,,,,,,,-119000.0,0.13,,,910000.0,,,,,13507000.0,214849000.0,133079000.0,,,11801000.0,,9124000.0,,,,5238000.0,18988000.0,,,-64000.0,1425000.0,221000.0,,1769000.0,130270000.0,1769000.0,19581000.0,,,,,5238000.0,5238000.0,,,,15266000.0,2671000.0,,,,902000.0,314036000.0,,,,5826000.0,,,,3958000.0,,,,,,,-3620000.0,,2553000.0,349000.0,,1384000.0,,,,69000.0,,,,5396000.0,-2300000.0,16218000.0,-61026000.0,,,2553000.0,,,,,,375062000.0,,,,,375464000.0,,,103000.0,,,,-588000.0,,,,,,5023000.0,,0.13,,13176000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-06-30,,,,,,,22648000.0,-2337000.0,,,,,,3251000.0,-5760000.0,,25399000.0,,,,,,8313000.0,,,,,,,-634000.0,,,6279000.0,21745000.0,,360645000.0,107000.0,-508000.0,,,21629000.0,,,,,,247884000.0,,,,,,,,-20000.0,0.24,,,1636000.0,,,,,13522000.0,216961000.0,134390000.0,,,11790000.0,,10470000.0,,,,2519000.0,21745000.0,,,-606000.0,1445000.0,274000.0,,3313000.0,130073000.0,3313000.0,19827000.0,,,,,2519000.0,2519000.0,,,,15466000.0,4995000.0,,,,1682000.0,318985000.0,,,,5238000.0,,,,3958000.0,,,,,,,-5154000.0,,3356000.0,356000.0,,1698000.0,,,,-104000.0,,,,4520000.0,-1479000.0,13293000.0,-62199000.0,,,3356000.0,,,,,,381184000.0,,,,,382274000.0,,,80000.0,,,,-2719000.0,,,,,,7502000.0,,0.25,,13191000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
