date,trailingChangeInAccountPayable,annualOtherCurrentAssets,trailingTotalRevenue,annualTotalRevenue,annualCostOfRevenue,annualOperatingIncome,quarterlyCurrentLiabilities,quarterlyCashDividendsPaid,trailingCostOfRevenue,annualEndCashPosition,trailingOperatingIncome,annualCurrentDebt,annualFreeCashFlow,quarterlyNetIncomeCommonStockholders,quarterlyInvestingCashFlow,trailingEndCashPosition,quarterlyRetainedEarnings,annualCommonStockIssuance,trailingTaxProvision,annualNetOtherFinancingCharges,quarterlyDepreciationAndAmortization,quarterlyStockBasedCompensation,quarterlyEbitda,quarterlyPurchaseOfInvestment,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,annualAccountsPayable,quarterlyFreeCashFlow,annualNetIncomeContinuousOperations,trailingNetIncomeContinuousOperations,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyNonCurrentDeferredRevenue,quarterlyTotalNonCurrentAssets,quarterlyDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingNetIncome,annualOperatingExpense,quarterlyCurrentAssets,trailingPretaxIncome,annualTotalLiabilitiesNetMinorityInterest,annualNetIncome,trailingFreeCashFlow,annualCurrentDeferredRevenue,quarterlyTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,annualGainsLossesNotAffectingRetainedEarnings,annualCashAndCashEquivalents,annualLongTermDebt,annualBeginningCashPosition,annualAccountsReceivable,annualCurrentAssets,quarterlyChangeInInventory,quarterlyDilutedEPS,annualCashDividendsPaid,annualSaleOfInvestment,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,annualBasicEPS,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,quarterlyDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,quarterlyStockholdersEquity,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyCurrentAccruedExpenses,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyAccountsReceivable,quarterlyCostOfRevenue,annualStockholdersEquity,quarterlyChangeInAccountPayable,quarterlyEndCashPosition,quarterlyGrossProfit,annualTotalAssets,annualTaxProvision,quarterlyNetOtherInvestingChanges,quarterlyInventory,quarterlyOtherIncomeExpense,trailingCommonStockIssuance,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNetIncome,quarterlyNonCurrentDeferredTaxesLiabilities,annualRetainedEarnings,annualCurrentAccruedExpenses,trailingNetIncomeCommonStockholders,annualCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,quarterlyCurrentDeferredRevenue,trailingOtherIncomeExpense,trailingOperatingCashFlow,quarterlyOperatingExpense,quarterlyPretaxIncome,quarterlyPurchaseOfBusiness,quarterlyRepaymentOfDebt,annualDilutedEPS,quarterlyTaxProvision,quarterlyNetPPE,trailingCashFlowFromContinuingFinancingActivities,annualInventory,trailingRepaymentOfDebt,quarterlyBeginningCashPosition,annualOtherIncomeExpense,annualNetPPE,annualCurrentLiabilities,quarterlyCapitalStock,trailingChangeInInventory,annualGrossProfit,annualEbitda,annualOperatingCashFlow,annualTotalNonCurrentAssets,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualBasicAverageShares,quarterlyCurrentDebt,quarterlyCommonStockIssuance,annualOtherNonCurrentLiabilities,quarterlyInterestExpense,annualPurchaseOfBusiness,trailingOtherNonCashItems,quarterlyChangesInAccountReceivables,quarterlyNetOtherFinancingCharges,annualNonCurrentDeferredTaxesLiabilities,annualCashCashEquivalentsAndMarketableSecurities,annualChangeInInventory,quarterlyOperatingCashFlow,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOtherNonCurrentAssets,quarterlyAccumulatedDepreciation,annualPurchaseOfInvestment,trailingCapitalExpenditure,quarterlyOtherCurrentLiabilities,quarterlySaleOfInvestment,trailingBeginningCashPosition,annualPretaxIncome,annualChangesInAccountReceivables,trailingCashDividendsPaid,quarterlyGrossPPE,trailingInterestExpense,annualNonCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualInterestExpense,quarterlyTotalAssets,annualAccumulatedDepreciation,quarterlyRepurchaseOfCapitalStock,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingOperatingExpense,annualDeferredIncomeTax,trailingChangeInCashSupplementalAsReported,quarterlyChangeInCashSupplementalAsReported,annualGrossPPE,trailingInvestingCashFlow,trailingChangeInWorkingCapital,trailingStockBasedCompensation,annualDilutedAverageShares,quarterlyAccountsPayable,annualStockBasedCompensation,quarterlyBasicEPS,annualCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,annualCapitalExpenditure,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualInvestingCashFlow,trailingGrossProfit,annualChangeInCashSupplementalAsReported,trailingDeferredIncomeTax,annualRepaymentOfDebt,annualIncomeTaxPayable,trailingPurchaseOfBusiness,annualGoodwill,annualResearchAndDevelopment,trailingSellingGeneralAndAdministration,quarterlyResearchAndDevelopment,quarterlyOtherIntangibleAssets,annualOtherIntangibleAssets,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyInvestmentsAndAdvances,trailingBasicEPS,annualOtherShortTermInvestments,trailingNetOtherInvestingChanges,trailingPurchaseOfInvestment,quarterlyOtherShortTermInvestments,quarterlyIncomeTaxPayable,trailingDilutedEPS,trailingDilutedAverageShares,quarterlySellingGeneralAndAdministration,trailingResearchAndDevelopment,annualInvestmentsAndAdvances,quarterlyGoodwill
1985-06-30,,,,,,,,,,,,,,,,,,,,,,,5100000.0,,,,,,,,,,5100000.0,5100000.0,,,,,,,,,,,,,,,,,,,,,,0.130065,,,,,,,,5857072.0,,,,,,,,,,,,,,,,,,,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.130065,,5857072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,,,,,,,,,,,,5300000.0,,,,,,,,,,5300000.0,5300000.0,,,,,,,,,,,,,,,,,,,,,,0.145073,,,,,,,,5873064.0,,,,,,,,,,,,,,,,,,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145073,,5873064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-12-31,,,,20300000.0,,20300000.0,,,,,,,,,,,,,,,,,5000000.0,,,,,,,,3200000.0,,5000000.0,5000000.0,,,,,,,,,,3200000.0,,,,,,,,,,,,,,,,,0.505253,3000000.0,,,,,,,,,,,,,,,,,,,,,800000.0,,,,,,,,,,,,,,,,,0.505253,,,,,,,,,,,,,20300000.0,,,,,5937619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5937619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,,,,,,,,,,,,4900000.0,,,,,,,,,,4900000.0,4900000.0,,,,,,,,,,,,,,,,,,,,,,0.10005,,,,,,,,5917041.0,,,,,,,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10005,,5917041.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,,,,,,,,,,,5700000.0,,,,,,,,,,5700000.0,5700000.0,,,,,,,,,,,,,,,,,,,,,,0.130065,,,,,,,,5949025.0,,,,,,,,,,,,,,,,,,,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.130065,,5949025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,,,,,,,6000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,0.170085,,,,,,,,5949025.0,,,,,,,,,,,,,,,,,,,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.170085,,5949025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1986-12-31,,,,22000000.0,,22000000.0,,,,,,,,,,,,,,,,,5400000.0,,,,,,,,3200000.0,,5400000.0,5400000.0,,,,,,,,,,3200000.0,,,,,,,,,,,,,,,,,0.505253,3000000.0,,,,,,,,,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,0.505253,,,,,,,,,,,,,22000000.0,,,,,5937619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5937619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,,,,,,,,,,,,5300000.0,,,,,,,,,,5300000.0,5300000.0,,,,,,,,,,,,,,,,,,,,,,0.10005,,,,,,,,5977012.0,,,,,,,,,,,,,,,,,,,600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10005,,5977012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,,,,,,,,,,5600000.0,,,,,,,,,,5600000.0,5600000.0,,,,,,,,,,,,,,,,,,,,,,0.130065,,,,,,,,5989005.0,,,,,,,,,,,,,,,,,,,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.130065,,5989005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,,,,,,,,,,6000000.0,,,,,,,,,,6000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,0.16008,,,,,,,,5989005.0,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16008,,5989005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987-12-31,,,,22400000.0,,22400000.0,,,,,,,,,,,,,,,,,5500000.0,,,,,,,,3200000.0,,5500000.0,5500000.0,,,,,,,,,,3200000.0,,,,,,,,,,,,,,,,,0.505253,3000000.0,,,,,,,,,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,0.505253,,,,,,,,,,,,,22400000.0,,,,,5937619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5937619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,,,,,,,,,,,5600000.0,,,,,,,,,,5600000.0,5600000.0,,,,,,,,,,,,,,,,,,,,,,0.115058,,,,,,,,6032984.0,,,,,,,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115058,,6032984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,,,,,,,,,,5900000.0,,,,,,,,,,5900000.0,5900000.0,,,,,,,,,,,,,,,,,,,,,,0.165083,,,,,,,,6044977.0,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.165083,,6044977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,,,,,,,,,,6600000.0,,,,,,,,,,6600000.0,6600000.0,,,,,,,,,,,,,,,,,,,,,,0.2001,,,,,,,,6060969.0,,,,,,,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2001,,6060969.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1988-12-31,,,,24000000.0,,24000000.0,,,,,,,,,,,,,,,,,5900000.0,,,,,,,,3600000.0,,5900000.0,5900000.0,,,,,,,,,,3600000.0,,,,,,,,,,,,,,,,,0.570285,3400000.0,,,,,,,,,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,0.570285,,,,,,,,,,,,,24000000.0,,,,,5961931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5961931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,,,,,,,,,,5500000.0,,,,,,,,,,5500000.0,5500000.0,,,,,,,,,,,,,,,,,,,,,,0.10005,,,,,,,,6092953.0,,,,,,,,,,,,,,,,,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10005,,6092953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,,,,,,,,900000.0,,,,,,,,,6000000.0,,,,,,,,,,6000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,0.135068,,,,,,,,6663310.0,,,,,,,,,,,,,,,,,,,900000.0,,900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135068,,6663310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-09-30,,,,,,,,,,,,,,800000.0,,,,,,,,,5900000.0,,,,,,,,,,5900000.0,5900000.0,,,,,,,,,,,,,,,,,,,,,,0.125063,,,,,,,,6396776.0,,,,,,,,,,,,,,,,,,,800000.0,,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125063,,6396776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989-12-31,,,,23500000.0,,23500000.0,,,,,,,,600000.0,,,,,,,,,6100000.0,,,,,,,,3000000.0,,6100000.0,6100000.0,,,,,,,,,,3000000.0,,,,,,,,,,,,,,,,,0.455228,2800000.0,,,,,,,,,,,,,,,,,,,,,700000.0,,700000.0,,,,,,,,,,,,,,,0.455228,,,,,,,,,,,,,23500000.0,,,,,6150764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6150764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-03-31,,,,,,,,,,,,,,800000.0,,,,,,,,,6300000.0,,,,,,,,,,6300000.0,6300000.0,,,,,,,,,,,,,,,,,,,,,,0.115058,,,,,,,,6953015.0,,,,,,,,,,,,,,,,,,,800000.0,,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115058,,6953015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-06-30,,,,,,,,,,,,,,800000.0,,,,,,,,,6600000.0,,,,,,,,,,6600000.0,6600000.0,,,,,,,,,,,,,,,,,,,,,,0.115058,,,,,,,,6953015.0,,,,,,,,,,,,,,,,,,,800000.0,,800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115058,,6953015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990-09-30,,,,,,,,,,,,,,1100000.0,,,,,,,,,6900000.0,,,,,,,,,,6900000.0,6900000.0,,,,,,,,,,,,,,,,,,,,,,0.155078,,,,,,,,7093205.0,,,,,,,,,,,,,,,,,,,1100000.0,,1100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155078,,7093205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
