date,annualRepaymentOfDebt,annualEbitda,quarterlyBeginningCashPosition,quarterlyCapitalStock,trailingNetIncomeCommonStockholders,annualGrossPPE,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,annualNetIncomeCommonStockholders,annualChangeInCashSupplementalAsReported,quarterlyDilutedAverageShares,annualOtherIntangibleAssets,quarterlyChangesInAccountReceivables,trailingGrossProfit,quarterlyOtherIntangibleAssets,annualBasicEPS,trailingOtherIncomeExpense,annualCapitalStock,quarterlyChangeInInventory,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,trailingOperatingCashFlow,quarterlyRepaymentOfDebt,quarterlyCurrentDeferredRevenue,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualCashFlowFromContinuingFinancingActivities,trailingInterestExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlySaleOfInvestment,annualOtherIncomeExpense,quarterlyNetOtherInvestingChanges,annualSellingGeneralAndAdministration,trailingChangeInCashSupplementalAsReported,quarterlyBasicEPS,annualTotalNonCurrentAssets,quarterlyOtherCurrentAssets,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetIncomeContinuousOperations,quarterlyResearchAndDevelopment,trailingPurchaseOfBusiness,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,annualOtherNonCashItems,quarterlyBasicAverageShares,quarterlyCommonStockIssuance,annualNetIncomeContinuousOperations,quarterlyTotalRevenue,trailingDepreciationAndAmortization,annualAccumulatedDepreciation,trailingChangeInInventory,trailingNetOtherFinancingCharges,quarterlyEbitda,annualNetOtherFinancingCharges,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualCurrentDebt,annualDilutedEPS,annualPurchaseOfBusiness,trailingOtherNonCashItems,annualBeginningCashPosition,annualChangesInAccountReceivables,quarterlyChangeInCashSupplementalAsReported,annualCurrentDeferredRevenue,annualInterestExpense,trailingCostOfRevenue,quarterlyOtherCurrentLiabilities,trailingBeginningCashPosition,quarterlyAccumulatedDepreciation,trailingCashDividendsPaid,quarterlyOtherNonCashItems,annualResearchAndDevelopment,quarterlyOperatingCashFlow,annualInventory,annualDeferredIncomeTax,annualGrossProfit,quarterlyRepurchaseOfCapitalStock,quarterlyPretaxIncome,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyGrossPPE,annualChangeInInventory,trailingNetIncome,quarterlyIncomeTaxPayable,quarterlyCurrentLiabilities,quarterlyPurchaseOfBusiness,annualNonCurrentDeferredTaxesLiabilities,quarterlyChangeInWorkingCapital,trailingOperatingExpense,quarterlyNetPPE,quarterlyTaxProvision,quarterlyRetainedEarnings,annualChangeInWorkingCapital,quarterlyOtherShortTermInvestments,quarterlyFreeCashFlow,annualTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,annualNetOtherInvestingChanges,quarterlyDepreciationAndAmortization,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,quarterlyAccountsReceivable,annualRetainedEarnings,quarterlyCostOfRevenue,annualFreeCashFlow,annualGainsLossesNotAffectingRetainedEarnings,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,annualGoodwill,annualCommonStockIssuance,annualNetIncome,trailingOperatingIncome,annualCostOfRevenue,annualTotalRevenue,quarterlyTotalAssets,trailingChangeInWorkingCapital,annualLongTermDebt,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,annualAccountsReceivable,quarterlyLongTermDebt,annualDilutedAverageShares,trailingResearchAndDevelopment,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualOtherCurrentAssets,annualEndCashPosition,annualPurchaseOfInvestment,annualPretaxIncome,annualTaxProvision,trailingInvestingCashFlow,annualAccountsPayable,trailingEndCashPosition,quarterlyNetIncomeContinuousOperations,trailingTaxProvision,quarterlyNetIncome,annualInvestingCashFlow,annualTotalAssets,annualNonCurrentDeferredRevenue,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingIncome,annualStockholdersEquity,quarterlyOtherNonCurrentAssets,annualCashAndCashEquivalents,annualDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyCurrentDebt,quarterlyPurchaseOfInvestment,quarterlyInterestExpense,annualCurrentAccruedExpenses,quarterlyInvestingCashFlow,annualSaleOfInvestment,quarterlyEndCashPosition,annualInvestmentsAndAdvances,quarterlyNetIncomeCommonStockholders,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,quarterlyNetOtherFinancingCharges,quarterlyOtherIncomeExpense,quarterlyInventory,quarterlyGrossProfit,annualCurrentAssets,annualOperatingCashFlow,trailingPretaxIncome,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOtherNonCurrentAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCurrentLiabilities,annualNetPPE,annualBasicAverageShares,annualRepurchaseOfCapitalStock,quarterlyDeferredIncomeTax,quarterlyStockBasedCompensation,quarterlyNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyCurrentAccruedExpenses,trailingRepaymentOfDebt,trailingBasicAverageShares,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,trailingBasicEPS,trailingDeferredIncomeTax,trailingNetOtherInvestingChanges,trailingChangesInAccountReceivables,trailingPurchaseOfInvestment,annualStockBasedCompensation,trailingDilutedEPS,trailingDilutedAverageShares,trailingCommonStockIssuance,trailingChangeInAccountPayable
2015-12-31,-149733000.0,1104617000.0,891848000.0,119604000.0,,2308116000.0,3296203000.0,76143000.0,532145000.0,63354000.0,,1161572000.0,70058000.0,,1161572000.0,0.78,,119604000.0,-40066000.0,269241000.0,38928000.0,,-30021000.0,9191000.0,631565000.0,1142500000.0,1142500000.0,-158038000.0,,,,-45626000.0,0.0,736435000.0,,,6512243000.0,31091000.0,,409986000.0,1911916000.0,,66059000.0,,-18067000.0,252362000.0,-67205000.0,256372000.0,,0.0,531441000.0,1062801000.0,,-663714000.0,,,281050000.0,22086000.0,-567020000.0,,960628000.0,181141000.0,0.78,-58609000.0,,1079146000.0,144405000.0,250652000.0,9191000.0,224612000.0,,76143000.0,,-663714000.0,,60111000.0,224193000.0,310386000.0,1431391000.0,,1930998000.0,0.0,173465000.0,3089472000.0,,2308116000.0,-120641000.0,,16196000.0,1053006000.0,-569000.0,631565000.0,103590000.0,,1644402000.0,42532000.0,532145000.0,-77058000.0,1294000.0,243181000.0,6300325000.0,,-21788000.0,50950000.0,3532359000.0,6512243000.0,375546000.0,532145000.0,541198000.0,175758000.0,1911916000.0,1294000.0,-119615000.0,3532359000.0,71152000.0,532145000.0,,2003565000.0,3934563000.0,9601715000.0,,4565994000.0,203182000.0,,375546000.0,4565994000.0,685658983.0,,38928000.0,-221772000.0,31091000.0,1142500000.0,-21788000.0,690250000.0,158809000.0,,409986000.0,,130933000.0,,130536000.0,-633110000.0,9601715000.0,,5247319000.0,970370000.0,3296203000.0,0.0,1142500000.0,189755000.0,16196000.0,181141000.0,-5030000.0,56635000.0,,-72645000.0,,1142500000.0,78083000.0,130536000.0,6300325000.0,67347000.0,78083000.0,30254000.0,-19936000.0,1431391000.0,521603000.0,3089472000.0,742778000.0,,5247319000.0,-95257000.0,0.0,1142500000.0,1053006000.0,1644402000.0,685283873.0,-58457000.0,,,,,,,,,,,,,,,,,,,
2016-03-31,,,1142500000.0,119604000.0,,,3292597000.0,,,,695811111.0,,-42671000.0,,1107712000.0,,,,-70455000.0,242726000.0,,,-24375000.0,,615244000.0,1008542000.0,1007577000.0,,,,,,0.0,,,0.18,,30293000.0,,379996000.0,2313528000.0,,47665000.0,,-54135000.0,231453000.0,-62340000.0,,695811111.0,0.0,,958933000.0,,,,,274161000.0,,,,,,,,,,,-134923000.0,,,,92963000.0,,-678712000.0,,65829000.0,,58334000.0,,,,0.0,164239000.0,2953273000.0,,2285675000.0,,,24318000.0,893200000.0,-27270000.0,,-187578000.0,,1606963000.0,39417000.0,125246000.0,,965000.0,-4006000.0,,0.18,,51068000.0,3381398000.0,6285772000.0,379430000.0,,484754000.0,,,,,,,,,,,9239045000.0,,,195061000.0,,,4382795000.0,,,38554000.0,,,,,,,,,,124822000.0,,125246000.0,,,,5048410000.0,,,0.0,,,,189457000.0,-4575000.0,58854000.0,,-92491000.0,,1007577000.0,,125246000.0,5941610000.0,-74202000.0,110231000.0,-29760000.0,-5899000.0,1446324000.0,474179000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-30,,,1007577000.0,119604000.0,,,3408203000.0,,,,695990000.0,,-44913000.0,,1139126000.0,,,,-54093000.0,246448000.0,,,-95689000.0,,621766000.0,809002000.0,807019000.0,,,,,,-61687000.0,,,0.2,,25968000.0,,400542000.0,2175453000.0,,49683000.0,,-107883000.0,221217000.0,-63565000.0,,695990000.0,0.0,,992712000.0,,,,,287927000.0,,,,,,,,,,,-200558000.0,,,,134168000.0,,-721428000.0,,53192000.0,,108525000.0,,,,-5131000.0,180974000.0,2920719000.0,,2381208000.0,,,32701000.0,975191000.0,-160795000.0,,-43969000.0,,1659780000.0,41708000.0,264443000.0,,1983000.0,44960000.0,,0.2,,49847000.0,3464745000.0,6618939000.0,434569000.0,,525047000.0,,,,,,,,,,,9539658000.0,,,196765000.0,,,4475879000.0,,,43918000.0,,,,,,,,,,139266000.0,,139198000.0,,,,5152116000.0,,,65831000.0,,,,188184000.0,-3456000.0,57106000.0,,-227756000.0,,807019000.0,,139198000.0,6127307000.0,50151000.0,289457000.0,7817000.0,18588000.0,1530867000.0,467665000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-09-30,,,807019000.0,119604000.0,,,3528399000.0,,,,674538095.0,,59133000.0,,1130970000.0,,,,-21012000.0,228437000.0,,,-23304000.0,,605872000.0,902240000.0,900461000.0,,,,,,-54768000.0,,,0.21,,31117000.0,,390979000.0,2160681000.0,,52311000.0,,-31791000.0,239472000.0,-74593000.0,,674538095.0,920000.0,,1000033000.0,,,,,283989000.0,,,,,,,,,,,93442000.0,,,,137513000.0,,-752644000.0,,57848000.0,,206017000.0,,,,-7555000.0,176679000.0,2953073000.0,,2433091000.0,,,21959000.0,925678000.0,-771000.0,,17889000.0,,1680447000.0,35256000.0,406096000.0,,1779000.0,131424000.0,,0.21,,49843000.0,3446734000.0,6614792000.0,381083000.0,,532124000.0,,,,0.0,,,,,,,9567865000.0,,,176126000.0,,,4448771000.0,,,45246000.0,,,,,,,,,,141423000.0,,141653000.0,,,,5109749000.0,,,0.0,,,,201164000.0,-36000.0,57467000.0,,-75040000.0,,900461000.0,,141653000.0,6035427000.0,-14948000.0,288209000.0,-5161000.0,-4453000.0,1544502000.0,467909000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,-161662000.0,1143425000.0,900461000.0,119604000.0,,2618696000.0,3721481000.0,26121000.0,545456000.0,-247491000.0,,1195302000.0,3271000.0,,1195302000.0,0.8,,119604000.0,-27443000.0,255272000.0,43171000.0,,-18294000.0,7004000.0,600646000.0,895009000.0,895009000.0,-329558000.0,,,,8239000.0,0.0,775266000.0,,,7007258000.0,48324000.0,,461073000.0,2337311000.0,,47958000.0,,-135749000.0,247266000.0,-92192000.0,223116000.0,,0.0,544543000.0,1098152000.0,,-808844000.0,,,297349000.0,-21492000.0,-292690000.0,,972883000.0,200085000.0,0.8,-202727000.0,,1142500000.0,-25180000.0,-5452000.0,7004000.0,228804000.0,,26121000.0,,-808844000.0,,46247000.0,197617000.0,180402000.0,1642931000.0,,1912291000.0,0.0,190861000.0,3122514000.0,,2618696000.0,-173003000.0,,7957000.0,1071763000.0,-13891000.0,600646000.0,49339000.0,,1809852000.0,51828000.0,545456000.0,-164319000.0,2582000.0,88210000.0,6401794000.0,,-13661000.0,51111000.0,3643995000.0,7007258000.0,413656000.0,545456000.0,595614000.0,260588000.0,2337311000.0,2582000.0,-122908000.0,3643995000.0,920000.0,545456000.0,,2137539000.0,4049830000.0,10129772000.0,,4675010000.0,207314000.0,,431510000.0,4675010000.0,684170887.0,,43171000.0,-216151000.0,48324000.0,895009000.0,-13661000.0,712752000.0,168209000.0,,461073000.0,,139033000.0,,139360000.0,-506652000.0,10129772000.0,,5330031000.0,939408000.0,3721481000.0,0.0,895009000.0,201869000.0,7957000.0,200085000.0,-5594000.0,55377000.0,,-111365000.0,,895009000.0,232421000.0,139360000.0,6401794000.0,75473000.0,232421000.0,5612000.0,3000.0,1642931000.0,502538000.0,3122514000.0,553278000.0,,5330031000.0,36474000.0,0.0,895009000.0,1071763000.0,1809852000.0,683225815.0,-12686000.0,,,,,,,,,,,,,,,,,,,
2017-03-31,,,895009000.0,119604000.0,,,3810432000.0,,,,669965000.0,,57252000.0,,6529475000.0,,,,-59885000.0,289185000.0,,,,,,749832000.0,737291000.0,,,,,,20614000.0,,,0.2,,31481000.0,,,2837725000.0,,59171000.0,,1565927000.0,252712000.0,-66333000.0,,669965000.0,,,1061680000.0,,,,,306026000.0,,,,,,,,,,,-147096000.0,,,,786025000.0,,,,-21103000.0,,145384000.0,,,,,183199000.0,2952170000.0,,1841190000.0,,,,944838000.0,-1812688000.0,,-20548000.0,,1841190000.0,49464000.0,133993000.0,,12541000.0,79051000.0,,0.2,,53314000.0,,8756188000.0,485251000.0,,519783000.0,,,,,,,,,,,11708358000.0,,,230014000.0,,,,,,6946755000.0,,,,,,,,,,133735000.0,,133993000.0,,,,6946755000.0,,,77582000.0,,,,,,66225000.0,,-1858407000.0,,737291000.0,,133993000.0,7891593000.0,-17915000.0,307941000.0,-97198000.0,-3288000.0,1685606000.0,541897000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-30,,,737291000.0,119604000.0,,,3579042000.0,,,,685085714.0,,-18174000.0,,1101789000.0,,,,-4332000.0,276179000.0,,,,,572148000.0,750218000.0,750218000.0,,,,,,-63187000.0,,,0.21,,26122000.0,,394821000.0,2333271000.0,,62404000.0,,-88630000.0,285125000.0,-79822000.0,,685085714.0,,,1130767000.0,,,,,316408000.0,,,,,,,,,,,2305000.0,,,,147962000.0,,-836401000.0,,152945000.0,,233179000.0,,,,,196760000.0,2851032000.0,,2612308000.0,,,20936000.0,900321000.0,-475000.0,,-48716000.0,,1775907000.0,53125000.0,277861000.0,,12366000.0,153357000.0,,0.21,,53235000.0,5023903000.0,8265947000.0,330309000.0,,569463000.0,,,,,,,,,,,11116979000.0,,,213775000.0,,,6013032000.0,,,34510000.0,,,,,,,,,,143635000.0,,143868000.0,,,,6631828000.0,,,0.0,,,,125423000.0,,66413000.0,,-80445000.0,,750218000.0,,143868000.0,7532149000.0,-31415000.0,254408000.0,-54176000.0,-21024000.0,1595786000.0,561304000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-09-30,,,750218000.0,119604000.0,,,3582689000.0,,,,,,30120000.0,,,,,,-44194000.0,266681000.0,,,,,,826496000.0,815115000.0,,,,,,,,,,,23618000.0,,,2183016000.0,,60309000.0,,18752000.0,264663000.0,-65615000.0,,,,,1057736000.0,,,,,345354000.0,,,,,,,,,,,151587000.0,,,,781510000.0,,,,-71262000.0,,192009000.0,,,,0.0,210081000.0,2915714000.0,,1740630000.0,,,,952067000.0,-43328000.0,,-11011000.0,,1740630000.0,56721000.0,431763000.0,,11381000.0,126394000.0,,,,51810000.0,,8094225000.0,471385000.0,,526392000.0,,,,0.0,,,,,,,11009939000.0,,,206372000.0,,,,,,6469757000.0,,,,,,,,,,153360000.0,,153902000.0,,,,6469757000.0,,,86385000.0,,,,,,,,-120973000.0,,815115000.0,,153902000.0,7421824000.0,8268000.0,295103000.0,-3168000.0,19916000.0,1594215000.0,531344000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-31,-103844000.0,1160745000.0,815115000.0,119604000.0,,2640332000.0,3629079000.0,22003000.0,662700000.0,-8488000.0,,1269342000.0,10914000.0,,1269342000.0,0.97,,119604000.0,-57097000.0,316623000.0,35459000.0,,,14229000.0,388912000.0,886521000.0,886521000.0,1434065000.0,,,,-53955000.0,,860348000.0,,,7974948000.0,32354000.0,,423096000.0,2121455000.0,,106436000.0,,-61984000.0,200843000.0,-111203000.0,253450000.0,,,661314000.0,1067890000.0,,-880279000.0,,,199886000.0,-156446000.0,-322973000.0,,1148668000.0,129122000.0,0.97,-1857210000.0,,895009000.0,80112000.0,-15284000.0,14229000.0,249533000.0,,22003000.0,,-880279000.0,,192870000.0,288320000.0,271174000.0,1629293000.0,,2152011000.0,0.0,105682000.0,2945316000.0,,2640332000.0,-165508000.0,,6709000.0,977987000.0,-719000.0,388912000.0,14475000.0,,1760053000.0,-124902000.0,662700000.0,-65800000.0,,159971000.0,7286299000.0,,-6459000.0,57131000.0,4590498000.0,7974948000.0,302685000.0,662700000.0,550424000.0,518773000.0,2121455000.0,10738000.0,-122986000.0,4590498000.0,0.0,662700000.0,,2166062000.0,4318073000.0,10920264000.0,,5872763000.0,210187000.0,,302685000.0,5872763000.0,684243891.0,,35459000.0,-218260000.0,32354000.0,886521000.0,-29484000.0,695722000.0,34408000.0,,423096000.0,,230584000.0,,230937000.0,-2185880000.0,10920264000.0,,6308312000.0,1003343000.0,3629079000.0,,886521000.0,215490000.0,6709000.0,129122000.0,,,,-126055000.0,23025000.0,886521000.0,259063000.0,230937000.0,7286299000.0,63349000.0,259063000.0,-1904000.0,-47316000.0,1629293000.0,517466000.0,2945316000.0,841746000.0,,6308312000.0,22287000.0,0.0,886521000.0,977987000.0,1760053000.0,684197276.0,0.0,,,,,,,,,,,,,,,,,,,
2018-03-31,,,886521000.0,119604000.0,,,3705408000.0,,,,683736457.0,,-12179000.0,,,,,,-83867000.0,244284000.0,,,,,,857035000.0,846522000.0,,,,,,-8470000.0,,,0.209887,,30408000.0,,,2710096000.0,,53966000.0,,-12680000.0,244550000.0,-59310000.0,,683736457.0,,,1023012000.0,,,,,295371000.0,,,,,,,,,,,-17434000.0,,,,773631000.0,,,,9699000.0,,92705000.0,,,,,178936000.0,2965872000.0,,1728516000.0,,,,948036000.0,-29679000.0,,-102572000.0,,1728516000.0,36066000.0,143407000.0,,10513000.0,33395000.0,,0.209887,,52883000.0,,7909357000.0,404251000.0,,534178000.0,,,,,,,,,,,10875229000.0,,,190318000.0,,,,,,6217348000.0,,,,,,,,,,142870000.0,,143407000.0,,,,6217348000.0,,,61082000.0,,,,,,63552000.0,,-97459000.0,,846522000.0,,143407000.0,7165384000.0,-6526000.0,330171000.0,963000.0,-2062000.0,1674178000.0,488834000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-30,,,846522000.0,119604000.0,,,3967400000.0,,,,675276923.0,,-7212000.0,,1342527000.0,,,,-55179000.0,255734000.0,,,,,393832000.0,689558000.0,668499000.0,,,,,,65260000.0,,,0.26,,35306000.0,,427194000.0,2673530000.0,,58281000.0,,-148388000.0,261692000.0,-71524000.0,,675276923.0,,,1097106000.0,,,,,340175000.0,,,,,,,,,,,-223899000.0,,,,151038000.0,,-965074000.0,,-389000.0,,156480000.0,,,,,218388000.0,2947373000.0,,2784363000.0,,,20278000.0,1015690000.0,-225727000.0,,-60026000.0,,1819289000.0,43376000.0,318979000.0,,21059000.0,84956000.0,,0.26,,55075000.0,4993142000.0,8486246000.0,307225000.0,,579680000.0,,,,,,,,,,,11433619000.0,,,197453000.0,,,5950020000.0,,,90832000.0,,,,,,,,,,175012000.0,,175572000.0,,,,6446685000.0,,,,,,,188757000.0,,66712000.0,,-231991000.0,,668499000.0,,175572000.0,7462375000.0,2365000.0,264229000.0,-147000.0,23895000.0,1806765000.0,517426000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-09-30,,,668499000.0,119604000.0,,,4145026000.0,,,,,,4576000.0,,,,,,-42256000.0,258495000.0,,,,,,633400000.0,582008000.0,,,,,,-5485000.0,,,,,63942000.0,,,2701838000.0,,58234000.0,,79216000.0,266767000.0,-72625000.0,,,,,1143800000.0,,,,,307537000.0,,,,,,,,,,,-92515000.0,,,,1086420000.0,,,,-11167000.0,,159561000.0,,,,,187411000.0,3024376000.0,,1868809000.0,,,,1086420000.0,-253182000.0,,-37209000.0,,1868809000.0,38805000.0,468297000.0,,51392000.0,86936000.0,,,,58408000.0,,8755299000.0,462839000.0,,618538000.0,,,,3059000.0,,,,,,,11779675000.0,,,200261000.0,,,,,,6545885000.0,,,,,,,,,,148606000.0,,149318000.0,,,,6545885000.0,,,67286000.0,,,,,,,,-331292000.0,,582008000.0,,149318000.0,7632305000.0,471000.0,238504000.0,-1430000.0,-27891000.0,1864195000.0,525262000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-31,-141932000.0,1228613000.0,582008000.0,119604000.0,,3056656000.0,4225554000.0,16262000.0,596642000.0,147271000.0,,1385537000.0,,,1385537000.0,0.87,,119604000.0,-50368000.0,296923000.0,92101000.0,,,15525000.0,404398000.0,1033792000.0,1033792000.0,152503000.0,,,,10996000.0,,814775000.0,,,8993795000.0,42344000.0,,561883000.0,2790768000.0,,70180000.0,,234355000.0,221115000.0,-104263000.0,244804000.0,,,594406000.0,1222806000.0,,-1104673000.0,,,289238000.0,393926000.0,-307722000.0,,1055436000.0,264851000.0,0.87,-524081000.0,,886521000.0,,481119000.0,15525000.0,274162000.0,,16262000.0,,-1104673000.0,,246661000.0,240661000.0,328682000.0,1949360000.0,,2049560000.0,,141106000.0,3483251000.0,,3056656000.0,-231670000.0,,1917000.0,1257321000.0,-15493000.0,404398000.0,87168000.0,,1951983000.0,13189000.0,596642000.0,-112639000.0,,224419000.0,7780442000.0,,,62243000.0,5209230000.0,8993795000.0,289316000.0,596642000.0,704768000.0,429706000.0,2790768000.0,,-139805000.0,5209230000.0,0.0,596642000.0,,2437164000.0,4486724000.0,12477046000.0,,6010971000.0,226743000.0,,289316000.0,6010971000.0,684709377.0,,92101000.0,-278841000.0,42344000.0,1033792000.0,-20733000.0,725842000.0,131436000.0,,561883000.0,,127917000.0,,128345000.0,-781867000.0,12477046000.0,,6523121000.0,994124000.0,4225554000.0,,1033792000.0,228609000.0,1917000.0,264851000.0,,,,-121125000.0,70119000.0,1033792000.0,228820000.0,128345000.0,7780442000.0,,228820000.0,394540000.0,18939000.0,1949360000.0,518038000.0,3483251000.0,737428000.0,,6523121000.0,,,1033792000.0,1257321000.0,1951983000.0,684709377.0,0.0,,,,,,,,,,,,,,,,,,,
2019-03-31,,,1033792000.0,119604000.0,,,4401149000.0,,,,684135345.0,,,,,,,,-132237000.0,296973000.0,,,,,,754944000.0,576712000.0,,,,,,-133540000.0,,,0.166342,,21625000.0,,,3448635000.0,,62610000.0,,-55354000.0,231080000.0,-81417000.0,,684135345.0,,,1156777000.0,,,,,305566000.0,,,,,,,,,,,-476674000.0,,,,885141000.0,,,,-30545000.0,,-167716000.0,,,,,142851000.0,3488966000.0,,1995589000.0,,,,1215110000.0,-38647000.0,,-325542000.0,,1995589000.0,28571000.0,114370000.0,,178232000.0,-249133000.0,,0.166342,,74486000.0,,9898099000.0,596716000.0,,628724000.0,,,,,,,,,,,13387065000.0,,,234363000.0,,,,,,7294890000.0,,,,,,,,,,114280000.0,,114369000.0,,,,7294890000.0,,,120922000.0,,,,,,,,-253604000.0,,576712000.0,,114369000.0,8510000000.0,,366980000.0,10223000.0,-6009000.0,2115681000.0,528053000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,,576712000.0,119604000.0,,,4393764000.0,,,,690036000.0,,,,1417377000.0,,,,-77305000.0,286624000.0,,,,,401114000.0,723131000.0,553697000.0,,,,,,,,,0.25,,36507000.0,,536743000.0,3126202000.0,,69963000.0,,-144848000.0,311270000.0,-100341000.0,,690036000.0,,,1266583000.0,,,,,377651000.0,,,,,,,,,,,-3421000.0,,,,163612000.0,,-1205439000.0,,165542000.0,,313267000.0,,,,,225447000.0,3424363000.0,,3885694000.0,,,40757000.0,1276459000.0,-70744000.0,,-23847000.0,,2680255000.0,45090000.0,286880000.0,,169434000.0,212926000.0,,0.25,,74444000.0,5416606000.0,9899412000.0,332027000.0,,668689000.0,,,,,,,,,,,13323775000.0,,,216661000.0,,,6018086000.0,,,90972000.0,,,,,,,,,,180357000.0,,172509000.0,,,,7161497000.0,,,,,,,289133000.0,,77760000.0,,-178360000.0,,553697000.0,,172509000.0,8437956000.0,,267653000.0,-6408000.0,474000.0,2205763000.0,597894000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,,553697000.0,119604000.0,,,4771872000.0,,,,,,,,,,,,-43476000.0,313568000.0,,,,,,794898000.0,792134000.0,,,,,,,,,,,,,,3367722000.0,,68416000.0,,-39406000.0,293099000.0,-72704000.0,,,,,1314421000.0,,,,,375998000.0,,,,,,,,,,,186554000.0,,,,979388000.0,,,,-87663000.0,,193657000.0,,,,,189704000.0,3659798000.0,,,,,,1394814000.0,-10354000.0,,12037000.0,,2112661000.0,37941000.0,423402000.0,,2764000.0,120953000.0,,,,75191000.0,,10377186000.0,464280000.0,,707754000.0,,,,3489000.0,,,,,,,14036984000.0,,,245152000.0,,,,,,446719000.0,,,,,,,,,,151763000.0,,136522000.0,,,,7350296000.0,,,119774000.0,,,,,,111103000.0,,38823000.0,,792134000.0,,136522000.0,8745110000.0,,264308000.0,6325000.0,-7065000.0,2327170000.0,606667000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
