,annualSaleOfInvestment,quarterlyOtherNonCurrentAssets,annualInvestingCashFlow,trailingInvestingCashFlow,annualOtherNonCashItems,annualLongTermDebt,quarterlyOtherCurrentLiabilities,annualDepreciationAndAmortization,annualDilutedAverageShares,annualStockholdersEquity,annualNonCurrentDeferredTaxesLiabilities,trailingNetIncome,trailingPretaxIncome,annualChangeInInventory,annualNetOtherInvestingChanges,quarterlyCurrentDebt,quarterlyOtherNonCurrentLiabilities,quarterlyAccumulatedDepreciation,annualDilutedEPS,annualPurchaseOfBusiness,annualPretaxIncome,annualNetIncome,quarterlyTotalNonCurrentAssets,annualCashDividendsPaid,quarterlyTotalAssets,quarterlyOtherIntangibleAssets,annualBasicAverageShares,quarterlyRetainedEarnings,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,trailingFreeCashFlow,trailingGrossProfit,quarterlyCapitalStock,annualRepaymentOfDebt,annualGrossProfit,annualAccountsPayable,quarterlyOtherShortTermInvestments,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingTotalRevenue,quarterlyCashAndCashEquivalents,annualChangeInWorkingCapital,annualOperatingIncome,quarterlyCurrentLiabilities,trailingCostOfRevenue,annualEndCashPosition,annualGoodwill,annualInventory,quarterlyNetPPE,annualNetOtherFinancingCharges,annualOtherCurrentLiabilities,annualChangeInCashSupplementalAsReported,annualCapitalStock,annualPurchaseOfInvestment,annualTotalRevenue,annualInterestExpense,annualStockBasedCompensation,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,annualOperatingExpense,quarterlyGrossPPE,annualRepurchaseOfCapitalStock,trailingOperatingExpense,annualCapitalExpenditure,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualOtherNonCurrentAssets,trailingNetIncomeContinuousOperations,annualCurrentAssets,quarterlyAccountsPayable,trailingInterestExpense,quarterlyOtherCurrentAssets,trailingTaxProvision,trailingChangeInCashSupplementalAsReported,annualCashAndCashEquivalents,annualGrossPPE,annualOtherNonCurrentLiabilities,annualNetIncomeContinuousOperations,annualBeginningCashPosition,annualCostOfRevenue,trailingOperatingIncome,annualCurrentDebt,annualFreeCashFlow,annualCommonStockIssuance,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,annualOtherIntangibleAssets,annualNetPPE,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOperatingCashFlow,annualTotalNonCurrentAssets,annualOtherCurrentAssets,quarterlyStockholdersEquity,annualEbitda,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualRetainedEarnings,quarterlyInventory,annualTotalAssets,annualTaxProvision,quarterlyAccountsReceivable,quarterlyGoodwill,annualNetIncomeCommonStockholders,quarterlyLongTermDebt,annualCurrentLiabilities,trailingNetIncomeCommonStockholders,annualBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,trailingOperatingCashFlow,annualAccountsReceivable,trailingRepurchaseOfCapitalStock,trailingBeginningCashPosition,quarterlyDepreciationAndAmortization,trailingNetOtherInvestingChanges,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,quarterlyNetIncome,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyTaxProvision,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyCommonStockIssuance,quarterlyOtherIncomeExpense,trailingOtherNonCashItems,quarterlyInterestExpense,quarterlyBasicAverageShares,quarterlyOtherNonCashItems,trailingNetOtherFinancingCharges,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,quarterlyNonCurrentDeferredRevenue,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,quarterlyPurchaseOfBusiness,quarterlySellingGeneralAndAdministration,annualChangesInAccountReceivables,trailingCapitalExpenditure,quarterlyDilutedAverageShares,trailingSaleOfInvestment,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,quarterlyOperatingExpense,quarterlyNetIncomeContinuousOperations,trailingBasicEPS,quarterlyCashDividendsPaid,trailingBasicAverageShares,annualNonCurrentDeferredRevenue,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,quarterlyNetOtherInvestingChanges,trailingCashDividendsPaid,trailingChangeInWorkingCapital,trailingChangesInAccountReceivables,quarterlyBeginningCashPosition,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyPretaxIncome,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyRepaymentOfDebt,trailingEndCashPosition,quarterlyOperatingIncome,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCommonStockIssuance,trailingCashFlowFromContinuingFinancingActivities,quarterlyEndCashPosition,trailingChangeInInventory,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,quarterlyCapitalExpenditure,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyChangeInCashSupplementalAsReported,trailingDilutedEPS,quarterlyDilutedEPS,quarterlyStockBasedCompensation,trailingPurchaseOfInvestment,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,quarterlyTotalRevenue,quarterlyResearchAndDevelopment,trailingResearchAndDevelopment,annualIncomeTaxPayable,quarterlyPurchaseOfInvestment,quarterlyNetIncomeCommonStockholders,trailingDepreciationAndAmortization,quarterlyGrossProfit,trailingOtherIncomeExpense,quarterlyEbitda,annualResearchAndDevelopment,quarterlyChangeInInventory,trailingDilutedAverageShares
1388448000,,0.0,-1584985000.0,,394826000.0,3589503000.0,0.0,905032000.0,2623658000.0,3661007000.0,261472000.0,,,2681000.0,1838000.0,60000000.0,0.0,-4318649000.0,0.11,0.0,454867000.0,283009000.0,8116007000.0,-124365000.0,9302546000.0,541341000.0,2615535000.0,2563107000.0,1186539000.0,5598116000.0,,,17638000.0,-998612000.0,2881135000.0,1022424000.0,7791000.0,274529000.0,,274529000.0,-36157000.0,871798000.0,1555604000.0,,274529000.0,3128000.0,44835000.0,7160160000.0,-12355000.0,0.0,-160829000.0,17638000.0,-180773000.0,3256061000.0,330972000.0,26549000.0,-4318649000.0,133874000.0,2009337000.0,11478809000.0,,,-1408913000.0,5598116000.0,,0.0,,1186539000.0,1022424000.0,,37071000.0,,,274529000.0,11478809000.0,0.0,279784000.0,467164000.0,374926000.0,,60000000.0,-199814000.0,1177000.0,274529000.0,7791000.0,541341000.0,7160160000.0,4042512000.0,1209099000.0,8116007000.0,37071000.0,3661007000.0,1690871000.0,4042512000.0,2563107000.0,44835000.0,9302546000.0,175083000.0,273125000.0,3128000.0,283009000.0,3589503000.0,1555604000.0,,0.11,261472000.0,,273125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,11188000.0,,,,,0.0,,,,,,,,,60000000.0,0.0,,,,,,8442677000.0,,9875623000.0,540712000.0,,2539133000.0,1432946000.0,,,,17638000.0,,,,6184000.0,221182000.0,,214998000.0,,,1409610000.0,,,,,7229956000.0,,,,,,,,,,,,,,,,6194280000.0,,,,,881771000.0,,18829000.0,,,,,,,,,,,,,,,,,,,,,3643636000.0,,4784670000.0,,44522000.0,,,526114000.0,,,4179786000.0,,,,260478000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,,0.0,-1311066000.0,,514122000.0,4174878000.0,0.0,928447000.0,2603617000.0,3557021000.0,312971000.0,,,-2478000.0,-38669000.0,366562000.0,0.0,-5319796000.0,0.02,,236712000.0,58482000.0,7942932000.0,-60952000.0,9593567000.0,494552000.0,2603617000.0,2560637000.0,1650635000.0,6029056000.0,,,17533000.0,-2712253000.0,2625522000.0,627266000.0,0.0,689208000.0,,689208000.0,83167000.0,626021000.0,1345118000.0,,689208000.0,0.0,41046000.0,6629673000.0,-69014000.0,0.0,411250000.0,17533000.0,-505217000.0,2982909000.0,335521000.0,,-5319796000.0,160328000.0,1999501000.0,11949469000.0,-13614000.0,,-1314023000.0,6029056000.0,,0.0,,1650635000.0,627266000.0,,139411000.0,,,689208000.0,11949469000.0,0.0,22549000.0,274529000.0,357387000.0,,366562000.0,-133600000.0,0.0,689208000.0,0.0,494552000.0,6629673000.0,4683938000.0,1180423000.0,7942932000.0,139411000.0,3557021000.0,1500680000.0,4683938000.0,2560637000.0,41046000.0,9593567000.0,214163000.0,10197000.0,0.0,58482000.0,4174878000.0,1345118000.0,,0.02,312971000.0,,10197000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,0.0,,,,,0.0,,,,,,,,,590988000.0,0.0,,,,,,7296496000.0,,9392400000.0,486153000.0,,2236138000.0,2095904000.0,,,,824875000.0,,,,,359982000.0,,359982000.0,,,1553670000.0,,,,,5830261000.0,,,,,,,,,,,,,,,,6193895000.0,,,,,631927000.0,,379207000.0,,,,,,,,,,,,,,,,,,,,,3156981000.0,,4640225000.0,,18322000.0,,,154530000.0,,,4179985000.0,,,,310005000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,28324000.0,0.0,-1124444000.0,,693018000.0,4424247000.0,0.0,596893000.0,2601339000.0,2171687000.0,120130000.0,,,-123000.0,-474243000.0,529872000.0,0.0,-5331697000.0,-0.59,,-1704521000.0,-1523203000.0,6632131000.0,0.0,8090105000.0,355810000.0,2599744000.0,1037434000.0,1457974000.0,5879109000.0,,,19489000.0,-360095000.0,863059000.0,354151000.0,,199166000.0,,199166000.0,315045000.0,-267114000.0,1215803000.0,,202967000.0,,44308000.0,5214718000.0,0.0,0.0,-500370000.0,19489000.0,-30901000.0,1032734000.0,352029000.0,22515000.0,-5331697000.0,204904000.0,1130173000.0,10546415000.0,-28708000.0,,-644939000.0,5879109000.0,,0.0,,1457974000.0,354151000.0,,462669000.0,,,199166000.0,10546415000.0,0.0,-1525288000.0,689208000.0,169675000.0,,529872000.0,-318867000.0,199963000.0,199166000.0,,355810000.0,5214718000.0,4663306000.0,326072000.0,6632131000.0,462669000.0,2171687000.0,-755599000.0,4663306000.0,1037434000.0,44308000.0,8090105000.0,-179233000.0,63852000.0,,-1523203000.0,4424247000.0,1215803000.0,,-0.59,120130000.0,,63852000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,0.0,,,,,0.0,,,,,,,,,559872000.0,0.0,,,,,,2527759000.0,,7025024000.0,9131000.0,,-362018000.0,4497265000.0,,,,1068796000.0,,,,101746000.0,500688000.0,,500688000.0,,,1881314000.0,,,,,2327636000.0,,,,,,,,,,,,,,,,6325333000.0,,,,,71567000.0,,49734000.0,,,,,,,,,,,,,,,,,,,,,699691000.0,,4444019000.0,,18624000.0,,,69487000.0,,,4382060000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,,0.0,1790710000.0,,318535000.0,4586555000.0,0.0,363860000.0,2860410000.0,639814000.0,66401000.0,,,-4607000.0,-395142000.0,104000000.0,0.0,-6529612000.0,-0.46,,-457981000.0,-1322453000.0,3587618000.0,,5847628000.0,8849000.0,2860410000.0,-285019000.0,2260010000.0,5207841000.0,,,19489000.0,-930224000.0,429401000.0,74199000.0,90325000.0,904961000.0,,904961000.0,-62106000.0,-419758000.0,479915000.0,,904961000.0,,30155000.0,2407958000.0,-311570000.0,0.0,669571000.0,19489000.0,,534974000.0,369061000.0,27990000.0,-6529612000.0,85838000.0,849159000.0,8937570000.0,,,-21621000.0,5207841000.0,,0.0,,2260010000.0,74199000.0,,0.0,,,904961000.0,8937570000.0,0.0,-605147000.0,202967000.0,105573000.0,,104000000.0,-392500000.0,0.0,904961000.0,90325000.0,8849000.0,2407958000.0,4727926000.0,-370879000.0,3587618000.0,0.0,639814000.0,274940000.0,4727926000.0,-285019000.0,30155000.0,5847628000.0,147166000.0,43460000.0,,-1322453000.0,4586555000.0,479915000.0,,-0.46,66401000.0,,43460000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,0.0,,,,,0.0,,,,,,,,,1341758000.0,0.0,,,,,,4162236000.0,,5997103000.0,6043000.0,,-958565000.0,1834867000.0,,,,1068796000.0,,,,446000.0,1157238000.0,,1157238000.0,,,1664062000.0,,,,,2257932000.0,,,,,,,,,,,,,,,,5971735000.0,,,,,47886000.0,,113526000.0,,,,,,,,,,,,,,,,,,,,,25395000.0,,4307673000.0,,24579000.0,,,94468000.0,,,4129256000.0,,,,90423000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,,-3959298000.0,,177377000.0,4520457000.0,,489863000.0,2813638000.0,-268434000.0,589281000.0,,,6185000.0,-74643000.0,1529011000.0,,-5203001000.0,-0.39,-3557006000.0,-1012296000.0,-1099476000.0,9474962000.0,,11308343000.0,3047000.0,2813638000.0,-1384495000.0,1833381000.0,11576804000.0,,,19489000.0,-1401094000.0,324947000.0,392984000.0,111228000.0,243400000.0,,132172000.0,64875000.0,-852599000.0,2747026000.0,,132172000.0,705146000.0,16745000.0,7719859000.0,1129980000.0,,-757589000.0,19489000.0,-336686000.0,1125982000.0,427886000.0,20158000.0,-5203001000.0,226706000.0,1177546000.0,12922860000.0,,,-60685000.0,11576804000.0,,,,1833381000.0,392984000.0,,,,,132172000.0,12922860000.0,,-1099476000.0,904961000.0,801035000.0,,1529011000.0,-19744000.0,,243400000.0,111228000.0,3047000.0,7719859000.0,8829778000.0,40941000.0,9474962000.0,,-268434000.0,-94547000.0,8829778000.0,-1384495000.0,16745000.0,11308343000.0,87180000.0,407035000.0,705146000.0,-1099476000.0,4520457000.0,2747026000.0,,-0.39,589281000.0,,407035000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,,,,,,,,,,,,,,,2104104000.0,,,,,,,7896112000.0,,8945944000.0,,,-1910576000.0,1049832000.0,,,,1068796000.0,,,,68801000.0,152397000.0,,83596000.0,,,3143207000.0,,,,,6247112000.0,,,,,,,,,,,,,,,,9825372000.0,,,,,402741000.0,,,,,,,,,,,,,,,,,,,,,,,-879381000.0,,6682165000.0,,18241000.0,,,292608000.0,,,3414361000.0,,,,524003000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,,771496000.0,,596539000.0,1786066000.0,,329318000.0,2908985000.0,-1705282000.0,114669000.0,,,-1428000.0,163189000.0,2549888000.0,,-5199874000.0,-0.41,-18589000.0,-784960000.0,-1195793000.0,2385926000.0,,8244899000.0,20436000.0,2908985000.0,-2630296000.0,5858973000.0,9936916000.0,,,19489000.0,-1665829000.0,322373000.0,220283000.0,17755000.0,45870000.0,,28115000.0,83304000.0,10321000.0,7893058000.0,,28115000.0,7462000.0,22390000.0,1908292000.0,-482194000.0,,-94760000.0,19489000.0,,789704000.0,530239000.0,54743000.0,-5199874000.0,136343000.0,312052000.0,7108166000.0,,,-65242000.0,9936916000.0,,,,5858973000.0,220283000.0,,,,,28115000.0,7108166000.0,,-832372000.0,132172000.0,467331000.0,,2549888000.0,28837000.0,,45870000.0,17755000.0,20436000.0,1908292000.0,2043858000.0,94079000.0,2385926000.0,,-1705282000.0,74597000.0,2043858000.0,-2630296000.0,22390000.0,8244899000.0,47412000.0,69791000.0,7462000.0,-1195793000.0,1786066000.0,7893058000.0,,-0.41,114669000.0,,69791000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,,,417226000.0,,,,,,,,-1269414000.0,-946531000.0,,,2275694000.0,,,,,,,2300137000.0,,7996674000.0,,,-3225150000.0,5696537000.0,,-25434000.0,319693000.0,1092478000.0,,,,,10349000.0,814862000.0,10349000.0,,,7813122000.0,495169000.0,,,,1694332000.0,,,,,,,,,,,,1694332000.0,,285386000.0,,10220728000.0,155732000.0,,-999621000.0,,243470000.0,570833000.0,,53090000.0,-91624000.0,,,,,,,34307000.0,,,,,,,,,,,,-2235983000.0,,2407606000.0,,22471000.0,,,69195000.0,,,2113928000.0,,-1269414000.0,,136726000.0,39808000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
