,quarterlyNetOtherInvestingChanges,quarterlyOtherCurrentAssets,trailingChangeInCashSupplementalAsReported,annualChangeInCashSupplementalAsReported,annualGrossPPE,trailingNetIncomeCommonStockholders,annualOtherNonCurrentLiabilities,quarterlySaleOfInvestment,annualNetIncomeCommonStockholders,annualBeginningCashPosition,quarterlyChangeInInventory,annualInterestExpense,annualDilutedAverageShares,quarterlyGrossProfit,trailingRepurchaseOfCapitalStock,annualSellingGeneralAndAdministration,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyAccountsPayable,trailingRepaymentOfDebt,annualOtherIncomeExpense,quarterlyBeginningCashPosition,annualCapitalExpenditure,annualDilutedEPS,trailingGrossProfit,quarterlyCapitalStock,annualRepaymentOfDebt,annualTotalNonCurrentAssets,quarterlyCashAndCashEquivalents,trailingCapitalExpenditure,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,trailingNetOtherFinancingCharges,annualBasicAverageShares,quarterlyDilutedEPS,trailingInterestExpense,quarterlyRepaymentOfDebt,annualInventory,quarterlyTaxProvision,trailingTaxProvision,annualCashFlowFromContinuingFinancingActivities,annualChangeInInventory,quarterlyNetPPE,quarterlyEbitda,quarterlyAccumulatedDepreciation,quarterlyStockBasedCompensation,trailingChangeInInventory,annualNetIncomeContinuousOperations,annualCostOfRevenue,annualTotalRevenue,trailingDepreciationAndAmortization,annualCapitalStock,trailingOtherNonCashItems,annualPurchaseOfBusiness,annualNetOtherFinancingCharges,annualStockBasedCompensation,annualCurrentDebt,annualFreeCashFlow,quarterlyRetainedEarnings,annualAccumulatedDepreciation,annualTotalLiabilitiesNetMinorityInterest,quarterlyRepurchaseOfCapitalStock,trailingOperatingExpense,annualDeferredIncomeTax,trailingSellingGeneralAndAdministration,annualGrossProfit,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyBasicAverageShares,annualOperatingExpense,annualChangeInWorkingCapital,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,quarterlyOperatingCashFlow,quarterlyOperatingIncome,quarterlyOtherCurrentLiabilities,quarterlyTotalRevenue,trailingNetIncomeContinuousOperations,trailingPurchaseOfBusiness,trailingFreeCashFlow,quarterlyCurrentLiabilities,trailingBeginningCashPosition,quarterlyGrossPPE,quarterlyPretaxIncome,trailingCostOfRevenue,quarterlyCurrentAssets,trailingCashDividendsPaid,quarterlyChangeInWorkingCapital,annualNonCurrentDeferredTaxesLiabilities,quarterlyPurchaseOfBusiness,trailingNetIncome,annualGoodwill,annualTotalAssets,quarterlyTotalAssets,annualRetainedEarnings,annualNetIncome,trailingPretaxIncome,quarterlyGoodwill,quarterlyLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyBasicEPS,annualPurchaseOfInvestment,quarterlyFreeCashFlow,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,annualPretaxIncome,quarterlyCostOfRevenue,quarterlyCurrentAccruedExpenses,annualCashDividendsPaid,quarterlyAccountsReceivable,quarterlyTotalNonCurrentAssets,quarterlyDepreciationAndAmortization,trailingChangeInWorkingCapital,annualInvestingCashFlow,quarterlyNetIncomeContinuousOperations,quarterlyInvestmentsAndAdvances,quarterlyNetIncome,trailingInvestingCashFlow,annualAccountsPayable,annualOtherNonCashItems,annualOtherCurrentAssets,quarterlySellingGeneralAndAdministration,annualDepreciationAndAmortization,trailingTotalRevenue,annualLongTermDebt,annualOperatingIncome,trailingStockBasedCompensation,trailingCommonStockIssuance,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualStockholdersEquity,annualEndCashPosition,trailingEndCashPosition,quarterlyDilutedAverageShares,trailingCashFlowFromContinuingFinancingActivities,annualTaxProvision,quarterlyInventory,quarterlyOtherIncomeExpense,annualCurrentLiabilities,annualCurrentAccruedExpenses,quarterlyPurchaseOfInvestment,annualBasicEPS,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCurrentDebt,trailingChangeInAccountPayable,quarterlyInterestExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,trailingOperatingCashFlow,quarterlyCashDividendsPaid,quarterlyNetOtherFinancingCharges,quarterlyOperatingExpense,quarterlyChangeInAccountPayable,quarterlyNetIncomeCommonStockholders,annualCommonStockIssuance,trailingOperatingIncome,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualSaleOfInvestment,annualCashCashEquivalentsAndMarketableSecurities,annualOtherIntangibleAssets,annualRepurchaseOfCapitalStock,annualNetPPE,annualGainsLossesNotAffectingRetainedEarnings,quarterlyTotalLiabilitiesNetMinorityInterest,annualEbitda,annualOperatingCashFlow,quarterlyOtherNonCurrentAssets,annualOtherNonCurrentAssets,annualCashAndCashEquivalents,annualCurrentAssets,annualNetOtherInvestingChanges,annualResearchAndDevelopment,trailingBasicAverageShares,annualCurrentDeferredRevenue,quarterlyNonCurrentDeferredRevenue,trailingDeferredIncomeTax,quarterlyOtherShortTermInvestments,trailingChangesInAccountReceivables,trailingDilutedEPS,annualChangesInAccountReceivables,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,quarterlyDeferredIncomeTax,quarterlyIncomeTaxPayable,annualOtherShortTermInvestments,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,trailingSaleOfInvestment,trailingOtherIncomeExpense,trailingPurchaseOfInvestment,quarterlyCurrentDeferredRevenue,quarterlyResearchAndDevelopment,quarterlyChangesInAccountReceivables,trailingDilutedAverageShares
1001808000,0.0,0.0,,,,,,,,,5130000.0,,,62285000.0,,,-2145000.0,74197000.0,,,2962000.0,,,,27000.0,,,14193000.0,,150158000.0,,,,0.208889,,,,7983000.0,,,,13709000.0,22720000.0,-4393000.0,,,,,,,,,,,,,,116430000.0,,,,,,,,-10413000.0,57523500.0,,,,591000.0,-1117000.0,42767000.0,21767000.0,0.0,236368000.0,,,,118361000.0,,18102000.0,20735000.0,,240181000.0,,27972000.0,,,,,,335887000.0,,,,,62591000.0,0.0,0.222222,,41650000.0,11231000.0,,,174083000.0,36664000.0,,87307000.0,95706000.0,,,,12752000.0,,12752000.0,,,,,39958000.0,,,,,,,67368000.0,,,,60516000.0,,,133031000.0,357000.0,,,,,4777000.0,14193000.0,7500000.0,,996000.0,,,,,0.0,40518000.0,,12752000.0,,,76220000.0,,14193000.0,-21324000.0,,,,,,,185729000.0,,,5777000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009756800,0.0,0.0,,93000.0,25853000.0,,0.0,,35444000.0,3431000.0,-46276000.0,5035000.0,60131250.0,33694000.0,,155989000.0,-1852000.0,95588000.0,,1370000.0,14193000.0,-6325000.0,0.591111,,27000.0,,98257000.0,3524000.0,,144572000.0,0.0,,57206250.0,,,,181462000.0,-1436000.0,,30267000.0,-34912000.0,15844000.0,-1489000.0,-10009000.0,,,35444000.0,633360000.0,856053000.0,,27000.0,,,0.0,,91000.0,20428000.0,112611000.0,-10009000.0,204018000.0,-2639000.0,,1380000.0,,222693000.0,15940000.0,,158168000.0,-17140000.0,,579000.0,-3188000.0,-18022000.0,-3136000.0,0.0,132041000.0,,,,113477000.0,,25853000.0,-5252000.0,,250333000.0,,-15330000.0,5541000.0,,,73582000.0,348590000.0,348590000.0,112611000.0,35444000.0,,73582000.0,85000000.0,0.0,,,-21210000.0,-10669000.0,60231000.0,58585000.0,98347000.0,17798000.0,,60231000.0,98257000.0,,,-56957000.0,-3816000.0,,-3816000.0,,95588000.0,,0.0,36324000.0,8107000.0,,85000000.0,64525000.0,,,90541000.0,144572000.0,3524000.0,,,,23141000.0,181462000.0,165000.0,113477000.0,17798000.0,,0.617778,5541000.0,3524000.0,91000.0,,1139000.0,90541000.0,,,,0.0,36830000.0,,-3816000.0,3125000.0,,,,3524000.0,-8587000.0,,3524000.0,,-16958000.0,15844000.0,-1852000.0,204018000.0,72632000.0,26753000.0,8831000.0,8831000.0,3524000.0,250333000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1017532800,0.0,0.0,,,,,,,,,-34021000.0,,,43502000.0,,,-1317000.0,153284000.0,,,3524000.0,,,,27000.0,,,7255000.0,,148020000.0,,,,0.031111,,,,1216000.0,,,,16141000.0,4331000.0,-10009000.0,,,,,,,,,,,,,,114513000.0,,,,,,,,24386000.0,56261250.0,,,,386000.0,-1271000.0,-19253000.0,4331000.0,0.0,171354000.0,,,,166254000.0,,26150000.0,3118000.0,,330837000.0,,-23219000.0,,,,,,427815000.0,,,,,108000000.0,0.0,0.035556,,-20524000.0,3731000.0,,,127852000.0,11879000.0,,99779000.0,96978000.0,,,,1902000.0,,1902000.0,,,,,39171000.0,,,,,,,113541000.0,,,,58808250.0,,,215077000.0,0.0,,,,,5541000.0,7255000.0,1091000.0,,1213000.0,,,,,0.0,39171000.0,,1902000.0,,,79732000.0,,7255000.0,-1299000.0,,,,,,,279795000.0,,,1105000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025395200,0.0,0.0,,,,,,,,,46668000.0,,,96695000.0,,,-1050000.0,120908000.0,,,7255000.0,,,,27000.0,,,11960000.0,,167036000.0,,,,0.484444,,,,18287000.0,,,,16395000.0,48375000.0,-10009000.0,,,,,,,,,,,,,,143115000.0,,,,,,,,-21704000.0,56124000.0,,,,221000.0,-1268000.0,27631000.0,48375000.0,0.0,364088000.0,,,,158809000.0,,26404000.0,46889000.0,,332343000.0,,-2543000.0,,,,,,428911000.0,,,,,97525000.0,0.0,0.511111,,26363000.0,4705000.0,,,267393000.0,37810000.0,,144594000.0,96568000.0,,,,28602000.0,,28602000.0,,,,,48320000.0,,,,,,,103066000.0,,,,59242500.0,,,168875000.0,0.0,,,,,5541000.0,11960000.0,91000.0,,1486000.0,,,,,0.0,48320000.0,,28602000.0,,,79176000.0,,11960000.0,-1258000.0,,,,,,,261875000.0,,,997000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033344000,0.0,0.0,,,,,,,,,49743000.0,,,75069000.0,,,-612000.0,69358000.0,,,11960000.0,,,,27000.0,,,11566000.0,,147254000.0,,,,0.253333,,,,9081000.0,,,,19124000.0,24447000.0,-10009000.0,,,,,,,,,,,,,,157319000.0,,,-34420000.0,,,,,11579000.0,53275500.0,,,,-26000.0,-906000.0,32667000.0,24447000.0,0.0,288799000.0,,,,102195000.0,,29133000.0,23285000.0,,270215000.0,,15599000.0,,,,,,402274000.0,,,,102606000.0,147091000.0,0.0,0.266667,,31761000.0,-394000.0,,,213730000.0,31860000.0,,113628000.0,132059000.0,,,,14204000.0,,14204000.0,,,,,50622000.0,,,,,,,152825000.0,,,,56256750.0,,,138536000.0,0.0,,,,,5734000.0,11566000.0,977000.0,,1162000.0,,,,,0.0,50622000.0,,14204000.0,,,9306000.0,,11566000.0,-45089000.0,,,,,,,255020000.0,,,1023000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1041292800,0.0,0.0,,1608000.0,41034000.0,,3542000.0,,41303000.0,3524000.0,-45755000.0,4977000.0,57431250.0,40266000.0,,182845000.0,-484000.0,93307000.0,,0.0,11566000.0,-6430000.0,0.72,,23000.0,,139020000.0,5132000.0,,141941000.0,0.0,,54519750.0,,,,183720000.0,-2177000.0,,-6219000.0,16635000.0,20921000.0,-4466000.0,-20113000.0,,,41303000.0,727714000.0,983246000.0,,23000.0,,,0.0,,885000.0,52729000.0,78847000.0,-20113000.0,260153000.0,-2635000.0,,5937000.0,,255532000.0,-20480000.0,,182845000.0,5306000.0,,530000.0,-2985000.0,18114000.0,-4466000.0,0.0,159005000.0,,,,118900000.0,,41034000.0,-5582000.0,,263074000.0,,15469000.0,12536000.0,,,,402094000.0,402094000.0,78847000.0,41303000.0,,,125175000.0,3542000.0,,,15129000.0,-6434000.0,70142000.0,67710000.0,118739000.0,24708000.0,,70142000.0,139020000.0,,,-51766000.0,-3405000.0,,-3405000.0,,93307000.0,,0.0,44732000.0,6842000.0,,125175000.0,72687000.0,,,141253000.0,141941000.0,5132000.0,,,,26407000.0,183720000.0,0.0,118900000.0,24708000.0,,0.755556,12536000.0,5132000.0,885000.0,,1116000.0,141253000.0,,,,0.0,44732000.0,,-3405000.0,1111000.0,,115707000.0,,5132000.0,-4120000.0,,5132000.0,115707000.0,-47505000.0,20921000.0,-484000.0,260153000.0,79529000.0,59159000.0,2392000.0,2392000.0,5132000.0,263074000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1049068800,0.0,0.0,,,,,,,,,-52820000.0,,,52523000.0,,,-264000.0,176411000.0,,,5132000.0,,,,23000.0,,,3086000.0,,141052000.0,,,,0.026667,,,,951000.0,,,,21720000.0,3520000.0,-20113000.0,,,,,,,,,,,,,,80335000.0,,,-3336000.0,,,,,33073000.0,53016750.0,,,,339000.0,-1974000.0,-33308000.0,3520000.0,0.0,196388000.0,,,,237463000.0,,41833000.0,2435000.0,,370350000.0,,-36569000.0,,,,,,510249000.0,,,,,115650000.0,3542000.0,0.026667,,-35282000.0,-2046000.0,,,143865000.0,14572000.0,,122629000.0,139899000.0,,,,1484000.0,,1484000.0,,,,,49003000.0,,,,,,,131734000.0,,,,55293750.0,,,236483000.0,0.0,,,,,12542000.0,3086000.0,46480000.0,,1085000.0,,,,,45595000.0,49003000.0,,1484000.0,,,116038000.0,,3086000.0,-2054000.0,,,,,,,369197000.0,,,2141000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056931200,0.0,0.0,,,,,,,,,41204000.0,,,120862000.0,,,206000.0,156695000.0,,,3086000.0,,,,23000.0,,,32185000.0,,176091000.0,,,,0.613333,,,,21712000.0,,,,23870000.0,57189000.0,-20113000.0,,,,,,,,,,,,,,110963000.0,,,0.0,,,,,-7525000.0,52962750.0,,,,291000.0,-2983000.0,42166000.0,57189000.0,0.0,431885000.0,,,,296186000.0,,43983000.0,55675000.0,,411873000.0,,4650000.0,,,,,,553916000.0,,,,,65529000.0,3542000.0,0.64,,39183000.0,29099000.0,,,311023000.0,48606000.0,,174974000.0,142043000.0,,,,33963000.0,,33963000.0,,,,,63673000.0,,,,,,,81639000.0,,,,55491750.0,,,197558000.0,0.0,,,,,12568000.0,32185000.0,90885000.0,,1514000.0,,,,,44405000.0,63673000.0,,33963000.0,,,115717000.0,,32185000.0,-6256000.0,,,,,,,377825000.0,,,2456000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064880000,0.0,0.0,,,,,,,,,57197000.0,,,92157000.0,,,250000.0,73620000.0,,,32185000.0,,,,35000.0,,,29714000.0,,196226000.0,,,,0.326667,,,,11761000.0,,,,24138000.0,31220000.0,-20113000.0,,,,,,,,,,,,,,129359000.0,,,0.0,,,,,-50053000.0,53074500.0,,,,1059000.0,-1123000.0,50657000.0,31220000.0,0.0,337611000.0,,,,183426000.0,,44251000.0,30157000.0,,295517000.0,,29010000.0,,,,,,437940000.0,,,,,43033000.0,2656000.0,0.346667,,49534000.0,-2471000.0,,,245454000.0,46651000.0,,117942000.0,142423000.0,,,,18396000.0,,18396000.0,,,,,60937000.0,,,,,,,58288000.0,,,,55930500.0,,,141688000.0,0.0,,,,,12599000.0,29714000.0,63155000.0,,1063000.0,,,,,-90000000.0,60937000.0,,18396000.0,,,115556000.0,,29714000.0,-3032000.0,,,,,,,241714000.0,,,2729000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072828800,0.0,0.0,,7680000.0,49958000.0,,4489000.0,,50848000.0,5132000.0,-43551000.0,4669000.0,55773000.0,49597000.0,,227112000.0,985000.0,118312000.0,,0.0,29714000.0,-8351000.0,0.913333,,35000.0,,153876000.0,12812000.0,,195241000.0,0.0,,53058000.0,,,,193905000.0,-1915000.0,,-42351000.0,2030000.0,24643000.0,-3902000.0,-25315000.0,,,50848000.0,840694000.0,1155832000.0,,35000.0,,,42418000.0,,82668000.0,69783000.0,126359000.0,-25315000.0,255031000.0,0.0,,7456000.0,,315138000.0,-17846000.0,,227112000.0,10001000.0,,2633000.0,-2271000.0,18619000.0,-3902000.0,0.0,189949000.0,,,,225977000.0,,49958000.0,-4909000.0,,296396000.0,,12910000.0,20958000.0,,,,450272000.0,450272000.0,126359000.0,50848000.0,,,3607000.0,4489000.0,,,16348000.0,-16902000.0,83824000.0,83357000.0,140352000.0,24997000.0,,83824000.0,153876000.0,,,-30123000.0,-2994000.0,,-2994000.0,,118312000.0,,0.0,53499000.0,8940000.0,,3607000.0,88026000.0,,,29054000.0,195241000.0,12812000.0,,,,32509000.0,193905000.0,0.0,225977000.0,24997000.0,,0.96,20958000.0,12812000.0,82668000.0,,1007000.0,29054000.0,,,,42418000.0,53499000.0,,-2994000.0,4322000.0,,126771000.0,,12812000.0,-18781000.0,,12812000.0,126771000.0,-3336000.0,24643000.0,985000.0,255031000.0,96966000.0,78134000.0,2462000.0,2462000.0,12812000.0,296396000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1080691200,0.0,0.0,,,,,,,,,-47922000.0,,,65032000.0,,,373000.0,166305000.0,,,12812000.0,,,,35000.0,,,2859000.0,,199676000.0,,,,0.073333,,,,2609000.0,,,,25536000.0,7672000.0,-25315000.0,,,,,,,,,,,,,,128572000.0,,,-1874000.0,,,,,61349000.0,53263500.0,,,,1806000.0,-2493000.0,-69858000.0,7672000.0,0.0,234648000.0,,,,325445000.0,,50851000.0,6689000.0,,400570000.0,,-75619000.0,,,,,,553960000.0,,,,,3472000.0,4466000.0,0.073333,,-72351000.0,-9953000.0,,,169616000.0,14897000.0,,147097000.0,153390000.0,,,,4080000.0,,4080000.0,,,,,57360000.0,,,,,,,28839000.0,,,,56389500.0,,,241903000.0,0.0,,,,,20901000.0,2859000.0,144243000.0,,983000.0,,,,,7580000.0,57360000.0,,4080000.0,,,126056000.0,,2859000.0,-2800000.0,,,,,,,354284000.0,,,1798000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088553600,0.0,0.0,,,,,,,,,21617000.0,,,145215000.0,,,146000.0,144029000.0,,,2859000.0,,,,35000.0,,,21124000.0,,225071000.0,,,,0.773333,,,,27872000.0,,,,25499000.0,72589000.0,-25315000.0,,,,,,,,,,,,,,152288000.0,,,-16351000.0,,,,,-8387000.0,53062500.0,,,,1907000.0,-1426000.0,28691000.0,72589000.0,0.0,504177000.0,,,,348285000.0,,50814000.0,71467000.0,,449830000.0,,-18046000.0,,,,,,602032000.0,,,,,3344000.0,4442000.0,0.82,,27265000.0,18265000.0,,,358962000.0,50276000.0,,146677000.0,152202000.0,,,,43595000.0,,43595000.0,,,,,72626000.0,,,,,,,28676000.0,,,,56377500.0,,,219711000.0,0.0,,,,,20890000.0,21124000.0,153980000.0,,1122000.0,,,,,50002000.0,72626000.0,,43595000.0,,,125077000.0,,21124000.0,-1467000.0,,,,,,,376961000.0,,,1626000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096502400,0.0,0.0,,,,,,,,,52612000.0,,,104183000.0,,,522000.0,76454000.0,,,21124000.0,,,,53000.0,,,30427000.0,,241683000.0,,,,0.39,,,,14071000.0,,,,25210000.0,36949000.0,-25315000.0,,,,,,,,,,,,,,168912000.0,,,-1860000.0,,,,,-62394000.0,52847000.0,,,,2560000.0,-1141000.0,72048000.0,36949000.0,0.0,362091000.0,,,,217305000.0,,50525000.0,36081000.0,,335490000.0,,47537000.0,,,,,,486455000.0,,,,,3043000.0,3534000.0,0.42,,70907000.0,9303000.0,,,257908000.0,45231000.0,,39250000.0,150965000.0,,,,22010000.0,,22010000.0,,,,,67234000.0,,,,,,,27467000.0,,,,56175000.0,,,167024000.0,0.0,,,,,20890000.0,30427000.0,95620000.0,,868000.0,,,,-3525000.0,-57582000.0,67234000.0,,22010000.0,,,124098000.0,,30427000.0,-1142000.0,,,,,,,244772000.0,,,1657000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104451200,-6961000.0,0.0,,8950000.0,42407000.0,,3140000.0,,66941000.0,12812000.0,-28988000.0,3855000.0,56139000.0,56404000.0,,257240000.0,1782000.0,113114000.0,,0.0,30427000.0,-6063000.0,1.19,,52000.0,,157331000.0,21762000.0,,220335000.0,0.0,,52838000.0,,,,195787000.0,-1754000.0,,-34938000.0,-2681000.0,18595000.0,-3616000.0,-23812000.0,,,66941000.0,940019000.0,1310853000.0,,52000.0,,,0.0,,43945000.0,49889000.0,141772000.0,-23812000.0,260531000.0,-20738000.0,,703000.0,,370834000.0,-25506000.0,,257240000.0,-21185000.0,,644000.0,-1003000.0,25071000.0,-3616000.0,0.0,209937000.0,,,,195346000.0,,42407000.0,-4498000.0,,323535000.0,,24943000.0,11625000.0,,,,480866000.0,480866000.0,141772000.0,66941000.0,,,50420000.0,3140000.0,,-6961000.0,24068000.0,-8665000.0,97589000.0,109739000.0,153533000.0,38287000.0,-10706000.0,97589000.0,157331000.0,,,-13668000.0,-2744000.0,,-2744000.0,,113114000.0,,0.0,60020000.0,10275000.0,,50420000.0,113594000.0,,,65185000.0,220335000.0,21762000.0,,,,42798000.0,195787000.0,0.0,195346000.0,38287000.0,,1.27,11625000.0,21762000.0,43945000.0,,882000.0,65185000.0,,,-3653000.0,0.0,60020000.0,,-2744000.0,6917000.0,,117304000.0,,21762000.0,-8259000.0,,21762000.0,117304000.0,-40823000.0,18595000.0,1782000.0,260531000.0,123869000.0,55952000.0,21432000.0,21432000.0,21762000.0,323535000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1112227200,0.0,0.0,,,,,,,,,-85750000.0,,,71951000.0,,,1834000.0,219290000.0,,,21762000.0,,,,52000.0,,,14565000.0,,224367000.0,,,,0.09,,,,3986000.0,,,,20087000.0,13530000.0,-23812000.0,,,,,,,,,,,,,,139880000.0,,,-3024000.0,,,,,46762000.0,52273000.0,,,,5917000.0,-2772000.0,-51139000.0,11301000.0,0.0,265161000.0,,,,301343000.0,,43899000.0,10221000.0,,466750000.0,,-59493000.0,,,,,,623364000.0,,,,,82914000.0,3116000.0,0.09,,-53911000.0,-7197000.0,,,193210000.0,23038000.0,,164507000.0,156614000.0,2229000.0,,,4753000.0,,4753000.0,,,,,60650000.0,,,,,,,97654000.0,,,,55494000.0,,,281267000.0,-1482000.0,,,,,11624000.0,14565000.0,59015000.0,,1080000.0,,,,-3672000.0,0.0,60650000.0,,4753000.0,,,116410000.0,,14565000.0,-2774000.0,,,,,,,398997000.0,,,20117000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120089600,-1121000.0,0.0,,,,,,,,,33220000.0,,,162681000.0,,,1499000.0,165872000.0,,,14565000.0,,,,52000.0,,,36652000.0,,273038000.0,,,,0.93,,,,31192000.0,,,,21761000.0,85036000.0,-23812000.0,,,,,,,,,,,,,,186791000.0,,,-48000.0,,,,,26954000.0,52491000.0,,,,2143000.0,-2803000.0,-501000.0,82795000.0,0.0,563978000.0,,,,325219000.0,,45573000.0,80890000.0,,524599000.0,,-52796000.0,,,,,,684773000.0,,,,,70191000.0,3202000.0,0.98,,-3304000.0,22087000.0,,,401297000.0,57997000.0,,231736000.0,160174000.0,2241000.0,,,51640000.0,,51640000.0,,,,,79886000.0,,,,,,,86516000.0,,,,55763000.0,,,247350000.0,1942000.0,,,,,13123000.0,36652000.0,101350000.0,,1905000.0,,,,-4729000.0,0.0,79886000.0,,51640000.0,,,115428000.0,,36652000.0,-3925000.0,,,,,,,411735000.0,,,22985000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128038400,-2468000.0,0.0,,,,,,,,,49883000.0,,,114605000.0,,,1582000.0,99920000.0,,,36652000.0,,,,52000.0,,,44644000.0,,296725000.0,,,,0.49,,,,15854000.0,,,,21413000.0,44844000.0,-23812000.0,,,,,,,,,,,,,,205786000.0,,,-3281000.0,,,,,-91454000.0,52699000.0,,,,4516000.0,-981000.0,102905000.0,42393000.0,0.0,423729000.0,,,,253588000.0,,45225000.0,41062000.0,,401235000.0,,74668000.0,,,,,,565831000.0,,,,,,2402000.0,0.51,,101924000.0,7992000.0,,,309124000.0,69148000.0,,152037000.0,164596000.0,2451000.0,,,27120000.0,,27120000.0,,,,,72212000.0,,,,,,,15518000.0,,,,55889000.0,,,197135000.0,1912000.0,,,,,13116000.0,44644000.0,84520000.0,,1331000.0,,,,-4751000.0,0.0,72212000.0,,27120000.0,,,111324000.0,,44644000.0,-3449000.0,,,,,,,269106000.0,,,31859000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135987200,50000.0,0.0,,5104000.0,53352000.0,,2134000.0,,83621000.0,21762000.0,-100932000.0,6434000.0,55634000.0,83211000.0,,292191000.0,1436000.0,174170000.0,,1467000.0,44644000.0,-8361000.0,1.5,,52000.0,,224243000.0,26866000.0,,272980000.0,0.0,,52445000.0,,,,330575000.0,637000.0,,69518000.0,-103579000.0,25598000.0,6645000.0,-27754000.0,,,83621000.0,1120211000.0,1552659000.0,,52000.0,,,-243000.0,,67007000.0,29724000.0,176362000.0,-27754000.0,463656000.0,-25738000.0,,-5096000.0,,432448000.0,87256000.0,,292191000.0,-47768000.0,,6746000.0,-1805000.0,-13180000.0,3768000.0,0.0,299791000.0,,,,317822000.0,,53352000.0,1650000.0,,512393000.0,,-10147000.0,14600000.0,,,,736636000.0,736636000.0,176362000.0,83621000.0,,,129100000.0,2134000.0,,-3539000.0,-14985000.0,-17778000.0,141785000.0,133823000.0,216580000.0,76645000.0,-17862000.0,141785000.0,224243000.0,2877000.0,,-101863000.0,108000.0,,108000.0,,174170000.0,,0.0,79443000.0,9798000.0,,129100000.0,140257000.0,,,145834000.0,272980000.0,26866000.0,,,,51669000.0,330575000.0,-905000.0,317822000.0,76645000.0,,1.59,14600000.0,26866000.0,67007000.0,,2118000.0,145834000.0,,,-4710000.0,-243000.0,79443000.0,,108000.0,19322000.0,,162384000.0,,26866000.0,-91715000.0,,26866000.0,162384000.0,-32091000.0,25598000.0,1436000.0,463656000.0,150055000.0,38085000.0,36261000.0,36261000.0,26866000.0,512393000.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1143763200,0.0,0.0,,,,,,,,,-76348000.0,,,98048000.0,,,2723000.0,267296000.0,,,26866000.0,,,,52000.0,,,5964000.0,,294005000.0,,,,0.12,,,,4699000.0,,,,27884000.0,18210000.0,-27754000.0,,,,,,,,,,,,,,157370000.0,,,-4071000.0,,,,,44257000.0,52593000.0,,,,3709000.0,-3408000.0,-60659000.0,15022000.0,0.0,348556000.0,,,,401498000.0,,55638000.0,12171000.0,,633015000.0,,-64325000.0,,,,,,865626000.0,,,,142177000.0,155163000.0,2174000.0,0.12,,-64067000.0,-20902000.0,,,250508000.0,51827000.0,,42988000.0,232611000.0,3188000.0,,,6422000.0,,6422000.0,,,,,83026000.0,,,,,,,170123000.0,,,,55443000.0,,,406310000.0,-1050000.0,,,,,12786000.0,5964000.0,82375000.0,,2851000.0,,,,-4750000.0,8218000.0,83026000.0,,6422000.0,,,18955000.0,,5964000.0,-4854000.0,,,,,,,571621000.0,,,43595000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
