,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyChangeInWorkingCapital,quarterlyGrossProfit,annualNetIncomeContinuousOperations,annualDilutedAverageShares,annualCashAndCashEquivalents,annualOperatingExpense,quarterlyTotalLiabilitiesNetMinorityInterest,trailingSellingGeneralAndAdministration,annualCurrentAccruedExpenses,annualCapitalExpenditure,trailingOperatingExpense,quarterlyGainsLossesNotAffectingRetainedEarnings,quarterlyOperatingIncome,quarterlyTotalRevenue,quarterlyIncomeTaxPayable,quarterlyGrossPPE,annualTaxProvision,annualInterestExpense,quarterlyChangeInInventory,annualDilutedEPS,quarterlySellingGeneralAndAdministration,trailingCostOfRevenue,annualChangesInAccountReceivables,annualTotalRevenue,quarterlyOtherNonCashItems,annualCurrentAssets,quarterlyStockBasedCompensation,quarterlyEbitda,annualNetIncomeCommonStockholders,annualOtherNonCurrentAssets,annualAccumulatedDepreciation,annualTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualCommonStockIssuance,annualOtherShortTermInvestments,annualNetOtherFinancingCharges,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyStockholdersEquity,quarterlyRetainedEarnings,quarterlyOtherShortTermInvestments,trailingNetIncomeCommonStockholders,annualChangeInWorkingCapital,quarterlyGoodwill,quarterlyCurrentLiabilities,annualRetainedEarnings,quarterlyPretaxIncome,annualTotalAssets,trailingNetIncome,quarterlyPurchaseOfBusiness,quarterlyNetOtherInvestingChanges,quarterlyCurrentAssets,annualTotalLiabilitiesNetMinorityInterest,quarterlyAccumulatedDepreciation,quarterlyRepaymentOfDebt,quarterlyDilutedEPS,annualBeginningCashPosition,quarterlyOtherNonCurrentLiabilities,quarterlyOtherCurrentAssets,annualNetIncome,annualLongTermDebt,annualCurrentDebt,annualCostOfRevenue,annualCurrentDeferredRevenue,annualOtherCurrentAssets,annualTotalNonCurrentAssets,annualBasicAverageShares,trailingTaxProvision,annualSellingGeneralAndAdministration,annualFreeCashFlow,quarterlyNetOtherFinancingCharges,annualStockholdersEquity,quarterlyOtherNonCurrentAssets,quarterlyInvestmentsAndAdvances,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyInterestExpense,quarterlyCurrentDebt,quarterlyCommonStockIssuance,quarterlyCapitalExpenditure,annualPurchaseOfBusiness,annualOtherNonCashItems,annualInvestingCashFlow,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyOperatingCashFlow,quarterlyNetPPE,annualNonCurrentDeferredTaxesLiabilities,annualChangeInInventory,annualDepreciationAndAmortization,annualCashFlowFromContinuingFinancingActivities,quarterlyChangeInCashSupplementalAsReported,quarterlyTaxProvision,quarterlyCurrentDeferredRevenue,annualOperatingCashFlow,quarterlyOtherIncomeExpense,annualCapitalStock,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyOtherCurrentLiabilities,annualAccountsReceivable,annualPurchaseOfInvestment,trailingGrossProfit,quarterlyLongTermDebt,quarterlyOperatingExpense,annualNetPPE,quarterlyAccountsReceivable,annualCurrentLiabilities,annualOtherIntangibleAssets,annualStockBasedCompensation,quarterlyInventory,annualGrossProfit,annualGoodwill,annualInventory,annualSaleOfInvestment,quarterlyBasicEPS,quarterlyBasicAverageShares,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,quarterlyBeginningCashPosition,annualBasicEPS,annualRepaymentOfDebt,annualOtherNonCurrentLiabilities,quarterlyDilutedAverageShares,annualEbitda,quarterlyCapitalStock,quarterlyFreeCashFlow,annualOtherIncomeExpense,annualGainsLossesNotAffectingRetainedEarnings,annualOtherCurrentLiabilities,annualOperatingIncome,annualNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,trailingPretaxIncome,annualCashCashEquivalentsAndMarketableSecurities,trailingInterestExpense,annualPretaxIncome,annualEndCashPosition,trailingTotalRevenue,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlySaleOfInvestment,annualAccountsPayable,trailingOtherIncomeExpense,quarterlyTotalNonCurrentAssets,annualGrossPPE,quarterlyPurchaseOfInvestment,quarterlyDepreciationAndAmortization,annualIncomeTaxPayable,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherIntangibleAssets,annualInvestmentsAndAdvances,trailingOperatingIncome,quarterlyChangesInAccountReceivables,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,trailingFreeCashFlow,trailingEndCashPosition,trailingCashDividendsPaid,trailingDilutedAverageShares,quarterlyRepurchaseOfCapitalStock,annualResearchAndDevelopment,trailingChangeInWorkingCapital,trailingCashFlowFromContinuingFinancingActivities,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,annualCashDividendsPaid,trailingBasicEPS,trailingCommonStockIssuance,quarterlyDeferredIncomeTax,trailingChangeInAccountPayable,trailingOperatingCashFlow,annualDeferredIncomeTax,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,trailingStockBasedCompensation,annualRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,trailingResearchAndDevelopment,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingSaleOfInvestment,trailingRepurchaseOfCapitalStock,quarterlyCashDividendsPaid,trailingChangesInAccountReceivables,trailingRepaymentOfDebt,trailingPurchaseOfInvestment,trailingOtherNonCashItems,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue
1483142400,,21531817000.0,7179835000.0,21926235000.0,9085523000.0,214874008.0,134698255000.0,76632705000.0,95066315000.0,,9049271000.0,-6351773000.0,,4151051000.0,-2588929000.0,37464976000.0,5698640000.0,20285430000.0,8904343000.0,64653000.0,-79516000.0,31.48,26404624000.0,,-756143000.0,140704308000.0,-25308000.0,174706541000.0,2205191000.0,4171505000.0,6762757000.0,290151000.0,-11256752000.0,8630374000.0,-30026520000.0,134698255000.0,126847875000.0,6952061000.0,-706981000.0,8630374000.0,160833628000.0,-12381577000.0,5782378000.0,,8163716000.0,3399680000.0,86435941000.0,-12381577000.0,2724159000.0,256089107000.0,,-9362393000.0,-10116000.0,174706541000.0,95066315000.0,-11256752000.0,0.0,,33652250000.0,146119000.0,3928749000.0,6762757000.0,,21925000000.0,44174833000.0,21025297000.0,3928749000.0,81382566000.0,194083995.0,,59047504000.0,22401453000.0,-3932000.0,160833628000.0,290151000.0,40122931000.0,22200613000.0,6709000.0,21925000000.0,0.0,-2878429000.0,-11486922000.0,-22593000.0,-34085940000.0,1448214000.0,1638522000.0,12406202000.0,9028678000.0,1160668000.0,407200000.0,5099580000.0,106628435000.0,4580295000.0,1085637000.0,21025297000.0,28753226000.0,5287780000.0,77855685000.0,1160668000.0,6241795000.0,28166787000.0,-22788183000.0,,,24515164000.0,9028678000.0,,86435941000.0,1851493000.0,9518577000.0,960689000.0,96529475000.0,3399680000.0,960689000.0,1444664000.0,,,9049271000.0,15538741000.0,129514949000.0,34.84,-510000000.0,146119000.0,,23154099000.0,77855685000.0,9527773000.0,-1929497000.0,4151051000.0,28166795000.0,19896770000.0,-27318000.0,101295721000.0,,141650316000.0,,17989866000.0,134698255000.0,,134698255000.0,140480633000.0,957717000.0,21531817000.0,,81382566000.0,20285430000.0,-18779382000.0,1440637000.0,5698640000.0,256089107000.0,1448214000.0,1851493000.0,48427529000.0,,-2602967000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,23322000000.0,-5412000000.0,26279000000.0,,,,,92686000000.0,,,,,5320000000.0,4025000000.0,38916000000.0,1059000000.0,,,,-428000000.0,,15886000000.0,,,,-19000000.0,,748000000.0,5048000000.0,,,,,-2055000000.0,127591000000.0,,,,11440000000.0,165178000000.0,-10936000000.0,4999000000.0,,,3400000000.0,81246000000.0,,3566000000.0,,,-1838000000.0,67000000.0,171715000000.0,,,0.0,6.07,,87000000.0,4685000000.0,,,,,,,,,,,,-38000000.0,,348000000.0,41966000000.0,-53000000.0,6000000.0,20868000000.0,,-2299000000.0,,,,1437000000.0,1635000000.0,-5031000000.0,13346000000.0,,,,,-7139000000.0,1931000000.0,21818000000.0,,-478000000.0,,1217000000.0,5718000000.0,,,,,22254000000.0,,,,,,1400000000.0,,,,,6.58,218411890.0,7872000000.0,12637000000.0,134698000000.0,,,,236984101.0,,79353000000.0,-7330000000.0,,,,,,,,,,,,,127591000000.0,132590000000.0,1036000000.0,,,86548000000.0,,-220000000.0,1476000000.0,,258263000000.0,1437000000.0,1604000000.0,,,-3748000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,22317000000.0,919000000.0,26684000000.0,,,,,93420000000.0,,,,,7227000000.0,14604000000.0,39780000000.0,2980000000.0,,,,-1128000000.0,,15622000000.0,,,,-34000000.0,,0.0,14944000000.0,,,,,-6755000000.0,125512000000.0,,,,11468000000.0,176329000000.0,-2100000000.0,5820000000.0,,,5360000000.0,81952000000.0,,13395000000.0,,,-4381000000.0,-2101000000.0,172377000000.0,,,0.0,37.24,,106000000.0,5005000000.0,,,,,,,,,,,,-2000000.0,,351000000.0,56435000000.0,-570000000.0,8000000.0,19955000000.0,,-3494000000.0,,,,8836000000.0,8921000000.0,5212000000.0,12810000000.0,,,,,-2113000000.0,4474000000.0,21999000000.0,,-1243000000.0,,1908000000.0,5584000000.0,,,,,12080000000.0,,,,,,2526000000.0,,,,,40.31,219210842.0,8098000000.0,13096000000.0,127591000000.0,,,,237236636.0,,79919000000.0,1718000000.0,,,,,,,,,,,,,125512000000.0,131332000000.0,4472000000.0,,,98235000000.0,,-1655000000.0,1541000000.0,,270612000000.0,8836000000.0,2101000000.0,,,554000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,23601000000.0,-480000000.0,28729000000.0,,,,,102171000000.0,,,,,5291000000.0,5850000000.0,42537000000.0,2839000000.0,,,,-378000000.0,,15562000000.0,,,,-65000000.0,,849000000.0,6111000000.0,,,,,-8149000000.0,123981000000.0,,,,12114000000.0,177277000000.0,-299000000.0,5059000000.0,,,9337000000.0,90057000000.0,,4237000000.0,,,-3716000000.0,-8000000.0,175709000000.0,,,0.0,7.59,,381000000.0,7237000000.0,,,,,,,,,,,,326000000.0,,430000000.0,57927000000.0,2889000000.0,4000000.0,22088000000.0,,-2620000000.0,,,,1801000000.0,1639000000.0,3895000000.0,13675000000.0,,,,,-1365000000.0,2598000000.0,24287000000.0,,-1678000000.0,,1784000000.0,6718000000.0,,,,,22879000000.0,,,,,,2915000000.0,,,,,8.19,219896199.0,9943000000.0,13808000000.0,125512000000.0,,,,237313710.0,,82372000000.0,1275000000.0,,,,,,,,,,,,,123981000000.0,129040000000.0,2583000000.0,,,107703000000.0,,-4640000000.0,1870000000.0,,283412000000.0,1801000000.0,4280000000.0,,,-4328000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514678400,,28810000000.0,4487000000.0,26014000000.0,8223000000.0,237552706.0,123606000000.0,87574000000.0,113462000000.0,,12087000000.0,-12622000000.0,,7440000000.0,-9845000000.0,45914000000.0,2365000000.0,30082000000.0,9922000000.0,26000000.0,-432000000.0,34.01,34269000000.0,,-13539000000.0,167147000000.0,-113000000.0,190649000000.0,1089000000.0,-783000000.0,8078000000.0,992000000.0,-14957000000.0,12045000000.0,-17271000000.0,123606000000.0,0.0,13258000000.0,57000000.0,12045000000.0,185075000000.0,-4294000000.0,12857000000.0,,-486000000.0,16767000000.0,101417000000.0,-4294000000.0,-3053000000.0,303439000000.0,,-12979000000.0,49000000.0,190649000000.0,113462000000.0,-14957000000.0,0.0,,134698000000.0,764000000.0,7438000000.0,8078000000.0,,22224000000.0,54495000000.0,27221000000.0,7438000000.0,112790000000.0,220945548.0,,67033000000.0,-1657000000.0,-229000000.0,185075000000.0,992000000.0,50493000000.0,9173000000.0,8000000.0,22224000000.0,0.0,-4209000000.0,-22914000000.0,-231000000.0,-34230000000.0,-3996000000.0,-3972000000.0,6889000000.0,15125000000.0,1573000000.0,-2366000000.0,7149000000.0,11439000000.0,-1209000000.0,919000000.0,27221000000.0,10965000000.0,6679000000.0,92369000000.0,1573000000.0,7719000000.0,42892000000.0,-9376000000.0,,,35859000000.0,15125000000.0,43375000000.0,101417000000.0,6486000000.0,2686000000.0,3455000000.0,112652000000.0,16767000000.0,3455000000.0,10531000000.0,,,12087000000.0,19900000000.0,123981000000.0,36.56,0.0,1250000000.0,,25320000000.0,92369000000.0,2680000000.0,-7164000000.0,7440000000.0,29943000000.0,25078000000.0,-1993000000.0,-11826000000.0,,136864000000.0,,18145000000.0,123606000000.0,,123606000000.0,136463000000.0,2440000000.0,28810000000.0,,112790000000.0,30082000000.0,-2861000000.0,2262000000.0,2365000000.0,303439000000.0,-3996000000.0,6486000000.0,56928000000.0,,-6017000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522454400,,27702000000.0,1383000000.0,33493000000.0,,,,,112770000000.0,,,,,3809000000.0,1246000000.0,48736000000.0,1263000000.0,,,,473000000.0,,23036000000.0,,,,-91000000.0,,933000000.0,2199000000.0,,,,,-18055000000.0,107266000000.0,,,,12283000000.0,181095000000.0,-5500000000.0,55494000000.0,,,16890000000.0,100487000000.0,,-138000000.0,,,-9431000000.0,-209000000.0,174764000000.0,,,-67000000.0,-5.82,,971000000.0,8213000000.0,,,,,,,,,,,,-1000000.0,,855000000.0,58253000000.0,204000000.0,8000000.0,22148000000.0,,-4668000000.0,,,,-1383000000.0,-1774000000.0,2485000000.0,18025000000.0,,,,,-15366000000.0,1636000000.0,24471000000.0,,-1475000000.0,,1799000000.0,11655000000.0,,,,,32247000000.0,,,,,,2874000000.0,,,,,-5.82,237623721.0,11089000000.0,15243000000.0,123606000000.0,,,,237623721.0,,92729000000.0,-2183000000.0,,,,,,,,,,,,,107266000000.0,162760000000.0,1179000000.0,,,123171000000.0,,-5548000000.0,2329000000.0,,297935000000.0,-1383000000.0,6179000000.0,,,3013000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530316800,,27998000000.0,-1452000000.0,35812000000.0,,,,,112646000000.0,,,,,2937000000.0,9075000000.0,50625000000.0,3164000000.0,,,,-443000000.0,,24960000000.0,,,,-71000000.0,,699000000.0,9417000000.0,,,,,-6648000000.0,101742000000.0,,,,11633000000.0,185848000000.0,-1202000000.0,53106000000.0,,,16758000000.0,101013000000.0,,6772000000.0,,,-4057000000.0,1950000000.0,169104000000.0,,,-26000000.0,17.88,,854000000.0,8949000000.0,,,,,,,,,,,,-609000000.0,,910000000.0,67255000000.0,85000000.0,25000000.0,,,-3859000000.0,,,,4295000000.0,3674000000.0,864000000.0,19145000000.0,,,,,-5699000000.0,3098000000.0,24544000000.0,,-2374000000.0,,1461000000.0,32545000000.0,,,,,26737000000.0,,,,,,3247000000.0,,,,,18.04,238006943.0,10759000000.0,14813000000.0,107266000000.0,,,,240182320.0,,95453000000.0,-2995000000.0,,,,,,,,,,,,,101742000000.0,154848000000.0,2665000000.0,,,132863000000.0,,-4101000000.0,2620000000.0,,301967000000.0,4295000000.0,6018000000.0,,,-200000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538265600,,32421000000.0,4631000000.0,36242000000.0,,,,,269238000000.0,,,,,4131000000.0,-3576000000.0,51850000000.0,3675000000.0,,,,-2749000000.0,,27315000000.0,,,,-1639000000.0,,473000000.0,-3664000000.0,,,,,-18734000000.0,260422000000.0,,,,154483000000.0,199866000000.0,-10161000000.0,56064000000.0,,,17008000000.0,114755000000.0,,-6860000000.0,,,-5048000000.0,-150000000.0,334146000000.0,,,-1000000.0,-37.7,,1169000000.0,9764000000.0,,,,,,,,,,,,25942000000.0,,898000000.0,73816000000.0,177252000000.0,293000000.0,23092000000.0,15000000.0,-5949000000.0,,,,-8980000000.0,-9593000000.0,-531000000.0,23166000000.0,,,,,157987000000.0,2733000000.0,25284000000.0,,-3094000000.0,,1291000000.0,13133000000.0,,,,141925000000.0,39818000000.0,,40303000000.0,,,,6063000000.0,,,,,-37.7,238198099.0,14824000000.0,15608000000.0,101742000000.0,,,,238198099.0,,95733000000.0,-6480000000.0,,,,,,,,,,,,,260422000000.0,316486000000.0,938000000.0,,,146657000000.0,,-8525000000.0,2903000000.0,,480803000000.0,-8980000000.0,6231000000.0,,,-2282000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546214400,,34985000000.0,13595000000.0,31365000000.0,-6168000000.0,238074806.0,256978000000.0,128424000000.0,278073000000.0,,18405000000.0,-20939000000.0,,-2013000000.0,-15429000000.0,55971000000.0,4855000000.0,45856000000.0,9522000000.0,519000000.0,1047000000.0,-15.62,54820000000.0,,2344000000.0,207182000000.0,-47000000.0,325514000000.0,423000000.0,7056000000.0,-3718000000.0,639000000.0,-21130000000.0,154847000000.0,-9447000000.0,256978000000.0,662000000.0,15915000000.0,25792000000.0,154847000000.0,198916000000.0,-5556000000.0,14469000000.0,,18157000000.0,17095000000.0,123226000000.0,-5556000000.0,3580000000.0,486587000000.0,,-2931000000.0,-248000000.0,325514000000.0,278073000000.0,-21130000000.0,11000000.0,,123606000000.0,1680000000.0,9751000000.0,-3718000000.0,142132000000.0,23000000000.0,62648000000.0,24637000000.0,9751000000.0,161073000000.0,238074806.0,,104247000000.0,-11817000000.0,460000000.0,198916000000.0,639000000.0,86923000000.0,860000000.0,193000000.0,23000000000.0,95000000.0,-6463000000.0,-21467000000.0,-1848000000.0,-52884000000.0,2350000000.0,1525000000.0,6304000000.0,24726000000.0,503000000.0,-1672000000.0,11135000000.0,178401000000.0,-2283000000.0,2055000000.0,24637000000.0,9122000000.0,19087000000.0,96064000000.0,503000000.0,14763000000.0,37644000000.0,-33399000000.0,,142132000000.0,46794000000.0,24726000000.0,38097000000.0,123226000000.0,5298000000.0,2528000000.0,4887000000.0,144534000000.0,17095000000.0,4887000000.0,16131000000.0,,,18405000000.0,24606000000.0,260422000000.0,-15.62,-83000000.0,1960000000.0,,15008000000.0,96064000000.0,-159000000.0,-12650000000.0,-2013000000.0,37763000000.0,16110000000.0,1343000000.0,134639000000.0,,272893000000.0,,3354000000.0,256978000000.0,,256978000000.0,271447000000.0,11349000000.0,34985000000.0,,161073000000.0,45856000000.0,-15225000000.0,3283000000.0,4855000000.0,486587000000.0,2350000000.0,5298000000.0,96208000000.0,,1813000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553990400,,38613000000.0,2498000000.0,37419000000.0,,,,,333632000000.0,,,,,-2835000000.0,-7892000000.0,55323000000.0,1769000000.0,73941000000.0,,,-366000000.0,,31651000000.0,,,,309000000.0,,1131000000.0,-5634000000.0,,,,,-15085000000.0,248838000000.0,,,,195929000000.0,188554000000.0,-15868000000.0,56166000000.0,,,17077000000.0,137703000000.0,,-11270000000.0,,,-743000000.0,33000000.0,330628000000.0,,,-1863000000.0,-43.23,,1706000000.0,12581000000.0,,,,,,,,,,,,9889000000.0,,789000000.0,85164000000.0,9128000000.0,452000000.0,24002000000.0,,-6217000000.0,,,,-10314000000.0,-10723000000.0,-2066000000.0,73941000000.0,,,,,-8023000000.0,-547000000.0,25206000000.0,,-3069000000.0,,644000000.0,55106000000.0,,,,142309000000.0,45311000000.0,,40962000000.0,,,,5265000000.0,,,,,-43.23,238602623.0,19418000000.0,17904000000.0,256978000000.0,,,,238602623.0,,96199000000.0,-8283000000.0,,,,,,,,,,,,,248838000000.0,305004000000.0,2106000000.0,,,210373000000.0,,-10587000000.0,5184000000.0,,541001000000.0,-10314000000.0,6014000000.0,,,-3317000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561852800,,42291000000.0,12094000000.0,36053000000.0,,,,,349079000000.0,,,,,-4891000000.0,-13924000000.0,55437000000.0,826000000.0,82173000000.0,,,912000000.0,,36654000000.0,,,,361000000.0,,169000000.0,-11344000000.0,,,,,-24036000000.0,226038000000.0,,,,203048000000.0,171708000000.0,-32128000000.0,56257000000.0,,,16976000000.0,146031000000.0,,-17220000000.0,,,-18387000000.0,240000000.0,303833000000.0,,,-2185000000.0,-68.19,,1044000000.0,10333000000.0,,,,,,,,,,,,3262000000.0,,878000000.0,100901000000.0,2289000000.0,490000000.0,24001000000.0,,-4040000000.0,,,,-16305000000.0,-17306000000.0,377000000.0,82173000000.0,,,,,-21370000000.0,86000000.0,25572000000.0,,-2935000000.0,,726000000.0,63562000000.0,,,,142488000000.0,49977000000.0,,39188000000.0,,,,3855000000.0,,,,,-68.19,239107126.0,17966000000.0,19384000000.0,248838000000.0,,,,239107126.0,,96448000000.0,-3663000000.0,,,,,,,,,,,,,226038000000.0,282295000000.0,1584000000.0,,,237785000000.0,,-3629000000.0,5386000000.0,,541618000000.0,-16305000000.0,8803000000.0,,,1920000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569801600,,39740000000.0,-4340000000.0,36205000000.0,,,,,347949000000.0,,,,,-4965000000.0,-5705000000.0,55942000000.0,1033000000.0,81713000000.0,,,-2504000000.0,,29093000000.0,,,,389000000.0,,1219000000.0,-1463000000.0,,,,,-13351000000.0,200279000000.0,,,,203793000000.0,164844000000.0,-39471000000.0,60302000000.0,,,16948000000.0,144156000000.0,,-7734000000.0,,,-3598000000.0,3000000.0,285241000000.0,,,-3508000000.0,-30.68,,1205000000.0,10536000000.0,,,,,,,,,,,,-1752000000.0,,924000000.0,106931000000.0,-5170000000.0,517000000.0,23001000000.0,2000000.0,-3794000000.0,,,,-7342000000.0,-8804000000.0,-7436000000.0,81713000000.0,,,,,-25957000000.0,1070000000.0,25020000000.0,,-1640000000.0,,1051000000.0,64060000000.0,,,,142670000000.0,41910000000.0,,40888000000.0,,,,6287000000.0,,,,,-30.68,239342183.0,16607000000.0,19737000000.0,226038000000.0,,,,239342183.0,,96535000000.0,-11230000000.0,,,,,,,,,,,,,200279000000.0,260581000000.0,5843000000.0,,,245201000000.0,,-11918000000.0,5754000000.0,,530442000000.0,-7342000000.0,8127000000.0,,,-1480000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577750400,-52000000000.0,43710000000.0,,40042000000.0,,,217345000000.0,,366689000000.0,130103000000.0,23462000000.0,,188716000000.0,-71000000.0,-11476000000.0,60783000000.0,3963000000.0,79361000000.0,,,,,32705000000.0,77766000000.0,,,,295641000000.0,,-8458000000.0,,872000000.0,,205030000000.0,,,,20117000000.0,,205030000000.0,158133000000.0,-53524000000.0,20117000000.0,-46888000000.0,,17651000000.0,161659000000.0,-53524000000.0,-15392000000.0,541352000000.0,-46888000000.0,,,295641000000.0,366689000000.0,,,,,1813000000.0,10518000000.0,,142851000000.0,,,25752000000.0,10518000000.0,245711000000.0,,384000000.0,,,,158133000000.0,872000000.0,115931000000.0,,521000000.0,,,,,,,-12927000000.0,-15167000000.0,,79361000000.0,1071000000.0,,,,,-225000000.0,25752000000.0,,-3507000000.0,96737000000.0,1071000000.0,50064000000.0,42680000000.0,,149719000000.0,142851000000.0,51518000000.0,79361000000.0,42680000000.0,161659000000.0,7801000000.0,,4740000000.0,,17651000000.0,4740000000.0,,,,23462000000.0,20741000000.0,,,,1813000000.0,,,96737000000.0,,,-71000000.0,50064000000.0,,,,-51616000000.0,237462000000.0,1980000000.0,,,227485000000.0,217345000000.0,237462000000.0,,43710000000.0,-11151000000.0,245711000000.0,79361000000.0,,,3963000000.0,541352000000.0,-12927000000.0,7801000000.0,115931000000.0,-38997000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
