date,annualCapitalExpenditure,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualDilutedAverageShares,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyOperatingIncome,quarterlyNetOtherInvestingChanges,quarterlyGrossPPE,trailingInterestExpense,annualNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualDilutedEPS,trailingNetIncomeCommonStockholders,trailingNetIncomeContinuousOperations,annualRepaymentOfDebt,annualInterestExpense,quarterlyDilutedEPS,annualBasicAverageShares,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualNetOtherFinancingCharges,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalRevenue,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyBasicAverageShares,annualOtherNonCashItems,annualCurrentDebt,annualBeginningCashPosition,annualCashDividendsPaid,annualNetIncome,annualFreeCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,quarterlyBasicEPS,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualLongTermDebt,annualStockholdersEquity,trailingPretaxIncome,trailingNetIncome,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualDepreciationAndAmortization,annualRetainedEarnings,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualStockBasedCompensation,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyCashDividendsPaid,annualOperatingIncome,annualAccountsPayable,annualOtherIntangibleAssets,quarterlyDilutedAverageShares,annualBasicEPS,annualCapitalStock,annualTotalRevenue,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualEndCashPosition,trailingTotalRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,trailingGrossProfit,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,annualOtherIncomeExpense,annualChangeInInventory,annualCurrentAssets,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyOtherCurrentAssets,annualGoodwill,trailingEndCashPosition,trailingCashDividendsPaid,trailingDilutedAverageShares,quarterlyCostOfRevenue,quarterlyRepurchaseOfCapitalStock,annualResearchAndDevelopment,annualCostOfRevenue,trailingChangeInWorkingCapital,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,trailingOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfBusiness,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,quarterlyEbitda,quarterlyTotalNonCurrentAssets,trailingBasicEPS,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,trailingCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingOperatingCashFlow,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlyCurrentLiabilities,trailingStockBasedCompensation,annualRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,annualOtherCurrentLiabilities,annualEbitda,trailingResearchAndDevelopment,trailingCapitalExpenditure,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingSaleOfInvestment,annualOtherNonCurrentAssets,quarterlyIncomeTaxPayable,annualCurrentLiabilities,trailingRepurchaseOfCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualInventory,quarterlyCurrentDeferredRevenue,trailingTaxProvision,trailingChangesInAccountReceivables,trailingCostOfRevenue,quarterlyInventory,trailingRepaymentOfDebt,annualNonCurrentDeferredTaxesLiabilities,trailingOperatingIncome,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualGrossProfit,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingOperatingExpense,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,annualOtherCurrentAssets,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue
1970-01-01 00:00:01.372550400,,,,,,,,,,,,,,,,,,,,,,,,,,8.596364,,,,,,,,,,,,,,,,,,,,3173171987.0,,,,,,,27473900000.0,,27473900000.0,,,,8.658182,,,,,,,,,,,,,,,,,,,,,,3195990905.0,,,,,,,,,,,,,,,,,,,,,,,,27473900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.380499200,,,,,,,,,,,,,,,,,,,,,,,,,,8.461818,,,,,,,,,,,,,,,,,,,,3174585548.0,,,,,,,2697420000000.0,,2697420000000.0,,,,8.498182,,,,,,,,,,,,,,,,,,,,,,3174585548.0,,,,,,,,,,,,,,,,,,,,,,,,2697420000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.388448000,,,,,,,,,,,,,,,,,,,,,,,,,,9.003636,,,,,,,,,,,,,,,,,,,,3174768891.0,,,,,,,28723000000.0,,28723000000.0,,,,9.047273,,,,,,,,,,,,,,,,,,,,,,3190155493.0,,,,,,,,,,,,,,,,,,,,,,,,28723000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.396224000,-8373656000.0,,,752682300000.0,-60962170000.0,59687900000.0,,6690850800000.0,335666100000.0,3191482815.0,,,41744784000.0,40566900000.0,,116030470000.0,,110413700000.0,41744784000.0,-11126306000.0,34.596364,,,,297106100000.0,8.534545,3174466022.0,,,0.0,40566900000.0,99879400000.0,720517100000.0,,-60962170000.0,11834200000.0,764298400000.0,16819600000.0,6690850800000.0,46095100000.0,140446300000.0,,116771200000.0,,,3175801187.0,27373870000.0,10324543000.0,493708570000.0,-27040480000.0,110413700000.0,59274262000.0,28732700000.0,-166675651000.0,27242600000.0,,,58486747000.0,8.578182,1835420700000.0,-160353177000.0,1835420700000.0,764298400000.0,,,7475256800000.0,41744784000.0,58486747000.0,8418401000.0,720517100000.0,55068300000.0,-76416948000.0,2676094400000.0,120371000.0,761818000.0,,,162866300000.0,41744784000.0,,3192038773.0,34.781818,11550400000.0,498532400000.0,67647918000.0,482582300000.0,752682300000.0,55068300000.0,11550400000.0,,482582264000.0,,78722880000.0,,116030470000.0,0.0,76083300000.0,,10324543000.0,482582300000.0,,,7475256800000.0,,27242600000.0,2676094400000.0,162866300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.404086400,,,,,,,,,,,,,,,,,,,,,,,,,,8.832727,,,,,,,,,,,,,,,,,,,,3177489800.0,,,,,,,28320100000.0,,28320100000.0,,,,8.912727,,,,,,,,,,,,,,,,,,,,,,3206269041.0,,,,,,,,,,,,,,,,,,,,,,,,28320100000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.412035200,,,,,,,,,,,,,,,,,,,,,,,,,,9.534545,,,,,,,,,,,,,,,,,,,,3180266038.0,,,,,,,30646200000.0,,30646200000.0,,,,9.636364,,,,,,,,,,,,,,,,,,,,,,3214227689.0,,,,,,,,,,,,,,,,,,,,,,,,30646200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.419984000,,,,,,,,,,,,,,,,,,,,,,,,,,50.636364,,,,,,,,,,,,,,,,,,,,3185337826.0,,,,,,,32653200000.0,,32653200000.0,,,,51.272727,,,,,,,,,,,,,,,,,,,,,,3185337826.0,,,,,,,,,,,,,,,,,,,,,,,,32653200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.427760000,-12446322000.0,,,835374400000.0,-65623846000.0,65683200000.0,,7388688200000.0,395590500000.0,3216704155.0,,,43756791000.0,46293600000.0,,124335935000.0,,122468700000.0,,-6210567000.0,38.072727,,,-271340761000.0,323181500000.0,9.581818,3181756495.0,,,0.0,46293600000.0,120444200000.0,835374445000.0,,-65623846000.0,13768900000.0,847045400000.0,17222600000.0,7388688200000.0,53967300000.0,166737800000.0,,129423000000.0,,,3189296992.0,41234533000.0,14671235000.0,482582264000.0,-30840867000.0,122468700000.0,-135177739000.0,32524700000.0,-129317037000.0,30849200000.0,,,71772042000.0,9.672727,2112520000000.0,-117238214000.0,2112520000000.0,847045400000.0,,,8260791700000.0,,71772042000.0,9102686000.0,835374445000.0,58712100000.0,-296541969000.0,3027616300000.0,94432000.0,3477284000.0,,,183390300000.0,43756791000.0,,3219555977.0,38.490909,11596600000.0,578980800000.0,-122731417000.0,476371700000.0,835374400000.0,58712100000.0,11596600000.0,,476371697000.0,,248271994000.0,,124335935000.0,0.0,82404800000.0,,14671235000.0,476371700000.0,,,8260791700000.0,,30849200000.0,3027616300000.0,183390300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.435622400,,,,,,,,,,,,,,,,,,,,,,,,,,10.036364,,,,,,,,,,,,,,,,,,,,3191747756.0,,,,,,,32323700000.0,,32323700000.0,,,,10.127273,,,,,,,,,,,,,,,,,,,,,,3220658514.0,,,,,,,,,,,,,,,,,,,,,,,,32323700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.443571200,,,,,,,,,,,,,,,,,,,,,,,,,,10.618182,,,,,,,,,,,,,,,,,,,,3192175722.0,,,,,,,34185300000.0,,34185300000.0,,,,10.709091,,,,,,,,,,,,,,,,,,,,,,3219505993.0,,,,,,,,,,,,,,,,,,,,,,,,34185300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.451520000,,,,,,,,,,,,,,,,,,,,,,,,,,9.709091,,,,,,,,,,,,,,,,,,,,3197937616.0,,,,,,,31223500000.0,,31223500000.0,,,,9.763636,,,,,,,,,,,,,,,,,,,,,,3215903558.0,,,,,,,,,,,,,,,,,,,,,,,,31223500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.459382400,-8483857000.0,,,929408451000.0,-70382390000.0,342144547000.0,,8212898403000.0,494949700000.0,3215955198.0,,,35086739000.0,38850600000.0,,157517037000.0,,101799585000.0,,173988005000.0,31.654545,,,-319709230000.0,339964746000.0,1.254545,3193940673.0,,,0.0,2850600000.0,156182300000.0,198210764000.0,,-70382390000.0,-3141000000.0,941107126000.0,18449500000.0,8212898403000.0,33775200000.0,195032900000.0,,109268916000.0,,,3195578571.0,120068956000.0,8701661000.0,476371697000.0,-34524887000.0,101799585000.0,227969377000.0,4067100000.0,-118192604000.0,4067100000.0,,,77457994000.0,1.272727,2192208751000.0,,2192208751000.0,941107126000.0,,,9187561977000.0,,77457994000.0,9567289000.0,198210764000.0,87134647000.0,70991192000.0,2860440872000.0,142309000.0,2824200000.0,,,179044100000.0,35086739000.0,,3241891304.0,31.872727,11631656000.0,673729379000.0,236453234000.0,944563963000.0,929408451000.0,87134647000.0,11631656000.0,,650359702000.0,,58139144000.0,,157517037000.0,0.0,87134900000.0,,8701661000.0,944563963000.0,,,9187561977000.0,,4067100000.0,2860440872000.0,109268916000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.467244800,,,,,,,,,,,,,,,,,,,,,,,,,,7.836364,,,,,,,,,,,,,,,,,,,,3195652425.0,,,,,,,25158500000.0,,25158500000.0,,,,7.872727,,,,,,,,,,,,,,,,,,,,,,3210481439.0,,,,,,,,,,,,,,,,,,,,,,,,25158500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.475193600,,,,,,,,,,,,,,,,,,,,,,,,,,9.272727,,,,,,,,,,,,,,,,,,,,3200043945.0,,,,,,,29789500000.0,,29789500000.0,,,,9.309091,,,,,,,,,,,,,,,,,,,,,,3212593137.0,,,,,,,,,,,,,,,,,,,,,,,,29789500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.483142400,,,,,,,,,,,,,,,,,,,,,,,,,,8.109091,,,,,,,,,,,,,,,,,,,,3198121381.0,,,,,,,26108300000.0,,26108300000.0,,,,8.163636,,,,,,,,,,,,,,,,,,,,,,3219633408.0,,,,,,,,,,,,,,,,,,,,,,,,26108300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.490918400,-13167144000.0,,,1034606322000.0,-75457865000.0,403235090000.0,,8765453557000.0,647524500000.0,3214921974.0,,,35011965000.0,28013300000.0,,168837483000.0,,101883845000.0,,154548984000.0,31.690909,,,-508077502000.0,348358328000.0,6.472727,3200233581.0,,,,28013300000.0,176725500000.0,215045471000.0,,-75457865000.0,4032900000.0,1046319955000.0,20020500000.0,8765453557000.0,24690200000.0,204738800000.0,,113403295000.0,,,3199755587.0,156460686000.0,12071154000.0,650359702000.0,-34230910000.0,101883845000.0,513188191000.0,32346995000.0,-16057387000.0,20827545000.0,,,72634680000.0,6.509091,1867886459000.0,-3046583000.0,1867886459000.0,1046319955000.0,,,9860426640000.0,,72634680000.0,10444420000.0,215045471000.0,93379618000.0,349139787000.0,3045017431000.0,180903000.0,1772579000.0,,,138093500000.0,35011965000.0,,3217731742.0,31.836364,11651071000.0,785632209000.0,526355335000.0,1059861606000.0,1034606322000.0,93379618000.0,11651071000.0,,804908686000.0,,-354695359000.0,,168837483000.0,,81294100000.0,,12071154000.0,1059861606000.0,,,9860426640000.0,,20827545000.0,3045017431000.0,113403295000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.498780800,,,,,,,,,,,,,,,,,,,,,,,,,,8.04,,,,,,,,,,,,,,,,,,,,3207795567.0,,,,,,,26047300000.0,,26047300000.0,,,,8.12,,,,,,,,,,,,,,,,,,,,,,3239713930.0,,,,,,,,,,,,,,,,,,,,,,,,26047300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.506729600,,,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,3206470588.0,,,,,,,20713800000.0,,20713800000.0,,,,6.46,,,,,,,,,,,,,,,,,,,,,,3236531250.0,,,,,,,,,,,,,,,,,,,,,,,,20713800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.522454400,-10421438000.0,,,1093383200000.0,-82624854000.0,475400442000.0,,11242810400000.0,737285900000.0,3243141295.0,,,,,,,,77121865000.0,,85082647000.0,23.78,,,-404339556000.0,342620468000.0,3.52,3208065724.0,,,,16170100000.0,233133400000.0,,,,1460900000.0,1106241300000.0,21156300000.0,10076431571000.0,18789200000.0,249303500000.0,,90995447000.0,,,3207668539.0,160240365000.0,12901469000.0,804908686000.0,-17161116000.0,77121865000.0,183407885000.0,14709200000.0,-505734537000.0,11419300000.0,,,89296089000.0,3.56,2294018300000.0,,2278802853000.0,1106296971000.0,,,11242810402000.0,,,10390761000.0,,94650100000.0,-6964034000.0,3722076800000.0,131128000.0,3939495000.0,,,,35896541000.0,,3244119318.0,24.04,12858100000.0,847041520000.0,193829323000.0,889991300000.0,1093383172000.0,94650053000.0,12858100000.0,,889991333000.0,,396759749000.0,,177274907000.0,,88297200000.0,,,1177266523000.0,,,11242810400000.0,,11419300000.0,3722076772000.0,90995447000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.530316800,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,5692300000.0,,,,,2431700000.0,,21429900000.0,,,198920300000.0,,,,,2465000000.0,,,,,,,3260600000.0,,49300000.0,,,,0.02,,,,,,,,,,,,,,,,,,,,,,2465000000.0,,,,,,,,,,,,,,,,92820900000.0,,,,,,,,49300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.538265600,,,,1040803100000.0,,,,7689669300000.0,,,,,,,,,,,,,,,,,,3.7,,,,,,,,,,,1053730400000.0,,,,,,,,,3220909091.0,,,,,,,12046200000.0,,12046200000.0,,,,3.74,1746857800000.0,,,,,,,,,,,78419500000.0,,1875003100000.0,,,,,,,,3255729730.0,,,,,576117500000.0,,,12872400000.0,,,,,,,,,,,,,,8743399700000.0,,12046200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.546214400,,,,,,,,,,,,,,,,,,,,,,,,,,5.74,,,,,28794000000.0,,,,,6439100000.0,,24103000000.0,,,232868100000.0,,,,,3220498282.0,,,,,,,22354900000.0,,18743300000.0,,,,5.82,,,,,,,,,,,,,,,,,,,,,,3265383275.0,,,,,,,,,,,,,,,,101465000000.0,,,,,,,,18743300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.553990400,-11481488000.0,,,1129592715000.0,-84714563000.0,557408234000.0,,11179599481000.0,847207000000.0,3257457887.0,,,36648114000.0,,,181318790000.0,,42542387000.0,,-16082380000.0,13.06,,,-304162713000.0,391775414000.0,3.58,3218033283.0,,,,16806900000.0,247515100000.0,,,-84714563000.0,1532200000.0,1142534068000.0,25206100000.0,11179599481000.0,17191000000.0,264322000000.0,,56891606000.0,,,3215274725.0,201026652000.0,19095340000.0,889991333000.0,-11688270000.0,42542387000.0,475229039000.0,15274700000.0,-301472151000.0,11703600000.0,,,98043710000.0,3.64,2073639443000.0,,2073639443000.0,1142534068000.0,,,12387938907000.0,,98043710000.0,10453730000.0,,96604227000.0,298899774000.0,3982007553000.0,79426000.0,3486300000.0,,,,36648114000.0,,3269162011.0,13.22,12894598000.0,921311591000.0,486710527000.0,1183676451000.0,1129592715000.0,96604227000.0,12894598000.0,,873908953000.0,,-199974343000.0,,181318790000.0,,103520500000.0,,19095340000.0,1183676451000.0,,,12387938907000.0,,11703600000.0,3982007553000.0,56891606000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.561852800,,,,1154569900000.0,,,,11269767100000.0,,,,,,,,,,,,,,,,,,7.66,,,,,42083500000.0,,,,,12949000000.0,1167522300000.0,26683000000.0,,,228602700000.0,,,,,3222679487.0,,,,,,,29134500000.0,,25136900000.0,,,,7.8,2082148300000.0,,,,,,,,,,,96351800000.0,,4233889500000.0,,,,,,,,3281579634.0,,,,,731538200000.0,,,12907300000.0,,,,,,,,110086200000.0,,,,,,12504715900000.0,,25136900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.569801600,,,,1159803800000.0,,,,11640647100000.0,,,,,,,,,,,,,,,,,,3.44,,,,,56375100000.0,,,,,40529900000.0,1172765900000.0,28726800000.0,,,260900900000.0,,,,,3232000000.0,,,,,,,15845200000.0,,11312000000.0,,,,3.5,2045415900000.0,,,,,,,,,,,97080900000.0,,4281135300000.0,,,,,,,,3288372093.0,,,,,799023800000.0,,,12921500000.0,,,,,,,,113346900000.0,,,,,,12881897200000.0,,11312000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.577750400,,,,1209375300000.0,,,,11756165000000.0,,,,,,,,,,,,,,,,,,14.18,,,,,67652800000.0,,,,,16510000000.0,1222352500000.0,27173600000.0,,,270738300000.0,,,,,3234141274.0,,,,,,,51142800000.0,,46701000000.0,,,,14.44,1893028300000.0,,,,,,,,,,,100799000000.0,,4352627000000.0,,,,,,,,3293441467.0,,,,,793956500000.0,,,12940800000.0,,,,,,,,112971200000.0,,,,,,13049106900000.0,,46701000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
