date,annualCapitalExpenditure,quarterlySaleOfInvestment,annualDeferredIncomeTax,quarterlyGainsLossesNotAffectingRetainedEarnings,annualAccumulatedDepreciation,annualSellingGeneralAndAdministration,trailingSellingGeneralAndAdministration,quarterlyTotalLiabilitiesNetMinorityInterest,annualOperatingExpense,annualDilutedAverageShares,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,quarterlyAccountsPayable,quarterlyOperatingIncome,quarterlyNetOtherInvestingChanges,quarterlyGrossPPE,trailingInterestExpense,annualNetIncomeCommonStockholders,annualCurrentAccruedExpenses,annualChangeInCashSupplementalAsReported,annualDilutedEPS,trailingNetIncomeCommonStockholders,trailingNetIncomeContinuousOperations,annualRepaymentOfDebt,annualInterestExpense,quarterlyDilutedEPS,annualBasicAverageShares,quarterlyInvestingCashFlow,quarterlyEndCashPosition,annualNetOtherFinancingCharges,quarterlyPretaxIncome,quarterlyOperatingExpense,quarterlyRetainedEarnings,quarterlyOtherNonCashItems,quarterlyAccumulatedDepreciation,quarterlyTaxProvision,quarterlyStockholdersEquity,quarterlySellingGeneralAndAdministration,annualTotalLiabilitiesNetMinorityInterest,annualTaxProvision,quarterlyTotalRevenue,quarterlyCapitalExpenditure,annualNetIncomeContinuousOperations,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyBasicAverageShares,annualOtherNonCashItems,annualCurrentDebt,annualBeginningCashPosition,annualCashDividendsPaid,annualNetIncome,annualFreeCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,quarterlyChangeInCashSupplementalAsReported,annualAccountsReceivable,quarterlyBasicEPS,quarterlyLongTermDebt,annualPurchaseOfInvestment,annualLongTermDebt,annualStockholdersEquity,trailingPretaxIncome,trailingNetIncome,annualTotalAssets,quarterlyCurrentAccruedExpenses,quarterlyAccountsReceivable,annualDepreciationAndAmortization,annualRetainedEarnings,quarterlyNetPPE,annualChangeInWorkingCapital,quarterlyInvestmentsAndAdvances,annualStockBasedCompensation,annualCommonStockIssuance,annualSaleOfInvestment,quarterlyCashDividendsPaid,annualOperatingIncome,annualAccountsPayable,annualOtherIntangibleAssets,quarterlyDilutedAverageShares,annualBasicEPS,annualCapitalStock,annualTotalRevenue,annualOperatingCashFlow,quarterlyCashAndCashEquivalents,annualGainsLossesNotAffectingRetainedEarnings,annualNetPPE,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualEndCashPosition,trailingTotalRevenue,annualCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfInvestment,annualGrossPPE,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyFreeCashFlow,quarterlyCurrentDebt,annualCashAndCashEquivalents,quarterlyNetOtherFinancingCharges,quarterlyOtherIntangibleAssets,quarterlyTotalAssets,quarterlyDepreciationAndAmortization,quarterlyNetIncomeCommonStockholders,annualInvestmentsAndAdvances,annualPretaxIncome,trailingGrossProfit,quarterlyChangeInAccountPayable,annualNonCurrentDeferredRevenue,annualChangeInAccountPayable,annualOtherIncomeExpense,annualChangeInInventory,annualCurrentAssets,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyOtherCurrentAssets,annualGoodwill,trailingEndCashPosition,trailingCashDividendsPaid,trailingDilutedAverageShares,quarterlyCostOfRevenue,quarterlyRepurchaseOfCapitalStock,annualResearchAndDevelopment,annualCostOfRevenue,trailingChangeInWorkingCapital,quarterlyStockBasedCompensation,annualTotalNonCurrentAssets,trailingOtherIncomeExpense,trailingCashFlowFromContinuingFinancingActivities,quarterlyPurchaseOfBusiness,trailingNetOtherFinancingCharges,trailingInvestingCashFlow,quarterlyEbitda,quarterlyTotalNonCurrentAssets,trailingBasicEPS,quarterlyOtherIncomeExpense,quarterlyOtherNonCurrentAssets,quarterlyOtherNonCurrentLiabilities,quarterlyRepaymentOfDebt,trailingCommonStockIssuance,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualIncomeTaxPayable,trailingChangeInAccountPayable,trailingOperatingCashFlow,trailingDepreciationAndAmortization,trailingDeferredIncomeTax,quarterlyGoodwill,quarterlyChangeInInventory,annualOtherNonCurrentLiabilities,quarterlyCurrentLiabilities,trailingStockBasedCompensation,annualRepurchaseOfCapitalStock,quarterlyResearchAndDevelopment,trailingNetOtherInvestingChanges,trailingBasicAverageShares,trailingChangeInInventory,quarterlyChangesInAccountReceivables,annualOtherCurrentLiabilities,annualEbitda,trailingResearchAndDevelopment,trailingCapitalExpenditure,annualCashCashEquivalentsAndMarketableSecurities,annualOtherShortTermInvestments,trailingChangeInCashSupplementalAsReported,quarterlyCommonStockIssuance,quarterlyNonCurrentDeferredTaxesLiabilities,annualChangesInAccountReceivables,quarterlyOtherCurrentLiabilities,trailingSaleOfInvestment,annualOtherNonCurrentAssets,quarterlyIncomeTaxPayable,annualCurrentLiabilities,trailingRepurchaseOfCapitalStock,quarterlyCashCashEquivalentsAndMarketableSecurities,annualInventory,quarterlyCurrentDeferredRevenue,trailingTaxProvision,trailingChangesInAccountReceivables,trailingCostOfRevenue,quarterlyInventory,trailingRepaymentOfDebt,annualNonCurrentDeferredTaxesLiabilities,trailingOperatingIncome,trailingPurchaseOfInvestment,trailingOtherNonCashItems,annualCurrentDeferredRevenue,annualGrossProfit,trailingPurchaseOfBusiness,trailingDilutedEPS,trailingOperatingExpense,quarterlyOtherShortTermInvestments,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyGrossProfit,annualOtherCurrentAssets,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue
1970-01-01 00:00:01.001808000,,,,,,,,,,,,,,,,,,,,,,,,,,2.868532,,,,,,,,,,,,,,,,,,,,431750000.0,,,,,,,525579010.0,,525579010.0,,,,2.868532,,,,,,,,,,,,,,,,,,,,,,431750000.0,,,,,,,,,,,,,,,,,,,,,,,,525579010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.009756800,,,,,,,,,,,,,,,,,,,,,,,,,,0.831544,,,,,,,,,,,,,,,,,,,,579557429.0,,,,,,,481927700.0,,481927700.0,,,,0.831544,,,,,,,,,,,,,,,,,,,,,,579557429.0,,,,,,,,,,,,,,,,,,,,,,,,481927700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.017532800,-1559264320.0,,-243635050.0,974540200.0,,1607991330.0,,386259008270.0,,599734043.0,,,,,,,,1997807410.0,,43025949830.0,3.331156,,,-1023267210.0,15105373100.0,,599734043.0,,,0.0,,,4044341830.0,,,,18126447720.0,,386259008270.0,925813190.0,,,1997807410.0,,,,1754172360.0,22804240680.0,44828849200.0,-974540200.0,1997807410.0,-7698867580.0,503831540.0,-133219645340.0,503831540.0,,,,,5749787180.0,-158411509510.0,5749787180.0,18126447720.0,,,404385455990.0,,,1656718340.0,4044341830.0,4823973990.0,-10476307150.0,205920344260.0,,,15933732270.0,,2972347610.0,,2387623490.0,,3.331156,2192715450.0,10914850240.0,-6139603260.0,89267882320.0,974540200.0,4823973990.0,2192715450.0,,87854799030.0,,182385198430.0,,,10817396220.0,,,22804240680.0,89267882320.0,,2387623490.0,404385455990.0,,503831540.0,205920344260.0,2923620600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.025395200,,,,,,,,,,,,,,,,,,,,,,,,,,-1.330909,,,,,,,,,,,,,,,,,,,,1540000000.0,,,,,,,-2049600420.0,,-2049600420.0,,,,-1.330909,,,,,,,,,,,,,,,,,,,,,,1540000000.0,,,,,,,,,,,,,,,,,,,,,,,,-2049600420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.033344000,,,,,,,,,,,,,,,,,,,,,,,,,,-1.317523,,,,,,,,,,,,,,,,,,,,1540000000.0,,,,,,,-2028985560.0,,-2028985560.0,,,,-1.317523,,,,,,,,,,,,,,,,,,,,,,1540000000.0,,,,,,,,,,,,,,,,,,,,,,,,-2028985560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.041292800,,,,,,,,,,,,,,,,,,,,,,,,,,-1.308044,,,,,,,,,,,,,,,,,,,,1540000000.0,,,,,,,-2014388460.0,,-2014388460.0,,,,-1.308044,,,,,,,,,,,,,,,,,,,,,,1540000000.0,,,,,,,,,,,,,,,,,,,,,,,,-2014388460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.049068800,-6919432020.0,,-4312796670.0,2985782310.0,,5355450810.0,,1083459831570.0,,1540000000.0,,,,,,,,-7962086160.0,,30900477240.0,-5.170186,,,-124549776360.0,82938397500.0,,1540000000.0,,,0.0,,,18199054080.0,,,,91943137800.0,,1083459831570.0,-3033175680.0,,,-7962086160.0,,,,23364931410.0,41943132450.0,41327018640.0,,-7962086160.0,-1848341430.0,-1918920780.0,-1137440880.0,-1918920780.0,,,,,399478715730.0,-717819982020.0,399478715730.0,91943137800.0,,,1176398230140.0,,,8199053010.0,18199054080.0,21137443020.0,-10473934770.0,319241740320.0,,,682701494850.0,,-10995261840.0,,9857820960.0,,-5.170186,6113744730.0,28009481670.0,5071090590.0,74834131230.0,2985782310.0,21137443020.0,6113744730.0,,72227495880.0,,26966827530.0,,,40900478310.0,,,41943132450.0,74834131230.0,,9857820960.0,1176398230140.0,,-1918920780.0,319241740320.0,-10995261840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.056931200,,,,,,,,,,,,,,,,,,,,,,,,,,0.845666,,,,,,,,,,,,,,,,,,,,1650000000.0,,,,,,,1395348900.0,,1395348900.0,,,,0.845666,,,,,,,,,,,,,,,,,,,,,,1650000000.0,,,,,,,,,,,,,,,,,,,,,,,,1395348900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.064880000,,,,,,,,,,,,,,,,,,,,,,,,,,0.83212,,,,,,,,,,,,,,,,,,,,1650000000.0,,,,,,,1372997700.0,,1372997700.0,,,,0.83212,,,,,,,,,,,,,,,,,,,,,,1650000000.0,,,,,,,,,,,,,,,,,,,,,,,,1372997700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.072828800,,,,,,,,,,,,,,,,,,,,,,,,,,0.83022,,,,,,,,,,,,,,,,,,,,1650000000.0,,,,,,,1369863000.0,,1369863000.0,,,,0.83022,,,,,,,,,,,,,,,,,,,,,,1650000000.0,,,,,,,,,,,,,,,,,,,,,,,,1369863000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.080691200,-5726681400.0,,-2039045650.0,4728850550.0,,9978308500.0,,1313058630700.0,,1650000000.0,,,,,,,,5206074000.0,,26550977400.0,3.155196,,,-142863347350.0,72364428600.0,,1650000000.0,,,0.0,,,18264642950.0,,,,94490243100.0,,1313058630700.0,1648590100.0,,,5206074000.0,,,,16572668900.0,57353581900.0,72407812550.0,-5162690050.0,5206074000.0,-22255966350.0,1096485000.0,-133015190700.0,1096485000.0,,,,,373318889750.0,-274013028200.0,373318889750.0,94490243100.0,,,1408590088600.0,,,1735358000.0,18264642950.0,23167029300.0,-25206074950.0,385379627850.0,,,255227777850.0,,6811280150.0,,9891540600.0,,3.155196,6160520900.0,55357920200.0,-16529284950.0,98958789950.0,4728850550.0,23167029300.0,6160520900.0,,98958789950.0,,176095453050.0,,,-107201740450.0,,,57353581900.0,98958789950.0,,9891540600.0,1408590088600.0,,1096485000.0,385379627850.0,6854664100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.088553600,,,,,,,,,,,,,,,,,,,,,,,,,,1.128527,,,,,,,,,,,,,,,,,,,,1996296296.0,,,,,,,2252873490.0,,2252873490.0,,,,1.128527,,,,,,,,,,,,,,,,,,,,,,1996296296.0,,,,,,,,,,,,,,,,,,,,,,,,2252873490.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.096502400,,,,,,,,,,,,,,,,,,,,,,,,,,1.125938,,,,,,,,,,,,,,,,,,,,1996296296.0,,,,,,,2247706440.0,,2247706440.0,,,,1.125938,,,,,,,,,,,,,,,,,,,,,,1996296296.0,,,,,,,,,,,,,,,,,,,,,,,,2247706440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970-01-01 00:00:01.104451200,,,,,,,,,,,,,,,,,,,,,,,,,,1.067194,,,,,,,,,,,,,,,,,,,,1996296296.0,,,,,,,2130434740.0,,2130434740.0,,,,1.067194,,,,,,,,,,,,,,,,,,,,,,1996296296.0,,,,,,,,,,,,,,,,,,,,,,,,2130434740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
