date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,quarterlyFreeCashFlow,annualFreeCashFlow,quarterlyRetainedEarnings,trailingFreeCashFlow,annualDilutedEPS,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,annualDilutedAverageShares,annualRetainedEarnings,trailingPretaxIncome,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualCurrentDeferredRevenue,annualTaxProvision,annualPretaxIncome,annualTotalAssets,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,quarterlyDilutedEPS,annualOperatingIncome,quarterlyPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,trailingTaxProvision,trailingEndCashPosition,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyBasicAverageShares,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualNetPPE,quarterlyBasicEPS,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,annualGrossPPE,trailingCapitalExpenditure,annualTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,trailingDeferredIncomeTax,annualBasicEPS,quarterlyTotalRevenue,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualInterestExpense,trailingBeginningCashPosition,annualGoodwill,trailingChangesInAccountReceivables,trailingCashDividendsPaid,annualPurchaseOfInvestment,annualCapitalStock,trailingNetIncome,trailingCostOfRevenue,annualStockBasedCompensation,quarterlyOtherCurrentLiabilities,annualTotalRevenue,annualChangesInAccountReceivables,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangeInInventory,quarterlyInventory,annualCurrentAccruedExpenses,annualInventory,trailingChangeInInventory,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualChangeInInventory,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1985-03-31,,,,,,,,,,,,,,,,,,,,,,34000000.0,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,34000000.0,34000000.0,,,,,,,,,,,,,226666667.0,,,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325500000.0,,,,,,,325500000.0,,226666667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325500000.0,,,,,,,,,,,,,,,,,,
1985-06-30,,,,,,,,,,,,,,,,,,,,,,41800000.0,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,41800000.0,41800000.0,,,,,,,,,,,,,220000000.0,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337100000.0,,,,,,,337100000.0,,220000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337100000.0,,,,,,,,,,,,,,,,,,
1985-09-30,,,,,,,,,,,,,,,,,,,,,,42000000.0,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,42000000.0,42000000.0,,,,,,,,,,,,,221052632.0,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337000000.0,,,,,,,337000000.0,,221052632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337000000.0,,,,,,,,,,,,,,,,,,
1985-12-31,,,2222800000.0,,,,,847800000.0,,0.71,,,,225774648.0,847800000.0,,,,,,,42600000.0,,69000000.0,230000000.0,3195700000.0,,,,3195700000.0,,,,,161000000.0,91900000.0,,2489600000.0,,,,,,,,,225774648.0,,2222800000.0,,,,,,,,972900000.0,,,,,,,43300000.0,43300000.0,91900000.0,,,,,,,,160300000.0,,,,,,,,,,,,,,,,,,2489600000.0,,,,,,,,,,,972900000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,360300000.0,,,,161000000.0,-1129800000.0,,1490100000.0,,,,,,,,,,,,,,,,1359800000.0,,,,,,,,,,,,,,,1490100000.0,,,,,,,,,,,,,,,,,,
1986-03-31,,,,,,,,,,,,,,,,,,,,,,38700000.0,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,38700000.0,38700000.0,,,,,,,,,,,,,227647059.0,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354500000.0,,,,,,,354500000.0,,227647059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354500000.0,,,,,,,,,,,,,,,,,,
1986-06-30,,,,,,,,,,,,,,,,,,,,,,48100000.0,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,48100000.0,48100000.0,,,,,,,,,,,,,229047619.0,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449900000.0,,,,,,,449900000.0,,229047619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449900000.0,,,,,,,,,,,,,,,,,,
1986-09-30,,,,,,,,,,,,,,,,,,,,,,48100000.0,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,48100000.0,48100000.0,,,,,,,,,,,,,229047619.0,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493600000.0,,,,,,,493600000.0,,229047619.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493600000.0,,,,,,,,,,,,,,,,,,
1986-12-31,,,4762800000.0,,,,,1021800000.0,,0.82,,,,223780488.0,1021800000.0,,,,,,,48600000.0,,78500000.0,262700000.0,5904800000.0,,,,5904800000.0,,,,,184200000.0,263900000.0,,3348500000.0,,,,,,,,,223780488.0,,4762800000.0,,,,,,,,1142000000.0,,,,,,,49300000.0,49300000.0,263900000.0,,,,,,,,183500000.0,,,,,,,,,,,,,,,,,,3348500000.0,,,,,,,,,,,1142000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.82,507600000.0,,,,184200000.0,-1542900000.0,,2050500000.0,,,,,,,,,,,,,,,,1805600000.0,,,,,,,,,,,,,,,2050500000.0,,,,,,,,,,,,,,,,,,
1987-03-31,,,,,,,,,,,,,,,,,,,,,,43300000.0,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,43300000.0,43300000.0,,,,,,,,,,,,,227894737.0,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548100000.0,,,,,,,548100000.0,,227894737.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548100000.0,,,,,,,,,,,,,,,,,,
1987-06-30,,,,,,,,,,,,,,,,,,,,,,51700000.0,,,,,,,,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,51700000.0,51700000.0,,,,,,,,,,,,,224782609.0,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563300000.0,,,,,,,563300000.0,,224782609.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563300000.0,,,,,,,,,,,,,,,,,,
1987-09-30,,,,,,,,,,,,,,,,,,,,,,45200000.0,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,45200000.0,45200000.0,,,,,,,,,,,,,215238095.0,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616100000.0,,,,,,,616100000.0,,215238095.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,616100000.0,,,,,,,,,,,,,,,,,,
1987-12-31,,,5954000000.0,,,,,1099800000.0,,0.83,,,,222891566.0,1099800000.0,,,,,,,44800000.0,,74700000.0,259800000.0,7084200000.0,,,,7084200000.0,,,,,185100000.0,435500000.0,,4678200000.0,,,,,,,,,222891566.0,,5954000000.0,,,,,,,,1130200000.0,,,,,,,44900000.0,44900000.0,435500000.0,,,,,,,,185000000.0,,,,,,,,,,,,,,,,,,4678200000.0,,,,,,,,,,,1130200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,741500000.0,,,,185100000.0,-2209200000.0,,2950700000.0,,,,,,,,,,,,,,,,2469000000.0,,,,,,,,,,,,,,,2950700000.0,,,,,,,,,,,,,,,,,,
1988-03-31,,,,,,,,,,,,,,,,,,,,,,47300000.0,,,,,,,,,,,,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,47300000.0,47300000.0,,,,,,,,,,,,,215000000.0,,,,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680200000.0,,,,,,,680200000.0,,215000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680200000.0,,,,,,,,,,,,,,,,,,
1988-06-30,,,,,,,,,,,,,,,,,,,,,,51500000.0,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,51500000.0,51500000.0,,,,,,,,,,,,,214583333.0,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654900000.0,,,,,,,654900000.0,,214583333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654900000.0,,,,,,,,,,,,,,,,,,
1988-09-30,,,,,,,,,,,,,,,,,,,,,,40700000.0,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,40700000.0,40700000.0,,,,,,,,,,,,,214210526.0,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656800000.0,,,,,,,656800000.0,,214210526.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656800000.0,,,,,,,,,,,,,,,,,,
1988-12-31,,,7012700000.0,,,,,1195500000.0,,0.83,,,,216265060.0,1195500000.0,,,,,,,40100000.0,,74000000.0,253500000.0,8266000000.0,,,,8266000000.0,,,,,179500000.0,379500000.0,,5114400000.0,,,,,,,,,216265060.0,,7012700000.0,,,,,,,,1253300000.0,,,,,,,40100000.0,40100000.0,379500000.0,,,,,,,,179500000.0,,,,,,,,,,,,,,,,,,5114400000.0,,,,,,,,,,,1253300000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.83,715700000.0,,,,179500000.0,-2406800000.0,,3122500000.0,,,,,47200000.0,,,,,,,,,,,2707600000.0,,,,,,,,,,,,,,,3122500000.0,,,,,,,,,,,,,,,,,,
1989-03-31,,,,,,,,,,,,,,,,,,,,,,53700000.0,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,53700000.0,53700000.0,,,,,,,,,,,,,214800000.0,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574500000.0,,,,,,,574500000.0,,214800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574500000.0,,,,,,,,,,,,,,,,,,
1989-06-30,,,,,,,,,,,,,,,,,,,,,,61500000.0,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,61500000.0,61500000.0,,,,,,,,,,,,,219642857.0,,,,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571300000.0,,,,,,,571300000.0,,219642857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571300000.0,,,,,,,,,,,,,,,,,,
1989-09-30,,,,,,,,,,,,,,,,,,,,,,57800000.0,,,,,,,,,,,,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,57800000.0,57800000.0,,,,,,,,,,,,,222307692.0,,,,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592300000.0,,,,,,,592300000.0,,222307692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592300000.0,,,,,,,,,,,,,,,,,,
