date,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,trailingChangeInWorkingCapital,annualTotalLiabilitiesNetMinorityInterest,annualChangeInWorkingCapital,annualCommonStockIssuance,quarterlyFreeCashFlow,annualFreeCashFlow,quarterlyRetainedEarnings,trailingFreeCashFlow,annualDilutedEPS,quarterlyCurrentAssets,annualGainsLossesNotAffectingRetainedEarnings,quarterlyCurrentLiabilities,annualDilutedAverageShares,annualRetainedEarnings,trailingPretaxIncome,quarterlyGoodwill,quarterlySellingGeneralAndAdministration,annualNetOtherInvestingChanges,annualEndCashPosition,annualCurrentDebt,quarterlyNetIncomeCommonStockholders,annualCurrentDeferredRevenue,annualTaxProvision,annualPretaxIncome,annualTotalAssets,annualOtherCurrentAssets,annualCostOfRevenue,quarterlyTotalNonCurrentAssets,quarterlyTotalAssets,annualCashDividendsPaid,trailingPurchaseOfInvestment,annualNonCurrentDeferredRevenue,trailingTotalRevenue,annualNetIncome,annualLongTermDebt,quarterlyDilutedEPS,annualOperatingIncome,quarterlyPurchaseOfInvestment,annualAccountsPayable,trailingInvestingCashFlow,trailingOperatingIncome,trailingTaxProvision,trailingEndCashPosition,quarterlyOtherNonCurrentLiabilities,quarterlyDepreciationAndAmortization,annualBasicAverageShares,quarterlyOtherNonCurrentAssets,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyChangeInAccountPayable,quarterlyInvestmentsAndAdvances,annualIncomeTaxPayable,annualInvestmentsAndAdvances,annualSaleOfInvestment,annualOtherNonCashItems,trailingRepurchaseOfCapitalStock,annualStockholdersEquity,annualRepurchaseOfCapitalStock,quarterlyGrossProfit,quarterlyNetOtherFinancingCharges,annualDepreciationAndAmortization,trailingSaleOfInvestment,annualCashAndCashEquivalents,quarterlyNetIncome,quarterlyNetIncomeContinuousOperations,quarterlyLongTermDebt,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInvestingCashFlow,quarterlyOtherIncomeExpense,quarterlyEndCashPosition,annualCurrentAssets,trailingOperatingCashFlow,annualAccountsReceivable,annualNetIncomeCommonStockholders,quarterlyCostOfRevenue,quarterlyAccountsReceivable,annualCurrentLiabilities,quarterlyBasicAverageShares,annualOperatingCashFlow,annualOtherNonCurrentAssets,annualNetPPE,quarterlyBasicEPS,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualOtherIntangibleAssets,annualChangeInAccountPayable,trailingRepaymentOfDebt,quarterlyCapitalStock,quarterlyBeginningCashPosition,annualRepaymentOfDebt,annualEbitda,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,quarterlyPretaxIncome,quarterlyOperatingExpense,annualOtherNonCurrentLiabilities,annualOtherCurrentLiabilities,trailingNetIncomeCommonStockholders,trailingGrossProfit,quarterlyCurrentDeferredRevenue,annualCashCashEquivalentsAndMarketableSecurities,quarterlyStockholdersEquity,quarterlyNetOtherInvestingChanges,annualChangeInCashSupplementalAsReported,quarterlyRepaymentOfDebt,trailingInterestExpense,quarterlyAccumulatedDepreciation,annualCashFlowFromContinuingFinancingActivities,annualBeginningCashPosition,quarterlyOtherCurrentAssets,trailingOtherIncomeExpense,quarterlySaleOfInvestment,trailingChangeInCashSupplementalAsReported,annualOtherIncomeExpense,annualGrossPPE,trailingCapitalExpenditure,annualTotalNonCurrentAssets,quarterlyChangesInAccountReceivables,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyInterestExpense,annualSellingGeneralAndAdministration,trailingDepreciationAndAmortization,quarterlyCurrentDebt,trailingCashFlowFromContinuingFinancingActivities,quarterlyNonCurrentDeferredRevenue,trailingPurchaseOfBusiness,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualNonCurrentDeferredTaxesLiabilities,annualPurchaseOfBusiness,trailingNetIncomeContinuousOperations,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingNetOtherFinancingCharges,quarterlyIncomeTaxPayable,trailingStockBasedCompensation,trailingDeferredIncomeTax,annualBasicEPS,quarterlyTotalRevenue,annualCapitalExpenditure,quarterlyGrossPPE,trailingSellingGeneralAndAdministration,annualNetIncomeContinuousOperations,annualOperatingExpense,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyOperatingIncome,quarterlyCapitalExpenditure,quarterlyDilutedAverageShares,annualInvestingCashFlow,quarterlyOperatingCashFlow,annualInterestExpense,trailingBeginningCashPosition,annualGoodwill,trailingChangesInAccountReceivables,trailingCashDividendsPaid,annualPurchaseOfInvestment,annualCapitalStock,trailingNetIncome,trailingCostOfRevenue,annualStockBasedCompensation,quarterlyOtherCurrentLiabilities,annualTotalRevenue,annualChangesInAccountReceivables,quarterlyTaxProvision,quarterlyNetPPE,quarterlyStockBasedCompensation,trailingOperatingExpense,annualNetOtherFinancingCharges,quarterlyOtherNonCashItems,quarterlyCommonStockIssuance,quarterlyOtherShortTermInvestments,annualAccumulatedDepreciation,quarterlyChangeInCashSupplementalAsReported,annualGrossProfit,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyEbitda,annualResearchAndDevelopment,trailingBasicAverageShares,quarterlyChangeInInventory,quarterlyInventory,annualCurrentAccruedExpenses,annualInventory,trailingChangeInInventory,trailingOtherNonCashItems,trailingDilutedEPS,trailingNetOtherInvestingChanges,trailingBasicEPS,trailingResearchAndDevelopment,trailingCommonStockIssuance,annualChangeInInventory,quarterlyCurrentAccruedExpenses,trailingChangeInAccountPayable,quarterlyResearchAndDevelopment,trailingDilutedAverageShares
1995-09-30,,,,,,40000000.0,,2130800000.0,,,,,,,,,,,,,,94200000.0,,,,,,,,19640100000.0,,,,,,,0.39,,-1403300000.0,,,,,,,,,,17018100000.0,,,,,,,,,,,-7200000.0,,,,100000000.0,100000000.0,496400000.0,,-175400000.0,-531300000.0,124200000.0,,,,,,800300000.0,,242982000.0,,,,0.39,-43900000.0,,,,,,,268400000.0,,,1555100000.0,,151600000.0,-976500000.0,,,,,,,2622000000.0,-7800000.0,,100000.0,,,,,,,1262200000.0,,,,,,,0.0,9712500000.0,14200000.0,,,322200000.0,,,,,,,,,,-4700000.0,,,,,,1142300000.0,,,,,,-33200000.0,2118800000.0,-26500000.0,242982000.0,,66500000.0,,,,,,,,,,,,,,51600000.0,308100000.0,,,,-33500000.0,,9712500000.0,,-144200000.0,,,-76800000.0,2118800000.0,,,,,,,,,,,,,,,,,,
1995-12-31,,,17478400000.0,-88700000.0,0.0,154200000.0,511700000.0,1998100000.0,,1.545947,,-162500000.0,,244575000.0,1998100000.0,,957600000.0,,2945400000.0,115300000.0,243900000.0,87600000.0,,154300000.0,458000000.0,19735800000.0,,,,19735800000.0,-171300000.0,,,,402800000.0,495500000.0,,702800000.0,-1205300000.0,2408700000.0,,,,,,,244461207.0,,17478400000.0,,9780800000.0,200900000.0,9780800000.0,1480800000.0,236700000.0,,2257400000.0,-121800000.0,,-69900000.0,157900000.0,,115300000.0,92900000.0,-6200000.0,495500000.0,129300000.0,-102800000.0,1368700000.0,115300000.0,,,3484400000.0,378100000.0,,3484400000.0,,,609600000.0,,307800000.0,,-43100000.0,938300000.0,,640100000.0,445400000.0,,121700000.0,124200000.0,-12500000.0,860700000.0,640100000.0,,-11700000.0,5674900000.0,,,,,,1053600000.0,2257400000.0,3019900000.0,-393500000.0,6600000.0,,,-376800000.0,508800000.0,,,-1791800000.0,,-207500000.0,,,,,115300000.0,1053600000.0,-3900000.0,1982300000.0,,243900000.0,,,,,,129300000.0,-109600000.0,,2408700000.0,-162500000.0,,200900000.0,,,1.546667,42800000.0,-97900000.0,,,303700000.0,2762900000.0,-70800000.0,-5632100000.0,-16000000.0,,-624200000.0,170200000.0,37300000.0,,957600000.0,,,-4842900000.0,121700000.0,,,,,3465700000.0,-284600000.0,-5500000.0,307800000.0,,,-200100000.0,107200000.0,,938300000.0,,-8900000.0,,,3000000.0,-5632100000.0,,,,,,,,,,,,,,,,,,
1996-03-31,,,,,,226800000.0,,2250400000.0,,,,,,,,,,,,,,113800000.0,,,,,,,,20123000000.0,,,,,,,0.46,,-884500000.0,,,,,,,,,,17407900000.0,,,,,,,,,,,-145800000.0,,,,118900000.0,96500000.0,536100000.0,,-127200000.0,-529400000.0,25500000.0,,,,,,702100000.0,,246579000.0,,,,0.47,-42200000.0,,,,,,,115300000.0,,,1575400000.0,,145600000.0,-787300000.0,,,,,,,2715100000.0,-7200000.0,,-2100000.0,,,,,,,780400000.0,,,,,,,0.0,9793600000.0,9200000.0,,,354200000.0,,,,,,,,,,-5700000.0,,,,,,942100000.0,,,,,,-204700000.0,1729400000.0,-15900000.0,246579000.0,,242700000.0,,,,,,,,,,,,,,49100000.0,309600000.0,,,,146200000.0,-14100000.0,9793600000.0,,-89800000.0,,,12100000.0,1729400000.0,,,,,,,,,,,,,,,,,,
1996-06-30,,,,,,35500000.0,,2337000000.0,,,,,,,,,,,,,,81200000.0,,,,,,,,11999000000.0,,,,,,,0.33,,-1182100000.0,,,,,,,,,,9254800000.0,,,,,,,,,,,66900000.0,,,,86300000.0,65300000.0,534600000.0,,290600000.0,-554800000.0,103500000.0,,,,,,841300000.0,,246803000.0,,,,0.33,-44100000.0,,,,,,,25500000.0,,,1383800000.0,,101300000.0,-821000000.0,,,,,,,2744200000.0,1281100000.0,,-300000.0,,,,,,,210800000.0,,,,,,,0.0,4954600000.0,10100000.0,,,89700000.0,,,,,,,,,,-14900000.0,,,,,,932400000.0,,,,,,-267900000.0,1753400000.0,-19200000.0,246803000.0,,54700000.0,,,,,,,,,,,,,,36000000.0,275200000.0,,,,-10600000.0,,4954600000.0,,78000000.0,,,-54200000.0,1753400000.0,,,,,,,,,,,,,,,,,,
1996-09-30,,,,,,56400000.0,,2312700000.0,,,,,,,,,,,,,,78800000.0,,,,,,,,12227000000.0,,,,,,,0.32,,-148000000.0,,,,,,,,,,9458900000.0,,,,,,,,,,,32000000.0,,,,83800000.0,83800000.0,522900000.0,,109800000.0,-534100000.0,226600000.0,,,,,,790300000.0,,245904000.0,,,,0.32,-43200000.0,,,,,,,103500000.0,,,1393400000.0,,128000000.0,-807200000.0,,,,,,,2768100000.0,-20700000.0,,-1700000.0,,,,,,,300300000.0,,,,,,,0.0,4864200000.0,9100000.0,,,59600000.0,,,,,,,,,,-11500000.0,,,,,,944300000.0,,,,,,-65300000.0,1751500000.0,-21800000.0,245904000.0,,78200000.0,,,,,,,,,,,,,,44200000.0,277500000.0,,,,-5600000.0,,4864200000.0,,122900000.0,,,6200000.0,1751500000.0,,,,,,,,,,,,,,,,,,
1996-12-31,,,10889800000.0,-455100000.0,14200000.0,-38900000.0,279800000.0,2356800000.0,,1.275556,,154100000.0,,248048780.0,2356800000.0,,1060200000.0,,-523600000.0,410100000.0,213400000.0,42600000.0,,153800000.0,445600000.0,13722700000.0,,,,13722700000.0,-172900000.0,,,,335200000.0,475100000.0,,693600000.0,1186000000.0,4143700000.0,,,,,,,248048780.0,,10889800000.0,,5125600000.0,80100000.0,5125600000.0,836700000.0,394900000.0,,2832900000.0,-68500000.0,,117600000.0,144000000.0,,410100000.0,46200000.0,46200000.0,475100000.0,16500000.0,-35700000.0,1410400000.0,410100000.0,,,4555200000.0,316400000.0,,4555200000.0,,,354600000.0,,323200000.0,,-43400000.0,1266300000.0,,537500000.0,766700000.0,,119600000.0,226600000.0,-5700000.0,837600000.0,537500000.0,,70700000.0,5610100000.0,,,,,,1676400000.0,2832900000.0,-1776800000.0,294800000.0,-1600000.0,,,-301400000.0,115300000.0,,,-454800000.0,,-207900000.0,,,,,410100000.0,1676400000.0,11700000.0,2328600000.0,,213400000.0,,,,,,16500000.0,-342200000.0,,4143700000.0,154100000.0,,80100000.0,,,1.275556,1069400000.0,-74800000.0,,,291800000.0,3194600000.0,236500000.0,-4540700000.0,-17900000.0,,237500000.0,-21000000.0,40100000.0,,1060200000.0,,,-1028600000.0,119600000.0,,,,,3888200000.0,-887700000.0,24500000.0,323200000.0,,,70700000.0,264900000.0,28400000.0,1266300000.0,,183700000.0,,,-32600000.0,-4540700000.0,,,,,,,,,,,,,,,,,,
1997-03-31,,,,,,279200000.0,,2272400000.0,,,,,,,,,,,,,,-2700000.0,,,,,,,,17316700000.0,,,,,,,-0.01,,-599600000.0,,,,,,,,,,13770700000.0,,,,,,,,,,,837100000.0,,,,700000.0,700000.0,618700000.0,,-308700000.0,-887100000.0,1269600000.0,,,,,,5773200000.0,,253673000.0,,,,-0.01,-42400000.0,,,,,,,410100000.0,,,2255100000.0,,6400000.0,-1324500000.0,,,,,,,2746000000.0,-1289800000.0,,-51100000.0,,,,,,,1609300000.0,,,,,,,0.0,4978000000.0,14600000.0,,,345400000.0,,,,,,,,,,-34600000.0,,,,,,1354300000.0,,,,,,878400000.0,2678800000.0,-28600000.0,253673000.0,,307800000.0,,,,,,,,,,,,,,5700000.0,439100000.0,,,,307100000.0,,4978000000.0,,859500000.0,,,10800000.0,2678800000.0,,,,,,,,,,,,,,,,,,
1997-06-30,,,,,,-13600000.0,,2354000000.0,,,,,,,,,,,,,,80900000.0,,,,,,,,17406900000.0,,,,,,,0.32,,-852200000.0,,,,,,,,,,14539400000.0,,,,,,,,,,,-689800000.0,,,,84200000.0,84200000.0,667700000.0,,-108300000.0,-922300000.0,1331600000.0,,,,,,5778500000.0,,253823000.0,,,,0.32,-46500000.0,,,,,,,1269600000.0,,,2195900000.0,,141200000.0,-1256700000.0,,,,,,,2867500000.0,735000000.0,,-20700000.0,,,,,,,9000000.0,,,,,,,0.0,5056800000.0,15900000.0,,,479300000.0,,,,,,,,,,-46100000.0,,,,,,1424500000.0,,,,,,188100000.0,2681200000.0,-100000.0,253823000.0,,-13500000.0,,,,,,,,,,,,,,57000000.0,453000000.0,,,,-97700000.0,,5056800000.0,,62000000.0,,,,2681200000.0,,,,,,,,,,,,,,,,,,
1997-09-30,,,,,,166000000.0,,2364600000.0,,,,,,,,,,,,,,97600000.0,,,,,,,,17832100000.0,,,,,,,0.38,,-1406900000.0,,,,,,,,,,14061600000.0,,,,,,,,,,,2100000.0,,,,101000000.0,101000000.0,679100000.0,,-150400000.0,-963800000.0,1404400000.0,,,,,,5636200000.0,,256072000.0,,,,0.38,-46600000.0,,,,,,,1331600000.0,,,2802700000.0,,167600000.0,-1254500000.0,,,,,,,3770500000.0,-55900000.0,,-600000.0,,,,,,,1324100000.0,,,,,,,0.0,5446500000.0,18700000.0,,,592600000.0,,,,,,,,,,-57800000.0,,,,,,1451000000.0,,,,,,68700000.0,2705500000.0,-11700000.0,256072000.0,,177700000.0,,,,,,,,,,,,,,66600000.0,443900000.0,,,,76700000.0,1800000.0,5446500000.0,,72800000.0,,,,2705500000.0,,,,,,,,,,,,,,,,,,
1997-12-31,,,15069100000.0,-472800000.0,157600000.0,-1442300000.0,-1010700000.0,2463400000.0,,1.12,,103400000.0,,255750000.0,2463400000.0,,,,734000000.0,1084700000.0,764200000.0,111400000.0,,203100000.0,541600000.0,18691200000.0,,,,18691200000.0,-182100000.0,,,,298800000.0,637100000.0,,819300000.0,-1774000000.0,6379800000.0,,,,,,,251929825.0,,15069100000.0,,5922100000.0,180100000.0,5922100000.0,4317200000.0,716900000.0,,2822100000.0,-272400000.0,,179600000.0,241200000.0,,1084700000.0,112900000.0,112900000.0,637100000.0,0.0,-808900000.0,2564900000.0,1084700000.0,,,6183100000.0,287200000.0,,6183100000.0,,,784100000.0,,456800000.0,,-46600000.0,1697700000.0,,3094500000.0,-154600000.0,,171500000.0,1404400000.0,-74100000.0,1060500000.0,3094500000.0,,226400000.0,8766900000.0,,,,,,2782400000.0,2822100000.0,1344700000.0,674600000.0,-1700000.0,,,1299700000.0,410100000.0,,,1374800000.0,,-208200000.0,,,,,1084700000.0,2782400000.0,20200000.0,3968300000.0,,764200000.0,,,,,,0.0,-1648900000.0,,6379800000.0,103400000.0,,180100000.0,,,1.14,1520800000.0,-1794800000.0,,,298800000.0,4931300000.0,164500000.0,-7246100000.0,-1754400000.0,,-1376300000.0,312100000.0,69500000.0,,,,,-4632700000.0,171500000.0,,,,,5750600000.0,,73800000.0,456800000.0,,,329000000.0,430800000.0,133900000.0,1697700000.0,,-319700000.0,,,,-7246100000.0,,,,,,,,,,,,,,,,,,
1998-03-31,,,,,,213500000.0,,2506900000.0,,,,,,,,,,,,,,137700000.0,,,,,,,,18874800000.0,,,,,,,0.53,,-2714900000.0,,,,,,,,,,15141100000.0,,,,,,,,,,,168400000.0,,,,138300000.0,138300000.0,618300000.0,,-364900000.0,,1010000000.0,,,,,,993500000.0,,256972000.0,,,,0.55,-44000000.0,,,,,,,1084700000.0,,,3141900000.0,,227500000.0,-1303600000.0,,,,,,,2933700000.0,-96100000.0,,-19000000.0,,,,,,,2488800000.0,,,,,,,0.0,6117100000.0,20100000.0,,,675600000.0,,,,,,,,,,-83300000.0,,,,,,1561500000.0,,,,,,29000000.0,2865100000.0,-42700000.0,256972000.0,,256200000.0,,,,,,,,,,,,,,89200000.0,,,,,117900000.0,12300000.0,6117100000.0,,-74700000.0,,,,2865100000.0,,,,,,,,,,,,,,,,,,
1998-06-30,,,,,,465700000.0,,2654800000.0,,,,,,,,,,,,,,138800000.0,,,,,,,,19845200000.0,,,,,,,0.54,,-1359000000.0,,,,,,,,,,15970100000.0,,,,,,,,,,,4300000.0,,,,139500000.0,139500000.0,624500000.0,,-725000000.0,,1034400000.0,,,,,,1108700000.0,,258171000.0,,,,0.55,-47500000.0,,,,,,,1010000000.0,,,3273600000.0,,229300000.0,-1362200000.0,,,,,,,3075100000.0,-166900000.0,,6300000.0,,,,,,,863200000.0,,,,,,,0.0,6544700000.0,21200000.0,,,931200000.0,,,,,,,,,,-91400000.0,,,,,,1623000000.0,,,,,,221400000.0,2985200000.0,-62300000.0,258171000.0,,528000000.0,,,,,,,,,,,,,,89800000.0,,,,,388500000.0,,6544700000.0,,24400000.0,,,,2985200000.0,,,,,,,,,,,,,,,,,,
1998-09-30,,,,,,-142200000.0,,2642500000.0,,,,,,,,,,,,,,123500000.0,,,,,,,,19937500000.0,,,,,,,0.47,,-324000000.0,,,,,,,,,,16090500000.0,,,,,,,,,,,148100000.0,,,,124100000.0,124100000.0,594700000.0,,14500000.0,,1170900000.0,,,,,,1085300000.0,,260720000.0,,,,0.48,-54300000.0,,,,,,,1034400000.0,,,3341300000.0,,204700000.0,-1369600000.0,,,,,,,3047000000.0,-59500000.0,,-14400000.0,,,,,,,463400000.0,,,,,,,0.0,6395400000.0,22200000.0,,,1052700000.0,,,,,,,,,,-82200000.0,,,,,,1606700000.0,,,,,,196000000.0,2976300000.0,-65400000.0,260720000.0,,-76800000.0,,,,,,,,,,,,,,80600000.0,,,,,-200900000.0,,6395400000.0,,136500000.0,,,,2976300000.0,,,,,,,,,,,,,,,,,,
1998-12-31,,,15871000000.0,-180000000.0,,27000000.0,564000000.0,2782000000.0,,2.073333,,-116000000.0,,259350000.0,2782000000.0,,,,0.0,723000000.0,844000000.0,138000000.0,,349000000.0,931000000.0,19688000000.0,,,,19688000000.0,-194000000.0,,,,541000000.0,580000000.0,,1018000000.0,-787100000.0,6948000000.0,,,,,,,255379747.0,,15871000000.0,,6452000000.0,156000000.0,6452000000.0,4504000000.0,235000000.0,,3017000000.0,-18000000.0,,-22800000.0,268000000.0,,723000000.0,139100000.0,139100000.0,580000000.0,,-279600000.0,,723000000.0,,,1120000000.0,538000000.0,,1120000000.0,,,864000000.0,,,,-48200000.0,2221000000.0,,3500000000.0,28000000.0,,172000000.0,1170900000.0,-34000000.0,1286000000.0,3500000000.0,,269500000.0,9510400000.0,,,,,,2944000000.0,3017000000.0,,-362000000.0,-6900000.0,,,132000000.0,1085000000.0,,,688600000.0,,0.0,,,,,723000000.0,2944000000.0,23500000.0,4457000000.0,,844000000.0,,,,,,,-374000000.0,,6948000000.0,-116000000.0,,156000000.0,,,2.106667,1701800000.0,-300000000.0,,,541000000.0,5475000000.0,-314400000.0,-7808600000.0,-129600000.0,,-1355000000.0,156600000.0,87000000.0,,,,,-5185000000.0,172000000.0,,,,,6493000000.0,,89400000.0,,,,298000000.0,-70500000.0,,2221000000.0,,-448200000.0,,,,-7808600000.0,,,,,,,,,,,,,,,,,,
1999-03-31,,,,,,120000000.0,,2726000000.0,,,,,,,,,,,,,,49000000.0,,,,,,,,20484000000.0,,,,,,,0.13,,-870000000.0,,,,,,,,,,16747000000.0,,,,,,,,,,,22000000.0,,,,50000000.0,50000000.0,576000000.0,,-151000000.0,,927000000.0,,,,,,7052000000.0,,261800000.0,,,,0.13,-48000000.0,,,,,,,723000000.0,,,3594000000.0,,86000000.0,-1582000000.0,,,,,,,2937000000.0,,,-5000000.0,,,,,,,862000000.0,,,,,,,0.0,6390000000.0,21000000.0,,,929000000.0,,,,,,,,,,,,,,,,1699000000.0,,,,,,93000000.0,3281000000.0,-143000000.0,261800000.0,,263000000.0,,,,,,,,,,,,,,36000000.0,,,,,213000000.0,,6390000000.0,,204000000.0,,,-1000000.0,3281000000.0,,,,,,,,,,,,,,,,,,
1999-06-30,,,,,,-74000000.0,,2871000000.0,,,,,,,,,,,,,,150000000.0,,,,,,,,21004000000.0,,,,,,,0.57,,-498000000.0,,,,,,,,,,17036000000.0,,,,,,,,,,,40000000.0,,,,151000000.0,151000000.0,814000000.0,,-212000000.0,,1038000000.0,,,,,,7252000000.0,,263700000.0,,,,0.58,-53000000.0,,,,,,,927000000.0,,,3642000000.0,,250000000.0,-1439000000.0,,,,,,,3168000000.0,,,,,,,,,,454000000.0,,,,,,,0.0,6358000000.0,24000000.0,,,926000000.0,,,,,,,,,,,,,,,,1723000000.0,,,,,,233000000.0,3162000000.0,-168000000.0,263700000.0,,94000000.0,,,,,,,,,,,,,,99000000.0,,,,,-57000000.0,,6358000000.0,,111000000.0,,,-12000000.0,3162000000.0,,,,,,,,,,,,,,,,,,
1999-09-30,,,,,,-136000000.0,,2948000000.0,,,,,,,,,,,,,,137000000.0,,,,,,,,21113000000.0,,,,,,,0.52,,-394000000.0,,,,,,,,,,17107000000.0,,,,,,,,,,,-100000000.0,,,,138000000.0,138000000.0,817000000.0,,-330000000.0,,871000000.0,,,,,,6992000000.0,,264200000.0,,,,0.53,-55000000.0,,,,,,,1038000000.0,,,3842000000.0,,229000000.0,-1502000000.0,,,,,,,3206000000.0,,,,,,,,,,321000000.0,,,,,,,0.0,6483000000.0,29000000.0,,,1129000000.0,,,,,,,,,,,,,,,,1770000000.0,,,,,,41000000.0,3272000000.0,-257000000.0,264200000.0,,121000000.0,,,,,,,,,,,,,,91000000.0,,,,,-17000000.0,,6483000000.0,,-167000000.0,,,-9000000.0,3272000000.0,,,,,,,,,,,,,,,,,,
1999-12-31,,,17281000000.0,-57000000.0,,281000000.0,191000000.0,2905000000.0,,1.33,,-309000000.0,,262700000.0,2905000000.0,,3359000000.0,,-1701000000.0,837000000.0,903000000.0,12000000.0,,243000000.0,635000000.0,21132000000.0,,,,21132000000.0,-210000000.0,,,,352000000.0,1011000000.0,,740000000.0,1669000000.0,7643000000.0,,,,,,,258518519.0,,17281000000.0,,6184000000.0,0.0,6184000000.0,1967000000.0,-188000000.0,,3051000000.0,-66000000.0,,-92000000.0,355000000.0,,837000000.0,13000000.0,10000000.0,1011000000.0,,200000000.0,,837000000.0,,,1116000000.0,349000000.0,,1116000000.0,,,462000000.0,,,,-54000000.0,2362000000.0,,503000000.0,222000000.0,,259000000.0,871000000.0,-100000000.0,1095000000.0,503000000.0,,70000000.0,10853000000.0,,,,,,3199000000.0,3051000000.0,,114000000.0,-355000000.0,,,152000000.0,723000000.0,,,330000000.0,,0.0,,,,,837000000.0,3199000000.0,31000000.0,5214000000.0,,903000000.0,,,,,,,-395000000.0,,7643000000.0,-309000000.0,,0.0,,,1.35,1878000000.0,-271000000.0,,,349000000.0,6330000000.0,-215000000.0,-8975000000.0,297000000.0,,-493000000.0,-16000000.0,105000000.0,,3359000000.0,,,-93000000.0,259000000.0,,,,,7070000000.0,,17000000.0,,,,-130000000.0,-327000000.0,,2362000000.0,,-34000000.0,,,-44000000.0,-8975000000.0,,,,,,,,,,,,,,,,,,
2000-03-31,,,,,,87000000.0,,2966000000.0,,,,,,,,,3335000000.0,1271000000.0,,,,122000000.0,,,,,,,,21300000000.0,,,,,,,0.47,,-273000000.0,,,,,,,82000000.0,,,17410000000.0,,6175000000.0,,,,,,,,,-89000000.0,,,,123000000.0,122000000.0,1593000000.0,,-68000000.0,0.0,774000000.0,,,,,,1201000000.0,,259574468.0,,,,0.47,-54000000.0,,,,,,259000000.0,837000000.0,,,498000000.0,-35000000.0,218000000.0,1561000000.0,,,,,,,3090000000.0,0.0,,-16000000.0,,,,,,,299000000.0,,,,,,,774000000.0,3037000000.0,31000000.0,,,343000000.0,,,,125000000.0,17000000.0,,,,,-338000000.0,,,,,,1810000000.0,,,,,,-141000000.0,249000000.0,-59000000.0,260500000.0,,146000000.0,,,,,,,,,,,,,,85000000.0,,,,,-201000000.0,,2263000000.0,,-63000000.0,,,-23000000.0,331000000.0,,,,,,,,,,,,,,,,,,
2000-06-30,,,,,,102000000.0,,3036000000.0,,,,,,,,,3296000000.0,1262000000.0,,,,129000000.0,,,,,,,,22095000000.0,,,,,,,0.49,,-275000000.0,,,,,,,83000000.0,,,18208000000.0,,6135000000.0,,,,,,,,,-146000000.0,,,,129000000.0,129000000.0,1818000000.0,,-36000000.0,0.0,930000000.0,,,,,,1234000000.0,,258000000.0,,,,0.5,-57000000.0,,,,,,260000000.0,774000000.0,,,493000000.0,-6000000.0,228000000.0,1558000000.0,,,,,,,3087000000.0,0.0,,-15000000.0,,,,,,,259000000.0,,,,,,,930000000.0,3252000000.0,33000000.0,,,390000000.0,,,,152000000.0,45000000.0,,,,,-394000000.0,,,,,,1819000000.0,,,,,,83000000.0,261000000.0,-14000000.0,261700000.0,,116000000.0,,,,,,,,,,,,,,89000000.0,,,,,-293000000.0,,2322000000.0,,156000000.0,,,-40000000.0,344000000.0,,,,,,,,,,,,,,,,,,
2000-09-30,,,,,,241000000.0,,3107000000.0,,,,,,,,,3255000000.0,1208000000.0,,,,138000000.0,,,,,,,,21831000000.0,,,,,,,0.53,,-469000000.0,,,,,,,81000000.0,,,17849000000.0,,6256000000.0,,,,,,,,,25000000.0,,,,139000000.0,138000000.0,1801000000.0,,-241000000.0,0.0,980000000.0,,,,,,8009000000.0,,260377358.0,,,,0.53,-57000000.0,,,,,,260000000.0,930000000.0,,,482000000.0,-19000000.0,244000000.0,1503000000.0,,,,,,,3182000000.0,0.0,,5000000.0,,,,,,,278000000.0,,,,,,,980000000.0,3453000000.0,38000000.0,,,476000000.0,,,,-152000000.0,,,,,,-409000000.0,,,,,,1785000000.0,,,,,,21000000.0,282000000.0,-31000000.0,262800000.0,,272000000.0,,,,,,,,,,,,,,95000000.0,,,,,266000000.0,,2473000000.0,,50000000.0,,,2000000.0,363000000.0,,,,,,,,,,,,,,,,,,
