date,trailingInvestingCashFlow,quarterlyNetIncomeContinuousOperations,annualInvestingCashFlow,quarterlyNetIncome,quarterlyOperatingCashFlow,annualCashDividendsPaid,trailingSaleOfInvestment,annualPretaxIncome,annualNonCurrentDeferredTaxesLiabilities,annualSaleOfInvestment,trailingCashDividendsPaid,annualNonCurrentDeferredRevenue,annualIncomeTaxPayable,annualLongTermDebt,quarterlyOtherNonCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherCurrentLiabilities,trailingPurchaseOfInvestment,quarterlyCommonStockIssuance,annualOtherNonCashItems,annualDepreciationAndAmortization,quarterlyBasicAverageShares,quarterlyGoodwill,annualCurrentLiabilities,trailingChangeInInventory,annualStockholdersEquity,quarterlyAccountsReceivable,annualGoodwill,quarterlyCurrentAccruedExpenses,quarterlyCostOfRevenue,annualTotalAssets,annualCashFlowFromContinuingFinancingActivities,quarterlyInvestmentsAndAdvances,trailingChangeInWorkingCapital,quarterlyNonCurrentDeferredTaxesLiabilities,quarterlyInventory,annualRetainedEarnings,quarterlyOtherIncomeExpense,annualAccountsReceivable,trailingOperatingCashFlow,quarterlyLongTermDebt,quarterlyCurrentDeferredRevenue,annualPurchaseOfInvestment,trailingOtherIncomeExpense,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualChangeInAccountPayable,annualOperatingCashFlow,trailingOperatingIncome,annualAccountsPayable,annualOperatingIncome,quarterlyOperatingExpense,trailingTotalRevenue,annualOtherIntangibleAssets,quarterlyOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,annualCommonStockIssuance,annualOtherShortTermInvestments,quarterlyCashDividendsPaid,quarterlyDepreciationAndAmortization,annualEndCashPosition,trailingRepaymentOfDebt,trailingCashFlowFromContinuingFinancingActivities,annualEbitda,quarterlyBeginningCashPosition,annualNetPPE,quarterlyCashAndCashEquivalents,quarterlyCashCashEquivalentsAndMarketableSecurities,trailingNetOtherInvestingChanges,annualOtherIncomeExpense,quarterlyCapitalStock,quarterlyDilutedEPS,annualCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,annualOtherNonCurrentLiabilities,annualNetOtherInvestingChanges,quarterlyInterestExpense,quarterlyPurchaseOfInvestment,quarterlyTotalNonCurrentAssets,trailingEndCashPosition,quarterlyChangesInAccountReceivables,annualInvestmentsAndAdvances,trailingPretaxIncome,quarterlyTotalAssets,quarterlyNetIncomeCommonStockholders,quarterlyOtherNonCurrentAssets,quarterlyNetOtherFinancingCharges,quarterlyFreeCashFlow,quarterlyTotalLiabilitiesNetMinorityInterest,annualGainsLossesNotAffectingRetainedEarnings,annualBasicEPS,quarterlySaleOfInvestment,trailingDeferredIncomeTax,annualCapitalExpenditure,trailingOperatingExpense,annualDeferredIncomeTax,quarterlyRepurchaseOfCapitalStock,quarterlyDilutedAverageShares,annualInterestExpense,annualBasicAverageShares,quarterlyIncomeTaxPayable,quarterlyGrossPPE,quarterlyOtherCurrentAssets,annualRepurchaseOfCapitalStock,quarterlyChangeInWorkingCapital,quarterlyDeferredIncomeTax,annualAccumulatedDepreciation,trailingBeginningCashPosition,quarterlyNonCurrentDeferredRevenue,annualChangesInAccountReceivables,quarterlyAccountsPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualCurrentAssets,trailingNetIncomeContinuousOperations,trailingCapitalExpenditure,trailingChangeInCashSupplementalAsReported,trailingNetIncomeCommonStockholders,annualNetIncomeCommonStockholders,trailingNetOtherFinancingCharges,quarterlyStockholdersEquity,annualOtherCurrentLiabilities,quarterlyEbitda,annualNetOtherFinancingCharges,quarterlyNetOtherInvestingChanges,quarterlyEndCashPosition,quarterlyInvestingCashFlow,annualTaxProvision,quarterlyChangeInAccountPayable,trailingInterestExpense,trailingChangesInAccountReceivables,quarterlyChangeInInventory,quarterlyGrossProfit,annualRepaymentOfDebt,annualChangeInCashSupplementalAsReported,annualCurrentAccruedExpenses,trailingChangeInAccountPayable,trailingGrossProfit,annualTotalRevenue,annualCostOfRevenue,annualCapitalStock,quarterlyBasicEPS,annualDilutedAverageShares,quarterlySellingGeneralAndAdministration,quarterlyPretaxIncome,trailingCostOfRevenue,annualFreeCashFlow,quarterlyPurchaseOfBusiness,trailingFreeCashFlow,quarterlyCurrentLiabilities,quarterlyCurrentAssets,quarterlyRepaymentOfDebt,quarterlyRetainedEarnings,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,quarterlyTaxProvision,quarterlyNetPPE,trailingTaxProvision,annualInventory,annualGrossProfit,annualChangeInWorkingCapital,annualOtherCurrentAssets,quarterlyOtherShortTermInvestments,annualTotalNonCurrentAssets,quarterlyOtherNonCashItems,quarterlyTotalRevenue,annualDilutedEPS,trailingDepreciationAndAmortization,quarterlyCapitalExpenditure,annualChangeInInventory,quarterlyOperatingIncome,trailingNetIncome,annualNetIncome,annualTotalLiabilitiesNetMinorityInterest,annualCurrentDebt,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyCashFlowFromContinuingFinancingActivities,annualPurchaseOfBusiness,quarterlyAccumulatedDepreciation,annualNetIncomeContinuousOperations,annualCurrentDeferredRevenue,annualOperatingExpense,trailingSellingGeneralAndAdministration,trailingBasicAverageShares,quarterlyStockBasedCompensation,trailingCommonStockIssuance,annualResearchAndDevelopment,trailingPurchaseOfBusiness,trailingBasicEPS,trailingDilutedEPS,quarterlyResearchAndDevelopment,trailingStockBasedCompensation,annualStockBasedCompensation,trailingResearchAndDevelopment,trailingRepurchaseOfCapitalStock,trailingDilutedAverageShares
,,652329804,,652329804,,,,,,,,,,,,,,,,,,2009166667.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.324677,,,,,,,,,,,,,,652329804,,,,,,,,,,,,,2009166667.0,,,,,,,,,,,,,,,,,,,,,,,,,,7738851904,,,,,,,,,,,,,,,,,,,0.324677,,,,,,,,,,,,,,,,,,,,,,,7738851904,,,,,7738851904,,,,,,,,,,,,,,,,,,,,,,,,,,
,,673007958,-3886359750.0,673007958,,-1027271700.0,,4872722400.0,1721816460.0,1931816250.0,,,,5320903770.0,4039086870.0,,5829994170.0,,,-2504542950.0,3595450950.0,,,17190891900.0,,15248166570.0,,,,,44436319200.0,-2109997890.0,,,1721816460.0,2616361020.0,5937266790.0,,,,5320903770.0,,-1936361700.0,,11081807100.0,,6486357150.0,,3476360160.0,4704540750.0,,,1680907410.0,1680907410.0,4024541430.0,,2446361190.0,,,1578180240.0,,,8299991700.0,,20539070370.0,1578180240.0,4024541430.0,,218181600.0,4110904980.0,,1578180240.0,46228135590.0,7884537570.0,4039086870.0,-844544610.0,,,27303609060.0,,,,,44436319200.0,673007958,5083631280.0,,,28272699000.0,5199994800.0,1.316362,,,-3229996770.0,,,,,227272500.0,1997928177.0,,46228135590.0,430908660.0,,,,-25689065220.0,,,,3476360160.0,5199994800.0,5083631280.0,3035451510.0,17132710140.0,,,,,2629997370.0,,15248166570.0,5829994170.0,-18512014962,31818150.0,,,,2242725030.0,,,,,,,557272170.0,,,,31202696070.0,19867252860.0,4110904980.0,,1997928177.0,,,,3256360380.0,,,17190891900.0,17132710140.0,,5937266790.0,11081807100.0,,20539070370.0,,2616361020.0,11335443210.0,-266363370.0,430908660.0,2446361190.0,27303609060.0,,7986140358,1.316362,,,-80909010.0,-18512014962,,2629997370.0,28272699000.0,7884537570.0,,1020908070.0,,,-25689065220.0,2629997370.0,,6630902460.0,,,,,,,,,,,,,,
,,632593863,,632593863,,,,,,,,,,,,,,,,,,2003823529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.315693,,,,,,,,,,,,,,632593863,,,,,,,,,,,,,2003823529.0,,,,,,,,,,,,,,,,,,,,,,,,,,7701340493,,,,,,,,,,,,,,,,,,,0.315693,,,,,,,,,,,,,,,,,,,,,,,7701340493,,,,,7701340493,,,,,,,,,,,,,,,,,,,,,,,,,,
,,620493975,,620493975,,,,,,,,,,,,,,,,,,2003823529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.309655,,,,,,,,,,,,,,620493975,,,,,,,,,,,,,2003823529.0,,,,,,,,,,,,,,,,,,,,,,,,,,7554033725,,,,,,,,,,,,,,,,,,,0.309655,,,,,,,,,,,,,,,,,,,,,,,7554033725,,,,,7554033725,,,,,,,,,,,,,,,,,,,,,,,,,,
,,578110302,,578110302,,,,,,,,,,,,,,,,,,2003823529.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.288504,,,,,,,,,,,,,,578110302,,,,,,,,,,,,,2003823529.0,,,,,,,,,,,,,,,,,,,,,,,,,,7038045322,,,,,,,,,,,,,,,,,,,0.288504,,,,,,,,,,,,,,,,,,,,,,,7038045322,,,,,7038045322,,,,,,,,,,,,,,,,,,,,,,,,,,
,,589167594,-3281035680.0,589167594,,-1195429320.0,,3771315180.0,1460606580.0,3072133980.0,,,,4508866080.0,4122611100.0,,5366642040.0,,,-2154671820.0,3771315180.0,,,13810534020.0,,16126358580.0,,,,,41261070060.0,-4351976640.0,,,1460606580.0,2437754940.0,6202248840.0,,,,4508866080.0,,-1996077060.0,,10092083760.0,,6851123100.0,,3504432600.0,3077249940.0,,,1772680140.0,1772680140.0,2170019700.0,,1392393780.0,,,777625920.0,,,6848565120.0,,20833894440.0,777625920.0,2170019700.0,,-35811720.0,4124316420.0,,777625920.0,48953768580.0,4939459380.0,4122611100.0,-378581040.0,,,27239076360.0,,,,,41261070060.0,589167594,4632501780.0,,,23902617780.0,5799793320.0,1.163028,,,-4159275480.0,,,,,40927680.0,1997800587.0,,48953768580.0,262619280.0,,,,-28119874140.0,,,,3504432600.0,5799793320.0,4632501780.0,2911833900.0,14021993700.0,,,,,2323498500.0,,16126358580.0,5366642040.0,-18036886026,550818360.0,,,,1447816680.0,,,,,,,-805763700.0,,,,28288700820.0,18528301800.0,4124316420.0,,1997800587.0,,,,2691847620.0,,,13810534020.0,14021993700.0,,6202248840.0,10092083760.0,,20833894440.0,,2437754940.0,9760399020.0,782741880.0,262619280.0,1392393780.0,27239076360.0,,7174564854,1.163028,,,104877180.0,-18036886026,,2323498500.0,23902617780.0,4939459380.0,,1583389620.0,,,-28119874140.0,2323498500.0,,6683149080.0,,,,,,,,,,,,,,
,,569440220,,569440220,,,,,,,,,,,,,,,,,,1990259740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.286114,,,,,,,,,,,,,,569440220,,,,,,,,,,,,,1990259740.0,,,,,,,,,,,,,,,,,,,,,,,,,,6720416430,,,,,,,,,,,,,,,,,,,0.286114,,,,,,,,,,,,,,,,,,,,,,,6720416430,,,,,6720416430,,,,,,,,,,,,,,,,,,,,,,,,,,
,,592096700,,592096700,,,,,,,,,,,4369731600.0,,4846886200.0,,,,,1990259740.0,,,,,,,,4434446900.0,,,,,1869982400.0,2518101300.0,,5312450.0,,,3431842700.0,,,,,,,,,,1572485200.0,,,1866118800.0,,,,,,,,,,,,1030615300.0,2699690500.0,,,4114734000.0,0.297497,,,5583867900.0,,,26562250.0,,28188825600.0,,,,,41256486700.0,592096700,4654672100.0,,,23491653900.0,,,,,,,,,1990259740.0,,,,35440802800.0,255963500.0,,,,,,,,3389343100.0,6019488800.0,,,,,,,,,,16477288100.0,,1848732600,,,,,,,,,,2553356650.0,,,,,,,,,0.297497,,704624050.0,1050899200.0,,,,,13820097200.0,13067661100.0,,6343065300.0,9671556700.0,458802500.0,21668034700.0,,,,,,1669075200.0,,,6987803550,,,,,980871450,,,,,,,,,-13772768100.0,,,,,,,,,,,,,,,,,
,,772541280,,772541280,,,,,,,,,,,,,,,,,,2004854369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.385335,,,,,,,,,,,,,,772541280,,,,,,,,,,,,,2004854369.0,,,,,,,,,,,,,,,,,,,,,,,,,,7835775840,,,,,,,,,,,,,,,,,,,0.385335,,,,,,,,,,,,,,,,,,,,,,,7835775840,,,,,7835775840,,,,,,,,,,,,,,,,,,,,,,,,,,
,,939939270,-6185348960.0,939939270,,-1301864900.0,,4914291550.0,1772921360.0,2651431720.0,,,,4791061590.0,4738390720.0,,6252926680.0,,,-516770800.0,3594538430.0,,,15165235400.0,,18411947330.0,,,,,46231110800.0,-1655654140.0,,,1772921360.0,2627580760.0,8045723840.0,,,,4791061590.0,,-3182115580.0,,11302373670.0,,8254419740.0,,4145098090.0,4531682400.0,,,2176400100.0,2176400100.0,3176152840.0,,1963729040.0,,,1212423800.0,,,8126220830.0,,23091704440.0,1212423800.0,3176152840.0,,155031240.0,4136153980.0,,1212423800.0,54718077400.0,4767210630.0,4738390720.0,-1427082440.0,,,29317798790.0,,,,,46231110800.0,939939270,4049694250.0,,,26467609070.0,6230069510.0,1.427082,,,-4431309610.0,,,,,498882580.0,1995560198.0,,54718077400.0,338882390.0,,,,-31626372960.0,,,,4145098090.0,6230069510.0,4049694250.0,2783605790.0,16913312010.0,,,,,2859133830.0,,18411947330.0,6252926680.0,-16836659760,-59627400.0,,,,2055157720.0,,,,,,,433292440.0,,,,31031092750.0,20121266130.0,4136153980.0,,1995560198.0,,,,3823110130.0,,,15165235400.0,16913312010.0,,8045723840.0,11302373670.0,,23091704440.0,,2627580760.0,10909826620.0,-659876560.0,338882390.0,1963729040.0,29317798790.0,,9662750590,1.427082,,,-63602560.0,-16836659760,,2859133830.0,26467609070.0,4767210630.0,,779131360.0,,,-31626372960.0,2859133830.0,,6378144220.0,,,,,,,,,,,,,,
,,1301597200,,1301597200,,,,,,,,,,,,,,,,,,1993589744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.652891,,,,,,,,,,,,,,1301597200,,,,,,,,,,,,,1993589744.0,,,,,,,,,,,,,,,,,,,,,,,,,,11271789900,,,,,,,,,,,,,,,,,,,0.652891,,,,,,,,,,,,,,,,,,,,,,,11271789900,,,,,11271789900,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1305963640,,1305963640,,,,,,,,,,,8323943490.0,,5099976980.0,,,,,2000532413.0,,,,,,,,7249987860.0,,,,,,2925820470.0,,-97632330.0,,,4302121380.0,,,,,,,,,,1717489160.0,,,2327428770.0,,,,,,,,,,,,1718538970.0,3746771890.0,,,4141500450.0,0.655081,,,6111993820.0,,,,,31646522450.0,,,,,49569928580.0,1305963640,3884297000.0,,,28235689760.0,,,,,,,,,2000532413.0,,,,58843950120.0,419924000.0,,,,,,,,4397654090.0,,,,,,,,,,,19788918500.0,,3360441810,,,,,,,,,,4059615270.0,,,,,,,,,0.655081,,699173460.0,2368371360.0,,,,,15609624890.0,17923406130.0,,15647418050.0,12626064870.0,1062407720.0,25434796680.0,,,,,,2028232920.0,,,11309603130,,,,,2342126110,,,,,,,,,-33409153440.0,,,,,,,,,,,,,,,,,
