,annualGrossProfit,quarterlyPretaxIncome,annualOtherIntangibleAssets,annualCashCashEquivalentsAndMarketableSecurities,trailingGrossProfit,quarterlyOtherIntangibleAssets,quarterlyPurchaseOfBusiness,annualTotalNonCurrentAssets,annualNetPPE,annualCapitalStock,trailingRepaymentOfDebt,quarterlyOperatingExpense,annualRepaymentOfDebt,trailingOperatingCashFlow,quarterlyStockholdersEquity,quarterlyRepaymentOfDebt,quarterlyNonCurrentDeferredTaxesLiabilities,trailingNetIncomeCommonStockholders,annualOtherCurrentLiabilities,quarterlyNetOtherInvestingChanges,trailingChangeInCashSupplementalAsReported,quarterlyOtherCurrentAssets,annualPurchaseOfBusiness,annualOtherNonCurrentLiabilities,quarterlyBeginningCashPosition,quarterlyCapitalStock,annualOtherNonCashItems,quarterlyCashCashEquivalentsAndMarketableSecurities,quarterlyCashAndCashEquivalents,annualGrossPPE,quarterlyCurrentDebt,quarterlyBasicAverageShares,trailingDepreciationAndAmortization,quarterlyInterestExpense,quarterlySaleOfInvestment,quarterlyBasicEPS,quarterlyGrossPPE,annualCapitalExpenditure,trailingSellingGeneralAndAdministration,annualOperatingExpense,annualNonCurrentDeferredTaxesLiabilities,trailingCapitalExpenditure,quarterlyAccountsPayable,quarterlyNonCurrentDeferredRevenue,trailingOperatingExpense,trailingOtherNonCashItems,annualBeginningCashPosition,quarterlyOperatingIncome,trailingBeginningCashPosition,quarterlyCapitalExpenditure,trailingCashDividendsPaid,annualPurchaseOfInvestment,annualNetIncomeContinuousOperations,quarterlyTotalRevenue,trailingInterestExpense,trailingNetOtherFinancingCharges,annualInvestingCashFlow,annualNetOtherFinancingCharges,annualChangeInCashSupplementalAsReported,annualChangeInInventory,trailingNetIncome,quarterlyDilutedAverageShares,annualGoodwill,quarterlyNetPPE,quarterlyTaxProvision,trailingNetIncomeContinuousOperations,annualChangeInWorkingCapital,annualInterestExpense,quarterlyResearchAndDevelopment,quarterlyOtherCurrentLiabilities,quarterlyChangeInCashSupplementalAsReported,quarterlyOtherShortTermInvestments,quarterlyCommonStockIssuance,annualResearchAndDevelopment,annualInventory,trailingChangeInInventory,quarterlyEbitda,annualDilutedEPS,quarterlyCurrentAssets,trailingFreeCashFlow,quarterlyCashDividendsPaid,annualOtherShortTermInvestments,quarterlyCurrentLiabilities,annualFreeCashFlow,annualCommonStockIssuance,annualTotalRevenue,trailingChangeInWorkingCapital,quarterlyTotalNonCurrentLiabilitiesNetMinorityInterest,annualCostOfRevenue,annualOperatingIncome,quarterlyRetainedEarnings,quarterlySellingGeneralAndAdministration,trailingTotalRevenue,trailingResearchAndDevelopment,trailingCostOfRevenue,quarterlyFreeCashFlow,annualEndCashPosition,annualTaxProvision,annualTotalLiabilitiesNetMinorityInterest,annualNetOtherInvestingChanges,trailingCommonStockIssuance,quarterlyGoodwill,quarterlyTotalNonCurrentAssets,annualBasicEPS,annualTotalAssets,annualNonCurrentDeferredRevenue,annualNetIncome,quarterlyNetIncomeCommonStockholders,annualCurrentDebt,quarterlyTotalAssets,trailingPurchaseOfInvestment,annualDilutedAverageShares,quarterlyOtherNonCurrentLiabilities,annualCashDividendsPaid,annualOtherCurrentAssets,trailingOperatingIncome,annualPretaxIncome,annualAccountsPayable,trailingInvestingCashFlow,trailingEndCashPosition,trailingTaxProvision,quarterlyPurchaseOfInvestment,annualOtherNonCurrentAssets,annualSellingGeneralAndAdministration,annualSaleOfInvestment,quarterlyTotalLiabilitiesNetMinorityInterest,quarterlyDilutedEPS,quarterlyNetOtherFinancingCharges,quarterlyGrossProfit,annualLongTermDebt,annualStockholdersEquity,annualAccountsReceivable,quarterlyLongTermDebt,quarterlyOtherNonCurrentAssets,trailingPretaxIncome,annualDepreciationAndAmortization,annualCashAndCashEquivalents,quarterlyNetIncomeContinuousOperations,quarterlyNetIncome,trailingSaleOfInvestment,annualRetainedEarnings,annualCurrentLiabilities,quarterlyAccountsReceivable,quarterlyInvestingCashFlow,quarterlyCostOfRevenue,quarterlyEndCashPosition,quarterlyInventory,annualEbitda,annualCurrentAssets,annualOperatingCashFlow,trailingNetOtherInvestingChanges,annualBasicAverageShares,annualTotalNonCurrentLiabilitiesNetMinorityInterest,annualNetIncomeCommonStockholders,trailingRepurchaseOfCapitalStock,quarterlyDepreciationAndAmortization,quarterlyIncomeTaxPayable,trailingDeferredIncomeTax,annualDeferredIncomeTax,quarterlyChangeInWorkingCapital,trailingChangeInAccountPayable,annualStockBasedCompensation,quarterlyOtherIncomeExpense,quarterlyOtherNonCashItems,quarterlyInvestmentsAndAdvances,quarterlyChangeInAccountPayable,annualCashFlowFromContinuingFinancingActivities,annualCurrentAccruedExpenses,quarterlyRepurchaseOfCapitalStock,annualChangesInAccountReceivables,annualInvestmentsAndAdvances,quarterlyChangesInAccountReceivables,trailingBasicEPS,trailingBasicAverageShares,trailingStockBasedCompensation,quarterlyDeferredIncomeTax,annualCurrentDeferredRevenue,trailingChangesInAccountReceivables,annualRepurchaseOfCapitalStock,annualAccumulatedDepreciation,quarterlyOperatingCashFlow,annualGainsLossesNotAffectingRetainedEarnings,trailingCashFlowFromContinuingFinancingActivities,trailingPurchaseOfBusiness,quarterlyCurrentDeferredRevenue,annualOtherIncomeExpense,annualChangeInAccountPayable,quarterlyGainsLossesNotAffectingRetainedEarnings,trailingDilutedEPS,quarterlyStockBasedCompensation,quarterlyCashFlowFromContinuingFinancingActivities,quarterlyCurrentAccruedExpenses,annualIncomeTaxPayable,trailingOtherIncomeExpense,quarterlyChangeInInventory,trailingDilutedAverageShares,quarterlyAccumulatedDepreciation
1372550400,,2987270000.0,,,,44933444000.0,,,,,,10189787000.0,,,80056536000.0,-29704127000.0,1005063000.0,,,777988000.0,,3402915000.0,,,74767940000.0,21299900000.0,,82544106000.0,82328095000.0,,68605442000.0,,,1972627000.0,4376510000.0,,42374655000.0,,,,,,189321624000.0,,,,,3049917000.0,,-1502107000.0,,,,149772630000.0,,,,,,,,,,42374655000.0,869564000.0,,,,,20454540000.0,5787575000.0,216011000.0,292900000.0,,,,4959897000.0,,484188433000.0,,-1936181000.0,,403976671000.0,,,,,111204206000.0,,,26463997000.0,5719685000.0,,,,-3600951000.0,,,,,,851895000.0,121496531000.0,,,,,2008772000.0,,605684964000.0,,,1147991000.0,,,,,,,,,-6337662000.0,,,,515180877000.0,,-239921000.0,13239704000.0,,,,102866920000.0,5327710000.0,,,,2117706000.0,2008772000.0,,,,110845395000.0,-3186937000.0,136532926000.0,75827939000.0,216869329000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380499200,,3562832000.0,,,,44749036000.0,,,,,,9347857000.0,,,84358454000.0,-19037805000.0,999168000.0,,,61724000.0,,3511772000.0,,,75827939000.0,21299900000.0,,79564556000.0,79369513000.0,,66356404000.0,21297969231.0,,148000.0,286807000.0,0.13,43205230000.0,,,,,,195683474000.0,,,,,3382965000.0,,-4782559000.0,,,,135197518000.0,,,,,,,,,,43205230000.0,555968000.0,,,,,15363815000.0,-1186002000.0,195043000.0,214125000.0,,,,3562980000.0,,502989422000.0,,-7053705000.0,,408126913000.0,,,,,123469676000.0,,,28521033000.0,5057319000.0,,,,87675000.0,,,,,,851894000.0,123567619000.0,,,,,2768736000.0,,626557041000.0,,,1158469000.0,,,,,,,,,-783699000.0,,,,531596589000.0,0.13,214125000.0,12730822000.0,,,,115256539000.0,5522628000.0,,,,3006864000.0,2768736000.0,,,,114931491000.0,-5125878000.0,122466696000.0,79369513000.0,229009141000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388448000,56955616000.0,4810280000.0,44276681000.0,81555867000.0,,44276681000.0,-411275000.0,125311676000.0,44238078000.0,21299900000.0,,15636675000.0,-103649159000.0,,86633449000.0,-41782545000.0,955534000.0,,19487144000.0,33789000.0,,5043211000.0,-473000000.0,1120208000.0,79369513000.0,21299900000.0,4325614000.0,81555867000.0,81423526000.0,44238078000.0,62761372000.0,,,6362971000.0,9139279000.0,,44238078000.0,-9968617000.0,,42865206000.0,955534000.0,,206293191000.0,,,,67763233000.0,4992230000.0,,-1055079000.0,,-17816007000.0,10075375000.0,176810709000.0,,,-12163433000.0,-432332000.0,7894974000.0,-12790656000.0,,,829540000.0,44238078000.0,1423718000.0,,-12601997000.0,6363199000.0,,19487144000.0,1016270000.0,132341000.0,-63970000.0,,225573316000.0,,11173251000.0,0.44,502888854000.0,,36130000.0,132341000.0,420242883000.0,-1971447000.0,446855000.0,558798663000.0,,111157654000.0,501843047000.0,14090410000.0,31965563000.0,9100356000.0,,,,9161573000.0,75658207000.0,3435412000.0,531400537000.0,53579000.0,,829540000.0,125311676000.0,0.44,628200530000.0,,9374634000.0,3117888000.0,62761372000.0,628200530000.0,,,1120208000.0,-12063905000.0,5043211000.0,,13510787000.0,206293191000.0,,,,-8352055000.0,5567247000.0,24575259000.0,15097195000.0,531400537000.0,,-255710000.0,20628905000.0,102398554000.0,86633449000.0,123089507000.0,102398554000.0,5567247000.0,,6600714000.0,81423526000.0,3386562000.0,3117888000.0,,31965563000.0,420242883000.0,123089507000.0,-221034000.0,156181804000.0,75658207000.0,225573316000.0,26474700000.0,502888854000.0,7997170000.0,,21305986364.0,111157654000.0,9374634000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396224000,,2582628000.0,,,,44108378000.0,,,,,,8749753000.0,,,89023897000.0,-16213293000.0,946358000.0,,,22391000.0,,4789664000.0,,,81423526000.0,21299900000.0,,76810866000.0,76688848000.0,,71798998000.0,20199288889.0,,1371587000.0,1088683000.0,0.09,44717239000.0,,,,,,193709800000.0,,,,,3571327000.0,,-4889167000.0,,,,117685702000.0,,,,,,,,,,44717239000.0,654136000.0,,,,,18390613000.0,-4734678000.0,122018000.0,212260000.0,,,,3954215000.0,,510355278000.0,,-748627000.0,,423964988000.0,,,,,113823227000.0,,,33932343000.0,5033523000.0,,,,-12504207000.0,,,,,,829540000.0,126890105000.0,,,,,1817936000.0,,637245383000.0,,,1132446000.0,,,,,,,,,-3208145000.0,,,,537788215000.0,0.09,11730000.0,12321080000.0,,,,105032507000.0,5642081000.0,,,,1928492000.0,1817936000.0,,,,122399927000.0,-6997902000.0,105364622000.0,76688848000.0,231632808000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404086400,,3495068000.0,,,,44591863000.0,,,,,,11149107000.0,,,89282179000.0,-31046441000.0,969254000.0,,,757052000.0,,5365556000.0,,,76688848000.0,21299900000.0,,80877907000.0,80686963000.0,,71793254000.0,,,1933119000.0,10946923000.0,,44406856000.0,,,,,,216714413000.0,,,,,4312619000.0,,622159000.0,,,,158538470000.0,,,,,,,,,,44406856000.0,1125030000.0,,,,,21620060000.0,827077000.0,190944000.0,80157000.0,,,,5428187000.0,,533518528000.0,,-5280333000.0,,448912695000.0,,,,,112907278000.0,,,34606916000.0,6300853000.0,,,,-1440270000.0,,,,,,828683000.0,127909904000.0,,,,,2242958000.0,,661428432000.0,,,1129010000.0,,,,,,,,,-12517230000.0,,,,561819973000.0,,118128000.0,15461726000.0,,,,104815169000.0,5357738000.0,,,,2370038000.0,2242958000.0,,,,127072963000.0,-804871000.0,143076744000.0,71750606000.0,246442421000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412035200,,4327356000.0,,,,44701403000.0,-5709000.0,,,,,11879894000.0,,,94607253000.0,-29788358000.0,1034012000.0,,,733000.0,,7168373000.0,,,71750606000.0,21299900000.0,,77215397000.0,77108702000.0,,66442891000.0,21519457143.0,,14412000.0,6234609000.0,0.14,46624902000.0,,,,,,227026859000.0,,,,,4285173000.0,,-2421375000.0,,,,153308391000.0,,,,,,,,,,46624902000.0,1064850000.0,,,,,20099103000.0,-407223000.0,106695000.0,15709000.0,,,,4341768000.0,,541651649000.0,,-1346215000.0,,453996979000.0,,,,,111905253000.0,,,37119255000.0,7019974000.0,,,,-32593000.0,,,,,,823378000.0,130567530000.0,,,,,3012724000.0,,672219179000.0,,,1120643000.0,,,,,,,,,-2141246000.0,,,,565902232000.0,0.14,2997709000.0,16165067000.0,,,,104833326000.0,5296096000.0,,,,3262506000.0,3012724000.0,,,,126398595000.0,1722279000.0,137143324000.0,77108702000.0,256287497000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419984000,66310586000.0,4908301000.0,48199622000.0,77463101000.0,,48199622000.0,-1863812000.0,137744697000.0,48428143000.0,21299900000.0,,15983818000.0,-106305573000.0,,98719844000.0,-29257481000.0,1102971000.0,,30099642000.0,-787013000.0,,9161337000.0,-1871667000.0,421673000.0,77108702000.0,21299900000.0,5421970000.0,77463101000.0,77354348000.0,48428143000.0,60757488000.0,,,6869166000.0,1989387000.0,,48428143000.0,-9560883000.0,,47762572000.0,1102971000.0,,245446915000.0,1381599000.0,,,75658207000.0,6378895000.0,,-2872500000.0,,-21584809000.0,10676384000.0,180795492000.0,,,-12334241000.0,4310264000.0,-6979321000.0,-2620395000.0,,,828683000.0,48428143000.0,1792953000.0,,-5591619000.0,6898417000.0,,30099642000.0,-2664497000.0,108753000.0,3611229000.0,,241516854000.0,,11777467000.0,0.482,545302542000.0,,-5379837000.0,108753000.0,471140042000.0,9885415000.0,3919355000.0,610328055000.0,,102843382000.0,544017469000.0,18548014000.0,39729945000.0,9813710000.0,,,,23862485000.0,68678886000.0,4636969000.0,573983424000.0,-778681000.0,,828683000.0,137744697000.0,0.482,683047239000.0,1381599000.0,10359972000.0,3286354000.0,60757488000.0,683047239000.0,,,421673000.0,-12755012000.0,9161337000.0,,15313353000.0,245446915000.0,,,,-3718188000.0,5532523000.0,28168060000.0,20259602000.0,573983424000.0,,1182697000.0,22362713000.0,92733874000.0,98719844000.0,145830995000.0,92733874000.0,5532523000.0,,6839837000.0,77354348000.0,3115348000.0,3286354000.0,,39729945000.0,471140042000.0,145830995000.0,-6253747000.0,158432779000.0,68678886000.0,241516854000.0,29051607000.0,545302542000.0,19446298000.0,,21493717842.0,102843382000.0,10359972000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427760000,,2870646000.0,,,,48020804000.0,-267371000.0,,,,,9534848000.0,,,104821619000.0,-24618167000.0,1032982000.0,,,53124000.0,,8375868000.0,,,68678886000.0,21299900000.0,,71375052000.0,71269860000.0,,61351023000.0,20719410000.0,,43235000.0,1299464000.0,0.1,48136178000.0,,,,,,232516183000.0,1487188000.0,,,,3532657000.0,,-3873519000.0,,,,125667524000.0,,,,,,,,,,48136178000.0,720205000.0,,,,,28007441000.0,-6084488000.0,105192000.0,4200436000.0,,,,2913881000.0,,539386668000.0,,-801122000.0,,455843347000.0,,,,,105453304000.0,,,41801886000.0,5540747000.0,,,,-8477177000.0,,,,,,828683000.0,136957487000.0,,,,,2071941000.0,,676344155000.0,,,421383000.0,,,,,,,,,-2306170000.0,,,,561296651000.0,0.1,4200436000.0,13067505000.0,,,,95364256000.0,5489398000.0,,,,2150441000.0,2071941000.0,,,,141067950000.0,-5077884000.0,112600019000.0,62594398000.0,241871614000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1435622400,,3627878000.0,,,,49367789000.0,154614000.0,,,,,10787202000.0,,,111113916000.0,-28746366000.0,1179463000.0,,,52953000.0,,9772624000.0,,,62594398000.0,21299900000.0,,67395167000.0,67286659000.0,,65521874000.0,,,3028136000.0,8472514000.0,,48428285000.0,,,,,,237216496000.0,1532320000.0,,,,5290093000.0,,-1064475000.0,,,,147705931000.0,,,,,,,,,,48428285000.0,1373298000.0,,,,,32830595000.0,-1276210000.0,108508000.0,4848632000.0,,,,6656014000.0,,560158537000.0,,-6357824000.0,,474174998000.0,,,,,104767271000.0,,,42525737000.0,6343635000.0,,,,-12884692000.0,,,,,,828683000.0,139870950000.0,,,,,2732408000.0,,700029487000.0,,,408040000.0,,,,,,,,,-4984998000.0,,,,578942269000.0,,5137927000.0,16077295000.0,,,,91946331000.0,6062863000.0,,,,2254580000.0,2732408000.0,,,,154542481000.0,2703579000.0,131628636000.0,61318188000.0,253264205000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443571200,,4356989000.0,,,,49481715000.0,0.0,,,,,11437867000.0,,,125777192000.0,-34751991000.0,1114825000.0,,,14483000.0,,9394031000.0,,,61318188000.0,22844302000.0,,88561312000.0,87875506000.0,,64755336000.0,24062651163.0,,23899000.0,3154764000.0,0.129,48640313000.0,,,,,,242743636000.0,1470871000.0,,,,5124075000.0,,-203885000.0,,,,156810445000.0,,,,,,,,,,48640313000.0,1189693000.0,,,,,32362659000.0,20588847000.0,685806000.0,11953341000.0,,,,4380888000.0,,584684528000.0,,-2808534000.0,,483588803000.0,,,,,105812662000.0,,,45614596000.0,6753877000.0,,,,6503005000.0,,,,,,828683000.0,140178233000.0,,,,,3104082000.0,,724862761000.0,,,524823000.0,,,,,,,,,-3407111000.0,,,,589401465000.0,0.129,12173795000.0,16561942000.0,,,,93334185000.0,5572440000.0,,,,3167296000.0,3104082000.0,,,,157952369000.0,-313308000.0,140248503000.0,81907035000.0,253847713000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451520000,66606774000.0,5451123000.0,50836364000.0,100862083000.0,,50836364000.0,-1437655000.0,148258020000.0,51930565000.0,22844302000.0,,17205158000.0,-107624074000.0,,130586987000.0,-19507550000.0,919974000.0,,27022788000.0,-114161000.0,,14203385000.0,-1550412000.0,409839000.0,81907035000.0,22844302000.0,4327376000.0,100862083000.0,100717851000.0,51930565000.0,55478008000.0,,,6211377000.0,10203433000.0,,51930565000.0,-14904925000.0,,48965075000.0,919974000.0,,258879446000.0,1489023000.0,,,68678886000.0,3694874000.0,,-9763046000.0,,-23481791000.0,11786117000.0,190904414000.0,,,-15554784000.0,20734545000.0,24624853000.0,3524863000.0,,,828683000.0,51930565000.0,1237323000.0,,4635374000.0,6257105000.0,,27022788000.0,11396704000.0,144232000.0,-75529000.0,,246758108000.0,,11662500000.0,0.53,565409685000.0,,-2224155000.0,144232000.0,470447257000.0,15653000000.0,20926880000.0,621088314000.0,,103819320000.0,554481540000.0,17641699000.0,48608655000.0,10325498000.0,,,,30511864000.0,93303739000.0,4520519000.0,574266577000.0,6399000.0,,828683000.0,148258020000.0,0.53,713667705000.0,1489023000.0,12257674000.0,4349243000.0,55478008000.0,713667705000.0,,,409839000.0,-12191635000.0,14203385000.0,,16306636000.0,258879446000.0,,,,-12783512000.0,6616178000.0,28963757000.0,23130175000.0,574266577000.0,,-777613000.0,20900032000.0,93747965000.0,130586987000.0,131660359000.0,93747965000.0,6616178000.0,,7583258000.0,100717851000.0,4213800000.0,4349243000.0,,48608655000.0,470447257000.0,131660359000.0,-12867171000.0,170004382000.0,93303739000.0,246758108000.0,30146999000.0,565409685000.0,30557925000.0,,23127686792.0,103819320000.0,12257674000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459382400,,3179791000.0,,,,51360449000.0,-10000000.0,,,,,9816683000.0,,,133272073000.0,-39894793000.0,981616000.0,,,1278804000.0,,15093544000.0,,,93303739000.0,22844302000.0,,83730565000.0,83634607000.0,,51759841000.0,22741630000.0,,24749000.0,1693094000.0,0.1,52811604000.0,,,,,,264271311000.0,1331873000.0,,,,3552588000.0,,-4593159000.0,,,,127336899000.0,,,,,,,,,,52811604000.0,825627000.0,,,,,23721765000.0,-17083244000.0,95958000.0,275000000.0,,,,3204540000.0,,568019331000.0,,-915579000.0,,469705005000.0,,,,,105505284000.0,,,50882818000.0,5743389000.0,,,,-7027057000.0,,,,,,828683000.0,149778174000.0,,,,,2274163000.0,,717797505000.0,,,450992000.0,,,,,,,,,-4070444000.0,,,,575210289000.0,0.1,275000000.0,13369271000.0,,,,95545817000.0,7132300000.0,,,,2354164000.0,2274163000.0,,,,135830289000.0,-5688458000.0,113967628000.0,76220495000.0,256759629000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467244800,,4416345000.0,,,,51687060000.0,9341000.0,,,,,6345607000.0,,,133538643000.0,-12560304000.0,860554000.0,,,-1320320000.0,,9462567000.0,,,76220495000.0,22844302000.0,,84029042000.0,83952744000.0,,54932009000.0,,,2661203000.0,8177143000.0,,52099907000.0,,,,,,273841547000.0,1375996000.0,,,,4414513000.0,,-78599000.0,,,,144385218000.0,,,,,,,,,,52099907000.0,1376211000.0,,,,,21180996000.0,679641000.0,76298000.0,-46375000.0,,,,7077548000.0,,571165847000.0,,-4061265000.0,,480628464000.0,,,,,103536372000.0,,,51552668000.0,6534031000.0,,,,-1245013000.0,,,,,,828683000.0,155181234000.0,,,,,3188450000.0,,726347081000.0,,,707317000.0,,,,,,,,,-7125408000.0,,,,584164836000.0,,-463778000.0,10760120000.0,,,,91047860000.0,8892160000.0,,,,3040134000.0,3188450000.0,,,,161600557000.0,-7855000.0,133625098000.0,76900136000.0,241779271000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475193600,,5503562000.0,,,,51907176000.0,0.0,,,,,9473472000.0,,,137516184000.0,-20092303000.0,841647000.0,,,2354000.0,,9552195000.0,,,76900136000.0,22844302000.0,,88531251000.0,88467954000.0,,55169848000.0,22787891566.0,,29390000.0,5720521000.0,0.166,52905937000.0,,,,,,276891541000.0,1355208000.0,,,,6239638000.0,,-723885000.0,,,,170033558000.0,,,,,,,,,,52905937000.0,1572229000.0,,,,,22289226000.0,4515210000.0,63297000.0,0.0,,,,5532952000.0,,578947279000.0,,-2749830000.0,,481763210000.0,,,,,107510963000.0,,,55335458000.0,7967575000.0,,,,3025059000.0,,,,,,828683000.0,156636448000.0,,,,,3782790000.0,,735583727000.0,,,1093267000.0,,,,,,,,,-2037262000.0,,,,589274173000.0,0.166,-130160000.0,15713110000.0,,,,94349787000.0,8920472000.0,,,,3931333000.0,3782790000.0,,,,160435150000.0,3029077000.0,154320448000.0,81415346000.0,244545762000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483142400,54911091000.0,4572688000.0,51763465000.0,124208002000.0,,51763465000.0,269000.0,159600780000.0,54629429000.0,22844302000.0,,12004759000.0,-96648358000.0,,140333815000.0,-24100958000.0,781940000.0,,23321200000.0,136974000.0,,13250826000.0,-390000.0,593252000.0,81415346000.0,22844302000.0,4212427000.0,124208002000.0,124084537000.0,54629429000.0,56183715000.0,,,5814362000.0,5286729000.0,,54629429000.0,-12788792000.0,,37640521000.0,781940000.0,,298714648000.0,1067604000.0,,,93303739000.0,3063831000.0,,-7393149000.0,,-29982971000.0,12702738000.0,197650848000.0,,,-17477084000.0,-982644000.0,21526696000.0,8917911000.0,,,828683000.0,54629429000.0,1195581000.0,,27950025000.0,5891548000.0,,23321200000.0,33415089000.0,123465000.0,60824000.0,,224804401000.0,,10387050000.0,0.517,594908493000.0,,-3376990000.0,123465000.0,506603658000.0,41706347000.0,289449000.0,639406523000.0,,98746413000.0,584495432000.0,17270570000.0,56683552000.0,9393670000.0,,,,46953358000.0,114830435000.0,4969648000.0,605350071000.0,97812000.0,,828683000.0,159600780000.0,0.517,754509273000.0,1067604000.0,12509165000.0,3263762000.0,56183715000.0,754509273000.0,,,593252000.0,-11103664000.0,13250826000.0,,17672386000.0,298714648000.0,,,,-16749857000.0,6239209000.0,29638665000.0,20877487000.0,605350071000.0,,-663706000.0,15068590000.0,91361074000.0,140333815000.0,140532460000.0,91361074000.0,6239209000.0,,8460204000.0,124084537000.0,3377107000.0,3263762000.0,,56683552000.0,506603658000.0,140532460000.0,-14809848000.0,182582258000.0,114830435000.0,224804401000.0,32024138000.0,594908493000.0,54495139000.0,,24195676983.0,98746413000.0,12509165000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1490918400,,3793691000.0,,,,51854735000.0,-2710000.0,,,,,7468280000.0,,,144176619000.0,-40831345000.0,743511000.0,,,2179542000.0,,14007114000.0,,,114830435000.0,22844302000.0,,98588469000.0,96663485000.0,,52451732000.0,24510121495.0,,35554000.0,2220499000.0,0.107,55776332000.0,,,,,,292486105000.0,1026792000.0,,,,4470519000.0,,-4567254000.0,,,,133992358000.0,,,,,,,,,,55776332000.0,983752000.0,,,,,23183633000.0,-27421052000.0,1924984000.0,6021758000.0,,,,3829245000.0,,595037581000.0,,-563925000.0,,502173659000.0,,,,,98931773000.0,,,60419240000.0,6137330000.0,,,,-23807750000.0,,,,,,828683000.0,162776899000.0,,,,,2622583000.0,,757814480000.0,,,815560000.0,,,,,,,,,-4170875000.0,,,,601105432000.0,0.107,6097883000.0,11938799000.0,,,,91371559000.0,6242665000.0,,,,2809939000.0,2622583000.0,,,,151152492000.0,-4294919000.0,122053559000.0,87409383000.0,233270714000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498780800,,6723933000.0,,,,51416590000.0,-3473274000.0,,,,,8104434000.0,,,147633660000.0,-4251825000.0,670154000.0,,,-734247000.0,,21352736000.0,,,87409383000.0,22844302000.0,,91709199000.0,90701799000.0,,51648522000.0,,,2118462000.0,10373470000.0,,54877567000.0,,,,,,294876815000.0,1070313000.0,,,,7582188000.0,,-405197000.0,,,,164758426000.0,,,,,,,,,,54877567000.0,1984329000.0,,,,,28985532000.0,-9663595000.0,1007400000.0,1204526000.0,,,,8842395000.0,,600798405000.0,,-3612414000.0,,511124713000.0,,,,,95355407000.0,,,61444342000.0,7620400000.0,,,,-9055009000.0,,,,,,828683000.0,166391137000.0,,,,,5084791000.0,,767189542000.0,,,894387000.0,,,,,,,,,-9618389000.0,,,,606480120000.0,,693529000.0,15686622000.0,,,,88432764000.0,6373658000.0,,,,4739604000.0,5084791000.0,,,,160473724000.0,-3551740000.0,149071804000.0,77745788000.0,249336940000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506729600,,4761468000.0,,,,51824069000.0,-511474000.0,,,,,9507251000.0,,,150365141000.0,-13374675000.0,718286000.0,,,245705000.0,,23101936000.0,,,77745788000.0,22844302000.0,,93929341000.0,92303281000.0,,58506535000.0,23439605634.0,,17167000.0,1268164000.0,0.142,56131320000.0,,,,,,298181965000.0,1106561000.0,,,,5765091000.0,,-1614961000.0,,,,171525975000.0,,,,,,,,,,56131320000.0,1229545000.0,,,,,30507750000.0,3452436000.0,1626060000.0,0.0,,,,4778635000.0,,613025568000.0,,-2473721000.0,,524837177000.0,,,,,97282340000.0,,,64285949000.0,8381773000.0,,,,11029142000.0,,,,,,828683000.0,172663089000.0,,,,,3328424000.0,,785688657000.0,,,946133000.0,,,,,,,,,-2829459000.0,,,,622119517000.0,0.142,-510342000.0,15272342000.0,,,,90089200000.0,6679953000.0,,,,3531923000.0,3328424000.0,,,,162020818000.0,-3281060000.0,156253633000.0,81198224000.0,247316620000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
